[00:00:00.009 --> 00:00:00.225]  Thank you.
[02:09:57.713 --> 02:09:58.694]  I want you to take your parents.
[02:09:58.894 --> 02:09:59.675]  I want you to take your kids.
[02:09:59.695 --> 02:10:05.920]  I want you to take your whole office to this, especially brainwashed leftists, who I don't even call liberals.
[02:10:05.940 --> 02:10:09.203]  These are anti-liberal authoritarians masquerading with camouflage as liberals.
[02:10:09.423 --> 02:10:10.484]  Thomas Jefferson was a liberal.
[02:10:10.684 --> 02:10:11.305]  These are no liberals.
[02:10:11.485 --> 02:10:13.287]  The next Jesus to me is a classical liberal.
[02:10:13.988 --> 02:10:15.709]  You'd call that a paleo-conservative.
[02:10:15.749 --> 02:10:17.471]  These terms mean nothing.
[02:10:17.531 --> 02:10:19.013]  They've scrambled everything.
[02:10:19.053 --> 02:10:20.214]  They've inverted reality.
[02:10:21.355 --> 02:10:22.196]  I talked to Ted Nugent.
[02:10:22.216 --> 02:10:23.377]  I would liken him to Satanist.
[02:10:23.397 --> 02:10:25.219]  I mean, you know, Saul Alinsky's their god.
[02:10:25.519 --> 02:10:27.161]  He pledged his book to Lucifer.
[02:10:28.222 --> 02:10:30.284]  And Hillary is trying to invert reality.
[02:10:30.324 --> 02:10:31.505]  She was pen pals with this guy.
[02:10:32.930 --> 02:10:34.211]  This is what we're dealing with.
[02:10:34.231 --> 02:10:37.753]  I mean, like communists yesterday attacking me and screaming racist.
[02:10:38.333 --> 02:10:40.275]  I've never done anything racist.
[02:10:40.715 --> 02:10:43.017]  You know, my sister's adopted from South Korea.
[02:10:43.037 --> 02:10:44.938]  I grew up in Dallas, Texas.
[02:10:44.958 --> 02:10:46.038]  Half my friends are black.
[02:10:46.439 --> 02:10:49.000]  But this is how they operate, ladies and gentlemen.
[02:10:49.461 --> 02:10:51.322]  This is how they get their agenda through.
[02:10:51.362 --> 02:10:52.523]  So you need to go see the film.
[02:10:53.183 --> 02:10:55.244]  You need to find out where it is on their website.
[02:10:55.284 --> 02:11:08.889]  You need to go religiously, because if this film goes viral, like 2016, this, I believe, and I'm sure of it, just like I told you, buy the Hillary for Prison shirts, and it would become a meme, number one meme on the internet, in the last three weeks, four different times now.
[02:11:09.850 --> 02:11:15.634]  It's freaking everyone out that 15, 20 percent, sometimes 30 percent of people are wearing them here at the RNC.
[02:11:15.754 --> 02:11:17.075]  They're chanting it on the floor.
[02:11:17.435 --> 02:11:18.696]  They can't stop the signal.
[02:11:18.936 --> 02:11:20.097]  The Clinton ripe's coming out.
[02:11:20.357 --> 02:11:21.858]  We can break through their Berlin Wall.
[02:11:21.918 --> 02:11:22.539]  We're the people.
[02:11:22.859 --> 02:11:30.925]  But I'm telling you, this weapon, forged in Vulcan smithy down under the volcano, is the black arrow that will take down smog.
[02:11:31.345 --> 02:11:32.905]  That's why I'm mixing two different metaphors there.
[02:11:33.206 --> 02:11:38.347]  You absolutely must go see Hillary's America or you're putting Hillary Clinton in office.
[02:11:38.547 --> 02:11:41.188]  This guy has been persecuted and thrown in prison.
[02:11:41.568 --> 02:11:45.229]  Now, I'm done ranting, but I tell you, you're a hero to my family, my children.
[02:11:45.669 --> 02:11:47.950]  I can tell you, I'm right up there in the same firing line with you.
[02:11:47.970 --> 02:11:49.350]  You've been walking point for so long.
[02:11:49.371 --> 02:11:50.691]  Today's decision, we admire you, sir.
[02:11:50.931 --> 02:11:53.652]  And you're obviously only stronger after what you've gone through, sir.
[02:11:54.412 --> 02:12:15.456]  Yeah, I think this experience, Alex, of having just been locked up by the Obama administration in the wake of a technical violation of the campaign finance laws, when I began to see that no American has ever gone to prison for doing what I did, and then when I see what Hillary gets away with, I mean, it's clear to me that we have now lawlessness at the highest levels of our society.
[02:12:15.996 --> 02:12:29.662]  And it kind of changes the rules of American politics, because the way I came of age in the Reagan era, and I was kind of living in the pointy-headed intellectual world at think tanks, I kind of got the idea American politics is a gentleman's fight between two groups of people.
[02:12:29.782 --> 02:12:32.743]  We agree on our goals, we disagree on means.
[02:12:33.964 --> 02:12:37.145]  We're both trying to get to the same place, but we may argue about how to get there.
[02:12:37.345 --> 02:12:38.666]  It's clear to me now that we have
[02:12:39.446 --> 02:12:43.969]  In the Democratic Party, a gang, the Hillary gang, and preceded by the Obama gang.
[02:12:44.510 --> 02:12:46.151]  And these people are gangsters!
[02:12:46.511 --> 02:12:48.613]  And they operate in a gangsterish way.
[02:12:49.013 --> 02:12:54.197]  And they want to deploy the organs of government against their critics and against the people who oppose them.
[02:12:54.677 --> 02:13:01.262]  And so far from cowering and hiding, I think we need to go sling blade on these guys, absolutely open up every front.
[02:13:01.743 --> 02:13:07.247]  The movie is a shift of career for me, going from books, which are important but have a limited reach,
[02:13:07.867 --> 02:13:10.088]  To movies where you try to reach millions of people.
[02:13:10.828 --> 02:13:15.350]  This will make us a threat, but on the other hand, I think at the end of the day, we can reach more people, we can change more minds.
[02:13:15.711 --> 02:13:17.932]  The FBI won't indict Hillary, but our movie does it.
[02:13:18.512 --> 02:13:18.932]  That's right.
[02:13:19.772 --> 02:13:20.653]  I can't wait to see it.
[02:13:20.713 --> 02:13:21.553]  I'm so angry.
[02:13:22.334 --> 02:13:23.434]  How do people go see it?
[02:13:23.714 --> 02:13:24.835]  Obviously, they go to the website.
[02:13:24.855 --> 02:13:29.657]  It's so critical up front to make it a huge hit so it gets put on thousands of screens and dominates.
[02:13:30.337 --> 02:13:34.738]  It's a secret of Hollywood that the fate of a movie depends a lot on the opening weekend.
[02:13:34.758 --> 02:13:35.058]  That's right.
[02:13:35.278 --> 02:13:37.519]  That if it does well, it blows out to more theaters.
[02:13:37.979 --> 02:13:41.460]  And so our website is hillarysamericathemovie.com.
[02:13:41.520 --> 02:13:43.341]  hillarysamericathemovie.com.
[02:13:43.801 --> 02:13:49.082]  And you can watch a trailer, and you can put in your zip code, and it's going to tell you where you can see the movie near you.
[02:13:49.182 --> 02:13:50.163]  So do that.
[02:13:50.223 --> 02:13:51.703]  Please try to see it this weekend.
[02:13:51.723 --> 02:13:54.064]  Some people say, I'll wait a month, I'll see it in DVD.
[02:13:54.124 --> 02:13:54.344]  No.
[02:13:54.924 --> 02:13:56.864]  If you want to put fuel in a... Go deal with the crowds.
[02:13:56.884 --> 02:13:57.605]  You want the crowds.
[02:13:57.645 --> 02:13:58.805]  This is stomping on Hillary.
[02:13:59.005 --> 02:14:02.236]  When you're crushing in there and you've got someone sitting next to you, that means we're winning.
[02:14:03.191 --> 02:14:05.753]  The film, we premiered it here at the RNC.
[02:14:05.793 --> 02:14:08.274]  We had 2,000 people, delegates.
[02:14:08.555 --> 02:14:09.235]  People went nuts.
[02:14:09.315 --> 02:14:12.117]  I mean, you had people crying, people applauding wildly.
[02:14:12.637 --> 02:14:19.502]  I think people got the sense that this is a film that delivers the punch that we often don't deliver.
[02:14:19.842 --> 02:14:26.567]  You know, too often Republicans go in the fetal position, they take a beating from the Democrats, and they just rely on other people to do our work.
[02:14:26.627 --> 02:14:29.709]  Oh, we're waiting for Comey to indict, so he'll do our work for us.
[02:14:29.789 --> 02:14:31.450]  No, he's not going to do our work for us.
[02:14:31.830 --> 02:14:32.931]  We have to do our work for us.
[02:14:33.892 --> 02:14:34.372]  That's right.
[02:14:35.093 --> 02:14:39.818]  Speaking of media being more important than ever and persecution, I knew about this a year ago, but I confirmed it a few weeks ago.
[02:14:40.238 --> 02:14:41.700]  And I've confirmed it with Roger Stone and others.
[02:14:42.280 --> 02:14:45.364]  And he's been a consultant at Fox, but I've talked to high-level folks at Fox.
[02:14:45.624 --> 02:14:53.952]  There is a coup there with this made-up sexual harassment stuff by some of these women that he hugged them or whatever six years ago or whatever.
[02:14:54.713 --> 02:14:58.977]  to bring down Fox and that the liberal Murdoch children are in a deal with Hillary.
[02:14:58.997 --> 02:15:05.404]  And I know from three different people, they're told, do not mention Bill Clinton and his stuff with women or you're fired.
[02:15:05.624 --> 02:15:06.565]  Well, Hannity's still done it.
[02:15:06.865 --> 02:15:10.109]  Now 30 hosts are now up to 30 threatening to leave and go with Ailes.
[02:15:11.169 --> 02:15:21.393]  Aside from Fox, it shows the climate where the Clintons are running coups at Fox right now to try to stop, guaranteed, your film getting out, you know, a whole laundry list of stuff.
[02:15:21.433 --> 02:15:22.453]  This is crazy, folks.
[02:15:22.734 --> 02:15:27.695]  This shows that they're battling to try to maintain control of the country.
[02:15:27.715 --> 02:15:30.296]  We're just peacefully here trying to vote and get our nation back.
[02:15:30.736 --> 02:15:33.658]  They're trying to start civil wars and cop killing and everything else you can imagine.
[02:15:33.698 --> 02:15:34.558]  I mean, this is crazy.
[02:15:35.078 --> 02:15:40.161]  I think it's worse than Obama with these guys, because with Obama, his end goal was ideological.
[02:15:40.181 --> 02:15:41.662]  It's lower America!
[02:15:41.722 --> 02:15:52.209]  Yeah, but Obama's willing to be gangster-ish in the way he gets about it, so he's willing to, you know, he'll ignore the immigration laws, or he'll selectively enforce the Obamacare.
[02:15:52.329 --> 02:15:54.471]  He'll turn the IRS loose on 10,000 churches.
[02:15:54.491 --> 02:15:59.215]  Yeah, or he'll ignore the regulations that say that welfare reform, you have to do this and this to qualify.
[02:15:59.775 --> 02:16:02.477]  But with Hillary, I think it's gangsterism through and through.
[02:16:02.497 --> 02:16:04.679]  I think that's who she is, that's her M.O.
[02:16:05.260 --> 02:16:11.625]  And if I had to say what she wants to be, she kind of wants to be the mob boss of America, the Al Capone of America.
[02:16:12.125 --> 02:16:14.787]  And Al Capone wanted to run Chicago like he owned the city, right?
[02:16:14.807 --> 02:16:17.469]  He had access to the city contracts, he told people what to do.
[02:16:17.769 --> 02:16:19.610]  You're against him, snuff that guy out.
[02:16:19.990 --> 02:16:22.952]  And he wanted to go in the stadium and have the whole crowd shout, Big Al!
[02:16:22.972 --> 02:16:23.412]  Big Al!
[02:16:23.432 --> 02:16:23.833]  Big Al!
[02:16:23.853 --> 02:16:26.794]  So this is what this woman, Hillary, wants.
[02:16:26.835 --> 02:16:29.616]  She has these sort of cultic ambitions for America.
[02:16:30.237 --> 02:16:31.978]  Unless the American people say differently.
[02:16:33.490 --> 02:16:36.691]  You're absolutely right, and it's coming down to a head.
[02:16:36.711 --> 02:16:38.111]  This film, describe the film.
[02:16:38.151 --> 02:16:43.092]  Let's go through this, because the idea for the film, I mean, let's walk through why this film is so special.
[02:16:43.432 --> 02:16:49.793]  Well, when we started out the film, we actually had an immediate problem, and that is that in 2012, Obama was an interesting guy.
[02:16:49.913 --> 02:16:51.214]  People were, like, fascinated by him.
[02:16:51.254 --> 02:16:52.154]  Who the heck is this fellow?
[02:16:52.194 --> 02:16:54.234]  He came out of nowhere, not a lot is known about him.
[02:16:54.534 --> 02:16:55.414]  What motivates him?
[02:16:55.454 --> 02:16:56.275]  Where's he coming from?
[02:16:56.495 --> 02:16:57.995]  So you could make a movie about Obama.
[02:16:58.715 --> 02:17:01.058]  I don't believe you can make an interesting movie just about Hillary.
[02:17:01.559 --> 02:17:04.222]  Because, if I were to put... I mean, Hillary's been around.
[02:17:04.362 --> 02:17:05.624]  We know who she is.
[02:17:06.545 --> 02:17:07.386]  We know she's a crook.
[02:17:07.486 --> 02:17:08.908]  We know she's a pathological liar.
[02:17:09.269 --> 02:17:14.556]  So if you made a movie and put Hillary's face on there for 90 minutes, I believe that my audience would want to blow its brains out.
[02:17:14.636 --> 02:17:14.896]  I agree.
[02:17:14.916 --> 02:17:15.457]  I can't look at her.
[02:17:16.157 --> 02:17:17.279]  Yeah, you can't stand it.
[02:17:17.359 --> 02:17:19.241]  So you have to make a different kind of movie.
