[00:00:08.004 --> 00:00:08.665]  Well here we are.
[02:11:26.712 --> 02:11:29.215]  It's all in progress right now in Georgia.
[02:11:30.179 --> 02:11:32.420]  And we're going to talk about that on the other side of the break.
[02:11:33.061 --> 02:11:36.522]  These stories that we've got about Facebook, there's a couple of these.
[02:11:36.803 --> 02:11:39.404]  They keep talking about how they're going to take down fake news.
[02:11:39.484 --> 02:11:41.165]  And they're doing this in France.
[02:11:41.185 --> 02:11:46.868]  They're scrambling to take down accounts that are pro-Le Pen before this election.
[02:11:46.888 --> 02:11:49.489]  And this is coming up in just six days.
[02:11:49.930 --> 02:11:51.971]  So they're removing accounts that they think are
[02:11:52.892 --> 02:11:56.660]  Favorable to Marine Le Pen because they don't like her politically.
[02:11:56.700 --> 02:11:58.224]  That's the way they're using the censorship.
[02:11:58.284 --> 02:11:59.968]  It is all ideologically based.
[02:12:00.731 --> 02:12:02.512]  They have algorithms that will do it.
[02:12:02.572 --> 02:12:18.445]  They have moderators who will do it, but of course at the same time we've got the Facebook moderators who may be facing criminal charges in the UK because they did not take down violent and pedophile videos when they were told about it.
[02:12:19.006 --> 02:12:27.973]  So now the UK government says if you hire moderators to do this, people report this content to you celebrating the terrorist attacks in Egypt against Christians.
[02:12:28.653 --> 02:12:31.138]  Or showing a violent pedophile attack.
[02:12:31.499 --> 02:12:35.026]  Somebody reports that to you, and you, it's Facebook with your moderators.
[02:12:35.046 --> 02:12:35.727]  You don't take that down.
[02:12:35.767 --> 02:12:36.649]  You now own that.
[02:12:37.418 --> 02:12:39.519]  And we're going to look at criminal charges against you.
[02:12:39.939 --> 02:12:41.320]  So we see that type of thing.
[02:12:41.360 --> 02:12:43.061]  That got virtually no coverage.
[02:12:43.701 --> 02:12:46.643]  We talked about it here after Drudge picked up on that.
[02:12:47.063 --> 02:12:49.244]  But all you've heard about is the Facebook killer.
[02:12:49.584 --> 02:12:51.025]  And of course he committed suicide today.
[02:12:51.065 --> 02:12:52.246]  Everybody's going to be talking about that.
[02:12:52.406 --> 02:12:59.149]  Nobody's going to talk about the fact that Facebook did not take down terrorist and pedophile videos in the UK.
[02:12:59.870 --> 02:13:01.991]  But they are taking down pro-Le Pen accounts.
[02:13:02.631 --> 02:13:21.717]  And they have also, and this is also coming out of the UK, after they looked at this situation where they refused to take down that objectionable content, another investigation in the UK found paid-for hoaxes about high-profile public figures next to the users' news feeds, duping them to click to alleged scam websites.
[02:13:21.737 --> 02:13:28.739]  They say the revelation came days after a Times investigation exposed terrorist and child pornography content on Facebook.
[02:13:29.219 --> 02:13:39.441]  They say in the latest incidents, users have reported hoaxes concerning Lord Sugar, I don't know who Sugar is, Stephen Hawking and the Queen that take them to websites mimicking news sites such as The Sun.
[02:13:39.921 --> 02:13:45.482]  So again, you have more information about Facebook that people don't want to pay attention to.
[02:13:45.522 --> 02:13:47.542]  They only want to look at the Facebook killer.
[02:13:47.562 --> 02:13:49.163]  When we come back, we're going to talk about the election.
[02:13:49.503 --> 02:13:49.903]  Stay with us.
[02:13:50.283 --> 02:13:51.183]  We're on the march.
[02:13:51.663 --> 02:13:53.263]  The empire's on the run.
[02:13:54.203 --> 02:13:56.864]  Alex Jones and the GCN Radio Network.
[02:14:01.727 --> 02:14:03.088]  This is Alex Jones.
[02:14:03.308 --> 02:14:08.111]  I want to tell you about a way to save a lot of money on one of the best new off-the-grid products of 2017.
[02:14:08.231 --> 02:14:11.494]  And seriously, I really think everyone should have one of these.
[02:14:11.754 --> 02:14:17.137]  I'm talking about the PPX solar generator system from our friends at Solutions from Science, one of our oldest sponsors.
[02:14:17.578 --> 02:14:26.163]  The PPX is so small you can put it in your pocket, but so powerful you can run some 110 appliances at your house, like a small refrigerator, so you can keep food from spoiling.
[02:14:26.404 --> 02:14:31.507]  Plus, you can take it with you to jumpstart cars, trucks, buses, 18-wheelers, heavy equipment, even airplanes.
[02:14:31.767 --> 02:14:38.452]  The system provides an endless supply of off-the-grid electricity, allowing you to create your own private power grid literally anywhere in the world.
[02:14:38.732 --> 02:14:43.335]  Perfect for cabins, remote locations, anytime you need to get off the grid for a while.
[02:14:43.475 --> 02:14:46.638]  Go to privatepowergrid.com to watch this thing in action.
[02:14:46.778 --> 02:14:48.679]  That's privatepowergrid.com.
[02:14:48.859 --> 02:14:54.203]  Even better, use coupon code POWER at checkout and get a second PPX energy unit for free.
[02:14:54.463 --> 02:14:56.444]  Check it out at privatepowergrid.com.
[02:14:56.765 --> 02:14:58.466]  That's privatepowergrid.com.
[02:15:01.215 --> 02:15:05.418]  Men, give your body the support it needs with InfoWars Life Prostagard.
[02:15:05.939 --> 02:15:09.822]  It's time to start assisting the body in regulating proper prostate balance.
[02:15:10.382 --> 02:15:20.991]  InfoWars Life has set out to bring you formulations that are not only the highest quality out there, but formulas that you can use on a daily basis to give your body the natural herbs and extracts that our experts recommend.
[02:15:21.591 --> 02:15:29.355]  The Prostagard formula does just that, with its mixture of plant-based nutrients and antioxidants that help give your body total support.
[02:15:29.555 --> 02:15:38.580]  It's a hand-selected blend of saw palmetto, lycopene, plant sterols, zinc, vitamin D3, selenium, and copper.
[02:15:38.920 --> 02:15:49.185]  Prostagard is something that the men on the InfoWars crew take every day, and from our research, it's something that men should really be adding to their daily regimen in order to keep their body going at optimal levels.
[02:15:49.685 --> 02:15:52.808]  Now's the time to start naturally supporting your body.
[02:15:53.108 --> 02:15:57.332]  Get Prostagard on your side today, exclusively at Infowarslife.com.
[02:15:57.752 --> 02:15:58.873]  That's Infowarslife.com.
[02:16:00.623 --> 02:16:09.148]  On Sunday, Mike Cernovich and Alex Jones broke the news that Google contractors are being directed to rate InfoWars articles to push them even further down in search engine results.
[02:16:09.448 --> 02:16:12.090]  And liberals came out of the woodwork to say we were lying.
[02:16:12.410 --> 02:16:13.871]  Well now we have Business Insider.
[02:16:14.031 --> 02:16:20.375]  Google says rogue vendor violated guidelines by instructing contractors to rate InfoWars as untrustworthy site.
[02:16:20.575 --> 02:16:27.039]  Google said that the vendor had mistakenly told staffers working for the search engine that InfoWars should be ranked as a low-quality site.
[02:16:27.199 --> 02:16:28.620]  Oh yeah, we believe you Google.
[02:16:28.840 --> 02:16:29.441]  We believe you.
[02:16:29.641 --> 02:16:37.890]  Google reps are attempting to distance themselves from the contractor's instructions by saying it does not instruct quality rangers on how to grade specific websites.
[02:16:38.111 --> 02:16:40.754]  Let's read what the contractor said in their bonus example.
[02:16:40.974 --> 02:16:45.659]  While CNN isn't a perfect news outlet, it is a popular news source that covers stories with depth to compare.
[02:16:45.819 --> 02:16:49.604]  The InfoWars article is brief and only mentions statements from sources not typical.
[02:16:49.924 --> 02:16:56.514]  Of course, they're talking about the recent Syrian chemical attack that we're saying is a false flag and is now being proven in spades.
[02:16:56.775 --> 02:16:59.739]  Rob Due reporting for InfoWars.com and InfoWars Nightly News.
[02:17:18.661 --> 02:17:24.770]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[02:17:25.131 --> 02:17:26.653]  It's Alex Jones.
[02:17:28.415 --> 02:17:29.837]  Welcome back to the Alex Jones Show.
[02:17:29.897 --> 02:17:33.262]  I'm David Knight and today is a special election in Georgia.
[02:17:34.281 --> 02:17:40.984]  This is a replacement for Tom Price, who was brought into the Trump administration as the Director of Health and Human Services.
[02:17:41.004 --> 02:17:48.987]  And it's kind of interesting because this has been a race that has attracted a lot of outside money, even outside volunteers.
[02:17:49.647 --> 02:17:54.109]  As one of the Hollywood people coming in, Alyssa Milano, a Hollywood actress, came in.
[02:17:54.129 --> 02:17:57.310]  She said, it's the seat heard around the world.
[02:17:57.371 --> 02:17:58.271]  Everybody is watching.
[02:17:58.351 --> 02:18:02.473]  All the recent special elections have taken on a certain symbolism of resistance.
[02:18:02.533 --> 02:18:02.873]  This is
[02:18:03.593 --> 02:18:08.667]  An opportunity the left, the Democrats, think they have of pushing back against Trump.
[02:18:09.228 --> 02:18:10.251]  And so they're all in.
[02:18:11.069 --> 02:18:15.111]  They put in $8.3 million into this race in just three months.
[02:18:16.071 --> 02:18:23.315]  And $3 million has been put in to answer this by the GOP, mostly to point out how much outside money is coming in from the Democrats.
[02:18:24.195 --> 02:18:27.697]  So that's the tenor of most of the GOP money.
[02:18:27.997 --> 02:18:32.700]  And this is also interesting because there's so many different candidates in there.
[02:18:32.720 --> 02:18:33.940]  17, 18 different candidates.
[02:18:33.960 --> 02:18:37.102]  I think it's 11 Republicans, 6 Democrats in this one race.
[02:18:37.918 --> 02:18:37.978]  And
[02:18:55.211 --> 02:18:59.195]  To help knock on doors and call people up on the phone.
[02:18:59.215 --> 02:19:01.938]  A lot of volunteers from New York and other places.
[02:19:01.978 --> 02:19:03.820]  So it's outside money, outside volunteers.
[02:19:03.940 --> 02:19:08.704]  And you know, the most interesting thing that broke today is, maybe it's even an outside candidate.
[02:19:09.305 --> 02:19:11.867]  Now I'm not talking about somebody who's outside of the establishment.
[02:19:11.907 --> 02:19:14.230]  No, he's very firmly within the establishment.
[02:19:14.830 --> 02:19:17.313]  But he's actually outside the district.
[02:19:17.353 --> 02:19:19.475]  Here's this report from CNN earlier today.
[02:19:22.168 --> 02:19:25.970]  I urge folks to make their voices heard and consider sending some fresh leadership to Washington.
[02:19:26.330 --> 02:19:29.791]  Mr. Ossoff, is it true that you cannot vote for yourself?
[02:19:30.892 --> 02:19:31.972]  He can't vote for himself.
[02:19:32.452 --> 02:19:33.933]  Well, I grew up in this district.
[02:19:34.273 --> 02:19:35.413]  I grew up in this community.
[02:19:36.174 --> 02:19:37.834]  No one knew there was going to be an election coming.
[02:19:37.874 --> 02:19:42.877]  I've been living with Alicia, my girlfriend, at 12 years down by Emory University, where she's a full-time medical student.
[02:19:43.477 --> 02:19:48.359]  And as soon as she concludes her medical training, I'll be 10 minutes back up the street into the district where I grew up.
[02:19:48.739 --> 02:19:50.900]  But I want to support her in her career and do right by her.
[02:19:51.591 --> 02:19:53.012]  So, when are you going to marry her?
[02:19:56.293 --> 02:20:00.795]  Well, I don't want to give anything away, but I think I could reasonably say that's more of a personal question.
[02:20:01.035 --> 02:20:02.796]  I'll give you a call when I have something to announce.
[02:20:03.276 --> 02:20:03.917]  Please do.
[02:20:04.077 --> 02:20:06.658]  Perhaps say an election day proposal would be good.
[02:20:06.698 --> 02:20:09.059]  Don't make any campaign promises you're not intending on keeping.
[02:20:09.079 --> 02:20:15.602]  But I guess your point is that you don't live in the district in which you're running, so you will not be able to vote for yourself.
[02:20:17.950 --> 02:20:19.531]  Well, I grew up in this district.
[02:20:19.611 --> 02:20:20.651]  I grew up in this community.
[02:20:20.711 --> 02:20:21.291]  It's my home.
[02:20:21.811 --> 02:20:22.872]  My family is still there.
[02:20:22.912 --> 02:20:26.513]  I'm a mile and a half down the street to support Alicia while she finishes medical school.
[02:20:27.813 --> 02:20:29.434]  It's something I've been very transparent about.
[02:20:29.454 --> 02:20:31.474]  In fact, I'm proud to be supporting her career.
[02:20:31.994 --> 02:20:36.776]  And as soon as she finishes her medical training, I'll be 10 minutes back up the road into the district where I grew up.
[02:20:37.216 --> 02:20:40.637]  Alright, John Ossoff, we will be watching very closely what happens to you professionally.
