[00:00:05.799 --> 00:00:06.539]  What's his name?
[02:12:17.096 --> 02:12:17.996]  The media's sitting on it.
[02:12:18.096 --> 02:12:18.736]  He reports on it.
[02:12:18.756 --> 02:12:20.377]  An hour later, Bloomberg reports it yesterday.
[02:12:20.957 --> 02:12:22.377]  And they try at first to say it's fake news.
[02:12:22.397 --> 02:12:23.137]  Now they've backed off.
[02:12:23.197 --> 02:12:23.497]  It's real.
[02:12:23.857 --> 02:12:25.638]  This is their whole narrative falling apart.
[02:12:25.678 --> 02:12:27.338]  But again, they think we're idiots.
[02:12:28.418 --> 02:12:29.659]  They think we're morons.
[02:12:30.399 --> 02:12:31.239]  They were all over the news.
[02:12:31.259 --> 02:12:33.259]  We can put it behind us, saying wiretapping.
[02:12:35.020 --> 02:12:38.000]  And Obama administration rushed to preserve intelligence of Russian hacking.
[02:12:38.260 --> 02:12:39.581]  And then we have the other lady.
[02:12:39.601 --> 02:12:40.841]  We're going to play the clip of her coming up.
[02:12:44.229 --> 02:12:55.416]  Yeah, Evelyn Farkas, the head of the Russia program at the Pentagon, saying that they were spying and did this, and that specifically it was the State Department.
[02:12:55.456 --> 02:13:00.159]  So, they live in another world where they really think you've all got goldfish memories.
[02:13:02.021 --> 02:13:02.601]  Seven seconds.
[02:13:03.201 --> 02:13:10.226]  So in the same interviews they say, we were spying on Trump, I know he's a Russian agent, but it's insane he says we're spying on him, it's totally crazy, isn't he a nut?
[02:13:11.287 --> 02:13:12.928]  And then now, as she gets caught,
[02:13:14.201 --> 02:13:27.925]  Evelyn Farkas came out two days ago, remember Sunday, and she said the Russians have put out the lie that she said in March on CNN and MSNBC that they were spying and had the proof.
[02:13:27.965 --> 02:13:29.346]  So, she says it!
[02:13:30.228 --> 02:13:31.268]  And it's the Russians' fault.
[02:13:31.569 --> 02:13:37.071]  I mean, if she eats 20 cheeseburgers a day and giant tubs of ice cream and weighs 800 pounds, is that the Russians' fault?
[02:13:37.331 --> 02:13:39.291]  If I don't wipe my ass, is that the Russians' fault?
[02:13:39.531 --> 02:13:43.213]  I mean, I'm sorry to use these terms, but if I don't brush my teeth, is it the Russians' fault?
[02:13:43.613 --> 02:13:48.575]  If I don't, you know, kiss my kids when they go to school in the morning, or don't cook them breakfast, is that the Russians' fault?
[02:13:48.975 --> 02:13:54.217]  If I slip on a banana peel, is that the Russians' fault?
[02:13:56.498 --> 02:13:57.138]  And then we learn
[02:13:58.766 --> 02:14:01.969]  That Trump's own executive branch won't even give him the intel he was being spied on.
[02:14:01.989 --> 02:14:04.151]  He has to go to Nunes.
[02:14:06.400 --> 02:14:07.460]  In the House Intelligence Committee.
[02:14:07.720 --> 02:14:09.621]  And then they say, oh, Nunes can't be trusted.
[02:14:09.661 --> 02:14:10.341]  He's one of those, too.
[02:14:10.661 --> 02:14:15.943]  So, joining us is investigative journalist, lawyer, constitutional lawyer, Ann Moore.
[02:14:16.543 --> 02:14:17.984]  And, of course, that's Mike Cernovich.
[02:14:18.004 --> 02:14:21.385]  He was just on with us last week with the big fake news guy.
[02:14:21.405 --> 02:14:22.465]  He said Hillary was sick.
[02:14:22.805 --> 02:14:23.906]  Yeah, the Secret Service told us.
[02:14:24.006 --> 02:14:26.086]  And we have her having seizures and in medical tents.
[02:14:26.426 --> 02:14:27.347]  And she looks like hell.
[02:14:27.647 --> 02:14:30.788]  But the point is, they're telling us Kim Jong-il was in great health until he died.
[02:14:31.128 --> 02:14:32.708]  Danger in Play is his website.
[02:14:33.589 --> 02:14:33.889]  Wow.
[02:14:35.149 --> 02:14:38.954]  Isn't it crazy, like we broke NSA documents two weeks ago that Trump wasn't being spied on.
[02:14:39.234 --> 02:14:41.697]  His phone numbers, family numbers, real stuff.
[02:14:42.959 --> 02:14:44.400]  And the total blackout.
[02:14:44.721 --> 02:14:49.086]  With you they can't ignore it, but they black out that Mr. Fake News was who broke it.
[02:14:49.186 --> 02:14:51.189]  The truth is you're not fake news, they're fake news.
[02:14:51.369 --> 02:14:52.891]  That's why they brand us with what they are.
[02:14:55.711 --> 02:14:59.873]  Yeah, Alex, I actually have an even bigger story I wanted to break.
[02:14:59.933 --> 02:15:01.653]  I've been waiting to break on your show.
[02:15:02.133 --> 02:15:13.158]  We found out now how Deep State is sabotaging Trump to the pedophile networks and how now they're controlling who's being hired in the administration by administering...
[02:15:17.520 --> 02:15:18.481]  You know, this is too important.
[02:15:18.501 --> 02:15:20.703]  He can stay on Skype video, but I want to go to phone.
[02:15:21.044 --> 02:15:27.250]  I almost want to just get rid of Skype, because once Skype starts up, we'll just, like, get drug into a bad relationship.
[02:15:27.290 --> 02:15:29.793]  We just stay on it for hours, and we'll just stay with it.
[02:15:30.113 --> 02:15:30.674]  Mike, stay there.
[02:15:30.694 --> 02:15:31.615]  We're going to call you on the cell.
[02:15:31.635 --> 02:15:36.420]  We'll put your image up there, but we're going to go, because this is too important, and we're having Skype problems.
[02:15:37.805 --> 02:15:44.309]  This is breaking news and information here, and I'm trying not to skip breaks, but I tell you, there's just so much to cover here.
[02:15:44.769 --> 02:15:46.370]  We've got other guests coming up as well.
[02:15:46.810 --> 02:15:53.654]  I know we will have to push her back a little bit so that Mike Cernovich can have the floor and be able to cover all this.
[02:15:54.715 --> 02:16:01.438]  But as soon as we get through our phone system and all that archaic Byzantine fandangling, we will be able to get that information again.
[02:16:01.458 --> 02:16:02.079]  I'm Alex Jones.
[02:16:02.399 --> 02:16:03.359]  This is Info Wars.
[02:16:03.720 --> 02:16:04.280]  Are we ready, guys?
[02:16:07.495 --> 02:16:10.996]  Okay, anyways, major breaking news and information here.
[02:16:11.156 --> 02:16:19.018]  Infowars.com forward slash show is the main show link with the free podcast, the iPhone, Android apps, and so much more.
[02:16:19.498 --> 02:16:24.499]  And it's really up to all of you out there to keep spreading those links, the video feeds, and so much more.
[02:16:24.539 --> 02:16:26.540]  Because without you, we will be shut down.
[02:16:26.560 --> 02:16:36.122]  Without your prayers, without you spreading the word, without your financial support, we just absolutely will not be able to continue on here, ladies and gentlemen.
[02:16:36.702 --> 02:16:44.004]  And soon I'm going to produce my whole show out of studio because one of the issues is taking a phone call here is like an act of Congress.
[02:16:45.005 --> 02:16:46.865]  But we're going to do that here in just a moment.
[02:16:47.766 --> 02:16:49.406]  Maybe we should play a Susan Rice clip here.
[02:16:49.826 --> 02:16:51.867]  Let's just do that while we do our normal thing.
[02:16:52.447 --> 02:16:54.568]  Here's Susan Rice trying to deny all this garbage.
[02:16:55.128 --> 02:16:55.408]  Here it is.
[02:16:57.668 --> 02:16:58.768]  I know nothing about this.
[02:16:59.048 --> 02:17:04.870]  I was surprised to see reports from Chairman Yunus on that count today.
[02:17:04.890 --> 02:17:08.271]  I mean, let's back up and recall where we have been.
[02:17:08.291 --> 02:17:15.953]  The President of the United States accused his predecessor, President Obama, of wiretapping Trump Tower during the campaign.
[02:17:16.893 --> 02:17:28.478]  Nothing of the sort occurred, and we've heard that confirmed by the director of the FBI, who also pointed out that no president, no White House, can order the surveillance of another American citizen.
[02:17:28.518 --> 02:17:32.519]  That can only come from the Justice Department, with the approval of a FISA court.
[02:17:33.220 --> 02:17:38.582]  So today, I really don't know to what Chairman Nunes was referring.
[02:17:39.485 --> 02:17:40.567]  Yeah, we don't do anything illegal.
[02:17:40.667 --> 02:17:44.572]  Okay, Mike Cernovich, the man they said was fake news, because he's been so accurate.
[02:17:44.793 --> 02:17:45.694]  We've got you on the phone now.
[02:17:45.734 --> 02:17:47.817]  Go ahead and tell us about this big breaking news.
[02:17:48.678 --> 02:17:54.467]  Oh my God, so I've actually, I've been waiting to break this story out, but I couldn't break the story until...
[02:17:55.490 --> 02:18:07.682]  I had a big scoop like Susan Rice, but the whole reason I broke the Susan Rice story is because I wanted to break the story and I wanted to break the story on your show because we have the whole enchilada, the pedophile networks of the deep state.
[02:18:08.023 --> 02:18:10.105]  So I'm going to break it down for you real quick.
[02:18:10.689 --> 02:18:18.093]  The reason Trump can't get his people hired is because the security clearances are being jammed up and not going through.
[02:18:18.113 --> 02:18:25.377]  The reason they're not going through is that the people who administer the polygraph in Deep State are actually part of the pedophile ring.
[02:18:26.198 --> 02:18:31.182]  And they only want pedophiles in Deep State because they're compromised and they can be blackmailed.
[02:18:31.543 --> 02:18:35.806]  So everything that we thought that Trump was making a mistake, he actually wasn't.
[02:18:36.167 --> 02:18:40.390]  The people who administer the polygraphs in Deep State are all part of the pedophile network.
[02:18:40.891 --> 02:18:43.093]  They only want to hire people
[02:18:43.889 --> 02:18:46.651]  Oh, I've had CIA people say they can't come on anymore.
[02:18:46.671 --> 02:18:48.052]  Their whole lives have been ruined.
[02:18:48.072 --> 02:18:50.194]  I mean, they're coming after everybody.
[02:18:50.234 --> 02:18:52.796]  This pedophile thing is what they're afraid of.
[02:19:06.684 --> 02:19:08.205]  Yeah, so this is the real thing.
[02:19:08.645 --> 02:19:11.847]  We now know that that is how Deep State has sabotaged Trump.
[02:19:11.887 --> 02:19:21.533]  Now, I talked to the person who had investigated, and I worked at my detailed source network, and he had told me that where this happens initially is in swingers clubs.
[02:19:22.134 --> 02:19:30.579]  And these swinger clubs are outside of Washington, D.C., and what happens is they find people who are into wife swapping and other kinds of activities.
[02:19:31.420 --> 02:19:39.062]  And then they drug them, roofie them essentially, and then children are brought in and they post their pictures with children, naked children.
[02:19:39.122 --> 02:19:45.043]  Oh, I was told that by sources that they'll have a woman trick you with first somebody that's like 16 when you're drugged.
[02:19:45.403 --> 02:19:46.343]  Wow, this is amazing.
[02:19:46.583 --> 02:19:47.923]  My other sources are telling me this too.
[02:19:48.163 --> 02:19:49.224]  Mike Cernovich, you're awesome.
[02:19:49.244 --> 02:19:50.164]  Sorry I got frustrated earlier.
[02:19:50.464 --> 02:19:51.824]  Skype drives me crazy sometimes.
[02:19:51.864 --> 02:19:52.884]  Great crew, great people.
[02:19:53.185 --> 02:19:53.825]  We're going to come back.
[02:19:53.845 --> 02:19:55.265]  I just want to get all this intel out.
[02:19:55.765 --> 02:19:59.846]  And we got the guy that broke the Susan Rice information on with us right now.
[02:20:00.686 --> 02:20:02.348]  The gold standard in real news.
[02:20:02.408 --> 02:20:03.068]  Mike Cernovich.
[02:20:03.289 --> 02:20:09.814]  Now you know that wireless technology like cell phones do in fact pose dangers to the health and privacy of everyone.
[02:20:10.015 --> 02:20:14.819]  Block It Pockets wide range of products are unmatched in providing the protection you deserve.
[02:20:14.999 --> 02:20:17.101]  No scare tactics, just common sense.
[02:20:17.261 --> 02:20:23.711]  BlockItPocket.com offers quality American-made options to alleviate and eliminate these invisible dangers.
[02:20:23.871 --> 02:20:26.275]  Learn more at BlockItPocket.com or call 888-315-9618.
[02:20:26.295 --> 02:20:27.717]  BlockItPocket.com, enhancing health and privacy.
[02:20:32.725 --> 02:20:33.966]  It's called the Deep State.
[02:20:34.046 --> 02:20:38.669]  Barack Obama's most loyal aides still hold office and they want to stop President Trump.
[02:20:38.829 --> 02:20:42.792]  Deep State was first revealed in the runaway New York Times bestseller Big Agenda.
[02:20:42.892 --> 02:20:48.315]  David Horowitz's Big Agenda exposes Obama's government in exile and his shocking plan.
[02:20:48.516 --> 02:20:55.500]  Newsmax, Lou Dobbs, Ann Coulter all say you must read Big Agenda at bookstores everywhere or check out our free offer.
[02:20:55.580 --> 02:21:00.003]  Call 800-NEWSMAX 800-NEWSMAX or go to bigagenda411.com.
[02:21:00.043 --> 02:21:01.104]  That's bigagenda411.com.
[02:21:02.705 --> 02:21:06.668]  We use cell phones against our heads every day, but now a landmark U.S.
[02:21:06.688 --> 02:21:12.131]  government study confirms increased health risks from exposure to EMF radiation emitted from these devices.
[02:21:12.311 --> 02:21:14.173]  The time to protect yourself is now.
[02:21:14.353 --> 02:21:16.054]  The solution is DefenderShield.
[02:21:16.194 --> 02:21:23.198]  Proudly made in the USA, DefenderShield blocks virtually 100% of EMF radiation emitted from cell phones, tablets, and laptops.
[02:21:23.319 --> 02:21:25.040]  Buy now at DefenderShield.com.
[02:21:25.240 --> 02:21:27.361]  Use discount code DEFENDER for 10% off.
[02:21:27.461 --> 02:21:28.702]  DefenderShield.com.
[02:21:28.822 --> 02:21:31.384]  The worldwide leader in EMF radiation protection.
[02:21:32.313 --> 02:21:38.838]  Water is the single most important thing your body needs, so you want to be sure it's the best for you and your family.
[02:21:39.078 --> 02:21:43.201]  Since 2005, thousands have depended on Berkey Purified Water.
[02:21:43.341 --> 02:21:47.764]  The Berkey guy provides the lowest price filtration systems in every size.
[02:21:47.964 --> 02:21:53.528]  For incredibly delicious water now and in an emergency, get to GoBerkey.com or call 877-886-3653.
