[00:00:12.250 --> 00:00:13.451]  Wow, Friday.
[02:38:52.972 --> 02:38:54.893]  Look, China has to defend a lot of their crap.
[02:38:55.173 --> 02:38:57.834]  They don't want an American ally on their border.
[02:38:58.134 --> 02:39:04.757]  They don't want 24 million North Korean refugees who don't speak Chinese crossing the Tumen River and setting up camp in Manchuria.
[02:39:05.137 --> 02:39:08.318]  At the same time, China is trying to pass itself
[02:39:08.678 --> 02:39:11.700]  They're now saying that Mr. Warmbier was never tortured in custody.
[02:39:36.209 --> 02:39:38.350]  I think that's plausible and here's why.
[02:39:38.370 --> 02:39:40.631]  I was in the same hotel as him.
[02:39:40.811 --> 02:39:41.911]  I stayed on the same floor.
[02:39:42.591 --> 02:39:43.672]  He was not a prisoner.
[02:39:43.752 --> 02:39:44.572]  He was a hostage.
[02:39:44.912 --> 02:39:53.195]  They've taken many Americans with some kind of pretense and held them as hostages and everyone who got out says they were treated well by North Korean standards.
[02:39:53.675 --> 02:39:55.857]  Treated well by North Korean standards is still terribly.
[02:39:56.118 --> 02:39:58.400]  The doctors didn't find any signs of trauma in his body.
[02:39:58.460 --> 02:40:01.503]  If I had to guess, I would guess he was driven into self-harm.
[02:40:02.024 --> 02:40:08.310]  The point is, when you have a hostage, like any criminal, you want to make sure you can give that hostage back in exchange for your ransom.
[02:40:08.851 --> 02:40:15.798]  So the fact is, things obviously took a turn for the worse with him, and they're like, we gotta get this body out of North Korea before we have a body in our hands.
[02:40:16.198 --> 02:40:17.960]  And that's exactly what happened, right?
[02:40:17.980 --> 02:40:20.544]  A week after he got back here, he was in a coffin.
[02:40:20.964 --> 02:40:24.149]  So that just tells you that they are not crazy, they are evil.
[02:40:24.469 --> 02:40:27.954]  They know what they're doing, and that makes them even more reprehensible.
[02:40:29.369 --> 02:40:30.330]  Again, I'm just sitting back.
[02:40:30.370 --> 02:40:31.691]  If I start talking, I won't stop.
[02:40:31.711 --> 02:40:32.611]  This is all riveting.
[02:40:32.992 --> 02:40:46.001]  Just to get into the psychology of this place, and the fact that they've got more land mass than the South, but the South is probably the most productive country in the world, has an incredibly high standard of living, and then just north, everything looks wasted.
[02:40:46.021 --> 02:40:48.203]  I'm told there are hardly any bugs or birds.
[02:40:48.243 --> 02:40:49.124]  They've eaten everything.
[02:40:49.584 --> 02:40:52.186]  Why doesn't communism produce this wondrous heaven?
[02:40:52.446 --> 02:40:54.868]  Look at Venezuela's collapsing into road warrior right now.
[02:40:56.369 --> 02:40:59.951]  During the 90s, when things really went bad for them, they even had polio return.
[02:41:00.371 --> 02:41:05.593]  The average height of a North Korean is four inches shorter than the genetically identical South Koreans.
[02:41:05.834 --> 02:41:09.675]  South Korea has the highest per capita at one point of all of Eastern Asia.
[02:41:10.036 --> 02:41:12.697]  North Korea has African-level GDP.
[02:41:12.757 --> 02:41:20.540]  So it takes a lot of work for this evil family to take these proud people and destroy the entire country.
[02:41:20.640 --> 02:41:23.762]  And this did not happen overnight, and it's not going to end overnight either.
[02:41:23.962 --> 02:41:29.786]  So this is like a vampire kingdom of a bunch of fat vampires running around torturing, raping, and murdering.
[02:41:29.806 --> 02:41:32.048]  I mean, it's just incredible.
[02:41:32.769 --> 02:41:41.675]  And then when you see things like Al Jazeera running articles about how cute the traffic girls are in the capital city of Pyongyang, it's like, can you be any more delusional?
[02:41:41.915 --> 02:41:45.078]  Can you have any less... Why is there leftist defense of North Korea?
[02:41:45.338 --> 02:41:49.261]  I even see New York Times articles that kind of cutesy and say nice things about it.
[02:41:50.329 --> 02:41:54.111]  I can't even, Alex, God help me, I can't even begin to wrap my head around it.
[02:41:54.191 --> 02:42:04.975]  You know, again, being born in the Soviet Union, the idea that anyone can find anything kind of admirable about this country and what they're doing to the children, not having children have food.
[02:42:05.535 --> 02:42:07.776]  You can't even begin to wrap your head around that psychology.
[02:42:08.036 --> 02:42:11.478]  All you have to do is just get the behind me statement is my approach to that.
[02:42:11.498 --> 02:42:14.219]  And let's talk about how he likes to kill even members of his own family.
[02:42:15.552 --> 02:42:25.496]  Right, so when Kim Jong-un took over for his father in 2011, Kim Jong-il's sister, Kim Hyang-hui, was behind the scenes guiding things.
[02:42:25.917 --> 02:42:33.520]  Kim Hyang-hui is so wicked, she drove her own daughter to suicide because her daughter married someone of a lower social class, right?
[02:42:34.020 --> 02:42:37.962]  So, when he took over, that was her husband that was killed.
[02:42:37.982 --> 02:42:42.184]  He was not killed by dogs, that's a myth, but look at how the corporate media gets it wrong.
[02:42:42.784 --> 02:42:47.887]  You know, you heard all those stories that he got his uncle eaten by dogs, and it's like, look how crazy North Korea is, look how crazy North Korea is.
[02:42:48.347 --> 02:42:55.430]  It's not that someone was eaten by dogs, it's that someone who was, like, third in line in the government was executed overnight without cause.
[02:42:55.690 --> 02:42:56.911]  Can you imagine if, you know,
[02:42:57.631 --> 02:43:01.734]  President Trump had the Secretary of State executed out of nowhere.
[02:43:02.034 --> 02:43:03.135]  It would be psychotic.
[02:43:03.195 --> 02:43:04.156]  It would not make any sense.
[02:43:04.376 --> 02:43:06.918]  Yet that is the norm in this most evil of countries.
[02:43:09.520 --> 02:43:13.543]  Well, if people want to go down this rabbit hole, they can just search engine North Korean labor camps.
[02:43:14.164 --> 02:43:16.105]  But the sickest part is juxtaposing it.
[02:43:16.646 --> 02:43:20.308]  Kim Jong-un's women and all these women dressed in white all around him.
[02:43:20.949 --> 02:43:23.131]  And they're all manicured and dressed in Western style.
[02:43:23.151 --> 02:43:24.432]  They've all got Western apparel.
[02:43:24.992 --> 02:43:31.098]  And then you see, you know, people being, babies being eaten by rats or them telling families in forced labor, go ahead and eat your child.
[02:43:31.418 --> 02:43:32.700]  And then they do eat their child.
[02:43:33.300 --> 02:43:35.482]  And then you look at the eyes of the guards.
[02:43:35.582 --> 02:43:37.384]  It's like they're demon possessed.
[02:43:37.704 --> 02:43:39.086]  It's like they're jack-o'-lanterns.
[02:43:39.386 --> 02:43:42.829]  They are, it's like some evil spirit is feeding in North Korea.
[02:43:43.450 --> 02:43:48.552]  They are explicitly told, the guards are, enemies of the leader are not human beings.
[02:43:48.653 --> 02:43:52.915]  And there's one story in these labor camps when a woman was raped by the guards.
[02:43:53.255 --> 02:43:55.836]  Well, you're not allowed to have sex with the guards, so she was punished.
[02:43:56.216 --> 02:44:04.280]  They ran her over with a truck, amputated her legs, and then she had to push herself around on a tire to still fulfill her work quota.
[02:44:04.600 --> 02:44:06.322]  That is how reprehensible it is in the camps.
[02:44:06.402 --> 02:44:08.185]  Also, they have family punishment.
[02:44:08.485 --> 02:44:14.492]  So when your family goes to the camps, and let's suppose you kill yourself, your family has to fulfill your quota.
[02:44:14.833 --> 02:44:18.818]  So even death is not escape from the leadership of this horrific regime.
[02:44:20.458 --> 02:44:30.432]  And for those who don't know, they have restaurants in Denver and New York and London celebrating North Korea, celebrating China, and it's a form of sick cuckolding.
[02:44:30.472 --> 02:44:36.301]  It's like people in the lap of luxury, the lap of freedom, are almost like begging to open the gate of hell.
[02:44:37.814 --> 02:44:45.416]  Yeah, I mean, when you go there and you see these people, and what I did, being an obnoxious New Yorker, I would wave at everyone, get right in their face.
[02:44:45.736 --> 02:44:48.357]  Because when you do that to someone, the reaction is going to be sincere.
[02:44:48.377 --> 02:44:49.297]  They're going to be taken aback.
[02:44:49.738 --> 02:44:52.378]  And you'd see grandmas with their grandkids doting over them.
[02:44:52.658 --> 02:44:54.759]  Teenage girls would giggle and cover their mouths.
[02:44:55.059 --> 02:44:59.720]  You know, the teenage guys who thought they were too tough for school with their track suits would just stare at you and glare down.
[02:45:00.021 --> 02:45:01.601]  But their reactions were so normal.
[02:45:01.701 --> 02:45:04.902]  And you realize, communism can't turn people into robots.
[02:45:05.262 --> 02:45:06.223]  If they could, it would work.
[02:45:06.804 --> 02:45:13.831]  But so what you have is 24 million prisoners who are desperately trying to live normal lives in the most abnormal country on earth.
[02:45:13.872 --> 02:45:23.162]  And that's why I'm so honored that I get to talk about this to give people understanding and why I wrote my book so people can get this is not something to take lightly.
[02:45:23.883 --> 02:45:25.845]  This is what happens once you go into collectivism.
[02:45:25.885 --> 02:45:27.046]  Just evil rises.
[02:45:27.066 --> 02:45:28.388]  It's not about ingenuity.
[02:45:28.408 --> 02:45:29.188]  It's not about work.
[02:45:29.469 --> 02:45:30.790]  It's all just about barbarism.
[02:45:31.171 --> 02:45:33.333]  Michael Malish, you know, you've written a lot of best-selling books.
[02:45:33.373 --> 02:45:34.534]  They know how to Google your name.
[02:45:35.616 --> 02:45:38.559]  I mean, you can see satellite photos of only what two towns have power.
[02:45:40.081 --> 02:45:44.505]  And you see the South, it's all lit up like a Christmas tree, just to show the deindustrialization.
[02:45:44.545 --> 02:45:51.592]  But you've got gigantic huevos to go into a place where they routinely, as you know, kidnap and kill people.
[02:45:52.934 --> 02:45:53.654]  Why did you do this?
[02:45:54.867 --> 02:45:55.647]  Because I had to.
[02:45:55.667 --> 02:45:57.328]  Because someone had to do something about this.
[02:45:57.528 --> 02:46:03.490]  Because as a Jew, as a Russian, those were two chances for my family to have been taken to a camp in the middle of the night.
[02:46:03.770 --> 02:46:06.371]  And the biggest place where that's still the case on Earth is North Korea.
[02:46:06.431 --> 02:46:09.232]  And I said, by golly, I'm going to do something about this.
[02:46:09.932 --> 02:46:13.194]  Because after a while, as a writer, you want to give back and kind of make a difference.
[02:46:13.234 --> 02:46:18.756]  And if I'm moving the needle a little bit over there, that is a huge opportunity for positive change on this Earth.
[02:46:20.396 --> 02:46:22.177]  I'm just so ashamed of humanity
[02:46:23.453 --> 02:46:24.674]  I feel guilty for North Korea.
[02:46:24.694 --> 02:46:25.694]  I think that's what you just said.
[02:46:25.714 --> 02:46:28.096]  We're not like liberals here, like trying to find guilt.
[02:46:28.196 --> 02:46:33.739]  I just can't help but feel guilty when I've got this great life in this great country to see people living like this.
[02:46:33.779 --> 02:46:35.901]  And then I see people making jokes about it.
[02:46:35.941 --> 02:46:37.082]  I want to smack them in the face.
[02:46:37.622 --> 02:46:37.802]  Right.
[02:46:38.062 --> 02:46:42.685]  And what you also see a lot of times is these kind of some of these neocons who don't understand.
[02:46:42.705 --> 02:46:43.866]  They'd be like, they're threatening us.
[02:46:44.126 --> 02:46:45.567]  We should just bomb them to oblivion.
[02:46:45.587 --> 02:46:45.827]  I'm like,
[02:46:46.047 --> 02:46:47.028]  Yeah, real tough guy.
[02:46:47.048 --> 02:46:48.889]  You're bombing 24 million slaves.
[02:46:49.249 --> 02:46:50.290]  That's the real moral of it.
[02:46:50.310 --> 02:46:51.751]  They have no internet, no TV.
[02:46:51.771 --> 02:46:52.972]  They believe the propaganda.
[02:46:53.032 --> 02:46:54.834]  The children are taken at birth in the lower caste.
[02:46:55.134 --> 02:46:56.014]  They don't know where they are.
[02:46:56.034 --> 02:47:00.638]  And they believe since the last war when over a million of them died in the North alone, that they're waiting for this.
