[00:00:08.900 --> 00:00:10.584]  Thursday, 27th.
[02:13:09.022 --> 02:13:11.944]  On all these issues, climate issues, carbon issues, that sort of thing.
[02:13:11.964 --> 02:13:14.826]  And a lot of people would say, oh, but he worked for an oil company.
[02:13:14.886 --> 02:13:17.027]  He's not going to want to restrict oil.
[02:13:17.087 --> 02:13:18.628]  And it's like, no, no, no, you don't understand.
[02:13:18.989 --> 02:13:24.492]  I mean, De Beers wants a monopoly on diamonds, and they don't necessarily want to pump out lots of diamonds.
[02:13:24.512 --> 02:13:28.374]  They want to pump out a few diamonds and have them be very, very expensive.
[02:13:28.414 --> 02:13:30.376]  That's where these oil companies are coming from.
[02:13:30.396 --> 02:13:37.200]  The oil companies are on the side of the UN and these climate change crony capitalists.
[02:13:38.024 --> 02:13:44.206]  Yeah, we actually saw recently that Shell was paying its top executives bonuses for their sustainability lifestyle.
[02:13:44.286 --> 02:13:47.327]  So, this is pervasive throughout the corporations.
[02:13:47.367 --> 02:13:51.109]  What I would call the multi-lateral, or not what I would call, the multinational corporations.
[02:13:51.589 --> 02:13:54.390]  And, you know, we're seeing that across America, the corporatization of America.
[02:13:54.410 --> 02:13:57.611]  They're repping, they're spinning up all these industries.
[02:13:58.131 --> 02:14:01.212]  And these large international corporations have big stakes in this.
[02:14:01.232 --> 02:14:02.933]  They're overseas already in all of this.
[02:14:02.973 --> 02:14:03.873]  They're doing all this.
[02:14:03.893 --> 02:14:05.354]  There's portfolios within these
[02:14:06.154 --> 02:14:06.795]  Absolutely.
[02:14:06.815 --> 02:14:09.777]  And let's talk about the renewable energy mandates as well, because when we look at
[02:14:26.491 --> 02:14:29.992]  Talk about some of the positive moves that have happened at the EPA under Scott Pruitt.
[02:14:30.332 --> 02:14:38.236]  But then also we understand that there are a lot of states, what is it, about half of the states that have renewable energy mandates that are going to come in.
[02:14:38.276 --> 02:14:46.239]  So as we see some of these regulations to put coal out of business, we also understand that there's all these renewable energy mandates that are out there as well.
[02:14:46.693 --> 02:14:55.847]  Yeah, I think that, not surprisingly, the tip of the spear in this is California, which thinks somehow it's going to go 100% renewable by 2050, which is not that far down the road.
[02:14:56.829 --> 02:14:58.532]  I don't know how you're going to run L.A.
[02:14:58.552 --> 02:15:01.336]  and San Francisco on wind and solar, but somehow they do.
[02:15:02.197 --> 02:15:02.458]  Yeah.
[02:15:18.620 --> 02:15:27.524]  On this very issue under the dormant commerce clause in terms of international interstate commerce, saying that you can't have one set of rules for an interstate grid.
[02:15:27.544 --> 02:15:29.965]  You can't have one rule of one state and one and not another.
[02:15:30.566 --> 02:15:34.748]  We lost that state in that circuit, but the similar suit was filed.
[02:15:34.788 --> 02:15:39.970]  I believe it was in Minnesota, a different district, federal district, and that went the right way.
[02:15:40.030 --> 02:15:42.711]  And so we actually thought the Supreme Court was going to take that up, but they never did.
[02:15:43.932 --> 02:15:46.313]  But those are lying in wait.
[02:15:46.373 --> 02:15:46.753]  I mean, I think
[02:15:47.416 --> 02:15:48.727]  Yeah, and I don't want to be
[02:15:49.528 --> 02:15:52.689]  You know, thinking that this would have been better, certainly if the election was the other way.
[02:15:53.609 --> 02:15:54.169]  Don't get me wrong.
[02:15:54.189 --> 02:15:59.391]  That's what I wake up every day and thank the good Lord that, you know, we have a fighting chance because of Trump.
[02:15:59.831 --> 02:16:05.693]  But I don't also think for a minute that every one of these battles is anywhere near being over.
[02:16:06.393 --> 02:16:16.676]  And we're seeing it even with a Republican House, Republican Senate and Republican administration, where we can't get even the basic things like a campaign promise to get out of a treaty in Paris.
[02:16:16.736 --> 02:16:19.197]  I mean, the things that should be slam dunks are not.
[02:16:20.007 --> 02:16:20.748]  And that's key, too.
[02:16:20.828 --> 02:16:30.595]  Let's go back to that, because Chris Horner, who is a senior legal fellow at the Energy and Environment Legal Institute, where you are, he said this about the Paris Agreement as to why it matters.
[02:16:30.635 --> 02:16:41.123]  He said, the Paris Agreement pressure machine will trigger blowback every time the President or Congress or future administrations deviate from Obama's emission reduction promises.
[02:16:41.463 --> 02:16:41.703]  All right.
[02:17:02.998 --> 02:17:07.460]  Have a regulatory regime right now that's going to come in and say, we're going to get rid of these regulations.
[02:17:07.540 --> 02:17:14.023]  If you leave the foundation there, then they're going to continue to go back to that and the courts will go back to it as well, as long as that is there.
[02:17:14.183 --> 02:17:14.543]  It won't be.
[02:17:15.313 --> 02:17:15.693]  Exactly.
[02:17:15.893 --> 02:17:17.754]  And I think I was going to mention the endangered and finding.
[02:17:17.774 --> 02:17:19.074]  I mean, you're right on the money there, too.
[02:17:19.114 --> 02:17:28.038]  That's the one that that's the underlying issue that EPA came up with or manufactured that allows all of them to regulate greenhouse gas and everything else in the clean power plant.
[02:17:28.398 --> 02:17:30.158]  Yeah, it's a little like a zombie or Frankenstein.
[02:17:30.178 --> 02:17:34.240]  I mean, you can these things will be asleep maybe for four years or eight years, whatever it's going to be.
[02:17:34.280 --> 02:17:35.800]  But you can certainly start them up again.
[02:17:35.820 --> 02:17:41.362]  And if you don't do anything at all, which is some of the some people are advocating, then you're right.
[02:17:41.402 --> 02:17:42.283]  That's going to be precedent.
[02:17:42.323 --> 02:17:42.863]  That's there.
[02:17:43.483 --> 02:17:54.607]  Just because he signed an executive order saying that, you know, the Clean Power Plan should be remanded back to the EPA, the EPA, because it's on the books now, has to come up with something.
[02:17:54.627 --> 02:17:55.607]  They have to do something.
[02:17:56.467 --> 02:18:07.671]  And the other problem you have is Trump's having a very difficult time getting all his lower-level people in underneath, and you essentially have career bureaucrats that you know are not on the same page.
[02:18:07.691 --> 02:18:08.792]  Oh, absolutely, yeah.
[02:18:10.032 --> 02:18:13.054]  You know, it's interesting, we're talking about these renewable mandates at the state level.
[02:18:13.074 --> 02:18:19.879]  One of the reasons why a lot of people say, but I like solar energy, and I like solar energy on an individual basis as well, if you're not on the grid.
[02:18:19.899 --> 02:18:27.544]  But if you put out a massive power station that is on the grid, you have to be able to deliver rock-solid, steady-state power.
[02:18:28.044 --> 02:18:33.392]  And these renewable sources can't do that without massive, massive storage of energy.
[02:18:33.432 --> 02:18:38.981]  You can store the energy to take out of those ups and downs on an individual basis.
[02:18:39.021 --> 02:18:41.504]  You can spend a lot of money on batteries and it's very expensive to do that.
[02:18:41.805 --> 02:18:43.648]  You can't do that on the grid level.
[02:18:43.968 --> 02:18:56.817]  So what they wind up doing is going back to these other forms of energy, whether it's coal or oil, they fall back on these plants and then they're recycling these plants up and down and utilizing them in a much less efficient way.
[02:18:56.857 --> 02:19:05.343]  They use more fuel, they create more emissions, because just like your car, if you're stopping and starting at traffic lights, you're going to be using a lot more fuel.
[02:19:05.624 --> 02:19:07.485]  So it's a lot less efficient to do that.
[02:19:08.025 --> 02:19:10.646]  I think that's something that a lot of people really don't understand.
[02:19:10.666 --> 02:19:15.929]  I mean, we want to see some of these other alternatives work, but it just simply doesn't matter.
[02:19:16.029 --> 02:19:18.470]  And even if you try to make it larger, they did that in the North Sea.
[02:19:18.490 --> 02:19:21.452]  They tried to get a larger wind field.
[02:19:21.732 --> 02:19:23.593]  And they went all up and down the coast of Ireland.
[02:19:23.633 --> 02:19:26.574]  All it did was make the peaks and the troughs deeper and higher.
[02:19:27.134 --> 02:19:29.315]  So they couldn't get a steady state out of that renewable.
[02:19:29.355 --> 02:19:33.137]  That's the key thing if you're going to have a power grid, is that you need to have it renewable.
[02:19:33.477 --> 02:19:34.678]  I mean, stable, rather.
[02:19:35.689 --> 02:19:36.169]  Exactly.
[02:19:36.609 --> 02:19:41.311]  That's a big issue as reliability and grid consistency.
[02:19:42.012 --> 02:19:44.693]  And you can't get those out of renewables.
[02:19:45.133 --> 02:19:48.974]  And again, by renewables we're talking primarily wind and solar.
[02:19:48.994 --> 02:19:50.275]  They don't even count for some reason.
[02:19:50.295 --> 02:19:50.615]  I don't know.
[02:19:50.635 --> 02:19:54.737]  And I grew up in New England, which relied heavily on... Stay with us, Craig.
[02:19:54.757 --> 02:19:56.617]  We're going to have one more segment.
[02:19:56.637 --> 02:19:57.538]  We've got to take a quick break.
[02:19:57.558 --> 02:20:00.379]  We'll be right back with Craig Richardson, ENE Legal.org.
[02:20:03.294 --> 02:20:05.455]  This is one of the biggest secrets out there.
[02:20:05.835 --> 02:20:17.781]  The missing link of why our ancestors, whether you were in Africa or ancient Albion, which is England today, why our ancestors were so much stronger.
[02:20:17.801 --> 02:20:22.943]  I mean, there are huge archaeological reports, all sorts of anthropology studies.
[02:20:22.963 --> 02:20:24.104]  You can look them up for yourself.
[02:20:24.804 --> 02:20:34.508]  That show that humans, just an average farmer of 10,000 years ago in England, was stronger than Olympic athletes today.
[02:20:34.648 --> 02:20:40.791]  In the final equation, everyone knows our modern society has lost its vitality.
[02:20:41.671 --> 02:20:43.532]  The sperm counts are down like 90%.
[02:20:44.513 --> 02:20:45.753]  People are falling apart.
[02:20:45.793 --> 02:20:46.794]  They're totally depressed.
[02:20:46.814 --> 02:20:47.354]  They're unhappy.
[02:20:47.934 --> 02:20:48.915]  What is going on?
[02:20:50.175 --> 02:20:54.017]  Every ancient culture was obsessed
[02:20:55.273 --> 02:20:57.855]  With what I'm about to reveal to you.
[02:20:58.235 --> 02:20:59.936]  Today we call it bone broth.
[02:21:00.136 --> 02:21:07.141]  And for thousands of years our ancestors enjoyed its benefits before it became lost to our modern diets of processed junk.
[02:21:07.381 --> 02:21:15.687]  That's why I'm so excited to announce the product that is undoubtedly the jewel in the crown of InfoWarsLife products.
[02:21:17.097 --> 02:21:23.603]  Caveman, we lost our vitality because we just ignored the ancient traditions.
[02:21:23.983 --> 02:21:27.407]  Everyone knew that you used all the parts of the animal.
[02:21:27.447 --> 02:21:30.569]  You used the skin to cover yourself for shelter.
[02:21:31.170 --> 02:21:36.255]  You used the meat for sustenance, the fat for cooking, but you used the bones for strength.
[02:21:36.775 --> 02:21:50.643]  We are now introducing Caveman by Infowarsline.com, the ultimate in true paleo nutrition with bone broth, turmeric roots, chaga mushroom, and seven total primal superfoods in a single great-tasting formula.
[02:21:50.763 --> 02:21:52.224]  The bone is so amazing.
[02:21:52.624 --> 02:21:58.227]  From the outside structure full of minerals and key cofactors to the marrow that produces the blood for the body.
[02:21:59.349 --> 02:22:02.270]  This is the engine of the life essence.
[02:22:02.810 --> 02:22:08.252]  I've made a lot of important points here, but this is the one you need to research for yourself because it's so key.
[02:22:08.533 --> 02:22:17.996]  High quality bone broth helps support healthy muscles and connective tissue, while the active compounds in turmeric do battle on the cellular level and help fight free radicals.
