[00:00:00.009 --> 00:00:00.790]  Total fact.
[03:03:27.970 --> 03:03:35.320]  So download InfoWars Live today at InfoWars.com and learn what's really going on instead of being spoon-fed lies by the mainstream media.
[03:03:37.575 --> 03:03:39.015]  Vitamin Mineral Fusion.
[03:03:39.175 --> 03:03:41.576]  Visit InfoWarsLife.com to secure your chemister.
[03:03:41.756 --> 03:03:49.058]  We have worked for years with our chemists and scientists to create the most powerful and affordable, great-tasting multivitamin formula available.
[03:03:49.258 --> 03:03:59.581]  Vitamin Mineral Fusion Drink Mix at InfoWarsLife.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[03:03:59.901 --> 03:04:07.464]  In the history of InfoWars Life, we've brought out a lot of amazing products like Survival Shield X2, Super Metal Vitality, and so many others.
[03:04:07.744 --> 03:04:17.687]  With its unique delivery system and proprietary manufacturing process designed for maximized effects, this formula is the platinum standard of multivitamin mineral products.
[03:04:17.947 --> 03:04:19.888]  And this part is most important.
[03:04:20.008 --> 03:04:26.450]  The ingredients in vitamin mineral fusion are either plant-derived or of the highest quality lab standard.
[03:04:26.810 --> 03:04:27.890]  That means it's clean.
[03:04:28.250 --> 03:04:29.191]  That means it's pure.
[03:04:29.371 --> 03:04:32.051]  And rest secured, you're fighting the tip of the spear in the InfoWars.
[03:04:32.271 --> 03:04:34.852]  That's InfoWarsLife.com and Vitamin Mineral Fusion.
[03:04:35.052 --> 03:04:36.732]  Take action now before we sell out.
[03:04:38.753 --> 03:04:44.074]  The reason InfoWars Life has five-star ratings on major third-party sites is because I want products I'm gonna use for my family.
[03:04:44.234 --> 03:04:44.814]  I take this.
[03:04:45.075 --> 03:04:46.115]  My family takes this.
[03:04:46.195 --> 03:04:50.436]  And then it funds the operation with the most hardcore, truthful information you're gonna find anywhere.
[03:04:50.496 --> 03:04:54.697]  So what you find in our news is the same thing you find in our products at InfoWarsLife.com.
[03:04:55.097 --> 03:04:59.640]  If I ever forget to take them, I have a noticeable difference.
[03:04:59.740 --> 03:05:00.780]  I don't feel good.
[03:05:00.860 --> 03:05:04.382]  The nascent iodine is one of the ones that was life-changing for me.
[03:05:04.622 --> 03:05:07.264]  Yeah, I actually have just run out of my Super Female.
[03:05:07.304 --> 03:05:12.627]  I had a few bottles at my house and I've been taking it again, hitting the gym once again.
[03:05:13.107 --> 03:05:15.528]  Very exciting, feeling great, looking good.
[03:05:16.069 --> 03:05:19.490]  And I know my hair is luxurious once again.
[03:05:19.611 --> 03:05:21.792]  So, obviously, the Super Female is amazing.
[03:05:21.852 --> 03:05:22.192]  I love it.
[03:05:22.352 --> 03:05:24.955]  Nascent Iodine is essential.
[03:05:25.176 --> 03:05:26.137]  Survival Shield X2.
[03:05:26.177 --> 03:05:31.804]  If there's one product that I would say is life-changing that I would suggest, it's Nascent Iodine Survival Shield X2.
[03:05:31.824 --> 03:05:33.746]  It's got a five-star rating.
[03:05:34.007 --> 03:05:36.049]  It's a win-win in fullwarslife.com.
[03:05:46.633 --> 03:05:51.197]  This is an emergency transmission from FEMA Region 6 in occupied North America.
[03:05:51.598 --> 03:05:58.024]  And now your host for the next two hours, Alex Jones and his guest, Anthony Cumia, Roger Stone, and many others.
[03:06:14.634 --> 03:06:15.574]  Welcome back.
[03:06:15.974 --> 03:06:19.996]  This is the final hour of the Defense of Free Speech 30-hour broadcast.
[03:06:20.116 --> 03:06:22.156]  Owen Schroer, Millie Weaver, Kit Daniels with you.
[03:06:22.576 --> 03:06:24.597]  We will be joined by Alex Jones shortly.
[03:06:24.617 --> 03:06:28.038]  We're still hoping to get in touch with Matt Bracken, but we don't have him right now.
[03:06:28.098 --> 03:06:31.339]  So Millie, you have a video ready that you wanted to show the audience.
[03:06:31.499 --> 03:06:43.751]  Yes, actually recently, just yesterday, Tucker Carlson did an interview on his show with a woman who was advocating for female genital mutilation or female circumcision.
[03:06:44.151 --> 03:06:54.181]  Now what was so interesting about this is that this woman was trying to pitch that we should have female circumcision in America in the name of gender equality.
[03:06:54.761 --> 03:06:55.541]  I can imagine his face.
[03:07:14.667 --> 03:07:19.912]  He was sucking on a lemon because he was like, well no, you know, female genital mutilation is wrong.
[03:07:19.972 --> 03:07:20.532]  It's horrible.
[03:07:20.573 --> 03:07:21.834]  We do not want that in the country.
[03:07:22.314 --> 03:07:33.184]  But every argument that he had, that she had for female circumcision or against it, you could have the exact same for or against male circumcision as well.
[03:07:33.765 --> 03:07:36.407]  So it was just kind of interesting and I wanted to play this clip because
[03:07:37.328 --> 03:07:39.650]  It really opens this philosophical debate up.
[03:07:40.291 --> 03:07:53.243]  What do we do in this situation where we have these feminists now who are claiming that it's unconstitutional to not allow female circumcision in America because of the sex of the child?
[03:07:53.644 --> 03:07:55.906]  They're claiming it's not gender equality.
[03:07:56.406 --> 03:07:57.407]  So are we going to see
[03:07:58.248 --> 03:08:03.414]  Females all of a sudden being circumcised in America in the name of equality.
[03:08:03.854 --> 03:08:06.917]  On the other hand... Well, I think it would be not in the name of equality.
[03:08:06.937 --> 03:08:08.579]  It would probably be in the name of a religion.
[03:08:09.460 --> 03:08:14.926]  But I think that... Well, they're trying to get it passed because currently right now, female circumcision is against the law.
[03:08:15.466 --> 03:08:16.507]  It's banned in America.
[03:08:16.788 --> 03:08:20.572]  They're trying to get that law reversed because they're saying it's unconstitutional.
[03:08:21.112 --> 03:08:25.076]  Now as far as, that's the other interesting aspect here, freedom of religion.
[03:08:25.756 --> 03:08:27.318]  How does religion play in here?
[03:08:27.358 --> 03:08:38.428]  Because we know that Jewish people and Muslim people and certain other people in society, it's their religious belief to practice circumcision and male circumcision as well.
[03:08:38.968 --> 03:08:40.029]  So it's just kind of interesting.
[03:08:40.069 --> 03:08:44.213]  So I wanted to roll this clip and we can add a commentary while it's going.
[03:08:44.653 --> 03:08:46.295]  So let's go ahead and roll that clip.
[03:08:46.994 --> 03:08:50.518]  Dr. Amduh chose to undergo what she calls female circumcision as an adult.
[03:08:50.539 --> 03:08:58.689]  She's also an anthropologist and in effect defends the practice of FGM, saying Western society is wrong to view it as inherently impressive.
[03:08:59.189 --> 03:09:00.411]  Dr. Amduh joins us tonight.
[03:09:00.952 --> 03:09:01.813]  Dr. Amduh, thanks for coming on.
[03:09:02.193 --> 03:09:03.573]  Thank you for having me, Tucker.
[03:09:03.613 --> 03:09:08.815]  So I'll concede this subject makes me so uncomfortable that I don't like to do segments on it.
[03:09:08.995 --> 03:09:16.457]  But I also think it's really important because I think it's so horrifying that something like this is perpetrated on young girls as the father of young girls.
[03:09:17.218 --> 03:09:20.499]  So you seem like a reasonable person and a well-educated person.
[03:09:21.219 --> 03:09:23.020]  It's amazing to me that anyone could defend this.
[03:09:23.100 --> 03:09:24.420]  On what grounds would you defend this?
[03:09:24.480 --> 03:09:30.126]  So when you opened just now you said that I defend FGM and I don't defend FGM.
[03:09:30.247 --> 03:09:31.648]  I don't defend mutilation.
[03:09:31.728 --> 03:09:34.151]  I would never defend the mutilation of anyone.
[03:09:35.392 --> 03:09:38.115]  I don't identify with the term FGM.
[03:09:38.156 --> 03:09:40.198]  So basically she doesn't see it as mutilation.
[03:09:40.238 --> 03:09:42.500]  I don't know anybody in my family who does or my community.
[03:09:42.561 --> 03:09:43.642]  She sees it as circumcision.
[03:09:44.082 --> 03:09:45.863]  Yeah, I don't know if I agree with that.
[03:09:46.023 --> 03:09:47.603]  Yeah, no, it's barbaric.
[03:09:47.843 --> 03:09:57.407]  I would say the great majority of women who are affected by what I call female circumcision practices do not see themselves as mutilated.
[03:09:57.467 --> 03:09:59.247]  That's typical feminist argument.
[03:09:59.267 --> 03:10:01.468]  Let's change wording.
[03:10:01.548 --> 03:10:01.888]  That's right.
[03:10:01.908 --> 03:10:05.509]  You know, we have feminists wanting women to wear burkas and cover their heads.
[03:10:05.589 --> 03:10:09.931]  So now we're seeing feminists thinking that female babies should be circumcised.
[03:10:10.271 --> 03:10:12.352]  I think we do need to have a discussion on what it is.
[03:10:12.392 --> 03:10:14.033]  Here's what I don't understand.
[03:10:14.073 --> 03:10:15.853]  Because I'm taking a different angle of this.
[03:10:15.873 --> 03:10:17.394]  Why are people pushing for this?
[03:10:36.414 --> 03:10:37.435]  The liberal notion?
[03:10:37.555 --> 03:10:39.517]  Was that the end of the clip, guys?
[03:10:39.997 --> 03:10:51.687]  I get the liberal notion that, okay, I mean, yes, technically we allow, I mean, okay, you can use whatever semantics you want, male genital mutilization, we call it circumcision, we allow that to happen.
[03:10:52.328 --> 03:10:54.309]  Okay, so why can't we allow that to happen to girls?
[03:10:54.369 --> 03:11:00.475]  I guess that if you want to make that liberal standpoint and say it's not equal,
[03:11:01.681 --> 03:11:02.542]  I will listen.
[03:11:02.642 --> 03:11:04.764]  I will say, okay, you know what, maybe you have a point there.
[03:11:04.784 --> 03:11:06.065]  But here's what I don't understand.
[03:11:06.866 --> 03:11:08.227]  Why are people pushing for this?
[03:11:08.467 --> 03:11:09.768]  Why is she out here bringing this up?
[03:11:09.808 --> 03:11:11.850]  Why is she saying, we need this!
[03:11:11.890 --> 03:11:12.851]  We need this equality!
[03:11:13.131 --> 03:11:14.112]  Why does it have to be brought up?
[03:11:14.132 --> 03:11:15.493]  Why can't you just let it sit there?
[03:11:15.633 --> 03:11:20.057]  Well, because we have feminists out there now grandstanding on all these Muslim causes.
[03:11:20.117 --> 03:11:21.618]  I mean, we're seeing them say, oh, well, women have it hard.
[03:11:21.638 --> 03:11:22.219]  You think that's what this is?
[03:11:22.239 --> 03:11:23.099]  You think this is another push?
[03:11:23.119 --> 03:11:26.882]  Because they have done that for so long now that they're just doing that by default.
[03:11:28.010 --> 03:11:30.973]  Basically, I was thinking about doing a video on this myself.
[03:11:31.093 --> 03:11:33.975]  It's like feminists, they empower Islam.
[03:11:34.456 --> 03:11:36.577]  It's weird because Islam doesn't empower feminists.
[03:11:36.737 --> 03:11:39.220]  It's part of the brainwashing.
[03:11:39.260 --> 03:11:42.142]  Let's go back to this clip because it gets really interesting.
[03:11:42.282 --> 03:11:42.903]  See, I'm just curious.
[03:11:43.083 --> 03:11:50.449]  Does this woman really care about female genital mutilization that much or does she just want to be a good liberal, a good social justice warrior?
[03:11:50.799 --> 03:11:51.639]  Well, let's find out.
[03:11:52.519 --> 03:12:05.902]  In the media, in the mainstream media, and obviously through activist efforts and women's groups, it's the idea of the most horrific type of procedure, which is type 3.
[03:12:06.142 --> 03:12:12.944]  WHO classifies this as type 3 infibulation that involves the suturing and sewing up of the labia majora.
[03:12:13.604 --> 03:12:21.246]  This is a very rare procedure that is confined basically to a specific part of Sub-Saharan Africa, the Horn of Africa.
[03:12:21.586 --> 03:12:28.368]  It makes up less than 10% of the entire prevalence of the procedures in Sub-Saharan Africa.
[03:12:28.488 --> 03:12:32.048]  How can we ban female genital mutilation?
[03:12:32.148 --> 03:12:33.949]  Excuse me, I keep mispronouncing that word.
[03:12:34.449 --> 03:12:37.531]  She referred to it as a minor operation or as a NIC.
[03:12:37.831 --> 03:12:40.153]  Keep this in mind though.
[03:12:40.193 --> 03:12:44.256]  You can abort your entire baby!
[03:12:46.637 --> 03:12:47.998]  Everything is just so screwed up.
[03:12:48.078 --> 03:12:49.779]  I can't even deal with this.
[03:12:49.839 --> 03:13:00.727]  The other problem with this is that girls, when they had this procedure, when they grow up, they typically have mental problems because it's not natural.
