[00:00:01.162 --> 00:00:03.264]  1884 is 1776.
[02:28:05.112 --> 02:28:12.594]  There's no way, um, with all the people, and there's a lot more of us, I mean, we are, we outnumber, we are the majority.
[02:28:12.594 --> 02:28:19.155]  These people that you see on TV over and over again, they are not the majority, no matter how hard they try to convince you that they are, they're not.
[02:28:19.155 --> 02:28:21.156]  We are the majority, and we will win.
[02:28:21.156 --> 02:28:23.617]  We win every time, I mean, we're Americans.
[02:28:23.617 --> 02:28:24.277]  We're undefeated.
[02:28:25.151 --> 02:28:26.192]  Wow!
[02:28:26.192 --> 02:28:28.454]  Well, I'm sold, and I really appreciate you.
[02:28:28.454 --> 02:28:31.516]  Please join us again anytime you've got breaking news.
[02:28:31.516 --> 02:28:32.297]  That's Leah Mathis.
[02:28:32.297 --> 02:28:36.560]  You can find her on TikTok at lealeeh, again, with three N's at the end.
[02:28:36.560 --> 02:28:37.121]  There it is.
[02:28:37.121 --> 02:28:37.381]  Wow.
[02:28:37.381 --> 02:28:38.042]  Thank you so much.
[02:28:38.042 --> 02:28:40.183]  Thank you.
[02:28:40.183 --> 02:28:40.484]  All right.
[02:28:40.484 --> 02:28:46.609]  We got the guy who was just on Tucker Carlson again, Dr. Darren Petty.
[02:28:46.609 --> 02:28:51.893]  He's going to be on talking about what really happened on January 6th.
[02:28:51.893 --> 02:28:52.353]  Stay with us.
[02:28:52.353 --> 02:28:52.874]  We'll be right back.
[02:28:55.868 --> 02:28:57.009]  If you're concerned about the power
[02:29:13.217 --> 02:29:18.981]  This is the ultimate formula out there for strengthening your telomeres and the very engines of your cells.
[02:29:18.981 --> 02:29:26.707]  I mean, it's got a big dose of the highest quality PQQ and CoQ10 and a bunch of other key ingredients that God gave us through nature that are simply amazing.
[02:29:26.707 --> 02:29:27.168]  It's 40% off.
[02:29:27.168 --> 02:29:34.634]  This product's been sold out for six, seven months because of supply chain breakdowns because we would not cut the quality of the ingredients.
[02:29:34.634 --> 02:29:38.977]  We could cut the quality all day and buy crap from China and never be sold out, but we're not doing that.
[02:29:38.977 --> 02:29:40.258]  This is the highest rated.
[02:29:40.618 --> 02:29:48.388]  It's 40% off the sale-ins on Monday, 40% off DNA Force Plus, and a limited supply of Brain Force Ultra as well.
[02:29:48.388 --> 02:29:49.550]  It'll be sold out on Monday.
[02:29:49.550 --> 02:29:50.851]  It's 25% off.
[02:29:50.851 --> 02:29:54.195]  So support the M4 while getting great products at the same time.
[02:29:54.195 --> 02:29:55.197]  Thank you all for your support.
[02:29:55.197 --> 02:29:55.497]  M4Store.com
[02:29:57.579 --> 02:30:10.963]  If you're ruthless megacorporations who've taken over almost every government on earth and who are trying to destroy the middle class in any form of upward mobility, you've got to divide and conquer the public so they don't know they're being targeted.
[02:30:10.963 --> 02:30:18.906]  And that's why the Fortune 100 have wrapped themselves in the name of LBGT and African American rights and all the rest of it all over the world.
[02:30:19.506 --> 02:30:31.080]  That's now their corporate face while they run slave camps in Africa and in Communist China and many other areas, while they undermine our basic liberties here and spy on us through the big tech in the central banks and other zone.
[02:30:31.966 --> 02:30:45.011]  So this is a criminal takeover, and when you look at the new superclass, it's the politicians, it's the corporate media, it's the police, it's the bureaucrats, it's members of Congress and their staff and their families, it's the White House.
[02:30:45.011 --> 02:30:54.374]  Hell, it's postal workers who were all exempt from the poison shots, but not the general public and everybody else through corporate rule.
[02:30:54.374 --> 02:30:56.295]  So this is the true discrimination that's going on.
[02:30:57.523 --> 02:31:05.270]  The globalists are bombarding us with propaganda, and with spiritual warfare, and with poisons, and chemicals added to the foods.
[02:31:05.270 --> 02:31:06.812]  It's all come out.
[02:31:06.812 --> 02:31:13.558]  And they're doing that not because we're weak, but because we're made in the image of God, the Creator, and we are powerful.
[02:31:13.558 --> 02:31:16.781]  And the social engineers fear that so much.
[02:31:16.781 --> 02:31:22.567]  So that's why I repeat that famous internet saying that nobody knows who first came up with, but boy, is it true.
[02:31:24.454 --> 02:31:30.260]  The propaganda would not be necessary if the situation was hopeless.
[02:31:30.260 --> 02:31:42.493]  They need all their propaganda and all their lies and all their evil and all their cultural death because they know we are strong and they know in the end they signed on the god of this world who is a loser.
[02:31:43.033 --> 02:31:46.976]  And that's why it's so important that everybody keep InfoWars in the air now more than ever.
[02:31:46.976 --> 02:31:52.641]  Because even if you don't believe in God, what the globalists are manifesting and setting up is shapeshifting.
[02:31:52.641 --> 02:31:57.244]  And we are opposing the one world government and the Mark of the Beast they just announced.
[02:31:57.244 --> 02:32:01.067]  So when I first started taking Survival Shield, basically I was 275 pounds.
[02:32:01.067 --> 02:32:02.228]  I was overweight.
[02:32:02.228 --> 02:32:04.570]  I had brain fog like you wouldn't believe.
[02:32:04.570 --> 02:32:06.511]  I was barely holding on to a job.
[02:32:06.511 --> 02:32:08.993]  And I heard Dr. Grip on your show and I listened to it.
[02:32:08.993 --> 02:32:11.855]  So the first one I got was the original Survival Shield, the X1.
[02:32:12.816 --> 02:32:26.261]  It worked pretty good, and then shortly thereafter you came out with XT, you know, with a deep root source, you know, and I got really excited about that, so I took it, and man, in two weeks, I went from brain fog to, like, literally, like, my brain was enlightened, you know?
[02:32:26.261 --> 02:32:35.525]  I could think again, I could connect with people again, and over the course of the next couple of years, I got my health back, and I religiously take basically all of your supplements.
[02:32:35.525 --> 02:32:37.926]  They're all absolutely amazing supplements.
[02:32:37.926 --> 02:32:39.787]  The one I like recently is Knockout.
[02:32:39.787 --> 02:32:42.048]  It'll literally, like, if you want to sleep, just take it.
[02:32:42.048 --> 02:32:42.608]  It's amazing.
[02:32:42.768 --> 02:32:43.288]  It works.
[02:32:43.288 --> 02:32:45.890]  But anyway, so the point is, we have to get ourselves clean.
[02:32:45.890 --> 02:32:52.013]  We have to break free of the globalist system, and the only way to do that is to take our own health into our own hands.
[02:32:52.013 --> 02:32:53.094]  Beautifully said, brother.
[02:32:53.094 --> 02:32:59.878]  I thank you so much for your call, and Godspeed.
[02:32:59.878 --> 02:33:02.499]  You're listening to the Alex Jones Show.
[02:33:14.081 --> 02:33:15.982]  Dr. Darren J.B.
[02:33:15.982 --> 02:33:20.886]  is our guest.
[02:33:20.886 --> 02:33:26.031]  From the front lines of the Information War, it's Alex Jones.
[02:33:27.245 --> 02:33:31.207]  So, I've been on air 28 years, and I've learned a lot.
[02:33:31.207 --> 02:33:34.549]  In fact, I've learned more in a year now than I learned in the previous five or six years.
[02:33:34.549 --> 02:33:37.190]  That's part of getting older and having experiences.
[02:33:37.190 --> 02:33:42.033]  But I remember in the 90s, warning people about certain militias that were calling for violence.
[02:33:42.893 --> 02:33:45.554]  And saying, clearly that's a Fed running those.
[02:33:45.554 --> 02:33:48.554]  And then all these other militias would say, you're against militias.
[02:33:48.554 --> 02:33:51.235]  You're against the Second Amendment.
[02:33:51.235 --> 02:33:52.135]  You must be a Fed.
[02:33:52.135 --> 02:33:54.236]  I'm like, no, I believe in the Second Amendment.
[02:33:54.236 --> 02:33:55.756]  I believe in lawful militias.
[02:33:55.756 --> 02:33:58.137]  And I believe citizens should be like civil defense.
[02:33:58.137 --> 02:34:00.337]  And I'm not even against people having militias.
[02:34:00.337 --> 02:34:04.458]  You know, if they're like a civil defense club and don't call for pipe bombing people.
[02:34:06.049 --> 02:34:16.274]  And then it would always turn out that indeed it was feds running the groups, who'd even been attacking me saying, don't listen to Jones, you know, he's a fed.
[02:34:16.274 --> 02:34:20.977]  Or Jones, more recently, he says Q is run by the deep state.
[02:34:20.977 --> 02:34:24.859]  Why Q says Trump's invincible, and we know it was all a cut out.
[02:34:24.859 --> 02:34:28.541]  And so I've been proven right over and over again, but you've got to be an idiot not to understand this.
[02:34:29.261 --> 02:34:31.403]  We had a million people at the Trump rally at the Ellipse.
[02:34:31.403 --> 02:34:35.686]  The left's trying to conflate that with the 500, 600 that went to the Capitol.
[02:34:35.686 --> 02:34:38.829]  The majority of those waved in by police and were told to stand down.
[02:34:38.829 --> 02:34:42.973]  And being there that day, there were provocateurs everywhere saying, attack, attack!
[02:34:42.973 --> 02:34:44.854]  A bunch of them looked like Antifa.
[02:34:44.854 --> 02:34:50.619]  They were a bunch of, you know, theater geek types up on platforms saying, get in there, get in there.
[02:34:50.619 --> 02:34:53.982]  And by the time I showed up at the Capitol, I said, turn back, don't go in.
[02:34:53.982 --> 02:34:55.123]  We're going to have a Kent State.
[02:34:55.123 --> 02:34:55.983]  Somebody's going to get killed.
[02:34:56.764 --> 02:34:57.766]  And indeed that happened.
[02:34:57.766 --> 02:35:05.243]  The reason I tell that story is this same thing that happened 20 years ago in the 90s, or 25 years ago to me,
[02:35:07.250 --> 02:35:07.970]  Happened again.
[02:35:07.970 --> 02:35:20.453]  I started, you know, having people like Dr. Beattie on the show, after he'd been on Tucker's, and had Big Arnold's and Revolver, and sort of getting emails and calls saying, you better not say there were any feds there, or you're saying we're feds!
[02:35:20.453 --> 02:35:26.994]  And I said to those people, I'm not saying you're a fed, I'm saying, clearly some of these people were feds.
[02:35:26.994 --> 02:35:31.415]  No, no, no, there weren't feds provocateuring, don't look into that, or you're saying we're all feds.
[02:35:31.415 --> 02:35:36.296]  So, that same tactic was done again to me, and I'm like, whoa, whoa, whoa, whoa, whoa!
[02:35:37.844 --> 02:35:39.044]  This is a little weird here.
[02:35:39.044 --> 02:35:42.665]  So he only had, you know, 10 minutes or so on Tucker.
[02:35:42.665 --> 02:35:46.687]  We'll go a little bit the next hour and then Roger Stone's coming up with a lot of breaking news.
[02:35:46.687 --> 02:35:54.289]  So I wanted to have a chance to talk more about this, but I'm not here like the French Inquisition or the Spanish Inquisition saying you're a fed, that's a fed, this is a fed.
[02:35:54.289 --> 02:35:56.650]  But I am here to be able to look at the evidence and talk about
[02:35:57.270 --> 02:36:02.395]  People that provocateured, like this Ray Epps guy, not being arrested.
[02:36:02.395 --> 02:36:07.639]  But Owen Schroyer, who was there and did nothing and told people not to go in, he's been arrested.
[02:36:07.639 --> 02:36:09.461]  And now they want to arrest me, they're saying.
[02:36:09.461 --> 02:36:10.802]  They're trying to claim I did this.
[02:36:10.802 --> 02:36:18.689]  So it's really wild to try to stop people going in the building, with police permission by the way, and to be them saying arrest me in the news, but then people that are like,
[02:36:18.729 --> 02:36:24.094]  We're here talking about things we're not supposed to talk about according to the super patriots, Darren.
[02:36:42.429 --> 02:36:45.050]  You've been vindicated in the last four or five months exposing this.
[02:36:45.050 --> 02:36:48.911]  It's now come out that indeed there were feds and informants and they did provoke her.
