[00:00:16.105 --> 00:00:17.628]  Tomorrow's news, today.
[02:14:34.251 --> 02:14:38.153]  These people are in every single level of power.
[02:14:38.153 --> 02:14:40.555]  But some good things are happening.
[02:14:40.555 --> 02:14:45.398]  The FAA was supposed to release documents so they overproduced by accident which is great.
[02:14:45.398 --> 02:14:50.081]  They were hiding 701 flights of Epstein with a bunch of politicians on board.
[02:14:50.481 --> 02:14:50.881]  Wow.
[02:14:50.881 --> 02:14:51.582]  I haven't seen it.
[02:14:51.582 --> 02:14:52.422]  I heard about that.
[02:14:52.422 --> 02:15:00.226]  I didn't look any further into it, but it's an interesting element once you start to learn who was actually on those flight logs.
[02:15:00.226 --> 02:15:06.388]  Well, if I wanted to join a prison gang, it's racial, so it would have to be white folks, probably.
[02:15:06.388 --> 02:15:09.390]  Or maybe I could join a motorcycle gang like the Mongols.
[02:15:09.390 --> 02:15:10.350]  That's multi-racial.
[02:15:10.350 --> 02:15:11.671]  Couldn't really join the Hells Angels.
[02:15:11.671 --> 02:15:14.432]  They're white only, or at least used to be.
[02:15:14.432 --> 02:15:17.494]  But I would have to commit some pretty serious crimes before I actually became a member.
[02:15:18.194 --> 02:15:24.139]  But those are crimes like killing somebody, or robbing a bank, or dealing a bunch of drugs, or running a bunch of hookers for years.
[02:15:24.139 --> 02:15:31.385]  You have to be a known criminal they trust, and you have to help them generally kill some people, and then cover up murders together.
[02:15:31.385 --> 02:15:32.205]  But that's not enough.
[02:15:32.205 --> 02:15:36.809]  You see, with the globalists, it's having sex with kids and killing kids, and so that's the initiation.
[02:15:36.809 --> 02:15:43.574]  So the corrupt businessmen and politicians, they go knowing they're going to screw kids and kill kids, by the way, folks.
[02:15:43.574 --> 02:15:45.336]  This is part of the gang initiation.
[02:15:45.976 --> 02:15:49.700]  And that's what I'm going to be covering a lot more after Gary leaves.
[02:15:49.700 --> 02:15:52.804]  And also I'm going to be on a big podcast tonight, breaking it down as well.
[02:15:52.804 --> 02:15:54.305]  But I'm not going to say the name of the podcast yet.
[02:15:54.305 --> 02:15:54.686]  You'll see.
[02:15:56.209 --> 02:15:59.491]  If you're concerned about the power grid, let's go ahead and take another call.
[02:15:59.491 --> 02:16:01.533]  Let's talk to Malcolm in Tennessee.
[02:16:01.533 --> 02:16:01.953]  Welcome.
[02:16:01.953 --> 02:16:02.674]  Hello, Alex.
[02:16:02.674 --> 02:16:03.294]  Yes, Malcolm.
[02:16:03.294 --> 02:16:03.634]  All right.
[02:16:03.634 --> 02:16:07.777]  I will make this quick and real short where the other Patriots can get on the line.
[02:16:07.777 --> 02:16:12.140]  Alex, I have to promote one thing from one of your co-hosts, Owen Schroer.
[02:16:12.140 --> 02:16:15.122]  Super male vitality and brain force plus.
[02:16:15.122 --> 02:16:17.764]  Mix those two together, you're an unstoppable tank.
[02:16:18.004 --> 02:16:19.805]  Supermill Vitality really, really works.
[02:16:19.805 --> 02:16:24.708]  It's cold-pressed herbs and natural compounds that have never been heated up.
[02:16:24.708 --> 02:16:31.493]  And so, it has a dramatic effect compared to powdered versions that also work quite well, but just aren't as strong.
[02:16:31.493 --> 02:16:33.334]  This is like a very fine wine.
[02:16:33.334 --> 02:16:35.475]  In fact, each batch is different.
[02:16:35.475 --> 02:16:37.917]  Sometimes it's super strong, sometimes it's just okay.
[02:16:37.917 --> 02:16:41.179]  People are like, why are you selling something and admitting sometimes the batch isn't as strong?
[02:16:41.179 --> 02:16:42.119]  That's just how it is.
[02:16:42.119 --> 02:16:42.780]  It's how it works.
[02:16:43.480 --> 02:16:47.505]  Uh, so, it's always good, it's just sometimes it's like super strong.
[02:16:47.505 --> 02:16:51.288]  But yeah, if you want the Rolls Royce at a decent price, then this is it.
[02:16:57.850 --> 02:17:00.091]  Why do my enemies hate me so much?
[02:17:00.091 --> 02:17:01.672]  Why do the globalists hate you so much?
[02:17:01.672 --> 02:17:04.554]  Why do they hate America so much?
[02:17:04.554 --> 02:17:11.619]  Because it's an idea of freedom that their tyrannical system that they're pushing cannot coexist with.
[02:17:11.619 --> 02:17:12.919]  It's very, very simple.
[02:17:12.919 --> 02:17:24.787]  For their world government, their anti-human, post-human, eugenic system to flourish, freedom and liberty and due process and justice and God-fearing systems must fail.
[02:17:25.567 --> 02:17:28.108]  So sure, you didn't start a fight with Bill Gates.
[02:17:28.108 --> 02:17:31.070]  You didn't start a fight with David Rockefeller.
[02:17:31.070 --> 02:17:33.011]  You didn't start a fight with the UN.
[02:17:33.011 --> 02:17:36.032]  They started a fight with you.
[02:17:36.032 --> 02:17:44.657]  And they're not gonna back down, and they're not gonna go away, and they're not going to ever stop their attacks until they have the fear of God put into them.
[02:17:45.237 --> 02:17:50.861]  The average person still doesn't even know about the New World Order, or about globalism, or about corporate fascism.
[02:17:50.861 --> 02:17:56.466]  And it's not until people understand that, and that we're under attack, that we have any chance of beating these people.
[02:17:59.192 --> 02:18:04.014]  Cobra Commander here with an important message to humanity.
[02:18:04.014 --> 02:18:11.896]  I have decided that all of you will take a special injection so that you will be safe.
[02:18:11.896 --> 02:18:15.437]  But the injection is not ready yet.
[02:18:15.437 --> 02:18:24.000]  And so, I need all of you to stay indoors for the next 15 days to flatten the curve.
[02:18:24.821 --> 02:18:31.853]  I also need you to wear masks, and I also need you to only shop at Mega Corporation.
[02:18:32.719 --> 02:18:43.146]  That way we can consolidate control and bankrupt the world economy, leaving companies that only I own profitable.
[02:18:43.146 --> 02:18:45.908]  You will then be my slaves.
[02:18:45.908 --> 02:18:50.531]  Oh, and then you'll get that special shot of venom from Cobra.
[02:18:50.531 --> 02:18:57.816]  It will remove your immune system, so you'll be dependent on me for the rest of your miserable lives.
[02:18:57.816 --> 02:18:58.597]  All right, ladies and gentlemen,
[02:19:00.049 --> 02:19:01.470]  Keep us on air.
[02:19:01.470 --> 02:19:04.011]  We'll continue to bring you the banned guests.
[02:19:04.011 --> 02:19:07.874]  We'll continue to bring the information that no one else will touch.
[02:19:07.874 --> 02:19:08.634]  Keep us on air.
[02:19:08.634 --> 02:19:09.915]  Go to InfoWarsStore.com.
[02:19:09.915 --> 02:19:23.463]  The new supplements that we have, the latest in the InfoWars Life Supplement line, the Vitamin D3 with Calcium Gummies, the Vitamin C with Zinc, and the Whole Food Multivitamins, or if you buy the Combo Pack with all three, at InfoWarsStore.com.
[02:19:23.463 --> 02:19:25.925]  And you know, I'm telling you, the Vitamin D Gummies,
[02:19:26.957 --> 02:19:28.719]  This is a great thing for your kids.
[02:19:28.719 --> 02:19:29.400]  They're going to love it.
[02:19:29.400 --> 02:19:31.121]  They're going to love the taste of the gummies.
[02:19:31.121 --> 02:19:32.523]  It's healthy.
[02:19:32.523 --> 02:19:34.025]  So that's just a great thing for kids.
[02:19:34.025 --> 02:19:35.606]  I mean, we could just do marketing campaigns.
[02:19:35.606 --> 02:19:37.789]  I think for kids, that'd be great.
[02:19:37.789 --> 02:19:38.710]  Calcium, good for them.
[02:19:38.710 --> 02:19:39.170]  The vitamin D.
[02:19:40.464 --> 02:19:43.505]  So, that's at InfoWarsStore.com.
[02:19:43.505 --> 02:19:46.126]  And again, it's your support there that keeps us on the air.
[02:19:46.126 --> 02:19:54.349]  So, the supplements, the shirts, the air filters, the water filters, the emergency food supplies, the emergency supplies at InfoWarsStore.com.
[02:19:54.349 --> 02:19:55.970]  Your support there keeps us on the air.
[02:19:55.970 --> 02:19:58.911]  We cannot thank you enough.
[02:19:58.911 --> 02:20:04.813]  Leading a frontal assault on the lives of the New World Order, it's Alex Jones.
[02:20:14.111 --> 02:20:19.021]  Alright, final segment with Next News Network's founder and head, Anchor Man.
[02:20:20.609 --> 02:20:29.791]  Gary Franchi, I'm your host, Alex Jones, and I had that investigative journalist whistleblower coming on, but they had traffic problems in London, they were going to be late, and I just said, let's just do it another day.
[02:20:29.791 --> 02:20:38.893]  Very exciting, very scary, powerful documentary that David Icke's coming out with, dealing with euthanasia, called The Good Death's coming out soon, that's what it was dealing with.
[02:20:38.893 --> 02:20:44.934]  Some first looks at that, and just to show how deep this rabbit hole goes.
[02:20:44.934 --> 02:20:48.035]  Gary, these people we're facing, these evil globalists,
[02:20:49.073 --> 02:20:54.738]  Give me your perspective on them, but those of us that love our children, that love justice, that don't want to hurt people.
[02:20:54.738 --> 02:20:56.580]  I mean, I can be a jerk.
[02:20:56.580 --> 02:20:57.441]  I can be angry.
[02:20:57.441 --> 02:21:01.284]  I can certainly attack somebody if they attack me, but I don't want to hurt people.
[02:21:01.284 --> 02:21:03.846]  I don't feel jealous when my neighbor's got a beautiful wife.
[02:21:03.846 --> 02:21:10.512]  I don't feel jealous when I see somebody that's got a cool helicopter, or somebody who's a great football player, or somebody's got a great voice.
[02:21:10.512 --> 02:21:11.953]  But then you learn about globalists.
[02:21:12.734 --> 02:21:14.860]  And they hate everybody.
[02:21:14.860 --> 02:21:18.168]  They have a real desire to dominate and kill and hurt.
[02:21:18.168 --> 02:21:20.093]  They're really, really nasty people.
[02:21:20.093 --> 02:21:21.937]  Well, Alex, these people...
[02:21:23.012 --> 02:21:26.574]  They believe that they are gods.
[02:21:26.574 --> 02:21:26.854]  Okay?
[02:21:26.854 --> 02:21:28.655]  They are godless individuals.
[02:21:28.655 --> 02:21:36.939]  And when you are a person that doesn't have God or Jesus Christ dwelling within you, you are an empty soul, an empty vessel.
[02:21:36.939 --> 02:21:42.262]  And because they are globalists, they think they sit above the globe and they control everybody.
[02:21:42.262 --> 02:21:49.966]  So they have no conscience when they say that they're going to go ahead and implement all these different rules and mandates and things and, oh, so what?
[02:21:49.966 --> 02:21:51.187]  A thousand people die.
[02:21:51.647 --> 02:21:56.550]  That's collateral damage for their endgame, which is massive and overreaching global control.
[02:21:56.550 --> 02:21:57.350]  I totally agree.
[02:21:57.350 --> 02:22:00.491]  And the lockdowns killed an extra 25 million people, they admit.
[02:22:00.491 --> 02:22:01.092]  So the U.N.
[02:22:01.092 --> 02:22:05.714]  orders a lockdown, instead of 15 million starving to death, 30 something million starving to death.
[02:22:05.714 --> 02:22:07.535]  And then they just go, oh, it's no big deal.
[02:22:07.535 --> 02:22:08.776]  It was to stop COVID.
[02:22:08.776 --> 02:22:11.277]  So, I mean, they know exactly what they're doing.
[02:22:11.277 --> 02:22:12.317]  They know what they're doing.
[02:22:12.317 --> 02:22:13.838]  These people are godless.
[02:22:13.838 --> 02:22:18.461]  And that's why they can continue to operate in that capacity, Alex.
[02:22:18.461 --> 02:22:18.941]  Exactly.
[02:22:18.941 --> 02:22:20.842]  When I do something wrong, even on accident,
[02:22:21.744 --> 02:22:25.028]  I feel guilt because I want to be good and I have a connection to God.
[02:22:25.028 --> 02:22:25.749]  They love it!
[02:22:25.749 --> 02:22:26.951]  They think it's funny!
[02:22:26.951 --> 02:22:35.582]  No, they have no guilt, they have no conscience, because these people believe that they are at the apex of humanity.
[02:22:35.582 --> 02:22:37.724]  That they are the ones ruling over.
[02:22:37.724 --> 02:22:39.527]  They are so drunk on power, what is that?
[02:22:40.230 --> 02:22:42.112]  Well, I don't know what that is.
[02:22:42.112 --> 02:22:53.586]  Maybe they're trying to fulfill that emptiness that because they have no soul, the only way that they can continue is by trying to fill it with controlling other people.
