[00:00:00.370 --> 00:00:01.552]  It's on InfoWars.com.
[01:49:07.108 --> 01:49:12.892]  And so they're really focusing on social-emotional learning, anything but education.
[01:49:14.173 --> 01:49:16.954]  But they want to be this community center.
[01:49:16.974 --> 01:49:26.158]  Rather than being known for academics, they want to be a hub for a place where you go for your mental health services, your vaccines.
[01:49:26.319 --> 01:49:33.422]  My superintendent, Dr. Jeannie Stone, she is pushing vaccines big time on the teachers and eventually the students.
[01:49:33.502 --> 01:49:35.943]  And were there any deaths from COVID in the school?
[01:49:36.624 --> 01:49:46.910]  So coincidentally, right before our school board meeting on Monday, they announced the death of a teacher who's had not two vaccines, but also had the third booster.
[01:49:47.010 --> 01:49:47.891]  Three vaccines?
[01:49:47.951 --> 01:49:48.991]  Yes, and she died.
[01:49:49.171 --> 01:49:50.112]  Sometimes it takes three.
[01:49:50.132 --> 01:49:53.354]  And by the way, I've got the same story here.
[01:49:53.394 --> 01:49:55.535]  I don't know if it's the same district that you're talking about.
[01:49:55.555 --> 01:49:58.297]  Where a teacher and a student died.
[01:49:59.121 --> 01:50:01.223]  Let's see, the Connelly Independent School District.
[01:50:01.343 --> 01:50:02.624]  Are you familiar with that?
[01:50:03.044 --> 01:50:04.385]  So this is a different district then.
[01:50:05.185 --> 01:50:07.907]  Texas teen, fourth from school district to die of COVID-19.
[01:50:08.188 --> 01:50:13.972]  And I looked into all these cases, and they say in each one, vaccination status unknown.
[01:50:14.332 --> 01:50:14.993]  That's a lie.
[01:50:15.513 --> 01:50:16.594]  They're all vaccinated.
[01:50:16.714 --> 01:50:20.457]  If they were not vaccinated, it would have been the headline, unvaccinated people die.
[01:50:20.537 --> 01:50:22.598]  So they were all vaccinated, they've all died.
[01:50:22.898 --> 01:50:27.482]  There was no outbreak in schools till post-vaccine, but I'm getting off topic.
[01:50:27.601 --> 01:50:30.601]   Right, because the vaccine's the variant and that's a whole other show.
[01:50:30.601 --> 01:50:31.601]  Yeah.
[01:50:31.601 --> 01:50:32.601]  So, okay, so back to this.
[01:50:32.601 --> 01:50:37.641]   So basically, this, with GreenLine, I'll just read you their words.
[01:50:37.641 --> 01:50:39.944]  And this is IBM, by the way.
[01:50:40.224 --> 01:50:43.187]  Well, no, it's not IBM, but IBM will be doing blockchain.
[01:50:43.227 --> 01:50:46.850]  This is just a company that is creating a piece of blockchain.
[01:50:47.751 --> 01:50:49.473]  But IBM is another.
[01:50:50.634 --> 01:50:56.800]  Anyway, so Greenlight Locker eliminates multiple copies of transcripts, vaccination records, or other documents.
[01:50:57.140 --> 01:50:59.342]  And that was from the founder, Manoj Kutty.
[01:51:00.621 --> 01:51:08.037]  Uh, and then the other, the co-founder is, uh, Eric Reeves and Eric Reeves is on the board.
[01:51:08.057 --> 01:51:11.845]  That's the one I was saying that Mike Murath, the commissioner of education appointed to the board.
[01:51:12.806 --> 01:51:24.593]  Yes, and then there's Vital 6, which is the mental health records of Greenlight blockers.
[01:51:24.613 --> 01:51:28.635]  So that is where the health and the mental health data will be stored.
[01:51:28.995 --> 01:51:36.940]  So that is where I believe the vaccine passports will take root, is through the health side of Greenlight credentials.
[01:51:36.960 --> 01:51:40.462]  So you've got your academic piece, you've got your health care piece.
[01:51:41.594 --> 01:51:48.998]  Um, but in talking about how the schools they want to be since they failed at their job of educating kids.
[01:51:49.078 --> 01:51:52.761]  Now they're like, okay, well, then we'll just be will be food distribution centers.
[01:51:53.181 --> 01:51:57.663]  We will be the central place where parents and children can get their vaccines.
[01:51:58.224 --> 01:52:03.746]   It will be where they get their Feminine products, I mean, everything will be distributed through the schools.
[01:52:03.806 --> 01:52:07.506]  And in my district, 60% of our kids are on free and reduced lunch.
[01:52:07.906 --> 01:52:16.108]  We also are a, this is where a large number of the refugees are being resettled is in the DFW area.
[01:52:16.188 --> 01:52:18.989]  And so we have a ton of kids with serious needs.
[01:52:19.729 --> 01:52:25.770]  And so they're just going to abandon academics altogether because they failed miserably in that department.
[01:52:25.990 --> 01:52:34.199]  This is actually a really key topic that a lot of people don't comprehend and I just understand this a little bit better because I worked in urban development in St.
[01:52:34.219 --> 01:52:35.741]  Louis and some schools there.
[01:52:36.682 --> 01:52:43.549]   So many and maybe not in some of the more well-off areas but in the big Population density areas.
[01:52:43.649 --> 01:52:46.931]  So many parents rely on the schools for everything, basically.
[01:52:47.171 --> 01:52:50.332]  For the kids to eat, for the kids to have a place to go.
[01:52:50.392 --> 01:52:51.693]  They might not have a safe place to go.
[01:52:52.293 --> 01:52:57.796]  They might not even have anywhere to go that might not be a grandma or an aunt down the street who's maybe not even there half the time.
[01:52:58.256 --> 01:53:04.339]  So the schools have even been turned into basically daycares for these students that don't have anywhere else to go.
[01:53:04.800 --> 01:53:09.322]  And so, you know, they'll get government money for lunch and they'll get government money for books and all that stuff.
[01:53:09.762 --> 01:53:20.338]  This is an aspect of the control that the schools have gotten over students' lives simply because the parents can't do anything about it or they may not even be there.
[01:53:21.900 --> 01:53:23.880]  Well, and you bring up a great point.
[01:53:23.920 --> 01:53:26.001]  I mean, we definitely have a crisis here.
[01:53:26.021 --> 01:53:30.142]  I think we've got... I mean, I always talk about we need a daddy campaign.
[01:53:30.162 --> 01:53:34.862]  We need dads to get engaged and care for their children.
[01:53:34.882 --> 01:53:35.162]  That's it.
[01:53:35.182 --> 01:53:35.502]  Exactly.
[01:53:35.542 --> 01:53:38.503]  That's my point is that the school has become the daddy.
[01:53:38.883 --> 01:53:39.083]  Yeah.
[01:53:39.183 --> 01:53:40.783]  And so it's like, oh, you want to get lunch?
[01:53:41.464 --> 01:53:42.904]  Where's your vaccine passport?
[01:53:43.224 --> 01:53:45.224]  You want access to go to college?
[01:53:45.564 --> 01:53:48.825]  You better get on the green light locker.
[01:53:48.905 --> 01:53:49.125]  Yeah.
[01:53:49.983 --> 01:53:50.303]  Right.
[01:53:50.564 --> 01:54:06.956]  And so, you know, we talked during the break about how there are these underserved populations, they're vulnerable populations, they're a target for impact investors, social impact bonds, and these programs that come in at the local level, they don't call them that.
[01:54:07.157 --> 01:54:09.879]  It's a pay for success type of model.
[01:54:10.239 --> 01:54:14.542]  But like in Austin, ID2020 was piloted here on homeless people.
[01:54:14.643 --> 01:54:17.605]  And that's the way that you can get the most vulnerable.
[01:54:17.825 --> 01:54:31.417]  Yes, the most vulnerable to agree to the terms, which if they want to receive services, food, health care, job assistance, all of that will come in through these programs.
[01:54:31.817 --> 01:54:35.681]  But those are adults who can consent if they ask questions.
[01:54:36.141 --> 01:54:37.623]  I'm talking about in the schools.
[01:54:37.663 --> 01:54:43.608]  This is a captive market of people who these are children who are preyed upon, fed into a system that they did not consent to.
[01:54:43.728 --> 01:54:44.809]  Neither did their parents.
[01:54:45.049 --> 01:54:48.292]  But you think about the aspect of the homeless being tested on this.
[01:54:48.793 --> 01:54:51.015]  And by the way, when they did that, it was all denied.
[01:54:51.035 --> 01:54:52.737]  InfoWars reported on it first.
[01:54:53.558 --> 01:54:54.439]  It was confirmed.
[01:54:55.019 --> 01:54:56.641]  And then they just said, oh, it's a conspiracy theory.
[01:54:56.661 --> 01:54:57.222]  It doesn't exist.
[01:54:57.242 --> 01:54:59.364]  And then about two months later, they admitted it was all real.
[01:54:59.764 --> 01:55:00.665]  But it's the same thing.
[01:55:01.186 --> 01:55:04.609]  It's saying, OK, and they didn't quite go to this level yet, but it's saying, OK.
[01:55:05.683 --> 01:55:07.944]  You want to get the benefits at this homeless shelter down here.
[01:55:08.284 --> 01:55:10.225]  You're going to have to put this microchip in your body.
[01:55:10.245 --> 01:55:11.745]  You're going to have to sign up for this ID 2020.
[01:55:12.565 --> 01:55:19.107]  And at that point of the, you know, maybe a homeless person's life, they just figure, hey, whatever it takes to get a meal or, you know, whatever.
[01:55:19.968 --> 01:55:26.310]  This is just trying to bring it in onto the youth and just make it the normal thing for every generation after that.
[01:55:27.000 --> 01:55:40.363]  Sure, and people don't think to ask questions, or if they, you know, I talk to, sometimes it's the dads who are the most excited about these technologies, and they'll say, well, I don't have anything to hide.
[01:55:40.383 --> 01:55:42.604]  I mean, they can have my data, I don't have anything to hide.
[01:55:42.624 --> 01:55:43.744]  Well, they wouldn't hurt me.
[01:55:44.284 --> 01:55:46.585]  Right, I'm not doing anything that, you know, I don't care.
[01:55:47.105 --> 01:55:57.932]  But, you know, that response frustrates me because I think if they understood what we're really talking about here, I mean, we're going to be living in a panopticon.
[01:55:57.992 --> 01:56:14.644]  I mean, that's really, and I don't know if you've studied geofencing, but the way that we will be controlled, how we move about and go from even county to county or state to state or international travel, everything will be, we will be controlled through this.
[01:56:15.703 --> 01:56:20.333]  Yeah, you'll basically be like your iPhone, like, find my iPhone, except you'll be a person.
[01:56:20.553 --> 01:56:20.874]  Right.
[01:56:21.215 --> 01:56:22.557]  Just, you know, a blip on the radar.
[01:56:23.297 --> 01:56:24.238]  Yes, exactly.
[01:56:24.438 --> 01:56:26.199]  And that's the key thing we should get into next.
[01:56:26.219 --> 01:56:29.902]  We're about to go to a break here because I have the same thing with friends that I talk to about the vaccines.
[01:56:29.942 --> 01:56:33.645]  And, you know, I don't like to peer pressure anybody to take a vaccine or not.
