[00:00:01.190 --> 00:00:14.919]  InfoWars has been banned.
[02:35:51.833 --> 02:36:08.519]  But what you said as we went to break last segment, and again, I really want you to correct me if I'm wrong, of everything you've said, the big issue is they're coming with bi-yearly or yearly quote boosters when all the evidence shows that's the real disaster, almost creating like some type of form of Marek's disease in humans.
[02:36:08.519 --> 02:36:12.481]  I mean, I'm not saying that's what it is, but it sounds similar to the over-vaccination of chickens or something.
[02:36:13.361 --> 02:36:15.442]  Of everything you've said, what's the most important?
[02:36:15.442 --> 02:36:21.025]  The most important, I believe, is to stay away from the boosters.
[02:36:21.025 --> 02:36:24.806]  A lot of people took the vaccines, December, January, February, March.
[02:36:24.806 --> 02:36:30.169]  Rates of vaccination in the United States plummeted in April when the news came out that people were dying after the vaccine.
[02:36:30.169 --> 02:36:32.590]  I'm telling you, the vaccine centers have been empty for months.
[02:36:32.590 --> 02:36:36.931]  The only thing that's moved people to take the vaccine is because they're forced into it because of mandates.
[02:36:36.931 --> 02:36:38.552]  People don't want to take the vaccine.
[02:36:38.552 --> 02:36:42.514]  You take the temperature of people on the street, nobody wants these vaccine mandates.
[02:36:42.734 --> 02:36:44.076]  Nobody even knows who's making the decision.
[02:36:44.076 --> 02:36:45.437]  It's making them fighting mad.
[02:36:45.437 --> 02:36:48.501]  It's made our audience explode, which I'm not even happy about.
[02:36:48.501 --> 02:36:50.122]  I don't want to be right about all this.
[02:36:50.122 --> 02:36:56.830]  Well, listen, you know, we have we have meningococcal vaccine programs for children going to college, young individuals.
[02:36:57.671 --> 02:36:59.813]  A million people take the meningococcal vaccine.
[02:36:59.813 --> 02:37:03.015]  I've never seen a protest over the meningococcal vaccine.
[02:37:03.015 --> 02:37:03.656]  I'm a doctor.
[02:37:03.656 --> 02:37:04.496]  I'm a cardiologist.
[02:37:04.496 --> 02:37:06.098]  I take the hepatitis B vaccine.
[02:37:06.098 --> 02:37:07.179]  I take the flu vaccine.
[02:37:07.179 --> 02:37:10.601]  When was the last time you saw a protest over hepatitis B vaccination?
[02:37:10.601 --> 02:37:11.322]  You don't see it.
[02:37:11.322 --> 02:37:11.522]  Why?
[02:37:11.522 --> 02:37:14.965]  I'll tell you, with meningococcal vaccine, we have our kids take it and they go to college.
[02:37:14.965 --> 02:37:17.106]  You know how many deaths there are with the meningococcal vaccine?
[02:37:17.106 --> 02:37:17.447]  Zero.
[02:37:17.987 --> 02:37:19.208]  That's the expectation.
[02:37:19.208 --> 02:37:24.952]  My expectation as a doctor with the COVID-19 vaccine program is zero deaths due to the vaccine.
[02:37:24.952 --> 02:37:29.054]  As we sit here today, the VAERS system has domestic and ex-U.S.
[02:37:29.054 --> 02:37:34.598]  reporting into our system, over 17,000 people have died after the vaccine.
[02:37:34.598 --> 02:37:37.160]  50% within 48 hours, 80% within a week.
[02:37:37.160 --> 02:37:39.882]  There's no other explanation in 86% of the cases.
[02:37:39.882 --> 02:37:41.983]  Papers by Rosa McLeod can support this.
[02:37:41.983 --> 02:37:45.085]  I am telling you, this is off the rails.
[02:37:45.085 --> 02:37:47.787]  We cannot allow another person to die
[02:37:47.927 --> 02:37:48.347]  We're good to go.
[02:38:14.557 --> 02:38:21.203]  If you keep doing this and do these boosters and go after kids, I'm paraphrasing what they said, you're going to discredit vaccines for generations.
[02:38:21.203 --> 02:38:22.544]  I know vaccines are real.
[02:38:22.544 --> 02:38:25.186]  I know it's real technology, like for tetanus, whatever.
[02:38:25.186 --> 02:38:37.277]  But if you have big pharma engaged in depopulation and Bill Gates running around saying he wants to kill everybody and now he's over our vaccines and then a bunch of people get sick, I mean, this is going to destroy the medical system.
[02:38:37.277 --> 02:38:39.899]  And so again, what is the establishment thinking?
[02:38:40.299 --> 02:38:47.585]  People have lost faith in our public health agencies and they've actually lost any trust in statements being made.
[02:38:47.585 --> 02:38:48.966]  This is very important.
[02:38:48.966 --> 02:38:54.371]  Public health officials have come out with a straight face and said the vaccines are safe and effective.
[02:38:54.371 --> 02:38:59.455]  With no review of the data, we deserved a monthly report card of how the vaccines are doing.
[02:38:59.455 --> 02:39:05.420]  With a straight face, they say they're safe and effective, where we have basically mass failure of the vaccines, people getting sick,
[02:39:05.680 --> 02:39:07.041]  I've told you the data.
[02:39:07.041 --> 02:39:10.764]  60% of people in the hospital right now with COVID-19 over age 65.
[02:39:10.764 --> 02:39:11.664]  Those are the high-risk groups.
[02:39:11.664 --> 02:39:12.505]  These are Americans.
[02:39:12.505 --> 02:39:13.766]  They've been fully vaccinated.
[02:39:13.766 --> 02:39:16.668]  Over 17,000 deaths in our VAERS system.
[02:39:16.668 --> 02:39:20.110]  Very tightly related to the injection of the vaccine products.
[02:39:20.110 --> 02:39:22.752]  And about half of those are domestic.
[02:39:22.752 --> 02:39:34.760]  I can tell you both our Surgeon General and our head of the National Allergy and Immunology Branch on a straight face have come on TV with a straight face and said that the vaccine immunity is better than natural immunity.
[02:39:35.060 --> 02:39:44.542]  I can tell you as a doctor and a scientist, as someone who has a lot of authority in this field, unquestionably the natural immunity is robust, complete and durable.
[02:39:44.542 --> 02:39:48.543]  The Brownstone Institute now has 102 supportive studies.
[02:39:48.543 --> 02:39:51.924]  The CDC has 41,000 vaccine failures.
[02:39:51.924 --> 02:39:54.405]  They don't have a single case of a failure of natural immunity.
[02:39:54.705 --> 02:40:03.728]  And when Senator Rand Paul, a doctor in his own right, says that on the Senate floor in a six-minute speech, YouTube bans it, saying it's not officially certified by the U.N.
[02:40:03.728 --> 02:40:04.488]  or Fauci.
[02:40:04.488 --> 02:40:05.609]  Who died and made the U.N.
[02:40:05.609 --> 02:40:06.869]  and Fauci God?
[02:40:06.869 --> 02:40:12.551]  Well, I tell you, Ron Johnson has said, listen, I've had COVID-19 infection, I'm not taking the vaccine.
[02:40:12.551 --> 02:40:15.992]  Rand Paul has said, listen, I've had the infection, I've not taken the vaccine.
[02:40:15.992 --> 02:40:18.713]  I've been on with Sebastian Gorka, said he had the infection.
[02:40:19.113 --> 02:40:19.413]  We're good.
[02:40:41.288 --> 02:40:44.111]  The problem that we have is false positive testing.
[02:40:44.111 --> 02:40:49.115]  After someone gets COVID-19 and you're done with it, my advice is never get another test.
[02:40:49.115 --> 02:40:52.058]  Because all we can do is possibly generate false positivity.
[02:40:52.058 --> 02:40:52.818]  Exactly.
[02:40:52.818 --> 02:40:54.240]  I mean, look at the Surgeon General.
[02:40:54.240 --> 02:40:57.483]  He said that, oh no, the shot's better than your immunity.
[02:40:57.483 --> 02:40:58.223]  That is a lie.
[02:40:58.223 --> 02:40:59.765]  And then John Oliver got up on TV and said...
[02:41:00.405 --> 02:41:04.670]  Alex Jones is saying and others are saying that there are cures for COVID-19.
[02:41:04.670 --> 02:41:05.831]  They do not exist.
[02:41:05.831 --> 02:41:07.193]  I was talking about the immune system.
[02:41:07.193 --> 02:41:09.855]  He goes on to say the immune system doesn't exist.
[02:41:09.855 --> 02:41:11.918]  No, I survived COVID.
[02:41:11.918 --> 02:41:13.159]  Millions and millions of others have.
[02:41:13.159 --> 02:41:14.561]  Yes.
[02:41:14.561 --> 02:41:15.662]  So there is a cure.
[02:41:15.662 --> 02:41:16.663]  It's called my immune system.
[02:41:16.843 --> 02:41:20.084]  The natural immunity is what's going to bring us out of this.
[02:41:20.084 --> 02:41:29.145]  I can tell you, the Alpha, Beta, and Gamma variants, they are all sufficiently similar that the immunity protects against future variants.
[02:41:29.145 --> 02:41:31.186]  I personally had the Alpha variant.
[02:41:31.186 --> 02:41:31.886]  I personally had it.
[02:41:31.886 --> 02:41:33.546]  I was in research, which I was supposed to do.
[02:41:33.546 --> 02:41:34.506]  I was sequenced.
[02:41:34.506 --> 02:41:36.206]  I have come face to face with Delta.
[02:41:36.206 --> 02:41:39.067]  In fact, I've made some videos that will be part of a documentary.
[02:41:39.067 --> 02:41:41.547]  I've had Delta snot all over me, Alex.
[02:41:41.547 --> 02:41:43.148]  I can't get Delta.
[02:41:43.148 --> 02:41:44.308]  I want people to understand.
[02:41:44.648 --> 02:41:46.529]  Once you've had COVID-19, you're done.
[02:41:46.529 --> 02:41:48.330]  In fact, people don't need masks.
[02:41:48.330 --> 02:41:53.212]  Our hospitals should let loved ones in to see their family members when they are COVID-recovered.
[02:41:53.212 --> 02:41:59.275]  If there's a COVID-recovered family member, they deserve to see their sick patient in the hospital who've had COVID-19.
[02:41:59.275 --> 02:42:05.537]  We are still making seniors in senior homes quarantine when there's an outbreak of COVID-19, even if they're recovered.
[02:42:05.537 --> 02:42:07.999]  The COVID-recovered people need full privileges.
[02:42:07.999 --> 02:42:08.799]  Diana Harshberger,
[02:42:09.119 --> 02:42:10.500]  Thank you so much, sir.
[02:42:39.460 --> 02:42:41.001]  Thank you to your wife and everybody else.
[02:42:41.001 --> 02:42:46.268]  All right, I'm gonna come back with a bunch of final news in the segment, and then we've got the fourth hour coming up, and I got a lot of stuff.
[02:42:46.268 --> 02:42:48.010]  I want to just thank you all for tuning in.
[02:42:48.010 --> 02:42:49.952]  This is life-saving information.
[02:42:49.952 --> 02:42:51.454]  So now, hey, we've done our job.
[02:42:51.454 --> 02:42:52.435]  Please do your job, folks.
[02:42:52.435 --> 02:42:53.957]  Take this archive and share it everywhere.
[02:42:53.957 --> 02:42:54.458]  We'll be right back.
[02:43:01.280 --> 02:43:12.009]  It's now becoming accepted knowledge, accepted fact, that global government run by private corporations is taking over the United States and other formerly sovereign nations.
[02:43:12.009 --> 02:43:13.149]  They're being destroyed.
[02:43:13.149 --> 02:43:15.712]  All the checks and balances are being annihilated.
[02:43:15.712 --> 02:43:16.973]  Our borders are being destroyed.
[02:43:16.973 --> 02:43:18.494]  Our currency is being destroyed.
[02:43:18.494 --> 02:43:22.017]  And the American people have been listed as terrorists by the rogue federal government.
[02:43:22.817 --> 02:43:23.418]  InfoWars
[02:43:43.717 --> 02:43:44.377]  We're good to go.
[02:43:57.151 --> 02:44:06.513]  If a hurricane is smashing into the Gulf Coast and I make the prediction that it's going to cause flooding, that's not a prediction.
[02:44:06.513 --> 02:44:10.094]  You know it's a hurricane, you know it's got a lot of water it's going to dump, it's going to cause flooding.
[02:44:10.094 --> 02:44:21.897]  So it wasn't a prediction 20 months ago when I said the UN order to lock down the world economy is going to cause a chain reaction that's going to cause supply chain problems for years, that's going to starve tens of millions to death.
[02:44:21.897 --> 02:44:22.737]  And now it all happened.
[02:44:23.357 --> 02:44:29.640]  25 million extra dead, hundreds of millions on the verge of starvation, and the UN that ordered it is running around being the savior.
[02:44:29.640 --> 02:44:32.381]  Listen, when the first world collapses, the third world dies.
[02:44:32.381 --> 02:44:34.281]  And now the first world is becoming the third world.
[02:44:34.281 --> 02:44:35.982]  So, listen to me now.
[02:44:35.982 --> 02:44:42.445]  We've got the highest quality storable foods, the lowest price you're going to find, ready to ship to you right now at 10% off until November 15th.
[02:44:42.445 --> 02:44:44.726]  But after that, the prices are going up.
[02:44:44.726 --> 02:44:47.227]  We cannot suppress prices anymore.
[02:44:47.227 --> 02:44:52.189]  So protect yourself, get high quality storable food, so you're self-sufficient, and fund the InfoWar today at 360WIN.
[02:44:53.150 --> 02:44:55.605]  At InfowarsStore.com, it's time to get your food!
[02:44:56.929 --> 02:45:01.990]  I am cutting this announcement on the afternoon of Thursday, November 4th, 2021.
[02:45:01.990 --> 02:45:06.811]  That means you've only got 10 days as of taping this to get storewide free shipping, double Patriot points.
[02:45:06.811 --> 02:45:09.151]  That was 60% off on our bestselling items.
