[00:00:00.190 --> 00:00:00.613]  World War 3!
[01:50:33.780 --> 01:50:40.782]  So I started following the breadcrumbs back to the University of Arkansas, defense contractor, and then back to the U.S.
[01:50:40.842 --> 01:50:41.162]  Navy.
[01:50:41.462 --> 01:50:43.382]  So here's some questions that come to my mind.
[01:50:44.562 --> 01:50:46.343]  Who else are they spying on like this?
[01:50:46.823 --> 01:50:47.883]  Anyone else in Canada?
[01:50:48.925 --> 01:50:50.086]  Are they spying on you, Alex?
[01:50:50.326 --> 01:50:51.547]  I think they probably are.
[01:50:51.667 --> 01:50:56.351]  I wanted to tell you, this is par for the course for anybody effective, anybody loyal, anybody good.
[01:50:56.371 --> 01:51:00.054]  I mean, if you weren't such a good guy, this wouldn't be happening, buddy.
[01:51:00.074 --> 01:51:01.816]  I was about to say, you should expect this.
[01:51:02.918 --> 01:51:05.679]  Well, I mean, and that goes to my next question.
[01:51:06.079 --> 01:51:07.600]  How else are they spying?
[01:51:07.660 --> 01:51:12.701]  It's one thing for them to, you know, work up reports on my website, but are they actually hacking it?
[01:51:13.302 --> 01:51:14.502]  Are they eavesdropping?
[01:51:14.962 --> 01:51:16.683]  Are they using human intelligence?
[01:51:16.723 --> 01:51:20.264]  Have they sent people in to infiltrate our organization?
[01:51:21.064 --> 01:51:22.225]  What else are they doing?
[01:51:23.446 --> 01:51:32.515]  That I haven't detected because I didn't detect the spying on us until the Canadian Armed Forces blabbed in some military journal.
[01:51:32.815 --> 01:51:33.356]  The U.S.
[01:51:33.416 --> 01:51:36.219]  Navy and the University of Arkansas, they were tight-lipped.
[01:51:36.579 --> 01:51:38.641]  It was the Canadian Armed Forces that blabbed about it.
[01:51:38.661 --> 01:51:40.403]  So who else are they spying on?
[01:51:40.904 --> 01:51:41.624]  Is it Glenn Beck?
[01:51:41.644 --> 01:51:43.046]  Did they spy on Rush Limbaugh?
[01:51:43.366 --> 01:51:44.027]  How about on...
[01:51:46.829 --> 01:51:47.610]  Big websites.
[01:51:48.270 --> 01:51:49.231]  Well let me give you the answer.
[01:51:49.251 --> 01:51:52.233]  You saw Psaki a month ago and then now Biden.
[01:51:52.273 --> 01:52:00.918]  They said we have the Department of Defense and intelligence agencies with laser focus working against right-wingers and and Trump supporters and so yeah they're watching everybody.
[01:52:01.818 --> 01:52:02.779]  Here's another question.
[01:52:02.839 --> 01:52:04.621]  So how else are they spying?
[01:52:05.141 --> 01:52:07.403]  But who is behind it?
[01:52:08.604 --> 01:52:15.930]  You've talked about how foreign intelligence agencies are sometimes used to get around ethics or other laws.
[01:52:15.970 --> 01:52:17.972]  So, for example, maybe the U.S.
[01:52:18.032 --> 01:52:21.895]  Navy was sent against me because Trudeau wanted to insulate himself.
[01:52:22.336 --> 01:52:28.181]  Maybe UK or Canadian spies are going after Americans again
[01:52:28.821 --> 01:52:34.766]  So they don't trip over laws banning a country's military from spying on its own citizens.
[01:52:34.946 --> 01:52:35.186]  Exactly.
[01:52:35.206 --> 01:52:37.568]  It might be that the U.S.
[01:52:37.608 --> 01:52:44.754]  Navy is allowed to spy on me because I'm not an American, and the Canadian Armed Forces are allowed to spy on you because you're not a Canadian.
[01:52:45.034 --> 01:52:51.500]  Maybe they're basically log rolling and saying, I'll spy on your guys, you spy on my guys, and we'll pretend it's all kosher.
[01:52:51.840 --> 01:52:55.383]  But I guess a big question is, what were they trying to achieve?
[01:52:56.129 --> 01:53:05.776]  Were they trying to set the table for wiping us off the internet, deplatforming us by trying to compare us to, I don't know, like a North Korean hacker or an Iranian hacker?
[01:53:05.796 --> 01:53:08.918]  There really are bad actors out there in cyberspace.
[01:53:09.358 --> 01:53:12.921]  Many of them are Chinese, North Korean, Iranian.
[01:53:13.221 --> 01:53:15.022]  There are some Russians too, of course.
[01:53:16.003 --> 01:53:18.665]  Were they trying to demonize Rebel News?
[01:53:19.365 --> 01:53:29.697]  So that we could be swept off the internet and... Now wait a minute, you're the guy that got the secret documents that he had secret Chinese troops training and infiltrated your military and your own military last year was concerned.
[01:53:29.757 --> 01:53:30.358]  How dare you?
[01:53:30.578 --> 01:53:34.163]  It's not like your Prime Minister pledged allegiance to the dictatorship.
[01:53:34.423 --> 01:53:35.484]  I mean, we have a clip of it.
[01:53:35.504 --> 01:53:35.925]  Here it is.
[01:53:37.489 --> 01:53:42.351]  Well of admiration I actually have for China.
[01:53:43.171 --> 01:53:54.755]  Because their basic dictatorship is allowing them to actually turn their economy around on a dime and say we need to go green as fast as we need to start investing in solar.
[01:53:54.775 --> 01:54:01.158]  I mean there is a flexibility that I know Stephen Harper must dream about of having a dictatorship that he could do everything he wanted.
[01:54:01.838 --> 01:54:09.406]  By the way, not only is he, and that's not a, that's not a green screen, it's not a deep fake, it's in the National Post, show that too, he said that.
[01:54:09.967 --> 01:54:13.130]  But they're trying to claim that Ezra's doing that to the military, thinking they're stupid.
[01:54:13.471 --> 01:54:19.037]  But let's expand, even the lie that China's going green, faster, they're the worst and aren't even attempting it.
[01:54:19.337 --> 01:54:20.939]  Everything, it's incredible.
[01:54:20.959 --> 01:54:21.359]  Sorry, go ahead.
[01:54:22.040 --> 01:54:22.941]  Yeah, no, you're so right.
[01:54:23.201 --> 01:54:30.788]  You know, I follow the People's Liberation Army, that's the name of the Chinese military, and what they call the PLA Navy.
[01:54:31.149 --> 01:54:32.870]  And I'm genuinely worried, Alex.
[01:54:32.890 --> 01:54:37.054]  Did you know that they're building their fourth aircraft carrier?
[01:54:37.455 --> 01:54:40.057]  Now, they're not yet at the level... They're the biggest navy in the world right now.
[01:54:40.077 --> 01:54:41.599]  They're building a giant blue water navy.
[01:54:42.409 --> 01:54:46.614]  Yeah, and they're not yet at full operational capacity.
[01:54:46.994 --> 01:54:49.857]  They don't have the decades of experience of the U.S.
[01:54:49.917 --> 01:54:50.258]  Navy.
[01:54:50.738 --> 01:54:52.020]  But I tell you, the U.S.
[01:54:52.060 --> 01:54:55.563]  Navy has some real threats, and they're mainly coming from China.
[01:54:56.024 --> 01:54:58.266]  It's insane to me that the U.S.
[01:54:58.306 --> 01:55:01.590]  Navy would be focusing its cyber security on
[01:55:02.811 --> 01:55:06.235]  Peaceful civilian journalists who, by the way... On a pro-American guy!
[01:55:06.555 --> 01:55:12.662]  If anybody, I have you at the War College, the Naval War College, teaching folks how to be a patriot or how to be effective promoting freedom.
[01:55:13.262 --> 01:55:14.283]  They should be promoting freedom!
[01:55:14.464 --> 01:55:15.625]  They should be doing what you're doing!
[01:55:17.009 --> 01:55:18.450]  And let me give you an update.
[01:55:18.490 --> 01:55:19.590]  You mentioned Trudeau.
[01:55:20.210 --> 01:55:24.712]  He has, through his entire career as Prime Minister, been very pro-China.
[01:55:24.752 --> 01:55:25.513]  Quick example.
[01:55:25.813 --> 01:55:29.134]  You know the Uyghur Muslim ethnic minority in Western China?
[01:55:29.455 --> 01:55:33.736]  There was a vote in Canada's Parliament to declare that a genocide.
[01:55:34.177 --> 01:55:36.498]  And you can agree or disagree, but there was a vote.
[01:55:36.878 --> 01:55:37.578]  Take a stand.
[01:55:37.718 --> 01:55:39.419]  Well, it's definitely a genocide if anything is.
[01:55:40.219 --> 01:55:43.081]  Yeah, I mean, I think it checks a lot of the legal boxes.
[01:55:44.719 --> 01:55:47.960]  Okay, there's a vote in the Parliament, and Trudeau's in the Parliament.
[01:55:48.440 --> 01:55:50.100]  He refused to show up.
[01:55:50.400 --> 01:55:55.141]  His entire cabinet, in Canada the cabinet is part of the legislature.
[01:55:55.161 --> 01:55:58.102]  He's a Chi-Com agent that had the U.S.
[01:55:58.142 --> 01:56:00.583]  government spy on you because you're over the target.
[01:56:00.623 --> 01:56:01.903]  He is an absolute outrage.
[01:56:02.463 --> 01:56:06.164]  Like literally a couple of weeks ago, he simply would not...
[01:56:06.944 --> 01:56:09.205]  Yeah, the daughter of the top general.
[01:56:36.061 --> 01:56:40.126]  Yeah, so right now, China is holding two hostages.
[01:56:40.146 --> 01:56:40.847]  They're hostages.
[01:56:40.867 --> 01:56:41.708]  They were kidnapped.
[01:56:41.928 --> 01:56:43.931]  They're going through a sham trial right now.
[01:56:45.212 --> 01:56:53.122]  I wish Trudeau hated them, spied on them, was as rhetorically abusive to the Communist Chinese.
[01:56:53.762 --> 01:56:58.163]  As he is to a law-abiding, patriotic, peaceful civilian group.
[01:56:58.183 --> 01:56:59.564]  Well, this is a national scandal.
[01:56:59.884 --> 01:57:07.787]  I mean, if Nixon got in trouble for breaking into a psychiatrist's office, what should they do for spying on you and then lying about you?
[01:57:08.087 --> 01:57:10.367]  And again, folks, this is only the tip of the iceberg.
[01:57:10.387 --> 01:57:12.248]  We're not liberals whining we're victims.
[01:57:12.848 --> 01:57:14.849]  Ezra Levant's over the target, so this is a badge of honor.
[01:57:14.869 --> 01:57:17.451]  But it's illegal what's happening, and it's very dangerous.
[01:57:17.531 --> 01:57:21.194]  And if you think this is the only thing going on, or Tucker Carlson, think again.
[01:57:21.714 --> 01:57:24.636]  Because as he said, it takes away the resources of dealing with the Red Dragon.
[01:57:24.936 --> 01:57:26.957]  Final segment with Ezra Levant ahead.
[01:57:27.498 --> 01:57:31.440]  Then, the one, the only, Matt Bracken's got a lot of big news to break today.
[01:57:31.840 --> 01:57:33.321]  When Owen Schroer takes over at 3 p.m.
[01:57:33.341 --> 01:57:41.687]  Central, he's going to open phones up again for medical workers and doctors to tell their horror stories or their glowing reports on the COVID vaccine rollout.
[01:57:42.307 --> 01:57:46.268]  You know, I can tell you something that happened, I don't know, this is like 20-something years ago now.
[01:57:46.288 --> 01:57:53.551]  I was covering Operation Urban Warrior where the Marines were training in California for a future gun confiscation under Bill Clinton's orders.
[01:57:54.331 --> 01:57:58.973]  Very unconstitutional training they were giving them, but it backfired and made the Marines wake up even better.
[01:58:00.033 --> 01:58:03.895]  And so I later had some Navy SEALs and Marines come and show me in my office
[01:58:05.868 --> 01:58:15.760]  All this classified video of them with drones following us and then watching us at the hotel and how it totally woke the military up even more about us being there saying, what are you doing role players for gun confiscation?
[01:58:15.780 --> 01:58:22.047]  So again, the average military people are some of the best folks out there, but it's the globalist politically in control now.
[01:58:22.628 --> 01:58:33.331]  And the reason that Ezra Levant and Rebel Media and Infowars and others and Tucker Carlson are so important is, we're there speaking directly to the military so it can't be fully taken over by this.
[01:58:33.771 --> 01:58:40.353]  And that's why Biden's doing this purge of the military now, where if you were ever pro-America, pro-gun, pro-Trump, well you're a terrorist.
[01:58:41.233 --> 01:58:42.654]  And so that's really where this is all going.
[01:58:42.674 --> 01:58:46.035]  There's a fight over our infrastructure, over our institutions.
[01:58:46.135 --> 01:58:48.056]  Ezra Levant, you've been making some amazing points.
[01:58:48.396 --> 01:58:54.278]  Let's finish up with this and then let's move forward with any other big issues that are on your radar screen.
[01:58:55.339 --> 01:58:55.539]  Sure.
[01:58:55.579 --> 01:58:58.920]  Let's say you wanted to destroy the police in the United States.
[01:58:59.320 --> 01:59:04.822]  You could say defund the police and announce your intentions publicly like that.
[01:59:05.122 --> 01:59:09.484]  But I think people might rally around the police and say, well, that's not such a good idea.
[01:59:10.273 --> 01:59:12.695]  But let's say you wanted to actually be effective.
[01:59:13.136 --> 01:59:18.661]  Then you would infiltrate the police and have them do things that discredited them in the public eye.
[01:59:19.041 --> 01:59:23.105]  You would have them take a knee and debase themselves.
[01:59:23.386 --> 01:59:27.750]  You would perhaps send them as lockdown police to abuse civil liberties.
[01:59:28.130 --> 01:59:32.592]  And so then you would erode the police support from their own conservative base.
[01:59:32.932 --> 01:59:37.533]  So instead of saying, I want to destroy the police by defunding, you would be more clever.
[01:59:37.573 --> 01:59:43.175]  You'd put in police chiefs here and there and do things that ordinary conservatives would turn against their own people.
[01:59:43.436 --> 01:59:47.357]  You could say the same thing happened to the NFL and NASCAR to make them woke.
[01:59:47.817 --> 01:59:50.139]  You know, those used to be conservative institutions.
[01:59:50.499 --> 01:59:56.564]  You could say, I'm going to destroy the NFL, or you could just turn it into a woke-a-thon and conservatives will walk away.
[01:59:56.584 --> 01:59:58.906]  The best way to destroy something is to lead it.
[01:59:59.427 --> 02:00:00.948]  If you want to destroy it, lead it into destruction.
[02:00:01.849 --> 02:00:04.051]  That's Robert Conquest's third law.
[02:00:04.311 --> 02:00:07.914]  The best way to understand any organization is a cabal of its enemies.
[02:00:08.474 --> 02:00:12.197]  So, let's apply that to the U.S.
[02:00:12.237 --> 02:00:12.738]  military.
[02:00:14.778 --> 02:00:16.478]  That's a very conservative institution.
[02:00:16.518 --> 02:00:17.659]  It's a right-wing institution.
[02:00:17.739 --> 02:00:19.620]  It's beloved by Americans on the right.
