[00:00:10.320 --> 00:00:11.840]  Attention!
[02:17:55.442 --> 02:17:59.144]  And now you will also make another prediction, this nice man.
[02:17:59.144 --> 02:18:03.107]  The Italian government will fall apart within 24 hours.
[02:18:03.107 --> 02:18:07.630]  Other than that, Alex, I've had a wonderful time, and I hope to see you again.
[02:18:08.732 --> 02:18:09.853]  Well, I do too.
[02:18:09.853 --> 02:18:13.755]  So, wow, definitely get the popcorn out.
[02:18:13.755 --> 02:18:17.957]  And so you think Trump, is Trump aware of all these things you're saying?
[02:18:17.957 --> 02:18:19.858]  Of course he is.
[02:18:19.858 --> 02:18:22.679]  He's the genius who put it together.
[02:18:22.679 --> 02:18:26.161]  This is a man who built out of nothing.
[02:18:26.161 --> 02:18:28.922]  I mean, people don't understand Trump.
[02:18:28.922 --> 02:18:35.185]  They listen to him, but they don't understand how brilliant he is to build and take down.
[02:18:35.185 --> 02:18:38.467]  I mean, this is a man who built an ice skating rink.
[02:18:39.107 --> 02:18:41.289]  Alex, it's time you begin to learn about dynamics.
[02:18:41.289 --> 02:18:42.730]  I'm gonna marry Swallow's World.
[02:19:07.196 --> 02:19:07.676]  It's a joke.
[02:19:07.676 --> 02:19:08.816]  Hey, let me ask you a question.
[02:19:08.816 --> 02:19:11.257]  What is your cat's, the cat that was on the TV's name?
[02:19:11.257 --> 02:19:13.518]  Geronimo.
[02:19:13.518 --> 02:19:16.419]  Geronimo.
[02:19:16.419 --> 02:19:21.340]  That's cultural appropriation.
[02:19:21.340 --> 02:19:23.820]  What's the other cat's name?
[02:19:23.820 --> 02:19:25.701]  Nona.
[02:19:25.701 --> 02:19:27.762]  Nona, meaning no name.
[02:19:27.762 --> 02:19:29.862]  She's about 14 years old.
[02:19:29.862 --> 02:19:32.963]  Well, we should nominate Nona to be the first female president.
[02:19:36.877 --> 02:19:38.618]  You know what?
[02:19:38.618 --> 02:19:39.719]  I love you, Alex.
[02:19:39.719 --> 02:19:45.121]  Could you stand Jaku for us, Dr. Pachinik, and put your cat in as the president?
[02:19:45.121 --> 02:19:45.622]  No.
[02:19:45.622 --> 02:19:48.403]  I want to really have a real president for the first time.
[02:19:48.403 --> 02:19:51.565]  We haven't had a real president in 50 years.
[02:19:51.565 --> 02:19:55.427]  Neither the Bushes, the Clintons, the Obamas, the Bidens.
[02:19:55.427 --> 02:19:56.928]  None of them were real presidents.
[02:19:56.928 --> 02:20:02.391]  Now you're going to see a real president and how quickly he works and how efficiently he is.
[02:20:02.391 --> 02:20:02.831]  All right.
[02:20:02.831 --> 02:20:04.852]  Well, I'm holding my breath here.
[02:20:04.852 --> 02:20:05.753]  StevePachinik.com.
[02:20:05.753 --> 02:20:06.233]  Thanks, Steve.
[02:20:07.357 --> 02:20:08.438]  Don't hold your breath.
[02:20:08.438 --> 02:20:09.339]  Just enjoy it.
[02:20:09.339 --> 02:20:11.320]  Go home and relax.
[02:20:11.320 --> 02:20:13.922]  Well, I'm not a deep-sea diver, but I have tried it.
[02:20:13.922 --> 02:20:14.562]  All right.
[02:20:14.562 --> 02:20:17.444]  I tell you, I'm gonna hit a bunch of news and covers and stuff.
[02:20:17.444 --> 02:20:21.266]  But that was definitely optimism porn.
[02:20:21.266 --> 02:20:24.749]  And boy, I'll be sleeping better tonight.
[02:20:24.749 --> 02:20:27.411]  Speaking of sleeping, I want to tell you something when we come back.
[02:20:27.411 --> 02:20:27.891]  It's important.
[02:20:28.646 --> 02:20:29.687]  Think about this when we come back.
[02:20:29.687 --> 02:20:30.587]  We'll be right back.
[02:20:30.587 --> 02:20:32.609]  InfoWars.com.
[02:20:32.609 --> 02:20:35.391]  It is tomorrow's news today.
[02:20:35.391 --> 02:20:42.715]  And of course, the evil band of Don Vinegar, Jeff Zuckerberg hopes, Mark Zuckerberg hopes, you don't share that link.
[02:20:42.715 --> 02:20:50.100]  We here at InfoWars are proud to announce the first ever Cava Cava Root supplement that is now available at InfoWarsStore.com.
[02:20:51.161 --> 02:21:01.707]  Kava is one of the hottest new breakthroughs in the natural health world today, though it has been used for hundreds of years in the Pacific Islands for its relaxation and euphoric effects.
[02:21:01.707 --> 02:21:11.353]  According to ancient Samoan legend, Kava was given as a gift by the sun god Tagaloa, who they considered to be the supreme ruler and creator of the universe.
[02:21:11.693 --> 02:21:17.676]  The Samoan people would drink kava tea during social gatherings and sacred ceremonies to loosen up a little.
[02:21:17.676 --> 02:21:22.519]  Nowadays, kava is used around the world by many who enjoy its serious benefits.
[02:21:22.519 --> 02:21:26.561]  The new Kava Chill by Dr. Jones Naturals contains a full blend of
[02:21:26.821 --> 02:21:28.162]  Now is the time to get prepared.
[02:21:28.162 --> 02:21:29.643]  You gotta pray to God and get your soul ready.
[02:21:29.643 --> 02:21:31.825]  You gotta be prepared to physically defend yourself and your family.
[02:21:31.825 --> 02:21:36.308]  And you've also got to get things that allow you and your family to not be dependent on the system.
[02:21:56.403 --> 02:21:58.405]  That's why they want to bankrupt the economy.
[02:21:58.405 --> 02:22:01.827]  It's why they want to destroy the infrastructure of this nation.
[02:22:01.827 --> 02:22:06.991]  Because they want all of us on our knees so they can dictate our surrender to them.
[02:22:06.991 --> 02:22:11.054]  InfoWars is a critical organization in the fight against the globalists.
[02:22:11.054 --> 02:22:15.257]  And if you gave us straight up donations, that would be great because our work is important.
[02:22:15.257 --> 02:22:15.958]  We appreciate it.
[02:22:16.318 --> 02:22:23.942]  But we bring you great products so that you get high quality products at the same time as supporting the InfoWar 360 win.
[02:22:23.942 --> 02:22:38.008]  Well, we've only got a few days left to get 2020 prices before the prices go up on high quality storable food with huge discounts as big as $850 discount on a year's supply of food at InfoWarStore.com.
[02:22:38.008 --> 02:22:41.910]  So take advantage of these sales right now at InfoWarStore.com while you still can.
[02:22:43.257 --> 02:22:45.658]  Theresistance.video.
[02:22:45.658 --> 02:22:48.099]  Theresistance.video.
[02:22:48.099 --> 02:22:50.319]  Theresistance.video.
[02:22:50.319 --> 02:22:52.480]  Theresistance.video.
[02:22:52.480 --> 02:22:54.641]  Theresistance.video.
[02:22:54.641 --> 02:22:57.501]  Theresistance.video.
[02:22:57.501 --> 02:22:59.502]  Infowars.com.
[02:22:59.502 --> 02:23:01.443]  Newswars.com.
[02:23:01.443 --> 02:23:02.983]  Ban.video.
[02:23:02.983 --> 02:23:06.484]  And hundreds of other URLs we've launched have been banned.
[02:23:06.484 --> 02:23:11.186]  That's why every month we launch a new URL before they ban it.
[02:23:12.666 --> 02:23:16.428]  Soros and Bill Gates and the globalists are on our tail.
[02:23:16.428 --> 02:23:21.091]  But the new website is theresistance.video.
[02:23:21.091 --> 02:23:23.012]  Theresistance.video.
[02:23:23.012 --> 02:23:27.474]  They're trying to block us because the truth is powerful and can defeat them.
[02:23:27.474 --> 02:23:38.060]  So the new URL that links right to band.video and all of our videos and all of our documentaries and all the special reports and all the suppressed information is at theresistance.video.
[02:23:38.060 --> 02:23:39.000]  Share the link.
[02:23:39.000 --> 02:23:40.581]  Theresistance.video.
[02:23:40.581 --> 02:23:41.602]  Theresistance.video.
[02:23:45.848 --> 02:23:58.857]  You're listening to the Alex Jones Show.
[02:23:58.857 --> 02:24:03.600]  There's a man going around taking names.
[02:24:03.600 --> 02:24:09.224]  And he decides who to free and who to blame.
[02:24:09.224 --> 02:24:11.986]  Everybody won't be treated all the same.
[02:24:14.534 --> 02:24:29.823]  Alright, my friends, I'm Alex Jones, your host.
[02:24:29.823 --> 02:24:31.344]  That was a wild interview.
[02:24:31.344 --> 02:24:33.426]  I sure hope Dr. Patanek's right.
[02:24:33.426 --> 02:24:36.147]  You know, mainstream media and the globalists want us to believe whatever they say.
[02:24:36.147 --> 02:24:40.550]  They tell so many big lies that it makes you get to the point where you don't even know what the truth is anymore.
[02:24:41.536 --> 02:24:42.617]  Is it wishful thinking?
[02:24:42.617 --> 02:24:45.058]  Is it hoping?
[02:24:45.058 --> 02:24:47.680]  That guy's been involved in overthrow of governments, a lot of the big stuff.
[02:24:47.680 --> 02:24:49.881]  I mean, I don't want a military coup.
[02:24:49.881 --> 02:24:52.383]  We're already under a Chinese globalist coup.
[02:24:52.383 --> 02:24:53.644]  So I just don't know what to say about any of it.
[02:24:53.644 --> 02:24:56.105]  I'm just here covering it.
[02:24:56.105 --> 02:25:04.430]  But folks that want us to not question, that want to silence the American people, big tech can burn in hell.
[02:25:04.430 --> 02:25:07.592]  That's a term I just never even really thought about using.
[02:25:07.592 --> 02:25:08.673]  It just pops to mind.
[02:25:08.673 --> 02:25:10.474]  I'm just saying, get out of my life is what I'm saying.
[02:25:11.278 --> 02:25:16.721]  And at the same time, a lot of what Pachinik was talking about sounded Q-ish.
[02:25:16.721 --> 02:25:21.463]  I'm not against people that got into Q or a lot of the info that Q talks about or people talk about that are in Q. It's real.
[02:25:21.463 --> 02:25:22.283]  It's the New World Order.
[02:25:22.283 --> 02:25:24.885]  It's what we cover.
[02:25:24.885 --> 02:25:35.150]  It's just that when it's esoteric and it's secretive and people think they're part of secret arrests and overthrow the government and all this, it sounds really dangerous.
[02:25:35.150 --> 02:25:37.171]  And I meant to get to that with Pachinik, but I'll just get it out here now.
[02:25:38.959 --> 02:25:41.280]  He says there's about to be arrests and stuff of the Democrats.
[02:25:41.280 --> 02:25:50.385]  Well, the Q system is online telling people the arrests began this weekend and all this.
[02:25:50.385 --> 02:25:56.568]  And there were people with zip ties and all the rest of it that actually went into the Capitol and played into the system.
[02:25:59.667 --> 02:26:04.670]  There's a lot of stuff going on here, and what I know is, as an American, it's good to question all of it.
[02:26:04.670 --> 02:26:07.511]  But violence is not the answer at this juncture.
[02:26:07.511 --> 02:26:15.876]  It certainly isn't the answer at random state capitals and random governor's mansions, as a lot of these right-wing control groups are out there pushing.
[02:26:16.616 --> 02:26:20.977]  And the classic thing with Feds leading militias is, he's against the militia!
[02:26:20.977 --> 02:26:23.358]  He doesn't want to blow up a police station!
[02:26:23.358 --> 02:26:25.259]  No, I'm for the constitutional militia.
[02:26:25.259 --> 02:26:26.559]  For the Second Amendment.
[02:26:26.559 --> 02:26:28.260]  Doesn't mean you shoot your kids.
[02:26:28.260 --> 02:26:29.800]  Doesn't mean you rob a liquor store.
[02:26:29.800 --> 02:26:31.801]  Because you have a Second Amendment.
[02:26:31.801 --> 02:26:32.801]  That's not the Second Amendment.
[02:26:32.801 --> 02:26:36.502]  So, violence helps the globalists.
[02:26:36.502 --> 02:26:39.303]  It hurts us for the American people who are on our side.
[02:26:39.303 --> 02:26:40.543]  We don't want violence.
[02:26:40.543 --> 02:26:41.384]  That's all I've been saying.
[02:26:41.384 --> 02:26:42.524]  Now, let's move on.
[02:26:44.079 --> 02:26:46.320]  This is a global corporate rollout.
[02:26:46.320 --> 02:26:54.446]  You know, the libertarians have good ideas on paper, but the problem is big corporations have become government.
[02:26:54.446 --> 02:26:58.868]  It's like Twitter and others saying, oh, Uganda's blocked social media during the election.
[02:26:58.868 --> 02:27:00.289]  That's election meddling.
[02:27:00.289 --> 02:27:06.733]  Oh, but when you only block conservatives or nationalists, that's okay.
[02:27:06.733 --> 02:27:08.454]  And so under the global social credit score,
[02:27:09.614 --> 02:27:12.397]  Individuals enforce it, corporations enforce it.
[02:27:12.397 --> 02:27:16.140]  So you saw the big airlines look at who flew to DC.
[02:27:16.140 --> 02:27:27.230]  And if they came in wearing MAGA gear, they admitted, oh, the employees decided to flag everyone that had just flown in the day before the event and flew out the day of or day after.
[02:27:27.230 --> 02:27:33.696]  And if they saw you wearing a red hat or a Trump gear, they would not let you get on your airplane as a punishment.
[02:27:35.691 --> 02:27:43.113]  They would illegally put you on their no-fly list that was meant for terrorists, and they bragged about it because Chuckie Schumer called for it.
[02:27:43.113 --> 02:27:50.276]  General Schumer calls for it, and then people wearing MAGA gear are banned from getting on airplanes.
[02:27:50.276 --> 02:27:52.837]  That is fascism.
[02:27:52.837 --> 02:27:57.618]  And if you look at what Hitler did or what Mao did under communism, it's the same thing as authoritarianism.
[02:27:57.618 --> 02:28:02.260]  It was the grassroots or the Great Leap Forward, the Cultural Revolution, that would enforce it.
[02:28:03.993 --> 02:28:09.736]  And so, Black Lives Matter going to restaurants and breaking everything and screaming at people and attacking folks.
[02:28:09.736 --> 02:28:12.077]  And Antifa burning down buildings.
[02:28:12.077 --> 02:28:14.418]  This is all their army on the streets.
[02:28:14.418 --> 02:28:16.619]  Pelosi says that's good.
[02:28:16.619 --> 02:28:27.385]  But when Laura Loomer, who did a great job running for Congress and fighting back against censorship, ground zero for all this, when she flew back in out of Latin America yesterday, we have all the documents right here over at Chopped Police.
[02:28:28.837 --> 02:28:36.861]  She was stopped by customs, and searched, and made to wait hours, and they admitted to her at the end, well, we see on Wikipedia you're political.
[02:28:36.861 --> 02:28:37.781]  Like, what do you do for a living?
[02:28:37.781 --> 02:28:39.282]  Well, I'm a journalist.
[02:28:39.282 --> 02:28:40.963]  Really, your Wikipedia says all this about you.
[02:28:40.963 --> 02:28:41.983]  Is that true?
[02:28:41.983 --> 02:28:45.605]  And so, in America, you have the merger of state and corporations.
