[00:00:09.943 --> 00:00:10.364]  We're here!
[03:12:16.095 --> 03:12:17.275]  And I don't think they're ready.
[03:12:17.335 --> 03:12:18.316]  Russia and China are still
[03:12:19.657 --> 03:12:24.282]  Testing and deploying top new high-tech weapons like their hypersonic weapons.
[03:12:24.322 --> 03:12:28.887]  They don't have a full deployment yet, and it won't happen, I think, till the latter half of this decade.
[03:12:29.588 --> 03:12:36.796]  But you know, meanwhile, we are diverted and outraged and rightly so, because of the
[03:12:38.004 --> 03:12:39.425]  Well, first of all, it's preparatory tyranny.
[03:12:39.445 --> 03:12:41.846]  It's getting people used to living under emergency orders.
[03:13:06.437 --> 03:13:07.257]  And taking orders.
[03:13:07.317 --> 03:13:17.442]  And that's why Biden is pushing the limits now, clearly unconstitutional limits of dictating to private companies what they said they didn't have the power to do their doing through OSHA.
[03:13:18.623 --> 03:13:30.728]  But I'll tell you, when you look at the technical language of OSHA, OSHA has this temporary emergency powers to be able to dictate safety measures when they can prove a legitimate threat to worker health.
[03:13:31.724 --> 03:13:44.128]  And that's going to be the case when they take these to court of whether or not the COVID, even the Delta variant with a 99.5% recovery rate is a sufficient threat to public health to justify the issue.
[03:13:44.148 --> 03:13:51.990]  And even the NRA gets it that the CDC said guns, it's not about taking your guns because the second amendment, it's a health thing we're going to take them.
[03:13:52.250 --> 03:13:55.691]  So they're really trying to position the CDC like where they were saying, we control the rents.
[03:13:56.491 --> 03:13:58.412]  I totally agree to just introduce this idea.
[03:13:58.492 --> 03:13:59.032]  It's incredible.
[03:14:00.356 --> 03:14:12.322]  Well, the Supreme Court ruled against the CDC said they did not have power and they do not to have a moratorium on evictions, which has caused a great deal of damage to the rental economy in the United States.
[03:14:12.802 --> 03:14:17.744]  And in like manner, they're probably going to say that the OSHA does not have the power to mandate vaccines.
[03:14:18.965 --> 03:14:25.148]  As they say, it's a, it's a quantumly different, you know, than certain safety measures within society.
[03:14:25.728 --> 03:14:27.289]  But I think it's important to realize.
[03:14:28.666 --> 03:14:31.167]  That we are really in a tug of war.
[03:14:31.607 --> 03:14:41.130]  Even the Cato Institute, even the Heritage Foundation have given up the good legal arguments and said, well, this is a state versus federal issue.
[03:14:41.170 --> 03:14:43.611]  The states do have the power to mandate these things.
[03:14:43.711 --> 03:14:44.892]  And this is not true.
[03:14:45.752 --> 03:14:50.914]  There is no constitution within the state government that gives the state the power to take away fundamental rights.
[03:14:51.214 --> 03:14:56.976]  And like the constitution of many states guarantees the same fundamental rights that the federal does, enumerated rights.
[03:14:57.583 --> 03:15:07.112]  And in no constitution in any state in this country does it give emergency powers to the legislature, to the governor, or to health authorities to denigrate or take away those fundamental rights.
[03:15:07.592 --> 03:15:11.816]  And I wish somebody would start to argue that point rather than argue the
[03:15:13.172 --> 03:15:21.901]  Sure, they're having arguments about little side issues.
[03:15:21.921 --> 03:15:22.761]  So let me ask you this.
[03:15:23.562 --> 03:15:24.844]  I think Rand Paul's a good man.
[03:15:24.944 --> 03:15:27.847]  I think Cotton's, you know, a little questionable, but at least has good rhetoric.
[03:15:27.887 --> 03:15:31.891]  Josh Hawley, Ted Cruz, you know, is certainly smart.
[03:15:32.332 --> 03:15:32.392]  Yes.
[03:15:49.688 --> 03:15:52.989]  And they would win that fight very quickly, but they don't.
[03:15:53.250 --> 03:15:55.751]  Rand Paul's had a lot of courage saying, arrest Fauci, that's great.
[03:15:56.111 --> 03:15:57.211]  I think he's one of the best hopes.
[03:15:57.631 --> 03:15:58.792]  But why won't they go there?
[03:15:58.812 --> 03:16:01.013]  Because I know Rand Paul and I know what he knows.
[03:16:01.633 --> 03:16:03.034]  Why don't they go all the way?
[03:16:03.054 --> 03:16:08.256]  Because if we had clear knowledge of conspiracy, which Trump didn't have, he certainly meant well, as you pointed out.
[03:16:08.996 --> 03:16:11.318]  Like he tried to do good things in Syria, letting the Russians come in.
[03:16:11.358 --> 03:16:12.860]  He tried to have a good plan in Afghanistan.
[03:16:13.140 --> 03:16:14.361]  So clearly they didn't like him.
[03:16:14.902 --> 03:16:19.546]  But if we did have somebody with knowledge of this and actually fought them on their own...
[03:16:20.686 --> 03:16:24.767]  Ground in a serious discussion with the public about who they are.
[03:16:25.107 --> 03:16:28.628]  It's the man behind the curtain is now exposed, but no one will do that.
[03:16:28.648 --> 03:16:29.769]  I know that's been your frustration.
[03:16:29.789 --> 03:16:33.510]  I remember you on my show like 18 years ago, 20 years ago, frustrated.
[03:16:33.590 --> 03:16:37.371]  I didn't really get what you were saying because I thought, well, I'm 25 and I get this.
[03:16:37.811 --> 03:16:41.652]  But it turns out I hang around with billionaires and people, they don't know this stuff.
[03:16:41.932 --> 03:16:45.153]  And it's like there's a spiritual block, Joel, because I can see it.
[03:16:45.193 --> 03:16:45.693]  You can see it.
[03:16:45.733 --> 03:16:46.533]  It's all right there.
[03:16:47.373 --> 03:16:48.614]  And they don't see it.
[03:16:48.654 --> 03:16:49.174]  They don't get it.
[03:16:50.657 --> 03:16:53.539]  Well, let me tell you what the basic problem is in fighting it.
[03:16:54.180 --> 03:16:56.762]  Let's suppose that I was elected to high public office.
[03:16:56.782 --> 03:17:07.130]  Let's suppose I was the president of the United States and I tried to tell the American people that terror was created by the deep state, that 9-11 was a deep state operation, etc.
[03:17:07.610 --> 03:17:09.932]  You know, you can't get away with soundbites like that.
[03:17:10.092 --> 03:17:19.519]  It takes hours and hours of detailed information to be able to convince people about the details which make for conspiracy and half of that stuff is hidden.
[03:17:20.017 --> 03:17:21.758]  Behind the veil of national security.
[03:17:22.099 --> 03:17:32.426]  And if you make one mistake, Alex, if you make one mistake that they can pull out their hidden knowledge of what really happened and contradicts you, then that's what they're going to pay as a drumbeat.
[03:17:33.206 --> 03:17:35.168]  This is what puts the fear in people.
[03:17:35.188 --> 03:17:43.594]  I mean, you have an audience six, eight hours a day, and you can put in these kinds of details, but even a president of the United States doesn't have that kind of time.
[03:17:43.994 --> 03:17:49.218]  And as I say, if he makes one mistake, they're going to crucify him on the issue of conservative, I mean, of conspiracy.
[03:17:49.585 --> 03:17:55.848]  Which has now become such a poisonous word in our society that no politician dares to talk about this.
[03:17:55.948 --> 03:17:58.470]  I mean, even Tucker Carlson... That's it, you answered it.
[03:17:58.530 --> 03:17:59.630]  They're scared to go there.
[03:17:59.670 --> 03:18:04.333]  They know it, but they've demonized the term globalist New World Order, and so they're scared to go there.
[03:18:04.353 --> 03:18:09.696]  But I found going there, there's enough of the public that gets it now that they could actually do it.
[03:18:09.716 --> 03:18:15.939]  And that's what I'm really behind the scenes pushing people to do is, you know, come out with it, because that's our only hope, I think.
[03:18:16.159 --> 03:18:17.500]  I mean, is there any way biblically
[03:18:18.376 --> 03:18:31.367]  I mean, I guess revelations there, it's a fact to bypass this, or is it like choose your own adventure where Nineveh, they got a hundred year reprieve, obviously prophecy will be fulfilled, but is there, what do you think the timeframe is of the Antichrist Armageddon?
[03:18:32.108 --> 03:18:36.111]  And is there any way to bypass the blow or push it off?
[03:18:36.131 --> 03:18:38.834]  Cause I mean, I'll be honest, I'm ready to die for this.
[03:18:38.854 --> 03:18:42.377]  I just don't, I'd like to, I'd like to push this out for my children.
[03:18:43.985 --> 03:18:45.166]  Well, I'll be frank with you.
[03:18:45.186 --> 03:19:02.445]  I personally believe that because of the failure of people to listen to the promptings of conscience on a variety of things, I mean, we are a conscience-violating society now, getting into greater and greater evil, that we've lost the blessings of protection of God.
[03:19:03.271 --> 03:19:03.471]  All right.
[03:19:03.831 --> 03:19:14.356]  So the proof of that is in our movement, no matter how sincere we are, no matter how much desperately we want to reestablish constitutional governance, the Lord is not helping us.
[03:19:15.496 --> 03:19:22.399]  There's no single leader that has the courage to come out and one, say this COVID pandemic is a fraud.
[03:19:22.479 --> 03:19:24.700]  Not even Christy Noem will come out and say it's a fraud.
[03:19:25.316 --> 03:19:30.579]  No one has the audacity to come out and say these vaccines are not safe and they're not effective.
[03:19:31.060 --> 03:19:33.181]  There's just no courage anywhere to do that.
[03:19:33.961 --> 03:19:35.462]  And where is the Lord?
[03:19:35.482 --> 03:19:38.724]  I mean, look at the founding of this country.
[03:19:39.084 --> 03:19:51.632]  It's the only time in history where the Lord has allowed these great men, the Madison's, the Jefferson's, the George Mason's, the George Washington, to rise to positions of political power.
[03:19:52.293 --> 03:19:57.474]  And sufficient wealth in an upper middle class society to gain power and to be established.
[03:19:57.574 --> 03:20:00.615]  And even then, they barely got the Constitution through.
[03:20:01.095 --> 03:20:03.356]  With all of its flaws, they barely got it through.
[03:20:03.376 --> 03:20:07.037]  And it's been a downhill run ever since.
[03:20:07.097 --> 03:20:07.497]  You're right.
[03:20:07.557 --> 03:20:11.398]  I mean, I try to read newspapers from 1776 and I've got a big vocabulary.
[03:20:11.538 --> 03:20:12.758]  I can't hardly understand it.
[03:20:13.018 --> 03:20:14.078]  And they weren't showing off.
[03:20:14.138 --> 03:20:16.719]  They were incredible specimens compared to us.
[03:20:17.930 --> 03:20:18.350]  That's right.
[03:20:18.711 --> 03:20:26.075]  But what I'm saying is, you know, could God have gotten into Donald Trump's circle somebody who could have told him about the Deep State?
[03:20:26.475 --> 03:20:27.776]  He could have, but he didn't.
[03:20:28.617 --> 03:20:31.899]  And so Donald Trump to this day is still ignorant of the Deep State.
[03:20:31.939 --> 03:20:33.480]  He still can't tell whose Deep State it is.
[03:20:33.520 --> 03:20:35.381]  Because he's swimming in a den of vipers.
[03:20:35.421 --> 03:20:36.502]  I mean, he literally is.
[03:20:36.902 --> 03:20:39.344]  He came from the New York swamp into another swamp.
[03:20:39.664 --> 03:20:40.264]  He means well.
[03:20:40.284 --> 03:20:41.045]  You're absolutely right.
[03:20:41.105 --> 03:20:41.845]  And we're not just saying that.
[03:20:41.885 --> 03:20:42.826]  I mean, Trump pissed him off.
[03:20:43.066 --> 03:20:44.007]  He did a lot of good things.
[03:20:44.767 --> 03:20:45.928]  Wow, it's just incredible.
[03:20:47.062 --> 03:20:48.343]  Joel, let me ask you this question.
[03:20:49.364 --> 03:20:54.227]  I totally agree with you that what they said last year was fake.
[03:20:55.127 --> 03:21:02.833]  And so a lot of experts I talked to think they've released some prion or sprayed something, but I can tell you they hit Texas and Florida, almost my entire office.
[03:21:03.333 --> 03:21:06.055]  I'd say 95% of people got seriously ill.
[03:21:06.315 --> 03:21:08.777]  My dad, who was in pretty good shape, almost died.
[03:21:08.797 --> 03:21:13.520]  I got him on the regimens that Dr. Bartlett and Zelenko said.
[03:21:14.040 --> 03:21:15.021]  My dad didn't tell me he was sick.
[03:21:15.401 --> 03:21:19.503]  So by the time I got over there, he was like 82 oxygen, you know, couldn't even talk, couldn't even get up.
