[00:00:10.478 --> 00:00:12.300]  They're all alike.
[02:21:57.859 --> 02:22:08.404]  And a paper from Mayo Clinic in Boston by Neeson and colleagues showed when you get to about 25% vaccinated in a population, you're no longer going to have ecological diversity and it will narrow.
[02:22:08.684 --> 02:22:19.773]  What happened in the United States following India and the UK is we went from about 2% Delta early in the spring to most recent estimates end of August by CDC 99.1% Delta.
[02:22:19.773 --> 02:22:20.133]  Wow.
[02:22:20.133 --> 02:22:24.637]  We've never had 99% of a single strain in the United States.
[02:22:24.637 --> 02:22:29.460]  That is a product of vaccination changing the ecological diversity of the variant.
[02:22:29.460 --> 02:22:30.181]  Explain how that works.
[02:22:31.053 --> 02:22:49.438]  It turns out that in a paper by Fahrenholt, another one by Venkata Krishnan, and then actually by our CDC director getting on TV, Americans learned that the Delta variant, which has seven mutations in the spike protein, several in the nucleocapsid, it has basically achieved antigenic escape.
[02:22:49.438 --> 02:22:54.660]  What that means is that the antibodies that are raised by the vaccines cannot hit the virus.
[02:22:54.940 --> 02:22:55.080]  I think
[02:23:13.496 --> 02:23:17.519]  Now, how did you and so many other doctors a year ago, year and a half ago, predict it would fail?
[02:23:42.242 --> 02:23:50.596]  Predict it would cause all these problems, and then why do you think, I know you don't like to speculate, would the establishment go forward with something they knew would be a fiasco?
[02:23:51.201 --> 02:23:53.243]  Linus Pauling predicted it a long time ago.
[02:23:53.243 --> 02:23:56.767]  Linus Pauling said, listen, don't try to vaccinate for the common cold.
[02:23:56.767 --> 02:23:57.307]  Why?
[02:23:57.307 --> 02:24:00.590]  Because we have a respiratory virus.
[02:24:00.590 --> 02:24:09.559]  It is going to use the nasal and oropharyngeal air passages for its initial touchdown in the human body.
[02:24:09.559 --> 02:24:12.622]  That's not well protected by systemic vaccines.
[02:24:12.622 --> 02:24:14.084]  We know that the lymph nodes and
[02:24:14.484 --> 02:24:23.635]  And IGA and the other components of the immune system up in the nose and mouth are not well juiced by a vaccine that goes in the arm.
[02:24:23.635 --> 02:24:29.302]  The other reason why we knew this is that coronaviruses are a family of common cold viruses
[02:24:29.882 --> 02:24:33.724]  And prior attempts at trying to vaccinate against them have failed.
[02:24:33.724 --> 02:24:44.288]  To make matters worse, it wasn't that it was chosen a live attenuated or a killed vaccine, which has been tried and failed, or a pure protein vaccine, which is still on the way.
[02:24:44.288 --> 02:24:46.649]  Instead, the decision was a genetic vaccine.
[02:24:47.009 --> 02:24:50.530]  And the genetic vaccines have a dangerous mechanism of action.
[02:24:50.530 --> 02:24:57.813]  They trick the body cells into producing the dangerous Wuhan spike protein, the original wild-type spike protein.
[02:24:57.813 --> 02:25:10.358]  This spike protein is the product of gain-of-function research out of the Wuhan lab, and now the human body is tricked into producing it by synthetic messenger RNA, which has very strong nucleoside
[02:25:10.858 --> 02:25:13.540]  And that was my next question because, again, I use layman terms.
[02:25:36.512 --> 02:25:41.215]  I just knew that like the polio vaccine they're using is the number one cause of polio because it's a live virus vaccine.
[02:25:41.215 --> 02:25:56.182]  And I've talked to other scientists and I read the reports, this genetic system, I understand it's a genetic vaccine, so it's like synthetic, correct me if I'm wrong, I'm just saying that sounds closer to a live virus vaccine because it does go into your body and produce a synthetic copy.
[02:25:56.182 --> 02:25:57.483]  So it sounds similar to that.
[02:25:57.483 --> 02:26:02.085]  So I'm trying to understand how it's creating variants or how it's shedding if it's not a live virus.
[02:26:02.245 --> 02:26:09.587]  No, it's different because in a live attenuated, let's say, even a replication incompetent, you're getting exposed to the entire virus.
[02:26:09.587 --> 02:26:11.448]  That would be like the inactivated flu.
[02:26:11.448 --> 02:26:19.830]  But the point is, here we actually have the genetic code for the worst part of the virus going into our cells.
[02:26:19.830 --> 02:26:25.072]  Our cells produce this protein in an uncontrolled fashion for an uncontrolled duration of time.
[02:26:25.072 --> 02:26:31.954]  It's expressed on a cell surface, which is wrong, and then the body attacks its own cells because it recognizes the spike protein
[02:26:32.194 --> 02:26:36.155]  And you and others warned of that over a year ago, so why the hell did the system do this?
[02:26:36.155 --> 02:26:48.298]  I published an op-ed in The Hill this summer, before all this took off, and the title of the paper was The Great Gamble of the COVID-19 Vaccine Development Program.
[02:26:48.298 --> 02:26:51.199]  And I didn't predict all of it, but I said, you know what, this looks
[02:26:51.899 --> 02:26:54.000]  Very, very much to be a gamble.
[02:26:54.000 --> 02:26:56.320]  We are putting all of our eggs in one basket.
[02:26:56.320 --> 02:26:59.601]  There was a defocus on early and late treatment.
[02:26:59.601 --> 02:27:06.283]  We were hyper-focusing on fear, isolation, lockdowns, wearing a mask, and waiting to be saved by a vaccine.
[02:27:06.283 --> 02:27:10.985]  There was almost this vaccine prep that was going on from a psychological perspective.
[02:27:10.985 --> 02:27:15.206]  And then when these vaccines were rolled out, there really weren't too many questions asked.
[02:27:15.486 --> 02:27:16.646]  Like what is this stuff?
[02:27:16.646 --> 02:27:19.427]  How long does it last in the human body?
[02:27:19.427 --> 02:27:21.208]  And so we learned everything after the fact.
[02:27:21.208 --> 02:27:28.311]  For instance, a paper from Ogata and colleagues from Harvard shows the spike protein circulates in the human body for two weeks afterwards.
[02:27:28.311 --> 02:27:37.794]  We know the spike protein damages blood cells, it damages blood vessels, cells, endothelial cells, and causes thrombosis and blood clots.
[02:27:37.794 --> 02:27:39.015]  So is it true that it can
[02:27:40.235 --> 02:27:41.857]  Shed and infect others?
[02:27:41.857 --> 02:27:54.866]  It's true that the Chinese have shown the whole virus gets into sweat, it gets into oropharyngeal and urogenital secretions and it makes sense the spike protein, a subunit of the virus, clearly would be in these body secretions and shedding probably does occur.
[02:27:54.866 --> 02:28:05.895]  I can tell you clinically the most significant shedding I've ever seen clinically is a recipient of the shedding event that the young person expressed shingles.
[02:28:06.315 --> 02:28:10.079]  As an example, or can change menstrual periods or feel somewhat ill.
[02:28:10.079 --> 02:28:14.343]  That's what we've seen in the news is people that have partners that took it are getting rashes.
[02:28:14.343 --> 02:28:18.747]  Right, and so in fact it was basically close contact, sexual contact.
[02:28:18.747 --> 02:28:21.990]  So it's reasonable advice based on what's known.
[02:28:21.990 --> 02:28:25.773]  No close contact for about four weeks with the vaccinated individual.
[02:28:25.773 --> 02:28:26.934]  Wow, doctors stay there.
[02:28:26.934 --> 02:28:27.615]  This is incredible.
[02:28:27.975 --> 02:28:29.116]  I want you to go wherever you want.
[02:28:29.116 --> 02:28:36.081]  We come back back into the vaccine failure, where you think this goes and what you think is going to happen now that this is all coming out.
[02:28:36.081 --> 02:28:37.723]  I mean, the world's learning about this.
[02:28:37.723 --> 02:28:40.885]  This thing's falling apart.
[02:28:40.885 --> 02:28:49.312]  If you're concerned about the power grid and want to generate your own supply of off grid electricity, this will be the most important message you'll hear this year.
[02:28:49.312 --> 02:28:50.332]  Here's why.
[02:28:50.332 --> 02:28:53.595]  We now have a small number of solar generators back in stock.
[02:28:54.187 --> 02:28:59.311]  These emergency backup systems provide life-saving backup power when you need it most.
[02:28:59.311 --> 02:29:08.297]  And unlike gas generators, solar generators run quietly, emit no dangerous fumes, and produce an endless supply of free electricity from the sun.
[02:29:08.297 --> 02:29:16.262]  Whether it's wildfires, dangerous weather, power grid issues, or just getting off the grid, you'll never have to suffer through painful power outages again.
[02:29:16.974 --> 02:29:23.056]  Even better, all this week, radio listeners get over $700 in free off-the-grid bonuses too!
[02:29:23.056 --> 02:29:26.898]  Go to MySolarBackup.com to learn more and check availability.
[02:29:26.898 --> 02:29:28.899]  That's MySolarBackup.com.
[02:29:28.899 --> 02:29:37.322]  Look for the free report, Crisis Cooling, how to make absolutely sure your meat, milk, and medicines stay safe and cool in any power outage.
[02:29:37.322 --> 02:29:39.663]  Yours free at MySolarBackup.com.
[02:29:41.707 --> 02:29:57.894]  In late August, InfoWars saw an explosion of orders because our audience understands that the globalists are destabilizing the planet by design and are attempting to cause an economic and financial collapse worldwide.
[02:29:57.894 --> 02:30:01.555]  Now, ladies and gentlemen, storable food has always been something that's important to have.
[02:30:01.555 --> 02:30:08.258]  It's a checkbox that everybody needs to have taken care of, right along with water filtration, self-defense, and a relationship with God.
[02:30:08.878 --> 02:30:12.920]  But now, more than ever, you need to get your storable food orders in now.
[02:30:12.920 --> 02:30:15.662]  We're ready to ship to you within 24 hours of your order.
[02:30:15.662 --> 02:30:16.482]  It's high quality.
[02:30:16.482 --> 02:30:19.684]  It's very, very low cost at InfoWorksStore.com.
[02:30:19.684 --> 02:30:27.047]  Because in the future, you're going to see more food supply shortages and you're going to see food supply price increases that are already taking place.
[02:30:27.047 --> 02:30:30.589]  So lock in your storable food now at a lower price and fund the info
[02:30:30.609 --> 02:30:34.671]  There is very little contemporary study in the world of the planet's ruling class.
[02:30:34.671 --> 02:30:40.395]  Not in Communist China, not in Mexico, not in the United States, not anywhere is there a real study of the planet's ruling class.
[02:30:40.395 --> 02:30:43.577]  And that's done by design.
[02:31:00.060 --> 02:31:15.974]  The large central banks that basically control the planet will penalize and target any academics that look into, say, the Anglo-American establishment that founded the Bilderberg Group, the Trilateral Commission of the United Nations, the whole project of the Rothschilds and the Rockefellers.
[02:31:15.974 --> 02:31:21.720]  Until ten years ago, the media said, the controlled corporate media, that the Bilderberg Group didn't exist.
[02:31:21.720 --> 02:31:24.202]  Well, now the Bilderberg Group is public, and its former head,
[02:31:25.097 --> 02:31:30.719]  Just a week ago, we got a new shipment of vitamin and mineral fusion back in stock.
[02:31:30.719 --> 02:31:32.580]  And it was only half of the order we wanted to get.
[02:31:32.580 --> 02:31:36.021]  But because we won't cut corners on the quality of what goes into it,
[02:31:52.446 --> 02:31:52.686]  Yeah.
[02:32:10.014 --> 02:32:10.474]  We're good to go!
[02:32:44.077 --> 02:32:46.639]  You're listening to the Alex Jones Show!
[02:32:56.926 --> 02:33:00.949]  The answer to 1984 is 1776.
