[00:00:00.000 --> 00:00:13.220]   *fart* *outro*
[02:31:01.335 --> 02:31:02.175]  That's really what this is.
[02:31:04.656 --> 02:31:07.358]  Any species of crab I've ever caught, put them in a bucket.
[02:31:07.838 --> 02:31:08.938]  They can work together to get out.
[02:31:08.958 --> 02:31:13.754]   But instead, any crab that tries to get out, They didn't go over and grab him and attack him and start killing him.
[02:31:14.094 --> 02:31:16.055]  As long as he just sits there and dies, they're all happy.
[02:31:16.956 --> 02:31:19.317]  But if that one crab tries to get out, they're not about to let that happen.
[02:31:20.598 --> 02:31:22.679]  Hence the intergalactic crab bucket system.
[02:31:23.439 --> 02:31:25.340]  Or the chicken shit dimension.
[02:31:25.360 --> 02:31:28.822]  You really want to talk about what Zuckerberg and all of them are building.
[02:31:29.582 --> 02:31:30.843]  It's the chicken shit dimension.
[02:31:32.564 --> 02:31:38.609]   Where you go in there believing you're going to find Enlightenment, and all you do is find depression and enslavement.
[02:31:38.930 --> 02:31:44.054]  Because once they get you in their system, just like the general internet was, they're gonna clamp down on it and take all the basic freedoms away.
[02:31:44.074 --> 02:31:44.495]  That's the plan.
[02:31:44.515 --> 02:31:53.703]  They're gonna allow the Wild Wild West of VR, and they're gonna have all the prizes and celebrity worship for people that are involved in there.
[02:31:54.404 --> 02:32:00.724]   And then as soon as everybody basically is addicted to it and needs it to have their job or work or live, They're going to drop the boom on people.
[02:32:00.925 --> 02:32:03.107]  And that's already happened with the whole lockdowns.
[02:32:03.147 --> 02:32:06.970]  That's a forced system to jump us off the tracks we were on, onto the metaverse system.
[02:32:07.711 --> 02:32:08.312]  That's their play.
[02:32:09.132 --> 02:32:11.495]  Total false reality, total false reality immersion.
[02:32:12.384 --> 02:32:14.205]  A true matrix system being built.
[02:32:14.706 --> 02:32:16.066]  We're now being inserted into the matrix.
[02:32:16.087 --> 02:32:19.128]  Starts with radio, then TV becomes the center of the household.
[02:32:19.569 --> 02:32:20.649]  People have dinner around it now.
[02:32:20.669 --> 02:32:24.392]  Instead of talking to grandma and grandpa and your neighbors and reading books, you now watch the TV.
[02:32:24.412 --> 02:32:29.395]  Then it's desktop computers, then it's handheld computers, then it's VR goggles and Google glasses.
[02:32:29.916 --> 02:32:36.580]  And then it's them forcing you into that system to use it to work or be able to even do basic business, because that's what all the major companies are going to demand.
[02:32:37.470 --> 02:32:42.833]  And then if you don't behave and operate the way they want, you're basically even blocked out of that system and starved to death.
[02:32:42.873 --> 02:32:46.334]  It's just like if you don't take the poison shots, you're blocked out of the system.
[02:32:47.455 --> 02:32:48.535]  It's the same thing over and over again.
[02:32:48.695 --> 02:32:50.996]  All of it is used to control you, not to empower you.
[02:32:51.397 --> 02:32:52.417]  It's evil from the beginning.
[02:32:52.296 --> 02:32:54.296]  It's a snare.
[02:32:54.296 --> 02:33:00.296]  [Music]
[02:33:01.296 --> 02:33:06.296]   Leading a frontal assault on the lies of the New World Order is...
[02:33:06.988 --> 02:33:08.988]  It's Alex Jones.
[02:33:08.988 --> 02:33:27.988]  [music]
[02:33:27.988 --> 02:33:32.988]  Live from Austin, Texas, it's Alex Jones.
[02:33:33.557 --> 02:34:01.199]   All right, we haven't really broken down or described what Reset Wars is, but next hour, Jake Ducey, who's a really smart fellow I've been working with for a while, is going to be guest hosting and laying out, just from MKUltra, government documents, the mind control program that was tested on groups We're now being rolled out against the general public for the metaverse and more.
[02:34:01.219 --> 02:34:04.600]  So you're gonna start getting preludes as we go into December.
[02:34:04.680 --> 02:34:12.323]  And on December 7th, we release Mind Wars, Spirit Wars, the first two parts of Reset Wars.
[02:34:13.083 --> 02:34:15.644]  And you'll see all the details of that at ResetWars.com.
[02:34:15.664 --> 02:34:22.486]  You wanna be the first to get information or to also get, you know, promo deals where you get a discount on some of the things that are gonna be rolling out.
[02:34:22.907 --> 02:34:24.187]  ResetWars.com.
[02:34:24.367 --> 02:34:29.151]   Believe me, if you just Learn this information and get empowered with it.
[02:34:29.531 --> 02:34:31.994]  It will be the biggest secret weapon ever against the New World Order.
[02:34:32.374 --> 02:34:36.099]  I don't get up here and talk about things that aren't real or aren't effective.
[02:34:36.199 --> 02:34:39.362]  And this is the secrets they know that they're using against you.
[02:34:39.382 --> 02:34:42.005]  So this is like having the enemy's weapons handbook.
[02:34:42.646 --> 02:34:47.370]  And quite frankly, general public with this information could hurt a lot of people.
[02:34:47.650 --> 02:34:48.171]  But you know what?
[02:34:48.651 --> 02:34:53.255]  Justice be done, though the heavens fall, you need to know how they're mind controlling you.
[02:34:53.295 --> 02:34:54.215]  You need to know the tricks.
[02:34:54.636 --> 02:34:56.417]  And I believe there's more good people than bad people.
[02:34:56.717 --> 02:34:58.419]  Are people going to use this information to hurt people?
[02:34:58.839 --> 02:34:59.339]  Absolutely.
[02:34:59.379 --> 02:35:00.921]  Just like you can go buy a gun and go hurt somebody.
[02:35:01.181 --> 02:35:04.283]  But more good people, probably 50 to 1, use a gun for defense.
[02:35:04.784 --> 02:35:10.815]   And so this is real Been on air 28 years in InfoWars, okay?
[02:35:11.175 --> 02:35:12.656]  This is the big secrets, okay?
[02:35:13.256 --> 02:35:14.356]  This is the big enchiladas.
[02:35:15.017 --> 02:35:16.297]  Going back to Nick Fuentes.
[02:35:16.337 --> 02:35:26.941]  Nick, I always ask questions and you answer me, you do a great job, but I just want to ask you, what's on your radar front and center right now in this crazy world as things just get more and more insane?
[02:35:29.062 --> 02:35:40.555]  Well, I would say, you know, for the past weekend I've been focusing a lot on the Kyle Rittenhouse case, and I think that interview's supposed to come out tonight, so that's definitely big on my radar.
[02:35:40.795 --> 02:35:43.958]  I'm getting back on my show actually this week, so I'll be covering that.
[02:35:44.900 --> 02:35:51.246]   And then, you know, we're also looking at The climate agenda actually seems to be coming back into the spotlight.
[02:35:51.767 --> 02:36:02.096]  And I guess the other big thing is a little bit of a concern is I'm wondering if there's going to be another big wave of coronavirus lockdown and fake case numbers.
[02:36:02.496 --> 02:36:04.658]  You know, I feel like we're due for something like that again.
[02:36:05.079 --> 02:36:11.244]  It's been a long time since that's been present in the news and justifying, you know, further vaccination and all of that.
[02:36:12.441 --> 02:36:16.921]   And then of course you have the vaccination too. We've been covering the federal vaccine mandate
[02:36:16.921 --> 02:36:21.641]   implementation of that. We got a little bit of a reprieve, you know, we got a break since the
[02:36:21.641 --> 02:36:27.641]   federal judge shut that down. I think OSHA's shut down their enforcement of it as well. But those
[02:36:27.641 --> 02:36:32.521]   are the big things that are on my radar lately. The globalist moving for these big action items,
[02:36:32.521 --> 02:36:35.721]  big global threats. Well we should also talk about you.
[02:36:35.940 --> 02:36:37.622]  How long have you been on the no-fly list?
[02:36:37.743 --> 02:36:39.805]  I know the lawyer that represents you.
[02:36:39.845 --> 02:36:41.788]  He's also my lawyer, Norm Padish.
[02:36:41.808 --> 02:36:43.650]  Norm Padish, you're having to go through a lot of hell.
[02:36:43.970 --> 02:36:50.599]  You've got to ride on trains, everything else, and they're trying to talk about taking that away from folks if you haven't had the vaccine, so pretty soon you won't be able to even travel.
[02:36:51.786 --> 02:36:52.906]  That's exactly right, yeah.
[02:36:53.007 --> 02:37:01.070]  I've been on the no-fly list now, or at least I've known that I'm on the no-fly list since May, so it's been about six, five or six months now.
[02:37:01.610 --> 02:37:04.392]  And, you know, people wouldn't believe how difficult it is.
[02:37:04.412 --> 02:37:06.813]  And I'm sure, you know, you go through a lot of the same stuff.
[02:37:06.853 --> 02:37:12.195]  But since the Capitol, I've been put on the no-fly list, which is an awful, awful experience.
[02:37:12.535 --> 02:37:15.217]  Because I need to travel, you know, for the kind of work that we do.
[02:37:15.758 --> 02:37:26.366]  Like, as an example, when I go to New York City to do an anti-vaccine protest, this is something that normally should cost a few hundred bucks and take a few hours, you know, to get from Chicago to New York.
[02:37:26.426 --> 02:37:29.048]  But now for me, I have to take a train 20 hours.
[02:37:30.509 --> 02:37:31.490]  No, that's not easy.
[02:37:32.090 --> 02:37:36.373]  Doing 20 hours of travel on a train, sleeping on the train, everything like that.
[02:37:36.753 --> 02:37:40.736]  Or if I need to get down to Texas or California, these are... Well, let's think about this.
[02:37:40.836 --> 02:37:45.560]  I mean, the left whined about McCarthy that didn't do one cent that they're already doing.
[02:37:46.020 --> 02:37:48.882]  And imagine if they weren't allowed to get on an airplane for their political views.
[02:37:49.122 --> 02:37:50.163]  You don't have a criminal record.
[02:37:50.423 --> 02:37:51.724]  You didn't do anything violent at the Capitol.
[02:37:51.764 --> 02:37:53.205]  You tried to stop it just like I did.
[02:37:53.526 --> 02:37:54.326]  They throw you on.
[02:37:54.386 --> 02:37:55.247]  It's a secret list.
[02:37:55.287 --> 02:37:56.408]  Can't learn why you're on it.
[02:37:56.768 --> 02:37:58.389]  How 1984 is that?
[02:37:58.650 --> 02:38:00.651]  I mean, we're not going towards martial law.
[02:38:00.931 --> 02:38:02.072]  This is martial law.
[02:38:02.332 --> 02:38:06.616]  And if we don't say something when it happens to Nick Fuentes, well, then who's going to be there for us when it happens to us?
[02:38:06.896 --> 02:38:07.496]  And you're right.
[02:38:07.556 --> 02:38:10.739]  We've both been through living hell to fight these monsters.
[02:38:11.019 --> 02:38:15.783]  And it's time more people rallied to our aid for their own future freedom.
[02:38:15.843 --> 02:38:16.864]  This is serious.
[02:38:18.194 --> 02:38:20.897]  It's true, and you know, it's not like we're going there.
[02:38:20.977 --> 02:38:21.517]  You said it.
[02:38:21.597 --> 02:38:22.298]  We're there.
[02:38:22.438 --> 02:38:23.979]  You know, and people need to wake up.
[02:38:24.040 --> 02:38:25.361]  I've said this on my show.
[02:38:25.641 --> 02:38:26.822]  You know, look at where we are.
[02:38:27.062 --> 02:38:28.344]  Vaccine mandates.
[02:38:28.384 --> 02:38:37.872]  Did you think that if you got in a time machine and went back in time a year, two years, and told yourself, what was going on today, that two years ago people would have even believed you?
[02:38:37.893 --> 02:38:38.633]  They would have said, what?
[02:38:38.673 --> 02:38:39.294]  You're crazy.
[02:38:39.334 --> 02:38:40.275]  That's not going to happen.
[02:38:40.855 --> 02:38:49.021]  Point being, we're already so far beyond the pale of what is acceptable in a free society, but because it's happening incrementally and gradually...
[02:38:49.721 --> 02:39:25.877]   People get acclimated and so first people got acclimated for the five weeks and then the five-week extension and then the masks and then the and then it started to be the incentives for the vaccine and now it's the disincentives you know the firings and the passports and all that and it's people like myself being put on a literally on a terror watch list federal no-fly list and you know I'm somebody who now I'm 23 I've never committed a crime I've never been in a fight I've never engaged in violence I've never been charged with anything I've never been arrested, I've never even had any kind of civil lawsuits or anything like that, and yet I can't have, like, a bank account.
