[00:00:09.856 --> 00:00:12.277]  Oh, got my bag.
[01:59:01.360 --> 01:59:02.680]  Why it's global?
[01:59:02.680 --> 01:59:07.202]  Since when do I open the paper and it's like, well the UN says you can take your mask off in 2024 now.
[01:59:07.202 --> 01:59:10.003]  Well the UN says we're going to give pregnant women shots now with no study.
[01:59:10.003 --> 01:59:15.505]  It's like, when did I wake up and the United Nations was in charge and the WHO of everything.
[01:59:15.505 --> 01:59:18.886]  Ezra Levant of Rebel Media, rebelmedia.com is our guest.
[01:59:18.886 --> 01:59:26.028]  I'm Alex Jones with Infowars.com and Newswars.com and I want him to recap this other church, this chain reaction because
[01:59:26.608 --> 01:59:27.889]  This is the answer to tyrants.
[01:59:27.889 --> 01:59:28.350]  I agree.
[01:59:28.350 --> 01:59:29.731]  This is the second ditch.
[01:59:29.731 --> 01:59:31.312]  We've all got to start saying no.
[01:59:31.312 --> 01:59:32.313]  Civil disobedience.
[01:59:32.313 --> 01:59:33.134]  Nonviolent.
[01:59:33.134 --> 01:59:35.596]  And they can't put us all in jail, ladies and gentlemen.
[01:59:35.596 --> 01:59:37.697]  And it just moves on from there.
[01:59:37.697 --> 01:59:40.400]  We've got to go protest at these government officials' houses.
[01:59:40.400 --> 01:59:41.601]  We've got to sue them.
[01:59:41.601 --> 01:59:42.641]  Because they're coming after us.
[01:59:42.641 --> 01:59:45.864]  This is a global authoritarian plan, just ask Klaus Schwab.
[01:59:45.864 --> 01:59:46.725]  Back in 60 seconds.
[01:59:52.330 --> 01:59:54.391]  I knew Trump was embattled.
[01:59:54.391 --> 02:00:00.533]  I knew he was surrounded by cowards and by double-talking agents of the enemy.
[02:00:00.533 --> 02:00:03.935]  And a lot of people just couldn't believe it.
[02:00:03.935 --> 02:00:07.876]  They're like, oh no, it's 3G chess, 5G chess, he's invincible.
[02:00:07.876 --> 02:00:11.338]  And I understand why people wanted to believe that, because this is scary what's going on.
[02:00:11.338 --> 02:00:13.319]  The global government, the new world order.
[02:00:13.319 --> 02:00:16.220]  Now that people have woken up to the fact that that's real, they want somebody to come save them from.
[02:00:16.972 --> 02:00:18.934]  Well, Trump sure as hell tried.
[02:00:18.934 --> 02:00:25.019]  My gosh, look at how prescription drug prices just tripled or quadrupled depending on the drug once Biden signed that executive order.
[02:00:25.816 --> 02:00:27.036]  We pay the most to anybody in the world.
[02:00:27.036 --> 02:00:30.637]  That's just one case of hundreds of things that Trump had reversed.
[02:00:30.637 --> 02:00:34.998]  And now people are going to feel the sting and the pain, the energy cost, everything else.
[02:00:34.998 --> 02:00:46.200]  But what's really illustrated this is the trial in the Senate where Trump's own lawyers are attacking him and putting him down and saying he lost the election and just engaged in all sorts of criminal activity.
[02:00:46.200 --> 02:00:48.060]  Because the fix is in, folks.
[02:00:48.060 --> 02:00:49.601]  This swamp is deep.
[02:00:49.601 --> 02:00:51.361]  Trump fought it, but it's up to us to win it.
[02:01:03.360 --> 02:01:09.042]  He aligns himself with the truth, and it's time for you to choose a side.
[02:01:09.042 --> 02:01:11.303]  You're listening to Alex Jones.
[02:01:23.038 --> 02:01:25.640]  And the Family Research Council famously got shot up.
[02:01:25.640 --> 02:01:29.923]  Well, now stuff on the Southern Poverty Law Center maps getting burnt all over the country.
[02:01:29.923 --> 02:01:37.168]  Hispanic Baptist churches, black churches in Alabama, if they hear that they preached against homosexuality or anything else, they get firebombed.
[02:01:37.168 --> 02:01:38.589]  And the media is like, yeah, that's good.
[02:01:38.589 --> 02:01:40.030]  That's what you deserve.
[02:01:40.030 --> 02:01:45.313]  So the left has become extremely aggressive, not just here, but all over the world.
[02:01:45.313 --> 02:01:52.258]  And Ezra Levant of Rebel Media was documenting that in Canada, they're going out and putting pastors in solitary confinement.
[02:01:52.850 --> 02:02:02.034]  Who's still in jail right now, and no judge, no jury, he's not been convicted for having his packed church open after it being closed artificially for a year.
[02:02:02.034 --> 02:02:08.497]  So you can have your sporting events and things, and you can have your liquor stores, you can have your topless bars, but you can't have your churches.
[02:02:08.497 --> 02:02:13.959]  And he was mentioning how that's spreading now, and how it's a chain reaction of people saying no.
[02:02:13.959 --> 02:02:22.363]  So, Ezra, take this segment to recap what's happening in Canada, how it's an example of tyranny, but also an example of resistance, and where you see this going.
[02:02:23.439 --> 02:02:24.439]  Sure.
[02:02:24.439 --> 02:02:31.362]  There's a church just outside Edmonton, Alberta called Grace Life Church, and their pastor, James Coates, said, you know what?
[02:02:31.362 --> 02:02:37.584]  We're just going to have church because our way of praying is together, not over Zoom, not from home.
[02:02:37.584 --> 02:02:38.924]  We're going to church together.
[02:02:39.544 --> 02:02:43.245]  And now this is an image here of the Calgary Church.
[02:02:43.245 --> 02:02:44.786]  Let me explain this image that you see here.
[02:02:44.786 --> 02:02:46.006]  You see those two trucks there, Alex?
[02:02:46.006 --> 02:02:47.727]  Sorry, I'm getting off gear for a sec.
[02:02:47.727 --> 02:02:52.829]  Those two trucks were the enforcement vans that we spotted at the Calgary Church.
[02:02:52.829 --> 02:02:54.769]  We had a drone with us, Alex.
[02:02:54.769 --> 02:02:55.289]  Take your time.
[02:02:55.289 --> 02:02:56.170]  Tell the whole story.
[02:02:56.170 --> 02:02:56.830]  Tie it all together.
[02:02:56.830 --> 02:02:57.630]  Tell us about this.
[02:02:57.630 --> 02:02:58.330]  Okay.
[02:02:58.330 --> 02:02:58.651]  Okay.
[02:03:00.487 --> 02:03:05.310]  This was spreading to a Calgary church, so we had reporters at both the Calgary and the Edmonton church.
[02:03:05.310 --> 02:03:08.372]  You can see the cops peeking out of the window there.
[02:03:08.372 --> 02:03:09.973]  We chased them off!
[02:03:09.973 --> 02:03:17.117]  We had reporters at that Calgary church, and when we pointed the cameras at them and asked them questions, they scurried off.
[02:03:17.117 --> 02:03:17.857]  We tracked them.
[02:03:17.857 --> 02:03:21.559]  They went to hide in this parking lot a couple blocks away.
[02:03:21.559 --> 02:03:22.500]  Stay with this video.
[02:03:22.500 --> 02:03:26.382]  Those are the two enforcement vans that were spying on the church.
[02:03:26.382 --> 02:03:29.424]  Now the drone goes back to the church, so you'll see that's the two
[02:03:29.944 --> 02:03:33.927]  Cop cars, they ran away when we simply asked them questions.
[02:03:33.927 --> 02:03:37.030]  Why are you persecuting Christian churches?
[02:03:37.030 --> 02:03:44.896]  Why are you allowing Walmart and Costco to operate liquor stores and cannabis stores, but you're harassing the church?
[02:03:44.896 --> 02:03:46.718]  Now the drone is headed back to the church.
[02:03:46.718 --> 02:03:51.741]  So this is, as you can see, a second church in Calgary, a smaller church.
[02:03:51.741 --> 02:03:53.483]  This was after services had sort of
[02:03:54.857 --> 02:03:57.018]  So there's only about 20 cars there.
[02:03:57.018 --> 02:04:06.761]  But my point is, the church rebellion is spreading, and a lot of these enforcement officers aren't used to doing such dirty work.
[02:04:06.761 --> 02:04:12.803]  If you're an enforcement officer, I don't know, maybe there's a dog barking, or someone parking where they shouldn't.
[02:04:12.803 --> 02:04:15.224]  You're a bylaw enforcement officer.
[02:04:15.224 --> 02:04:16.985]  You're not actually a policeman.
[02:04:16.985 --> 02:04:20.746]  You do low-level, you know, someone's camping out overnight.
[02:04:20.746 --> 02:04:22.847]  You catch people dumping trash in the river.
[02:04:22.847 --> 02:04:23.347]  That's right.
[02:04:24.085 --> 02:04:28.567]  So, probably most of them are good enough guys and gals.
[02:04:28.567 --> 02:04:31.368]  So now they're being given a terrible mission.
[02:04:31.368 --> 02:04:34.890]  Go and ticket people who simply go to church.
[02:04:34.890 --> 02:04:37.691]  Give them multi-thousand dollar fines.
[02:04:37.691 --> 02:04:39.192]  Threaten them with jail.
[02:04:39.192 --> 02:04:43.314]  So we turn a camera on them and say, how do you feel about what you're doing?
[02:04:43.314 --> 02:04:44.754]  Is that what you thought you'd be?
[02:04:44.754 --> 02:04:49.036]  Yeah, so this is the Calgary church here, where our drone was.
[02:04:49.036 --> 02:04:53.218]  So these were the vans of the cops who were coming.
[02:04:54.018 --> 02:04:55.059]  Uh, to this little church.
[02:04:55.059 --> 02:04:59.803]  This is the little church in Calgary that was inspired by the big church in Edmonton.
[02:04:59.803 --> 02:05:03.987]  I say again, in Edmonton, that pastor remains in jail.
[02:05:03.987 --> 02:05:08.070]  Today is his seventh day in a maximum security facility.
[02:05:08.070 --> 02:05:14.476]  Simply because he will not undertake, he will not make a legal promise not to open his church.
[02:05:14.476 --> 02:05:17.999]  Trouble is, that kind of courage is spreading
[02:05:19.019 --> 02:05:20.220]  And his church is full.
[02:05:20.220 --> 02:05:23.420]  And they could arrest the substitute pastor.
[02:05:23.420 --> 02:05:24.141]  Well, guess what?
[02:05:24.141 --> 02:05:25.821]  Someone would take his place.
[02:05:25.821 --> 02:05:29.462]  And courage engenders more courage.
[02:05:29.462 --> 02:05:33.663]  And Alberta is sort of like the Texas of Canada, Alex.
[02:05:33.663 --> 02:05:39.265]  So if there was any place we'd see this freedom fight back, it doesn't surprise me it's from Alberta.
[02:05:40.021 --> 02:05:46.743]  And the Premier of Alberta, I know him personally, he's actually quite sympathetic to Christians in his real life.
[02:05:46.743 --> 02:05:57.466]  So it must be troubling for him to be the only province in Canada, perhaps the only jurisdiction in North America, to actually jail a pastor like what they do in China or Iran.
[02:05:57.466 --> 02:06:01.327]  Why are we seeing this all over Australia, Europe, New Zealand, Canada, the US?
[02:06:01.907 --> 02:06:07.914]  You'll literally have Walmart and Targets open, but there'll be a Catholic church, a Baptist church, you name it.
[02:06:07.914 --> 02:06:13.159]  They will shut it, and liberals will come protest it, but then when Black Lives Matter protests, it's wonderful and safe.
[02:06:13.159 --> 02:06:18.225]  I mean, there really is a biblical attack on believers happening.
[02:06:19.190 --> 02:06:26.395]  Oh yeah, and I use the phrase superstition for the new belief system about this invisible power called COVID.
[02:06:26.395 --> 02:06:27.636]  And you have to wear a mask.
[02:06:27.636 --> 02:06:30.898]  It's like wearing a cross to ward off a vampire.
[02:06:30.898 --> 02:06:31.778]  You wear a mask.
[02:06:31.778 --> 02:06:35.261]  It's your symbol of submission to lockdownism.
[02:06:35.261 --> 02:06:38.923]  And it gives you the moral authority to snitch on your neighbor.
[02:06:38.923 --> 02:06:43.786]  It gives you the moral authority to treat someone poorly if they themselves don't have a mask.
[02:06:43.786 --> 02:06:48.950]  We see people so proud of shaming their neighbor, they do a selfie video
[02:06:49.491 --> 02:06:50.192]  We're good to go.
[02:07:01.773 --> 02:07:13.378]  Norms with these new public health orders that make no sense that dehumanizes and by the way when you cover someone's face You cover a way of relating to each other.
[02:07:13.378 --> 02:07:18.000]  We study each other's face for nonverbal cues Yeah, we know the bad guys wear the mask.
[02:07:18.000 --> 02:07:21.842]  We know the execution is where this is a cult Programming is that we're all dirty.
[02:07:21.842 --> 02:07:22.782]  We're all bad.
[02:07:22.782 --> 02:07:24.923]  I'm sure you've seen the great reset Klaus Schwab says oh
[02:07:25.826 --> 02:07:29.248]  Anyone with industries in close contact will no longer have jobs.
[02:07:29.248 --> 02:07:30.328]  No more contacts.
[02:07:30.328 --> 02:07:31.489]  You stay at home.
[02:07:31.489 --> 02:07:32.249]  You have nothing.
[02:07:32.249 --> 02:07:33.230]  You own nothing.
[02:07:33.230 --> 02:07:34.230]  Good for Earth.
[02:07:34.230 --> 02:07:34.991]  What?
[02:07:34.991 --> 02:07:36.972]  You're literally locking us up.
[02:07:36.972 --> 02:07:39.053]  And again, who made the U.N.
[02:07:39.053 --> 02:07:39.473]  God?
[02:07:39.473 --> 02:07:40.814]  How did this happen?
[02:07:40.814 --> 02:07:43.115]  Well, I've got bad news for you, Canada.
[02:07:43.115 --> 02:07:49.458]  As you know, Justin Trudeau, our Prime Minister, I don't know if you know this, Alex, but he's a bit of a marijuana enthusiast.
[02:07:49.458 --> 02:07:53.600]  And I'm not saying that other than he's not exactly focused on the job.
[02:07:54.345 --> 02:07:58.487]  He's been working from home for about 10 months now.
[02:07:58.487 --> 02:08:00.748]  He rarely goes into Parliament.
[02:08:00.748 --> 02:08:02.649]  He's pretty much mentally checked out.
[02:08:02.649 --> 02:08:07.370]  He still has his vacation beard from the winter of 2019.
[02:08:07.370 --> 02:08:10.212]  So he's not really the hands-on Prime Minister.
