[00:00:04.091 --> 00:00:15.416]  I'm watching the midterms.
[02:11:45.121 --> 02:11:47.906]  Because he told Roger Stone a few months ago.
[02:11:49.088 --> 02:11:49.508]  At dinner.
[02:11:49.508 --> 02:11:51.230]  I mean, he said, I'm running again.
[02:11:51.230 --> 02:11:52.751]  So he's running again, folks.
[02:11:52.751 --> 02:11:55.613]  And he's now exercising hours a day to lose weight.
[02:11:55.613 --> 02:11:57.535]  He's lost a ton of weight.
[02:11:57.535 --> 02:12:01.038]  And I mean, Trump is... If you thought Trump wanted to win before, look out.
[02:12:01.038 --> 02:12:04.060]  Well, it goes back to, I think, character is destiny.
[02:12:04.060 --> 02:12:06.182]  I don't see... His character is not going to change.
[02:12:06.182 --> 02:12:10.345]  The people he has around him are the same people who backstabbed him in the White House.
[02:12:10.345 --> 02:12:11.906]  I think he gets trounced.
[02:12:11.906 --> 02:12:13.708]  Unless they run Kamala Harris.
[02:12:13.708 --> 02:12:14.949]  If they run Kamala Harris, then...
[02:12:15.609 --> 02:12:16.469]  Maybe Trump can win.
[02:12:16.469 --> 02:12:17.289]  Who is good?
[02:12:17.289 --> 02:12:21.230]  Don't look to presidential leaders.
[02:12:21.230 --> 02:12:24.491]  What's your scoop on people like DeSantis?
[02:12:24.491 --> 02:12:34.234]  Well, the issue is complicated because Trump, despite my belief that he is a coward, truly a coward, and I mean that advisedly, a complete and total coward,
[02:12:35.074 --> 02:12:36.715]  The country was still better under him.
[02:12:36.715 --> 02:12:44.781]  So if he runs and it's Donald J. Trump or Kamala Harris, then clearly I'm not going to vote for her.
[02:12:44.781 --> 02:12:45.822]  Hitler.
[02:12:45.822 --> 02:12:46.122]  Evil.
[02:12:46.122 --> 02:12:47.563]  She kept innocent people in jail.
[02:12:47.563 --> 02:12:48.524]  This is the left.
[02:12:48.524 --> 02:12:49.224]  On purpose.
[02:12:49.224 --> 02:12:49.705]  Yeah, yeah.
[02:12:49.705 --> 02:12:50.525]  This has all been proven.
[02:12:50.525 --> 02:12:52.647]  There are petitions you can find that the media never wanted to cover.
[02:12:52.647 --> 02:12:53.247]  She says she's black.
[02:12:53.247 --> 02:12:54.688]  She doesn't have one drop of African blood.
[02:12:54.688 --> 02:12:55.649]  So what they do is she
[02:12:57.409 --> 02:12:59.510]  She imprisoned people wrongfully.
[02:12:59.510 --> 02:13:01.451]  This is all documented when she was the Attorney General.
[02:13:01.451 --> 02:13:02.971]  She's a truly wicked person.
[02:13:02.971 --> 02:13:04.392]  She puts Hillary Clinton to shame.
[02:13:04.392 --> 02:13:06.173]  So it's them, it's fine.
[02:13:06.173 --> 02:13:08.374]  But I don't have to like the guy.
[02:13:08.374 --> 02:13:11.175]  I don't have to respect the guy.
[02:13:11.175 --> 02:13:14.876]  But in our two-party system, you have to vote who you vote for.
[02:13:14.876 --> 02:13:16.037]  But I don't see how...
[02:13:16.997 --> 02:13:23.703]  He stops a repeat of what happened in 2020 because they didn't run a serious game to prevent that.
[02:13:23.703 --> 02:13:28.687]  All of this is true that he is just surrounded like his latest social media site.
[02:13:28.687 --> 02:13:29.767]  I know the inside scoop on it.
[02:13:29.767 --> 02:13:31.589]  It's like a pump and dump.
[02:13:31.589 --> 02:13:32.410]  None of it's going to work.
[02:13:32.410 --> 02:13:33.711]  It's all and I'm not Matt.
[02:13:33.711 --> 02:13:35.652]  I mean, I'm not trying to put down them.
[02:13:35.652 --> 02:13:36.593]  I wish it was.
[02:13:36.593 --> 02:13:37.013]  I am.
[02:13:37.013 --> 02:13:37.414]  I am.
[02:13:37.414 --> 02:13:37.854]  I am.
[02:13:37.854 --> 02:13:40.596]  I don't like people who scam vulnerable.
[02:13:40.596 --> 02:13:43.479]  I don't think he even knows that it's just he has these scammers all around him.
[02:13:43.479 --> 02:13:46.081]  Well, that but again, that's people would apologize for.
[02:13:46.821 --> 02:13:49.003]  And here's what I've always told my people.
[02:13:49.003 --> 02:13:51.284]  I even tweeted this out when they, oh, you're criticizing Trump.
[02:13:51.284 --> 02:13:53.346]  I said, I have made mistakes in my life.
[02:13:53.346 --> 02:13:57.829]  Have I ever once told you to apologize for my mistakes?
[02:13:57.829 --> 02:13:58.269]  Never!
[02:13:58.269 --> 02:13:59.110]  You know what I tell people?
[02:13:59.110 --> 02:13:59.430]  You know what?
[02:13:59.430 --> 02:14:00.691]  I'm an imperfect person.
[02:14:00.691 --> 02:14:02.212]  I've made a lot of mistakes.
[02:14:02.212 --> 02:14:03.493]  It's up to God to judge me.
[02:14:03.493 --> 02:14:07.615]  If you have a problem with anything I've ever said or done, then I completely understand that.
[02:14:07.615 --> 02:14:08.816]  You don't need to apologize to me.
[02:14:08.816 --> 02:14:09.717]  I'm a grown man.
[02:14:09.717 --> 02:14:12.639]  Donald Trump has everybody.
[02:14:12.639 --> 02:14:15.621]  No, we don't make rationalizations for men, full grown men.
[02:14:16.041 --> 02:14:16.541]  I don't care.
[02:14:45.297 --> 02:14:51.481]  Is in your job, because we're on a different level than Trump, leaders of men.
[02:14:51.481 --> 02:14:55.103]  And to show men this is why we have to stand steadfast in what we do.
[02:14:55.103 --> 02:14:56.904]  This is the higher calling God gave us.
[02:14:56.904 --> 02:14:57.304]  You know what?
[02:14:57.304 --> 02:14:58.065]  We're under attack.
[02:14:58.065 --> 02:14:58.385]  You know what?
[02:14:58.385 --> 02:14:59.766]  We've made mistakes.
[02:14:59.766 --> 02:15:00.206]  We own it.
[02:15:00.566 --> 02:15:02.227]  We keep moving forward.
[02:15:02.227 --> 02:15:05.328]  We have to show the next generation of men, this is how you live.
[02:15:05.328 --> 02:15:06.728]  Don't live like Donald Trump.
[02:15:06.728 --> 02:15:08.369]  Don't betray your supporters.
[02:15:08.369 --> 02:15:11.830]  Don't back down in those moments that test your character.
[02:15:11.830 --> 02:15:12.910]  You gotta push forward.
[02:15:12.910 --> 02:15:14.211]  He fired General Flynn.
[02:15:14.211 --> 02:15:16.371]  He didn't pardon the non-violent protesters.
[02:15:16.371 --> 02:15:17.532]  What about the Assange thing?
[02:15:17.532 --> 02:15:21.653]  He told them, Assange released it, and then he lets them rot in solitary confinement?
[02:15:21.653 --> 02:15:22.893]  That pisses me off.
[02:15:22.893 --> 02:15:23.614]  It should!
[02:15:23.614 --> 02:15:25.674]  And there's no way to apologize for it.
[02:15:25.674 --> 02:15:27.215]  People have to vote for who they're going to vote for.
[02:15:27.975 --> 02:15:28.636]  Fine with me.
[02:15:28.636 --> 02:15:30.697]  Well, that's the problem, is the other side's so evil.
[02:15:30.697 --> 02:15:34.240]  I don't think Trump's bad, but I do think he's kind of like a spoiled rich kid.
[02:15:34.240 --> 02:15:35.801]  He's smart in many ways.
[02:15:35.801 --> 02:15:39.704]  It's just that he's so pampered and he's got those sycophants around him.
[02:15:39.704 --> 02:15:40.785]  That's the problem.
[02:15:40.785 --> 02:15:43.127]  Yeah, he grew up in affluence.
[02:15:43.127 --> 02:15:48.451]  He grew up with playing with house money, massive wealth and connections from his own dad.
[02:15:48.451 --> 02:15:50.012]  He's never been truly tested.
[02:15:50.012 --> 02:15:51.854]  He's never been truly through the crucible.
[02:15:51.854 --> 02:15:52.874]  We'll be right back.
[02:15:52.874 --> 02:15:53.895]  Let's talk about that when we come back.
[02:15:59.497 --> 02:16:01.119]  It's a great sponsor.
[02:16:01.119 --> 02:16:06.607]  We have one of the best deals you're going to find out there on a high-quality, high-rated satellite phone.
[02:16:06.607 --> 02:16:11.233]  You can't be tracked, you can't be traced, and it'll work anywhere in the world where you can see the sky.
[02:16:11.233 --> 02:16:14.377]  You can also buy cheap antennas and things for in your car or in your house that
[02:16:14.477 --> 02:16:17.439]  Also, we're on the site, InfoWarsPhone.com.
[02:16:17.439 --> 02:16:18.940]  That's just a site that takes you to these folks.
[02:16:18.940 --> 02:16:21.723]  They supply the border patrol, everybody, with their systems as well.
[02:16:21.723 --> 02:16:30.009]  They're amazing folks, and you get a free phone, a $650 value, absolutely free, at InfoWarsPhone.com.
[02:16:30.009 --> 02:16:32.211]  Smartphones are always tracking everything you do.
[02:16:32.211 --> 02:16:32.671]  These aren't.
[02:16:32.671 --> 02:16:34.653]  And the calls are free when folks call you.
[02:16:34.653 --> 02:16:36.314]  You just pay $99.95 a month for your minutes.
[02:16:38.476 --> 02:16:39.697]  150 minutes.
[02:16:39.697 --> 02:16:40.538]  The calls to you are free.
[02:16:40.538 --> 02:16:41.740]  It works like a regular cell phone.
[02:16:41.740 --> 02:16:43.062]  You're not being tracked or traced.
[02:16:43.062 --> 02:16:44.343]  And I keep one in my car.
[02:16:44.343 --> 02:16:46.045]  I've given them to my parents as gifts.
[02:16:46.045 --> 02:16:48.589]  Way out in the middle of nowhere where regular phones don't work, they work.
[02:16:48.589 --> 02:16:49.550]  Infowarsphone.com or 941-955-1020.
[02:16:49.550 --> 02:16:50.711]  941-955-1020 and ask the Alex Jones Special.
[02:16:58.194 --> 02:17:02.898]  You deserve a deep restful sleep with Knockout by InfoWars Life.
[02:17:02.898 --> 02:17:13.326]  Our organic formula is made from high quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[02:17:14.227 --> 02:17:19.032]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[02:17:19.032 --> 02:17:27.440]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[02:17:27.440 --> 02:17:35.167]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[02:17:35.167 --> 02:17:37.129]  Wake up refreshed and take on the day.
[02:17:37.569 --> 02:17:45.512]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[02:17:45.512 --> 02:17:48.914]  Get the sleep you deserve and experience the power of knockout.
[02:17:48.914 --> 02:17:53.576]  Head on over to InfoWarsLife.com and say goodbye to fatigue.
[02:17:53.576 --> 02:17:55.357]  That's InfoWarsLife.com
[02:17:57.898 --> 02:18:04.783]  There is very little contemporary study in the world of the planet's ruling class.
[02:18:04.783 --> 02:18:13.969]  Not in Communist China, not in Mexico, not in the United States, not anywhere is there a real study of the planet's ruling class.
[02:18:13.969 --> 02:18:15.890]  And that's done by design.
[02:18:15.890 --> 02:18:21.054]  The large central banks that basically control the planet will penalize and target any academics
[02:18:21.991 --> 02:18:30.778]  They'd look into, say, the Anglo-American establishment that founded the Bilderberg Group, the Trilateral Commission of the United Nations, the whole project of the Rothschilds and the Rockefellers.
[02:18:31.820 --> 02:18:37.564]  Until 10 years ago, the media said, the control corporate media, the Bilderberg Group, didn't exist.
[02:18:37.564 --> 02:18:46.731]  Well, now the Bilderberg Group is public, and its former head, still on the steering committee, is Klaus Schwab, and he has set up the Great Reset, a global government.
[02:18:46.731 --> 02:18:55.257]  And if, as a liberty movement worldwide, we don't address the globalists head-on about the fact that they are a worldwide authoritarian corporate takeover, we don't have a shot.
[02:18:55.257 --> 02:18:56.958]  If we do expose them, we can beat them easily.
[02:19:00.419 --> 02:19:01.681]  Jacob in Ohio.
[02:19:01.681 --> 02:19:02.062]  Welcome.
[02:19:02.062 --> 02:19:02.502]  Go ahead.
[02:19:02.502 --> 02:19:04.385]  Hey, how's it going, Alex?
[02:19:04.385 --> 02:19:05.467]  Great last caller.
[02:19:05.467 --> 02:19:08.531]  I just wanted to start with plugging your sleep supplement.
[02:19:08.531 --> 02:19:14.240]  It's basically the only way I get sleep anymore with all the gaslighting, demoralization, and absurdity.
[02:19:14.240 --> 02:19:15.802]  It's like we're living out of Twilight Zone.
[02:19:16.303 --> 02:19:18.004]  Alright, Eric in New Hampshire.
[02:19:18.004 --> 02:19:18.944]  Eric, thanks for calling.
[02:19:18.944 --> 02:19:19.324]  Go ahead.
[02:19:19.324 --> 02:19:20.864]  Hey Alex, thanks for taking my call.
[02:19:20.864 --> 02:19:23.885]  If I could, I just want to throw a quick plug out for one of the products.
[02:19:23.885 --> 02:19:25.566]  The X2 does wonders.
[02:19:25.566 --> 02:19:26.706]  I recommend it to everybody.
[02:19:26.706 --> 02:19:27.887]  You're on the fence about it.
[02:19:27.887 --> 02:19:28.687]  Get off the fence.
[02:19:28.687 --> 02:19:29.367]  Get the product.
[02:19:29.367 --> 02:19:30.787]  Support the Infowar.
[02:19:30.787 --> 02:19:32.048]  Tyler in Maine.
[02:19:32.048 --> 02:19:32.708]  You're on the air.
[02:19:32.708 --> 02:19:33.268]  Thanks for holding.
