[00:00:13.951 --> 00:00:15.532]  I'm watching the midterms.
[02:12:11.762 --> 02:12:13.263]  So this is a war.
[02:12:13.263 --> 02:12:14.304]  And COVID's a war.
[02:12:14.304 --> 02:12:16.245]  And devaluing our currency's a war.
[02:12:16.245 --> 02:12:18.307]  And annihilating our borders is a war.
[02:12:18.307 --> 02:12:20.428]  I mean, the country is going down.
[02:12:20.428 --> 02:12:23.391]  And if we don't get Senator Paul and people to realize that, it's over.
[02:12:23.391 --> 02:12:25.352]  I mean, thank God Tucker Carlson gets it.
[02:12:25.352 --> 02:12:26.673]  And Joe Rogan's starting to get it.
[02:12:26.673 --> 02:12:30.696]  But there's not time to just sit here and kind of eat around the edges.
[02:12:30.696 --> 02:12:34.159]  You've got to go all the way out and expose the whole thing or we'll lose it all.
[02:12:34.159 --> 02:12:35.380]  I told Joe Rogan at dinner the other night.
[02:12:36.269 --> 02:12:39.551]  I said, listen, you think you just escaped L.A.?
[02:12:39.551 --> 02:12:40.791]  This is going nationwide.
[02:12:40.791 --> 02:12:41.792]  We've got to stop it in L.A.
[02:12:41.792 --> 02:12:43.293]  if we're going to stop it here.
[02:12:43.293 --> 02:12:45.414]  That's what's so dangerous about this.
[02:12:45.414 --> 02:12:48.415]  Yeah, Joe Rogan totally gets it, and Tucker gets it.
[02:12:48.415 --> 02:12:53.338]  So many people are really waking up to the kinds of things that you've been warning about for many years.
[02:12:53.338 --> 02:13:00.362]  And I've got to say, if anything, the only mistake that you and I have both made is that we underestimated the ferocity
[02:13:01.082 --> 02:13:08.906]  of the globalists and how quickly they would move on depopulation and collapse because it's accelerating all around us right now.
[02:13:08.906 --> 02:13:26.955]  Now, the situation with Evergrande, we've got to touch on that at least a little bit because we're going to see a cascading financial default over the entire year of 2022 among the various institutions, could be insurance companies, pension funds, hedge funds, and so on.
[02:13:27.515 --> 02:13:34.760]  That held the paper debt of the Evergrande Corporation, which is now in what's called a restricted default.
[02:13:34.760 --> 02:13:36.582]  It's going to be total default.
[02:13:36.582 --> 02:13:37.903]  That's actually what it is.
[02:13:37.903 --> 02:13:42.847]  It's just currently labeled restricted default by Fitch and other ratings agencies.
[02:13:42.847 --> 02:13:47.110]  So again, a giant property developer Ponzi scheme that has collapsed.
[02:13:47.110 --> 02:13:51.153]  It's not just Evergrande, it's also Kaiser and other companies in China.
[02:13:51.653 --> 02:14:00.819]  That were in the same game and they built up massive amounts of debt and then a lot of institutions around the world bought into that debt.
[02:14:00.819 --> 02:14:14.408]  Even we think there are implications for the crypto ecosystem, which also kind of needs a little bit of house cleaning so that it can be prepared to really go mainstream in the future.
[02:14:14.408 --> 02:14:21.373]  The crypto leaders were testifying before Congress two days ago, I believe, and really asking, begging for regulations.
[02:14:21.853 --> 02:14:29.937]  So that they can kind of clean up that whole ecosystem and and launch crypto into mainstream acceptance and I agree.
[02:14:29.937 --> 02:14:31.197]  I think that's necessary.
[02:14:31.197 --> 02:14:35.699]  There have to be some ground rules for crypto, but but also we're going to even outside of crypto.
[02:14:35.699 --> 02:14:45.524]  We're going to see a cascading financial failures throughout 2022 and probably then a cyber attack on the banking system would help cover up all of that.
[02:14:46.204 --> 02:14:51.205]  And create an excuse for the failure of Joe Biden's policies on the economy as well.
[02:14:51.205 --> 02:14:53.446]  So watch for all of that coming.
[02:14:53.446 --> 02:14:54.826]  It's going to be a mess.
[02:14:54.826 --> 02:14:56.626]  Well, Evergrande is $300 billion.
[02:14:56.626 --> 02:14:58.307]  Looks like they're going to default on all of it.
[02:14:58.307 --> 02:15:00.607]  They've just been building insane ghost cities.
[02:15:00.607 --> 02:15:06.849]  We're talking like 50, 100 skyscrapers, 20, 30, 40 story buildings with no one in them.
[02:15:06.849 --> 02:15:07.769]  That's just insane.
[02:15:09.356 --> 02:15:09.656]  Well, yeah.
[02:15:09.656 --> 02:15:12.157]  I mean, they built entire cities.
[02:15:12.157 --> 02:15:19.179]  Individual investors in China believe this is their retirement because they don't have retirement systems like we have in the U.S., like Social Security.
[02:15:19.179 --> 02:15:31.362]  So they invested in real estate, and then their money is mostly lost, although China, the government, has ordered Evergrande to pay back local domestic individual investors first, which means the foreign bondholders, like U.S.
[02:15:31.362 --> 02:15:34.723]  bondholders, are going to be left holding the bag and getting virtually nothing.
[02:15:34.723 --> 02:15:37.144]  So we can talk about that more when we come back.
[02:15:37.264 --> 02:15:37.725]  That's right.
[02:15:37.725 --> 02:15:39.107]  Mike Adams, NaturalNews.com.
[02:15:39.107 --> 02:15:40.228]  I'm Alex Jones.
[02:15:40.228 --> 02:15:41.611]  This is the reality, folks.
[02:15:41.611 --> 02:15:42.772]  We're not trying to scare you.
[02:15:42.772 --> 02:15:45.777]  We're trying to get you ready to brace for impact.
[02:15:45.777 --> 02:15:47.680]  Believe me, I've got four children.
[02:15:47.680 --> 02:15:48.661]  I've got a wife.
[02:15:48.661 --> 02:15:52.547]  I'm so sad for this whole country and the world, but facing the truth is our only way out of this.
[02:15:52.547 --> 02:15:53.048]  We'll be right back.
[02:15:58.303 --> 02:16:05.711]  Ultimate Bone Broth is back and better than ever and 20% off plus free shipping and double Patreon points for our new sale.
[02:16:05.711 --> 02:16:12.858]  After years of being off the shelves, we're bringing back one of the biggest fan favorite formulas ever and it's now been reformulated and is even stronger.
[02:16:12.858 --> 02:16:14.720]  It's Ultimate Bone Broth Plus.
[02:16:15.380 --> 02:16:24.408]  It's got concentrated high-quality chicken broth protein, turmeric root that's so amazing, chaga mushroom, bee pollen, goji berry, alfalfa herb powder.
[02:16:24.408 --> 02:16:28.051]  Then it's got added magnesium and potassium for electrolytes.
[02:16:28.051 --> 02:16:34.577]  It's got real organic cocoa bean powder with natural chocolate flavor and a touch of sea salt.
[02:16:34.577 --> 02:16:36.518]  It even tastes better than the last formula.
[02:16:36.518 --> 02:16:38.980]  And what it does for your body is simply amazing.
[02:16:38.980 --> 02:16:41.663]  And again, it has that cutting-edge chicken broth
[02:16:42.063 --> 02:16:46.427]  Protein isolate powder for better flavor and dissolvability.
[02:16:46.427 --> 02:16:50.630]  You're gonna love this and what it does for your joints, what it does for your body, what it does for your bones.
[02:16:50.630 --> 02:16:53.352]  It's simply amazing and it helps fund the InfoWar.
[02:16:53.352 --> 02:16:58.016]  This is really the best bone broth out there, so get yours at InfoWarStore.com today.
[02:16:58.016 --> 02:17:11.207]  The average person on the face of this incredible planet is still unaware that there's a war between free individuals and nation states on one side and the globalists on the other who are literally trying to create a post-human world.
[02:17:11.887 --> 02:17:19.670]  For the United States of Brazil, and of course triggered by the Brexit in the UK, nations were pulling out of the private, corporate, fascist world government.
[02:17:19.670 --> 02:17:26.913]  That's why they launched their Great Reset, and their program after collapsing us of Build Back Better.
[02:17:26.913 --> 02:17:32.455]  This is nothing more than a top-down, vertical consolidation of the world economy.
[02:17:32.455 --> 02:17:36.277]  And because they couldn't take our guns, and because we wouldn't bow, because the left
[02:17:37.057 --> 02:17:40.740]  Which is the ideology of this world government system who couldn't win.
[02:17:40.740 --> 02:17:43.742]  They released a biological weapon on us.
[02:17:43.742 --> 02:17:45.603]  Now we know two years ago.
[02:17:45.603 --> 02:17:48.065]  We learned about it about 20 months ago.
[02:17:48.065 --> 02:17:48.665]  It's that simple.
[02:17:48.665 --> 02:17:51.767]  They can't beat us because of our free speech and our guns.
[02:17:51.767 --> 02:17:55.950]  So the Global Corporate Combine released COVID-19 and you know the rest is history.
[02:17:55.950 --> 02:17:57.391]  Expose this paradigm and we win.
[02:17:57.971 --> 02:18:01.512]  UN-run contact tracers aren't coming, they're here.
[02:18:01.512 --> 02:18:05.833]  All over the world, from Australia to the United States, from Canada to Germany.
[02:18:05.833 --> 02:18:16.236]  These tyrants are tracking everything you do, everywhere you go, and then coming to your house and threatening, in some cases actually, taking people away into the night to their facilities.
[02:18:16.236 --> 02:18:24.438]  And they're planning in the next year to expand their shield process where they come and take, quote, healthy people away and put them in facilities for their safety.
[02:18:24.798 --> 02:18:26.619]  This is nothing less than martial law.
[02:18:26.619 --> 02:18:34.425]  And one big thing you can do to fight back is to get high quality Faraday cages, many of which are made here in America and are very compliant, meaning U.S.
[02:18:34.425 --> 02:18:37.767]  government military grade at M4WarStore.com.
[02:18:37.767 --> 02:18:39.989]  We have the entire line of silent pocket
[02:18:40.089 --> 02:18:43.552]  Ready to ship to you when you visit InfoWarStore.com.
[02:18:43.552 --> 02:18:45.274]  Again, we have big backpacks.
[02:18:45.274 --> 02:18:46.835]  We have special dry bags.
[02:18:46.835 --> 02:18:48.117]  We've got them for cell phones.
[02:18:48.117 --> 02:18:49.758]  We've got them for laptops.
[02:18:49.758 --> 02:18:50.699]  We've got them for iPads.
[02:18:50.699 --> 02:18:53.281]  It's all there at InfoWarStore.com.
[02:18:53.281 --> 02:18:57.786]  So protect your privacy today and support the InfoWar at InfoWarStore.com.
[02:19:00.632 --> 02:19:02.314]  This is a great sponsor.
[02:19:02.314 --> 02:19:07.722]  We have one of the best deals you're gonna find out there on a high-quality, high-rated satellite phone.
[02:19:07.722 --> 02:19:12.368]  So you can't be tracked, you can't be traced, and it'll work anywhere in the world where you can see the sky.
[02:19:12.368 --> 02:19:15.572]  You can also buy cheap antennas and things for in your car, in your house, that
[02:19:15.652 --> 02:19:18.634]  Also, we're on the site, InfoWarsPhone.com.
[02:19:18.634 --> 02:19:20.135]  That's just a site that takes you to these folks.
[02:19:20.135 --> 02:19:22.898]  They supply the board for everybody with their systems as well.
[02:19:22.898 --> 02:19:23.978]  They're amazing folks.
[02:19:23.978 --> 02:19:31.204]  And you get a free phone, a $650 value, absolutely free, at InfoWarsPhone.com.
[02:19:31.204 --> 02:19:33.386]  Smartphones are always tracking everything you do.
[02:19:33.386 --> 02:19:33.846]  These aren't.
[02:19:33.846 --> 02:19:35.828]  And the calls are free when folks call you.
[02:19:35.828 --> 02:19:37.449]  You just pay $99.95 a month for your minutes.
[02:19:39.330 --> 02:19:42.873]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones!
[02:20:25.603 --> 02:20:26.504]  All right, welcome back.
[02:20:26.504 --> 02:20:27.665]  I'm Alex Jones, your host.
[02:20:27.665 --> 02:20:29.868]  Mike Adams riding shotgun with us the rest of the hour.
[02:20:29.868 --> 02:20:37.717]  But Mike, before we get into cryptocurrency and your next prediction on the economy and other geopolitical news and U.S.
[02:20:37.717 --> 02:20:40.120]  Senators saying we need to nuke Russia first.
[02:20:40.120 --> 02:20:41.381]  I mean, just incredible times.
[02:20:42.168 --> 02:20:43.589]  To be alive.
[02:20:43.589 --> 02:20:47.512]  Go back, because you're the guy that's been harping the last few years about U.S.
[02:20:47.512 --> 02:20:53.497]  cities becoming no-go zones, and then there being a mass exodus, and that being part of the plan to collapse the country.
[02:20:53.497 --> 02:20:59.562]  Explain to people what's been going on for those that may not know, and then why the globalists would want that.
[02:20:59.562 --> 02:21:04.906]  Because I know you're really well-versed on this, and the way you break it down, I think, is the best out there.
[02:21:04.906 --> 02:21:07.649]  So spend a few more minutes on that, please.
