[00:00:00.050 --> 00:00:00.660]  Jones Show.
[02:10:28.858 --> 02:10:33.821]  And, of course, many people know of his father, who just recently passed away, Erwin Schiff.
[02:10:33.941 --> 02:10:46.447]  And I've seen Erwin Schiff, Mr. Schiff, I've seen your father many times at the Libertarian Party Conventions, explaining to people what was going on with the income tax system.
[02:10:46.507 --> 02:10:52.810]  I really, my sympathies to you, and I really do appreciate what your father did within his life.
[02:10:53.090 --> 02:10:56.692]  And, of course, you can also find Mr. Schiff at Europact.com.
[02:10:58.513 --> 02:11:00.795]  What do you make of what's going on in the markets?
[02:11:00.835 --> 02:11:04.738]  We've seen them open up down a great deal today and dropping even more.
[02:11:04.938 --> 02:11:08.041]  Every day seems to be bringing even worse economic news.
[02:11:08.761 --> 02:11:11.183]  Well this is exactly what I've been saying was going to happen.
[02:11:11.203 --> 02:11:17.348]  I've been coming on Alex's Jones now regularly for the last several months and this is exactly what I said was going to happen.
[02:11:17.788 --> 02:11:22.312]  I said that if the Federal Reserve raised interest rates that the market would tank.
[02:11:22.392 --> 02:11:25.975]  That was one of the reasons I thought they wouldn't raise rates because I thought they could figure this out.
[02:11:26.295 --> 02:11:27.976]  But apparently I gave them too much credit.
[02:11:28.296 --> 02:11:31.337]  So they raised interest rates and the markets are tanking.
[02:11:31.717 --> 02:11:34.258]  Also, the economic news is horrific.
[02:11:34.278 --> 02:11:39.161]  I mean, if you look at the data that came out today, we are clearly in a recession now.
[02:11:39.261 --> 02:11:41.862]  The question is, how long have we been in recession?
[02:11:41.902 --> 02:11:44.743]  Did it start a few months ago or is it just starting this month?
[02:11:45.063 --> 02:11:47.904]  But we're back in a recession, and Calenti is right.
[02:11:47.964 --> 02:11:49.485]  It is going to be a horrible recession.
[02:11:49.805 --> 02:11:51.766]  I think it's going to be worse than the Great Recession.
[02:11:51.806 --> 02:11:58.409]  So it will be a greater recession, and it's because of everything the Federal Reserve did to mitigate the damage back then.
[02:11:58.429 --> 02:12:00.951]  They just postponed the pain to a later date.
[02:12:01.031 --> 02:12:04.332]  Unfortunately, this is the later date, and the pain is about to begin.
[02:12:04.592 --> 02:12:11.836]  And it's very ironic, because you had President Obama just give his ridiculous State of the Union address, where he said everything is fantastic.
[02:12:12.216 --> 02:12:24.564]  You know, it's the greatest economy ever, and I think he gave the same marching orders to Janet Yellen and her cohorts at the Federal Reserve, because they keep trying to pretend that everything is great, too, because they don't want to admit they were wrong to raise rates.
[02:12:24.864 --> 02:12:30.908]  Of course, the real mistake was cutting them in the first place, because all they did is inflate a gigantic bubble, and now they've pricked it.
[02:12:31.448 --> 02:12:34.609]  They cut them, and then they left it down for a very long time.
[02:12:34.629 --> 02:12:40.511]  And of course, as we saw with Alan Greenspan, rolling up to the 2008 bubble that they created and then burst.
[02:12:40.591 --> 02:12:48.595]  I mean, he continued to cut interest rates over a long period of time, and then he continued to raise interest rates until they burst that bubble.
[02:12:48.635 --> 02:12:54.877]  But now it appears that it only took one, the very first interest rate, and now it's busting that bubble, isn't it?
[02:12:55.202 --> 02:12:57.002]  That's because it's a much bigger bubble.
[02:12:57.022 --> 02:12:58.983]  You know, the bigger the bubble, the smaller the pin.
[02:12:59.123 --> 02:12:59.883]  You need to pop it.
[02:13:00.463 --> 02:13:06.205]  And so the question is, when is the Fed going to acknowledge the weakness in the economy and what are they going to blame it on?
[02:13:06.285 --> 02:13:16.067]  Because, of course, they have to pretend that some external factor is what caused it, and there's no way anybody could have possibly predicted it, even though it was one of the easiest things to predict.
[02:13:18.019 --> 02:13:18.179]  I think?
[02:13:42.611 --> 02:13:44.353]  They're going to have to reduce that rate hike.
[02:13:44.373 --> 02:13:45.754]  They're going to go back down to zero.
[02:13:46.094 --> 02:13:56.223]  And I think Congress is also going to come out with a huge stimulus bill that's going to include tax cuts for the middle class and massive increases in government spending.
[02:13:56.563 --> 02:13:59.766]  Everybody's going to vote for it because everybody's going to be afraid to oppose it.
[02:14:00.366 --> 02:14:03.309]  And it's going to send the budget deficit skyrocketing.
[02:14:03.349 --> 02:14:09.415]  And it's going to make it more ironic that President Obama tried to claim credit for reducing the deficit.
[02:14:09.755 --> 02:14:16.261]  The deficit in his last year of office could easily be bigger than the trillion dollar deficit in his first year.
[02:14:16.541 --> 02:14:19.824]  And of course, the national debt doubled under President Obama.
[02:14:19.844 --> 02:14:22.647]  So he is the biggest deficit spender of all time.
[02:14:22.847 --> 02:14:23.207]  In fact,
[02:14:23.988 --> 02:14:29.611]  He will be a bigger deficit spender than every president that preceded him from George Washington to George Bush.
[02:14:30.031 --> 02:14:30.232]  Wow.
[02:14:30.712 --> 02:14:38.316]  And of course one of the things that was also, I think, pretty predictable was the fact that they would not choose to audit the Fed.
[02:14:38.336 --> 02:14:41.438]  Because that is really at the center of all of this.
[02:14:41.838 --> 02:14:45.640]  But we're not even allowed to look behind the curtain with all of
[02:14:45.720 --> 02:14:47.541]  That's to me the most amazing thing.
[02:14:47.782 --> 02:14:55.948]  And of course the thing that they never talk about in the debates, unless you've got Rand Paul there, and of course he wasn't there last night, so the Fed wasn't there.
[02:14:55.968 --> 02:15:05.715]  They're all talking about how they're going to have different levels, you know, where their brackets are for income taxes, what their percentages are going to be, whether they're going to be flat or progressive or whatever.
[02:15:06.255 --> 02:15:09.518]  That's just really rearranging the chairs on the Titanic, isn't it?
[02:15:10.017 --> 02:15:13.821]  Yeah, and nobody wants to look behind the curtain there at the Fed.
[02:15:13.841 --> 02:15:19.706]  It's like, you know, if you're eating at a fast food restaurant, you don't want to go into the kitchen and actually see what they're making.
[02:15:20.026 --> 02:15:29.175]  And, you know, and especially since they're about to have to pull out the stops because they're going to have to do even more crazy stuff this time because the problem is much bigger.
[02:15:29.635 --> 02:15:33.019]  See, everybody wants to pretend that the Fed solved our problem.
[02:15:33.079 --> 02:15:34.120]  They didn't solve anything.
[02:15:34.680 --> 02:15:37.802]  The market would have solved our problems had the Fed allowed it.
[02:15:38.143 --> 02:15:39.023]  But the Fed didn't.
[02:15:39.364 --> 02:15:45.308]  The Fed prevented the market from working, and we had seven years of zero percent interest rates and three rounds of quantitative easing.
[02:15:45.748 --> 02:15:51.252]  And as a result, the economy today is far more screwed up than it was, you know, seven years ago.
[02:15:51.553 --> 02:15:59.679]  The only difference is we still have all the low-paying service sector jobs that our college graduates have been able to land during this Obama recovery.
[02:16:00.559 --> 02:16:00.599]  No.
[02:16:16.116 --> 02:16:18.597]  The perception is being replaced by reality.
[02:16:18.617 --> 02:16:20.878]  A lot of these jobs are going to be lost.
[02:16:20.938 --> 02:16:35.203]  In fact, I think we're maybe a few months away from some huge negative numbers in the nonfarm payroll, a big spike up in unemployment, and then even when the Fed launches QE4 and cuts rates to zero, it's not going to turn the tide.
[02:16:35.523 --> 02:16:38.024]  I think the unemployment rate is going to be rising for years.
[02:16:38.504 --> 02:16:40.265]  I think we're headed back above 10 percent.
[02:16:40.265 --> 02:16:40.565]  I think so.
[02:16:59.071 --> 02:17:04.637]  No, you have to ignore the jobs market and pay attention to all the other news, because the other news is forward-looking.
[02:17:04.917 --> 02:17:06.599]  The jobs news is backward-looking.
[02:17:06.619 --> 02:17:08.281]  The jobs are going to follow the other data.
[02:17:08.581 --> 02:17:16.530]  If corporate profits are collapsing, if retail sales are collapsing, if the stock market is in a bear market, all these companies are going to be cutting jobs.
[02:17:16.550 --> 02:17:19.914]  Look, Walmart today just announced they're going to have to shut down a bunch of stores.
[02:17:20.234 --> 02:17:31.083]  You know, and the reason that Walmart wants to shut down stores is because they need to lower their labor costs because they were just dumb enough to raise everybody's wages in order to placate the Obama administration who said that their wages weren't high enough.
[02:17:31.283 --> 02:17:32.664]  So now they're going to give out pink slips.
[02:17:33.430 --> 02:17:41.095]  And of course, part of the employment impediment in terms of getting more people jobs, in terms of the labor cost, is Obamacare.
[02:17:41.875 --> 02:18:01.987]  And they use that, they spend these unemployment numbers by playing games as to the definition of who's unemployed, and then counting part-time jobs with this, and people, you know, dumbing this down to 30 hours a week as a full-time job so that a lot of people at the bottom end of the service sector have to get two jobs to make ends meet.
[02:18:02.367 --> 02:18:05.048]  I mean, it's just absolutely incredible what they're doing.
[02:18:05.228 --> 02:18:16.734]  And if you look at what's going on in terms of not only exporting jobs, but importing workers, you see that all the job growth since 2008 has pretty much come to immigrants coming in.
[02:18:16.754 --> 02:18:18.815]  17% of the labor force now is immigrant labor force.
[02:18:20.275 --> 02:18:32.239]  It's the ultimate in irony in that President Obama passes a law that destroys full-time jobs because in order to get out from under Obamacare, employers have to limit the number of full-time jobs that they have.
[02:18:32.619 --> 02:18:38.901]  And so now people lose their full-time jobs, but now those full-time workers are replaced by part-time workers.
[02:18:39.301 --> 02:18:43.682]  So now somebody used to have one really good job, and now they have two crappy jobs.
[02:18:44.082 --> 02:18:47.444]  Where both those jobs still pay less than the one job he used to have.
[02:18:47.724 --> 02:18:50.326]  But now Obama gets credit for the extra job.
[02:18:50.486 --> 02:18:50.646]  Yeah.
[02:18:50.746 --> 02:18:53.568]  Because all they do in the jobs numbers is count the numbers.
[02:18:53.928 --> 02:19:02.813]  So two lousy jobs is better than one good job as far as Obama's concerned, but not as far as the guy who has to work these two lousy jobs for low pay.
[02:19:03.053 --> 02:19:07.816]  So he gets to destroy jobs and claim credit for creating jobs at the same time.
[02:19:08.156 --> 02:19:10.578]  That's kind of like common core economics, isn't it, Peter?
[02:19:13.482 --> 02:19:14.983]  Yeah, that's what we got.
[02:19:15.043 --> 02:19:24.829]  And of course, in terms of what the banks did, in terms of being bailed out, we just see Goldman Sachs being assessed a $5 billion fine.
[02:19:24.889 --> 02:19:29.131]  Here we are, seven years after the fact, they're still handing out some fines.
[02:19:29.311 --> 02:19:38.477]  I guess we're supposed to feel better that they're going to give us a little bit of mercy and not charge taxes to the people whose houses they've repossessed and all of this.
[02:19:39.057 --> 02:19:42.179]  Instead of fining them now, we should have just let them go bankrupt back then.
[02:19:42.199 --> 02:19:42.519]  Yeah, exactly.
[02:19:42.539 --> 02:19:46.381]  You know, instead we bailed them out, and now we're asking for some of the bailout money back.
[02:19:46.662 --> 02:19:47.162]  But you know what?
[02:19:47.522 --> 02:19:50.204]  All these big banks, it might not be anybody looking at the brokerage stocks.
[02:19:50.244 --> 02:19:52.305]  Goldman Sachs today is at a 52-week low.
[02:19:52.325 --> 02:19:57.448]  The stocks, you know, dropped, I don't know, what, 25-30% from its high, and it's going to keep falling.
[02:19:57.508 --> 02:19:59.449]  And all the big banks are in trouble right here.
[02:19:59.849 --> 02:20:01.891]  I think they're going to need fresh rounds of bailout money.
