[00:00:00.169 --> 00:00:01.050]  and get free shipping.
[02:42:38.667 --> 02:42:44.729]  First of all, to the gentleman that's dying for attention, someone needs to inform him that there is no gun ban currently.
[02:42:44.769 --> 02:42:53.473]  But, because of the work that we're doing here today, we will make your sign legitimate shortly.
[02:42:54.813 --> 02:42:56.234]  So we will make that a reality.
[02:42:57.835 --> 02:43:00.696]  So again, I've got so many clips I haven't gotten to.
[02:43:00.716 --> 02:43:02.736]  I don't play something from last week for lack of clips.
[02:43:03.277 --> 02:43:06.278]  It's just really important to remember the main mission.
[02:43:07.722 --> 02:43:15.069]  And time and time again, when we would get up there, the Austin mayor, we just showed footage of him, would flip us off.
[02:43:15.649 --> 02:43:23.036]  We're polite, we're nice, we fly in like top toxicologists, university, top department heads, and it's just all big and funny.
[02:43:26.098 --> 02:43:29.862]  What a hateful, un-American pud.
[02:43:30.922 --> 02:43:34.085]  I mean, you know, at a certain point, it's just, they hate us.
[02:43:36.096 --> 02:43:39.979]  And they love to just sneak around and, yeah, we get at the registration.
[02:43:39.999 --> 02:43:41.881]  We're going to make that sound reality, but not yet.
[02:43:42.662 --> 02:43:45.724]  Just gloating how they're coming for us.
[02:43:46.465 --> 02:43:48.166]  And, you know, secret recordings of Obama.
[02:43:48.386 --> 02:43:50.508]  Don't worry, I'll beat these bitter clingers.
[02:43:53.490 --> 02:43:54.631]  Now let's go to this next clip.
[02:43:56.173 --> 02:43:57.714]  Integrated Muslim migrants.
[02:43:57.914 --> 02:43:59.475]  Germans are disgusting.
[02:44:01.177 --> 02:44:02.178]  They should all disappear.
[02:44:02.198 --> 02:44:03.619]  Then I'm going to go to the Marine Corps General.
[02:44:05.322 --> 02:44:08.324]  About how women in frontline combat is just ruining things.
[02:44:08.484 --> 02:44:08.764]  Really?
[02:44:10.264 --> 02:44:19.649]  Folks, I might be able when I was 20 or something, because I can run six, seven miles and lift weights and stuff, but it's still, I mean, I went on hikes for 10 miles with a backpack.
[02:44:19.669 --> 02:44:20.509]  I felt like I was going to die.
[02:44:21.030 --> 02:44:25.712]  I could have passed the Marine Corps Army boot camp, but I wasn't like, you know, in that good of shape.
[02:44:26.937 --> 02:44:28.460]  Most men I know couldn't do it.
[02:44:29.081 --> 02:44:32.747]  And most women I know couldn't do it, so they are reducing the pack sizes, like we knew.
[02:44:32.987 --> 02:44:37.234]  They are going to, oh, you just have to do two pull-ups, not 20 now.
[02:44:39.332 --> 02:44:40.733]  The standard's the standard.
[02:44:40.753 --> 02:44:41.854]  I mean, what are they going to say?
[02:44:41.874 --> 02:44:42.455]  Women in the NFL?
[02:44:42.515 --> 02:44:46.738]  And so now they're going to put, you know, braces on the men so they can't run too fast?
[02:44:46.798 --> 02:44:50.521]  I mean, it's out of a science fiction book, but it's happening.
[02:44:51.322 --> 02:44:54.945]  Oh, some people don't have moms and dads, so you can't use that word now.
[02:44:55.125 --> 02:44:56.326]  They're telling five-year-olds that?
[02:44:56.526 --> 02:44:57.647]  You want to screw them up?
[02:44:58.067 --> 02:44:59.769]  You want to create gender confusion?
[02:45:00.029 --> 02:45:02.551]  Who would let people mentally abuse their children like this?
[02:45:02.831 --> 02:45:04.152]  I'm sorry, but here it is.
[02:45:04.272 --> 02:45:05.513]  Integrated Muslim migrants.
[02:45:05.533 --> 02:45:06.974]  These are the sweet ones, the liberal ones.
[02:45:07.395 --> 02:45:08.576]  Germans are disgusting.
[02:45:09.482 --> 02:45:11.743]  They should all just disappear, close quote.
[02:45:12.083 --> 02:45:19.404]  Shock video, Infowars.com, highlights attitudes of migrants towards host population.
[02:45:19.424 --> 02:45:32.087]  Video shot in a German school shows integrated migrants, Muslims, speaking about how they find Germans disgusting and the country would be better off if they all disappeared.
[02:45:32.107 --> 02:45:34.608]  The clip shows a woman speaking to migrant teenagers in a school.
[02:45:35.168 --> 02:45:36.869]  Let's go ahead and play this clip.
[02:45:36.889 --> 02:45:38.249]  It's up on Infowars.com.
[02:45:42.592 --> 02:45:43.992]  Have you ever heard of the word integration?
[02:45:44.353 --> 02:45:46.494]  Yeah, what does integration mean?
[02:45:47.155 --> 02:45:48.475]  It means you exclude others, right?
[02:45:48.495 --> 02:45:50.016]  No, that's precisely what it is.
[02:45:50.437 --> 02:45:51.577]  Who of you has German friends?
[02:45:52.298 --> 02:45:53.098]  German friends?
[02:45:55.545 --> 02:45:56.326]  You, not me.
[02:45:57.406 --> 02:45:58.366]  Not a single one.
[02:45:58.667 --> 02:46:00.487]  You don't have German friends?
[02:46:00.507 --> 02:46:01.108]  Let's be honest.
[02:46:01.368 --> 02:46:02.528]  Do you have German friends?
[02:46:02.608 --> 02:46:02.848]  No.
[02:46:02.968 --> 02:46:03.429]  Well, wait.
[02:46:03.849 --> 02:46:04.329]  Don't lie.
[02:46:04.409 --> 02:46:04.669]  Sure.
[02:46:05.650 --> 02:46:06.970]  Do you have German friends?
[02:46:07.050 --> 02:46:07.330]  No.
[02:46:07.430 --> 02:46:08.251]  Why don't you have German friends?
[02:46:08.491 --> 02:46:11.072]  Because they don't belong to us.
[02:46:11.092 --> 02:46:12.613]  I cannot be like them.
[02:46:12.733 --> 02:46:16.714]  It's like this.
[02:46:16.774 --> 02:46:19.636]  If you hang out with Germans, they do different things than you.
[02:46:19.676 --> 02:46:20.796]  For example, eating pork.
[02:46:20.876 --> 02:46:22.417]  I'm disgusted by them, to be honest.
[02:46:23.758 --> 02:46:26.640]  If I see this, I'm absolutely disgusted.
[02:46:26.980 --> 02:46:29.462]  Look at all the migrants who stay in Germany.
[02:46:29.803 --> 02:46:31.924]  And all the Germans would disappear for just a single day.
[02:46:31.944 --> 02:46:32.685]  Nobody would notice.
[02:46:34.346 --> 02:46:37.508]  Really, I notice you not having to wear a headdress, a beekeeper suit.
[02:46:37.548 --> 02:46:38.930]  I notice you getting to wear earrings.
[02:46:38.950 --> 02:46:40.391]  And that's the thing.
[02:46:40.451 --> 02:46:43.233]  They're not, on average, taking the freedom and enjoying it.
[02:46:45.580 --> 02:46:51.347]  They're getting upset by it, but merging with like gangster rap and communism.
[02:46:51.467 --> 02:46:52.448]  I mean, it's, ugh!
[02:46:54.951 --> 02:46:59.556]  And that's what I see now in Austin, downtown Austin now, two years ago it didn't look like this.
[02:46:59.616 --> 02:47:02.740]  I mean, a lot of days it looks like, and here he is, I mean, that you are in.
[02:47:04.798 --> 02:47:06.279]  A third world, Middle Eastern country.
[02:47:06.440 --> 02:47:11.905]  I mean, you'll be driving and it's just like, Muslim dress, Muslim dress, Muslim dress, Muslim dress, Muslim women everywhere with babies.
[02:47:12.305 --> 02:47:14.727]  And all the trendy, you know, white, black, Hispanic women out.
[02:47:14.868 --> 02:47:16.369]  You know, they're not having kids.
[02:47:16.869 --> 02:47:21.113]  And it's just like, okay, if the Muslims wanted to integrate and whatever, it wouldn't be an issue.
[02:47:21.454 --> 02:47:23.396]  But it's like the anger, the upsetness.
[02:47:24.056 --> 02:47:31.559]  And I'd be downtown now and there's, you know, Saudi Arabians and folks walking around and when you're walking, even if you try to get out of their way, they know people don't like them.
[02:47:31.899 --> 02:47:35.301]  They know they're from another culture and they're looking at you like they want to kill you.
[02:47:35.341 --> 02:47:40.223]  It's like I'm in a Bugs Bunny cartoon or something and I go, Hassan Chop!
[02:47:40.263 --> 02:47:42.044]  You know, how did I get to this point?
[02:47:47.298 --> 02:47:55.883]  And suddenly, Fox, CNN, MSNBC, there's women in hajibs, hajibs, all over TV, you know, as the pundits, talking about the racist whites.
[02:47:55.903 --> 02:47:56.523]  In fact, let's go to that.
[02:47:56.543 --> 02:47:57.383]  I've never played these clips.
[02:47:57.403 --> 02:47:58.764]  I have to play this at the first of the show.
[02:48:00.365 --> 02:48:01.105]  This is Hillary.
[02:48:04.407 --> 02:48:05.268]  Clip after clip.
[02:48:06.208 --> 02:48:11.811]  This is her at a fusion forum, poses questions to Hillary on white terrorism, white privilege, and reparations.
[02:48:12.191 --> 02:48:13.212]  And then there's another clip.
[02:48:14.052 --> 02:48:14.833]  Travis Smiley.
[02:48:16.320 --> 02:48:18.741]  On Obama's legacy for Black America, there's another one.
[02:48:18.781 --> 02:48:20.322]  Students taught most U.S.
[02:48:20.362 --> 02:48:23.283]  territories terrorists are conservative white men.
[02:48:23.683 --> 02:48:27.965]  That's at the College Fix with Dr. Rosa Avila, the University of California.
[02:48:27.985 --> 02:48:30.486]  I mean, it's just every day.
[02:48:30.546 --> 02:48:31.267]  That's the new thing.
[02:48:31.527 --> 02:48:32.467]  Whites are terrorists.
[02:48:32.687 --> 02:48:33.488]  Whites are bad.
[02:48:33.728 --> 02:48:34.508]  Whites are evil.
[02:48:34.708 --> 02:48:36.069]  Whites are the source of all problems.
[02:48:36.109 --> 02:48:39.230]  I mean, this is like Hitler against the Jews, but the opposite.
[02:48:39.550 --> 02:48:42.192]  And it's being taught all over the world, folks.
[02:48:43.177 --> 02:48:44.318]  It's so whacked out.
[02:48:44.358 --> 02:48:46.459]  It's all over MSNBC, all over CNN.
[02:48:46.479 --> 02:48:47.860]  I play the clips almost every day.
[02:48:50.522 --> 02:48:52.023]  These are evil people, folks.
[02:48:52.544 --> 02:48:53.204]  Anderson Cooper.
[02:48:53.745 --> 02:48:55.306]  Let's go ahead and play the Hillary clip.
[02:48:56.658 --> 02:49:02.120]  All of the Democratic presidential candidates have said that black lives matter, even if they didn't at first.
[02:49:02.940 --> 02:49:05.562]  But how will your administration specifically prove that?
[02:49:06.002 --> 02:49:09.963]  The danger of ISIS is clearly a major threat to American safety.
[02:49:10.423 --> 02:49:18.186]  But personally, I know many minorities who are much more concerned with racist attacks at the local level than radical Islamists.
[02:49:19.747 --> 02:49:23.810]  Question to put it plainly since often issues of race are tiptoed.
[02:49:24.370 --> 02:49:30.295]  Do you believe that white terrorism and extremism is as much a threat to some in this country as something like ISIS?
[02:49:30.791 --> 02:49:38.013]  As Alicia mentioned, my name is Talia Nguetto and I'm a junior here at Drake University and my question is for you, and it is the following.
[02:49:38.693 --> 02:49:42.494]  White privilege is a term that more people are talking openly about these days.
[02:49:42.894 --> 02:49:45.875]  Certainly people like me have long understood what it means.
[02:49:46.555 --> 02:49:50.936]  Secretary Clinton, can you tell us what the term white privilege means to you?
[02:49:51.396 --> 02:49:56.057]  And can you give me an example from your life or career when you think you have benefited from it?
[02:49:56.277 --> 02:50:01.721]  Do you think 2016 is the year, kind of on the federal level, we should start studying reparations?
[02:50:04.583 --> 02:50:06.384]  That's all that's talked about in these colleges.
[02:50:06.605 --> 02:50:08.886]  That's all that's talked about in the public schools pretty much now.
[02:50:09.607 --> 02:50:10.367]  Other than entertainment.
[02:50:10.447 --> 02:50:14.831]  I mean, totally dumbed down people, unaware of what's going on in the real world.
[02:50:17.433 --> 02:50:21.776]  Where every movie you go see, the Native Americans are perfect angels and the settlers are the devil.
[02:50:22.998 --> 02:50:24.259]  That's just not how it was.
[02:50:25.119 --> 02:50:30.622]  Settlers showed up and native tribes came to them and said, you will help us kill the other tribe or we're going to kill you.
[02:50:31.323 --> 02:50:32.964]  And that's because they were just like we were.
[02:50:33.604 --> 02:50:38.086]  They just were in a more barbaric state than Europe had been from a thousand plus years of war.
[02:50:38.347 --> 02:50:39.207]  It had stabilized.
[02:50:39.627 --> 02:50:40.608]  Humans are just humans.
[02:50:40.728 --> 02:50:44.010]  And it's just the craziest, craziest thing.
[02:50:44.310 --> 02:50:47.612]  The chip on the shoulder kids from these college, these young adults,
[02:50:49.608 --> 02:50:50.249]  Who have been cheated.
[02:50:50.289 --> 02:50:51.170]  There's not going to be jobs.
[02:50:51.190 --> 02:50:52.771]  There's not going to be a future under globalism.
[02:50:53.552 --> 02:50:54.774]  This is an engineered global depression.
[02:50:55.174 --> 02:50:59.419]  And just all they can think about is all this newspeak and political correctness.
[02:50:59.439 --> 02:51:00.600]  They are handicapped.
[02:51:01.160 --> 02:51:02.362]  They are mentally ill.
[02:51:02.822 --> 02:51:04.204]  They are screwballs.
[02:51:04.864 --> 02:51:07.888]  They are chip-on-the-shoulder ruined people.
[02:51:10.760 --> 02:51:20.086]  We use mobile devices right against our bodies every day, but growing scientific evidence has emerged showing serious health risks associated with exposure to EMF radiation emitted from these devices.
[02:51:20.186 --> 02:51:24.529]  The solution is DefenderShield, the most effective mobile radiation shielding ever developed.
[02:51:24.609 --> 02:51:30.372]  DefenderShield blocks virtually 100% of EMF radiation from cell phones, tablets, and laptops, and starts at just $64.99.
