[00:00:12.829 --> 00:00:15.790]  Wednesday, April 20th, 2016.
[02:10:26.239 --> 02:10:33.280]  An attempted coup to fire her and to basically change the direction, to put the powerful organization with great grassroots conservatives behind Ted Cruz.
[02:10:33.640 --> 02:10:36.301]  Phyllis Schlafly, my board plotted to fire me over Trump.
[02:10:37.182 --> 02:10:43.168]  Now, I've talked to high-level people in the Trump campaign who talked directly to people high-level in the Cruz campaign.
[02:10:43.188 --> 02:10:49.295]  They confirmed that that was directed, according to them, and everything I've been told by Stone, who's on tomorrow, by the way.
[02:10:49.315 --> 02:10:50.296]  He moved from today to tomorrow.
[02:10:50.336 --> 02:10:56.923]  Roger Stone has turned out to be deadly accurate that that was directed by the people in the Cruz camp high up.
[02:10:57.423 --> 02:10:59.405]  And it just shows you, if they think your vote doesn't count,
[02:11:00.404 --> 02:11:03.125]  Well, now maybe Phyllis Schlafly's organization doesn't count.
[02:11:03.765 --> 02:11:07.807]  And so reportedly, operatives connected to him came in and did this.
[02:11:07.827 --> 02:11:13.109]  We're going to get directly from Phyllis Schlafly, who doesn't pull any punches, but she also doesn't like to stir up trouble.
[02:11:13.129 --> 02:11:17.591]  But this isn't stirring up trouble to get to the bottom of what's happening here and hopefully have an investigation.
[02:11:17.611 --> 02:11:20.712]  I know she's learned probably more since she put out her video a few days ago.
[02:11:22.073 --> 02:11:24.214]  Mrs. Schlafly, thank you so much for coming on with us today.
[02:11:25.356 --> 02:11:26.337]  Well, thank you.
[02:11:26.797 --> 02:11:31.461]  I'm very happy to join you and happy to have a chance to tell you what's going on.
[02:11:31.901 --> 02:11:46.012]  There just seem to be a couple of people in my organization who think they can run Eagle Forum better than I can, but we've built, I think, the most unique and successful organization in the conservative movement.
[02:11:46.692 --> 02:11:48.934]  And most of them are volunteers.
[02:11:48.954 --> 02:11:49.995]  I'm a volunteer.
[02:11:50.075 --> 02:11:52.877]  All my state presidents are volunteers.
[02:11:53.644 --> 02:12:06.690]  And we have a very small paid staff, but we have built an organization that candidates for office all seek our endorsement.
[02:12:07.411 --> 02:12:10.852]  And they like to have our endorsement because they know it's meaningful.
[02:12:11.893 --> 02:12:18.816]  We have taught people that politics is where the action is, and we want them to be active in politics.
[02:12:19.733 --> 02:12:20.274]  Absolutely.
[02:12:20.374 --> 02:12:22.455]  Normally, phones aren't clear.
[02:12:22.535 --> 02:12:23.536]  Yours is very clear.
[02:12:23.576 --> 02:12:24.797]  It's a bit overdriven, ma'am.
[02:12:24.877 --> 02:12:27.079]  If you can just back off your receiver a tiny bit.
[02:12:27.579 --> 02:12:29.281]  But we did hear pretty much what you said.
[02:12:29.341 --> 02:12:33.024]  Please continue with, as best you know now, what happened.
[02:12:33.044 --> 02:12:42.331]  Because I think what happened to this important patriotic organization, what they attempted to do, the import of it goes to the character of someone who wants to be president.
[02:12:43.292 --> 02:12:49.117]  So can you break down specifically what happened in the attempted, what some have called, mugging of Eagle Forum?
[02:12:50.509 --> 02:12:59.274]  Well, the attempt is to use my endorsement of Donald Trump.
[02:12:59.534 --> 02:13:00.574]  You know, he came to St.
[02:13:00.634 --> 02:13:03.796]  Louis, had a big rally, and I introduced him.
[02:13:03.816 --> 02:13:11.880]  And I met him with him before he went on stage and asked him to support the Republican platform.
[02:13:12.340 --> 02:13:15.062]  And he promised to support the Republican platform.
[02:13:15.522 --> 02:13:16.602]  And that's important to me.
[02:13:16.662 --> 02:13:18.243]  I've had a big hand in writing it.
[02:13:18.683 --> 02:13:19.504]  It's pro-life.
[02:13:20.223 --> 02:13:26.829]  It's pro-marriage, it's pro-national sovereignty, which is very important to me.
[02:13:27.289 --> 02:13:32.234]  Military is not strong enough to have a good military.
[02:13:32.514 --> 02:13:33.815]  We've got to be superior.
[02:13:34.376 --> 02:13:40.301]  And then our enemies will respect us and our friends will rely on us.
[02:13:42.153 --> 02:13:44.154]  And anyway, he did, and so I endorsed him.
[02:13:44.514 --> 02:13:51.596]  And my guess is about half of our people are for Cruz, and about half of them are for Trump.
[02:13:52.376 --> 02:13:56.457]  And I didn't object to the one who endorsed Cruz.
[02:13:56.557 --> 02:14:00.978]  I said, you've got free speech, you can endorse anybody you want.
[02:14:04.309 --> 02:14:06.571]  Well, I mean, I interview you every few months.
[02:14:06.871 --> 02:14:10.895]  You make really salient, central points that other pundits aren't even making.
[02:14:10.915 --> 02:14:12.056]  You're obviously super sharp.
[02:14:12.457 --> 02:14:13.057]  My grandmother's 90s.
[02:14:13.077 --> 02:14:14.239]  She's super sharp.
[02:14:14.539 --> 02:14:16.200]  Has a lot of wisdom that I don't have as well.
[02:14:16.821 --> 02:14:23.728]  It's just so insulting to try to, in the dead of night, you know, steal the organization from you and just claim it's because you supported Donald Trump.
[02:14:23.768 --> 02:14:24.448]  It really shows
[02:14:25.089 --> 02:14:30.172]  Well, I think they must have been, because all of this fight started when somebody came to me and gave me a list
[02:14:49.904 --> 02:14:56.989]  Of about a dozen EGLE leaders, EGLE members, who were endorsing Cruz.
[02:14:57.829 --> 02:15:02.973]  And they did it in a way that made it look like it was EGLE Forum doing it.
[02:15:03.413 --> 02:15:06.215]  But nevertheless, I decided not to say anything.
[02:15:07.136 --> 02:15:09.437]  Let them do it.
[02:15:09.777 --> 02:15:10.278]  Okay.
[02:15:10.758 --> 02:15:16.362]  Unfortunately, following that, one of them made a robocall on behalf of Cruz.
[02:15:19.302 --> 02:15:21.864]  A number of them have been using it.
[02:15:22.084 --> 02:15:28.847]  I suspect that they've been letting the Clues campaign use some of my list, which they have leaked to them.
[02:15:30.348 --> 02:15:31.649]  Wow, that's bombshell.
[02:15:31.689 --> 02:15:34.370]  I hadn't heard that yet directly from Phyllis Schlafly right now.
[02:15:34.850 --> 02:15:35.671]  She's researching it.
[02:15:35.711 --> 02:15:37.051]  Looks like they had a list.
[02:15:37.432 --> 02:15:38.792]  She got calls from other members.
[02:15:39.032 --> 02:15:42.354]  Yeah, and of course, the other thing they've done is to divide up my family.
[02:15:44.035 --> 02:15:48.017]  My daughter is with the group that is leading me.
[02:15:48.710 --> 02:15:50.032]  I don't know.
[02:16:06.947 --> 02:16:09.489]  He always errs on the safe side of things.
[02:16:09.729 --> 02:16:11.089]  Well, Phyllis, that's amazing.
[02:16:11.129 --> 02:16:19.493]  I mean, not just getting rid of you, claiming you were old, but now your son, a long-term member, lawyer and accountant involved in an organization that's been so selfish.
[02:16:19.513 --> 02:16:22.134]  And then we've got another son they want to get rid of.
[02:16:22.515 --> 02:16:30.138]  And he's the one who's written a lot of these amicus briefs that we've filed with the Supreme Court in important cases.
[02:16:30.718 --> 02:16:34.400]  And we have a very wonderful collection of these briefs.
[02:16:35.029 --> 02:16:38.291]  And you'll be interested in one of those briefs we filed.
[02:16:38.351 --> 02:16:39.832]  I don't remember which one it was.
[02:16:39.852 --> 02:16:45.216]  The ACLU filed a brief asking the court not to read Eagle Farm's brief.
[02:16:45.636 --> 02:16:46.476]  I remember that.
[02:16:47.037 --> 02:16:48.458]  Fellas, getting back to the list.
[02:16:48.498 --> 02:16:49.318]  This is amazing.
[02:16:49.979 --> 02:16:52.800]  So people are getting robocalls.
[02:16:53.281 --> 02:17:01.426]  Somehow they did get access to some of my lists and I don't think that was very nice.
[02:17:02.455 --> 02:17:18.888]  So you took the high road, let high-level members of the Eagle Forum go out and basically ignore what your main endorsement and just in your face endorse Cruz as they were the Eagle Forum misrepresenting, and then suddenly Robo calls as if Cruz, I guess, had already thought he was running Eagle Forum.
[02:17:19.668 --> 02:17:24.952]  Are you going to formally ask them to return any list or stop using your name?
[02:17:27.594 --> 02:17:32.258]  Well, I'm trying to say that these other people are not representing Eagle Forum.
[02:17:33.896 --> 02:17:39.900]  I represent Eagle Farm, and they tried to throw me out, but at any rate, I'm still here.
[02:17:40.741 --> 02:17:41.862]  And I intend to be here.
[02:17:42.943 --> 02:17:56.693]  I was reading Dr. Corsi, who I know has spoken to you at WorldNetDaily about kind of the chain of events, but specifically, break down for us, ma'am, if you can, and we're going to go to break, come back in five more minutes to finish up about the general election with you and your book being republished.
[02:17:58.382 --> 02:18:05.590]  Well, if anybody wants to know why I endorsed Trump, you've got to read the book A Choice, Not an Echo.
[02:18:06.111 --> 02:18:08.693]  Because I have been fighting the Kingmakers.
[02:18:09.314 --> 02:18:20.947]  The Kingmakers are a lot of rich people who think they are appointed to designate who the Republican nominees are and who should be the President of the United States.
[02:18:21.408 --> 02:18:22.489]  And I don't think so.
[02:18:22.710 --> 02:18:26.053]  I think the grassroots are entitled to vote for the candidate.
[02:18:26.093 --> 02:18:29.237]  That's what you've said on my show for 21 years, is what you've been saying for 50 years.
[02:18:29.597 --> 02:18:32.961]  That's what you stand for, is conservative populism.
[02:18:34.783 --> 02:18:35.544]  That's correct.
[02:18:36.224 --> 02:18:39.308]  And the kingmakers have had their way.
[02:18:39.810 --> 02:19:07.599]  You know, I tell people, I've been to every Republican convention since 1952, and I was there when the late, great Senator Ervin Dirksen, one of our greatest Republican speakers, said on the floor of the convention, I've forgotten which one it was, talking about the Kingmakers then, we followed you before and you led us down the road to defeat.
[02:19:08.516 --> 02:19:17.478]  Well, the Kingmakers really don't care whether the Republicans or Democrats win, just so they're people they can pay off and control.
[02:19:18.658 --> 02:19:29.340]  And we're seeing that arrogance now, where even the Republican establishment, Mitch McConnell, Paul Ryan, say, fine, we'll take Hillary over Donald Trump, because they just want to maintain power.
[02:19:30.560 --> 02:19:32.100]  Yes, that is correct.
[02:19:32.660 --> 02:19:37.001]  And I want the grassroots to win, and I think we've got a chance with Trump.
[02:19:38.168 --> 02:19:39.428]  That's why they're scared to death of it.
[02:19:39.448 --> 02:20:05.956]  Man, we're going to go to break and come back and I want to talk more about the election with you, the book being republished, A Choice on an Echo, but just briefly when we return, though, the specifics, because I was reading the news about them trying to get your bank account, the companies, you know, the organization, the tax-free group, and they were trying to take over and fail, which shows how fraudulent it was, thank God, and it just goes to the whole attitude of Ted Cruz and his henchmen trying to shark in and take over.
[02:20:06.896 --> 02:20:10.280]  Uh, this organization, truly sickening.
[02:20:20.492 --> 02:20:24.557]  There was a mighty nation, blessed above all of creation.
[02:20:25.137 --> 02:20:27.140]  It was a rare and precious pearl.
[02:20:29.329 --> 02:20:36.452]  Conceived in faith and liberty, home of the brave, land of the free, it was the envy of the world.
[02:20:37.953 --> 02:20:48.277]  But this shining city on the hill has turned from the Creator's will and let evil take control.
[02:20:48.357 --> 02:20:55.260]  Now the reckless men who lead them want to strip away their freedom and to steal their very soul.
[02:20:57.828 --> 02:21:00.250]  Now it's smoke and mirrors, switch and bait.
[02:21:00.710 --> 02:21:04.752]  Criticize and confiscate and let the guilty walk away.
[02:21:04.832 --> 02:21:07.074]  What difference at this point does it make?
[02:21:07.154 --> 02:21:14.198]  In this once righteous, godly nation, in the halls of education, they prevent a child to pray.
[02:21:14.318 --> 02:21:16.920]  Our society is moving towards marxism.
[02:21:16.960 --> 02:21:23.424]  They say we need to spread the wealth, and they pretend to guard the health of the feeble and the poor.
