[00:00:11.499 --> 00:00:16.542]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[02:22:26.296 --> 02:22:36.103]  And then it allows them, my biggest concern is, it allows them to beta test that kind of voice of Mao Zedong, voice of the Stasi control over there, with a soft rollout, and then do it here.
[02:22:36.123 --> 02:22:37.844]  And that's what I'm seeing is the soft
[02:22:38.064 --> 02:22:41.647]  Because the speech for which people abroad are being punished is speech that our elites, the left,
[02:23:07.955 --> 02:23:08.375]  I don't know.
[02:23:29.690 --> 02:23:31.130]  And nobody ever says anything about it.
[02:23:31.170 --> 02:23:35.291]  I mean, this happens literally in Great Britain, in Canada, in France, in Germany.
[02:23:35.331 --> 02:23:36.351]  People are in prison.
[02:23:36.391 --> 02:23:43.973]  Now, I don't agree with the views, by and large, those people expressed, but as an American... But if they want to deny the Holocaust, that's their business, even though I find it abhorrent.
[02:23:44.233 --> 02:23:44.573]  Exactly.
[02:23:44.593 --> 02:23:47.254]  But now it's, criticize open borders, you're arrested.
[02:23:47.414 --> 02:23:50.614]  See, once you set that precedent... Where's exactly right?
[02:23:50.754 --> 02:23:51.715]  Where's the line?
[02:23:51.835 --> 02:23:53.555]  And the line is always in the same places.
[02:23:53.575 --> 02:23:56.596]  Whatever is unfashionable, according to the people in charge.
[02:23:56.636 --> 02:23:58.336]  And that's the whole freaking point
[02:23:58.883 --> 02:24:05.628]  Of guaranteed free speech, of a First Amendment, is to say, look, this doesn't change, it's immutable, it's a right-written law.
[02:24:05.648 --> 02:24:06.209]  Absolutely.
[02:24:06.629 --> 02:24:09.531]  That can't be taken away by whatever government comes in next.
[02:24:09.591 --> 02:24:21.000]  It's more important overall, I think, than the Second Amendment, because without the right to communicate, you know, it doesn't matter if you have guns or not, you're not going to be able to mount any opposition to tyranny, and you want to fix things with words first before you go to guns.
[02:24:21.325 --> 02:24:21.945]  That's exactly right.
[02:24:22.005 --> 02:24:23.066]  That's why they're in that order.
[02:24:23.346 --> 02:24:24.027]  That's exactly right.
[02:24:24.167 --> 02:24:32.632]  First we have the conversation and then, you know, obviously violence has got to be a last resort and all people of goodwill, very much including me, hope it is a last resort.
[02:24:32.692 --> 02:24:35.453]  But if they get physical with us, if they get physical with us.
[02:24:36.094 --> 02:24:39.335]  But you don't ever want to have to exercise your Second Amendment rights.
[02:24:39.376 --> 02:24:40.056]  I mean, they're a kind of
[02:24:40.487 --> 02:24:40.687]  I don't
[02:24:55.658 --> 02:25:04.583]  I agree, I agree.
[02:25:05.083 --> 02:25:09.305]  I think these movements are more scary than what we saw with the communists over 70 years.
[02:25:09.665 --> 02:25:18.450]  Because yeah, they killed a lot of people and it was horrible, but as for the whole world being in danger of falling to tyranny, I literally think we're in the most dangerous period the world's ever seen.
[02:25:18.470 --> 02:25:23.373]  For just basic rights, family rights, property rights, First Amendment rights being under attack.
[02:25:23.413 --> 02:25:23.813]  What do you think?
[02:25:24.375 --> 02:25:27.978]  I think, of course, and we're also in the most dynamic moment of our lifetimes.
[02:25:27.998 --> 02:25:35.285]  I mean, the whole post-Second World War order imposed on the world by the victors, mostly by us, is collapsing.
[02:25:35.305 --> 02:25:36.706]  I mean, all of it is collapsing.
[02:25:36.786 --> 02:25:40.490]  The EU, on June 23rd of this year, I think Brexit is going to happen.
[02:25:41.110 --> 02:25:44.373]  I'm for it, by the way, but I think that's just the first step to the collapse of the European Union.
[02:25:44.393 --> 02:25:45.134]  This is an incredible time.
[02:25:45.174 --> 02:25:48.016]  Let me ask you that question in the minutes we have, because that's where I was going next.
[02:25:49.368 --> 02:25:52.470]  We're at a major watershed, obviously, a crossroads.
[02:25:52.930 --> 02:26:01.135]  The establishment everywhere, different establishments are trying to maintain control, use the crisis for more control, which I think is backfiring and making the awakening that much more explosive.
[02:26:01.255 --> 02:26:02.236]  I'm concerned about that.
[02:26:02.516 --> 02:26:06.058]  I'm not dreaming of some bloody revolution like the leftists and the communists are.
[02:26:06.078 --> 02:26:10.001]  I've got this lady on Infowars.com, her demo story, communist Angela Davis.
[02:26:10.481 --> 02:26:21.546]  She says Black Lives Matter, this is what we've been waiting for, and then goes in to basically say, you know, take out Trump, go after Trump politically, do whatever you have to, and then her cohort starts saying, yeah, let's kill him, and tweeting, kill him.
[02:26:21.946 --> 02:26:23.627]  I see red flags all over the country now.
[02:26:23.667 --> 02:26:28.329]  I see communists coming out from under their rocks, dreaming of some weird jihad.
[02:26:29.133 --> 02:26:29.994]  Well, exactly.
[02:26:30.214 --> 02:26:35.778]  Once these things get rolling, I mean, look, populism is always a reaction against something real.
[02:26:35.798 --> 02:26:37.059]  It doesn't happen by accident.
[02:26:37.079 --> 02:26:38.540]  These movements don't come from nowhere.
[02:26:39.060 --> 02:26:41.562]  They're a reaction against some injustice.
[02:26:41.602 --> 02:26:42.102]  That's real.
[02:26:42.142 --> 02:26:45.085]  The Trump movement, Black Lives Matter, I mean, it's all rooted in something.
[02:26:45.465 --> 02:26:48.527]  But once they get rolling, you don't know where they're going to wind up.
[02:26:48.587 --> 02:26:49.688]  That's the scary thing.
[02:26:49.768 --> 02:26:50.929]  Once these populist movements
[02:26:51.289 --> 02:26:51.910]  Get underway.
[02:26:51.930 --> 02:26:55.073]  No one's in charge of them and they can end up in a really, really ugly place.
[02:26:55.573 --> 02:26:56.254]  That's just true.
[02:26:56.294 --> 02:26:57.395]  You're right to be worried.
[02:26:57.535 --> 02:26:58.175]  All of us should be.
[02:26:58.235 --> 02:27:01.659]  And George Soros openly admits he's using these movements to overthrow country.
[02:27:01.699 --> 02:27:02.700]  So, we're in trouble.
[02:27:02.720 --> 02:27:02.840]  Yes.
[02:27:04.011 --> 02:27:04.891]  That's scary.
[02:27:22.236 --> 02:27:28.865]  WorldNetDaily doing great work as well, and Drudge helping magnify all that, and some of the other good talk show hosts, Hannity getting more hardcore.
[02:27:29.285 --> 02:27:29.826]  I feel good.
[02:27:29.866 --> 02:27:30.487]  I feel safer.
[02:27:30.527 --> 02:27:32.970]  I feel like we might be able to win and turn things around.
[02:27:33.030 --> 02:27:38.837]  I don't think, oh, look at that, they're bigger than me, or they have more of that big story on DailyCaller.com, or Tucker Carlson making national news.
[02:27:38.957 --> 02:27:39.678]  I feel good.
[02:27:40.239 --> 02:27:43.642]  And I wish other hosts were like we are, where we just want to try to change the culture.
[02:27:43.662 --> 02:27:46.124]  It isn't about being the only big guy out there.
[02:27:46.164 --> 02:27:49.006]  We're all, like Kennedy said, rising tide raises all ships.
[02:27:49.326 --> 02:27:52.229]  And we have to do that because they are trying to take our freedoms.
[02:27:52.249 --> 02:28:00.475]  That's why I'm here to say, even though we disagree on some things, I appreciate the work you're doing and I sleep better at night knowing you and Matt Drudge and others are there.
[02:28:00.675 --> 02:28:01.976]  What's your view overall on that?
[02:28:02.177 --> 02:28:04.819]  And then briefly, what's your take on the Trump VP situation?
[02:28:05.444 --> 02:28:07.005]  I mean, I couldn't agree with you more.
[02:28:07.045 --> 02:28:11.909]  If you have sincere beliefs, it pleases you to hear the truth spoken, no matter who it's spoken by.
[02:28:12.309 --> 02:28:12.649]  Always.
[02:28:12.950 --> 02:28:13.770]  I don't even care.
[02:28:13.830 --> 02:28:14.270]  I like it.
[02:28:14.351 --> 02:28:20.375]  I love listening to people put things, sum them up in a way that is true and real and affects them.
[02:28:21.450 --> 02:28:25.053]  Sure, you're not in competition with other libertarian or patriot groups.
[02:28:25.093 --> 02:28:25.714]  You want to win.
[02:28:26.394 --> 02:28:26.775]  I love it.
[02:28:26.795 --> 02:28:27.495]  I want more of it.
[02:28:27.615 --> 02:28:33.480]  As for his VP pick, I mean, obviously Jeff Sessions will always be my first choice because I think he's the smartest.
[02:28:33.880 --> 02:28:35.341]  He's the most impressive member of the Senate.
[02:28:35.421 --> 02:28:38.223]  I agree with him the most on immigration and trade.
[02:28:38.504 --> 02:28:39.645]  Okay, have you heard that though?
[02:28:39.665 --> 02:28:40.445]  I mean, I'm asking you.
[02:28:40.585 --> 02:28:41.326]  No, I have not heard that.
[02:28:41.346 --> 02:28:42.647]  We're about to come back with Roger Stone.
[02:28:42.667 --> 02:28:46.270]  We're going to get, I mean, I got, but I tell you, okay, so Jeff Sessions.
[02:28:47.344 --> 02:28:48.385]  I mean, that's my hope.
[02:28:48.846 --> 02:28:50.808]  And I hope he doesn't try and stunt cast it.
[02:28:50.848 --> 02:28:57.976]  I mean, my concern is he'll try to overthink it, get someone flaky who you've never heard of, who isn't smart or interesting.
[02:28:57.996 --> 02:29:01.840]  Yeah, they're talking about having Warren with Clinton for the double stunt of two women.
[02:29:02.221 --> 02:29:03.001]  No, no more gimmicks.
[02:29:03.021 --> 02:29:03.602]  We need the real deal.
[02:29:04.243 --> 02:29:05.004]  That's exactly right.
[02:29:05.854 --> 02:29:10.698]  Pick someone who believes what you believe and might do a better job of articulating.
[02:29:10.718 --> 02:29:17.543]  I mean, Trump is this amazing figure, but if I could pick one shortcoming that bothers me is he's not a good explainer sometimes.
[02:29:17.583 --> 02:29:22.747]  He doesn't get deep into why- That's right, and different leftist groups might not try to assassinate him if they know Sessions is there.
[02:29:23.808 --> 02:29:25.590]  Yeah, I mean, I don't know if-
[02:29:26.158 --> 02:29:30.741]  You know, I think Trump, I think anybody in politics right now is in peril because there's so many lunatics running around.
[02:29:30.761 --> 02:29:32.062]  I don't even like to think about that stuff.
[02:29:32.082 --> 02:29:42.509]  But I do think that, what I really think is that Sessions would be a guarantee that Trump will carry out, will follow through on some of these impromises he's made or implied.
[02:29:42.949 --> 02:29:43.950]  And that's meaningful to me.
[02:29:44.190 --> 02:29:49.734]  Well, when folks spread the word about DailyCaller.com or Infowars.com or GeorgeReport.com, they are supporting free speech.
[02:29:49.794 --> 02:29:51.715]  We are under attack because we're telling the truth.
[02:29:51.936 --> 02:29:53.277]  So promote us all, listeners.
[02:29:53.337 --> 02:29:53.697]  It's key.
[02:29:53.917 --> 02:29:54.497]  Thank you, Tucker.
[02:29:54.517 --> 02:29:55.118]  Powerful interview.
[02:29:55.560 --> 02:29:56.641]  Thanks a million, Eric.
[02:29:57.201 --> 02:29:57.542]  You bet.
[02:29:57.582 --> 02:29:58.222]  We'll be right back.
[02:29:58.242 --> 02:29:58.963]  Hey, thank you, Tucker.
[02:29:58.983 --> 02:29:59.503]  That was powerful.
[02:29:59.523 --> 02:30:00.704]  We're coming back with Roger Stone.
[02:30:00.844 --> 02:30:02.405]  This is gonna be big.
[02:30:02.425 --> 02:30:04.127]  Okay, you wanna know who the VP is?
[02:30:04.307 --> 02:30:04.747]  Get ready.
[02:30:04.967 --> 02:30:06.328]  Are we about to leak it?
[02:30:06.469 --> 02:30:07.529]  Find out in three minutes.
[02:30:09.951 --> 02:30:10.952]  BrainForce is here.
[02:30:11.492 --> 02:30:13.774]  Ladies and gentlemen, I've been on this the last few months.
[02:30:14.034 --> 02:30:21.861]  You probably noticed I've been more crazed, more focused, less brain fog, more energy, more special reports, and it's because of BrainForce.
[02:30:22.628 --> 02:30:26.211]  One of the worst things with most energy products is it's not sustainable, right?
[02:30:26.231 --> 02:30:28.572]  You're gonna crash and gonna feel really bad afterwards.
[02:30:28.932 --> 02:30:32.455]  This has a bunch of different antioxidants and compounds and polyphenols.
[02:30:32.495 --> 02:30:35.637]  Everybody's on these drugs to knock their brain out because the brain's so fried.
