[00:00:01.593 --> 00:00:04.204]  You're listening to The Alex Jones Show!
[02:17:25.964 --> 02:17:29.106]  Of course those of us who have been concerned are always looking to
[02:17:29.546 --> 02:17:33.429]  For the expansion of presidential powers and that's really the culprit.
[02:17:33.469 --> 02:17:56.184]  You mentioned the economic factors and how they get together and spend that money and you know it's just remember the pictures of Boehner and Pelosi's arm-in-arm and passing these budget and then our new speaker went along and and passed that budget which was atrocious budget and yet it was leadership on both sides and everybody wants reform.
[02:17:56.985 --> 02:18:00.188]  Uh, except, uh, in the areas that they don't want reform.
[02:18:00.529 --> 02:18:08.638]  Because, other than for Rand, I think he's the only one that's taken the position that we don't have to spend another trillion dollars on militarism.
[02:18:08.959 --> 02:18:10.561]  What we need is a common sense.
[02:18:10.581 --> 02:18:15.547]  Absolutely, you know, I've said- Get out of these hot spots and don't go aggravating people.
[02:18:16.072 --> 02:18:18.053]  Yes sir, Dr. Paul, I've supported your son.
[02:18:18.093 --> 02:18:22.435]  I was your president for the last two years and he was still number one six, seven months ago.
[02:18:23.315 --> 02:18:27.117]  And then now the media and all the manipulation has helped try to push him out of there.
[02:18:27.577 --> 02:18:37.502]  But separately, the thing I'm most proud of what he did, and I wish that he may be doing, I don't see it in the media, is come back and say, you know, double down on what Trump said.
[02:18:37.522 --> 02:18:37.882]  Say, look,
[02:18:38.823 --> 02:18:40.984]  Forget just not letting all Muslims in the country.
[02:18:41.184 --> 02:18:43.085]  We are going to end what's happening in Syria.
[02:18:43.465 --> 02:18:44.346]  Our government started it.
[02:18:44.446 --> 02:18:55.731]  Obama started it with the neocons and the rhinos and name the names of Graham and the other senators like McCain and say, you helped fund Al Qaeda.
[02:18:56.051 --> 02:18:57.092]  You helped fund ISIS.
[02:18:57.392 --> 02:19:00.453]  That's what your son was saying boldly three years ago.
[02:19:00.553 --> 02:19:03.415]  Then Cruz followed him and said, we're not Al Qaeda's air force.
[02:19:03.735 --> 02:19:05.996]  He helped lead the military to say no.
[02:19:06.376 --> 02:19:08.137]  And General Dempsey, the chairman, to say no.
[02:19:08.677 --> 02:19:19.600]  That was an incredible Americana moment of stopping boots on the ground, toppling Assad, putting Al-Qaeda, ISIS in control, and then now we haven't heard as much about that.
[02:19:19.680 --> 02:19:27.523]  I think that's something that could bring your son right back to the front of the race if he comes out and says, look, I'm not the guy saying, you know, stop what's happening in Syria now.
[02:19:27.723 --> 02:19:31.404]  I'm the one that said three years ago, stop it, because that is so important.
[02:19:31.424 --> 02:19:33.104]  What do you say to that with election 2016 here, sir?
[02:19:38.851 --> 02:19:49.538]  Well, the whole thing is, is the American taxpayer and the American people suffer from the consequences of believing that it's necessary for our national security, which is a complete lie.
[02:19:49.598 --> 02:19:53.901]  You know, lies took us into the Iraq War, and the lies continue.
[02:19:54.321 --> 02:19:57.964]  Right now, it's created this migration of millions of people.
[02:19:58.404 --> 02:20:00.906]  Europe is much more vulnerable than we are.
[02:20:00.966 --> 02:20:02.167]  We have our problems here.
[02:20:02.487 --> 02:20:06.149]  But the American taxpayer pays for this, and we pay for it by debt.
[02:20:06.750 --> 02:20:08.571]  And, you know, they claim we have a
[02:20:09.171 --> 02:20:14.273]  Decent economy, and we don't have to worry that much, and jobs are coming back, and all that nonsense.
[02:20:14.653 --> 02:20:27.339]  But we're paying for it, the militarism, and there's a huge debt, and Europe is breaking out with major crises, and you're going to see throngs of immigrants causing problems.
[02:20:27.819 --> 02:20:33.085]  And then the taxpayer, in our country especially, will be taxed for this.
[02:20:33.145 --> 02:20:36.869]  One of my approaches was quit subsidizing something, you won't have so much of it.
[02:20:37.449 --> 02:20:40.933]  And immigration is totally subsidized and rewarded, they come in.
[02:20:41.273 --> 02:20:42.454]  So I would say that...
[02:20:43.035 --> 02:20:44.936]  You've got to cut off the subsidies.
[02:20:45.116 --> 02:21:00.341]  But right now, even if you didn't cut off, even if you cut off the freebies, like all free medical care and education, that we'll have to spend money for maintaining, you know, law and order where people aren't burning our cities down.
[02:21:01.182 --> 02:21:01.742]  But that is...
[02:21:02.202 --> 02:21:07.248]  This is a predictable event because of the foreign policy.
[02:21:07.568 --> 02:21:13.595]  I really think that you cannot look at our economic problems without looking at the foreign policy.
[02:21:13.656 --> 02:21:18.741]  Because the foreign policy, so many of them are saying, you know what, we need more of the past.
[02:21:18.802 --> 02:21:19.803]  It's sort of like the Fed saying,
[02:21:20.083 --> 02:21:23.247]  Well, we have problems, so we have to print more money and use more debt.
[02:21:23.547 --> 02:21:32.018]  In foreign policy, we get involved over there and we precipitate the hatred and the blowback and all these events and then what do they say?
[02:21:32.259 --> 02:21:33.801]  Well, kill more Muslims!
[02:21:34.061 --> 02:21:36.104]  And I don't think that's going to be the solution.
[02:21:36.484 --> 02:21:37.886]  We need a new foreign policy.
[02:21:38.086 --> 02:21:45.828]  Dr. Paul, I want to, in the few minutes we have left, get into the economy that you predicted and a few other issues and get your take on election 2016 and some other points.
[02:21:45.868 --> 02:21:48.729]  But looking at Europe and the U.S.
[02:21:48.769 --> 02:21:54.631]  and others, he's stabilizing it, funding radicals in the Arab Spring, putting the radicals in Libya, Syria and Egypt.
[02:21:55.111 --> 02:21:59.153]  Now, bringing them in, knowing they're going to shoot and kill people and rape and murder every day.
[02:21:59.173 --> 02:22:01.134]  I mean, I have stacks of headlines and video.
[02:22:01.174 --> 02:22:02.114]  I know you're a newshound.
[02:22:02.134 --> 02:22:05.756]  You've never been on the show that you didn't know about a story I mentioned.
[02:22:07.037 --> 02:22:07.777]  So you're informed.
[02:22:07.817 --> 02:22:09.057]  You know how crazy it is.
[02:22:09.698 --> 02:22:11.038]  So it has to be a plan.
[02:22:11.178 --> 02:22:18.162]  Why would the socialists and the elites want to bring in dark age level, anti-female, anti-liberty
[02:22:19.142 --> 02:22:19.643]  Crazies.
[02:22:19.683 --> 02:22:20.824]  Not all the Middle East is like that.
[02:22:20.865 --> 02:22:26.712]  But we're bringing in, you know, from the really bad areas, what is the collective West doing?
[02:22:26.732 --> 02:22:28.995]  Because it's the same policy, as you know, from the U.S.
[02:22:29.015 --> 02:22:30.657]  to Canada to Germany to France.
[02:22:30.757 --> 02:22:31.859]  What is happening, Dr. Paul?
[02:22:35.916 --> 02:22:43.762]  Well, this has always bothered me about the deliberate policy that seems to be evil and backfires and stupid.
[02:22:44.503 --> 02:22:53.689]  And it was, you know, even reading about the history of going into World War II, and it would say that, well, they knew what was going to happen to Pearl Harbor.
[02:22:53.729 --> 02:22:57.713]  That story, I said, nobody could seemably allow that to happen.
[02:22:57.753 --> 02:23:00.835]  But when you read and study it, they have ulterior motives.
[02:23:01.095 --> 02:23:08.117]  They have ulterior motives, saying, well, how are we going to mobilize the American people to support it?
[02:23:08.157 --> 02:23:11.437]  How can we use our propaganda to support certain policy?
[02:23:11.857 --> 02:23:15.498]  And they get around to saying, well, if that's the price you have to pay, that's the price we have to pay.
[02:23:15.518 --> 02:23:18.419]  And we've heard, even heard... So it's a giant false flag.
[02:23:18.439 --> 02:23:21.219]  ...say that 500,000 children died in Obama.
[02:23:21.259 --> 02:23:22.260]  Yeah, yeah.
[02:23:22.560 --> 02:23:23.120]  So they do that.
[02:23:23.940 --> 02:23:27.522]  Chaos is a benefit to people who want a negative revolution.
[02:23:27.642 --> 02:23:29.823]  I want a peaceful revolution toward liberty.
[02:23:30.223 --> 02:23:37.446]  But there's others who would like to see revolution out of fear so that they succumb to saying, government take care of me, economically.
[02:23:37.766 --> 02:23:38.787]  I want to be the kingpin.
[02:23:38.847 --> 02:23:40.568]  I want to take over the world.
[02:23:40.848 --> 02:23:44.429]  So they actually use and deliberately cause this chaos.
[02:23:44.829 --> 02:23:52.673]  But a lot of people don't want to believe that because it's hard to, you know, show the literal proof because what you're doing, what we're doing is talking about
[02:23:52.793 --> 02:23:54.715]  Dr. Ron Paul, we've only got a few minutes left.
[02:23:54.775 --> 02:24:03.224]  I want to ask you about a point that ties together and then ask you to promote the radio programs you're doing, the syndicated TV shows that's really growing.
[02:24:13.635 --> 02:24:30.228]  The real revolution, though, is the grassroots now, not just coming 50,000 at a pop to your rallies, but actually sending your links out, your videos out, our videos out, subscribing to your newsletters, really continuing that awakening and that revolution against the socialist offering of Bernie Sanders and Hillary.
[02:24:30.469 --> 02:24:34.712]  They're going to use the crisis they helped create, as you've always warned, to bring in even more control.
[02:24:34.752 --> 02:24:39.336]  We've reached that crossroads where Donald Trump knows he can just go do his own debate
[02:24:39.696 --> 02:24:40.596]  Get more viewers.
[02:24:41.157 --> 02:24:43.437]  Well, we can do that, too, for our message.
[02:24:43.697 --> 02:24:46.238]  So I think we've reached the point where it's an information war.
[02:24:46.618 --> 02:24:49.859]  Can you speak to that and then tie it in to the economy?
[02:24:49.919 --> 02:24:51.640]  Royal Bank of Scotland, sell everything.
[02:24:51.680 --> 02:24:53.121]  George Soros, sell everything.
[02:24:53.741 --> 02:24:55.381]  New Baker bailouts on the horizon.
[02:24:55.421 --> 02:24:58.822]  The big event you've warned of, it appears, is in with sites.
[02:24:58.862 --> 02:25:03.104]  So media revolution, A, websites we should visit, and then B, the economy, sir.
[02:25:07.236 --> 02:25:09.798]  Yeah, and I think we are moving rather rapidly.
[02:25:09.818 --> 02:25:21.946]  I was on an interview yesterday where they were trying to pin me down, and I don't like to do timing so much, but I really said by the end of this year, it's going to be pretty evident to most Americans that we really are in a recession, depression.
[02:25:22.307 --> 02:25:29.452]  And we've always been, even though the government claims, oh, things are okay, but they never look at the middle class and half of the population who is suffering.
[02:25:29.492 --> 02:25:32.954]  All the kids are still living at home and all the debt that we have.
[02:25:32.994 --> 02:25:33.895]  So there's a big difference.
[02:25:34.335 --> 02:25:35.856]  I continue to work on this message.
[02:25:35.876 --> 02:25:45.123]  You've known me for a long time, and I've used various things, whether I'm as a congressman, or whether I'm a candidate on a national stage, or whether I'm writing newsletters.
