[00:00:16.280 --> 00:00:18.282]  Ladies and gentlemen, wow!
[02:25:01.087 --> 02:25:02.869]  Well, don't watch or listen to the show.
[02:25:03.569 --> 02:25:06.332]  If you've been taught to hate our culture, what's left of it?
[02:25:06.932 --> 02:25:09.273]  So I thought we're just going to bring it back since people don't like it.
[02:25:09.733 --> 02:25:13.415]  That's the level of bullying we see with the anti-Trump people in the streets.
[02:25:14.655 --> 02:25:16.696]  The daughter of Trump being attacked on a plane.
[02:25:17.236 --> 02:25:18.236]  This is their attitude.
[02:25:18.276 --> 02:25:22.478]  All the folks that are getting arrested now in Florida trying to go kill Trump.
[02:25:23.298 --> 02:25:24.739]  This is getting really, really serious.
[02:25:24.779 --> 02:25:32.042]  And so I wanted to have Matt Bracken on to co-host with me on this hour and take your phone calls because what does it signify?
[02:25:33.042 --> 02:25:35.403]  Crossing red lines to on Hanukkah.
[02:25:37.017 --> 02:25:47.605]  Hold on to this thing that Obama has been developing for years, as Bracken said, and then put it out on the most important Jewish holiday, that's undoubtedly the biggest Jewish holiday, hands down.
[02:25:48.305 --> 02:25:50.547]  Comes at the same time as Christmas, but lasts for over a week.
[02:25:51.608 --> 02:25:58.653]  And to do this, to stir things up with all this racial and religious and ethnic and cultural division.
[02:25:59.679 --> 02:26:19.975]  And then on top of it, sign a bill that says the Board of Governors of the FCC will now be over all media, not just broadcast, but cable TV, print, internet, naming info wars in the committee hearings, and that they will decide what can be on the air and not, and basically take Cass Sunstein's plan from eight years ago and start censoring.
[02:26:20.015 --> 02:26:21.656]  I mean, it actually says it.
[02:26:22.097 --> 02:26:22.857]  Fining us.
[02:26:23.578 --> 02:26:24.318]  Suing us.
[02:26:24.779 --> 02:26:25.579]  Blocking us.
[02:26:26.340 --> 02:26:33.665]  So Obama is doing all this at the end as if he's not leaving or something, or as if he doesn't think Trump's going to be able to reverse it.
[02:26:33.705 --> 02:26:43.311]  And then other people say, this is my question for Matt Bracken, well, can Trump just appoint a bunch of czars and with executive orders reverse this?
[02:26:43.351 --> 02:26:46.713]  Well, Obama's doing it by executive orders, but also by law.
[02:26:46.833 --> 02:26:47.694]  And what does it say?
[02:26:47.714 --> 02:26:50.696]  That the Republican House and Senate
[02:26:52.412 --> 02:26:53.073]  We're good.
[02:27:08.305 --> 02:27:28.242]  How the Department of State with the Secretary of Defense, the Director of National Intelligence, that's all the agencies, and the Broadcast Board of Governors of the FCC to establish a Center for Information Analysis and Response, which will pinpoint sources of disinformation, analyze data, and in true dystopic matter, that's from the bill, now I'm reading off, develop and disseminate fact-based narratives to counter frontery propaganda.
[02:27:28.462 --> 02:27:30.024]  This is a short segment long coming up.
[02:27:30.464 --> 02:27:33.648]  Matt Bracken, what do you make of all this red line crossing?
[02:27:33.688 --> 02:27:37.733]  Doesn't this signify they're getting ready to exponentially do something more?
[02:27:37.793 --> 02:27:40.636]  Because this is already a 10 on a 10 on the Richter scale.
[02:27:41.397 --> 02:27:43.600]  Well, when I read about the FCC stuff...
[02:27:44.295 --> 02:27:46.836]  I think, you know, thank God that Trump was elected.
[02:27:46.996 --> 02:27:50.296]  It's like sinking a U-boat when it had 15 torpedoes left.
[02:27:50.857 --> 02:27:54.778]  If we hadn't sunk that U-boat, those 15 torpedoes would have done a lot of damage.
[02:27:55.298 --> 02:28:01.599]  Now, things like the FCC regulations, I think that they can be put aside by Trump if he wants to.
[02:28:01.619 --> 02:28:04.800]  But don't you agree we should be hearing that then?
[02:28:07.350 --> 02:28:14.998]  I'm not sure what Trump's priorities are right now in terms of dealing with, you know, the bigger issues like Jerusalem and the U.N.
[02:28:15.018 --> 02:28:15.238]  thing.
[02:28:15.258 --> 02:28:20.984]  I mean, the next big moves, next macro moves on the chessboard are pretty easy to suss out.
[02:28:22.523 --> 02:28:26.864]  This is a very brilliant move by the enemy, including our President Obama.
[02:28:27.365 --> 02:28:35.887]  It's a very brilliant move because you've already got the Russians, the Chinese and the Iranian blocs hostile or against us, even though we might work here.
[02:28:35.987 --> 02:28:38.168]  They've already got the Middle East turned up to explode.
[02:28:38.228 --> 02:28:39.208]  Now they're going to enter.
[02:28:39.228 --> 02:28:41.809]  You've just but now you've just split the West.
[02:28:42.429 --> 02:28:50.452]  Now it's going to be America plus Israel, Trump and Netanyahu versus countries like Spain and New Zealand.
[02:28:51.241 --> 02:29:03.207]  So you've just split the alliance because we're going to have to do counter-punishments against Spain for what happened on the Security Council, which should have never happened because this was an Obama move.
[02:29:03.588 --> 02:29:05.909]  This was an Obama moving the chess piece play.
[02:29:06.329 --> 02:29:07.470]  It had nothing to do with the Gypsies.
[02:29:07.510 --> 02:29:09.831]  And don't you agree it's a very aggressive, violent move?
[02:29:11.201 --> 02:29:12.642]  It's a very aggressive, violent move.
[02:29:12.682 --> 02:29:30.578]  It's an existential threat to Israel to say that as of the time that that resolution passed, East Jerusalem, which is, you know, the Wailing Wall, the original king temples, Christian sites like Calvary, all of that, that's going to be under Muslim control.
[02:29:30.598 --> 02:29:31.819]  That's an existential threat.
[02:29:33.044 --> 02:29:37.687]  By doing this, he split the West, putting countries like Spain and New Zealand... I agree.
[02:29:37.747 --> 02:29:38.307]  Stay there then.
[02:29:38.347 --> 02:29:38.888]  We come back.
[02:29:39.048 --> 02:29:40.969]  Before we go to calls, I'm gonna give you the floor for like five minutes.
[02:29:41.529 --> 02:29:42.930]  Matt Bracken, what does that signify?
[02:29:42.970 --> 02:29:52.936]  The next move will be, as you just said, split the West, plunge the Middle East from being in total chaos into war, tie that into the Russian planes getting shot down, the ambassadors.
[02:29:53.777 --> 02:29:57.019]  This looks like the build-up to World War I, but now with nuclear weapons.
[02:29:57.059 --> 02:29:57.459]  Stay with us.
[02:29:59.215 --> 02:30:02.220]  We're on the march, the empire's on the run.
[02:30:03.161 --> 02:30:05.825]  Alex Jones and the GCN Radio Network.
[02:30:19.631 --> 02:30:27.561]  Anthony Gucciardi joins us to talk about Bio PCA, the latest formula to be announced and released by Infowarslife.com.
[02:30:27.621 --> 02:30:30.704]  They're true game changers, they're organic, they're proven as safe.
[02:30:31.513 --> 02:30:33.374]  And they're also very affordable.
[02:30:55.501 --> 02:31:02.254]  Went on what Mother Nature gave us, and it's changed my life, and it's also helped the Infowar change the country and the world.
[02:31:02.655 --> 02:31:03.417]  It's a win-win.
[02:31:03.898 --> 02:31:04.659]  Infowarslife.com.
[02:31:10.157 --> 02:31:14.360]  Men, give your body the support it needs with InfoWars Life Prostagard.
[02:31:14.901 --> 02:31:18.804]  It's time to start assisting the body in regulating proper prostate balance.
[02:31:19.344 --> 02:31:29.953]  InfoWars Life has set out to bring you formulations that are not only the highest quality out there, but formulas that you can use on a daily basis to give your body the natural herbs and extracts that our experts recommend.
[02:31:30.553 --> 02:31:38.298]  The Prostagard formula does just that, with its mixture of plant-based nutrients and antioxidants that help give your body total support.
[02:31:38.518 --> 02:31:47.523]  It's a hand-selected blend of saw palmetto, lycopene, plant sterols, zinc, vitamin D3, selenium, and copper.
[02:31:47.884 --> 02:31:58.150]  Prostagard is something that the men on the InfoWars crew take every day, and from our research, it's something that men should really be adding to their daily regimen in order to keep their body going at optimal levels.
[02:31:58.650 --> 02:32:01.772]  Now's the time to start naturally supporting your body.
[02:32:02.072 --> 02:32:06.275]  Get Prostagard on your side today, exclusively at Infowarslife.com.
[02:32:06.696 --> 02:32:08.637]  That's Infowarslife.com.
[02:32:09.558 --> 02:32:15.682]  Well, you've heard of the famous shopping day, Black Friday, but now in America, a new shopping adventure has emerged.
[02:32:16.002 --> 02:32:17.923]  Bloody Monday!
[02:32:18.424 --> 02:32:25.128]  Zombie Nation cascaded into dozens of malls across America the day after Christmas, willing to shed blood for that holiday gift.
[02:32:25.288 --> 02:32:26.529]  No wait, Christmas is over.
[02:32:26.649 --> 02:32:30.552]  That special purchase, or theft, to finish their 2016 strong.
[02:32:30.732 --> 02:32:35.435]  Fights, evacuations, SWAT teams, gunshots, arrests, and all the deals, deals, deals, deals.
[02:32:35.736 --> 02:32:38.998]  Problem was, many of the malls were evacuated or even shut down.
[02:32:39.198 --> 02:32:47.744]  Police are saying there were no major injuries, no weapons found, dozens of arrests made, and they believe the gunshot sound was a firework set as a diversion from the theft that was happening.
[02:32:47.864 --> 02:32:51.306]  You can witness the chaos for yourself as videos are circulating the internet.
[02:32:51.426 --> 02:32:53.007]  So, the inaugural Bloody Monday.
[02:32:53.187 --> 02:32:56.129]  All this chaos organically broke out just a day after Christmas.
[02:32:56.329 --> 02:32:58.091]  What does that say about the state of the nation?
[02:32:58.271 --> 02:32:59.311]  Are people that crazy?
[02:32:59.552 --> 02:33:00.632]  Are people that desperate?
[02:33:00.852 --> 02:33:06.596]  Unfortunately for CNN, they cut their final edit of Obama's legacy before the inaugural Bloody Monday.
[02:33:06.676 --> 02:33:08.878]  This is Owen Schroer for InfoWars.com.
[02:33:14.700 --> 02:33:21.522]  This transmission is coming to you.
[02:33:21.582 --> 02:33:24.363]  Waging war on corruption.
[02:33:25.944 --> 02:33:31.366]  It's Alex Jones, coming to you live from the front lines of the info.
[02:33:31.386 --> 02:33:32.186]  We are gold.
[02:33:33.347 --> 02:33:33.807]  By the way,
[02:33:35.356 --> 02:33:38.418]  I've covered a lot of news today, but maybe 25% of what I had to cover.
[02:33:38.438 --> 02:33:43.120]  I'm going to shoot an extensive piece or two for the nightly news tonight because this is so important.
[02:33:45.762 --> 02:33:50.204]  I kind of feel like I'm letting you down because I'm not getting upset enough about what's happening.
[02:33:50.965 --> 02:34:00.010]  You know it just came out a few months ago, and even the Jerusalem Papers picked it up, where George Soros was plotting in WikiLeaks a way to overthrow Israel.
[02:34:01.496 --> 02:34:08.280]  There it is, George Soros criticized by pro-Israel groups as conspiracy theorist sees on Open Society Foundation leak.
[02:34:08.820 --> 02:34:10.741]  I love how, what newspaper is that?
[02:34:11.082 --> 02:34:21.408]  The London Independent makes a joke, calls a conspiracy theorist when it's in his Open Foundation saying the plan is to overthrow Israel and make it a UN state.
[02:34:23.889 --> 02:34:26.811]  With the Pope who now says open Europe up to Islam.
[02:34:26.831 --> 02:34:28.212]  I mean you see where all this is going.
[02:34:29.212 --> 02:34:30.553]  And I'm not against the Catholics, folks.
[02:34:30.633 --> 02:34:31.854]  I got a lot of friends that are Catholic.
[02:34:31.874 --> 02:34:37.219]  This new Pope is not a Catholic by any real Catholics' stretch of the imagination.
[02:34:37.759 --> 02:34:39.461]  You can see the geopolitical systems.
[02:34:39.941 --> 02:34:41.002]  You can pull up the WikiLeaks.
