[00:00:17.463 --> 00:00:17.884]  17 seconds.
[02:01:58.671 --> 02:02:05.916]  Because, yeah, we are going to miss a few things that they say, but I think, all in all, you got, what, four gas bags and Donald Trump up there?
[02:02:05.956 --> 02:02:07.036]  Well, what they're talking about.
[02:02:07.056 --> 02:02:08.157]  Trump is great.
[02:02:08.177 --> 02:02:10.579]  This is all establishment talking points, people.
[02:02:10.779 --> 02:02:11.419]  Like, oh, I'm great.
[02:02:11.439 --> 02:02:13.921]  I'm going to make America... I'm going to step it up for you.
[02:02:14.141 --> 02:02:17.024]  They're talking about dueling polls and that sort of thing.
[02:02:17.124 --> 02:02:20.909]  And again, just like the Telemundo poll, we know that you can push these polls.
[02:02:20.929 --> 02:02:22.831]  You can make them say whatever you want.
[02:02:22.971 --> 02:02:27.957]  There was a poll that showed him ahead of Donald Trump and then he got a shellacking the next day.
[02:02:30.479 --> 02:02:45.165]  I don't think anyone in America is going to be shocked if he has done something as a billionaire with his taxes.
[02:02:45.225 --> 02:02:49.687]  I mean, we have said this again and again, this is a huge issue in this country.
[02:02:49.727 --> 02:02:53.689]  You have a bunch of politicians on stage trying to debate which one is the biggest liar.
[02:02:53.909 --> 02:02:55.710]  You know, it's rather amusing to me.
[02:02:56.070 --> 02:02:57.252]  Release your tax returns!
[02:02:57.332 --> 02:02:59.094]  Well, I will as soon as he releases them.
[02:03:16.574 --> 02:03:17.935]  Or her Goldman Sachs speeches.
[02:03:18.016 --> 02:03:18.356]  Yeah.
[02:03:18.396 --> 02:03:19.937]  No one seems to care about that anymore.
[02:03:19.997 --> 02:03:20.358]  Yeah.
[02:03:21.018 --> 02:03:21.779]  This is the thing, too.
[02:03:21.799 --> 02:03:34.011]  You know, this is... I think, you know, certainly you're going to see a deluge of personal attacks coming out in the next couple of days because if they don't take out Trump before Super Tuesday, they don't have another chance.
[02:03:34.311 --> 02:03:38.495]  But I think people are going to see through a lot of this being done at the same time.
[02:03:41.141 --> 02:03:47.787]  I don't know if you guys heard with the exchange they just had and Cruz was talking about, you're getting beat by Hillary in the polls.
[02:03:47.827 --> 02:03:49.769]  Well he's like, if I can't take it, you definitely can't.
[02:03:51.940 --> 02:03:53.161]  It's a civil case.
[02:03:53.521 --> 02:03:54.941]  It's a case where people want to try and get.
[02:03:55.041 --> 02:03:57.102]  It's a case that is nonsense.
[02:03:57.502 --> 02:03:59.143]  It's something I could have settled many times.
[02:03:59.183 --> 02:04:03.164]  I could settle it right now for very little money, but I don't want to do it out of principle.
[02:04:03.204 --> 02:04:09.967]  The people that took the course all signed, most, many, many, signed report cards saying it was fantastic, it was wonderful, it was beautiful.
[02:04:10.707 --> 02:04:12.128]  And believe me, I'll win that case.
[02:04:12.168 --> 02:04:12.968]  That's an easy case.
[02:04:13.148 --> 02:04:13.628]  Civil case.
[02:04:13.968 --> 02:04:14.408]  Number two.
[02:04:15.009 --> 02:04:17.470]  As far as the taxes are concerned, I'm being audited.
[02:04:18.490 --> 02:04:18.730]  Huge!
[02:04:18.750 --> 02:04:18.991]  It's huge!
[02:04:34.605 --> 02:04:38.726]  Now, until that audit's done, and I don't think anybody would blame me, I'm not giving it up.
[02:05:08.573 --> 02:05:12.359]  And let's dispel what's wrong with this fiction that Barack Obama doesn't know what he's doing.
[02:05:12.399 --> 02:05:14.582]  He knows exactly what he's doing.
[02:05:14.882 --> 02:05:21.933]  We have to make America what you did, and make America great again.
[02:05:27.972 --> 02:05:33.535]  My friends, Alex Jones here to tell you about some of the most important information concerning you and your family's health.
[02:05:33.755 --> 02:05:40.978]  Radiation levels have more than doubled in the last 60 years in the Northern Hemisphere from all of the nuclear testing and radiological accidents.
[02:05:41.138 --> 02:05:44.320]  Radioactive contamination is now in most of the food supply.
[02:05:44.440 --> 02:05:46.242]  There's only two ways to avoid this.
[02:05:46.482 --> 02:05:51.108]  Move south of the equator or properly protect your thyroid with Nascent Iodine.
[02:05:51.208 --> 02:05:53.230]  Survival Shield Nascent Iodine.
[02:05:53.310 --> 02:05:58.196]  Secure your super high quality Nascent Iodine today at InfoWarsLive.com
[02:05:59.637 --> 02:06:01.057]  My name is Alex Jones.
[02:06:01.598 --> 02:06:07.659]  Most of you know me from my syndicated radio program and my documentary films, as well as InfoWars Nightly News.
[02:06:07.900 --> 02:06:22.404]  When I got on air 20 years ago, I had discovered the Globalist program, their plan to take over the world, and my focus went from running six miles every other day, swimming two, three miles a couple times a week, and lifting weights,
[02:06:23.024 --> 02:06:25.025]  They're focusing on fighting the globalists.
[02:06:25.385 --> 02:06:33.410]  I've gone from 279 pounds all the way down to 235 pounds and the weight's going off even faster.
[02:06:33.630 --> 02:06:36.212]  And it wasn't just that my weight loss accelerated.
[02:06:36.512 --> 02:06:38.113]  My muscle mass increased.
[02:06:38.273 --> 02:06:40.954]  My stamina, my energy levels exploded.
[02:06:41.235 --> 02:06:47.098]  Super Male has the key concentrated natural compounds that my body needed to go to the next level.
[02:06:47.218 --> 02:06:50.400]  Today is the day to take the InfoWarsLife.com challenge.
[02:06:50.520 --> 02:06:53.585]  And to secure your bottle of super male or super female vitality.
[02:06:53.805 --> 02:06:57.971]  Check them out today at InfoWarsLife.com or give our crew a call at 888-253-3139.
[02:06:58.011 --> 02:07:05.483]  About a year and a half ago, Anthony Gucciardi just said, man, I just did a Dr. Gribbs liver cleanse, the one he recommends.
[02:07:05.643 --> 02:07:08.986]  And he's developing this proprietary stuff he's testing on himself right now.
[02:07:09.087 --> 02:07:09.807]  You really ought to do it.
[02:07:09.927 --> 02:07:11.809]  The results are dramatic after six days.
[02:07:12.030 --> 02:07:13.771]  I'm like, no way, no way I'm doing it.
[02:07:13.892 --> 02:07:17.075]  I don't believe that there's giant black or green balls in my gallbladder.
[02:07:17.095 --> 02:07:18.116]  This is how ignorant I am.
[02:07:18.196 --> 02:07:19.257]  And he's like, look at it online.
[02:07:19.297 --> 02:07:20.518]  I'm not looking at it online.
[02:07:20.578 --> 02:07:21.560]  Stuff like that grosses me out.
[02:07:21.580 --> 02:07:22.180]  I don't want to go there.
[02:07:22.240 --> 02:07:24.863]  Well, finally, about six months ago, they convinced me to do it.
[02:07:24.983 --> 02:07:29.147]  I personally think everybody should go through liver cleansing if you haven't done one.
[02:07:29.187 --> 02:07:30.488]  Results speak for themselves.
[02:07:30.548 --> 02:07:37.974]  I mean, hundreds of thousands of people have done this, and it dates back even a thousand years, drinking oils to cleanse and purge the liver.
[02:07:38.475 --> 02:07:43.299]  Actually, the Greeks and over in India with Ayurvedic medicine have done it the same way.
[02:07:43.359 --> 02:07:49.144]  But how it works is, what you should do, and this is what our proprietary research led us to do back
[02:07:49.324 --> 02:08:03.174]  Starting in the early 90s when we were looking at the best ways to cleanse the liver was to develop an herbal formula that contains herbs that will help soften or break down these globules or these stones in the liver and the gallbladder.
[02:08:03.314 --> 02:08:04.575]  This liver shield is
[02:08:04.775 --> 02:08:09.098]  The high-quality, proprietary liver trex developed by Dr. Gribb that we've private-labeled through him.
[02:08:09.238 --> 02:08:13.241]  And it's extremely strong, extremely concentrated, extremely high-powered.
[02:08:13.301 --> 02:08:19.165]  You combine that with the Oxy Powder, oxygen-based intestinal cleanser, dietary supplement, clinically tested.
[02:08:19.225 --> 02:08:22.227]  We have them discounted at the lowest price you're gonna find anywhere.
[02:08:22.347 --> 02:08:23.928]  Infowarslife.com.
[02:08:24.148 --> 02:08:26.930]  Obviously, folks should probably talk to their healthcare provider before they do this.
[02:08:27.090 --> 02:08:32.514]  This is one of the single biggest results, if not the biggest, I've ever seen in my life, literally in a six-day period.
[02:08:32.594 --> 02:08:34.075]  This is something anybody can do,
[02:08:34.435 --> 02:08:37.416]  Obviously, the literature is well known on what liver cleanses do.
[02:08:37.436 --> 02:08:39.396]  This is the best one out there from our research.
[02:08:39.476 --> 02:08:43.117]  InfoWarsLife.com or 888-253-3139.
[02:08:43.157 --> 02:09:01.842]  The InfoWars crew absolutely loves coffee because we love being awake.
[02:09:02.879 --> 02:09:05.540]  And I am somewhat of a connoisseur of coffee.
[02:09:05.920 --> 02:09:11.881]  So many times you go to a restaurant, or even to a coffee shop, and the coffee tastes like garbage.
[02:09:12.662 --> 02:09:25.025]  And in all the different coffees I've tried, my favorite is grown in the high mountains, in shade, Arabica, on the border with Guatemala, in southern Mexico, by the Chiapas farmers.
[02:09:25.445 --> 02:09:26.906]  I make sure we've done the research.
[02:09:27.246 --> 02:09:33.029]  I make sure it's the very best product that we can offer you when I put my name on it.
[02:09:33.369 --> 02:09:39.512]  And I believe, and it's my taste so you may differ, that this is the best coffee in the world from Southern Mexico.
[02:09:39.792 --> 02:09:43.494]  Wake of America Patriot Blend, 100% organic, Arabica shade grown.
[02:09:43.794 --> 02:09:52.838]  And then we have the Immune Support 100% organic coffee infused with a special type of mushroom known to boost the immunity.
[02:09:53.078 --> 02:09:55.559]  This coffee is seriously so smooth.
[02:09:55.699 --> 02:10:04.081]  I normally have to douse my coffee with cream and sugar and cinnamon and all kinds of tasty treats, but this, I drink this black.
[02:10:04.141 --> 02:10:05.001]  It is so good.
[02:10:05.621 --> 02:10:07.782]  Well, that's why I like it is that it has a kick.
[02:10:07.822 --> 02:10:09.482]  It has really good caffeine in it.
[02:10:09.862 --> 02:10:12.423]  It has a good clean wake up that lasts for a long time.
[02:10:12.463 --> 02:10:15.104]  Doesn't give me a headache, but it's so smooth.
[02:10:15.164 --> 02:10:16.064]  It's so delicious.
[02:10:16.484 --> 02:10:17.744]  Just try it out for yourself.
[02:10:17.824 --> 02:10:19.805]  I'm telling you, this is my favorite coffee.
[02:10:20.485 --> 02:10:22.306]  We went through a lot of trouble to bring you this.
[02:10:22.886 --> 02:10:27.228]  Just try it and I think you'll be hooked like we are here at InfoWars.
[02:10:27.328 --> 02:10:31.569]  Well folks, find out for yourself and support the information war today.
[02:10:31.929 --> 02:10:35.391]  It's all available at InfoWarsLife.com or by calling toll free 888-253-3139.
[02:10:50.051 --> 02:10:53.755]  And let's dispel once and for all the suspicion that Barack Obama doesn't know what he's doing.
[02:10:53.775 --> 02:10:55.878]  He knows exactly what he's doing.
[02:11:08.100 --> 02:11:14.625]  Welcome back to our live coverage, and for War is Nightly News, our live coverage of the final GOP debate before Super Tuesday.
[02:11:14.645 --> 02:11:21.009]  The question that we're dealing with right now, as we just come back from the break, they're asking everyone to declare their unwavering devotion to Israel.
[02:11:21.069 --> 02:11:24.412]  And so Trump was taking a neutral position.
[02:11:24.752 --> 02:11:30.576]  Now we're going to have Ted Cruz talk about how he would stand unapologetically with the nation of Israel.
[02:11:30.636 --> 02:11:37.621]  But they also keep saying, if you look at this on the bottom, say, how will Trump's view of this, blah, blah, blah, like how will you defeat Trump's view on Israel?
[02:11:37.921 --> 02:11:39.443]  All targeted towards Trump.
[02:11:39.463 --> 02:11:40.385]  It's all towards Trump.
[02:11:40.445 --> 02:11:44.951]  All the questions are for the other candidates about what they're going to do, about what Trump is saying.
[02:11:45.131 --> 02:11:47.294]  How can you attack Trump on this issue?
[02:11:47.314 --> 02:11:50.559]  It's all about showing how they are the alternative to Trump.
[02:11:50.799 --> 02:11:52.882]  Well, it's all about setting every question.
[02:11:53.783 --> 02:11:57.167]  Every question is, please critique Trump on fill in the blank.
[02:11:57.227 --> 02:12:02.994]  It's like their last effort to try and demonize this guy or do something to attack him.
[02:12:03.334 --> 02:12:04.055]  It's pretty ridiculous.
[02:12:04.095 --> 02:12:06.719]  All Trump's done is make both these guys look like clowns.
[02:12:07.099 --> 02:12:10.303]  And the only one that actually looks like a clown right now is Kasich with that bad eyeliner job.
[02:12:11.883 --> 02:12:15.466]  And it seems like Trump really is sort of ticked this time around.
[02:12:15.847 --> 02:12:22.492]  Normally he's kind of lackadaisical, but tonight he's getting a little... See, this is like the Hispanic question.
