[00:00:00.009 --> 00:00:00.511]  We're good to go.
[02:07:31.018 --> 02:07:33.159]  And about 20 minutes later, it's like, bing!
[02:07:33.299 --> 02:07:35.160]  Everything just kind of clears up.
[02:07:35.180 --> 02:07:36.541]  It's got four and a half stars.
[02:07:36.741 --> 02:07:37.761]  People really love it.
[02:07:38.082 --> 02:07:38.602]  Read about it.
[02:07:38.682 --> 02:07:42.424]  Find out why third-party nutraceutical sites give it such high praise.
[02:07:42.504 --> 02:07:47.787]  Because it really does have the best organic-based systems that will blow your socks off.
[02:07:47.987 --> 02:07:51.868]  I haven't pulled an all-nighter like that in a while, but I probably could not have done it without Brain Force.
[02:07:52.008 --> 02:07:57.829]  I went home about 6.45 this morning, took three hours of sleep, got up, took two more Brain Force and came in.
[02:07:58.149 --> 02:08:04.091]  You will find Brain Force and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[02:08:14.699 --> 02:08:18.682]  The answer to 1984 is 1776.
[02:08:20.223 --> 02:08:22.946]  You're listening to the Alex Jones Show.
[02:08:27.129 --> 02:08:30.171]  We're teleprompter free, we're makeup free, at least when I'm on stage.
[02:08:31.752 --> 02:08:33.634]  Up here at the newsroom.
[02:08:34.975 --> 02:08:35.816]  It is a stage though.
[02:08:36.516 --> 02:08:39.739]  The whole world is a stage, each of us players upon it, wrote Shakespeare.
[02:08:40.760 --> 02:08:43.602]  I get asked that all the time, they say, is what you do an act?
[02:08:46.768 --> 02:08:48.029]  And that's a complex question.
[02:08:48.149 --> 02:08:53.854]  About 60% of the time, I'm being 100% totally serious.
[02:08:56.416 --> 02:08:59.579]  I guess another 20% of the time I'm being satirical or joking around.
[02:08:59.619 --> 02:09:01.380]  It's pretty clear when I'm being satirical.
[02:09:02.321 --> 02:09:08.486]  And maybe another 20% of the time, at least some days I'm making jokes or screwing around on some other complete subject.
[02:09:13.206 --> 02:09:14.427]  That's on a day when I'm screwing around.
[02:09:14.487 --> 02:09:16.428]  Most days it's about 98% serious.
[02:09:17.068 --> 02:09:23.091]  And I'm always telling the truth about serious issues I'm covering.
[02:09:23.831 --> 02:09:25.772]  I'm always trying to tell you the absolute
[02:09:28.226 --> 02:09:30.848]  Crystalized, condensed truth.
[02:09:31.609 --> 02:09:34.171]  Because the problem is, truth is such a big, giant subject.
[02:09:34.211 --> 02:09:35.232]  Things are so complex.
[02:09:35.692 --> 02:09:37.994]  If you omit things, it's almost a lie.
[02:09:38.354 --> 02:09:45.540]  Even though you're not trying to, subjects are so big, I'll hear a rebroadcast sometimes and, you know, wish that I would have added something else.
[02:09:46.460 --> 02:09:48.202]  The difference is, I'm trying to tell the truth.
[02:09:51.021 --> 02:09:54.623]  Mainstream media is trying to dumb you down and trying to confuse you most of the time.
[02:09:55.464 --> 02:09:59.366]  And then when they do tell the truth occasionally, even the mainstream reporters get demonized.
[02:09:59.386 --> 02:10:01.908]  And that's why they don't do it too often on key subjects.
[02:10:03.869 --> 02:10:10.373]  And mainstream media tells the truth about a plane crash or, you know, a car fire or, you know, who got elected most of the time.
[02:10:10.614 --> 02:10:12.755]  But on key political issues, they'll lie.
[02:10:13.435 --> 02:10:17.978]  Like all these Democratic operatives caught starting fights and posing as Trump supporters.
[02:10:18.659 --> 02:10:20.320]  Videos up on Infowars.com.
[02:10:21.633 --> 02:10:25.154]  Now I want to keep going to these folks that are mad at Trump and telling us why.
[02:10:28.595 --> 02:10:31.596]  The toll-free number is 800-259-9231.
[02:10:31.876 --> 02:10:35.077]  But when I'm done with this raft of calls, it's just going to be open phones.
[02:10:35.637 --> 02:10:41.359]  I would hope you'd want to comment on the new Supreme Court nominee who is the biggest anti-gunner in the federal court system.
[02:10:41.739 --> 02:10:44.600]  They tried to overthrow D.C.
[02:10:44.640 --> 02:10:44.940]  Heller.
[02:10:45.760 --> 02:10:47.601]  Before that, he tried to stop it.
[02:10:49.517 --> 02:10:51.738]  So he's the guy that brought the case to overturn it and failed.
[02:10:51.758 --> 02:10:52.519]  We're going to get into that.
[02:10:53.119 --> 02:10:56.260]  A huge, huge, huge, huge deal.
[02:10:57.081 --> 02:10:58.582]  Just absolutely out of control.
[02:10:58.602 --> 02:11:01.383]  So we're going to be breaking that down.
[02:11:01.423 --> 02:11:03.444]  We're also going to be looking more at the campaign.
[02:11:04.465 --> 02:11:06.726]  We have this new story by Curt Nemo.
[02:11:06.786 --> 02:11:09.787]  Obama selects 2nd Amendment foe for Supreme Court.
[02:11:11.328 --> 02:11:14.510]  Expected to overturn Scalia's ruling on 2nd Amendment if confirmed.
[02:11:15.050 --> 02:11:18.432]  And I had my stack on him and so much has been moved.
[02:11:20.177 --> 02:11:21.018]  See if I can find it.
[02:11:21.078 --> 02:11:22.719]  It even has his ruling.
[02:11:23.900 --> 02:11:24.561]  Guys, I had it.
[02:11:24.581 --> 02:11:26.282]  It had a green marker on it.
[02:11:27.463 --> 02:11:28.464]  I'm sure it's here in the stacks.
[02:11:28.484 --> 02:11:31.787]  I'll just cover this once I find it at the bottom of the hour or so because I want to go back to calls.
[02:11:32.948 --> 02:11:34.810]  Where he makes a statement about how D.C.
[02:11:34.850 --> 02:11:38.313]  Heller was horrible and he'd overturn it and he'd go back to what D.C.
[02:11:38.333 --> 02:11:38.573]  had.
[02:11:38.593 --> 02:11:40.635]  I mean, that is total gun ban.
[02:11:42.436 --> 02:11:43.717]  That is what he believes in.
[02:11:44.878 --> 02:11:45.579]  Total gun ban.
[02:11:47.995 --> 02:12:00.362]  Meanwhile, Boehner is backing Paul Ryan trying to draft him to run for president and just come into the convention with no delegates and have the Republican Party order the delegates just to hand it all over to him.
[02:12:00.442 --> 02:12:04.785]  Just very brazen, extremely naked on that front.
[02:12:05.225 --> 02:12:13.230]  Also, Fox News' GOP debate cancelled after Donald Trump backs out of John Kasich, Ted Cruz fall suit.
[02:12:15.484 --> 02:12:18.706]  So that's beginning to unfold as well.
[02:12:20.027 --> 02:12:29.512]  Now, I want to get to other callers on other subjects now, so I'm going to try to race through Stephen and Switchblade and Wes and Rick and Jason.
[02:12:31.113 --> 02:12:35.916]  And then I'm going to just open the phones up in general, as I said, on these subjects.
[02:12:36.976 --> 02:12:39.498]  Why do you think Russia pulled out of Syria?
[02:12:39.578 --> 02:12:41.519]  I agree with Skousen's analysis is dead on.
[02:12:41.959 --> 02:12:43.720]  What do you think about the North Korea situation?
[02:12:43.760 --> 02:12:44.541]  What do you think about
[02:12:47.674 --> 02:12:53.058]  These unprecedented attacks to now arrest Trump if people attack him and are violent at these demonstrations.
[02:12:53.278 --> 02:12:55.620]  This is now a direct attack on free speech.
[02:12:55.640 --> 02:12:58.722]  I also have a science stack that I want to get to.
[02:12:59.543 --> 02:13:02.605]  But briefly, please don't forget that we are listener-supported.
[02:13:02.966 --> 02:13:06.849]  I want to thank everyone that visits infowarestore.com and shops with the good guys.
[02:13:07.669 --> 02:13:18.157]  We have just hundreds of great films, hundreds of powerful books, hundreds of great liberty-promoting t-shirts like Hillary for Prison and Molon Labe, his and hers t-shirts.
[02:13:18.917 --> 02:13:23.801]  We have the best optics at the lowest prices, G-Shock watches at the lowest prices.
[02:13:24.501 --> 02:13:27.743]  When you buy from us, again, you're supporting the front lines of the Info War.
[02:13:28.324 --> 02:13:31.206]  And we have Survival Shield X2 nascent iodine.
[02:13:31.226 --> 02:13:36.750]  I've talked about the iodine conspiracy for years, and now new research is shedding even more light on the power of true nascent iodine.
[02:13:37.370 --> 02:13:40.293]  And folks, from our research, we're the only ones that have this pure of an iodine.
[02:13:40.693 --> 02:13:48.621]  We've talked about how iodine was taken out of the food supply and how populations gained as much as 15 points when it was added back to the salt in the 1990s.
[02:13:48.641 --> 02:13:49.321]  Look it up for yourself.
[02:13:49.742 --> 02:13:54.166]  Now the newest iodine discovery is being revealed.
[02:13:54.246 --> 02:14:01.553]  How iodine, that's a typo, they said 1990s, it's 1900s, works with the gut to promote optimum health.
[02:14:02.426 --> 02:14:11.108]  As InfoWars and Dr. Group have told you, for over 20 years, the gut is the root of pretty much all health, and too much bad bacteria in the gut can make you sick.
[02:14:11.609 --> 02:14:12.609]  This research is clear.
[02:14:12.769 --> 02:14:16.690]  Iodine is key because the thyroid regulates it, and the pineal gland has so much more.
[02:14:16.970 --> 02:14:23.692]  Survival shield exudase and iodine is extracted from 200 million-year-old salt crystals deep in the earth and tested for radiation.
[02:14:24.572 --> 02:14:31.454]  View InfoWarsLife.com and secure your bottle of survival shield exudase and iodine before it's too late and sells out.
[02:14:32.734 --> 02:14:37.396]  And I would just add the caveat to that that fluoride attacks the thyroid.
[02:14:37.416 --> 02:14:38.437]  It's one of the bad halogens.
[02:14:38.477 --> 02:14:39.558]  It attacks the pineal.
[02:14:39.598 --> 02:14:41.238]  It attacks all of your endocrine systems.
[02:14:41.979 --> 02:14:42.799]  It suppresses it.
[02:14:44.100 --> 02:14:49.463]  So from my research and what I've experienced, it makes your hormones, your body start cutting off and cell death coming in early.
[02:14:50.487 --> 02:15:04.551]  And just iodine and super metal vitality and doing a liver cleanse, everything I've done, I'm going to next week after doing another liver cleanse starting next Monday, I'm going to get in a pair of swim trunks again and show what's happened since a few months ago.
[02:15:05.011 --> 02:15:06.772]  Because it's a process to lose almost 100 pounds.
[02:15:08.561 --> 02:15:10.062]  I gained 100 pounds, folks.
[02:15:10.643 --> 02:15:12.345]  Not working out for 15 years, basically.
[02:15:12.465 --> 02:15:15.407]  I hiked and did some stuff, but then the exercise didn't get off me.
[02:15:15.488 --> 02:15:17.950]  It was the fact that I didn't have the key things in my body.
[02:15:18.430 --> 02:15:20.412]  Do yourself a favor, just check it out.
[02:15:21.153 --> 02:15:23.915]  X2, Super Male, Super Female, Anthroplex.
[02:15:24.596 --> 02:15:25.417]  These are the keys.
[02:15:26.838 --> 02:15:31.623]  Secret 12, the highest quality, just super absorbable, organic.
[02:15:33.086 --> 02:15:33.687]  Let's go ahead now.
[02:15:58.590 --> 02:16:03.853]  Yeah, Alex, first of all I want to say, the Anatomy Tangerine 2.0 and the rebounds from the Xevity and then
[02:16:22.579 --> 02:16:27.102]  I use them all.
[02:16:27.482 --> 02:16:28.383]  They're phenomenal.
[02:16:28.463 --> 02:16:28.943]  They work.
[02:16:29.403 --> 02:16:30.204]  Buy them, folks.
[02:16:30.564 --> 02:16:32.886]  I really thank you guys for putting those out there.
[02:16:33.806 --> 02:16:39.490]  As far as Trump, Alex, I'm glad he's put out a lot of stuff that's stirring things up.
[02:16:40.051 --> 02:16:41.972]  It's obvious the establishment hates him.
[02:16:42.052 --> 02:16:44.354]  However, I look at things deeper.
[02:16:44.394 --> 02:16:48.677]  I look at things from a spiritual standpoint, not just a natural or a political one.
[02:16:49.389 --> 02:17:00.792]  And, as far as I can see, based on the only one who has right judgment, and that's Almighty God and His Word, Donald Trump is a spiritual and moral failure, and I have four reasons why.
[02:17:00.852 --> 02:17:03.953]  Number one, his use of eminent domain.
[02:17:04.413 --> 02:17:09.354]  What's the difference between him doing that and the BLM doing what they're doing?
[02:17:09.374 --> 02:17:13.815]  Well, one does it through the courts, the other does it by force, but they're both using the government.
[02:17:14.236 --> 02:17:15.656]  Secondly, the casinos.
[02:17:16.186 --> 02:17:21.388]  The Bible says that he that maketh haste to be rich hath an evil eye, and it shall not be innocent.
[02:17:21.908 --> 02:17:23.408]  Thirdly, Planned Parenthood.
[02:17:23.448 --> 02:17:31.791]  While he has come out for defunding it because of abortion, he believes that that's only a small part of what they do, and they do a lot of good things for women's health.
[02:17:32.171 --> 02:17:39.714]  He's either got his head in the sand, or he's ignoring on purpose what they're all about, which is abortion and everything that goes with that.
[02:17:39.734 --> 02:17:40.554]  They're eugenic.
[02:17:40.902 --> 02:17:42.283]  They were founded for that reason.
[02:17:42.603 --> 02:17:48.948]  But frankly, two words, Marla Maples, this man is an unashamed adulterer.
