[00:00:06.568 --> 00:00:07.403]  Sounded real when Chevy.
[02:39:45.541 --> 02:39:47.242]  Let's talk to some of the people on the streets of New York.
[02:39:47.442 --> 02:39:48.102]  Tell us where you are.
[02:39:49.059 --> 02:39:50.139]  We are right outside.
[02:39:50.159 --> 02:39:51.600]  We're at 6th and 23rd.
[02:39:51.940 --> 02:39:56.221]  If you can see right down here, actually the fire department is right here.
[02:39:56.261 --> 02:40:00.062]  They're trying to knock out some of these busted windows before they start to replace them.
[02:40:00.082 --> 02:40:04.363]  You can see that there's a church right there that had all of its windows blown out during the explosion.
[02:40:04.924 --> 02:40:06.484]  I wonder if that had anything to do with it.
[02:40:07.144 --> 02:40:09.025]  But you want us to talk to some of these people here, Alex?
[02:40:09.945 --> 02:40:10.445]  Absolutely.
[02:40:11.345 --> 02:40:12.886]  Alright, you want us to see what they think about Hillary?
[02:40:13.106 --> 02:40:13.306]  Yes.
[02:40:14.471 --> 02:40:15.551]  Do you mind talking, ma'am?
[02:40:15.711 --> 02:40:16.652]  I don't care, don't mind me.
[02:40:17.052 --> 02:40:19.993]  What do you think about Hillary Clinton criticizing Trump for calling it a bomb?
[02:40:20.373 --> 02:40:25.315]  First of all, Hillary, for one thing, she's entitled to her opinion, number one.
[02:40:25.715 --> 02:40:28.256]  Number two, Donald Trump is no bargain.
[02:40:28.296 --> 02:40:30.237]  Donald Trump is a lot worse than what she said.
[02:40:30.657 --> 02:40:31.717]  So are you going to vote for Hillary?
[02:40:32.898 --> 02:40:34.858]  She's for women's rights, I would say yes.
[02:40:35.518 --> 02:40:36.919]  So you think she's for women's rights?
[02:40:36.959 --> 02:40:42.621]  She says that you want to be able to... But as far as concern as what she said with Donald Trump supporters,
[02:40:43.351 --> 02:40:44.712]  Okay, she's in a bit on the wrong.
[02:40:45.273 --> 02:40:46.654]  I agree a thousand percent.
[02:40:47.355 --> 02:41:00.927]  But as far as I'm concerned, but for also speaking her opinion, I think she should, you know, be entitled to her opinion as for as concerned as... Ask her about supporting Islam, what she thinks about that.
[02:41:01.147 --> 02:41:02.888]  Is that good for women?
[02:41:02.908 --> 02:41:06.732]  But as far as her with the Donald Trump incident,
[02:41:07.794 --> 02:41:10.696]  I would say she's wrong on that behalf.
[02:41:11.157 --> 02:41:17.602]  Well, let me ask you this real quick because Hillary wants to bring in more people from these Muslim countries where they don't treat women with respect.
[02:41:17.662 --> 02:41:19.003]  What do you think about that for women's rights?
[02:41:19.123 --> 02:41:24.227]  Well, for one thing, now that's going way too far.
[02:41:26.148 --> 02:41:33.914]  If she says what she says about supporting the Democrats, taking care of people that are here,
[02:41:35.635 --> 02:41:38.357]  Instead of bringing people, the Muslims, all of the United States.
[02:41:38.597 --> 02:41:40.179]  And then, and this happens.
[02:41:41.119 --> 02:41:45.002]  How do you know the people that you bring in is going to go and do the next bombing?
[02:41:45.302 --> 02:41:49.225]  How do you know if the bombing is not going to be under the train station or buses?
[02:41:49.345 --> 02:41:52.528]  I take the subway- Or 80% of men on welfare, that's my big problem.
[02:41:52.668 --> 02:41:54.489]  Alright, tell her thanks, next person, nice lady.
[02:41:55.110 --> 02:41:56.351]  Sorry, we got to cut.
[02:41:56.371 --> 02:41:57.211]  Thank you for your time, ma'am.
[02:41:57.471 --> 02:41:58.512]  You want to talk to someone else, Alex?
[02:41:58.692 --> 02:41:59.773]  Yes, keep going, take over.
[02:41:59.793 --> 02:42:02.095]  Alright, sir, you mind answering some questions?
[02:42:03.473 --> 02:42:07.014]  What do you think about Hillary Clinton criticizing Donald Trump for calling this a bombing?
[02:42:08.594 --> 02:42:13.335]  Oh, I don't know about that, because something I don't know, you know, I can't say nothing about that.
[02:42:13.635 --> 02:42:16.956]  Because if I know, you know, I say something, but I don't know.
[02:42:16.976 --> 02:42:17.556]  I know nothing!
[02:42:18.116 --> 02:42:19.417]  You think it was a bombing though, right?
[02:42:20.197 --> 02:42:20.777]  I don't think so.
[02:42:23.137 --> 02:42:25.198]  Well, the government has admitted it was a terrorist bomb.
[02:42:26.584 --> 02:42:27.144]  I don't think so.
[02:42:27.164 --> 02:42:29.806]  Go talk to that pseudo-intellectual guy behind him.
[02:42:29.907 --> 02:42:30.347]  I don't know.
[02:42:30.967 --> 02:42:32.448]  I don't know exactly what happened.
[02:42:32.468 --> 02:42:33.729]  To the white-haired pseudo-intellectual?
[02:42:34.250 --> 02:42:35.170]  Yeah, yeah, I see him, I see him.
[02:42:35.210 --> 02:42:36.952]  Excuse me, sir, do you mind answering a quick question?
[02:42:38.293 --> 02:42:41.695]  What do you think about Hillary Clinton criticizing Donald Trump for calling this a bombing?
[02:42:42.436 --> 02:42:45.458]  Well, it was a bombing.
[02:42:47.219 --> 02:42:49.161]  So you think, what, is she just a liar or crazy?
[02:42:49.974 --> 02:42:52.915]  I think she spoke before she had the proper information, didn't she?
[02:42:52.935 --> 02:42:55.337]  See, I'm calling him a trendy New Yorkie smart guy.
[02:42:55.617 --> 02:42:55.997]  I apologize.
[02:42:56.017 --> 02:42:56.857]  That's actually true.
[02:42:56.918 --> 02:42:57.458]  Good point, sir.
[02:42:57.478 --> 02:42:58.098]  Thank you for your time.
[02:42:58.118 --> 02:42:58.899]  Let's talk to the genius.
[02:42:58.939 --> 02:43:01.400]  Hold on, this woman does not like Hillary.
[02:43:01.420 --> 02:43:02.480]  What do you think about Hillary Clinton?
[02:43:02.881 --> 02:43:03.601]  I don't like her.
[02:43:04.001 --> 02:43:05.102]  And I think it was wrong.
[02:43:05.182 --> 02:43:09.524]  Donald Trump trumped her on calling it a bomb, exactly what it is.
[02:43:10.402 --> 02:43:10.943]  Thank you, ma'am.
[02:43:11.023 --> 02:43:11.363]  Thank you.
[02:43:11.644 --> 02:43:12.865]  Who do you want me to talk to, Alex?
[02:43:12.885 --> 02:43:13.386]  I don't know.
[02:43:13.426 --> 02:43:14.066]  I shouldn't be mean.
[02:43:14.086 --> 02:43:16.029]  The guy kind of looked liberal when he was actually in the real world.
[02:43:16.129 --> 02:43:18.972]  I mean, look, when we talk to Democrats, I'm not being mean.
[02:43:19.012 --> 02:43:19.813]  They can't talk.
[02:43:19.853 --> 02:43:20.834]  They don't know what planet they're on.
[02:43:21.175 --> 02:43:22.456]  I guess let's talk to some more of them.
[02:43:22.636 --> 02:43:23.517]  We'll talk to Republicans.
[02:43:23.537 --> 02:43:24.198]  They're, like, smart.
[02:43:24.218 --> 02:43:24.779]  I mean, I'm sorry.
[02:43:24.819 --> 02:43:25.059]  Go ahead.
[02:43:25.420 --> 02:43:26.160]  Look at this, Alex.
[02:43:26.321 --> 02:43:29.084]  This is a dynamic that we've illustrated and anybody can witness.
[02:43:29.705 --> 02:43:32.686]  If you talk to Donald Trump supporters, they want political discourse.
[02:43:32.726 --> 02:43:33.886]  They want to engage in debate.
[02:43:34.106 --> 02:43:37.327]  If you talk to Hillary Clinton supporters, as soon as you disagree, they run away.
[02:43:37.947 --> 02:43:38.847]  Well, it's worse than that.
[02:43:38.887 --> 02:43:40.308]  They don't even know what planet they're on.
[02:43:40.348 --> 02:43:41.608]  They go, no, this was not a bombing.
[02:43:41.828 --> 02:43:43.028]  It's now admitted to be a bombing.
[02:43:43.248 --> 02:43:44.669]  The guy says, no, it's not a bombing.
[02:43:44.909 --> 02:43:46.409]  He knows to go along with the system.
[02:43:46.669 --> 02:43:47.550]  That's what he's actually doing.
[02:43:47.570 --> 02:43:48.890]  But here's what I'm getting at.
[02:43:49.310 --> 02:43:51.811]  When we do this or Mark Dice does it, people think we're editing it.
[02:43:51.851 --> 02:43:54.311]  This is live, right now on radio and TV.
[02:43:54.631 --> 02:43:56.432]  These are the Democrats we're talking to.
[02:43:57.512 --> 02:43:59.773]  I would ask them if they can find their ass with both hands.
[02:43:59.813 --> 02:44:00.434]  Go ahead.
[02:44:01.194 --> 02:44:02.575]  What's that, sir?
[02:44:02.935 --> 02:44:03.135]  Hold on.
[02:44:03.195 --> 02:44:04.036]  Are you a Hillary Clinton supporter?
[02:44:04.056 --> 02:44:04.536]  Absolutely.
[02:44:04.776 --> 02:44:07.678]  So what do you think about her criticizing Donald Trump for calling this a bombing?
[02:44:07.698 --> 02:44:11.500]  Criticizing for someone for spreading information before all the facts are known.
[02:44:11.540 --> 02:44:12.780]  Oh, only letting them put it out.
[02:44:12.800 --> 02:44:13.261]  Hold on a second.
[02:44:13.301 --> 02:44:14.441]  Hold on a second.
[02:44:14.461 --> 02:44:17.043]  Two bombs in a day, dumbass!
[02:44:17.063 --> 02:44:18.103]  This guy controls reality.
[02:44:18.123 --> 02:44:18.844]  Look at his pinhead.
[02:44:19.544 --> 02:44:20.464]  No, talk to Pinhead.
[02:44:20.504 --> 02:44:20.885]  Hold on.
[02:44:20.905 --> 02:44:22.025]  Pinhead controls reality.
[02:44:22.045 --> 02:44:22.925]  Can I talk for a second?
[02:44:22.945 --> 02:44:23.606]  This is one of the brain bugs.
[02:44:23.726 --> 02:44:24.926]  This is one of the smarter ones.
[02:44:24.986 --> 02:44:26.307]  This guy can probably tie shoelaces.
[02:44:26.347 --> 02:44:34.410]  If I walk down the street and I see a blade of grass, and I call it a blade of grass before I take it into a lab and analyze it, but I was right, isn't that, I mean, that's pretty obvious, right?
[02:44:34.430 --> 02:44:35.030]  It's a blade of grass.
[02:44:35.110 --> 02:44:40.852]  Right, but one thing is making comments about intelligence and public safety, and the other is a blade of grass.
[02:44:41.552 --> 02:44:44.514]  But was he right?
[02:44:44.774 --> 02:44:48.896]  Donald Trump was right, but Hillary Clinton also said it was a bomb, and then CNN cut it.
[02:44:50.177 --> 02:44:54.559]  What's your point?
[02:44:54.759 --> 02:44:58.981]  Hillary Clinton said it was a bomb, CNN cut it, and then Trump said it.
[02:44:59.141 --> 02:45:00.502]  But you're saying that's not hypocritical?
[02:45:01.022 --> 02:45:05.344]  I'm saying that she's criticizing someone for spreading information without knowing all the facts.
[02:45:05.384 --> 02:45:06.105]  She did it too!
[02:45:06.185 --> 02:45:07.766]  She did the same thing, and CNN cut it.
[02:45:07.786 --> 02:45:08.386]  That's what I'm telling you.
[02:45:11.189 --> 02:45:12.110]  You might be... I don't know.
[02:45:12.150 --> 02:45:21.397]  That's... If you're saying that she was wrong to criticize someone for doing something that she was doing herself and that's hypocritical, then, you know, maybe you're right.
[02:45:21.417 --> 02:45:22.578]  That is what happened.
[02:45:22.618 --> 02:45:24.939]  I... Yeah, but you're also calling her a liar or a crazy person.
[02:45:24.959 --> 02:45:26.140]  Well, she's definitely a liar.
[02:45:26.421 --> 02:45:26.981]  Alright.
[02:45:27.001 --> 02:45:28.322]  She said she doesn't have medical problems.
[02:45:28.923 --> 02:45:29.223]  Okay.
[02:45:29.283 --> 02:45:31.004]  Do you think Hillary Clinton has any medical problems?
[02:45:31.324 --> 02:45:31.504]  No.
[02:45:31.705 --> 02:45:32.525]  Well... Pneumonia.
[02:45:32.545 --> 02:45:33.226]  Just pneumonia?
[02:45:33.486 --> 02:45:34.287]  You know pneumonia?
[02:45:34.307 --> 02:45:37.169]  Hey, hey, ask him if he knows who Carl the Cuck is and what he'd like his name to be.
[02:45:38.493 --> 02:45:40.194]  I didn't run away, I'm glad you spoke to me.
[02:45:40.214 --> 02:45:41.394]  As he knows who Carl the Cuck is.
[02:45:41.534 --> 02:45:43.515]  Do you know who Carl the Cuck is?
[02:45:44.135 --> 02:45:44.275]  What?
[02:45:44.295 --> 02:45:45.836]  Do you know who Carl the Cuck is?
[02:45:46.336 --> 02:45:46.897]  Are you related?
[02:45:47.457 --> 02:45:47.817]  No, I'm not.
[02:45:48.037 --> 02:45:49.218]  Alright man, thank you for your time.
[02:45:49.258 --> 02:45:49.818]  Go back to work.
[02:45:49.878 --> 02:45:51.919]  Enjoy your new name.
[02:45:53.479 --> 02:45:55.960]  Hillary Clinton's not a liar.
[02:45:56.180 --> 02:45:58.381]  Are there any Hillary Clinton supporters around here?
[02:45:58.401 --> 02:45:59.442]  Do you like Hillary Clinton?
[02:46:00.062 --> 02:46:03.063]  What do you think about her criticizing Donald Trump for calling it a bombing?
[02:46:04.544 --> 02:46:06.945]  I think she was correct.
[02:46:07.768 --> 02:46:08.368]  I support her.
[02:46:08.728 --> 02:46:10.209]  So, you don't think it was a bombing?
[02:46:11.209 --> 02:46:12.369]  Um... Excuse me?
[02:46:13.029 --> 02:46:14.110]  Did a bombing happen here?
[02:46:14.990 --> 02:46:15.210]  Yes.
[02:46:15.650 --> 02:46:18.050]  So why would Hillary criticize Trump for calling it a bombing?
[02:46:19.011 --> 02:46:21.811]  Um... I have nothing to say.
[02:46:21.911 --> 02:46:22.992]  But you like Hillary.
[02:46:23.152 --> 02:46:25.472]  These people don't know what planet they're on, man.
[02:46:25.492 --> 02:46:26.032]  We're screwed.
[02:46:26.052 --> 02:46:27.113]  Man, it's game over, man.
