[00:00:14.033 --> 00:00:16.294]  Wednesday, October 12, 2016.
[02:40:17.327 --> 02:40:22.972]  Like your mother told you, she knew he was a daddy because there was one white guy.
[02:40:23.312 --> 02:40:27.756]  One white guy that she had been involved with at that time.
[02:40:28.917 --> 02:40:34.082]  I'd say it was probably 1984, around March of 1984.
[02:40:34.202 --> 02:40:36.664]  I go back because I was born in 1985, December the 7th, 1985.
[02:40:36.704 --> 02:40:37.225]  So, you know,
[02:40:42.665 --> 02:40:48.388]  I go back, I think about, you know, I do a lot of research and, you know, and I ask her, and like I say, her story never changed.
[02:40:48.448 --> 02:40:50.609]  It's always been consistent.
[02:40:50.649 --> 02:40:51.710]  It's always been the same.
[02:40:53.270 --> 02:40:54.291]  Well, is she proud of what you're doing now?
[02:40:55.365 --> 02:40:56.466]  Yeah, she's very proud.
[02:40:56.566 --> 02:41:00.208]  I mean, she's probably somewhere breaking down crying because I'm trying to keep from crying myself.
[02:41:00.389 --> 02:41:02.390]  So, I know she's very proud.
[02:41:02.630 --> 02:41:09.035]  Well, Danny, I'll tell you, you take a risk doing this, so do I. We're not bragging, but the Clintons are, people who back them are particularly evil.
[02:41:09.435 --> 02:41:18.941]  And so, we're here telling it like it is, and I believe your story, and I hope you get some justice, and I hope the people out there that are paying corporate minions, you know, aren't too nasty about this, but don't take it bad.
[02:41:19.342 --> 02:41:20.983]  You've just come here and told the truth.
[02:41:21.563 --> 02:41:27.405]  You put out this report, Bill Clinton Sons, tells Hillary, step aside, dealing with all the horrible things she's done.
[02:41:27.945 --> 02:41:30.366]  It's up on Infowars.com, DrudgeReport.com.
[02:41:30.726 --> 02:41:32.667]  We appreciate the courage of all these affiliates.
[02:41:32.707 --> 02:41:34.707]  Bottom line, we're just exploring this.
[02:41:34.727 --> 02:41:43.910]  We were proven right about Hillary being sick, proven right about the gun control, proven right about the TPP, NSA spying, proven right on Bill Clinton and Monica Lewinsky, Drudge was.
[02:41:44.670 --> 02:41:46.371]  We get it right 99% of the time.
[02:41:46.931 --> 02:41:49.972]  And I think if it comes out and there's a third party to do a DNA test, you know,
[02:41:50.552 --> 02:41:53.395]  And then they say that you're not his son, and I think you would accept that.
[02:41:53.935 --> 02:41:54.136]  Right.
[02:41:55.277 --> 02:41:57.098]  All right, Danny Williams, well, thank you.
[02:41:57.199 --> 02:41:57.679]  Anything else?
[02:41:57.979 --> 02:42:01.823]  I want to thank you for giving me the chance to speak my story on your show.
[02:42:03.585 --> 02:42:04.506]  And I just want to, you know...
[02:42:05.782 --> 02:42:19.208]  I used to have my story heard, and you know, and get it out there, and him knowing that, you know, I'm trying my best to, you know, avoid from, avoid, you know, I'm trying my best to get it out the best way I can.
[02:42:19.228 --> 02:42:21.249]  Yeah, no, your whole thing is how great the Clintons are.
[02:42:21.369 --> 02:42:21.609]  Right.
[02:42:21.809 --> 02:42:22.350]  I get it.
[02:42:22.450 --> 02:42:22.810]  Thank you.
[02:42:22.850 --> 02:42:23.190]  I get it.
[02:42:23.210 --> 02:42:24.030]  You're not attacking them.
[02:42:24.771 --> 02:42:26.271]  And we're not here trying to get you to do that.
[02:42:26.452 --> 02:42:26.612]  Right.
[02:42:26.672 --> 02:42:27.832]  I'm not trying to attack no one.
[02:42:27.912 --> 02:42:28.793]  I mean, that's not me.
[02:42:28.813 --> 02:42:29.613]  That's not in my care.
[02:42:29.633 --> 02:42:31.074]  If the Clintons were good folks, we'd want them.
[02:42:31.214 --> 02:42:31.614]  Exactly.
[02:42:32.854 --> 02:42:33.555]  We don't want war.
[02:42:33.575 --> 02:42:34.775]  We don't want poverty.
[02:42:34.875 --> 02:42:35.475]  We want wealth.
[02:42:35.495 --> 02:42:36.256]  We want success.
[02:42:36.956 --> 02:42:37.376]  Get out the way.
[02:42:37.576 --> 02:42:39.197]  I want my kids to have the best success.
[02:42:40.557 --> 02:42:41.718]  Well, I'll be honest with you, Danny.
[02:42:41.738 --> 02:42:42.698]  Donald Trump wants that.
[02:42:42.938 --> 02:42:44.019]  That's why they hate his guts.
[02:42:44.039 --> 02:42:44.679]  Not the Clintons.
[02:42:44.699 --> 02:42:46.760]  But the controllers already have the economy taken over.
[02:42:46.780 --> 02:42:47.700]  They don't want competition.
[02:42:47.940 --> 02:42:48.360]  Exactly.
[02:42:48.520 --> 02:42:49.841]  And a free market does that.
[02:42:50.081 --> 02:42:51.041]  Now, you've got your Facebook.
[02:42:51.061 --> 02:42:51.702]  You've got your Twitter.
[02:42:51.722 --> 02:42:52.502]  We can put them on screen.
[02:42:52.582 --> 02:42:52.922]  Correct.
[02:42:53.182 --> 02:42:57.664]  What's the best way for other media that wants to not follow CNN's orders to interview you?
[02:42:59.745 --> 02:43:00.445]  The best way is...
[02:43:01.846 --> 02:43:04.288]  The best way is follow me the way I've been doing.
[02:43:04.508 --> 02:43:11.032]  I've been doing Twitter, Facebook, Instagram, anything I can download to put my story out there.
[02:43:11.132 --> 02:43:12.092]  The best way is follow me.
[02:43:12.172 --> 02:43:15.214]  I got Danny Williams, my Facebook.
[02:43:15.254 --> 02:43:17.075]  I got my fan page is Danny Williams Clint.
[02:43:18.256 --> 02:43:21.878]  Anything you'd like to know about me, log on to my Facebook.
[02:43:22.839 --> 02:43:24.300]  Inbox me, I inbox you back.
[02:43:25.740 --> 02:43:26.061]  Thank you.
[02:43:27.006 --> 02:43:27.566]  Absolutely.
[02:43:27.606 --> 02:43:28.587]  So you're ready to do interviews now.
[02:43:28.607 --> 02:43:29.547]  This is the first live one.
[02:43:30.247 --> 02:43:32.588]  Again, thank you so much for giving us the first interview, sir.
[02:43:32.748 --> 02:43:34.089]  I thank you too, Mr. Alex.
[02:43:34.449 --> 02:43:36.790]  You know, whether it was John McAfee or you name it, they say.
[02:43:37.190 --> 02:43:39.551]  McAfee goes, I don't know who you are, but everybody says you'll let me talk.
[02:43:39.971 --> 02:43:40.271]  Right.
[02:43:40.311 --> 02:43:42.612]  So, you know, there's not some preconceived, you know, agenda here.
[02:43:42.872 --> 02:43:43.052]  No.
[02:43:43.312 --> 02:43:44.733]  And you got over your points, Al, you know.
[02:43:44.933 --> 02:43:45.313]  Yes, sir.
[02:43:45.513 --> 02:43:47.854]  Bill Clinton's a great guy and everything, so you just want to meet your father.
[02:43:48.214 --> 02:43:48.674]  Exactly.
[02:43:50.375 --> 02:43:54.156]  In 30 years, all my life, all I want to ever do is know the truth.
[02:43:54.956 --> 02:43:55.997]  Denny Williams, thank you, my friend.
[02:43:56.117 --> 02:43:56.397]  Thank you.
[02:43:57.102 --> 02:43:58.824]  All right, that's Danny Williams, ladies and gentlemen.
[02:43:59.144 --> 02:44:00.165]  I'm going to go to a couple clips here.
[02:44:00.185 --> 02:44:02.547]  I'm going to walk him back because he hasn't eaten in about 10 hours.
[02:44:02.567 --> 02:44:04.088]  I guess he ate something when he got off the plane.
[02:44:04.108 --> 02:44:05.250]  We're going to have him have a little snack.
[02:44:06.090 --> 02:44:09.153]  We're going to come back, and then we have, who's hosting the fourth hour today?
[02:44:10.614 --> 02:44:11.735]  David Knight hosting the fourth hour.
[02:44:11.755 --> 02:44:15.359]  I've got a bunch of Russia war news and economy news that, quite frankly, has got me shaking.
[02:44:16.360 --> 02:44:18.121]  So we're going to be going over all that.
[02:44:18.161 --> 02:44:19.663]  But first, let's play
[02:44:21.072 --> 02:44:33.703]  This Trump, where Trump talks about disloyalty in the party with O'Reilly, who's laughing at him, talking about how these guys are total sell-offs in this conspiracy, and then the Mike Huckabee compares Trump to Clinton.
[02:44:33.723 --> 02:44:38.508]  We're going to play both those back-to-back, then come back after the break, and I'll get into the Russia situation and the economy.
[02:44:38.728 --> 02:44:39.769]  Danny Williams, thank you, my friend.
[02:44:39.789 --> 02:44:41.090]  Appreciate your courage.
[02:44:41.110 --> 02:44:43.992]  Appreciate everybody else covering this today.
[02:44:44.233 --> 02:44:44.833]  We'll be back.
[02:44:44.913 --> 02:44:45.314]  Stay with us.
[02:44:46.789 --> 02:44:47.730]  We're good to go.
[02:45:16.969 --> 02:45:18.350]  He didn't like the tape thing.
[02:45:18.430 --> 02:45:23.095]  He's never heard, oh give me a break, he's never heard salty language before.
[02:45:23.135 --> 02:45:30.961]  You know John McCain, who has probably the dirtiest mouth in all of the Senate, has never heard, you know he talked about lewd, it's lewd language.
[02:45:31.021 --> 02:45:32.623]  Can I ask a question please?
[02:45:33.343 --> 02:45:37.747]  If you're elected president, you're going to need McCain and you're going to need Ryan.
[02:45:37.787 --> 02:45:39.028]  You're going to need these guys.
[02:45:39.048 --> 02:45:39.589]  They'll be there.
[02:45:39.609 --> 02:45:40.630]  They'll be there.
[02:45:41.610 --> 02:45:43.431]  I would think that Ryan maybe wouldn't be there.
[02:45:43.451 --> 02:45:44.812]  Maybe he'll be in a different position.
[02:45:45.212 --> 02:45:46.573]  But McCain will be there.
[02:45:46.613 --> 02:45:47.293]  They'll all be there.
[02:45:47.773 --> 02:45:51.175]  And you think they're going to all cooperate with you after you trash in them?
[02:45:51.555 --> 02:45:52.176]  I get along.
[02:45:52.416 --> 02:45:53.416]  I know you don't believe this.
[02:45:53.496 --> 02:45:57.058]  Well, I get along with you for 20 years, so I guess I can get along with anybody, frankly.
[02:45:57.118 --> 02:46:00.080]  But to be honest with you, Bill, I get along with people.
[02:46:00.740 --> 02:46:04.183]  And I think you know that maybe better than anybody.
[02:46:04.263 --> 02:46:06.485]  I don't know what good it does to trash people.
[02:46:06.525 --> 02:46:12.230]  You could say I disagree, I wish they would endorse me, but to trash him, I don't know what good that does.
[02:46:12.510 --> 02:46:21.418]  Because he was begging for my endorsement, people are calling, his friends are calling, and then the first sign of a little bit of difficulty, he unendorses him.
[02:46:21.759 --> 02:46:24.981]  I wouldn't want to be in a foxhole with a lot of these people, that I can tell you.
[02:46:27.123 --> 02:46:56.455]  While we've talked about the hit Trump's taken in the polls as a result of that tape and so on, I don't know that sort of the mainstream Republican class or, you know, even sort of these elites, if you will, understand how invigorating it was for Trump supporters to see Trump turn to Hillary Clinton and let her have it on some of those issues like emails and trustworthiness and honesty, which we've never seen anybody look right at her and do!
[02:46:57.532 --> 02:47:00.413]  The one thing you have to say about Trump, that he is fearless.
[02:47:00.873 --> 02:47:08.415]  This is a guy that is comfortable enough in his views, whether you like them or not, that he's going to take it straight to the other person, to their face.
[02:47:08.455 --> 02:47:09.375]  He's not two-faced.
[02:47:09.675 --> 02:47:10.435]  He's not a phony.
[02:47:10.736 --> 02:47:12.436]  Look, I've said this about him, Megan.
[02:47:12.456 --> 02:47:15.757]  He's like Captain Quint in the original movie, Jaws.
[02:47:16.297 --> 02:47:17.037]  He's vulgar.
[02:47:17.317 --> 02:47:18.077]  He's salty.
[02:47:18.338 --> 02:47:19.758]  He might even get drunk.
[02:47:20.078 --> 02:47:21.478]  He's just a... He doesn't drink!
[02:47:21.518 --> 02:47:21.918]  Terrible!
[02:47:22.439 --> 02:47:23.279]  But hold on here.
[02:47:23.299 --> 02:47:23.539]  Okay.
[02:47:24.139 --> 02:47:27.902]  He's the guy who's gonna save your butt and save your family.
[02:47:28.242 --> 02:47:32.365]  And so at the end of the day, when he kills the shark, you're happy about it.
[02:47:32.565 --> 02:47:34.067]  Now, Hillary is the shark.
[02:47:34.327 --> 02:47:35.448]  She's gonna eat your boat.
[02:47:36.088 --> 02:47:37.449]  She's gonna have open borders.
[02:47:38.410 --> 02:47:39.931]  Immigration out the kazoo.
[02:47:40.551 --> 02:47:47.096]  And so the choice is, do you vote for Captain Quint, who's gonna save your family, or do you vote for the shark?
[02:47:47.617 --> 02:47:49.018]  That's the choice you get to make.
[02:47:50.458 --> 02:47:52.060]  And now we've got Jerry Falwell Jr.
[02:47:52.201 --> 02:47:53.663]  as if the conspiracy was secret.
[02:47:53.703 --> 02:47:55.004]  They said they were going to get Trump.
[02:47:55.325 --> 02:47:56.867]  We're going to sabotage him and Hillary.
[02:47:57.348 --> 02:48:02.074]  The horrible Republicans, the worst of the worst, have resembled themselves, have revealed themselves.
[02:48:02.395 --> 02:48:03.176]  We've got to get rid of them.
[02:48:03.416 --> 02:48:04.758]  Here is the Jerry Falwell Jr.
[02:48:04.778 --> 02:48:04.979]  Club.
[02:48:06.107 --> 02:48:08.107]  Well, the whole story just fell in my lap.
[02:48:08.167 --> 02:48:17.730]  About six or eight weeks ago, I got a phone call from someone who's very close to the top establishment candidates in the Republican Party.
[02:48:18.150 --> 02:48:21.450]  People who wanted to be president over the last four or five years.
[02:48:21.690 --> 02:48:24.971]  And he told me, he said, Jerry, something strange is going on.
[02:48:25.011 --> 02:48:32.873]  They're meeting regularly and they tell me that it's a certainty that Donald Trump will not be the nominee.
[02:48:33.633 --> 02:48:35.695]  On November 8th of the Republican Party.
[02:48:36.216 --> 02:48:42.361]  And I called one of Trump's attorneys, I told him about it, but there was no more details than that, so there was nothing anybody could do.
[02:48:42.942 --> 02:48:54.172]  But then when I saw what happened this weekend, and I saw how quickly all the usual suspects jumped on it and started calling for Trump to step down as the nominee.
[02:48:54.352 --> 02:48:56.774]  The suspects, who are the usual suspects?
[02:48:57.540 --> 02:48:58.080]  Paul Ryan?
[02:48:58.301 --> 02:48:59.261]  The establishment.
