[00:00:10.407 --> 00:00:11.214]  Silent Railway Chevy.
[02:30:29.975 --> 02:30:34.441]  It's hard to take in the proper amount of vitamins we need each day with our modern diets.
[02:30:34.761 --> 02:30:42.310]  Zika 12 by Infowars Life is an easy way to naturally upgrade your vitamin B12 intake and support your body's natural systems.
[02:30:42.550 --> 02:30:46.976]  It pairs two forms of vitamin B12 into one explosive formula.
[02:30:47.256 --> 02:30:56.078]  Vitamin B12 supports healthy energy levels through red blood cell formation and aiding in the body's natural processes, but it also assists with many other functions of the body.
[02:30:56.278 --> 02:30:59.559]  Electrify your mind and body and take your health to the next level.
[02:30:59.839 --> 02:31:03.500]  Experience the power of Secret 12 at InfoWarsLife.com.
[02:31:03.740 --> 02:31:05.341]  That's InfoWarsLife.com.
[02:31:07.649 --> 02:31:11.011]  The bank accounts of RT News in the UK have been frozen.
[02:31:11.291 --> 02:31:20.936]  NatWest Bank froze the Russian broadcaster's accounts, according to the editor-in-chief, Margarita Simonyan, who tweeted, Now, RT says the bank gave no explanation for the decision.
[02:31:20.957 --> 02:31:23.738]  NatWest is an arm of the Royal Bank of Scotland, and it's refusing to service the broadcaster.
[02:31:30.882 --> 02:31:38.964]  NatWestBank wrote, quote, we've recently undertaken a review of our banking arrangements with you and reached the conclusion that we will no longer provide these facilities.
[02:31:39.124 --> 02:31:43.305]  The bank said its decision was final and they're not prepared to enter into any discussion.
[02:31:43.525 --> 02:31:52.487]  Here in the States, the president is threatening a cyber war with Russia, which could escalate quickly into a nuclear one, all in an attempt to keep Hillary's deleted emails a secret.
[02:31:52.667 --> 02:31:58.728]  In the US, the CIA leaked to NBC News that the president has requested options for a cyber attack on Russia.
[02:31:58.988 --> 02:32:01.889]  Regulator Ofcom said it's, quote, for biased reporting.
[02:32:02.150 --> 02:32:02.730]  You decide.
[02:32:03.070 --> 02:32:05.991]  I'm Margaret Halve reporting for InfoWars.com.
[02:32:07.492 --> 02:32:08.893]  Clean, pure drinking water.
[02:32:09.133 --> 02:32:10.454]  You can't survive without it.
[02:32:10.634 --> 02:32:11.554]  But where do you get it?
[02:32:11.834 --> 02:32:17.597]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[02:32:17.817 --> 02:32:23.540]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[02:32:23.740 --> 02:32:40.588]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[02:32:40.988 --> 02:32:43.110]  Filter capacity up to 5,000 gallons.
[02:32:43.470 --> 02:32:44.671]  Stainless steel construction.
[02:32:44.951 --> 02:32:45.651]  Easy assembly.
[02:32:45.972 --> 02:32:46.612]  Low maintenance.
[02:32:46.892 --> 02:32:48.734]  Replacement filters are simple to install.
[02:32:48.994 --> 02:32:56.099]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[02:32:56.279 --> 02:33:01.283]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[02:33:01.463 --> 02:33:04.045]  Go to InfowarsStore.com or call 888-253-3139.
[02:33:09.182 --> 02:33:12.306]  Mr. Trump, I'm not going to lay things out here that you don't already know.
[02:33:13.188 --> 02:33:26.085]  But I am going to ask you to seriously think about making the issue of Hillary's election fraud in the primaries one of the central issues to defeating her in November.
[02:33:26.425 --> 02:33:30.446]  And I'm telling you, November 8th, we better be careful, because that election's gonna be rigged.
[02:33:30.607 --> 02:33:31.367]  First of all, it's rigged.
[02:33:31.947 --> 02:33:34.848]  And I'm afraid the election's gonna be rigged, I have to be honest.
[02:33:34.928 --> 02:33:38.929]  And I hope the Republicans are watching closely, or it's gonna be taken away from us.
[02:33:39.069 --> 02:33:42.511]  America teaches everybody how to live in, quote, democracy.
[02:33:42.531 --> 02:33:43.531]  But what?
[02:33:43.971 --> 02:33:46.872]  You actually believe that they have democratic elections there?
[02:33:47.232 --> 02:33:48.733]  If Hillary steals the nomination,
[02:33:49.273 --> 02:33:53.177]  And then she openly is engaged in chicanery and things don't add up with Trump.
[02:33:53.357 --> 02:33:55.459]  You have to say it must be thrown out.
[02:33:55.879 --> 02:34:04.667]  Hillary Clinton has had every advantage, every break given to her from the very beginning by this Democratic Party.
[02:34:04.767 --> 02:34:05.668]  It has been rigged.
[02:34:05.688 --> 02:34:11.253]  The political parties choose their nominee, not the general public, contrary to popular belief.
[02:34:11.293 --> 02:34:12.954]  Then why are they holding the primaries?
[02:34:13.895 --> 02:34:15.096]  That's a very good question.
[02:34:15.256 --> 02:34:29.483]  It is clearly the case that when given truth serum, Debbie Wasserman Schultz vastly prefers Hillary Clinton to be the nominee, obviously, and to the extent there are things that can be done institutionally and largely to facilitate that outcome, they are being done.
[02:34:29.603 --> 02:34:32.945]  When did the press see it as their role to protect
[02:34:33.465 --> 02:34:35.087]  Of course the elections will not be rigged.
[02:34:35.107 --> 02:34:35.908]  What does that mean?
[02:34:46.886 --> 02:34:48.706]  How would the party pick a new nominee?
[02:34:48.947 --> 02:34:49.867]  Today is the day!
[02:34:49.887 --> 02:34:53.468]  They're really thinking about maybe getting him off the top of the ticket.
[02:34:53.668 --> 02:34:56.889]  He now looks increasingly like the Kamikaze candidate.
[02:34:56.969 --> 02:34:59.869]  An implosion the likes of which I have never seen.
[02:34:59.889 --> 02:35:03.610]  The biggest problem we have is we have a very dishonest media.
[02:35:03.690 --> 02:35:14.393]  If Mr. Trump is suggesting that there is a conspiracy theory that is being propagated across the country,
[02:35:16.172 --> 02:35:18.494]  Including in places like Texas.
[02:35:20.757 --> 02:35:21.377]  That's ridiculous.
[02:35:21.497 --> 02:35:24.460]  That doesn't make any sense and I don't think anybody would take that seriously.
[02:35:26.583 --> 02:35:28.064]  Ladies and gentlemen, thank you for joining us.
[02:35:28.104 --> 02:35:30.506]  Roger Stone just got out of the airport.
[02:35:30.526 --> 02:35:31.788]  He's in a car being driven.
[02:35:33.075 --> 02:35:37.297]  I tell you, they are demonizing Roger Stone in campaign ads.
[02:35:37.317 --> 02:35:38.517]  They're demonizing him all over the news.
[02:35:38.858 --> 02:35:39.798]  Now they've doubled down.
[02:35:40.178 --> 02:35:43.580]  I'm told they're running something like $20 million worth of ads in this new package.
[02:35:44.040 --> 02:35:49.762]  I'm told they're going to have multiple ads with yours truly in it, taking things out of context, twisting it, just like they've done Trump.
[02:35:50.303 --> 02:35:57.566]  I think they're just desperate to try to get Trump to moderate what he's doing, because the more he gets hardcore, the more they lose, like the last debate.
[02:35:57.906 --> 02:35:59.347]  I think he should destroy her in 48 hours.
[02:36:01.326 --> 02:36:05.694]  Wednesday's debate, we're going to have 13 hours of live coverage kicking off at 11 a.m., running past midnight.
[02:36:06.015 --> 02:36:08.339]  The final showdown, then we'll be 19 days out.
[02:36:08.840 --> 02:36:13.909]  We're 21 days out, but we have CNN host blaming firebombing of Republican HQ on Donald Trump.
[02:36:16.033 --> 02:36:20.476]  CNN says it's illegal for you to read Wikileaks Hillary Clinton emails, but you can go to them.
[02:36:20.496 --> 02:36:22.997]  I mean, the arrogance of these loons is incredible.
[02:36:23.758 --> 02:36:30.722]  Roger Stone, we have his Bill Clinton rape shirt available that's sending shockwaves through the campaign, circumventing the media blackout on that.
[02:36:31.042 --> 02:36:34.745]  Available at Infowarsstore.com, as well as the limited edition Hillary for Prison shirt.
[02:36:34.805 --> 02:36:36.806]  Now that costs $9.95.
[02:36:36.866 --> 02:36:37.927]  When they're gone, they're gone.
[02:36:38.227 --> 02:36:39.207]  I'm not printing anymore.
[02:36:39.768 --> 02:36:41.029]  So after the election, no more.
[02:36:41.209 --> 02:36:42.830]  All those great things come and go.
[02:36:43.130 --> 02:36:43.930]  Thanks for your support.
[02:36:43.950 --> 02:36:44.711]  We need the support.
[02:36:45.748 --> 02:36:46.569]  Roger Stone.
[02:36:47.789 --> 02:36:49.050]  Wow, I don't know where to begin.
[02:36:49.150 --> 02:36:50.071]  So much is happening.
[02:36:50.731 --> 02:36:55.314]  You were tweeting me last night and this morning saying, I guess you did predict that the October surprise might be war with Russia.
[02:36:55.634 --> 02:36:56.935]  That's what the Russians think it is.
[02:36:56.995 --> 02:37:01.357]  And we have declarations of war against them outside of Congress by the bureaucracy and Joe Biden.
[02:37:02.418 --> 02:37:04.159]  I mean, I've kind of set the table a lot of points.
[02:37:04.179 --> 02:37:05.200]  What do you want to tackle first?
[02:37:05.240 --> 02:37:07.821]  Or do you have some wild card not on my radar?
[02:37:12.024 --> 02:37:15.406]  I'm being attacked by the President of the United States by name.
[02:37:16.124 --> 02:37:18.267]  He specifically attacked InfoWars.
[02:37:18.767 --> 02:37:23.153]  Now we learn that you are the subject of a Hillary Clinton attack ad.
[02:37:23.934 --> 02:37:28.600]  They just don't seem to understand that that which does not kill you makes you stronger.
[02:37:30.740 --> 02:37:37.122]  The, as you know, the Clintonites have now rolled out their third day of attack on me.
[02:37:37.662 --> 02:37:53.806]  Their new spokesman, incredibly, former Deputy CIA Director Mike Morrell, the man responsible for the Benghazi cover-up, wants me investigated for my non-existent ties
[02:37:54.466 --> 02:38:04.488]  Trump has got to take it to them having the Benghazi guy who literally ordered the stand down for Hillary, holding the bag, has the nerve to call us traitors.
[02:38:07.809 --> 02:38:18.551]  The irony of this, of course, is that there's a piece in Politico now which says that the Clintons revile me and they want my ties to Russia exposed.
[02:38:18.591 --> 02:38:19.811]  There are no ties to Russia.
[02:38:20.638 --> 02:38:22.320]  I've never taken a penny from the Russians.
[02:38:22.740 --> 02:38:24.402]  I have no Russian connections.
[02:38:24.662 --> 02:38:25.783]  I'm a loyal American.
[02:38:26.164 --> 02:38:29.067]  The problem I have with the Clintons is they're conspiracy theorists.
[02:38:29.167 --> 02:38:41.360]  You see, they expect us to believe that nobody died in Libya under her watch, or that the Whitewater building wreckage just popped up at the office, or that Chelsea Clinton is Bill's daughter.
[02:38:41.920 --> 02:38:44.983]  Or that Danny Williams is not Bill's son.
[02:38:45.003 --> 02:38:51.248]  I don't know how they can expect us to believe all these outrageous and crazy conspiracy theories.
[02:38:51.408 --> 02:38:53.710]  You know, I've noticed they attack what they know is strong.
[02:38:53.750 --> 02:38:58.794]  They keep telling Trump, back off election fraud, it doesn't exist, while they claim we're planning election fraud.
[02:38:59.255 --> 02:39:00.235]  It's oxymoronic.
[02:39:00.836 --> 02:39:04.859]  But it looks like Trump is really getting more hardcore now, like he did in the second debate.
[02:39:05.740 --> 02:39:09.022]  What is your gut, or what are you hearing about what's going to happen Wednesday?
[02:39:09.042 --> 02:39:11.863]  Because, as you know, Axelrod is trying to get Hillary to drop out.
[02:39:13.824 --> 02:39:23.410]  Well, as you know, Donald Trump kind of got out there and said that she ought to submit to a drug test prior to the debate.
[02:39:23.850 --> 02:39:25.251]  She sure looked juiced up to me.
[02:39:25.651 --> 02:39:27.252]  I don't think that's a bad start.
[02:39:27.992 --> 02:39:35.036]  Look, he's got to brush aside these women, these ringers, who have come forward and accused him
[02:39:35.660 --> 02:39:38.741]  falsely of sexual assault.
[02:39:39.361 --> 02:39:40.962]  None of them have any corroboration.
[02:39:41.342 --> 02:39:43.023]  None of them reported at the time.
[02:39:43.063 --> 02:39:50.686]  And now, with the help of WikiLeaks, we expose the fact that this is all some David Brock constructed fraud.
[02:39:51.166 --> 02:40:02.710]  The attack on me about the alleged advanced knowledge of the hacking of John Podesta's emails is an attempt to deflect
[02:40:03.510 --> 02:40:08.314]  From the substance of the emails, just to say it again, I had no advanced knowledge.
[02:40:08.935 --> 02:40:13.298]  I've received no information, no emails, no files from WikiLeak.
[02:40:13.799 --> 02:40:14.799]  I do have a source.
[02:40:15.320 --> 02:40:32.534]  The source tells me that two Wednesdays ago, when WikiLeaks appealed to pull back, it was because Secretary of State John Kerry threatened the Ecuadorian president with grave consequences if the Ecuador government did not silence Assange.
