[00:00:00.149 --> 00:00:00.969]  What is a globalist?
[01:47:04.295 --> 01:47:05.997]  We say over our dead bodies.
[01:47:06.397 --> 01:47:12.790]   And so the Democrats are trying to put In fake voting rights bills that federalize our election.
[01:47:12.810 --> 01:47:18.733]  So I told Mitch McConnell because he started compromising with them because he was listening to the National Review, a rhino outlet.
[01:47:19.013 --> 01:47:20.153]  I said, don't compromise.
[01:47:20.413 --> 01:47:22.855]  Then he got burnt and then you saw his positive comments.
[01:47:22.875 --> 01:47:26.476]  So Republicans, believers, everyone needs to wake up.
[01:47:26.536 --> 01:47:27.837]  They're coming for all of us.
[01:47:27.897 --> 01:47:29.958]  They don't want free and fair elections this year.
[01:47:30.198 --> 01:47:30.938]  They're all in.
[01:47:30.978 --> 01:47:32.239]  They can't run on Afghanistan.
[01:47:32.259 --> 01:47:33.359]  They can't run on inflation.
[01:47:33.540 --> 01:47:34.700]  They can't run on COVID.
[01:47:34.860 --> 01:47:36.481]  They can't run on the response to COVID.
[01:47:36.901 --> 01:47:39.163]  They are running on Alex Jones.
[01:47:39.223 --> 01:47:41.364]  They are running on Ali Alexander.
[01:47:41.664 --> 01:47:46.388]  And they want us to answer for the most foolish actions of people who have nothing to do with us.
[01:47:46.808 --> 01:47:48.909]  And I'm just telling them, I'm not going to shut up.
[01:47:49.129 --> 01:47:50.190]  I'm not going away.
[01:47:50.390 --> 01:47:52.392]  And I'm not going to cooperate with the false narrative.
[01:47:52.572 --> 01:47:55.534]  And by the way, we're not trying to act like we're big league here.
[01:47:55.614 --> 01:47:57.355]  It's very scary in the big leagues.
[01:47:57.395 --> 01:48:02.234]   We got some calls from high-level Justice Department and high-level CIA in the last
[01:48:02.234 --> 01:48:03.234]  48 hours.
[01:48:03.234 --> 01:48:06.994]   And I do talk to the Justice Department and the CIA, people that are good in there.
[01:48:06.994 --> 01:48:09.115]  And they said, "Oh yeah, that's what you just said.
[01:48:09.115 --> 01:48:10.115]  Exactly.
[01:48:10.115 --> 01:48:13.555]  They're running on January 6th and that we're dead on."
[01:48:13.555 --> 01:48:16.754]   And I'm like, "Well, we can't tell you anything, but you're dead on and watch out.
[01:48:16.754 --> 01:48:18.114]  We're saying prayers for you."
[01:48:18.114 --> 01:48:20.234]  So yeah, it's a really creepy feeling.
[01:48:20.234 --> 01:48:25.315]   I've never had more wings of death flapping around above me feeling, but I knew this was
[01:48:25.315 --> 01:48:28.955]   always coming to this, that here we are wanting peace, here we are wanting justice, and they
[01:48:28.955 --> 01:48:33.275]   literally want to then set some horrible new mass shooting or bombing, I don't know what
[01:48:33.275 --> 01:48:35.195]  it's going to be, and they're going to blame us, Ollie.
[01:48:35.588 --> 01:48:48.175]  And I just don't know what we do to not just protect our own butts, but to tell conservatives and Christians and others, don't be violent, watch your rhetoric, and also know, obviously, patriots aren't going to do this, and violence isn't the answer.
[01:48:49.892 --> 01:48:51.053]  You're exactly right, folks.
[01:48:51.373 --> 01:48:52.493]  This is not a game.
[01:48:53.214 --> 01:48:56.575]  This is not a holographic simulation.
[01:48:57.275 --> 01:48:59.436]  We're not LARPers and this isn't cosplay.
[01:48:59.917 --> 01:49:01.257]  Your freedoms are at stake.
[01:49:01.837 --> 01:49:02.998]  Your freedoms are at stake.
[01:49:03.418 --> 01:49:06.079]  If Owen Schroeder goes down, you lose freedom.
[01:49:06.500 --> 01:49:08.541]  If Alex Jones goes down, you lose freedom.
[01:49:08.821 --> 01:49:17.655]   If Ali Alexander goes down, or they outlaw the phrase, stop the steal, or ban links to InfoWars.com, Your freedoms go away.
[01:49:17.735 --> 01:49:19.936]  The freedoms of Black Lives Matter goes away.
[01:49:20.196 --> 01:49:23.919]  The freedoms of left-wing anarchists go away.
[01:49:24.419 --> 01:49:28.281]  So, we're in this all together, which means we can't have violence.
[01:49:28.301 --> 01:49:31.543]  We can't have something that separates us from our neighbor.
[01:49:32.244 --> 01:49:38.568]  And so, you know, I'm sad that Barack Obama ruined the phrase, I am my brother's keeper, but that's something I've always believed.
[01:49:38.908 --> 01:49:41.850]  You know, as a Christian, I have an obligation to the stranger.
[01:49:42.330 --> 01:49:44.572]  I have an obligation to the stranger, okay?
[01:49:44.892 --> 01:49:50.316]  Now, these economic, you know, objectivist libertarians might not believe that, but I'm a Christian and I believe that.
[01:49:50.776 --> 01:49:56.620]  And so, and Alex, that's why you and I ran to the Capitol when we saw civil disorder.
[01:49:57.001 --> 01:49:58.682]  We were like, okay, we need to go save lives.
[01:49:58.722 --> 01:50:01.764]  What if that scaffolding falls and kills people?
[01:50:01.844 --> 01:50:09.509]  So, you know, I think, Alex, it's just important for us to walk in the light, for us to walk in the word of Jesus Christ, to be prudent.
[01:50:09.810 --> 01:50:19.511]   And remember, Jesus, who preached peace and didn't become that militant leader that the Sanhedrin wanted him to become, still was whipping people out of the temple.
[01:50:19.891 --> 01:50:24.512]  And it's just very nuanced and we've got to be very prudent and very wise about it.
[01:50:24.552 --> 01:50:25.492]  You can use the word prudent.
[01:50:25.552 --> 01:50:26.833]  Prudent doesn't mean wimp.
[01:50:26.893 --> 01:50:29.373]  It means you've got to really be smart and think things through.
[01:50:29.753 --> 01:50:31.994]  And if the enemy wants violence, it's because they're losing.
[01:50:32.054 --> 01:50:32.834]  Let's not give it to them.
[01:50:33.114 --> 01:50:34.875]  There are times when a giant army is invading.
[01:50:34.895 --> 01:50:35.495]  There's no choice.
[01:50:35.775 --> 01:50:36.595]  That's a clear attack.
[01:50:36.635 --> 01:50:37.696]  Your people know what's going on.
[01:50:37.736 --> 01:50:38.116]  You fight.
[01:50:38.596 --> 01:50:44.099]  But when the enemy is hidden, you don't play into a game to attack the enemy, and then he poses as if he's the people.
[01:50:45.120 --> 01:50:51.144]  We've got to educate people first, and then try to fix things peacefully, and then if there's a war, there's a war.
[01:50:51.184 --> 01:50:56.667]  We've got to do everything we can in God's eyes, peacefully, and then if we have to fight, God will be on our side.
[01:50:56.707 --> 01:50:57.187]  Stay with us.
[01:50:57.767 --> 01:51:03.411]  Ladies and gentlemen, the news on InfoWars.com right now is just incredible.
[01:51:03.431 --> 01:51:06.693]  I don't even know how to describe the stuff.
[01:51:07.452 --> 01:51:14.957]  No vacs, no food, NYPD tickets, wheelchair-bound woman with cerebral palsy and arrest 11 others for trying to get a store to buy food.
[01:51:16.498 --> 01:51:23.163]  MIT scientist says COVID vaccine could trigger neurodegenerative diseases, warns parents against vaccinating children.
[01:51:23.964 --> 01:51:30.488]  Corporate media attacks Justice Gorsuch, who's one of the few good things Trump did, dealing with courts for not wearing a mask.
[01:51:31.729 --> 01:51:41.916]   He's got the CEO, NBA co-owners of a major Team saying he doesn't care about death camps, U.S.
[01:51:41.976 --> 01:51:44.498]  Army guerrilla warfare exercise to target freedom fighters.
[01:51:45.458 --> 01:51:47.600]  That's just some of the stuff on Infowars.com.
[01:51:47.640 --> 01:51:49.421]  I mean, it's just crazy.
[01:51:49.782 --> 01:51:54.926]  Going back to Ali Alexander, again, I want to be a trillion percent clear with the listeners.
[01:51:55.206 --> 01:51:59.932]   I don't sit up here And cover stories just because I'm in them.
[01:52:00.252 --> 01:52:01.875]  There's a lot of stories we're in I'm not covering.
[01:52:02.816 --> 01:52:09.885]  The fact that we're right at the center of January 6th, the fact that the system you turn on the TV only talks about that, I mean, more than anything else.
[01:52:10.939 --> 01:52:20.127]  It's a distraction from inflation, a distraction from people losing their jobs, a distraction from the fentanyl deaths, a distraction from the open borders or imminent war with Russia.
[01:52:20.547 --> 01:52:29.594]  I mean, you've got NATO saying we're on the verge of war, and instead we're hearing about, oh, the Trump supporters, the million, they all wanted to attack the Capitol.
[01:52:32.236 --> 01:52:33.197]  It's insanity.
[01:52:33.838 --> 01:52:37.301]  And I think, Ollie, it shows some real mental illness by America's ruling.
[01:52:38.435 --> 01:52:44.175]   Class that stole their way into power is that they're blaming all their illegitimacy on us not wanting to be
[01:52:44.175 --> 01:52:47.534]   ruled by idiots and blaming their own constituents, I mean
[01:52:47.534 --> 01:52:50.885]  Very rarely in history your your your historian as well.
[01:52:50.885 --> 01:52:55.075]   You're sharp guy. I talked to you a lot What do you make of the Democrats now?
[01:52:55.075 --> 01:53:01.134]   Not just not just Paul Begala, but Jen Psaki and others saying our followers don't know how great they've got it
[01:53:01.134 --> 01:53:06.395]   It's your fault. I mean, what do you make of just the current political lay of the land?
[01:53:06.395 --> 01:53:11.395]   Well, the first observation I want to make is that yet you and I are both lovers of history
[01:53:11.395 --> 01:53:14.395]  that yet you and I are both lovers of history.
[01:53:14.952 --> 01:53:23.759]  We both have acted as publishers for respective news gathering and dissemination organizations, and we're activists.
[01:53:24.219 --> 01:53:27.041]  Sometimes we're in this capacity, other times we're in that capacity.
[01:53:27.541 --> 01:53:36.377]   And so you and I have both made statements of analyses where we've observed America appears to be approaching a civil war.
[01:53:36.797 --> 01:53:42.798]  Now, the Democrats in the media try to use that against us, saying we're stoking a civil war, even though we say we are opposed to one.
[01:53:43.919 --> 01:53:46.759]  But it's an observation worth noting.
[01:53:47.280 --> 01:54:04.850]   And you can see that these Democrat operatives, who are fully aware of their turnout games, of their rigging on the lawful side elections, and the illegal rigging that also goes on, Peter Navarro talks about how there's illegal theft and there's legal theft.
[01:54:04.990 --> 01:54:06.131]  And he's right in that.
[01:54:06.611 --> 01:54:19.277]  In that they are so, they know they've so lost the middle, they so have lost the neutral person that they need to market to, that their base is caving.
[01:54:19.377 --> 01:54:22.579]  And they know in marketing, you got to first get your customer back.
[01:54:23.092 --> 01:54:27.716]  And so that they've lost their customer means that they're going to increasingly be desperate.
[01:54:28.016 --> 01:54:36.683]  And because Democrat operatives are very different than Republican operatives, in Democrat circles, the comms and political people help make national security decisions.
[01:54:37.043 --> 01:54:38.184]  Okay, this is scary as hell.
[01:54:38.864 --> 01:54:45.890]  And so Psaki and the rest of these fools are hoping in their comms department for another 9-11.
[01:54:47.151 --> 01:54:53.505]   You have the White House comms department hoping and praying Or another 9-11.
[01:54:53.705 --> 01:54:58.472]  These people are godless.
[01:54:58.492 --> 01:55:03.379]  They don't believe that there's any consequences in the hereafter for something like that.
[01:55:03.479 --> 01:55:06.724]  Jesus reminds us that murder begins in the heart.
[01:55:07.204 --> 01:55:08.867]  That adultery begins in the eyes.
[01:55:09.605 --> 01:55:15.249]  So you and I, we're not only like, not only will we not do that, we're not even allowed to think that way.
[01:55:15.589 --> 01:55:18.251]  Well, plus I don't even want, I desperately want the opposite.
[01:55:18.291 --> 01:55:19.491]  Not even because I'm a perfect person.
[01:55:19.792 --> 01:55:20.832]  That's what the evil wants.
[01:55:21.273 --> 01:55:21.973]  They want the violence.
[01:55:22.033 --> 01:55:22.453]  Exactly.
[01:55:22.473 --> 01:55:25.455]  Psaki and others are dreaming of war with Russia.
[01:55:25.715 --> 01:55:30.098]  They're not even smart enough like George W. Bush to go attack a third world nation with no nukes.
