[00:00:00.757 --> 00:00:02.158]  World War Three.
[01:50:24.994 --> 01:50:32.520]  Because we're not putting an end to this deadly research by mad scientists like Anthony Fauci, they're gonna make another bioweapon in a lab and it's gonna escape.
[01:50:32.921 --> 01:50:34.882]  They already brag about how they have one in Boston.
[01:50:35.902 --> 01:50:39.405]  That kills 80% of the mice that get infected with it.
[01:50:39.425 --> 01:50:45.390]  And so they say, oh look, this COVID gain-of-function research we did in Boston, which is totally illegal in the U.S.
[01:50:45.451 --> 01:50:47.112]  I don't know how it hasn't been raided and shut down.
[01:50:47.592 --> 01:50:49.434]  Oh look, it kills 80% of humans.
[01:50:49.534 --> 01:50:50.275]  Aren't we great?
[01:50:51.316 --> 01:50:52.277]  Aren't we the best?
[01:50:53.237 --> 01:50:54.018]  Look at how great we are.
[01:50:54.058 --> 01:50:56.000]  We made a virus that'll kill 80% of you.
[01:50:57.001 --> 01:50:57.902]  Give us a peace prize.
[01:50:59.423 --> 01:51:03.004]  CDC votes to add COVID-19 vaccines to childhood immunization schedules.
[01:51:03.044 --> 01:51:04.524]  So it doesn't matter that it doesn't work.
[01:51:04.544 --> 01:51:08.705]  It doesn't matter all the side effects and the heart attacks and the myocarditis and the cancers.
[01:51:08.866 --> 01:51:10.806]  Give that thing to your kids.
[01:51:11.346 --> 01:51:12.647]  Be a good slave.
[01:51:12.987 --> 01:51:17.588]  Disarm yourself and make them take the forced medical procedures.
[01:51:18.851 --> 01:51:26.259]  And of course, what happened immediately upon the CDC unanimously voting to add COVID-19 vaccines to the childhood schedule?
[01:51:26.659 --> 01:51:28.101]  Pfizer hikes U.S.
[01:51:28.121 --> 01:51:31.204]  COVID vaccine price to $130 per dose.
[01:51:31.505 --> 01:51:32.806]  Isn't that just amazing?
[01:51:32.826 --> 01:51:34.968]  Pfizer loves you so much.
[01:51:36.570 --> 01:51:38.572]  Oh, and I'm sure there's no collusion.
[01:51:39.013 --> 01:51:55.976]   I will bet I would bet a lot of money that at least one of the 15 people that voted unanimously to make the COVID-19 vaccine on the childhood immunization schedule, I would bet at least one of them, I'd bet a lot, I'd bet it all, that at least one of them ends up working for Pfizer.
[01:51:56.377 --> 01:51:58.400]  You don't think this whole thing was planned out, folks?
[01:51:59.861 --> 01:52:00.521]  Give me a break.
[01:52:00.601 --> 01:52:02.242]  Pfizer knew they were going to get the votes.
[01:52:02.762 --> 01:52:10.406]  They've got these CDC officials, bureaucrats in their back pocket, and they had the price hike ready to go.
[01:52:10.646 --> 01:52:16.169]  But they admit scientists and doctors divided over whether myocarditis concerns should influence vaccine recommendations.
[01:52:16.549 --> 01:52:21.371]  Yeah, that vaccine might give your 15-year-old a heart attack, and they wouldn't even get COVID.
[01:52:21.391 --> 01:52:22.292]  They wouldn't even know if they did.
[01:52:22.432 --> 01:52:22.992]  But you know what?
[01:52:23.052 --> 01:52:24.833]  It's probably worth it to give him that heart attack anyway.
[01:52:25.674 --> 01:52:28.135]  Savannah Hernandez joins us now.
[01:52:29.464 --> 01:52:33.327]  And she has been traveling everywhere dealing with the craziness.
[01:52:33.367 --> 01:52:36.030]  She was in Portland following around some drug addicts.
[01:52:36.070 --> 01:52:37.531]  She had some incredible footage there.
[01:52:37.651 --> 01:52:41.334]  She was then also in Tennessee at the Matt Walsh event with all the crazies.
[01:52:41.994 --> 01:52:45.657]  But let's first start about what you witnessed in Portland.
[01:52:45.678 --> 01:52:48.079]  I think some of the footage might even be on Bandot video.
[01:52:48.099 --> 01:52:49.381]  I'm not sure where all of it is.
[01:52:49.461 --> 01:52:50.842]  The crew said they had some of the footage.
[01:52:52.983 --> 01:53:07.110]  It wasn't too hard for you to go to Portland and immediately get into the drug addict circle and get exclusive footage of people overdosing right there on the streets, right in front of the public, and then they get robbed.
[01:53:07.550 --> 01:53:09.151]  Some woman comes and robs the guy.
[01:53:09.211 --> 01:53:11.492]  Is that what we're seeing here in this video, Savannah Hernandez?
[01:53:13.044 --> 01:53:19.947]  So this is a homeless woman who said that she was trying to help him by looking through his pockets for which drugs he was actually on.
[01:53:20.547 --> 01:53:25.549]  But then the police officer who rolled up apparently was familiar with this woman and chased her away.
[01:53:25.890 --> 01:53:29.751]  So yes, this was within two hours of me being in downtown Portland.
[01:53:29.831 --> 01:53:38.575]  And before I start this entire story as well of what I experienced there, I want to remind the viewers that Joe Biden had previously or had visited Portland a couple days before.
[01:53:38.835 --> 01:53:40.616]  So this was the city cleaned up.
[01:53:41.431 --> 01:53:47.096]  So, within two hours of being in downtown Portland, I witnessed an attempted theft of a local corner store.
[01:53:47.417 --> 01:53:51.440]  I went and I interviewed the business owner immediately and said, hey, is this something that happens often?
[01:53:51.480 --> 01:53:54.043]  To which she responded, yes, a couple times a day.
[01:53:54.403 --> 01:54:00.227]   On top of that, we We're walking down the street and this was in a very nice area across from a bank.
[01:54:00.427 --> 01:54:02.368]  This man is overdosing at 4 p.m.
[01:54:02.408 --> 01:54:05.430]  in broad daylight as a homeless woman is pickpocketing him.
[01:54:05.750 --> 01:54:07.451]  The police roll up and they do what they can.
[01:54:08.091 --> 01:54:15.695]  I spoke to an officer on the scene who said that during the summer when this is typically worse, they'll have four to five overdoses per day.
[01:54:15.835 --> 01:54:20.298]  One time it was so bad that they had a couple of overdoses within a one block radius.
[01:54:20.698 --> 01:54:28.787]  And this is a direct response of Measure 110, which was passed back in 2020, which decriminalized hard drugs throughout the entire state of Oregon.
[01:54:29.107 --> 01:54:36.555]  So the issue of overdosing, crimes, drugs, homelessness has just risen exponentially since then, back in 2021.
[01:54:38.096 --> 01:54:45.262]  Overdose deaths rose 33% as a direct result of this measure and the streets of Portland just truly horrifying.
[01:54:45.303 --> 01:54:53.069]  You guys are seeing this footage on screen here of this man smoking a mix of Percocets and Fentanyl, which he says he does every single day.
[01:54:53.329 --> 01:54:54.170]  I actually spoke to him.
[01:54:54.210 --> 01:54:59.014]   He said that he Got clean in Portland, but he became homeless after the COVID-19 lockdowns.
[01:54:59.254 --> 01:55:01.355]  Went straight back to the streets because that's all he knows.
[01:55:01.635 --> 01:55:03.697]  He says that he's seen people do meth, heroin.
[01:55:03.777 --> 01:55:05.858]  Again, he's smoking the fentanyl and Percocets here.
[01:55:06.158 --> 01:55:07.499]  This is legal in Portland.
[01:55:07.779 --> 01:55:20.388]  Funny thing about this video, too, is I put this on my Instagram, and they took it down for promoting illegal activities, to which I responded, this is legal throughout the entire state of Portland, or Oregon, so I don't know why you're taking this down.
[01:55:21.673 --> 01:55:24.255]  So we're looking at two different phenomenons now.
[01:55:24.395 --> 01:55:28.337]  We've got the Democrats giving needles.
[01:55:28.397 --> 01:55:29.858]  It's the clean needle program.
[01:55:30.298 --> 01:55:35.081]  And so they give out entire drug kits that include needles and other stuff.
[01:55:35.181 --> 01:55:41.045]  And I guess, so in the first individual that we saw passed out on the street there that had overdosed, was he overdosed on heroin?
[01:55:42.449 --> 01:55:44.351]  So it was either heroin or fentanyl.
[01:55:44.471 --> 01:55:54.579]  I did go try to ask the firefighters who came to his aid, to which they responded, well, technically we can't tell you because that would be a HIPAA violation, but they thought it was fentanyl related.
[01:55:54.699 --> 01:55:57.621]  In my report, I do say heroin at first.
[01:55:57.942 --> 01:55:59.823]  Because of the needles, we thought it was heroin.
[01:56:00.303 --> 01:56:04.527]  But again, we really couldn't tell, but the official said potentially fentanyl.
[01:56:05.468 --> 01:56:09.591]  And most of these needles, are these provided by the government?
[01:56:09.631 --> 01:56:10.692]  Are they getting these for free?
[01:56:12.392 --> 01:56:16.337]  So I did ask a couple of the addicts on the ground to which they responded.
[01:56:16.357 --> 01:56:19.060]  They get them from other organizations.
[01:56:19.200 --> 01:56:30.033]  I didn't have enough time during this report to investigate if those organizations are federally funded or funded by the state, which I would imagine they are because that's what happened in San Francisco, right?
[01:56:30.053 --> 01:56:34.814]   You have Urban Alchemy and they provide clean needles for the people
[01:56:34.814 --> 01:56:36.573]  on the streets of San Francisco.
[01:56:36.573 --> 01:56:41.573]   They are funded by the officials in San Francisco, by San Francisco's leaders.
[01:56:41.573 --> 01:56:44.454]  So I imagine it's very similar in Portland.
[01:56:44.454 --> 01:56:49.574]   Now the fentanyl is a little, I'm a little confused about this because we're kind of
[01:56:49.574 --> 01:56:50.574]  getting mixed messaging.
[01:56:50.616 --> 01:56:54.261]  I mean there's no doubt the fentanyl is probably the deadliest street drug right now.
[01:56:54.942 --> 01:57:11.886]   It's killing middle-aged men in this country more than anything else and then we have Reports from Border Patrol and others saying look at all this fentanyl we recovered by the way just this much fentanyl can kill you but yet these guys are out here Smoking fentanyl injecting fentanyl.
[01:57:12.586 --> 01:57:13.807]  How is that the case?
[01:57:13.847 --> 01:57:16.410]  I mean, are they asking for fentanyl?
[01:57:16.470 --> 01:57:17.651]  Is that actually what they want?
[01:57:17.691 --> 01:57:18.952]  They're trying to get the fentanyl.
[01:57:18.972 --> 01:57:20.053]  They don't think it's gonna kill them?
[01:57:21.696 --> 01:57:22.897]  I don't think that they care.
[01:57:22.918 --> 01:57:27.883]  The drug addict that I got on camera, because I did ask him, why do you smoke?
[01:57:28.043 --> 01:57:29.165]  Just be very honest with me.
[01:57:29.225 --> 01:57:31.668]  Why are you doing these hard drugs that you know are bad for you?
[01:57:31.688 --> 01:57:36.173]  To which he responded, well, a little part of you just has to want to die.
[01:57:36.293 --> 01:57:39.657]  He shared with me that he died three times last year.
[01:57:40.157 --> 01:57:44.593]   So again, the people on the streets Really do enjoy fentanyl, I guess?
[01:57:44.773 --> 01:57:45.293]  I don't know.
[01:57:45.353 --> 01:57:56.279]  I mean, I only talked to a couple of drug addicts here, but I think that with the case of fentanyl killing people across the United States, it's because it's laced in a lot of these other more common drugs like cocaine or weed.
[01:57:56.339 --> 01:58:00.481]  We just previously saw, what, three New Yorkers, and these are high-end New Yorkers, if you will.
[01:58:00.501 --> 01:58:05.144]  You had a lawyer, someone who works on Wall Street, and then, I believe, a teacher or social worker who just died from fentanyl.
[01:58:05.164 --> 01:58:07.225]  Not people you would expect from buying cocaine, yeah.
[01:58:08.180 --> 01:58:11.943]  Yeah, exactly, but it's because the cocaine is laced with fentanyl.
[01:58:11.963 --> 01:58:20.029]  So when the people on the streets are smoking fentanyl, like this guy, they know how to dose it out properly, apparently, or they're mixing it with other drugs, but it is very prevalent.
[01:58:20.309 --> 01:58:25.553]  In San Francisco, I already detailed the fentanyl crawl, and you'll go there and you see people hunched over.
[01:58:25.853 --> 01:58:30.096]  It looks like they're dead, and they hunched over for like six hours, and that is fentanyl.
[01:58:30.497 --> 01:58:34.780]  So Portland, maybe their drugs are a little bit different up there, but it definitely is on the streets.
[01:58:35.811 --> 01:59:12.077]   Well it does make you wonder again you brought up the story I think it was two women and a man in New York that bought some cocaine off of a delivery service site and they ended up getting fentanyl laced cocaine three of them died and so obviously fentanyl is is deadly in small doses but yet I guess these drug addicts maybe they're I don't know if they're used to it, or they, like you said, know how to use it properly, because that just, I mean, they just, they know, but they know how deadly it is, right?
[01:59:12.157 --> 01:59:13.019]  So they just don't care.
[01:59:14.181 --> 01:59:15.081]  Yeah, they just don't care.
[01:59:15.121 --> 01:59:18.062]  I asked them point-blank, and they said, well, part of you wants to die.
