[00:00:00.069 --> 00:00:01.290]  Yeah, Liberal World Order.
[01:48:57.562 --> 01:49:03.345]  God is getting ready to intervene and deliver this nation and teach us a lesson, okay?
[01:49:03.865 --> 01:49:07.507]  With that being said, it's going to be crazy.
[01:49:07.587 --> 01:49:12.229]  I heard they're about to release more info, so what are they about to release, Gib?
[01:49:12.249 --> 01:49:13.649]  Because I'm definitely going to look it up.
[01:49:13.669 --> 01:49:13.969]  Tell me.
[01:49:15.450 --> 01:49:20.332]  It's going to have to deal with the election fraud of 2020 and foreign interference, right?
[01:49:20.631 --> 01:49:23.691]   meaning this was an act of war and a national security have been
[01:49:23.691 --> 01:49:25.110]  breached and compromised.
[01:49:25.110 --> 01:49:29.550]   So it's going to divide this nation probably much more than it already
[01:49:29.550 --> 01:49:30.050]  is.
[01:49:30.050 --> 01:49:34.131]   And I'm just grateful that I'm alive to witness this stuff
[01:49:34.131 --> 01:49:38.170]   because I've been recording and keeping archives of all this
[01:49:38.170 --> 01:49:41.091]   following the election fraud since 2020.
[01:49:41.091 --> 01:49:44.650]   And this lady by the name of Maria Zak, I will really suggest
[01:49:44.650 --> 01:49:47.051]  you bring her on your show.
[01:49:47.051 --> 01:49:50.771]   She's from Nations in Action, a nonprofit organization.
[01:49:50.771 --> 01:49:52.010]  Well, get her on, get her on.
[01:49:52.010 --> 01:49:55.331]   I totally agree with you, Junior, that who could be bored during
[01:49:56.062 --> 01:49:57.423]  I mean, this is not a movie.
[01:49:57.743 --> 01:49:59.465]  This is not a football game that doesn't matter.
[01:49:59.505 --> 01:50:02.128]  This is the real world battle for the future.
[01:50:02.228 --> 01:50:02.528]  Wow.
[01:50:03.129 --> 01:50:04.069]  Thank you so much, Junior.
[01:50:05.217 --> 01:50:08.179]  All right, Joe, Anderson, Andrew, Abraham.
[01:50:08.219 --> 01:50:09.800]  We're going to order the calls we received.
[01:50:10.180 --> 01:50:15.903]  So Abraham is up next on the other side, then the Dr. Zelenko compilation we have, and more.
[01:50:17.384 --> 01:50:19.145]  Wow, absolutely insane.
[01:50:19.285 --> 01:50:20.566]  What a time to be alive.
[01:50:20.626 --> 01:50:23.248]  I mean, no way to be bored right now.
[01:50:23.748 --> 01:50:24.809]  People say they're bored.
[01:50:25.449 --> 01:50:27.330]  That's because they're watching too much Netflix, baby.
[01:50:27.350 --> 01:50:29.311]  I ain't living in Netflix world.
[01:50:29.391 --> 01:50:31.953]  I'm living in the info war, and it's real.
[01:50:32.233 --> 01:50:32.953]  We'll be right back.
[01:50:32.994 --> 01:50:33.454]  Stay with us.
[01:50:35.083 --> 01:50:38.766]  The Obama administration, that's what is in charge of the U.S.
[01:50:38.806 --> 01:50:48.452]  right now, went on Fox News and said, it's Trump's fault 53 people died in a tractor trailer this week in South Texas.
[01:50:49.333 --> 01:50:51.955]  That clip's coming up in the first segment of the next hour.
[01:50:54.733 --> 01:50:55.633]  I love you Alex.
[01:50:55.693 --> 01:50:57.033]  You're doing great work.
[01:50:57.053 --> 01:50:57.954]  Dr. Zelenko did great work.
[01:50:57.774 --> 01:50:59.414]  out of the Bandai video.
[01:50:59.414 --> 01:51:05.414]   And I have a Dr. Zelenko compilation eclipse in his last interview with us, parts of it next segment.
[01:51:05.414 --> 01:51:07.734]  But right now we're taking your phone calls.
[01:51:07.734 --> 01:51:11.253]  And so let's go in the order they are received.
[01:51:11.253 --> 01:51:13.774]  Abraham in New York, thanks for calling.
[01:51:13.774 --> 01:51:15.774]  Let's talk about Dr. Zelenko, go ahead.
[01:51:15.774 --> 01:51:19.014]  I love you Alex, you're doing great work.
[01:51:19.014 --> 01:51:21.293]  Dr. Zelenko did great work.
[01:51:21.293 --> 01:51:23.293]  We cannot forget about him.
[01:51:23.293 --> 01:51:28.734]   I'm gonna make two very sound suggestions as to what the Infowar family should consider.
[01:51:28.688 --> 01:51:51.393]   We need to create a corporation that runs parallel with InfoWars and everybody can pay a monthly Do whatever you're able to, and maybe every 60 days we have a vote on how those monies will be invested, whether it's for Owen's legal defense, whether it's to expand bandwidth, whether it's to give out free DVDs on the street to people.
[01:51:52.053 --> 01:51:53.554]  Whatever we have to do, we have to do it.
[01:51:54.194 --> 01:52:01.974]   but that would be one part and it would be an InfoWars family-based apparatus
[01:52:01.974 --> 01:52:07.873]   that helps to command the monetized resources that we need to protect Owen and to protect Hamilton
[01:52:07.873 --> 01:52:09.394]  and to protect Alex.
[01:52:09.394 --> 01:52:13.795]   And we could use those monies for other things as new problems emerge.
[01:52:13.795 --> 01:52:20.873]   Second, we need from 8 p.m. until 8 a.m., we need to keep rerunning all of the great work,
[01:52:20.873 --> 01:52:27.394]   Malcolm X, Dr. Zelenko, all of the classic material that brought us--
[01:52:27.394 --> 01:52:29.394]  By the way, I totally agree with you.
[01:52:28.810 --> 01:52:30.451]  I agree with everything Malcolm X said.
[01:52:30.951 --> 01:52:35.232]  Like you tune into Malcolm X interviews, which they suppress, every bit of it's true.
[01:52:35.272 --> 01:52:38.713]  Today, it's just as important or more important than when he said it.
[01:52:40.814 --> 01:52:41.434]  Absolutely.
[01:52:41.914 --> 01:52:47.216]  And Dr. Valenko, every single day of our lives, we need to hear words from him.
[01:52:47.676 --> 01:52:48.716]  He was courageous.
[01:52:49.036 --> 01:52:50.417]  He could have lived a comfortable life.
[01:52:51.775 --> 01:52:52.475]  Well, that's it, Abraham.
[01:52:52.515 --> 01:52:56.456]  If there weren't other men and women that had courage, we would be totally screwed.
[01:52:56.296 --> 01:52:58.416]  put himself out there more for us.
[01:52:58.416 --> 01:53:03.896]   It is our duty to salute him and all the others that were brave enough, that were endowed by God
[01:53:03.896 --> 01:53:07.655]  with wisdom, with courage, like Owen, like Hamilton.
[01:53:07.655 --> 01:53:08.655]  Well that's it, Abraham.
[01:53:08.655 --> 01:53:12.296]   If there weren't other men and women that had courage, we would be totally screwed.
[01:53:12.296 --> 01:53:17.456]   As bad as things are, we are living off the gas these men and women put in the tank.
[01:53:17.456 --> 01:53:22.775]   And let me tell you, my mother, she was in the classroom in Columbia University
[01:53:22.775 --> 01:53:31.015]   under Pitman Zabinsky, and about 15 years later, then after that, because she was computer literate in 1980,
[01:53:31.015 --> 01:53:36.216]   she was working right next to David Rockefeller, helping him to do his computer setup.
[01:53:36.528 --> 01:53:39.189]  And when I ask him about these people, they're nerds.
[01:53:39.429 --> 01:53:46.512]  These are calm persons that when you are next to them, they don't seem to have any evil agenda or any power.
[01:53:46.552 --> 01:53:52.535]  Just like Jeffrey Dahmer or just like all the famous serial killers, they look non-threatening, but they're dangerous as hell.
[01:53:53.796 --> 01:53:54.376]  Absolutely.
[01:53:54.796 --> 01:53:56.857]  And these two ideas that I'm saying are very important.
[01:53:57.572 --> 01:54:03.971]   an InfoWars-like union, just an InfoWars union, the Alex Jones accounting firm,
[01:54:03.971 --> 01:54:09.032]   those guys could be the overseers of this to make sure we manage it correctly.
[01:54:09.032 --> 01:54:16.610]   And from 8 p.m. until 8 a.m., we rerun seven days a week all of the great orators,
[01:54:16.610 --> 01:54:21.291]   whether it's Bill Cooper, Malcolm X, even Dr. King, and all the classic content,
[01:54:21.291 --> 01:54:25.212]   and let the people from time to time vote on what we need to reinforce.
[01:54:25.212 --> 01:54:30.610]   But we have to let the great wise men of the past have their words be thoroughly preserved.
[01:54:30.565 --> 01:54:34.325]   No, you're totally right. That's how they win is demonizing great leaders,
[01:54:34.325 --> 01:54:39.924]   misrepresenting what they said and then suppressing. Take Eisenhower, his 21-minute speech
[01:54:39.924 --> 01:54:44.725]   was not just military-industrial complex. He said there's a scientific elite that's evil
[01:54:44.725 --> 01:54:49.365]   that is in control and taking over. Where is that speech? I mean, I agree. Famous speeches
[01:54:49.365 --> 01:54:52.885]   from the past. Those that don't know history are doomed to repeat it. Beautiful, Abraham.
[01:54:52.885 --> 01:54:56.165]  Thank you so much. Another powerful caller.
[01:54:56.387 --> 01:54:58.689]  Let's go ahead and talk to Anderson in Maryland.
[01:54:58.749 --> 01:54:59.670]  Anderson, thanks for calling.
[01:55:00.310 --> 01:55:00.591]  Alex.
[01:55:01.872 --> 01:55:02.172]  Welcome.
[01:55:03.393 --> 01:55:03.773]  Thank you.
[01:55:04.113 --> 01:55:05.114]  Thank you very much.
[01:55:05.735 --> 01:55:08.457]  Hey, look, RIP Dr. Jeff.
[01:55:09.258 --> 01:55:10.078]  Love what you're doing.
[01:55:10.458 --> 01:55:11.239]  Love your product.
[01:55:12.320 --> 01:55:13.441]  Watch all three shows.
[01:55:14.722 --> 01:55:19.546]  Hey, look, what's on my mind is I can't believe this hasn't exploded.
[01:55:20.447 --> 01:55:36.291]   But May 20th, 2022, Navy Lieutenant Bill Moseley went before the Administrative Board and he was cleared 3-0 unanimously of misconduct for not taking the shot.
[01:55:36.851 --> 01:55:37.391]  I saw that.
[01:55:37.431 --> 01:55:37.991]  No, you're right.
[01:55:38.371 --> 01:55:40.952]  The fact is they can't make you take an experimental shot.
[01:55:41.272 --> 01:55:42.052]  It's all a hoax.
[01:55:43.013 --> 01:55:52.315]  Well, they, I assume the government, was not able to provide the FDA-approved vaccine, so-called vaccine.
[01:55:53.294 --> 01:55:54.836]  But they weren't able to provide that.
[01:55:55.236 --> 01:56:06.567]  That's right, under federal law, and under the anthrax ruling, you cannot give somebody an experimental shot, doesn't matter if they're military, doesn't matter if they're a black person, a white person, you can't Tuskegee people anymore in this country.
[01:56:07.688 --> 01:56:11.532]  Yeah, well, hey, look, I was terminated for not taking it.
[01:56:11.552 --> 01:56:12.633]  They don't own my body.
[01:56:13.333 --> 01:56:17.878]  You know, I have my two feet on the ground, and I plant them firmly.
[01:56:18.823 --> 01:56:21.905]  But doesn't this help the people that have lost their careers?
[01:56:21.925 --> 01:56:22.025]  Yeah.
[01:56:21.845 --> 01:56:25.045]   You're right, we should make a lot bigger deal about it brother, we forget this.
[01:56:25.045 --> 01:56:28.885]  And I'm sorry that you lost your...
[01:56:28.885 --> 01:56:35.684]   They planned it as a culling and as a litmus test to get rid of the good people.
[01:56:35.684 --> 01:56:43.925]   Yeah, I mean, I completed a third of my career and they just let me go because they think
[01:56:44.201 --> 01:56:48.840]   Well, Anderson, I'm sorry that happened to you, but you did the right thing. God's looking. At least you're not having
[01:56:48.840 --> 01:56:51.201]   a heart attack and dying right now. God bless you and I love you.
[01:56:51.201 --> 01:56:56.270]   Oh, Jammin', everybody in here, we're gonna talk to these callers for hours. We gotta get to everybody. Joe in New
[01:56:56.270 --> 01:56:58.201]  Jersey, you're on the air. Welcome.
[01:56:58.201 --> 01:57:00.201]  Hey, Alex. How you doing?
[01:57:00.201 --> 01:57:03.201]  Man, I'm just blown away. It's up so crazy now.
[01:57:03.201 --> 01:57:06.201]  Yeah, you know what? I want to give you a thank you.
[01:57:06.201 --> 01:57:14.201]   Every other one of these news outlets, politicians, I mean, they touted this Vax forever.
[01:57:13.010 --> 01:57:14.170]  Families got torn apart.
[01:57:14.210 --> 01:57:14.910]  People got hurt.
[01:57:15.371 --> 01:57:16.651]  You deserve a thank you.
[01:57:17.411 --> 01:57:20.012]  Well, I'm doing it for everybody, brother.
[01:57:20.212 --> 01:57:21.773]  Thank you.
[01:57:21.873 --> 01:57:24.614]  I've got kid number two on the way.
[01:57:26.074 --> 01:57:33.917]  I thank God every day that my wife, me, my current kid, and the unborn child right now, we're all safe, not vaxed.
[01:57:34.881 --> 01:57:40.964]  Thanks to Alpha Power, it only took me about a month to make the second one, so I don't know if that's bad for me, but good for you guys.
[01:57:40.984 --> 01:57:47.227]  I mean, Alpha Power is definitely a libido male enhancer.
[01:57:47.247 --> 01:57:49.088]  It's good for women too, but it's definitely powerful.
[01:57:49.888 --> 01:57:51.109]  It's unbelievable, unbelievable.
[01:57:51.209 --> 01:57:52.770]  Also, I want to bring up a second point.
[01:57:52.790 --> 01:58:03.975]  You know, you look at people like Hannity, and they always go so soft with, you know, they say, oh look, stupid Biden, he's getting rid of the gasoline and blah, blah, blah.
[01:58:04.656 --> 01:58:08.137]  They don't even see the quote where they're literally saying, liberal new world order.
[01:58:08.157 --> 01:58:09.238]  When are people going to wake up?
[01:58:09.718 --> 01:58:10.619]  I mean, pretty soon.
[01:58:11.199 --> 01:58:15.100]  Even these rhinos, they're going to be complicit in the loss of America, if you ask me.
[01:58:15.481 --> 01:58:15.921]  No, I agree.
[01:58:15.961 --> 01:58:18.642]  I think they're already complicit, Andrew, and I appreciate your call.
