[00:00:00.731 --> 00:00:01.532]  Monday Live!
[01:54:39.398 --> 01:54:42.757]   uh you know they've already given nine billion doses approximately two billion
[01:54:42.757 --> 01:54:47.639]   people so nobody else is going to take it so now they're going to go ahead and flip-flop the narrative
[01:54:47.639 --> 01:54:56.438]   and then all they have to do is wait for everybody to die and the good news the good news is this
[01:54:54.766 --> 01:54:55.306]  Early treatment.
[01:54:55.646 --> 01:54:56.326]  Early treatment works.
[01:54:56.546 --> 01:55:01.648]  We've now delivered, MyFreeDoctor.com has now delivered 150,000 free doctor visits to America.
[01:55:01.668 --> 01:55:05.709]  We have a 99.99% survival rate with early treatment, so we know early treatment works.
[01:55:05.909 --> 01:55:09.250]  We know the fake vaccine does not work unless you're trying to kill somebody.
[01:55:10.370 --> 01:55:11.050]  It's pretty simple.
[01:55:11.250 --> 01:55:12.211]  Do take early treatment.
[01:55:12.351 --> 01:55:14.732]  It works if you're vaccinated or not vaccinated.
[01:55:15.292 --> 01:55:16.252]  And don't take poison.
[01:55:16.432 --> 01:55:17.333]  And that's pretty simple.
[01:55:17.393 --> 01:55:21.034]  If you want to be alive in 2025, that's what you need to do.
[01:55:21.054 --> 01:55:22.855]  Because a lot of people are going to die.
[01:55:22.875 --> 01:55:26.396]  A lot of people are going to, you know, the COVID rates are through the roof right now.
[01:55:26.796 --> 01:55:28.377]  It's entirely because of the poison.
[01:55:28.817 --> 01:55:32.603]   And so, Those people who get sick, they need to get early treatment as soon as possible.
[01:55:32.623 --> 01:55:33.484]  I can't stress that enough.
[01:55:33.564 --> 01:55:34.844]  Everybody should have these meds at home.
[01:55:34.925 --> 01:55:36.025]  It was up to me.
[01:55:36.105 --> 01:55:42.450]  These meds would all be over the counter, and people could get them without a prescription, but I don't make those rules, so we have to work with what we have.
[01:55:43.170 --> 01:55:53.457]  But everybody should have these meds before they get sick in their medicine cabinet at home, so that the day they get sick, if they can start early treatment within one to two days, they're not going to go to the hospital.
[01:55:53.477 --> 01:55:54.218]  They're not going to die.
[01:55:58.098 --> 01:55:59.300]  And you can get E.T.
[01:55:59.340 --> 01:56:03.307]  for free via MFB at MyFreeDoctor.com and I encourage everybody to do that.
[01:56:05.060 --> 01:56:05.380]  Wow.
[01:56:05.881 --> 01:56:18.389]  I want to expand on what you were just saying about the vaccine, because I do think that that's the most important thing for us to talk about now, is how just the basic concept of this COVID vaccine has been a lie from the very get-go.
[01:56:18.769 --> 01:56:23.713]  And that was communicated very well today, so I want to expand on that when we come back with Dr. Ben Marble.
[01:56:23.753 --> 01:56:25.334]  Again, MyFreeDoctor.com.
[01:56:25.574 --> 01:56:26.674]  He's helped a lot of people, folks.
[01:56:26.715 --> 01:56:28.976]  Yeah, there's a real man-made virus going around.
[01:56:29.076 --> 01:56:34.920]  It's definitely going around, but it doesn't have to kill you, and it doesn't have to put you into a medical fascistic tyranny worldwide.
[01:56:36.061 --> 01:56:39.846]  Dr. Ben Marble is with us here on the Alex Jones Show.
[01:56:41.008 --> 01:56:43.091]  His website MyFreeDoctor.com.
[01:56:43.111 --> 01:56:46.936]  I want to expand on what we were talking about with the vaccine that I think is so important.
[01:56:46.976 --> 01:56:51.662]  But before I go back into that, Doctor, I mean, how do you explain this?
[01:56:52.683 --> 01:57:00.926]  I can go to India, or Japan, or El Salvador, or Mexico, or all these different countries, and what are they giving their citizens to treat COVID?
[01:57:01.146 --> 01:57:09.588]  They're giving them vitamin C, and zinc, and vitamin D, and ivermectin, and they call them blister kits, and it's like 30 bucks tops!
[01:57:09.608 --> 01:57:10.969]  Some of them are giving away for free!
[01:57:12.049 --> 01:57:20.634]  Why do we see this in all the other countries, yet our elite and our government is only forcing the non-vaccine, uh, vaccine poison on us?
[01:57:20.914 --> 01:57:23.856]  I mean, how do you even, how do you even rationalize that?
[01:57:23.916 --> 01:57:26.757]  How do you wrap your head around that this is what's going on in the world?
[01:57:28.758 --> 01:57:31.060]  Well, you know, it sounds kind of crazy.
[01:57:31.120 --> 01:57:45.353]   Two years ago, I just thought this would never be possible, but how that's happening is basically Nazi Fauci or Dr. Death Fauci, whatever you want to call him, He's the dictator and all his demands, all his dictates must be followed.
[01:57:45.834 --> 01:57:51.686]  If you don't follow them, you're at risk of losing your license, being vilified and ostracized, lose your job.
[01:57:52.532 --> 01:57:55.075]  And so the doctors are afraid to prescribe.
[01:57:55.416 --> 01:57:57.979]  Certainly, there's other countries that are doing that.
[01:57:58.019 --> 01:58:00.142]  They're doing a good thing for their people.
[01:58:00.222 --> 01:58:10.855]  And so, you know, when people keep doing bad things and people keep dying, and then they keep doubling down on all the bad things that we know kill people, at some point you have to realize that that's not innocent mistakes.
[01:58:10.935 --> 01:58:11.896]  That's just pure evil.
[01:58:13.020 --> 01:58:14.201]  It's pure evil inaction.
[01:58:14.281 --> 01:58:15.322]  It's mass genocide.
[01:58:15.862 --> 01:58:16.682]  It's eugenics.
[01:58:16.722 --> 01:58:19.844]  You know, gene therapy alters your genetic code.
[01:58:20.304 --> 01:58:28.889]  There's arguments to be made that it was designed to selectively target African-Americans and other racial groups.
[01:58:31.330 --> 01:58:32.811]  Eugenics is a war crime.
[01:58:34.232 --> 01:58:37.474]  And Dr. Death Falsi is a war criminal and needs to be arrested.
[01:58:40.002 --> 01:58:45.744]  Let's get back into the vaccine now, because I think this is extremely important, and it's shocking for people to hear this.
[01:58:45.804 --> 01:58:46.584]  It's just the facts.
[01:58:47.104 --> 01:58:49.625]  The COVID vaccine is not a vaccine.
[01:58:50.465 --> 01:59:13.300]   Not only is it not a vaccine, what was well communicated today that really kind of cemented in my head, which I already knew, but maybe it was kind of floating ideas that compacted today, Not only is the COVID-19 vaccine not a vaccine, if there was a list of things that the COVID-19 not vaccine does, protecting you from COVID would be at the bottom of the list.
[01:59:13.600 --> 01:59:14.861]  It literally doesn't even do that!
[01:59:15.181 --> 01:59:19.685]  It does hundreds of other things to your body, protecting you from COVID isn't even one of them!
[01:59:20.906 --> 01:59:22.127]  Yeah, it's nuts.
[01:59:22.287 --> 01:59:29.823]   Well, basically the The vaccine is the cell-spreading bioterror weapon because what we know causes all the symptoms of COVID.
[01:59:29.843 --> 01:59:33.564]  The COVID virus is a real virus, but it's a man-made Frankenstein virus.
[01:59:33.944 --> 01:59:36.745]  And the most dangerous part of that virus is the spike protein.
[01:59:37.206 --> 01:59:42.207]  So these fake vaccine gene therapies, they make your body produce the most dangerous part.
[01:59:42.247 --> 01:59:43.628]  They make your body make the poison.
[01:59:44.268 --> 02:00:04.175]   So how anyone sane person could think that that's a good idea and so you put the shot into your body and then your body starts making the spike protein no surprise you get ill you get all the symptoms of COVID it causes the vast majority of the symptoms of COVID are caused by the spike protein and then You get sick and you have a positive test also from the spike protein.
[02:00:04.615 --> 02:00:12.238]  And so, for example, if you then get admitted to the hospital and you die less than 14 days, then that's considered a COVID death, not a vaccine death.
[02:00:12.838 --> 02:00:16.119]  And that's just a great example of how to lie with statistics.
[02:00:16.199 --> 02:00:17.240]  It's a great big lie.
[02:00:17.560 --> 02:00:27.083]  When they talk about the globalists, the Davos, and the World Economic Forum, when they talk about the Great Reset, what they're really talking about, the Great Reset, is really the great cull of the human herd.
[02:00:27.123 --> 02:00:28.144]  That's what they're talking about.
[02:00:28.544 --> 02:00:35.848]  They're going to kill everybody on purpose and then after everybody dies, because now that 9 million doses have been given, all they have to do is wait for everybody to die.
[02:00:35.868 --> 02:00:46.033]  And so then after everybody dies, you know, 15 to 20 percent of the population dies from this, then they reset and then they can build back better.
[02:00:46.053 --> 02:00:52.176]  So, you know, it's all a globalist agenda plan to destroy America and bring in the one world government.
[02:00:53.236 --> 02:00:54.257]  And we need to stop it.
[02:00:55.959 --> 02:01:11.111]  And when it comes, because it seems to me, and I wonder what your opinion on this is, it seems to me, you know, you get one vaccine, maybe two, hell, maybe even three doses, you might be able to recover or stave off the long-term effects, but I mean, they keep pushing boosters.
[02:01:11.131 --> 02:01:13.072]  I mean, you're talking about four, five, six, seven?
[02:01:13.092 --> 02:01:20.138]  I mean, what is the threshold going to be where it's like, okay, zero doubt, you get X number of vaccines, you're just done?
[02:01:21.400 --> 02:01:22.242]  Well, that's the thing.
[02:01:22.282 --> 02:01:24.906]  The whole fully vaccinated is a lie.
[02:01:24.947 --> 02:01:27.992]  That's a propaganda term because you can never be fully vaccinated.
[02:01:28.012 --> 02:01:29.635]  You always need another dose of another dose.
[02:01:29.715 --> 02:01:31.899]  If you're still alive, you need another dose until you're dead.
[02:01:32.788 --> 02:01:36.029]  And it sounds nuts, but that's the reality we're seeing.
[02:01:36.790 --> 02:01:42.392]  And so I just tell people, simple plain talk, don't take poison, you know, because if you do, you might wind up dead.
[02:01:42.812 --> 02:01:45.573]  And then there's the other issue of the spike protein shedding.
[02:01:45.593 --> 02:01:49.475]  You know, the people who get the fake vaccine, they shed the spike protein where they go.
[02:01:49.495 --> 02:01:58.799]  So, for example, pregnant women need to avoid people who are recently vaccinated because we've seen many cases of pregnant women having miscarriages after hanging around with vaccinated people.
[02:01:59.339 --> 02:02:05.104]  Certainly, we heard the stats of miscarriages are up 300% in vaccinated people.
[02:02:05.165 --> 02:02:17.336]  So, all signs are bad and yet the media, the censorship, the Trusted News Initiative and walking in lockstep, they all won't let the truth come out and they try to censor us all.
