[00:00:00.000 --> 00:00:06.000]  [Screaming]
[01:43:12.856 --> 01:43:16.856]  They can see the film at therealanthonyfaucimovie.com.
[01:43:16.924 --> 01:43:20.765]  Our site has already been blacklisted by eight different services.
[01:43:20.785 --> 01:43:28.946]  I was on a radio interview with CBN this morning, and the host was saying, wow, I really wish I could see it, but the link doesn't work.
[01:43:29.006 --> 01:43:35.767]  And he described to me, one of their networks literally will not allow people to go to this site.
[01:43:36.107 --> 01:43:38.548]  And that happened before the film came out.
[01:43:39.429 --> 01:43:48.521]  And so they can't be reacting to the content, so we're going to have to play a little bit of cat and mouse to keep it out there, but we know how to do this, and it's that important.
[01:43:49.602 --> 01:43:51.905]  So tell me, what are the different platforms it's on?
[01:43:51.925 --> 01:43:52.786]  Is it on Amazon?
[01:43:54.918 --> 01:43:55.498]  No, no, no, no.
[01:43:55.618 --> 01:43:58.219]  Amazon won't let us have it in any way.
[01:43:58.479 --> 01:44:00.060]  They won't let us sell a DVD.
[01:44:00.500 --> 01:44:03.421]  We did five appeals on selling a thumb drive.
[01:44:03.521 --> 01:44:06.022]  Okay, so they let my book out, but wow!
[01:44:06.322 --> 01:44:09.563]  Let's get the expert on this, Tony Lyons, to comment.
[01:44:09.583 --> 01:44:10.624]  This is unprecedented, Tony.
[01:44:12.677 --> 01:44:14.278]  Yeah, I've never seen anything like it.
[01:44:14.318 --> 01:44:18.639]  I mean, you know, if you have a better argument, you don't need censorship.
[01:44:18.999 --> 01:44:25.582]  You know, if you really believe that what you're saying is true, you don't have to shut down the opposing view.
[01:44:26.042 --> 01:44:31.424]  So, you know, Dr. Fauci has the entire world believing him now.
[01:44:31.904 --> 01:44:37.366]  And people who watch this movie, they will no longer believe anything Dr. Fauci says.
[01:44:37.867 --> 01:44:38.867]  I guarantee you that.
[01:44:39.428 --> 01:44:41.210]  This is that important a movie.
[01:44:41.250 --> 01:44:43.494]  People have to recognize... It's guaranteed, Tony.
[01:44:43.554 --> 01:44:53.549]  Two weeks ago, the head spokesperson of the UN said, we run Google and all these other platforms to censor medical disinformation, but everything we said is trying to be true.
[01:44:53.590 --> 01:44:54.231]  They're the liars.
[01:44:56.337 --> 01:44:56.637]  Sure.
[01:44:56.857 --> 01:45:06.564]  And, you know, everybody, I mean, I've said it before, but misinformation is just a way to shut down opposing views, counter narratives.
[01:45:06.924 --> 01:45:17.451]  So what we need, if you disagree with this, you should come out and watch the movie, make a statement, explain to the world why things in the movie or in the book are incorrect.
[01:45:17.851 --> 01:45:21.714]  And the fact that people can't do that is why they need censorship.
[01:45:22.915 --> 01:45:26.301]  But as we speak, the site is up, at least a few minutes ago.
[01:45:27.143 --> 01:45:29.327]  Jeff Hays, The Real Anthony Fauci Movie dot com.
[01:45:29.788 --> 01:45:31.110]  Everybody's got to see this movie.
[01:45:33.038 --> 01:45:46.147]  Yeah, I started working on this film in January and you'll notice at the end the credits, half of the people in the credits are redacted because they didn't want their name associated to the film.
[01:45:46.647 --> 01:45:49.729]  I jokingly call this my career ending film.
[01:45:50.169 --> 01:45:56.334]  I literally had to stop and think, you know, is it worth doing this to get this out?
[01:45:56.414 --> 01:45:59.055]  Because I've seen what's happened to Bobby Kennedy Jr.
[01:45:59.075 --> 01:46:02.798]  I've seen what's happened to his life, to his income.
[01:46:03.598 --> 01:46:09.741]  And then eventually you come to the right decision that's like, wait a minute, this is worth it.
[01:46:09.901 --> 01:46:10.842]  If not me, who?
[01:46:10.942 --> 01:46:12.162]  And it's time to stand up.
[01:46:12.703 --> 01:46:13.603]  Well, that's where I am.
[01:46:14.063 --> 01:46:15.364]  All the giant signs against us.
[01:46:15.404 --> 01:46:16.064]  None of it's true.
[01:46:16.545 --> 01:46:18.666]  And you just learn, hey, I'm doing important work here.
[01:46:18.686 --> 01:46:19.246]  You got to do it.
[01:46:20.326 --> 01:46:20.667]  Wow.
[01:46:21.007 --> 01:46:21.967]  I haven't seen the film yet.
[01:46:21.987 --> 01:46:22.968]  I'm going to watch it tonight.
[01:46:23.728 --> 01:46:25.109]  Lay out what's in the film, Jeff.
[01:46:26.644 --> 01:46:32.388]  So we start out with what happened in 2019-2020.
[01:46:32.408 --> 01:46:43.156]  The film opens with Event 201, where they're doing a tabletop game of a coronavirus six weeks before the COVID-19 was first announced.
[01:46:43.596 --> 01:46:45.658]  And then you see that playbook follow out.
[01:46:46.418 --> 01:47:03.799]  Once we completely explore what happened in 2020, then we go back to 1984 and we show the AIDS crisis and how it was handled and the damage that was done, and you start to get an idea of how he built this power base.
[01:47:04.199 --> 01:47:12.021]  This man has given away, has overseen the grants and funding of almost a trillion dollars in his career.
[01:47:12.802 --> 01:47:14.842]  930 billion dollars.
[01:47:15.282 --> 01:47:20.384]  So you can imagine the people that are beholden to him, that are scared to speak out against him.
[01:47:20.864 --> 01:47:31.147]  Fortunately, with him retiring, those type regimes, once he doesn't control the checkbook, I think those people will end up turning on him and it's going to be interesting to watch.
[01:47:31.852 --> 01:47:33.073]  Well, that was my next question.
[01:47:33.914 --> 01:47:35.356]  Congressional criminal hearings.
[01:47:35.657 --> 01:47:36.578]  We'll play this next segment.
[01:47:36.738 --> 01:47:37.819]  EU criminal hearings.
[01:47:37.879 --> 01:47:38.880]  Criminal investigations.
[01:47:39.461 --> 01:47:44.848]  I mean, I don't put sugarcoating on things, but the silver lining is, Tony, the world's waking up.
[01:47:46.676 --> 01:48:01.061]  The world is definitely waking up and people are flocking to other platforms because they know that the media is controlled, that big tech is controlled, and that their government is captured by big pharmaceutical companies.
[01:48:01.481 --> 01:48:16.709]   So more and more people are Standing up, speaking out, and not allowing this globalist regime, this globalist narrative to take over this country and this world.
[01:48:17.229 --> 01:48:29.796]  And we all need to fight, but we need to watch movies like this, watch shows like yours, and really begin to understand, to wake up to the way the world is really working now.
[01:48:30.276 --> 01:48:30.777]  Well, that's right.
[01:48:30.817 --> 01:48:32.438]  This is a total information war.
[01:48:32.458 --> 01:48:33.139]  Let me ask you this today.
[01:48:33.159 --> 01:48:36.321]  We'll go to break, come back and play some of the EU criminal investigation starting.
[01:48:37.182 --> 01:48:42.167]  If you're a big pharma, you already control the government, why not just sell something that works or is a placebo, at least doesn't hurt people?
[01:48:42.727 --> 01:48:45.630]  We know CDC documents in 2000 predicted it would do all this.
[01:48:46.050 --> 01:48:49.573]  Why would they bring out a drug that hurts people?
[01:48:50.714 --> 01:48:51.675]  This is bigger than profit.
[01:48:51.695 --> 01:48:52.576]  What do you think's happening here?
[01:48:54.306 --> 01:48:57.249]  Yeah, so that's just so scary to think about.
[01:48:57.269 --> 01:49:01.733]  It's really clear that this is about money and power.
[01:49:02.254 --> 01:49:08.740]  And the details of why they're doing it in the specific way that they're doing it is just beyond my comprehension.
[01:49:09.140 --> 01:49:12.163]  But I think people just have to recognize that this is happening.
[01:49:12.543 --> 01:49:48.431]   That freedom of speech is being shut down in this country, that people's rights are being taken from them, that people are being forced to take a vaccine that hasn't been well tested and that is winding up, killing people, injuring people, landing them in the hospital, that we're not getting real science, real research, and that the people who are fighting tooth and nail to tell the truth to the American public, those are the heroes and those are the people Where we're told time after time that it's misinformation, it's a conspiracy theory, that it's a narrative that isn't true.
[01:49:48.451 --> 01:49:50.092]  But we've been proven totally correct.
[01:49:50.152 --> 01:49:50.632]  Stay there.
[01:49:50.812 --> 01:49:54.434]  Both Jeff Hayes, the filmmaker, and Tony Lyons that got the book published.
[01:49:54.514 --> 01:49:54.975]  Incredible.
[01:49:55.315 --> 01:49:57.076]  TheRealAnthonyFauciMovie.com.
[01:49:57.136 --> 01:49:59.317]  Folks, I know you already know all this or you think you do.
[01:50:00.457 --> 01:50:02.158]  You are the vector of the truth.
[01:50:02.618 --> 01:50:06.300]  You, the viewers, have to go get the film and show it to your friends and family now.
[01:50:06.420 --> 01:50:11.268]   We will bring these people to justice or They got new bioweapons ready for us.
[01:50:11.549 --> 01:50:12.650]  I'm not going to take it lying down.
[01:50:13.090 --> 01:50:13.711]  Go see the film.
[01:50:13.731 --> 01:50:14.191]  We'll be right back.
[01:50:15.552 --> 01:50:22.439]  Well, I told listeners that the whole Sandy Hook propaganda campaign against us was synthetic.
[01:50:23.857 --> 01:50:24.277]  And we knew it.
[01:50:24.297 --> 01:50:25.158]  It was all coordinated.
[01:50:25.198 --> 01:50:26.519]  The judge said, no, you can't say that.
[01:50:26.539 --> 01:50:27.260]  You can't bring that up.
[01:50:27.740 --> 01:50:28.741]  You've been found guilty by me.
[01:50:29.201 --> 01:50:37.248]  They've now put out press releases bragging it was all coordinated by Bloomberg and other groups in the last four years to bring me down, they think, than to bring you down.
[01:50:37.268 --> 01:50:39.610]  We're going to be covering that after our guests leave.
[01:50:40.611 --> 01:50:45.535]  That's one thing these supervillains love to do is brag about what they've done.
[01:50:45.615 --> 01:50:49.739]  Literally take stuff I didn't even really say out of context, twist it, make it a huge issue.
[01:50:50.399 --> 01:50:51.519]  And then rigged the whole thing.
[01:50:51.639 --> 01:50:53.280]  And I think that's their plan to shut us down.
[01:50:53.640 --> 01:50:55.061]  They'll never shut us down.
[01:50:55.461 --> 01:50:57.822]  Humanity is awake now.
[01:50:58.442 --> 01:50:58.762]  Okay.
[01:51:00.062 --> 01:51:04.244]  I want to play Melissa Fleming, the head of the UN's Information Bureau.
[01:51:04.264 --> 01:51:16.748]  I want to play this clip of her just a few weeks ago saying, Google and others take the orders from the United Nations on what can be heard and what can't be heard.
[01:51:18.649 --> 01:51:20.632]  You know, we partnered with Google, for example.
[01:51:20.692 --> 01:51:28.202]  If you Google climate change, you will, at the top of your search, you will get all kinds of UN resources.
[01:51:29.218 --> 01:51:39.085]  We started this partnership when we were shocked to see that when we Googled climate change, we were getting incredibly distorted information right at the top.
[01:51:39.585 --> 01:51:42.086]  So we're becoming much more proactive.
[01:51:42.907 --> 01:51:49.451]  We own the science and we think that the world should know it and the platforms themselves also do.
[01:51:50.472 --> 01:52:00.738]   But again, it's a huge, huge challenge that I think All sectors of society need to be very active in.
[01:52:01.639 --> 01:52:08.502]  They own the science, even though everything they told you, from blocking therapeutics, to claiming that the vaccine was a vaccine or that it worked.
[01:52:09.303 --> 01:52:10.564]  Now, here's a very important clip.
[01:52:10.604 --> 01:52:25.332]  Here's a member of the European Union Parliament, Christine, Kristen Turas, calls for the immediate resignation of the President, Ursula van der Leyen, who it turns out signed secret deals with Pfizer and Moderna for the forced injections.
[01:52:25.372 --> 01:52:25.732]  Here it is.
[01:52:27.105 --> 01:52:43.937]  Ursula von der Leyen must immediately and unconditionally resign from her position as President of the European Commission due to the fact that her actions are currently criminally investigated by the European Public Prosecutor's Office.
[01:52:44.917 --> 01:53:17.234]   EPPO just announced a few days ago that it is investigating the way the contracts were signed between the European Commission and the producers of vaccines, and this is what The Court of Auditors just stated in a report released a few days ago, and I quote, The Commission has signed, up to November 2021, 71 billion euros worth of contracts on behalf of the Member States to purchase up to 4.6 billion COVID-19 vaccine doses.
