[00:00:00.000 --> 00:00:01.000]  [BEEP]
[02:29:36.892 --> 02:29:45.579]  If your body is in need of a recharge or a boost, then our products Knockout, Alpha Power, and Bodies can help you get to sleep and ready to take on the next day.
[02:29:46.019 --> 02:29:48.501]  All of which can be found at a 50% discount.
[02:29:48.881 --> 02:29:51.824]  Perhaps you're in need of some vitamins your body is deficient in?
[02:29:51.844 --> 02:29:56.607]  Then check out Vitamin Mineral Fusion or the Vitamin D3 Gummies at a discount of 50%.
[02:29:57.708 --> 02:30:02.915]  Also, you'll find our whole food multivitamins and vitamin C with zinc at 40% off.
[02:30:03.315 --> 02:30:08.362]  Fizzy magnesium, a newer offering on the store, is discounted at 50% off.
[02:30:08.822 --> 02:30:14.609]  And one of the most powerful InfoWars life offerings, DNA Force Plus, is also on sale at a 50% discount.
[02:30:15.951 --> 02:30:25.338]  On top of getting one of our best offers in the history of the InfoWars store, if you order now, we'll throw in one free item for every purchase, regardless of size.
[02:30:25.918 --> 02:30:37.307]  This will be the first and possibly last time we will include a free gift that could be anything from a koozie to a flag, a book, DVD, sunglasses, stickers, and even RFID protection.
[02:30:37.727 --> 02:30:41.190]  This is part of our appreciation to you for supporting the InfoWars.
[02:30:41.730 --> 02:30:48.394]  So when we say it's a 360 win, we're actually giving you a 180 on top of that, with a little something extra this time.
[02:30:48.855 --> 02:30:57.760]  Help launch this war on information to the next level by purchasing one or more of these high-quality items at InfoWarsStore.com.
[02:31:00.782 --> 02:31:10.328]  You know, yesterday, somewhere here in my stack, I covered the Rainbow Dildo Butt Monkey.
[02:31:11.980 --> 02:31:15.042]  And I saw comments and things and people thinking I made that up.
[02:31:15.563 --> 02:31:16.744]  I didn't read half of it.
[02:31:17.104 --> 02:31:27.432]  The man had a fake penis on with a fake butt naked with a fake vagina hanging down like a turkey gobbler and fake women's breasts.
[02:31:27.512 --> 02:31:28.693]  I wouldn't even show it on air.
[02:31:29.133 --> 02:31:33.116]  And little kids came up and sat on the dildo at the library.
[02:31:34.110 --> 02:31:36.653]  So, you see, it's worse than what I just told you.
[02:31:37.293 --> 02:31:38.375]  You want me to show it to you?
[02:31:38.555 --> 02:31:40.096]  Our TV stations will take us off air.
[02:31:40.437 --> 02:31:41.918]  It's not fit for adults to see.
[02:31:42.038 --> 02:31:43.820]  It's only good for five-year-olds!
[02:31:44.761 --> 02:31:48.265]  You think they're funding that on purpose because they're playing freaking games?
[02:31:50.047 --> 02:31:51.849]  These people ain't playing games!
[02:31:52.049 --> 02:31:53.451]  They're gonna kill everybody!
[02:31:55.582 --> 02:31:56.542]  I want them shut down.
[02:31:56.602 --> 02:31:57.403]  I want them silent.
[02:31:57.483 --> 02:31:58.203]  I want them muted.
[02:31:58.243 --> 02:32:00.063]  I think they are horrible for our society.
[02:32:00.383 --> 02:32:02.284]  Thanksgiving 2022 is here.
[02:32:02.644 --> 02:32:04.944]  We've got the biggest sale of the year going right now.
[02:32:05.284 --> 02:32:10.686]  Now, the good news is I'm going to extend this sale up to 60% off right through Christmas.
[02:32:11.086 --> 02:32:15.307]  The bad news is by Christmas, almost every product in the store will be sold out.
[02:32:15.587 --> 02:32:17.328]  We won't get more for months and months and months.
[02:32:17.688 --> 02:32:21.889]  So now is the time to take action to support the Info War and get the biggest sales of the year.
[02:32:22.109 --> 02:32:27.791]  We've already sold out of X2 and X3 and BioTruth Selenium and our Wake Up America award-winning coffee.
[02:32:28.071 --> 02:32:32.232]  And now, DNA Force Plus, Vitamin Refusion, Body's Ultimate Turmeric Formula.
[02:32:33.252 --> 02:32:38.376]  So many other great products like Ultimate Crystal Oil, Ultimate Finish Oil, Vazo Beats, Secret 12.
[02:32:39.097 --> 02:32:43.040]  They are all going to sell out in the next few weeks or in the next month.
[02:32:43.420 --> 02:32:45.582]  Again, more stuff is going to sell out today.
[02:32:46.003 --> 02:32:49.766]  So every hour you wait, more stuff will be sold out at infowarestore.com.
[02:32:50.346 --> 02:32:56.871]  Promo code 1776 and you get an additional 10% off the already giant savings at infowarestore.com.
[02:32:57.071 --> 02:32:58.172]  Thank you so much for your support.
[02:32:58.352 --> 02:32:58.773]  God bless.
[02:33:02.222 --> 02:33:06.324]  Leading a frontal assault on the lies of the New World Order.
[02:33:06.643 --> 02:33:08.643]  It's Alex Jones.
[02:33:08.643 --> 02:33:18.643]  Rallying patriots worldwide in defense of human liberty.
[02:33:18.643 --> 02:33:19.643]  Liberty.
[02:33:19.689 --> 02:33:21.190]  It's Alex Jones.
[02:33:22.951 --> 02:33:24.691]  Our jobs have been shipped overseas.
[02:33:24.711 --> 02:33:25.912]  We've been de-industrialized.
[02:33:25.932 --> 02:33:28.893]  They've cut our power supplies off to bankrupt us and get us under their control.
[02:33:29.413 --> 02:33:30.994]  We're trying to pay Americans not to work.
[02:33:32.162 --> 02:33:50.951]  And if you read different documents that came out from the Clinton National Library a few years ago, when World Daily soon got the documents, when they first got into office in 93, they were obsessed with killing the US economy to control Americans, and to kill any populist or conservative media that could create its own ecosystem.
[02:33:51.351 --> 02:33:52.772]  That's why Infowars is so precious.
[02:33:52.852 --> 02:34:03.756]   And Mike Lindell is just a great entrepreneur and a made-in-America patriot that solved problems and literally just Solved the history that was taking place and stood up for everybody.
[02:34:04.937 --> 02:34:08.101]  That's why it's so critical to understand, to fight a war takes money.
[02:34:09.301 --> 02:34:13.124]  So if you just donated to myself or Mike Lindell, and we're fighting hard, that's a good thing.
[02:34:13.164 --> 02:34:22.771]  But with Mike, you get the great products made in America, it's employees in America, and then he's a fearless fighter, and he's a sponsor of InfoWars A Win-Win.
[02:34:23.071 --> 02:34:24.793]  So go to MyPillow.com.
[02:34:24.833 --> 02:34:26.214]  He's not even asking me to do this, but I'm going to do it.
[02:34:26.774 --> 02:34:30.097]  Because we need to sell these great products, and we need the funds, and you need them.
[02:34:31.058 --> 02:34:32.658]  These are high quality products.
[02:34:32.779 --> 02:34:33.679]  Hundreds and hundreds of them.
[02:34:33.999 --> 02:34:34.759]  Made in America.
[02:34:34.999 --> 02:34:38.300]  And then Mike puts almost all the money towards the fight against the tyrants.
[02:34:38.700 --> 02:34:39.220]  So do we.
[02:34:39.300 --> 02:34:40.881]  So go to MyPillow.com.
[02:34:41.221 --> 02:34:41.961]  Promo code Alex.
[02:34:42.321 --> 02:34:44.322]  There is a huge sale going.
[02:34:44.422 --> 02:34:45.962]  Biggest bed sheet sale ever. $29.95.
[02:34:48.141 --> 02:34:52.141]  Biggest sheet sale as low as $49.98.
[02:34:52.141 --> 02:34:56.141]  We've got my slippers $49.98.
[02:34:56.141 --> 02:34:59.141]  We've got six pieces of my pillow towel set $39.98.
[02:34:59.141 --> 02:35:02.141]  My pillow sandals $19.98.
[02:35:02.141 --> 02:35:03.141]  It goes on and on.
[02:35:03.141 --> 02:35:07.141]  Human beds, dog beds, all your beach gear.
[02:35:07.555 --> 02:35:08.836]  Just so many great products.
[02:35:08.916 --> 02:35:09.857]  Go there, peruse it.
[02:35:10.197 --> 02:35:11.978]  Use promo code ALEX at checkout.
[02:35:12.298 --> 02:35:17.542]  And then that doesn't just support the great work of Mike Lindell and his team and Frank Speech, but what we're doing as well.
[02:35:17.922 --> 02:35:19.223]  MyPillow blankets.
[02:35:20.164 --> 02:35:21.425]  Again, massively discounted.
[02:35:21.445 --> 02:35:21.865]  50% off.
[02:35:22.205 --> 02:35:24.046]  Giza cotton pullovers, $9.95.
[02:35:24.086 --> 02:35:25.607]  Giza cotton pillowcases, 50% off.
[02:35:25.647 --> 02:35:26.508]  MyPillow dog beds.
[02:35:30.891 --> 02:35:32.092]  It goes on and on and on.
[02:35:32.172 --> 02:35:32.892]  Couch Pillows.
[02:35:32.912 --> 02:35:36.495]  50% off with promo code ALEX at MyPillow.com.
[02:35:36.835 --> 02:35:38.156]  It takes money to win a war.
[02:35:38.476 --> 02:35:39.156]  It's a win-win.
[02:35:39.196 --> 02:35:43.759]  Great products made in America that fund the tip of the spear for Infowars and Mike Lindell.
[02:35:44.040 --> 02:35:45.260]  MyPillow.com.
[02:35:45.300 --> 02:35:45.941]  Mike, continue.
[02:35:46.261 --> 02:35:47.122]  With the huge news.
[02:35:47.522 --> 02:35:48.584]  You've got so much to cover.
[02:35:48.864 --> 02:35:50.666]  The current race is what you think is coming next.
[02:35:51.106 --> 02:35:54.089]  As you said, we've been in the boiling water for 20, 30 years.
[02:35:54.410 --> 02:35:57.113]  This all seems horrible, but really, this is our awakening.
[02:35:57.433 --> 02:35:58.394]  This is our victory.
[02:35:58.414 --> 02:36:00.296]  And it's got the deep state very, very scared.
[02:36:00.336 --> 02:36:01.137]  Mike Lindell, continue.
[02:36:02.450 --> 02:36:02.930]  Absolutely.
[02:36:02.970 --> 02:36:04.671]  First, I want to do a correction, Alex.
[02:36:05.351 --> 02:36:09.332]  A lot of the stuff on MyPillow, you can't make here in the U.S.
[02:36:09.352 --> 02:36:13.014]  Like my Giza Dream Sheets, they don't have any weavers or spinners left.
[02:36:13.294 --> 02:36:18.996]  But I will say that if you go to mystore.com, you can also use the promo code, Alex.
[02:36:19.336 --> 02:36:20.656]  And that's all 100% made in the USA.
[02:36:22.697 --> 02:36:26.641]  Great entrepreneurs, the My Coffee's there, and all this.
[02:36:26.661 --> 02:36:30.544]  You can use your promo code today, Alex, there for all these great entrepreneurs.
[02:36:30.804 --> 02:36:36.048]  We need to help them this time of year, too, because they've been getting the canceled, attacked.
[02:36:36.349 --> 02:36:37.830]  I mean, this is everybody.
[02:36:37.910 --> 02:36:39.471]  And there it is right there, My Store.
[02:36:39.511 --> 02:36:41.273]  You can use that promo code today.
[02:36:41.293 --> 02:36:46.857]   There's the You'll have the copy, we have flags, we have everything there.
[02:36:46.937 --> 02:36:48.338]  It's absolutely amazing.
[02:36:48.458 --> 02:36:51.780]  You've got books, you've got films, you've got survival gear.
[02:36:52.661 --> 02:36:57.224]  You've got just everything at MyStore.com and you're saying that's all made in America.
[02:36:57.244 --> 02:36:58.105]  A lot of it at MyPillow is.
[02:36:58.125 --> 02:37:01.587]  I don't know if the geezer sheets are grown there and sewn there, but a lot of it is put together here.
[02:37:01.607 --> 02:37:06.430]  The point is, you're a major employer of the American people and you're battling the globalists at point-blank range.
[02:37:06.771 --> 02:37:09.292]  MyStore.com, promo code Alex.
[02:37:09.312 --> 02:37:10.093]  Getting back to the election.
[02:37:11.164 --> 02:37:12.065]  Yep, absolutely.
[02:37:12.085 --> 02:37:16.168]  And I'm going to tell everybody, I'm going to give everybody a little hope here too.
[02:37:16.248 --> 02:37:26.036]  I was down in Florida and when I was there for the hurricanes, we were giving out pillows and blankets, my pillows, and we went into this Hispanic community.
[02:37:26.676 --> 02:37:27.757]  They lost everything.
[02:37:27.797 --> 02:37:31.620]  They're piled up, all their physical stuff piled up like cordwood and it's gone.
[02:37:32.461 --> 02:37:35.083]  And a lot of them, we had to have an interpreter.
[02:37:35.183 --> 02:37:36.604]  And you know what they were saying?
[02:37:37.484 --> 02:37:43.168]  Almost unanimously, all of them were saying, Mike, is there this stuff going on in this country?
[02:37:43.188 --> 02:37:45.069]  Is there hope?
[02:37:45.249 --> 02:37:45.930]  Is there hope?
[02:37:46.370 --> 02:37:48.611]  They were worried about our future, Alex.
[02:37:48.932 --> 02:37:50.492]  Their freedoms that they have here.
[02:37:50.753 --> 02:37:55.576]  They had just lost everything physical, but they know they're not going to get those physical things back.
[02:37:55.636 --> 02:37:57.417]  If we lose all our freedoms, it's over.
[02:37:58.098 --> 02:37:59.619]  And that's what we've been fighting for.
[02:37:59.739 --> 02:38:02.061]  And that's what we we are winning everybody.
[02:38:02.541 --> 02:38:05.643]  And I want to tell everybody just to give a couple updates here.
[02:38:06.383 --> 02:38:08.525]  You've got going down in Arizona right now.
[02:38:08.545 --> 02:38:10.426]  Everyone says, are we going to get the Senate?
[02:38:11.226 --> 02:38:11.927]  I believe we are.
[02:38:12.027 --> 02:38:15.369]  We've got Carrie Lake, Blake and Mark Fincham.
[02:38:15.829 --> 02:38:18.511]  They're all, they're counting the same day votes now.
[02:38:18.811 --> 02:38:19.912]  Carrie Lake's only down by 13,000.
[02:38:20.232 --> 02:38:26.256]  She went down by a quarter million when they were doing the cheating ones, all the mail-in and all the early voting.
[02:38:26.696 --> 02:38:28.378]  And they're overtaking the algorithms.
[02:38:28.558 --> 02:38:31.660]  Everybody, they are overtaking the algorithms.
[02:38:32.160 --> 02:38:33.601]  All three of them, I believe, will win.
[02:38:33.641 --> 02:38:34.482]  Carrie, for sure, 100%.
