[00:00:00.369 --> 00:00:03.111]  I guess we all know Joe Biden is not running this country.
[01:59:42.368 --> 01:59:48.073]  Not only were our medical institutions and the government not proposing a treatment protocol, none of our universities were!
[01:59:48.554 --> 01:59:48.914]  Why?
[01:59:49.414 --> 01:59:49.674]  Why?
[01:59:49.835 --> 01:59:55.860]  It's because, well, why were so many of the think tanks, so many of the peer-reviewed publications not publishing anything about this?
[01:59:56.340 --> 02:00:00.423]  Because they all depended on money from Anthony Fauci.
[02:00:00.964 --> 02:00:04.607]  One way or another, they were tied to Anthony Fauci or Big Pharma.
[02:00:05.047 --> 02:00:06.589]  That's who paid their bills.
[02:00:07.230 --> 02:00:12.676]  And that's how what Eisenhower warned about, what Kennedy warned about, what Robert Francis Kennedy Jr.
[02:00:12.776 --> 02:00:19.323]  talks about in The Real Anthony Fauci, this is how the system gets corrosively corrupted at its core.
[02:00:19.904 --> 02:00:33.735]  And so this latest story of a George Soros organization being given tens of millions of dollars by the government, including over $8 million by the United States federal government and by the Centers for Disease Control.
[02:00:33.755 --> 02:00:36.277]  Here you have an open society, George Soros group.
[02:00:36.537 --> 02:00:38.539]  Why were they getting money from the CDC?
[02:00:39.019 --> 02:00:40.600]  Why was the CDC giving them money?
[02:00:41.101 --> 02:00:46.125]  Because purportedly they were going to help reduce the problems of COVID amongst illegal immigrants?
[02:00:46.926 --> 02:00:56.908]  Even though this organization has advocated for bringing in illegal immigrants regardless of their COVID test, without any testing, without any requirement of certain treatment protocols?
[02:00:57.654 --> 02:01:12.020]  So instead what has happened is a corruption either of the government or a corruption by the government of these institutions to advocate against the interests of the American people and often outside the realm of law.
[02:01:12.480 --> 02:01:20.764]  We've imported our bad and deep state foreign policy into the institutions of the United States itself.
[02:01:21.360 --> 02:01:38.292]  And that's how you get a leftist organization, a George Soros organization, filing federal lawsuits against the United States political official, in this case Governor DeSantis, for simply sending illegal immigrants to where they wanted to go and where Martha's Vineyard promised them they could go and have sanctuary status.
[02:01:39.033 --> 02:01:48.539]  And he's being sued in a frivolous lawsuit because they have ex... from using funds from the Centers for Disease Control to stop a pandemic!
[02:01:49.220 --> 02:01:50.841]  That's how absurd it all got.
[02:01:51.897 --> 02:01:55.418]  When we come back after the break, we're going to talk about the elections.
[02:01:55.438 --> 02:01:58.820]  We're going to talk about upcoming in about just a week or so.
[02:01:59.180 --> 02:02:06.663]  We're going to talk about disturbing reports out of Pennsylvania of a quarter of a million ballots just floating out there to anybody and everybody.
[02:02:07.063 --> 02:02:11.485]  Talk that they won't be able to count the ballots quickly enough in Pennsylvania this upcoming election.
[02:02:11.945 --> 02:02:14.606]  That and more when we come back right after the break.
[02:02:15.126 --> 02:02:16.847]  Welcome back to the Alex Jones Show.
[02:02:16.927 --> 02:02:19.228]  This is Robert Barnes guest hosting this hour.
[02:02:20.318 --> 02:02:30.769]  Up at the very end of this segment, we'll be discussing some previews and predictions for the upcoming elections in about a week from Tuesday.
[02:02:31.629 --> 02:02:44.422]  But just one general analysis of the Alex Jones trial, the show trial that continues to embarrass and humiliate anyone who believes in American law and American civil justice.
[02:02:45.106 --> 02:02:51.608]  The last time we had anything kind of analogous to this, you have to really almost go back to the Connie Buck case.
[02:02:52.228 --> 02:02:54.849]  So, I'm sorry, Carrie Beth Buck case.
[02:02:55.249 --> 02:02:56.509]  So, known as Buck v. Bell.
[02:02:56.949 --> 02:03:05.272]  This is the case where the United States Supreme Court gleefully imposed forced sterilization on poor women in America.
[02:03:05.872 --> 02:03:10.073]  What people didn't know is that Carrie Buck's lawyer was not her lawyer.
[02:03:10.978 --> 02:03:18.380]  He was actually aligned with the Rockefellers of the world, aligned with the eugenicists, and what they did was do a fake case.
[02:03:19.080 --> 02:03:21.521]  The entire trial was based on fake evidence.
[02:03:22.161 --> 02:03:24.762]  Carrie Beth was an ordinary, everyday American.
[02:03:25.002 --> 02:03:33.244]  There was nothing about her life, other than it being extraordinary, that made her subject to even the laws and rules of eugenics.
[02:03:33.829 --> 02:03:51.019]  The point was that they could use eugenics to forcibly sterilize a normal person who had no so-called defects, no so-called feeble-mindedness, had been a solid student her entire academic career when she was allowed to go to school, which her foster parents denied.
[02:03:51.660 --> 02:03:58.324]  She'd been the victim of the foster parents having a nephew sexually assault and rape her and cause her to be pregnant.
[02:03:58.704 --> 02:04:10.398]   She wanted to have the child anyway, tried to take care of the child, and because of that, The foster parents demanded that the state forcibly sterilize her to cover up their own corruption and scandals and misconduct and crime.
[02:04:11.269 --> 02:04:14.630]  And so they brought in a fake lawyer to do a fake case that the U.S.
[02:04:14.650 --> 02:04:19.753]  Supreme Court gleefully cheered on to its utter humiliation and embarrassment throughout history.
[02:04:20.173 --> 02:04:28.636]  It became the case the Nazis and Hitler's favorite case ever cited was Buck v. Bell, a case not yet overturned by our U.S.
[02:04:28.656 --> 02:04:34.839]  Supreme Court, by the way, and that some want to extend and expand into the vaccine mandate space.
[02:04:35.779 --> 02:04:43.282]  In fact, it has been cited by no less than the University of Indiana as justification for vaccine mandates is the forcible sterilization case.
[02:04:43.742 --> 02:04:45.343]  That was another fake case.
[02:04:45.723 --> 02:04:49.585]  Well, take a look at the Alex Jones trial and the requested punitive damages in that case.
[02:04:50.165 --> 02:04:57.644]   They are requesting 2.75 Trillion, trillion dollars of punitive damages.
[02:04:57.824 --> 02:05:20.219]  To give you an idea, this is more money than the Armenians are requesting for the entire Armenian genocide, where actual people die, where millions of people die, that they're requesting for speech that they don't like, in the Sanihok case, more punitive damages than the Armenian genocide has ever requested.
[02:05:20.519 --> 02:05:21.740]  That's how insane it is.
[02:05:22.200 --> 02:05:33.788]  To give you some comparison, $2.75 trillion is almost 15% of the entire gross domestic product of the United States economy.
[02:05:34.474 --> 02:05:38.137]  That's how absurd the punitive damages request is.
[02:05:38.197 --> 02:05:44.383]  That's how open and utter mockery of the entire justice system this case has become.
[02:05:44.403 --> 02:05:46.905]  I mean, do the judges recognize this?
[02:05:46.965 --> 02:05:48.947]  Do they realize that they are a joke?
[02:05:49.387 --> 02:05:50.648]  That they look like a joke?
[02:05:50.988 --> 02:05:53.310]  That they're making a joke out of American justice?
[02:05:53.611 --> 02:05:58.215]  That they're doing to the American justice system what Daryl Brooks did to criminal defense in America?
[02:05:58.735 --> 02:06:07.633]  With his embarrassing self-representation and his justified complete conviction on all charges of the Waukesha Parade Killer?
[02:06:08.631 --> 02:06:14.716]  So, you know, hopefully somebody, somewhere, someplace, sometime wakes up in our American legal system.
[02:06:15.577 --> 02:06:28.847]  Or if not, at least we have legislative reform so that this kind of embarrassing show trials don't have the same embarrassing results that the Buck v. Bell decision did for American legal justice.
[02:06:29.267 --> 02:06:33.831]  Because that's the same path the Alex Jones trial is currently on.
[02:06:35.123 --> 02:06:41.206]  In that same sense, there's a good article in Tablet today called The New Gatekeepers by Michael Lind.
[02:06:41.507 --> 02:06:43.188]  I've met Michael Lind a couple of times.
[02:06:43.228 --> 02:06:44.909]  He's a brilliant guy.
[02:06:44.969 --> 02:06:46.569]  He was part of the Trump administration.
[02:06:46.589 --> 02:07:01.418]  He has associations with both the Claremont folks out in California as well as with Hillsdale up in Michigan that present a lot of good homeschooling information and other information anybody can get in terms of constitutional history in America.
[02:07:02.018 --> 02:07:17.327]  I've had the privilege of speaking twice at Hillsdale presentations, first on the Constitution and the coronavirus at the peak of that debate, when it was just starting out, and then also on the issue of election fornication that took place in 2020.
[02:07:17.367 --> 02:07:21.089]  And that brings us to election 2022.
[02:07:22.490 --> 02:07:30.915]  So Pennsylvania is now reporting that they've basically sent out about a quarter million ballots to a bunch of unverified voters.
[02:07:31.630 --> 02:07:41.033]  And then a few weeks later, or I mean a few hours later, they come out and say, golly gee, we would love to count these ballots, but it might take us a long time.
[02:07:41.053 --> 02:07:43.574]  We don't know when we'll be done counting the ballots.
[02:07:44.155 --> 02:08:00.780]   Now, why is it that in every place else in the world, we can use paper ballots, and Brazil, Brazil, which also has elections this weekend, With Lula up against Bolsonaro in what appear to be very tight races and elections, we'll see what happens.
[02:08:00.920 --> 02:08:04.521]  The polls have been back and forth, but they historically underestimate Bolsonaro.
[02:08:04.980 --> 02:08:11.140]   Bolsonaro may, when he was considered DOA, may surge back to victory as he did his first
[02:08:11.140 --> 02:08:15.560]   time when nobody thought he was going to win and just came in and swept everybody out,
[02:08:15.560 --> 02:08:17.659]  may get back in over Lula.
[02:08:17.659 --> 02:08:23.121]   Lula does have sort of deep left populist roots in the country.
[02:08:23.121 --> 02:08:28.280]   And so that may, you know, he had corruption charges, got off of those corruption charges.
[02:08:28.280 --> 02:08:33.960]   He may be able to actually hold on because he does have a real base of support within
[02:08:33.960 --> 02:08:37.720]   the working class communities within Brazil, but so does Bolsonaro.
