[00:00:00.129 --> 00:00:01.752]  Emergency Friday broadcast.
[01:45:33.972 --> 01:45:36.555]  So you mentioned, Senator Ron Johnson, him doing this.
[01:45:36.855 --> 01:45:46.645]  Here's the letter bringing up the hypertension, diseases of nervous system, 1,000 plus percent, hypertension 2,000 plus, malignant neoplasms, 894.
[01:45:47.666 --> 01:45:49.567]  This is what their own data shows.
[01:45:49.647 --> 01:45:50.949]  It mirrors data out of Europe.
[01:45:51.309 --> 01:45:53.471]  And boy, they are trying to spike this right now.
[01:45:53.992 --> 01:45:56.074]  I tell you, this is amazing.
[01:45:56.094 --> 01:45:58.296]  You talk about hand in the cookie jar here, doctor.
[01:45:59.677 --> 01:46:04.218]  You know, this is the first time that I've seen data, aggregate data, on cancer.
[01:46:04.818 --> 01:46:07.579]  And note, it was breast cancer that was the lead.
[01:46:08.199 --> 01:46:12.480]  You know, there had been a paper published earlier, a lot of people, you know, overlooked it.
[01:46:12.500 --> 01:46:26.003]  It was published by the University of Pittsburgh, showing that the S2 segment of the spike protein, which is produced in those who take the vaccine, it interacts with the BRCA, or the BRCA gene, which controls breast cancer and female reproductive cancer.
[01:46:26.363 --> 01:46:29.563]  Now we have the data emerging from the DoD.
[01:46:29.563 --> 01:46:35.722]   Now, it's either discovery bias, that is people held back on mammograms
[01:46:35.722 --> 01:46:39.682]   and they held back on other screenings, or in fact, it's real,
[01:46:39.682 --> 01:46:42.402]  that it's an explosive rise in cancer.
[01:46:42.402 --> 01:46:45.882]  Pathologist Ryan Cole testified in the Senate committee.
[01:46:45.882 --> 01:46:47.123]  He thought it was real.
[01:46:47.123 --> 01:46:50.123]   I've talked to Scott Atlas, and I tend to agree with Scott.
[01:46:49.845 --> 01:47:10.602]  I think it's probably discovery bias, but I tell you, those who are on this cancer trail right now, this is worrisome because, you know, so many people have accepted the vaccines, they never understood what was in them, and now the first DoD hard data under file, Senator Ron Johnson, and this, all this is going to generate tremendous investigation.
[01:47:11.083 --> 01:47:25.701]   Because you know... Let me stop you there, because you've been out for a long time talking about this, but I remember I remember Dr. Yidan, former chief scientist over vaccines and respiratory stuff at Pfizer and others, and Wolfgang Woodard writing that lawsuit in late 2020 to the EU saying, don't do this.
[01:47:26.061 --> 01:47:30.143]  It's going to cause myocarditis, heart attacks, infertility, blood clots, cancer.
[01:47:30.423 --> 01:47:34.284]  And then the CDC had a document in October of 2020 saying the same thing.
[01:47:34.324 --> 01:47:41.026]  So even before it started, the experts knew this would happen, both the good guys, the bad guys, and I guess the asleep people.
[01:47:41.366 --> 01:47:42.707]  So that's why this is so powerful.
[01:47:43.147 --> 01:47:48.528]  Exactly what the CDC predicted, exactly what other scientists warned, is exactly what happened.
[01:47:48.648 --> 01:47:49.988]  I call that pretty damn conclusive.
[01:47:50.208 --> 01:47:57.870]  Like, I don't need to be a pathologist to know, if I stick a 12-gauge shotgun in my mouth, a double-locked buck, and pull it, the back of my head's gonna blow off, it's gonna kill me, probably.
[01:47:58.090 --> 01:47:59.330]  Or maybe I'll live, be a vegetable.
[01:47:59.650 --> 01:48:01.910]  So, they told me, you take this, this happens.
[01:48:02.030 --> 01:48:03.171]  It happened, I saw it happen.
[01:48:03.431 --> 01:48:06.171]  So it's like, don't run in traffic, a bus is gonna kill you.
[01:48:06.471 --> 01:48:10.412]  I mean, I don't need to be a scientist to know this, it's very obvious what's going on here.
[01:48:11.607 --> 01:48:24.117]  Well, on that CDC slide, which I believe is from their meeting in October of 2020, you know, they had all the neurologic, hematologic, and cardiac problems, but notice there's no cancer on that slide, no cancer.
[01:48:24.738 --> 01:48:31.203]  And I think that the DOD data, which I said is the first aggregate data I've seen now on cancer, is explosive.
[01:48:31.423 --> 01:48:45.279]   A lot of the things on this slide, there's official FDA warnings, you know, there's warnings for Guillain-Barre syndrome, there's warnings for anaphylaxis, there's warnings for myocarditis. Even in the EUA documents, the consent form,
[01:48:45.279 --> 01:48:47.369]  consent form lists that death can happen.
[01:48:47.369 --> 01:48:53.690]   So you're right, this is transparent. Most of this, Alex, is really buyer beware. The people
[01:48:53.690 --> 01:48:58.010]   who are signing up and taking the vaccine, they really need to know what they're getting into.
[01:48:58.010 --> 01:49:03.930]   The FDA has laid it out here and the surprise was the cancer.
[01:49:04.574 --> 01:49:11.544]  In a recent program that I held, a public program in Wichita, Kansas, we had Chris Kobach as co-presenter.
[01:49:11.844 --> 01:49:15.750]  He's running for the AG in Kansas, terrific constitutional lawyer.
[01:49:16.647 --> 01:49:18.830]  And also Physician State Senator.
[01:49:18.870 --> 01:49:20.592]  But we had a private doctor's meeting, Alex.
[01:49:21.053 --> 01:49:27.461]  And the question that was asked was, what percent of patients do you think took the vaccine for medical reasons?
[01:49:27.921 --> 01:49:30.625]  And what percent do you think were forced into it because of their job?
[01:49:30.865 --> 01:49:33.068]  And you know what the general gestalt was?
[01:49:33.088 --> 01:49:33.108]  50-50.
[01:49:34.990 --> 01:49:35.170]  Wow.
[01:49:35.190 --> 01:49:40.752]  So I can tell you, 50% of people who took the vaccine are really angry.
[01:49:41.352 --> 01:49:45.054]  They were forced into it, and now we've got a safety nightmare.
[01:49:45.074 --> 01:49:49.535]  Well, that's where I'm going in closing, and I appreciate your time, and I hope to get you in the studio soon, you and your wonderful wife.
[01:49:49.935 --> 01:49:51.656]  I love visiting with you and your crew.
[01:49:53.657 --> 01:49:56.858]  I guess we talked in text message the other day, and you said, I think the worm's turning.
[01:49:56.898 --> 01:49:58.578]  I think the word you used, we've hit the tipping point.
[01:49:58.958 --> 01:49:59.959]  And I think that's clear.
[01:50:00.019 --> 01:50:03.440]  Why are you saying we've hit the tipping point in understanding and awakening to this?
[01:50:04.662 --> 01:50:12.905]  I'm getting more and more messages from academic physicians, doctors who in my circle who were previously quiet and now they're coming out saying, you know, I'm really with you here.
[01:50:12.965 --> 01:50:14.185]  I'm starting to see this.
[01:50:14.265 --> 01:50:15.706]  We understand your viewpoint.
[01:50:16.366 --> 01:50:19.447]  I just had a very high level administrator who I worked with for years.
[01:50:20.207 --> 01:50:21.547]  He's now in the biotech industry.
[01:50:21.587 --> 01:50:24.488]  He just got COVID himself and he went on this scramble.
[01:50:24.508 --> 01:50:26.088]  He had severe his immunocompromised.
[01:50:26.108 --> 01:50:27.128]  He had severe symptoms.
[01:50:27.528 --> 01:50:31.869]  We got him early treatment through one of our early treatment networks and he texted me this morning.
[01:50:31.909 --> 01:50:35.170]  He says he says now I understand now.
[01:50:35.270 --> 01:50:44.311]  I understand the struggle this chill that was put on early treatment the suppression of early treatment and the forcing the mass vaccination, you know, he feels burned.
[01:50:44.611 --> 01:50:45.511]  He took the vaccine.
[01:50:45.551 --> 01:50:49.172]  He got severe COVID anyway, and now he can't get early treatment.
[01:50:52.157 --> 01:50:52.818]  Well, exactly.
[01:50:52.878 --> 01:50:54.338]  My dad was dying.
[01:50:54.418 --> 01:50:55.859]  Didn't tell me he was sick for eight days.
[01:50:56.039 --> 01:50:56.599]  Almost died.
[01:50:56.639 --> 01:50:57.500]  82% oxygen.
[01:50:57.960 --> 01:51:04.002]  Within a day of ivermectin and zinc and Z-Pak and inhalable steroids, he was back.
[01:51:04.143 --> 01:51:04.663]  He was back.
[01:51:05.063 --> 01:51:06.984]  He had some brain fog for a while, but he was back.
[01:51:07.004 --> 01:51:10.805]  I mean, I had it, and as soon as I got on the drugs, I felt a lot better.
[01:51:10.845 --> 01:51:11.906]  It was like night and day.
[01:51:11.926 --> 01:51:18.289]  And then imagine that being denied when you take your husband or wife or child to the hospital, and they're denying you this stuff.
[01:51:18.309 --> 01:51:18.969]  That's insane.
[01:51:20.529 --> 01:51:23.810]  You know, I published a paper with Fazio and colleagues from Italy.
[01:51:23.830 --> 01:51:26.951]  It just hit, it was published in the Medical Science Monitor.
[01:51:27.071 --> 01:51:31.792]  And the point of the paper, Alex, is the golden window for treatment is the first three days.
[01:51:32.452 --> 01:51:33.512]  That's where it's all at.
[01:51:33.552 --> 01:51:36.813]  If you can hit it in the first three days, patients turn around quickly.
[01:51:36.853 --> 01:51:38.433]  This case I mentioned last night touched me.
[01:51:38.453 --> 01:51:41.474]  This is already better because we got him on day two.
[01:51:41.754 --> 01:51:44.035]  There still are going to be a few high risk people.
[01:51:44.335 --> 01:51:47.455]  They must seek early treatment in the first three days.
[01:51:47.495 --> 01:51:49.536]  Hospitalization is completely avoidable.
[01:51:49.716 --> 01:51:50.157]  That's right.
[01:51:50.197 --> 01:51:51.298]  This is not a joke, folks.
[01:51:51.318 --> 01:51:54.563]  You go to the hospital, they turn you away and wait until you're too sick, and then they intubate you.
[01:51:54.903 --> 01:51:55.704]  This is life and death.
[01:51:55.724 --> 01:51:59.369]  You start getting sick now, you better do the pre-treatments or you're in big trouble.
[01:51:59.629 --> 01:52:02.193]  Dr. McCullough, thank you so much for the incredible time.
[01:52:02.213 --> 01:52:04.977]  Everybody should follow you on Twitter and any other sites.
[01:52:05.037 --> 01:52:06.659]  Where's the best place to find everything?
[01:52:06.679 --> 01:52:07.400]  Dr. Peter McCullough.
[01:52:08.579 --> 01:52:14.680]  America Out Loud Talk Radio, the McCullough Report, weekly report to the nation, and guests from all over.
[01:52:14.740 --> 01:52:22.442]  It's not just my voice, and it's a great, great way to basically become updated on the podcast circuit.
[01:52:22.602 --> 01:52:28.283]  It's produced... Yeah, you're doing a beautiful job, and just as our listeners already know a lot of this, share with everybody, this is life and death.
[01:52:28.323 --> 01:52:30.783]  Yeah, we're starting to win, but we haven't completely won yet.
[01:52:31.043 --> 01:52:31.803]  God bless you, doctor.
[01:52:31.823 --> 01:52:32.403]  Have a great weekend.
[01:52:33.464 --> 01:52:33.784]  Thank you.
[01:52:33.984 --> 01:52:34.864]  We'll be back with a bunch of news.
[01:52:34.884 --> 01:52:35.184]  Stay with us.
[01:52:36.423 --> 01:52:41.344]  All right, I probably covered 20% of the news today, which is good because there's just so damn much of it.
[01:52:42.485 --> 01:52:44.165]  And I kind of want to let the crew off tomorrow.
[01:52:44.185 --> 01:52:46.405]  I've been doing Saturday shows a lot that are very popular.
[01:52:46.425 --> 01:52:46.986]  But you know what?
[01:52:47.026 --> 01:52:47.766]  We just can't do it.
[01:52:47.806 --> 01:52:48.906]  The crew wants to come in anyways.
[01:52:49.726 --> 01:52:53.987]  So ladies and gentlemen, let's just pick a time.
[01:52:54.027 --> 01:52:54.768]  Let's do it again.
[01:52:54.828 --> 01:52:58.628]  Let's go live tomorrow at 2 p.m.
[01:52:58.668 --> 01:53:07.349]   Central for two hours, commercial free, to get to all this I didn't get to and To cover more than will obviously break by then.
[01:53:07.869 --> 01:53:10.590]  Because I got to 20%, but don't you want to hear all the rest of this?
[01:53:11.210 --> 01:53:12.550]  Because it's all just as important.
[01:53:12.570 --> 01:53:17.631]  I mean, it's crazy, crazy level important here, ladies and gentlemen.
