[00:00:00.189 --> 00:00:01.772]  Oh, no!
[02:00:38.934 --> 02:00:41.217]  The latest on the hurricane and election.
[02:00:42.679 --> 02:00:44.281]  2012 coming up tomorrow.
[02:00:46.163 --> 02:00:47.865]  Right now, let's go back to your calls.
[02:00:47.925 --> 02:00:50.387]  CJ in Arizona, then Michael and others.
[02:00:50.428 --> 02:00:51.289]  CJ, welcome.
[02:00:52.830 --> 02:00:53.751]  Hello, how you doing, Alex?
[02:00:53.952 --> 02:00:54.312]  Good, sir.
[02:00:54.332 --> 02:00:54.993]  Thanks for calling.
[02:00:56.401 --> 02:01:00.083]  Just real quick, I'm from Phoenix, Arizona, and I'm a long-time listener.
[02:01:00.963 --> 02:01:06.166]  We talked about the Hurricane Katrina, or I'm sorry, Sandy, but no one ever talked about Plum Island.
[02:01:06.206 --> 02:01:08.427]  Isn't that off the coast of Staten Island?
[02:01:09.147 --> 02:01:16.571]  Yes, the good news is it's been partially converted away from zoological, but whatever they're doing is classified.
[02:01:16.611 --> 02:01:23.915]  But yeah, right off the coast of New York slash New Jersey is Plum Island Biological Weapons Research Facility.
[02:01:25.114 --> 02:01:31.097]  Yeah, because one of my guys that is from New York and has family from New York was saying they call that anthrax violence.
[02:01:31.157 --> 02:01:33.258]  I was just seeing if you would touch on that a little bit.
[02:01:33.818 --> 02:01:42.902]  It's been confirmed by a lot of mainline scientific reports that Lyme's disease is really a weaponized form of tick-borne syphilis.
[02:01:42.922 --> 02:01:52.847]  And the top Nazi that they brought over in Operation Paperclip and the Ratline, the general, this is mainline news, you can look it up, he developed and weaponized it there on the island.
[02:01:54.147 --> 02:01:59.470]  And the deer then swam the mile or so over, deer are known to do that, and got over to the mainland.
[02:02:00.511 --> 02:02:08.876]  That's the problem with level 4 bioweapons labs now being built all over the US, is that this stuff can get out even if the globalists don't intend it to.
[02:02:08.896 --> 02:02:17.001]  But every week now there's new declassifications of cities being radiated on purpose and reactors blowing up and it being covered up.
[02:02:17.081 --> 02:02:20.943]  I mean, look, we got crazy people running things that love death.
[02:02:21.957 --> 02:02:26.118]  And good people always just seem to be blindsided by it because they can't imagine somebody's like that.
[02:02:28.939 --> 02:02:29.199]  Yeah.
[02:02:29.719 --> 02:02:30.679]  And I have another question.
[02:02:30.719 --> 02:02:33.740]  With any kind of preparation, I'm a single father with two kids.
[02:02:34.200 --> 02:02:35.200]  It's really hard to prepare.
[02:02:35.240 --> 02:02:39.601]  How would you have any ideas of preparing for fallout with children?
[02:02:41.022 --> 02:02:42.162]  What type of fallout, sir?
[02:02:43.302 --> 02:02:47.003]  Like civil unrest, like martial law, anything like that.
[02:02:47.984 --> 02:02:55.811]  Well, you know, Arizona's not perfect because it's arid, but you do have a lot of gun owners there and kind of a frontier spirit still there to a certain extent.
[02:02:55.851 --> 02:02:57.413]  I'm not going to analyze your entire area.
[02:02:58.213 --> 02:03:00.636]  But I would get the book Strategic Relocation.
[02:03:00.676 --> 02:03:04.079]  I would get the film Strategic Relocation because it's not just about relocating.
[02:03:04.119 --> 02:03:07.602]  It's about your region, your area, other countries all broken down.
[02:03:07.642 --> 02:03:09.884]  It gets you into the process of thinking about it.
[02:03:09.904 --> 02:03:12.146]  I mean, I know all about this stuff and I'm just now
[02:03:12.907 --> 02:03:19.750]  Trying to, you know, I've got out to the country trying to get a deeper well, trying to get some solar in, trying to get everything, you know, rainwater collections in.
[02:03:20.651 --> 02:03:21.711]  Just basic stuff.
[02:03:22.632 --> 02:03:24.953]  But if you don't have a lot of money and things, it's real simple.
[02:03:25.033 --> 02:03:29.555]  Firearms, knowing how to use them, having maps in your car, having an escape route.
[02:03:29.575 --> 02:03:34.397]  You know, there's a lot of really, really, really, really simple things out there that you can do.
[02:03:34.417 --> 02:03:36.938]  All right, thank you.
[02:03:37.018 --> 02:03:40.160]  I just really wanted to touch on Plum Island and keep up the good work.
[02:03:40.845 --> 02:03:41.385]  Thank you, sir.
[02:03:41.465 --> 02:03:42.025]  God bless.
[02:03:42.826 --> 02:03:58.071]  Again, if you do the document cam shot over here for people watching at PrisonPlanet.tv, another plug here, you get a free citizen rulebook, whether the secure home, strategic relocation, the film that just came out that we're now shipping this week.
[02:03:58.392 --> 02:04:02.613]  We're going to premiere that Thursday night on InfoWars Nightly News, all two hours plus.
[02:04:03.133 --> 02:04:04.834]  It's got extras on securing your home.
[02:04:04.994 --> 02:04:09.396]  I mean, it's just invaluable, absolutely invaluable information.
[02:04:10.316 --> 02:04:10.737]  That's right.
[02:04:25.755 --> 02:04:28.017]  You know, the film has some things in it that aren't in the book.
[02:04:28.057 --> 02:04:30.238]  The book has some things in it that aren't in the film.
[02:04:30.278 --> 02:04:32.720]  The two go together like a horse and carriage.
[02:04:33.640 --> 02:04:35.902]  So it's all there at InfoWareStore.com.
[02:04:35.942 --> 02:04:36.782]  And I should give the number out.
[02:04:36.802 --> 02:04:37.603]  Earlier I didn't give the number out.
[02:04:37.623 --> 02:04:41.485]  I was talking about ProPure and you can get 15% off now with the promo code WATER15.
[02:04:41.605 --> 02:04:44.507]  Plus 10% that's already the lowest price anywhere.
[02:04:44.527 --> 02:04:44.567]  888-253-3139.
[02:04:44.587 --> 02:04:44.867]  888-253-3139.
[02:04:44.928 --> 02:04:44.968]  Or,
[02:04:51.992 --> 02:04:54.475]  You can, again, just go to Infowarsstore.com.
[02:04:54.836 --> 02:04:55.737]  Okay, we're going to come back.
[02:04:55.877 --> 02:04:56.518]  Boom, boom, boom.
[02:04:56.558 --> 02:04:57.279]  Go to your calls.
[02:04:58.160 --> 02:05:08.812]  Michael and others that are patiently holding, and we will continue to break down the big spectacle that even if you know it's a fraud, it's still going to be a train wreck.
[02:05:08.852 --> 02:05:10.474]  The election kicking off tomorrow.
[02:05:12.992 --> 02:05:23.158]  The Silver Lungs Generator is the only all-encompassing professional class product for producing endless colloidal and ionic silver solutions right from the convenience of your home.
[02:05:23.618 --> 02:05:33.824]  With recent regulations threatening the sale of silver-based supplements, now you can secure yourself and your family by producing your own silver solutions anywhere, anytime.
[02:05:34.764 --> 02:05:42.110]  You can have the peace of mind knowing that you can create endless supply of silver anytime, anywhere, for any application.
[02:05:42.310 --> 02:05:49.176]  The Silver Lungs Generator is a one-time purchase that requires no maintenance nor replacement parts for the life of the unit.
[02:05:49.536 --> 02:05:53.940]  This product was designed to be an invaluable part of your vital preparations.
[02:05:54.320 --> 02:06:01.626]  For a detailed report on the differences between ionic silver, colloidal silver, and what most silver solution manufacturers are producing,
[02:06:01.826 --> 02:06:11.693]  Please visit our website at www.silverlungs.com for more information on why you should be producing your own silver solutions right from your home, forever.
[02:06:12.333 --> 02:06:18.317]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[02:06:18.858 --> 02:06:21.259]  78% of the Midwest corn belt is in drought conditions.
[02:06:21.459 --> 02:06:26.503]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[02:06:26.823 --> 02:06:31.546]  The cost to feed livestock is forcing farmers and ranchers out of business, blowing up your food prices.
[02:06:31.786 --> 02:06:39.190]  The only strategy to counter this is to freeze your food costs to today's prices by getting your own supply of foods from eFoods Direct now.
[02:06:39.450 --> 02:06:43.132]  As the price of raw ingredients increases, eFoods will have to raise prices too.
[02:06:43.312 --> 02:06:44.893]  Now is the time to get your supply.
[02:06:45.113 --> 02:06:48.975]  I recently increased my supply from eFoods Direct because we've all known this was coming.
[02:06:49.115 --> 02:06:51.737]  You know about their delicious long-term storable foods.
[02:06:52.017 --> 02:06:54.659]  The fact is, you can eat it anytime to save money today.
[02:06:54.799 --> 02:06:59.223]  And because it's stored for 25 years, you're locking in today's prices and avoiding the rising food cost.
[02:06:59.363 --> 02:06:59.884]  Don't wait!
[02:07:00.004 --> 02:07:01.865]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex.
[02:07:01.886 --> 02:07:03.467]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[02:07:03.487 --> 02:07:05.008]  You can bet your life on eFoodsDirect.
[02:07:12.074 --> 02:07:17.338]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[02:07:17.578 --> 02:07:19.780]  Start purifying your water with ProPure.
[02:07:20.000 --> 02:07:28.946]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[02:07:29.106 --> 02:07:32.289]  Its filters are silver impregnated to prevent bacterial growth.
[02:07:32.549 --> 02:07:33.990]  There's no priming required.
[02:07:34.230 --> 02:07:36.271]  It's NSF-42 certified.
[02:07:36.512 --> 02:07:38.993]  Optional fluoride filters can reduce fluoride up to 95%.
[02:07:40.054 --> 02:07:41.394]  Easy to set up and use.
[02:07:41.594 --> 02:07:42.895]  Doesn't require electricity.
[02:07:43.015 --> 02:07:45.856]  Purify water from lakes, streams, ponds, and wells.
[02:07:46.176 --> 02:07:49.357]  This filter system leaves in beneficial minerals, which is key.
[02:07:49.557 --> 02:07:51.337]  Save money by not buying bottled water.
[02:07:51.457 --> 02:07:53.538]  And avoid BPA that leaches from the plastic.
[02:07:53.698 --> 02:07:56.299]  ProPure is the best gravity-fed filter out there.
[02:07:56.439 --> 02:07:57.739]  It's what my family uses.
[02:07:57.999 --> 02:08:01.220]  Infowars.com already has the lowest price on ProPure.
[02:08:01.320 --> 02:08:06.942]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[02:08:07.162 --> 02:08:08.302]  You can also call to order.
[02:08:09.303 --> 02:08:23.213]  888-253-3139 We now take you live to the Central Texas Command Center in the heart of the resistance.
[02:08:23.694 --> 02:08:26.356]  You're listening to the Alex Jones Show.
[02:08:27.937 --> 02:08:33.821]  Yes, and Mitt Romney has been elected the 45th President of the United States.
[02:08:34.622 --> 02:08:35.262]  Wait, wait, wait.
[02:08:35.423 --> 02:08:36.223]  Stop the presses.
[02:08:36.263 --> 02:08:36.924]  No, he hasn't.
[02:08:38.911 --> 02:08:54.121]  And I cut a video basically saying that but then pointing out 15 seconds later he hadn't been, to then show Democrats saying Obama's gonna win, there's no way he's gonna lose, and if he does it's election fraud and we're gonna burn things down and riot.
[02:08:54.561 --> 02:08:55.362]  You now have
[02:08:57.580 --> 02:08:59.702]  Michael Moore pushing this and calling for this.
[02:08:59.742 --> 02:09:06.109]  You now have slimeball Matthews pushing that it's fraud if Obama isn't elected.
[02:09:06.129 --> 02:09:08.712]  The George Soros type groups out there.
[02:09:08.752 --> 02:09:14.859]  You've now got Bill Maher saying black people are going to hunt down white folks and get them.
[02:09:16.101 --> 02:09:17.201]  Which is just ridiculous.
[02:09:17.642 --> 02:09:19.042]  It's just so over the top.
[02:09:19.962 --> 02:09:23.284]  You know, that little pencil neck up there on TV trying to say, be gangster!
[02:09:23.704 --> 02:09:26.065]  It's so condescending, it's so racist is what it is.
[02:09:26.765 --> 02:09:28.205]  And I'm just so tired of it.
[02:09:28.866 --> 02:09:31.386]  He'll lead the way up to the hoax that's going on with the Democratic Party.
[02:09:31.406 --> 02:09:33.907]  I'm not saying the Republican Party likes you either, unlike anybody.
[02:09:33.927 --> 02:09:38.889]  At the top it's a bunch of globalists as well, but it's two different gangs that have the same goals.
[02:09:38.909 --> 02:09:43.691]  They just got to act like they're different enough to be able to get people to vote for them.
[02:09:45.094 --> 02:09:48.939]  So we're going to be taking your calls, and then I'm going to get into a story that's up at DrugsReport.com.
