[00:00:15.137 --> 00:00:16.518]  You want to fight?
[01:52:11.576 --> 01:52:22.324]  The drone warfare we are pursuing worldwide is destined to end badly for us as the hatred builds for innocents' lives lost and the international laws flaunted.
[01:52:23.005 --> 01:52:29.990]  Once we are financially weakened and militarily challenged, there will be a lot of resentment thrown our way.
[01:52:31.811 --> 01:52:40.278]  It's now the law of the land that the military can arrest American citizens, hold them indefinitely without charges or trial.
[01:52:41.315 --> 01:52:45.637]  Rampant hostility toward free trade is supported by a large number in Washington.
[01:52:46.517 --> 01:52:54.620]  Supporters of sanctions, currency manipulation, and WTO trade retaliation call the true free traders isolationists.
[01:52:55.361 --> 01:52:59.122]  Sanctions are used to punish countries that don't follow our orders.
[01:52:59.762 --> 01:53:04.044]  Bailouts and guarantees of all kinds of misbehavior are routine.
[01:53:05.493 --> 01:53:12.037]  Central economic planning through monetary policy regulations and legislative mandates has been acceptable policy.
[01:53:12.057 --> 01:53:14.439]  I have a few questions.
[01:53:14.759 --> 01:53:18.842]  Excessive government has created such a mess it prompts many questions.
[01:53:20.063 --> 01:53:25.306]  Why are sick people who use medical marijuana put in prison?
[01:53:26.387 --> 01:53:29.849]  Why does the federal government restrict the drinking of raw milk?
[01:53:30.740 --> 01:53:36.205]  Why can't American manufacturers manufacture rope and other products from hemp?
[01:53:37.406 --> 01:53:43.111]  Why are Americans not allowed to use gold and silver as legal tender as mandated by the Constitution?
[01:53:43.792 --> 01:53:50.278]  Why is Germany concerned enough to consider repatriating their gold held by the Fed for her in New York?
[01:53:51.560 --> 01:53:53.441]  Is it that the trust in the U.S.
[01:53:53.501 --> 01:53:55.941]  and dollar supremacy beginning to wane?
[01:53:56.582 --> 01:54:02.003]  Why do our political leaders believe it's unnecessary to thoroughly audit our own gold?
[01:54:02.663 --> 01:54:06.085]  Why can't Americans decide which type of light bulbs they can buy?
[01:54:06.845 --> 01:54:12.907]  Why is it the TSA permitted to abuse the rights of any American traveling by air?
[01:54:13.787 --> 01:54:20.269]  Why should there be mandatory sentences even up to life for crimes without victims as our drug laws require?
[01:54:21.937 --> 01:54:25.980]  Why have we allowed the federal government to regulate commodes in our homes?
[01:54:26.680 --> 01:54:30.403]  Why is it political suicide for anyone to criticize AIPAC?
[01:54:31.284 --> 01:54:37.108]  Why haven't we given up on the drug war since it's an obvious failure and violates the people's rights?
[01:54:37.848 --> 01:54:43.252]  Has nobody noticed that the authorities can't even keep drugs out of the prisons?
[01:54:43.932 --> 01:54:47.855]  How can making our entire society a prison solve the problem?
[01:54:48.795 --> 01:55:01.319]  Why do we sacrifice so much getting unnecessarily involved in border disputes and civil strife around the world and ignore the root cause of the most dangerous, deadly border in the world?
[01:55:01.739 --> 01:55:04.120]  The one between Mexico and the United States.
[01:55:05.060 --> 01:55:10.082]  Why does Congress willingly give up its prerogatives to the executive branch?
[01:55:10.762 --> 01:55:14.763]  Why does changing the party and power never change policy?
[01:55:15.532 --> 01:55:18.594]  Could it be that the views of both parties are essentially the same?
[01:55:19.335 --> 01:55:29.483]  Why did the big banks, the large corporations and foreign banks and foreign central banks get bailed out in 2008 and the middle class lost their jobs and their homes?
[01:55:31.685 --> 01:55:38.130]  Why do so many in the government and the federal officials believe that creating money out of thin air creates wealth?
[01:55:39.102 --> 01:55:49.645]  Why do so many accept the deeply flawed principle that government bureaucrats and politicians can protect us from ourselves without totally destroying the principle of liberty?
[01:55:50.485 --> 01:55:54.306]  Why can't people understand that war always destroys wealth and liberty?
[01:55:55.107 --> 01:56:06.890]  Why is there no, so little concern for the executive order that gives the President authority to establish a kill list, including American citizens, of those targeted for assassination?
[01:56:08.115 --> 01:56:18.385]  Why is patriotism thought to be blind loyalty to the government and the politicians who run it rather than loyalty to the principles of liberty and support for the people?
[01:56:19.146 --> 01:56:24.271]  Real patriotism is a willingness to challenge the government when it's wrong.
[01:56:25.312 --> 01:56:32.599]  Why is it claimed that if people won't or can't take care of their own needs that people in government are able to do it for them?
[01:56:34.053 --> 01:56:40.756]  Why did we ever give the government a safe haven for initiating violence against the people?
[01:56:41.757 --> 01:56:45.419]  Why do so many members defend free markets but not civil liberties?
[01:56:46.319 --> 01:56:50.061]  Why do so many members defend civil liberties but not free markets?
[01:56:50.762 --> 01:56:51.622]  Aren't they the same?
[01:56:52.943 --> 01:56:56.545]  Why don't more defend both economic liberty and personal liberty?
[01:56:57.265 --> 01:57:03.048]  Why are there not more individuals who seek to intellectually influence others to bring about positive changes
[01:57:03.863 --> 01:57:10.866]  Those who seek power changes than those who seek power to force others to obey their commands.
[01:57:12.146 --> 01:57:22.651]  Why does the use of religion to support a social gospel and preemptive wars, both of which require authoritarians to use violence or the threat of violence, go unchallenged?
[01:57:23.211 --> 01:57:30.494]  Aggression and forced redistribution of wealth has nothing to do with the teachings of the world's great religions.
[01:57:31.824 --> 01:57:38.551]  Why do we allow the government and the Federal Reserve to disseminate false information dealing with both economic and foreign policy?
[01:57:39.612 --> 01:57:52.644]  Why is democracy held in such high esteem when it's the enemy of the minority and makes all rights relative to the dictates of the majority?
[01:57:53.502 --> 01:58:01.525]  Why should anyone be surprised that Congress has no credibility since there's such a disconnect between what politicians say and what they do?
[01:58:03.226 --> 01:58:12.169]  Is there any explanation for all the deception, the unhappiness, the fear of the future, the loss of confidence in our leaders, the distrust and the anger and frustration?
[01:58:13.374 --> 01:58:14.215]  Yes, there is.
[01:58:14.735 --> 01:58:16.596]  And there's a way to reverse these attitudes.
[01:58:16.956 --> 01:58:22.800]  The negative perceptions are logical and a consequence of bad policies bringing about our problems.
[01:58:23.240 --> 01:58:30.725]  Identification of the problems and recognizing the cause allow the proper changes to come easily.
[01:58:31.665 --> 01:58:34.667]  We should have more trust in ourselves, less in the government.
[01:58:35.402 --> 01:58:42.705]  Too many people have for far too long placed too much confidence and trust in government and not enough in themselves.
[01:58:43.186 --> 01:58:49.308]  Fortunately, many are now becoming aware of the seriousness of the gross mistakes of the past several decades.
[01:58:49.849 --> 01:58:52.230]  The blame is shared by both political parties.
[01:58:52.670 --> 01:58:59.673]  Many Americans now are demanding to hear the plain truth of things and want the demagoguing to stop.
[01:59:00.033 --> 01:59:03.395]  Without this first step, solutions are impossible.
[01:59:04.844 --> 01:59:12.230]  Seeking the truth and finding the answers in liberty and self-reliance promotes the optimism necessary for restoring prosperity.
[01:59:12.871 --> 01:59:17.835]  The task is not that difficult if politics doesn't get in the way.
[01:59:18.556 --> 01:59:22.339]  We have allowed ourselves to get into such a mess for various reasons.
[01:59:23.500 --> 01:59:26.783]  Politicians deceive themselves as to how wealth is produced.
[01:59:27.879 --> 01:59:31.481]  Excessive confidence is placed in the judgment of politicians and bureaucrats.
[01:59:32.021 --> 01:59:34.662]  This replaces the confidence in a free society.
[01:59:35.282 --> 01:59:45.666]  Too many in high places of authority became convinced that only they, armed with arbitrary government power, can bring about fairness while facilitating wealth production.
[01:59:46.226 --> 01:59:50.608]  This always proves to be a utopian dream and destroys wealth and liberty.
[01:59:51.008 --> 01:59:57.231]  It impoverishes the people and rewards the special interests who end up controlling both parties.
[01:59:59.312 --> 02:00:10.375]  It's no surprise that much of what goes on in Washington is driven by aggressive partisanship and power-seeking, with philosophic differences being minor.
[02:00:12.165 --> 02:00:14.007]  Economic ignorance is commonplace.
[02:00:14.087 --> 02:00:20.313]  Keynesianism continues to thrive, although today it is facing healthy, enthusiastic rebuttals.
[02:00:20.914 --> 02:00:30.323]  Believers in military Keynesianism and domestic Keynesianism continue to desperately promote their failed policy as the economy languishes in a deep slumber.
[02:00:31.053 --> 02:00:36.416]  Supporters of all government edicts use humanitarian arguments to justify them.
[02:00:37.016 --> 02:00:44.240]  Humanitarian arguments are always used to justify government mandates related to the economy, monetary policy, foreign policy, and personal liberty.
[02:00:44.860 --> 02:00:48.162]  This is on purpose to make it more difficult to challenge.
[02:00:48.682 --> 02:00:51.344]  But initiating violence for humanitarian reason
[02:00:52.131 --> 02:00:53.791]  Reason is still violence.
[02:00:54.151 --> 02:01:01.653]  Good intentions are no excuse and are just as harmful as when the people use and force with bad intentions.
[02:01:01.953 --> 02:01:03.853]  The results are always negative.
[02:01:04.293 --> 02:01:09.454]  The immoral use of force is the source of man's political problems.
[02:01:10.254 --> 02:01:18.756]  Sadly, many religious groups, secular organizations, and psychopathic authoritarians endorse government-initiated force to change the world.
[02:01:19.802 --> 02:01:27.067]  Even when the desired goals are well-intentioned, or especially when they're well-intentioned, the results are dismal.
