[00:00:00.229 --> 00:00:01.151]  Welcome to GCN.
[01:55:06.253 --> 01:55:06.673]  Look it up.
[01:55:07.973 --> 01:55:10.074]  Alex Jones catches bribery at State Capitol.
[01:55:10.094 --> 01:55:11.095]  The video's on YouTube.
[01:55:12.325 --> 01:55:19.569]  Uh, and, uh, a lady runs in and says, hey, that guy's paying those people $300 a piece saying good testimony.
[01:55:19.589 --> 01:55:20.530]  And it was like a movie.
[01:55:20.550 --> 01:55:23.672]  I walk out, he's paying the last one.
[01:55:23.692 --> 01:55:23.672]  20, 40, 50, 100.
[01:55:25.193 --> 01:55:26.313]  Here's another hundred.
[01:55:26.794 --> 01:55:28.054]  And I go, you just got paid off.
[01:55:28.114 --> 01:55:28.875]  Yeah, we did.
[01:55:30.060 --> 01:55:31.560]  You know, oh look, it's your little kid.
[01:55:31.580 --> 01:55:32.421]  I go, that's not my son.
[01:55:32.441 --> 01:55:33.641]  They go, oh yeah, it is.
[01:55:33.761 --> 01:55:35.662]  Ah ha ha, making fun of some lady's kid.
[01:55:36.442 --> 01:55:37.922]  And it turned out it was illegal.
[01:55:38.083 --> 01:55:38.863]  Nobody got in trouble.
[01:55:38.883 --> 01:55:41.864]  It was a State Ethics Commission investigation and they found it was illegal.
[01:55:42.964 --> 01:55:44.304]  The chairman of the committee got in trouble.
[01:55:45.685 --> 01:55:52.267]  And it was a white guy bringing black guys in to stand up and go, we're, you know, gang members, or were, and we're scary.
[01:55:52.387 --> 01:55:57.909]  Ban guns for, you know, ban the shooting sports in Texas is what they were going to do, and ban the gun shows.
[01:55:59.482 --> 01:56:02.404]  This is how they operate, and I for one am sick of it.
[01:56:02.764 --> 01:56:04.626]  Let's go to a phone call.
[01:56:04.746 --> 01:56:06.747]  Chris in Georgia on Communism.
[01:56:06.787 --> 01:56:07.168]  Go ahead.
[01:56:09.709 --> 01:56:10.530]  Come ahead, Chris.
[01:56:10.550 --> 01:56:11.791]  You're on the air, I promise.
[01:56:11.811 --> 01:56:14.973]  Alright, let's move to the next person.
[01:56:15.013 --> 01:56:16.514]  Let's talk to Nicole in Michigan.
[01:56:16.534 --> 01:56:17.115]  You're on the air.
[01:56:17.135 --> 01:56:18.736]  Hello, Alex.
[01:56:18.756 --> 01:56:18.796]  Hi.
[01:56:18.816 --> 01:56:21.538]  I just wanted to mention a couple of things.
[01:56:22.145 --> 01:56:29.919]  First off, I'm an herbalist and I would recommend that you get yourself some peppermint and honey tea to help soothe your throat right now.
[01:56:34.324 --> 01:56:43.229]  I was under the misguided, I'm using sarcasm here, but I was under the misguided notion that we've got terrorists all over the place.
[01:56:43.349 --> 01:56:49.712]  Shouldn't we as American people be able to defend ourselves against these evil terrorists that we keep getting told that are all over?
[01:56:50.032 --> 01:56:59.777]  Well, the problem is, that's a good point, is that when you get all the training manuals that are public, there's nothing about Al Qaeda, it's all about American gun owners.
[01:57:00.931 --> 01:57:04.992]  And conservatives and veterans and how we need to be disarmed and put in re-education centers.
[01:57:05.032 --> 01:57:06.473]  That's now in the official army manual.
[01:57:07.233 --> 01:57:10.534]  We've literally given you the code number for probably 50 times.
[01:57:11.214 --> 01:57:13.895]  And here's McClatchy, LA Times, you name it.
[01:57:14.395 --> 01:57:19.777]  Al-Qaeda group Syrian rebels once denied now key to anti-Assad victories.
[01:57:20.497 --> 01:57:22.758]  The CFR three months ago said they're commanding Al-Qaeda.
[01:57:24.018 --> 01:57:24.198]  U.S.
[01:57:24.258 --> 01:57:25.779]  aircraft carrier arrives off Syria.
[01:57:26.380 --> 01:57:26.500]  U.S.
[01:57:26.520 --> 01:57:28.421]  now ready for direct military confrontation.
[01:57:28.461 --> 01:57:35.105]  That's PrisonPlanet.com, but direct links to the Australian newspaper, Debka File, and Turkey newspapers.
[01:57:35.605 --> 01:57:40.348]  And so they're now ready for a direct confrontation with the Assad regime, backed up by the Russian government.
[01:57:41.589 --> 01:57:46.152]  And our government has put in at least 50,000 al-Qaeda fighters and has given them missiles.
[01:57:46.572 --> 01:57:48.933]  Shoulder-fired, surface-to-air, to bring down aircraft.
[01:57:48.953 --> 01:57:52.836]  They are shooting down helicopters, jets, you name it, and they are in the news.
[01:57:53.756 --> 01:57:59.460]  Syrian rebels, and this is in McClatchy Newspapers, when we finish with Assad, we will fight the U.S.
[01:57:59.480 --> 01:58:04.364]  So, we need to have articles, prepare for missiles to bring down aircraft, and the feds love it.
[01:58:04.524 --> 01:58:17.853]  They will let the men blow up, they will shoot aircraft when you take off from your local airport, they will blow the engine off, they will kill you, and the media will say we've got to give our rights up, and there'll be no discussion that our government gave them the missiles and runs al-Qaeda.
[01:58:17.873 --> 01:58:18.474]  What do you think of that?
[01:58:19.881 --> 01:58:20.882]  Oh yeah, I believe it.
[01:58:21.082 --> 01:58:22.943]  There's one other thing I wanted to mention.
[01:58:22.963 --> 01:58:23.043]  Sure.
[01:58:23.223 --> 01:58:40.595]  There's a diverse... I don't know if diverse is the word, but there's a clear difference between the people that grow up with the parents teaching them how to go hunting and how much fun and spending quality... That's a good point.
[01:58:40.615 --> 01:58:40.975]  Stay there.
[01:58:41.015 --> 01:58:42.576]  I'm coming back to you in 60 seconds.
[01:58:42.896 --> 01:58:43.397]  Stay with us.
[01:58:46.619 --> 01:58:48.340]  You are listening to GCN.
[01:58:50.120 --> 01:58:52.380]  Visit GCNlive.com today.
[01:58:55.821 --> 01:58:58.602]  Have you ever wanted to generate your own supply of electrical power?
[01:58:58.882 --> 01:59:00.562]  Even save money on your electric bill?
[01:59:00.842 --> 01:59:04.163]  If so, this could be one of the most important messages you will ever hear.
[01:59:04.483 --> 01:59:06.543]  Solar power generators are now available.
[01:59:06.683 --> 01:59:10.124]  These emergency backup systems provide life-saving electrical power.
[01:59:10.324 --> 01:59:16.125]  Unlike gas generators, a solar generator runs quietly, emits no fumes, and produces electricity from the sun.
[01:59:16.405 --> 01:59:19.766]  It's like having an electrical power plant running quietly in your own home.
[01:59:20.106 --> 01:59:24.709]  Run sump pumps, shortwave radios, computers, and even keep your food from spoiling.
[01:59:24.849 --> 01:59:30.573]  Whether it's hurricanes, ice storms, brownouts or blackouts, you'll never suffer through painful power outages again.
[01:59:30.833 --> 01:59:31.874]  And here's the best news.
[01:59:32.114 --> 01:59:35.056]  A remarkable fall truckload sale is going on right now.
[01:59:35.276 --> 01:59:39.078]  It gets you $1,700 in bonuses when you buy a solar generator.
[01:59:39.198 --> 01:59:41.800]  To find out why these solar generators are the best generators,
[01:59:42.000 --> 01:59:44.823]  And get $1,700 in bonuses for doing so.
[01:59:45.023 --> 01:59:46.904]  Go to falltruckloadsale.com.
[01:59:47.024 --> 01:59:48.866]  That's falltruckloadsale.com.
[01:59:49.106 --> 01:59:51.168]  Generate your own supply of electricity.
[01:59:51.288 --> 01:59:53.230]  Go to falltruckloadsale.com.
[01:59:53.330 --> 01:59:55.151]  That's falltruckloadsale.com.
[02:00:10.663 --> 02:00:14.849]  Big Brother, Mainstream Media, Government Cover-Ups.
[02:00:15.490 --> 02:00:16.291]  You want answers?
[02:00:17.092 --> 02:00:18.033]  Well, so does he.
[02:00:18.634 --> 02:00:22.339]  He's Alex Jones on the GCN Radio Network.
[02:00:22.820 --> 02:00:26.885]  And now, live from Austin, Texas, Alex Jones.
[02:00:27.586 --> 02:00:33.128]  Alright, I'm really going to try to race through your calls in the next segment, and we've got our Bin Laden raid footage released.
[02:00:33.148 --> 02:00:37.269]  If you believe that, the Easter Bunny will also give you some eggs coming up on Easter.
[02:00:38.130 --> 02:00:42.271]  But we're going to be breaking that down a lot in this third hour right now.
[02:00:43.091 --> 02:00:44.352]  There always is a lot in the third hour.
[02:00:45.009 --> 02:00:46.130]  I don't know which hour is the best, though.
[02:00:46.150 --> 02:00:48.611]  I think the first is the best sometimes, and I think the third is the best.
[02:00:49.012 --> 02:00:52.754]  Then I'm forced to cover everything in the third hour, but I rant pretty good and I'm fresh in the first hour.
[02:00:52.774 --> 02:00:55.796]  I don't know, but we have a lot of guests in the second hour, so what is the best?
[02:00:56.356 --> 02:00:57.777]  Let's talk to Nicole in Michigan.
[02:00:57.817 --> 02:01:01.860]  She was finishing up getting into... Well, restate what you were saying.
[02:01:01.920 --> 02:01:02.160]  Go ahead.
[02:01:03.217 --> 02:01:21.608]  Well, the thing I've noticed is that, you know, the families that the parents teach the kids how to use the guns, gun safety, and they make it a family thing to go out and go hunting and forage for their own food, have less gun
[02:01:22.348 --> 02:01:23.469]  Related issues.
[02:01:23.809 --> 02:01:25.089]  Less accidents.
[02:01:25.109 --> 02:01:26.010]  No, no, I agree.
[02:01:26.070 --> 02:01:33.093]  A lot of people don't get guns until they're 20 or 30 and they think it's all movies and then it's like, they've noticed if you put somebody in a uniform, they act authoritative.
[02:01:33.113 --> 02:01:36.874]  Or if you put somebody in lingerie, they, you know, they suddenly get sexually excited.
[02:01:37.275 --> 02:01:40.956]  It's the same thing of, here's a gun, they get all crazy with it.
[02:01:40.976 --> 02:01:43.697]  It's like a deer hunter who's 30 years old, never gone deer hunting.
[02:01:43.717 --> 02:01:49.580]  The first deer they see, they start shaking and freak out or shoot the neighbor's cow because, you know, they call it buck fever.
[02:01:50.280 --> 02:01:53.683]  You know, it's kind of like these greenhorn cops that can't even swim, can't even fight.
[02:01:54.003 --> 02:01:59.087]  Now they're pulling you over, they're so scared, they shoot you because they think you're Al-Qaeda, because the news told them so.
[02:01:59.848 --> 02:02:10.676]  But also, when you take your kids out in the garden, or you take them out hunting, or you take them out camping, they're designed to do this, and they get into the ooga-booga mode and start, you know, really getting excited.
[02:02:11.116 --> 02:02:13.698]  But if you don't do it when they're young, they never get into it.
[02:02:14.239 --> 02:02:16.020]  So it's part of the domestication process.
[02:02:16.100 --> 02:02:16.440]  I agree.
[02:02:16.460 --> 02:02:16.901]  Sorry, go ahead.
[02:02:18.155 --> 02:02:30.803]  My father, when he noticed I was getting interested in his guns, the first thing he did was went to the grocery store and bought some watermelons and shot them in front of me to show me how dangerous guns really are.
[02:02:31.243 --> 02:02:41.269]  Because you can't tell a kid how dangerous a gun is with words, because kids, they see information, the hearing information doesn't register as well.
[02:02:43.225 --> 02:02:45.930]  Who shot up some watermelons to show me?
[02:02:46.090 --> 02:02:46.932]  These are not toys.
[02:02:47.293 --> 02:02:48.034]  You don't touch these.
[02:02:48.375 --> 02:02:49.076]  These can kill you.
[02:02:49.727 --> 02:02:53.950]  Yeah, what's done in the country is you're always slaughtering pigs or cows.
[02:02:54.730 --> 02:02:58.472]  And what you do is, you know, you take somebody out and you say, don't touch the guns.
[02:02:59.313 --> 02:03:00.654]  And people say, oh, this is so primitive.
[02:03:00.694 --> 02:03:02.895]  No, this is what humans have done with swords and things.
[02:03:02.915 --> 02:03:05.117]  You look back and, you know, you got to butcher it.
[02:03:05.757 --> 02:03:06.958]  And you shoot the cow in the head.
[02:03:07.358 --> 02:03:12.921]  The kids think it's interesting because they're designed to not think it's false that they'd be freaked out butchering fish or cows or whatever.
[02:03:13.282 --> 02:03:18.485]  And then, you know, the tractor pulls them up by chains in the barn and you butcher the cow right there and they learn how to do it.
[02:03:18.945 --> 02:03:19.746]  That's real interesting.
[02:03:19.786 --> 02:03:23.388]  There's the liver, there's the kidneys, there's the cow's three stomachs.
[02:03:24.389 --> 02:03:27.691]  But they understand, you aim this at something, it kills it.
[02:03:28.511 --> 02:03:32.594]  Now, I've seen stuff butchered, but that's not how I was taught when I was about four years old.
[02:03:33.515 --> 02:03:36.597]  I was interested in guns and they took me out and let me shoot Folgers coffee cans.
[02:03:37.137 --> 02:03:40.279]  With a .410 shotgun and I wanted to shoot the 12-gauge, let me shoot that.
[02:03:40.339 --> 02:03:40.980]  Thought it was great.
[02:03:41.000 --> 02:03:43.041]  That's why I shoot 50 cows handheld.
[02:03:43.061 --> 02:03:43.782]  Don't think they kick.
[02:03:43.822 --> 02:03:44.822]  People think guns have kicks.
[02:03:44.842 --> 02:03:45.763]  I don't know what they're talking about.
[02:03:45.783 --> 02:03:46.764]  You pull it in your shoulder.
[02:03:47.284 --> 02:03:50.286]  And then my dad said, all right, see that Tweety Bird up there in that tree?
