[00:00:00.209 --> 00:00:01.229]  Mainstream media.
[01:46:30.457 --> 01:46:40.164]  If you were there, if you worked in an orphanage and they told you to put poison in the kids' milk, how about you just dump the milk in the trash can and say you're poisoning the kids?
[01:46:40.644 --> 01:46:42.586]  You know, if you don't have the courage to speak out.
[01:46:42.846 --> 01:46:47.970]  It's time for water department people, I know a lot of them are waking up and going to the city and saying, take it out.
[01:46:48.210 --> 01:46:54.455]  But the lobbyists come and give them a little bit of money because the city's paying millions on average for the poison.
[01:46:54.995 --> 01:46:57.477]  But I mean, how about at least you just throw it in the landfill?
[01:46:57.697 --> 01:47:00.359]  How about... I mean, I'm telling folks that work at water districts.
[01:47:00.440 --> 01:47:01.120]  It's poison.
[01:47:01.400 --> 01:47:02.261]  You know it's poison.
[01:47:02.301 --> 01:47:06.825]  You know the insert on it says, if you ate a gram of this, it would kill you.
[01:47:07.105 --> 01:47:11.368]  Then why are you putting it in the water, sending it to your family downstream and everybody else?
[01:47:11.749 --> 01:47:13.750]  It's time for people to not just sue.
[01:47:14.151 --> 01:47:16.733]  I think it's good to sue, good to be focused, good to be calm.
[01:47:16.953 --> 01:47:19.795]  But I think it's also good to run around like a chicken with your head cut off.
[01:47:20.116 --> 01:47:21.437]  That's very effective.
[01:47:22.257 --> 01:47:25.200]  Mr. Green, to wake people up out of their trance.
[01:47:25.400 --> 01:47:28.823]  All of us are attacking on different fronts in different ways.
[01:47:29.083 --> 01:47:32.386]  Because this is running around like a chicken with your head cut off issue.
[01:47:33.247 --> 01:47:49.341]  When they're putting lead, mercury, radon, uranium, plutonium, radioactive particles in there as well, and after a water district's been doing it for ten years, local news checked into what I said and put Geiger counters on the water department pipes and it's
[01:47:50.154 --> 01:47:53.356]  You know, 50 times in one newscast over what it's supposed to be.
[01:47:53.556 --> 01:47:54.916]  The Geiger counter's pegging.
[01:47:55.397 --> 01:47:57.738]  But then the news isn't allowed to say it's the fluoride.
[01:47:57.938 --> 01:48:00.779]  They run around bumbling, saying, we don't know why.
[01:48:00.799 --> 01:48:04.761]  I mean, do you see the level of the hoax I'm talking about here, sir?
[01:48:04.781 --> 01:48:05.982]  Well, I certainly do.
[01:48:06.022 --> 01:48:08.863]  And in fact, that's one of the reasons why we have to pierce through it.
[01:48:08.923 --> 01:48:13.245]  Because, you know, we have to recognize that the media plays a large role.
[01:48:13.285 --> 01:48:13.926]  They would rather
[01:48:14.566 --> 01:48:14.726]  Yes.
[01:48:42.151 --> 01:48:43.672]  That's what we're all up against, basically.
[01:48:44.313 --> 01:48:53.539]  So I have a telephone number 800-728-3833 that people are welcome to call me on and I can help guide them through certain issues.
[01:48:53.960 --> 01:48:59.724]  I have an email that they can do where I can send them specific documents depending upon what state that they're in that may be helpful.
[01:49:00.384 --> 01:49:09.671]  And that's an easy one, it's just my name with reverse, but Green Jeff, G-R-E-N-J-E-F-F, at Cox, that's C-O-X,
[01:49:12.586 --> 01:49:15.349]  I would be happy to talk with people because there are ways for us to do it.
[01:49:15.369 --> 01:49:26.703]  You have to be a little bit more disciplined but it really is something if we don't stand up for this and I'm sorry it's just like you said before, Alex said before, you're looking at statin drugs or lithium or other things can be placed in the water too.
[01:49:28.968 --> 01:49:33.813]  And of course, they always make jokes in national publications, Southern Property Law Center and others.
[01:49:34.313 --> 01:49:40.919]  Alex Jones thinks fluoride's bad, and he thinks they want to put drugs to control our minds.
[01:49:42.020 --> 01:49:49.287]  Meanwhile, AP, Fox, CNN, Japanese TV, they're going, oh, we should put lithium in.
[01:49:49.627 --> 01:49:50.968]  Oh, we should put statins in.
[01:49:51.489 --> 01:49:52.470]  Oh, we should, uh...
[01:49:53.210 --> 01:49:57.173]  Certify embryos beforehand to make sure there's not aggressive genes in them.
[01:49:57.453 --> 01:50:02.476]  I mean, they're just total nanny state of total control coming down on us.
[01:50:03.376 --> 01:50:06.458]  Jeff, in closing, where is the fight going right now?
[01:50:06.778 --> 01:50:15.584]  What can we do around the country to fight back against states that are trying to pass laws now saying, you know, before they just snuck it in, now they're like, it's the law, you will do this.
[01:50:16.024 --> 01:50:35.885]  Well here's the part to remember is by the time it gets to a city council meeting and I'm sorry what this sounds like but whether it's a city council meeting or it's a state legislature by the time the decisions have already been made you know they've already made those decisions that you know these are dog and pony shows when you get there so that the opportunity
[01:50:36.949 --> 01:50:40.013]  Contact with people who are in the community that are like-minded.
[01:50:40.033 --> 01:50:43.458]  You get in contact with people like myself or other people that are involved in.
[01:50:43.478 --> 01:50:46.843]  You prepare for it because the truth is you can block this.
[01:50:46.983 --> 01:50:48.706]  You can stop them from putting it in the water.
[01:50:49.186 --> 01:50:50.428]  I want to hear how you do that.
[01:50:50.468 --> 01:50:51.409]  Let's do one more segment.
[01:50:51.810 --> 01:50:52.411]  We'll be right back.
[01:50:52.471 --> 01:50:53.292]  InfoWars.com.
[01:50:54.253 --> 01:51:01.159]  A little over a year ago, I began to do a lot of research into why, even though I had a pretty good-sized meal, that I was still starving.
[01:51:01.399 --> 01:51:18.852]  And my research led me to a well-known fact that most of the soils that we grow our crops on here in the United States and across the industrialized world are almost completely depleted of almost all of the key minerals and trace elements that our bodies need to rebuild themselves, fight off cancer, and be healthy.
[01:51:19.113 --> 01:51:23.216]  I then searched out the best vitamin and mineral company out there.
[01:51:23.476 --> 01:51:25.017]  And discovered Young-Jevity.
[01:51:25.217 --> 01:51:33.002]  The Young-Jevity products are designed to give you the real nutrition you need, and once you've got that, you don't have to eat as much to be satisfied.
[01:51:33.303 --> 01:51:39.327]  I've lost 37 pounds in two months, simply getting the vitamins and minerals I need.
[01:51:39.567 --> 01:51:40.608]  Check it out for yourself.
[01:51:40.828 --> 01:51:41.588]  It's incredible.
[01:51:41.708 --> 01:51:50.654]  Go to Infowarsteam.com today and order your first canister of Beyond Tangy Tangerine Complete Multivitamin Mineral Complex Dietary Supplement.
[01:51:50.834 --> 01:51:52.976]  That's Infowarsteam.com.
[01:51:53.916 --> 01:51:55.677]  What is the most abundant resource on Earth?
[01:51:56.257 --> 01:51:56.517]  Water.
[01:51:56.777 --> 01:51:58.257]  It's essential for sustaining life.
[01:51:58.537 --> 01:51:59.998]  But it's not always the most available.
[01:52:00.218 --> 01:52:03.399]  When disaster strikes, water quickly vanishes from store shelves.
[01:52:03.559 --> 01:52:06.900]  Like it did during 9-11, Katrina, Japan, and in Joplin.
[01:52:07.000 --> 01:52:09.520]  Three days without water and your body begins to shut down.
[01:52:09.721 --> 01:52:13.402]  Don't risk being without an abundant supply of water when the next disaster hits.
[01:52:13.662 --> 01:52:15.062]  Get a Flow Jack hand well pump.
[01:52:15.202 --> 01:52:24.190]  The Affordable Flow Jack drops right into almost any well and is easy to install without having to remove the existing pump, giving you immediate access to plenty of cool, clean water.
[01:52:24.350 --> 01:52:31.757]  You could risk your family's health on a limited supply of stored water, or you could be prepared with the Reliable Affordable Flow Jack Backup Hand Pump Kit.
[01:52:31.877 --> 01:52:34.379]  Delivered to your door for only $3.99 complete.
[01:52:34.619 --> 01:52:36.520]  See how it works at Flojack.com.
[01:52:36.720 --> 01:52:39.482]  Spelled F-L-O-J-A-K dot com.
[01:52:39.642 --> 01:52:45.425]  Be sure to spell F-L-O-J-A-K dot com or call 855-4-FLOJACK.
[01:52:45.525 --> 01:52:48.187]  That's 855-435-6525.
[01:52:48.947 --> 01:52:50.188]  Proudly made in America.
[01:52:50.348 --> 01:52:51.589]  Flojack Hand Well Pumps.
[01:52:51.769 --> 01:52:52.970]  Peace of mind in a box.
[01:52:53.650 --> 01:52:55.231]  So you're a maker of something.
[01:52:55.551 --> 01:53:00.934]  Woodcrafts, fishing lures, glass designs, jewelry, purses, perfumes, goat's milk soap.
[01:53:01.314 --> 01:53:04.716]  Whatever it is, you made it here in America.
[01:53:05.076 --> 01:53:08.678]  Now you're eager for people to buy your products right here locally.
[01:53:08.958 --> 01:53:12.580]  Instead of buying competing products made on the other side of the world, right?
[01:53:12.880 --> 01:53:16.282]  Then you need to check out LocalMakers.com.
[01:53:16.602 --> 01:53:17.963]  Support America.
[01:53:18.263 --> 01:53:21.927]  Buy and sell locally at LocalMakers.com.
[01:53:22.187 --> 01:53:36.382]  Doesn't matter if you're a home-based business or a major manufacturer, LocalMakers.com offers an easy way to connect with customers within your local community, as well as across the U.S., simply by entering a zip code.
[01:53:36.722 --> 01:53:38.164]  And there's no cost to join!
[01:53:38.544 --> 01:53:45.988]  So if you're a maker who needs buyers, go to LocalMakers.com and stock your products on one of our shelves.
[01:53:46.468 --> 01:53:48.029]  LocalMakers.com.
[01:53:48.329 --> 01:53:52.751]  Promoting, preserving, and supporting your neighbor's manufacturing businesses.
[01:53:54.612 --> 01:54:03.556]  While you were sleeping, they came and took it all away.
[01:54:12.634 --> 01:54:14.897]  By the well-connected.
[01:54:14.957 --> 01:54:29.673]  Your little island is gone.
[01:54:29.733 --> 01:54:30.854]  Need to get this guy on.
[01:54:34.605 --> 01:54:36.446]  Listen, Don Henley, his songs are so good.
[01:54:36.466 --> 01:54:41.087]  I was rediscovering some of that music on this road trip, listening to it on the iPad.
[01:54:41.328 --> 01:54:45.069]  So politically aware from like the 80s, with deep understanding.
[01:54:45.109 --> 01:54:47.530]  There's folks out there that know exactly what's going on.
[01:54:47.550 --> 01:54:50.611]  It's just they've got to speak out, they've got to be involved.
[01:54:50.631 --> 01:54:52.492]  By the way, I talked to Dave Mustaine this morning.
[01:54:53.712 --> 01:55:00.775]  He's been trying to get a hold of me for weeks, and I just, I'm out of control.
[01:55:02.057 --> 01:55:04.359]  I don't even call Charlie Sheen back when he calls me and stuff.
[01:55:04.779 --> 01:55:06.841]  I just am so obsessed with news and information.
[01:55:07.602 --> 01:55:08.823]  But I really like Dave Mustaine.
[01:55:09.063 --> 01:55:10.985]  He said he did not endorse Santorum.
[01:55:11.225 --> 01:55:16.789]  He was just off-handedly saying, I like this guy, I like that guy, I like Ron Paul, but then he says stuff that doesn't make sense.
[01:55:17.230 --> 01:55:19.031]  I like Santorum on the Christian issues.
[01:55:19.672 --> 01:55:21.453]  Side issue, Dave Mustaine.
[01:55:22.254 --> 01:55:23.935]  He said, well I already put a press release out.
[01:55:23.955 --> 01:55:27.018]  You know, he would have basically said all this on my show first, but I never got the message.
[01:55:27.318 --> 01:55:28.780]  He said, no, I did not endorse Santorum.
[01:55:29.820 --> 01:55:36.002]  But he's invited me over to the concert and stuff when he's in Austin next week and more I'll just leave it at that so look for some surprises.
[01:55:36.902 --> 01:55:44.805]  He was gonna get out to town a few months ago and then I had some stuff that came up and so couldn't couldn't host him but he is coming to town.
