[00:00:00.009 --> 00:00:01.980]  Visit GCNLive.com today!
[01:49:04.015 --> 01:49:06.056]  I don't know if I have any money left after being taxed.
[01:49:06.116 --> 01:49:08.417]  I'm not sure what they're going to come after me for right now.
[01:49:08.477 --> 01:49:13.059]  But yeah, I believe the sun, unless you're sitting out there roasting in it, the sun is good for you.
[01:49:14.020 --> 01:49:15.120]  Well said, my friend.
[01:49:15.140 --> 01:49:16.781]  I want to come back and
[01:49:17.719 --> 01:49:22.802]  Look at some of the other big attacks on vitamin and mineral companies I know that are happening right now.
[01:49:22.882 --> 01:49:27.745]  And again, we have some big, and I mean big, breaking news when we start the next hour.
[01:49:27.845 --> 01:49:35.089]  And then about 20-30 minutes after that, we're going to have an expert on mind control in studio with us.
[01:49:35.569 --> 01:49:40.412]  Even Larry Pratt of Gun Owners of America is saying that Aurora looks like it was staged.
[01:49:42.233 --> 01:49:42.593]  Thank you.
[01:49:57.948 --> 01:50:08.398]  Uh, you know, you have to wonder what, where, you could see it coming right after the shooting that was out in Colorado with the tragic shooting and we're learning more and more things that make it seem kind of crazy.
[01:50:08.698 --> 01:50:14.103]  You know, it's looking more and more suspicious every day to me, uh, what happened down in Colorado.
[01:50:14.483 --> 01:50:18.847]  But you knew five seconds after it happened, after your grief went away for the people that were shot,
[01:50:19.267 --> 01:50:23.388]  I was waiting for all the calls for gun control that followed immediately thereafter.
[01:50:23.428 --> 01:50:30.289]  It was basically a, you know, the lightning struck and then the sonic boom that follows the thunder afterwards was more gun control.
[01:50:30.309 --> 01:50:33.810]  You know, as we sell, actually give away guns to Mexico.
[01:50:33.830 --> 01:50:35.330]  Look what's happening in Mexico!
[01:50:35.570 --> 01:50:40.851]  It's illegal to own a gun in Mexico, and there's more gun deaths in Mexico than almost any place in the world.
[01:50:41.251 --> 01:50:43.612]  So, we should follow that model, I guess, according to the U.S.
[01:50:43.652 --> 01:50:44.012]  government.
[01:50:44.232 --> 01:50:46.395]  Well, it's all about enslavement, and it's that simple.
[01:50:46.415 --> 01:50:51.381]  But as Time Magazine had to admit, we are winning the fight for the Second Amendment.
[01:50:51.441 --> 01:50:52.783]  The system is panicking.
[01:50:53.063 --> 01:50:54.705]  The public doesn't trust them anymore.
[01:50:55.146 --> 01:50:57.489]  So what does Corey Gold expect them to do next?
[01:50:57.809 --> 01:50:59.371]  We'll come back with Dr. Gold straight ahead.
[01:50:59.732 --> 01:51:01.294]  I'm Alex Jones of InfoWars.com.
[01:51:04.585 --> 01:51:05.846]  Hi, this is Alex Jones.
[01:51:05.886 --> 01:51:11.228]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:51:11.469 --> 01:51:16.111]  Did you know that in a real meltdown, non-hybrid seeds could become more valuable than silver or gold?
[01:51:16.491 --> 01:51:21.534]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[01:51:22.074 --> 01:51:26.755]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:51:27.295 --> 01:51:34.197]  They call it a survival seed bank, and it can produce an endless supply of nutrient-dense food for you and your family.
[01:51:34.397 --> 01:51:35.297]  And here's the best part.
[01:51:35.517 --> 01:51:41.879]  These seeds have not been genetically modified in any way, and you actually get enough seeds to plant a full acre crisis garden.
[01:51:42.199 --> 01:51:45.042]  So visit them today at survivalseedbank.com.
[01:51:45.383 --> 01:51:47.285]  That's survivalseedbank.com.
[01:51:47.605 --> 01:51:48.446]  Or give them a call at 877-327-0365.
[01:51:48.466 --> 01:51:48.666]  That's 877-327-0365.
[01:51:48.706 --> 01:51:51.689]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[01:51:52.190 --> 01:51:53.932]  This is Alex Jones for survivalseedbank.com.
[01:52:04.503 --> 01:52:08.026]  Digestive health is the key to wellness and elimination of toxins.
[01:52:08.366 --> 01:52:09.087]  That bears repeating.
[01:52:09.407 --> 01:52:12.930]  Digestive health is the key to wellness and elimination of toxins.
[01:52:13.290 --> 01:52:17.553]  And Pro-EM1 Daily Probiotic Cleanse is the key to digestive health.
[01:52:17.854 --> 01:52:23.318]  Pro-EM1 is a powerful liquid probiotic, strong enough to cleanse, gentle enough to use every day.
[01:52:23.698 --> 01:52:25.899]  Pro-EM1 is dairy, wheat, and soy free.
[01:52:26.159 --> 01:52:28.420]  Contains all natural and certified organic ingredients.
[01:52:28.660 --> 01:52:30.561]  Contains no preservatives or animal products.
[01:52:30.821 --> 01:52:32.762]  Supports a healthy digestive and immune system.
[01:52:32.902 --> 01:52:33.642]  Supports weight loss.
[01:52:33.922 --> 01:52:35.423]  Improves absorption of food nutrients.
[01:52:35.763 --> 01:52:37.124]  Aids in controlling yeast infections.
[01:52:37.384 --> 01:52:38.624]  Is never freeze-dried.
[01:52:38.944 --> 01:52:42.826]  And uses three groups of live, viable, beneficial microbes to cleanse and remove toxins.
[01:52:43.166 --> 01:52:46.609]  Order Pro-EM1 Daily Probiotic Cleanse at Terragonics.com.
[01:52:46.949 --> 01:52:50.552]  Spelled T-E-R-A-G-A-N-I-X dot com.
[01:52:50.853 --> 01:52:51.994]  Terragonics dot com.
[01:52:52.394 --> 01:52:56.117]  Or call toll free 866-369-3678.
[01:52:56.518 --> 01:52:59.560]  That's 866-369-3678.
[01:52:59.941 --> 01:53:02.142]  Pro-EM1, the raw probiotic.
[01:53:03.884 --> 01:53:07.987]  Hello, this is Ty Bollinger, author of the best-selling book, Cancer Step Outside the Box.
[01:53:08.628 --> 01:53:10.730]  I want you to know some very important information.
[01:53:11.640 --> 01:53:19.985]  In 1985, President Ronald Reagan requested that Carnivora be sent directly to the White House at a time when only the President could obtain this world-class healer.
[01:53:20.605 --> 01:53:25.528]  Now, 27 years later, Carnivora capsules are used around the world to keep people healthy.
[01:53:26.158 --> 01:53:37.131]  Now you can protect yourself and your loved ones in this age of superbugs with 17 naturally occurring compounds that instinctively respond to abnormal cells only without harming a single normal cell.
[01:53:37.531 --> 01:53:44.540]  If you want to stay healthy, now's your chance to literally wake up your critical immune cells to attack harmful invaders that don't belong in your body.
[01:53:45.220 --> 01:53:49.483]  Call 1-866-VENUSFLY or order from carnivora.com.
[01:53:49.503 --> 01:53:52.684]  That's C-A-R-N-I-V-O-R-A dot com.
[01:53:53.105 --> 01:54:00.068]  That's 1-866-836-8735, 1-866-VENUSFLY or visit carnivora.com.
[01:54:00.369 --> 01:54:01.369]  Protect your immune system.
[01:54:01.629 --> 01:54:02.670]  It's the only one you've got.
[01:54:16.747 --> 01:54:20.428]  Cyrus Jones from 1810 to 1913.
[01:54:21.769 --> 01:54:24.809]  Made his great-grandchildren believe you could live to 103.
[01:54:24.849 --> 01:54:31.351]  103 is forever when you're just a little kid.
[01:54:31.892 --> 01:54:33.192]  So Cyrus Jones.
[01:54:34.052 --> 01:54:36.473]  Cyrus Jones lived forever.
[01:54:36.693 --> 01:54:37.513]  Grave Digger.
[01:54:38.193 --> 01:54:39.494]  Grave Digger.
[01:54:39.654 --> 01:54:41.014]  When you dig my grave.
[01:54:41.054 --> 01:54:42.275]  When you dig my grave.
[01:54:42.455 --> 01:54:43.695]  Will you make it shallow?
[01:54:43.715 --> 01:54:45.176]  Will you make it shallow?
[01:54:45.476 --> 01:54:45.776]  So.
[01:54:51.416 --> 01:54:56.140]  I wish we could bury tyranny.
[01:54:59.102 --> 01:55:01.864]  Dr. Corey Gold is our guest.
[01:55:01.884 --> 01:55:08.950]  We're talking about the attacks on farming, ranching, your own rainwater, gardens.
[01:55:09.510 --> 01:55:10.311]  They're going in and...
[01:55:11.508 --> 01:55:16.892]  Oklahoma and other areas and cutting down people's backyard gardens now, not just front yard gardens.
[01:55:18.273 --> 01:55:22.216]  They're arresting people all over the country with lemonade stands, not just fining them.
[01:55:22.737 --> 01:55:28.101]  They gave a guy 30 days in jail for collecting rainwater for his backyard garden in Oregon.
[01:55:28.982 --> 01:55:30.843]  And they're saying, you bet we're going to arrest you.
[01:55:31.383 --> 01:55:35.026]  I mean, ladies and gentlemen, they do not want you taking care of yourself.
[01:55:35.046 --> 01:55:37.268]  They want you under this medical mafia.
[01:55:37.348 --> 01:55:37.989]  And that's where
[01:55:39.252 --> 01:55:42.936]  Young Jevity comes in at Infowarsteam.com.
[01:55:42.956 --> 01:55:51.824]  I mean, you've seen Aaron Dyches lose 92 pounds, and it's not even advertised with polymershed and beyond tangy tangerine to make you lose weight.
[01:55:51.844 --> 01:55:52.765]  You just aren't as hungry.
[01:55:53.025 --> 01:55:57.209]  You know, I lost 40 pounds and then haven't even been working out like I used to and have stayed there.
[01:55:57.250 --> 01:56:00.473]  If I worked out like Aaron does, I'd lose another 20, 30 like I need to.
[01:56:00.973 --> 01:56:03.536]  The point is, I'm still a bit chubby, but I was getting down right
[01:56:04.485 --> 01:56:04.946]  I think so.
[01:56:22.623 --> 01:56:24.846]  Uh, coming up at the start of the next hour.
[01:56:25.326 --> 01:56:35.637]  But getting back to Dr. Corey Gold, I mean, this really is about a revolution of taking our lives in our own hands and really coming out of this system.
[01:56:36.238 --> 01:56:37.880]  And that's where health comes in.
[01:56:37.940 --> 01:56:42.405]  They want us debilitated so they can sell us drugs that they know are making us sick.
[01:56:44.093 --> 01:56:47.915]  Well, today the word in medicine is living with disease.
[01:56:48.095 --> 01:56:50.876]  It's maintaining with a disease state.
[01:56:50.936 --> 01:56:52.777]  It's not about preventing disease state.
[01:56:53.017 --> 01:56:54.697]  It's not about curing disease state.
[01:56:55.058 --> 01:56:56.858]  It's about living with disease.
[01:56:56.898 --> 01:57:04.221]  If you listen to a lot of these things, we have these drugs which will help you function normally or close to normally with these diseases that you have.
[01:57:04.862 --> 01:57:07.383]  And what we're all about and what your show is all about is
[01:57:08.303 --> 01:57:09.244]  How do you live without?
[01:57:09.304 --> 01:57:10.325]  How do you not get them?
[01:57:10.585 --> 01:57:14.949]  And if you have them, how do you have your body work to fix them the best you can?
[01:57:15.530 --> 01:57:31.885]  And that's where great things like water comes in, and that's where food supplies come in, and that's where vitamins and minerals come in, and that's where doing things that just make common sense, having pure water, eating clean, non-GMO food, having vitamins, minerals, nutrients, omega oils,
[01:57:32.225 --> 01:57:46.128]  It just makes sense, but yet you hear TV telling you that people talk about drinking clean water and people that want non-GMO food and people talk about supplementing with vitamins and minerals are crazy people and it's like they're turning the world upside down on their head.
[01:57:46.188 --> 01:57:50.529]  It's like what makes common sense is meant to be crazy.
[01:57:50.989 --> 01:57:54.770]  And when the world buys into common sense being crazy, we're in a weird place.
[01:57:56.630 --> 01:57:57.690]  That's a good way to put it.
[01:57:58.170 --> 01:58:00.491]  I'm always trying to describe how these corporate
[01:58:01.519 --> 01:58:06.441]  Brainwashers sell us on the idea that we're the weirdos.
[01:58:06.981 --> 01:58:09.842]  They really are selling us on an upside down world.
[01:58:10.362 --> 01:58:13.383]  They're like, yeah, the fluoride brain damage is you put it in your water for your kids.
[01:58:13.723 --> 01:58:15.283]  We're like, but you admit it brain damages.
[01:58:15.724 --> 01:58:16.984]  Shut up, conspiracy theorist.
[01:58:17.304 --> 01:58:17.704]  Drink it.
[01:58:17.944 --> 01:58:21.565]  But, you know, Dr. Dean Adele, he says you don't need those vitamins.
[01:58:21.986 --> 01:58:22.986]  Vitamins are bad.
[01:58:23.026 --> 01:58:24.266]  He actually says they're bad.
[01:58:25.727 --> 01:58:26.407]  No, I'm not kidding.
[01:58:28.152 --> 01:58:30.513]  I mean, you do not need supplements.
[01:58:30.593 --> 01:58:32.354]  Studies show supplements are bad for you.
[01:58:32.575 --> 01:58:33.415]  I'm sure you've heard that.
[01:58:34.396 --> 01:58:36.437]  Oh yeah, that's been a saying for a long time.
