[00:02:32.947 --> 00:02:33.527]  Pull this over.
[02:24:29.327 --> 02:24:34.249]  BlackRock, the New World Order, is literally putting on blackface saying the establishment's black.
[02:24:34.369 --> 02:24:35.810]  Every corporate spokesperson's black.
[02:24:36.030 --> 02:24:37.611]  That's not a sign of black people doing better.
[02:24:37.871 --> 02:24:41.333]  That's the establishment camouflaging itself behind black people.
[02:24:42.202 --> 02:24:42.942]  Yes, yes.
[02:24:43.002 --> 02:24:47.384]  And the thing is, a lot of people, they'll be black and they'll hear these words I'm saying, and they get confused.
[02:24:47.404 --> 02:24:51.165]  It's like, by all means, I want black people to do good, but true representation.
[02:24:51.205 --> 02:24:53.045]  I don't want to live in a world of propaganda.
[02:24:53.105 --> 02:24:53.665]  It's not real.
[02:24:53.686 --> 02:24:54.486]  It's not a real world.
[02:24:54.726 --> 02:24:56.306]  Those aren't real people, you know.
[02:24:56.967 --> 02:24:57.627]  Look at simple.
[02:24:57.667 --> 02:25:01.368]  Hollywood's hated, it's collapsing, so it just put blackface on.
[02:25:01.748 --> 02:25:05.549]  Or the globalists wanted to invade Africa and exploit them, so they put Obama in.
[02:25:05.609 --> 02:25:06.829]  It's real simple.
[02:25:07.130 --> 02:25:07.350]  Yes.
[02:25:10.074 --> 02:25:10.674]  Yes, I agree.
[02:25:10.694 --> 02:25:10.914]  Yup.
[02:25:11.294 --> 02:25:16.135]  They put on the white camouflage to, you know, match the scenario of the propaganda that they're about to push out.
[02:25:16.775 --> 02:25:18.636]  You can rape Africa if you got a black president.
[02:25:18.916 --> 02:25:19.416]  Absolutely.
[02:25:19.436 --> 02:25:20.336]  I agree.
[02:25:21.596 --> 02:25:21.876]  Wow.
[02:25:22.597 --> 02:25:23.177]  Well, keep going.
[02:25:23.217 --> 02:25:29.058]  I don't hear what you're going to say next.
[02:25:29.498 --> 02:25:33.259]  That was really all I had to say that much about what the Democrats is doing.
[02:25:33.299 --> 02:25:33.719]  I do know
[02:25:34.821 --> 02:25:39.402]  I could go on and on about how much they have, you know, created every problem that we have.
[02:25:39.443 --> 02:25:40.083]  Like, I can go on and on.
[02:25:40.103 --> 02:25:42.063]  Yeah, well, go on and on, because it's really true.
[02:25:42.624 --> 02:25:44.424]  They create the problem and offer the solution.
[02:25:46.545 --> 02:25:48.845]  Yeah, they created the KKK completely.
[02:25:48.966 --> 02:25:59.789]  And the KKK, it began to rise right after the Civil War, when the Southern Democrats attempted to intimidate and bully the blacks now, and white residents, and to vote with Democrats.
[02:26:00.600 --> 02:26:02.902]  This is truly the reason the KKK existed.
[02:26:02.922 --> 02:26:04.043]  A lot of people aren't aware of that.
[02:26:04.423 --> 02:26:08.447]  The KKK wouldn't exist unless you had people trying to bully blacks into voting Democrat.
[02:26:10.188 --> 02:26:11.309]  And then I'll say the party switch.
[02:26:11.349 --> 02:26:20.276]  If the party switch found me, and a lot of people like me use Wikipedia, search on Wikipedia, and you find me 20 senators, 20 congressmen that all switched at the same time during this infamous switch.
[02:26:20.817 --> 02:26:21.457]  It didn't happen.
[02:26:22.098 --> 02:26:23.099]  There was no such thing as switch.
[02:26:23.159 --> 02:26:25.201]  It was always these same people that's been our enemies.
[02:26:25.361 --> 02:26:27.663]  They were the enemies then, and they are the enemies now.
[02:26:29.369 --> 02:26:30.270]  Let's think about history.
[02:26:30.330 --> 02:26:32.131]  People think history is a long time ago.
[02:26:32.211 --> 02:26:32.351]  No.
[02:26:32.771 --> 02:26:37.494]  Your ancestor, 10,000 years ago, had their babies that had people that had people.
[02:26:37.734 --> 02:26:41.156]  You're literally physically connected to them, flesh to flesh.
[02:26:41.576 --> 02:26:47.980]  And people think, and that's why things stay the same, is that it was the KKK, it was the Democrats, it was the Republicans stood up to it.
[02:26:48.580 --> 02:26:50.121]  And that's why it's the same thing.
[02:26:50.361 --> 02:26:54.564]  And the Democrats, the oldest party, are the most sophisticated, and that's why they're so hard to beat.
[02:26:56.317 --> 02:26:56.517]  Yes.
[02:26:57.038 --> 02:26:59.959]  Yeah, they control all the propaganda and they give us a false reality.
[02:27:00.020 --> 02:27:06.884]  A lot of people, they have to think, when I used to be in hip hop, I noticed one thing that celebrities are an extension of media.
[02:27:07.264 --> 02:27:21.494]  So when you have this echo chamber, even like your cancellation, if you've got celebrities attacking Alex Jones at the same time that CNN did or any of these other media companies, that is a vault syndication that was planned to create the narrative that the entire world is pissed off with this person.
[02:27:21.734 --> 02:27:26.117]  But it doesn't much matter if the syndication is only controlled by 12 people at maximum.
[02:27:27.265 --> 02:27:28.646]  So it's a false reality.
[02:27:28.746 --> 02:27:37.652]  If you see, you know, if you see any type of rapper or any type of celebrity that reacts to any type of news, we have characters reacting to some news about someone demanding for the band.
[02:27:38.113 --> 02:27:43.076]  Prior to Trump got banned, the way that they'll play this, Michelle Obama was the first person to request that President Trump got banned.
[02:27:43.616 --> 02:27:49.460]  And then you had the former CEO of Twitter, Jack, at that time, responding to Michelle Obama, saying this will be looked into.
[02:27:49.801 --> 02:27:51.942]  They create that story, they make it look believable.
[02:27:52.162 --> 02:27:56.165]  And that's why a lot of people are constantly stating that the world is a stage, because these people are so fake.
[02:27:56.872 --> 02:27:58.134]  And what you're saying is totally true.
[02:27:58.154 --> 02:28:02.381]  When you see a hundred celebrities come out and say, take the shots, they're getting paid by a PR firm.
[02:28:12.025 --> 02:28:14.347]  And now that the public sees this, we didn't talk before the show.
[02:28:14.627 --> 02:28:15.227]  We didn't plan.
[02:28:15.247 --> 02:28:16.308]  Some of this is all organic.
[02:28:16.968 --> 02:28:20.169]  And that's the way stuff used to work, by and large, was just the people were organic.
[02:28:20.209 --> 02:28:21.410]  What we wanted to do, we did.
[02:28:21.750 --> 02:28:24.612]  And what was better would come to the top, so we would kind of agree to that.
[02:28:25.032 --> 02:28:30.875]  But it seems like their centralization is over because like Toto and the Wizard of Oz, the curtains pull back.
[02:28:32.928 --> 02:28:33.568]  Agreed, yes.
[02:28:33.688 --> 02:28:35.289]  Yeah, we're looking behind that curtain right now.
[02:28:35.309 --> 02:28:36.769]  We're looking behind the green curtain, I agree.
[02:28:37.169 --> 02:28:39.149]  We're definitely in that era of seeing the wizard.
[02:28:39.630 --> 02:28:41.110]  Dom Lucret is impressive.
[02:28:41.190 --> 02:28:42.050]  One more segment with him.
[02:28:42.150 --> 02:28:44.891]  Dom underscore L-U-C-R-E.
[02:28:44.971 --> 02:28:45.871]  Follow him on Twitter.
[02:28:46.331 --> 02:28:48.411]  Follow him on X. Knows what he's doing.
[02:28:48.431 --> 02:28:50.572]  We've got to come together, folks, or I'll tell you, we're all dead.
[02:28:50.952 --> 02:28:52.512]  I mean, it's down to one more trick.
[02:28:52.592 --> 02:28:55.913]  I want to make sure to tell you, he's a great fan of me.
[02:28:56.153 --> 02:28:56.353]  Yes, sir.
[02:28:56.373 --> 02:28:57.073]  We'll come right back to you.
[02:28:57.093 --> 02:29:01.074]  When I say this, I mean it from the very bottom of my heart.
[02:29:02.256 --> 02:29:06.381]  I want to say thank you to all the viewers and listeners for supporting the broadcast over the years.
[02:29:06.861 --> 02:29:10.145]  We together have changed the world at an incredible level.
[02:29:10.205 --> 02:29:13.349]  And I want to salute the crew as well and all of our sponsors and supporters.
[02:29:13.789 --> 02:29:17.794]  Ladies and gentlemen, wow, the fight has really been joined with a globalist.
[02:29:18.818 --> 02:29:26.347]  And as we go into 2024, the most important election in world history, it is now more important than ever to get around the censors and override the globalists.
[02:29:26.367 --> 02:29:28.029]  So keep spreading the word about the broadcast.
[02:29:28.470 --> 02:29:29.631]  Keep sharing the articles and videos.
[02:29:30.032 --> 02:29:32.915]  Keep praying for the broadcast and our reporters and the crew.
[02:29:33.295 --> 02:29:34.977]  And shop at infowarestore.com.
[02:29:35.678 --> 02:29:36.479]  We're for Christmas.
[02:29:36.739 --> 02:29:37.960]  We have the biggest sales of the year.
[02:29:38.400 --> 02:29:39.461]  Double Patreon points.
[02:29:39.501 --> 02:29:40.462]  Storewide free shipping.
[02:29:40.782 --> 02:29:44.706]  Up to 60% off on products like BrainForce Plus, BrainForce Ultra.
[02:29:45.006 --> 02:29:46.367]  TurboForce is back in stock.
[02:29:46.787 --> 02:29:47.848]  X2 is back in stock.
[02:29:48.149 --> 02:29:49.610]  VazoBeats is back in stock.
[02:29:50.150 --> 02:29:51.411]  Body's Ultimate Turmeric Formula.
[02:29:51.511 --> 02:29:52.152]  It's all there.
[02:29:52.512 --> 02:29:54.194]  My new book, The Great Awakening.
[02:29:54.414 --> 02:29:55.615]  Do your Christmas shopping there.
[02:29:55.655 --> 02:29:57.196]  Get great products and fund the info war.
[02:29:57.416 --> 02:29:57.757]  Thank you.
[02:29:58.277 --> 02:30:02.559]  The InfoWars Live Silver Bullet Colloidal Silver has finally returned!
[02:30:02.779 --> 02:30:10.781]  To celebrate this powerful product's long-awaited homecoming, we're slashing $10 off the asking price, passing the savings on to you!
[02:30:11.162 --> 02:30:15.503]  Silver Bullet is the answer to Alex's extensive search for a powerful colloidal
[02:30:15.503 --> 02:30:23.088]  Belloidal Silver product that utilizes high quality processes that has applications for both preparedness and regular use.
[02:30:23.408 --> 02:30:34.334]  Concentrated to 30 parts per million in a pure base of deionized water, this survival silver is the perfect fit for you and your family's routine and emergency supply.
[02:30:34.655 --> 02:30:40.178]  Belloidal Silver is an amazing natural product that can assist your body's many healing processes.
[02:30:40.478 --> 02:30:48.542]  Do a deep dive, research the possibilities of colloidal silver yourself, and don't miss out on this limited-time offer of $10 off.
[02:30:48.702 --> 02:30:52.544]  Try InfoWars Life Silver Bullet Colloidal Silver today!
[02:30:52.764 --> 02:30:55.765]  Available right now at InfoWarsStore.com.
[02:30:58.664 --> 02:31:12.339]  Finally, after close to a year, in early November, where I'm cutting this ad, we finally got one of our flagship products back in stock, Ultra 12, the highest quality vitamin B12 organic.
[02:31:12.920 --> 02:31:17.846]  You take it under the tongue, so you get better absorption of the body through your blood vessels, and what it does,
[02:31:18.286 --> 02:31:18.747]  We're good.
[02:31:36.306 --> 02:31:41.288]  It's available from a top lab that we private label it through at InfoWarStore.com.
[02:31:41.828 --> 02:31:49.592]  Ultra 12, vitamin B12, taken sublingually, now back in stock at InfoWarStore.com.
[02:31:50.012 --> 02:31:52.153]  Or you can call toll free and order it as well, 888-253-3139.
[02:31:52.273 --> 02:31:53.773]  And Ultra 12 funds the InfoWar as well.
[02:31:58.035 --> 02:32:02.158]  Infowarsstore.com is like a grocery store, or like a vitamin shop.
[02:32:02.758 --> 02:32:04.699]  We want to have all the best brands for you.
[02:32:04.719 --> 02:32:06.460]  We want to have a bunch of different choices for you.
[02:32:06.760 --> 02:32:09.002]  So I get constant questions online and in person.
[02:32:09.242 --> 02:32:09.942]  Hey, what's better?
[02:32:10.042 --> 02:32:10.543]  Knockout?
[02:32:10.903 --> 02:32:11.483]  What's better?
