[00:00:05.739 --> 00:00:07.340]  Hitler took the guns.
[02:35:00.793 --> 02:35:05.015]  But what is it, from your research, like to be one of these people?
[02:35:05.015 --> 02:35:08.497]  Well, these people are basically incarnate demons.
[02:35:09.577 --> 02:35:33.671]  You know, if you go back to what I said, Alex, about the biological body being a biological computer, what inhabits it is anything from an expanded state of awareness to a demonic low vibrational moron.
[02:35:33.671 --> 02:35:37.773]  So it's what's inhabiting the biological
[02:35:39.355 --> 02:35:48.858]  And in terms of this cult, particularly the inner cause of this cult and the major gophers, they are demonically possessed.
[02:35:48.858 --> 02:35:58.302]  I just say to people, look into the eyes, because the eyes are indeed the window on the soul or the window on the no-soul.
[02:35:58.302 --> 02:36:04.104]  And you can see in the eyes the nature of the entity that's behind them.
[02:36:04.810 --> 02:36:08.271]  Go and look at Mark Rutter, the Netherlands Prime Minister.
[02:36:08.271 --> 02:36:09.932]  Go and look at his eyes.
[02:36:09.932 --> 02:36:12.413]  Look at Gates' eyes.
[02:36:12.413 --> 02:36:18.955]  Look at all these people's eyes and you'll see the demonic within them because that's what they are.
[02:36:18.955 --> 02:36:21.916]  And what they're doing is hiding
[02:36:22.768 --> 02:36:31.494]  Behind a biological computer system, a body, which looks like everyone else's.
[02:36:31.494 --> 02:36:36.118]  And so we look at them, people look at them, and they say, oh they're a human.
[02:36:36.118 --> 02:36:43.944]  But it's not what the body looks like, it's what's inhabiting the body and driving its behavior and driving its perceptions.
[02:36:43.944 --> 02:36:47.186]  And one of the things about this demonic realm
[02:36:49.039 --> 02:36:53.640]  is that it has no capacity for empathy.
[02:36:53.640 --> 02:36:57.281]  It has no capacity for compassion.
[02:36:57.281 --> 02:37:11.926]  And thus, when one of these entities is inhabiting one of these cult gopher bodies, that behavior will reflect the fact that it has no compassion and has no empathy.
[02:37:11.926 --> 02:37:15.807]  This is why Gates can do what he's done in the Covid era.
[02:37:16.307 --> 02:37:27.916]  To vast numbers of people who are now dead or have their health destroyed for life, and he will have no emotional consequence for that, because they're psychopaths.
[02:37:27.916 --> 02:37:39.045]  Psychopaths, if you look at the psychopathic traits, the top two are no empathy, not being able to put yourself in the feelings of those you're affecting, and no compassion.
[02:37:39.045 --> 02:37:41.007]  This is why these people are as they are.
[02:37:41.007 --> 02:37:43.189]  They're demonically possessed.
[02:37:43.889 --> 02:37:51.536]  And, you know, I do want to talk about two things which I think are very relevant to many things that are going on.
[02:37:51.536 --> 02:38:08.070]  First of all, there's what people call God, and secondly, and I'll start with this one, is that when Morpheus in the Matrix held up a battery and said the machines, or to go to the wider quote,
[02:38:09.106 --> 02:38:22.295]  The Matrix is a computer-generated dream world, it is, it's a simulation, created or designed to turn human beings into one of these, a battery.
[02:38:22.295 --> 02:38:32.582]  It was a profound truth because these entities, which are the fallen angels in the Bible, that's another thing about
[02:38:33.420 --> 02:38:36.441]  You look at the common themes.
[02:38:36.441 --> 02:38:41.522]  What Christianity calls Satan or the devil is this force.
[02:38:41.522 --> 02:38:47.823]  What Islam calls Iblis or Shaitan is this force.
[02:38:47.823 --> 02:38:53.524]  And therefore they're all talking about the same thing without actually realizing it.
[02:38:53.524 --> 02:39:00.125]  So what's happening is this demonic realm is feeding off human energy.
[02:39:00.686 --> 02:39:01.787]  That's what it's doing.
[02:39:01.787 --> 02:39:03.489]  Now what kind of human energy?
[02:39:03.489 --> 02:39:06.333]  This will explain a lot about the world.
[02:39:06.333 --> 02:39:14.743]  Because they're in a low vibrational state they can only absorb low vibrational energy.
[02:39:15.590 --> 02:39:16.150]  Yeah.
[02:39:16.150 --> 02:39:23.975]  Things like, you know, expanded consciousness and high frequency states of being, never the twain shall meet.
[02:39:23.975 --> 02:39:25.936]  They're on different wavelengths.
[02:39:25.936 --> 02:39:31.219]  So they have to manipulate the human population
[02:39:32.091 --> 02:39:56.902]  to fall into low vibrational emotional and mental states of fear, of anxiety, of resentment, of hatred, of conflict, because that generates through the emotional and mental energetic expression that low vibrational energy which they feed off.
[02:39:57.532 --> 02:40:04.476]  When they're doing a sacrifice and they say we're sacrificing to the gods, what does that mean?
[02:40:04.476 --> 02:40:20.505]  It means that they're going through rituals, and this is why even today these cultists are using Babylonian rituals, ancient Egyptian rituals, etc., because they are designed specifically to generate the terror
[02:40:21.232 --> 02:40:21.613]  I think so.
[02:40:39.173 --> 02:40:43.536]  We know they want a bunch of slaves to feed off of, then why do they want to depopulate us?
[02:40:43.536 --> 02:40:49.681]  Is that because they figured out that out of the mass of people, enough resistance is going to form, and they can't keep control?
[02:40:49.681 --> 02:40:52.023]  They want to replace us with robots that serve them?
[02:40:52.023 --> 02:40:58.828]  Because if they want to use us for psychic energy, why at the same time are they trying to kill as many of us as possible?
[02:40:58.828 --> 02:41:03.512]  Well, because their plan is to make it far, far more efficient.
[02:41:04.574 --> 02:41:18.802]  You see, if they're connecting AI, which is basically them, that's what it is, to the human brain, then what they're doing... They're going to terrorize and torture us and get way more energy off the individual.
[02:41:18.802 --> 02:41:24.546]  Yeah, they are dictating our perceptions and emotional states, and thus,
[02:41:25.510 --> 02:41:30.518]  We become basically machines to generate this low vibration.
[02:41:30.518 --> 02:41:31.680]  So the answer is what you just said.
[02:41:31.680 --> 02:41:36.306]  We're being converted from them doing it at an ambient level to them actually directly farming us.
[02:41:37.799 --> 02:41:44.986]  Yeah, think the Matrix and the babies feeding the machines, the energy of the babies feeding the machines.
[02:41:44.986 --> 02:41:47.408]  That's what we're looking at.
[02:41:47.408 --> 02:41:55.135]  A technological version, an AI version of... Alright, stand right there because he mentioned the occult rituals.
[02:41:55.956 --> 02:42:07.263]  Public satanic events at CERN, private ones, bohemian groves, skull and bones, and I look at it and I laugh until I realize how serious they are when I've gone and infiltrated some of these events and covered them.
[02:42:07.263 --> 02:42:08.724]  They take it deadly serious.
[02:42:08.724 --> 02:42:12.806]  And why are they doing such ancient rituals over and over again?
[02:42:12.806 --> 02:42:13.927]  What is the paradigm?
[02:42:13.927 --> 02:42:16.348]  What is the signature?
[02:42:16.348 --> 02:42:22.031]  Why did they in the 2012 Olympics have grim reapers using a COVID virus to murder everyone in London?
[02:42:22.031 --> 02:42:23.072]  We'll show that when we come back.
[02:42:23.072 --> 02:42:23.993]  Why do they have to tell us
[02:42:24.673 --> 02:42:26.674]  What they're going to do before they do it.
[02:42:26.674 --> 02:42:27.794]  David Icke is our guest.
[02:42:27.794 --> 02:42:31.135]  And 5G is opening up the dimensions for this.
[02:42:31.135 --> 02:42:34.936]  What is the Hadron Superconducting Super Collider doing in Europe?
[02:42:34.936 --> 02:42:36.977]  David Icke, DavidIcke.com.
[02:42:36.977 --> 02:42:39.297]  His new book drops very, very soon.
[02:42:39.297 --> 02:42:40.798]  The newest one is The Trap.
[02:42:40.798 --> 02:42:43.799]  The latest one that's about to come out is The Dream.
[02:42:43.799 --> 02:42:45.699]  Find it all at DavidIcke.com.
[02:42:45.699 --> 02:42:47.340]  I'm Alex Jones, InfoWars.com.
[02:42:47.340 --> 02:42:47.940]  We'll be right back.
[02:42:58.061 --> 02:43:01.183]  Thanksgiving 2023 is here.
[02:43:01.183 --> 02:43:06.627]  And I'm giving Thanksgiving for all we've done against tyranny and your incredible support together in this fight.
[02:43:06.627 --> 02:43:18.555]  And I'm particularly giving Thanksgiving that X2, our number one product, the only true atomic iodine on the market after a year plus of being sold out, is finally back in stock, ready to ship now.
[02:43:18.555 --> 02:43:23.138]  If you don't know the power of X2 and the iodine conspiracy, you are insane.
[02:43:23.138 --> 02:43:24.259]  Get X2 now.
[02:43:24.259 --> 02:43:25.339]  It could be the last run ever.
[02:43:25.339 --> 02:43:26.520]  We get shut down.
[02:43:26.520 --> 02:43:27.381]  While you still can,
[02:43:28.401 --> 02:43:36.368]  At InfoWarsTore.com, research iodine deficiency and billions of people with cognitive disabilities because they don't have it.
[02:43:36.368 --> 02:43:41.932]  X2, X2, X2 is now back in stock at InfoWarsTore.com.
[02:43:41.932 --> 02:43:45.114]  It takes a few weeks to kick in, but it is the building block to everything.
[02:43:45.114 --> 02:43:50.339]  It's the missing link that bomb us with the fluoride that is in the same family that has the opposite effect.
[02:43:50.339 --> 02:43:54.041]  This is the holy grail of supplements and empowering yourself.
[02:43:54.041 --> 02:43:55.763]  X2, back in stock right now.
[02:43:55.763 --> 02:43:56.904]  Discount at InfoWarsTore.com.
[02:43:58.157 --> 02:44:10.428]  We are in the middle of a crude and ugly communist revolution, funded by the big banks as a battering ram into a new age digital economy and a total surveillance state.
[02:44:10.428 --> 02:44:18.455]  All branches of government are attacking we the people and they offer us only one option, a meaningless vote in a rigged election.
[02:44:19.316 --> 02:44:21.658]  What we can do is be prepared.
[02:44:21.658 --> 02:44:30.784]  And you can support the InfoWar by shopping at InfoWarStore.com for products to help you through good times and bad.
[02:44:30.784 --> 02:44:34.227]  And you can share the videos at Band.Video.
[02:44:34.227 --> 02:44:39.971]  Our best hope still is and always has been a mass awakening.
[02:44:39.971 --> 02:44:41.212]  So download the videos.
[02:44:42.032 --> 02:44:46.315]  Share them, upload them, and send them everywhere.
[02:44:46.315 --> 02:44:49.958]  Let the world unite for truth, justice, and 1776 worldwide.
[02:44:57.190 --> 02:45:08.760]  Naturally sourced from the finest hemp plants in America, Rebel Zen offers the absolute finest quality CBD available and at the lowest prices.
[02:45:08.760 --> 02:45:23.352]  Extracted using a cold-pressed technique to retain the molecular integrity of the cannabinoids and terpenes within the plant, this full-spectrum formula ensures that your nervous system gets the full benefits of CBD.
[02:45:24.553 --> 02:45:34.979]  Premium quality organic CBD like Rebel Zen has been shown to naturally reduce anxiety, relieve pain, and decrease inflammation.
[02:45:34.979 --> 02:45:43.063]  People have reported a reduction in symptoms of insomnia, arthritis, seizures, chronic pain, and epilepsy.
[02:45:43.063 --> 02:45:49.687]  Several studies have shown it helps to reduce cortisol, increase serotonin, and boost vitality.
