[00:00:00.229 --> 00:00:01.190]  Ukraine's losing.
[02:08:43.491 --> 02:08:48.375]  But they don't even show him ramming with sign-in because I guess that just, you know, gets too complex for people.
[02:08:48.955 --> 02:08:50.897]  Dr. Beeney, thanks for joining us on Short Notice.
[02:08:50.937 --> 02:08:52.078]  Revolver.News.
[02:08:52.398 --> 02:08:58.478]   with the great work you do over there, but wow, I mean everybody seeing this is beyond vindication
[02:08:58.478 --> 02:09:02.877]   that this is in Congress and how are they indicting hundreds of people didn't even
[02:09:02.877 --> 02:09:08.157]   enter the Capitol and putting them in jail like our own reporters. One of our other reporters
[02:09:08.157 --> 02:09:13.677]   has been given a conviction for just being there. This is preposterous.
[02:09:13.677 --> 02:09:19.757]  First of all, it's really a thrill to be back.
[02:09:20.051 --> 02:09:44.571]  It's been, it's been a long time as I'm very glad that I'm back here to discuss a critically important development in the January 6th saga, the Fed Surrection saga, because notwithstanding the imminent likelihood of a defamation suit against myself, I will maintain as I have that Ray Epps is a smoking gun of the Fed Surrection.
[02:09:45.312 --> 02:09:46.453]  And what do I mean by that?
[02:09:47.116 --> 02:09:53.620]  Well, we've seen the video clip that Congressman Nell played, which, incidentally, comes from Revolver.News.
[02:09:53.660 --> 02:09:54.380]  That's our clip.
[02:09:54.621 --> 02:09:57.022]  It's been seen by tens of millions of people now.
[02:09:58.323 --> 02:10:00.544]  But it kind of speaks for itself.
[02:10:01.285 --> 02:10:05.908]  Here is an individual wearing a Trump hat, in camp.
[02:10:07.288 --> 02:10:13.368]  [inaudible]
[02:10:13.368 --> 02:10:21.387]   repeatedly demanding that the crowd go into the Capitol, not to, into the Capitol,
[02:10:21.387 --> 02:10:24.389]   and acknowledging his understanding that that would be illegal by
[02:10:24.389 --> 02:10:30.608]   prefacing every exhortation of that sort by saying, "I'll probably go to jail for this."
[02:10:30.768 --> 02:10:32.470]  I'll probably get arrested for this.
[02:10:32.790 --> 02:10:43.559]  But the only thing is, despite having his behavior so egregious that he was one of the first 20 people placed on the FBI's most wanted list in relation to January 6th.
[02:10:44.366 --> 02:11:02.483]  Despite being a January 6th participant whose behavior was so egregious that video of Epps was prominently featured in the New York Times's ominously titled documentary feature on January 6th called Day of Rage.
[02:11:03.384 --> 02:11:05.384]  But then everything changed.
[02:11:05.384 --> 02:11:10.623]  [BLANK_AUDIO]
[02:11:10.623 --> 02:11:11.423]  Let's do this.
[02:11:12.352 --> 02:11:13.472]  Dr. Beatty, stay right there.
[02:11:13.492 --> 02:11:14.613]  We're going to reconnect to you.
[02:11:14.653 --> 02:11:15.853]  You have a little bit of Skype problems.
[02:11:15.873 --> 02:11:16.573]  Let's disconnect.
[02:11:16.994 --> 02:11:17.574]  Let's reconnect.
[02:11:17.594 --> 02:11:19.074]  This is so important, what you're saying.
[02:11:19.134 --> 02:11:21.495]  And yes, they're going to sue Dr. Beatty.
[02:11:22.376 --> 02:11:23.396]  And he's totally innocent.
[02:11:23.556 --> 02:11:27.198]  All he did was show clips of what someone said, who text messaged his family.
[02:11:27.218 --> 02:11:28.558]  I orchestrated it.
[02:11:29.799 --> 02:11:30.679]  I orchestrated it.
[02:11:30.799 --> 02:11:35.621]  It's like you get caught at a bank with money in your hand, and you have a note in your pocket saying, I orchestrated it.
[02:11:37.202 --> 02:11:40.243]  But you understand these juries, these judges will not let any of that to the jury.
[02:11:42.372 --> 02:11:49.418]  And they will say that Dr. Beatty has not given them, they'll first sue him and demand his discovery.
[02:11:49.958 --> 02:11:53.421]  They'll say, give us discovery Dr. Beatty that you made up these lies.
[02:11:53.782 --> 02:11:55.723]  There will be no discovery he made up lies.
[02:11:55.783 --> 02:11:56.604]  He's showing you clips.
[02:11:57.024 --> 02:12:00.708]  The judge will then default him and say you did not give us the evidence that you were a liar.
[02:12:01.388 --> 02:12:05.370]  Jury, he is guilty, no evidence will be put on, no clips of rehabs.
[02:12:05.910 --> 02:12:10.812]  They will then say that Dr. Beattie made a $50 billion off of it, and the jury will rule $10 billion.
[02:12:11.012 --> 02:12:16.235]  And I'm not trying to, it doesn't matter, he'll get overturned on appeal, but I've experienced it, ladies and gentlemen.
[02:12:16.895 --> 02:12:19.296]  They did the same thing with the Dominion lawsuit.
[02:12:19.776 --> 02:12:21.597]  The judge didn't do an official default.
[02:12:23.418 --> 02:12:26.139]  They said, oh, I find you guilty, you lied.
[02:12:28.052 --> 02:12:32.997]  Yeah, I apologize for my connection here, but I was just setting it up to say that we've all seen how egregious his behavior is.
[02:12:32.917 --> 02:12:36.356]  only cut up a little bit so I reconnected. Please continue.
[02:12:36.356 --> 02:12:41.877]   Yeah, I apologize for my connection here, but I was just setting it up to say that we've
[02:12:41.877 --> 02:12:47.797]   all seen how egregious his behavior is. The New York Times featured him prominently in
[02:12:47.797 --> 02:12:53.077]   a segment called "Day of Rage" precisely because his behavior was so egregious.
[02:12:53.334 --> 02:13:03.016]  He was one of the first people named in the top 20 of the FBI's most wanted list in relation to January 6th, but then everything changed suddenly.
[02:13:03.576 --> 02:13:17.159]  And conveniently everything changed shortly after Revolver News created a national conversation pertaining to the possibility of federal involvement in January 6th.
[02:13:17.619 --> 02:13:23.206]   Then EPSA's name was quietly Taken off of the FBI's most wanted list.
[02:13:23.266 --> 02:13:46.476]  Then the New York Times, which previously had featured Epps as a key figure in their Day of Rage documentary, does a fully dedicated tough piece on Epps that doesn't explore or address any of the common sense questions or suspicions that arise as a result of just seeing what his behavior was.
[02:13:46.936 --> 02:13:48.517]  Then we have a 60 minutes segment.
[02:13:49.878 --> 02:14:15.503]  That was unbelievably sympathetic, and a 60 Minutes producer who incidentally led me on saying that he would have me on to address the alternative view, and they thought the alternative view was so devastating for Epps that they wouldn't even have me on because it would be too dangerous.
[02:14:19.496 --> 02:14:28.238]  And also, Adam Kinzinger, a man who spent a lot of time on all fours, a man who has never met a January 6th participant.
[02:14:28.278 --> 02:14:31.398]  He didn't want to see rotting in jail for less than 50 years.
[02:14:31.718 --> 02:14:35.639]  All of a sudden, Adam Kinzinger, it's revealed in the transcripts.
[02:14:35.479 --> 02:14:45.479]  [inaudible]
[02:14:45.479 --> 02:14:50.479]   And now to add to the list, the cherry on top of unlikely bedfellows for Epps,
[02:14:50.479 --> 02:14:55.809]   former head of the Arizona Oath Keepers, only guy caught on camera telling people to go into the
[02:14:55.809 --> 02:15:00.479]   Capitol as early as January 5th, the cherry on top is his legal representation.
[02:15:00.939 --> 02:15:04.262]  His lawyer is a guy called Michael Tater.
[02:15:04.662 --> 02:15:05.743]  Who is Michael Tater?
[02:15:06.123 --> 02:15:13.008]  He comes from deep within the bowels of the nexus of the Democrat machine and the national security establishment.
[02:15:13.509 --> 02:15:19.826]   He's in the employment of Notoriously disgraced Democrat hatchet man David Brock.
[02:15:20.586 --> 02:15:31.470]  He's also formerly an employee of the law firm Perkins Coie, one of the laboratories out of which the hoax steel dossier was concocted.
[02:15:32.110 --> 02:15:36.151]  These are the people pushing EPS, helping EPS.
[02:15:39.690 --> 02:15:44.611]  Let me ask you this, because you made a lot of great points in your Skype, I think, because you're not blocking calls.
[02:15:44.711 --> 02:15:45.631]  I can tell what's happening.
[02:15:45.671 --> 02:15:46.831]  I know Skype works.
[02:15:46.851 --> 02:15:49.512]  You're getting call after call after call, because people want you on right now.
[02:15:49.992 --> 02:15:50.912]  And that's messing it up.
[02:15:51.532 --> 02:15:58.514]  But they've definitely got to be in panic mode, because everybody knows close to a thousand people have been charged, most of them doing far less than Ray Epps.
[02:15:58.934 --> 02:16:00.254]  There's no way they get out of this.
[02:16:00.354 --> 02:16:03.875]  Not suing Fox, not suing Tucker, not suing you.
[02:16:04.775 --> 02:16:08.776]  I mean, I don't see how they ever get around the fact that your Skype's back now.
[02:16:09.116 --> 02:16:15.543]  That this is so blaring and so obvious and they've not been able to repackage Ray Epps as a hero.
[02:16:15.583 --> 02:16:20.849]  What about the timing that they filed the lawsuit right after the FBI director got confronted?
[02:16:22.082 --> 02:16:24.924]  Well, I don't know too much about the timing.
[02:16:24.964 --> 02:16:27.986]  I think this has been in the works for a very long time.
[02:16:28.006 --> 02:16:39.794]  In fact, I know it's been in the works for a very long time, and I think it's probably worthwhile to address some of the contextual and strategic questions surrounding the defamation claim itself.
[02:16:40.635 --> 02:16:49.641]  It's important to note that at the moment, technically speaking, I am not a defendant in a defamation case, and neither is Tucker Carlson.
[02:16:50.148 --> 02:16:54.692]  Fox News is the defendant in this case, and I think there's a reason why.
[02:16:55.193 --> 02:17:00.898]  First of all, as you mentioned, Fox News has demonstrated that it is a soft target.
[02:17:01.458 --> 02:17:13.870]  They caved weakly, shamefully, unnecessarily in the Dominion case and agreed to settle for a number that's close to a billion dollars.
[02:17:14.571 --> 02:17:25.036]  They have a target on their back, and it's very clear from the language of the legal complaint that they're trying to piggyback off of the Dominion precedent in order to milk more money out of Fox.
[02:17:25.696 --> 02:17:27.957]  Here's why I think Fox will comply.
[02:17:28.838 --> 02:17:30.779]  First of all, they're just soft and weak.
[02:17:31.139 --> 02:17:35.721]  It's a weak corporation, as most American corporations are, if not all.
[02:17:36.842 --> 02:17:41.564]  Secondly, it's in their self-interest to settle this case.
[02:17:42.084 --> 02:17:43.105]  Why, one might ask?
[02:17:44.929 --> 02:17:47.250]  They just fired Tucker Carlson.
[02:17:48.070 --> 02:17:58.394]  By settling this case, they can reinforce the narrative that Tucker Carlson was a liability for them, and therefore they were justified in firing Tucker.
[02:17:58.914 --> 02:18:01.815]  So, I think their interest is to settle.
[02:18:01.835 --> 02:18:03.136]  Well, exactly!
[02:18:03.276 --> 02:18:08.998]  They want to do it to legitimize January 6th, their false narrative in firing Tucker, but no one's buying it!
[02:18:09.298 --> 02:18:12.199]  Just like indicting Trump, sending 20 points up!
[02:18:12.279 --> 02:18:13.860]  I mean, this is gonna...
[02:18:14.795 --> 02:18:16.016]  I think this is going to blow up in their face.
[02:18:16.036 --> 02:18:16.516]  What do you think?
[02:18:16.536 --> 02:18:17.997]  I think even the dumbest D.C.
[02:18:18.037 --> 02:18:20.359]  jury is going to say, no, Fox News.
[02:18:20.859 --> 02:18:21.540]  But see, you're right.
[02:18:21.800 --> 02:18:23.081]  Fox won't put a defense on.
[02:18:23.301 --> 02:18:24.162]  They'll just roll over.
[02:18:24.182 --> 02:18:25.823]  They'll roll over.
[02:18:25.863 --> 02:18:26.924]  It won't go to a jury.
[02:18:26.984 --> 02:18:51.379]   And the other reason is, I think there's a possibility that they wouldn't sue Fox if they thought that Fox would play hardball and retaliate, you know, taking advantage of the discovery process, because that could be We don't know Murdoch doesn't have some buyout for Fox Steel I've been told about for $10 billion where he gets paid $3 billion more than it's worth by some big corporation for rolling over to discredit conservatives.
[02:18:51.619 --> 02:18:53.020]  In fact, I think that's what's going on.
[02:18:53.040 --> 02:18:55.442]  In fact, from my sources, I'm told that is what's going on.
[02:18:56.107 --> 02:18:59.590]  Yeah, Fox, in my estimation, will cave on this.
[02:18:59.790 --> 02:19:05.574]  It serves their interests, it serves the regime's interests, it serves EPSA's interests, because EPSA's interested in money.
[02:19:05.594 --> 02:19:08.397]  Exactly, so Fox is loyal opposition to the New World Order.
