[00:00:00.089 --> 00:00:00.789]  We need your prayers.
[02:05:51.667 --> 02:06:00.432]  But when it comes to the client lawyer privilege here, let's say Trump's lawyers don't want to cooperate.
[02:06:01.173 --> 02:06:04.435]  What sort of tactics could be used to force their hand?
[02:06:05.740 --> 02:06:06.240]  Or have been.
[02:06:06.260 --> 02:06:08.961]  Well, they didn't cooperate.
[02:06:09.021 --> 02:06:14.683]  When they received the subpoena, they moved to quash it.
[02:06:15.884 --> 02:06:21.726]  And the federal judge said, well, I have to hold a hearing because I have two different versions of events here.
[02:06:22.146 --> 02:06:26.347]  So Trump's lawyers actually testified at a secret hearing.
[02:06:27.648 --> 02:06:35.843]   And as a result of that hearing, The judge ruled that the crime-fraud exception applied.
[02:06:37.003 --> 02:06:41.964]  Now, I don't know exactly what happened at the hearing because it was secret, but it went on for a week.
[02:06:42.044 --> 02:06:48.025]  They actually took testimony, put the lawyers on the stand, and then Trump's lawyers got it.
[02:06:48.505 --> 02:06:56.247]  A new set of lawyers got a chance to examine their colleagues on the witness stand in an effort to take the sting out of what they said.
[02:06:56.307 --> 02:06:57.847]  But the judge ruled against them.
[02:06:57.887 --> 02:07:00.108]  She did not quash the subpoena.
[02:07:01.108 --> 02:07:04.829]  And then it was appealed to an appellate court, which upheld her three to nothing.
[02:07:06.035 --> 02:07:08.197]  Well, let's talk about strategy here.
[02:07:08.217 --> 02:07:12.500]  I know you earlier mentioned the plea agreement, or thinking about a plea agreement.
[02:07:13.541 --> 02:07:22.467]  When it comes to strategy, is there a legal strategy for Donald Trump to try to get all of this done and out of the way as quickly as possible?
[02:07:23.288 --> 02:07:30.734]  Or is it this thing is going to go on as long as possible, that's what the government wants to happen, and so there's no point in trying to fast-track it?
[02:07:31.954 --> 02:07:42.897]   I have argued Not on your show or Alex's show, but elsewhere, that Trump's lawyers should assert his right to a speedy trial, because I don't think the government is ready.
[02:07:44.298 --> 02:07:52.661]  I would demand a trial in the next month or so, A, to catch the government flat-footed, and B, to get it over with.
[02:07:54.502 --> 02:08:01.908]  But Trump, I think, has instructed his team to follow his normal practice, which is to delay it as long as he can.
[02:08:02.208 --> 02:08:08.692]  I honestly think that Trump expects the Republican nomination and expects to win and expects the pardon himself.
[02:08:08.732 --> 02:08:12.295]  That's another constitutional issue as to whether that can be done.
[02:08:13.696 --> 02:08:17.779]  If those events were to happen, that would not help him in Georgia.
[02:08:17.799 --> 02:08:19.900]  He hasn't been indicted there yet, but that's coming.
[02:08:20.341 --> 02:08:21.702]  And it would not help him in New York.
[02:08:21.762 --> 02:08:23.623]  He's been indicted but not convicted.
[02:08:24.989 --> 02:08:27.231]  What if the self-pardoning were upheld?
[02:08:28.412 --> 02:08:35.838]  Mar-a-Lago goes away and whatever's coming, we expect this week, maybe even today, January 6 goes away.
[02:08:38.060 --> 02:08:41.343]  So you think it's really that wide of a margin here?
[02:08:41.383 --> 02:08:50.931]  We're talking about either him pardoning himself in 2025 or asserting his rights to a speedy trial and trying to have all of this done before 2024.
[02:08:52.714 --> 02:09:00.357]  I think he will catch the government flat-footed if he asserts his right to a speedy trial, and I've been saying that consistently for a while.
[02:09:00.397 --> 02:09:02.117]  By the way, that is almost always the case.
[02:09:03.358 --> 02:09:05.778]  The government is rarely ready.
[02:09:06.439 --> 02:09:10.780]  In this case, the government itself, the original trial date was August.
[02:09:10.820 --> 02:09:12.481]  The government said, well, we're not ready until August.
[02:09:12.501 --> 02:09:13.301]  Give us December.
[02:09:14.116 --> 02:09:19.141]  And then everybody looked at, there's over a million pages of documents, over a million pages.
[02:09:19.722 --> 02:09:26.929]  Everybody looked at this million page pile of a million pages and said we'll move it to May.
[02:09:26.989 --> 02:09:29.031]  So right now it's scheduled for May of 24.
[02:09:29.211 --> 02:09:36.478]  If I were him I would do it now, get it over with, get whatever the outcome, it's not going to go to jail immediately, but get back to campaigning and have it behind you.
[02:09:37.867 --> 02:09:41.589]  How much does this weigh on the judges that are involved in this?
[02:09:41.689 --> 02:09:48.072]  I mean, whether you believe this is politically motivated or not, obviously that is in the judge's mind.
[02:09:49.513 --> 02:09:51.994]  And I'm not saying the judges can't act impartially.
[02:09:52.394 --> 02:09:54.875]  We can judge that based on what goes on.
[02:09:55.215 --> 02:09:57.056]  But I mean, how much does that weigh on these judges?
[02:09:57.076 --> 02:10:03.439]  I mean, we're talking about these are some of the most politically implicated cases in U.S.
[02:10:03.519 --> 02:10:07.061]  history, and that has to weigh on these judges.
[02:10:09.901 --> 02:10:20.627]  Well, it does, from a human perspective, I can tell you that, having been there, not on the federal bench, but on the state bench, and having tried very high profile cases.
[02:10:21.988 --> 02:10:29.373]  But legally, the argument that this is a political interference is not one that the court will even hear.
[02:10:29.413 --> 02:10:32.434]  That is not a cognizable defense.
[02:10:32.514 --> 02:10:38.438]  That would come out of Trump's mouth, because that is basically an argument for jury nullification.
[02:10:39.375 --> 02:10:42.578]  So jury nullification says put aside guilt or innocence.
[02:10:43.259 --> 02:10:48.104]  This is a case that shouldn't be brought against this defendant in this courtroom at this time.
[02:10:49.005 --> 02:10:52.708]  Now there is precedent for jury nullification in this country.
[02:10:54.330 --> 02:10:55.491]  Judges hate it.
[02:10:56.332 --> 02:10:58.434]  Judges will not tell juries about it.
[02:10:58.494 --> 02:11:18.702]   But there are ways for a sophisticated defense counsel to remind the jury That even if they believe the government has proven the defendant guilty beyond a reasonable doubt and to a moral certainty, they can still acquit if they believe that this charge should not have been brought against this defendant in this courtroom at this time.
[02:11:19.517 --> 02:11:20.577]  Well, and jury nullification.
[02:11:20.897 --> 02:11:26.499]  For those out there, if you get a notice for jury duty when they're selecting, just don't even say anything.
[02:11:26.539 --> 02:11:27.740]  Just say jury nullification.
[02:11:27.760 --> 02:11:30.761]  They'll get you out of that courtroom faster than you can split a wig.
[02:11:31.281 --> 02:11:37.623]  But this might be the one case where Trump's legal team might actually want jury nullification.
[02:11:37.643 --> 02:11:40.364]  They might hear somebody say that and say, we need to actually try to keep this guy.
[02:11:40.664 --> 02:12:06.464]   Now obviously the prosecutors are going to want to get anybody that has that notion If the government can prove everything in the superseding indictment, if they can prove everything, if they can prove 90%, if they can prove 60% of what's in there, Trump's best out is jury nullification.
[02:12:07.105 --> 02:12:10.668]  And the basis for it would come out of his mouth on the witness stand.
[02:12:11.887 --> 02:12:17.832]  And then a very, very sophisticated argument that doesn't mention that phrase.
[02:12:18.292 --> 02:12:24.317]  An argument like, you know, if you believe these charges shouldn't have been brought, you can do the right thing.
[02:12:25.138 --> 02:12:27.180]  I don't think a judge would interfere with that.
[02:12:27.700 --> 02:12:38.469]  But if you ask for permission to argue jury nullification, you are hearing out of the mouth the only judge in the United States that permitted that.
[02:12:40.137 --> 02:12:44.918]  So that would be another groundbreaking phenomenon for these legal proceedings.
[02:12:46.358 --> 02:12:46.718]  Indeed.
[02:12:47.658 --> 02:12:54.079]  Now Trump's defense, his continued defense, is the Presidential Records Act and the Bill Clinton socks case.
[02:12:54.540 --> 02:12:56.080]  How strong is that defense, Judge?
[02:12:57.240 --> 02:12:57.900]  Not at all.
[02:12:58.880 --> 02:13:00.161]  Not at all.
[02:13:01.961 --> 02:13:14.422]   The Bill Clinton socks case was based on a plea deal That the Feds worked out, which resulted in the prosecutor becoming a federal judge.
[02:13:14.442 --> 02:13:16.323]  It was reprehensible, but that happens.
[02:13:18.044 --> 02:13:39.549]   The Presidential Records Act basically says if you want something back from the White House after you left, we can't take it with you, but if you want to identify things back, tell us and we'll We'll look at them and decide if you can have them.
[02:13:39.609 --> 02:13:44.731]  They are not a defense to the unlawful criminal retention of documents.
[02:13:46.332 --> 02:13:48.693]  So let's try to have an exercise here.
[02:13:48.813 --> 02:13:53.835]  Let's have Judge Napolitano put the gavel down, take the robe off.
[02:13:55.211 --> 02:14:10.284]  When you see all of this going on, whether it's the Trump legal issues, the Biden legal issues, both of them happening at the same time, the tit-for-tat with the charges, the indictments, the testimony, new indictments, everything that's going on, what do you think about?
[02:14:10.384 --> 02:14:12.546]  Where do you see our country is at right now?
[02:14:12.646 --> 02:14:15.429]  This is a Cold War D.C., is what I see.
[02:14:17.070 --> 02:14:24.529]   I want to know what Robert Herr, H-U-R, The Republican Special Counsel investigating Joe Biden has.
[02:14:24.709 --> 02:14:30.292]  I want to know that, whether I'm Kevin McCarthy or whether I'm Andrew Napolitano, voter in New Jersey.
[02:14:30.332 --> 02:14:32.354]  You asked me to take my judicial hat off.
[02:14:33.274 --> 02:14:35.376]  I want to know what that is.
[02:14:35.476 --> 02:14:37.477]  Is it national defense information?
[02:14:38.137 --> 02:14:42.880]  Or sometimes things are made secret that are silly, or is it a silliness?
[02:14:43.781 --> 02:14:46.823]  Was it intentional or was it an accident?
[02:14:47.563 --> 02:14:48.624]  And why is it that?
[02:14:51.160 --> 02:15:00.802]  Jack Smith has completed his investigation of hundreds of national defense documents and Robert Herr has not completed his investigation of fewer than a dozen.
[02:15:01.702 --> 02:15:02.623]  That's what I want to know.
[02:15:02.683 --> 02:15:03.283]  Big picture?
