[00:00:03.253 --> 00:00:05.115]  We're live!
[02:12:45.183 --> 02:12:46.745]  We lost each other for five years.
[02:12:46.745 --> 02:12:47.507]  We're back in contact.
[02:12:47.507 --> 02:12:49.731]  Before he leaves, give him my new cell phone number.
[02:12:49.731 --> 02:12:51.934]  People keep leaking my numbers, so I'll get that to you, Daniel.
[02:12:52.990 --> 02:12:55.611]  I want you to come back to commercial free shows too and podcasts.
[02:12:55.611 --> 02:12:56.311]  We get millions of views.
[02:12:56.311 --> 02:12:58.251]  You can send us all the documents.
[02:12:58.251 --> 02:12:59.972]  We'll do whole presentations.
[02:12:59.972 --> 02:13:04.833]  You can come here to Austin if you can get up here and we'll let you do a big PowerPoint right here.
[02:13:04.833 --> 02:13:07.854]  But get into what you're about to say.
[02:13:07.854 --> 02:13:12.295]  The next part, but I wanted you to humor me because some stations didn't carry that first five.
[02:13:12.295 --> 02:13:14.136]  You're right because I know these people.
[02:13:14.136 --> 02:13:14.976]  I'm not going to say names.
[02:13:16.176 --> 02:13:21.981]  The average globalist has moved to like northern Canada, a hundred miles from any town, and is ready for the end of the world.
[02:13:21.981 --> 02:13:29.087]  Or they've moved to Tasmania or Kauai, or they've moved to like a mountaintop in Argentina or Chile, and they believe it's all over.
[02:13:29.087 --> 02:13:34.492]  So even when the billionaires that are part of the power structure think it's all over, I'm not trying to be doom and gloom to the listeners.
[02:13:34.492 --> 02:13:37.874]  They need to understand, even the establishment knows they've lost.
[02:13:37.874 --> 02:13:41.377]  So, and they don't have, like you said, they don't have a fix for this.
[02:13:41.377 --> 02:13:42.779]  That's why they romantically think,
[02:13:43.419 --> 02:13:47.902]  Well, we always get out of this with a war, so let's go start a fight where Napoleon and Hitler went to die.
[02:13:47.902 --> 02:14:06.172]  I mean, it's just, it's psychotic, and you've got some of the weird war hawks and neocons convincing themselves they're invincible, and a bunch of weird lawyers that have never done anything, but when it comes to, like, some of the real people that are left, who were part of the power structure, they're very resigned right now, and that should be a big concern for people.
[02:14:06.172 --> 02:14:07.393]  Like you said, they're not buying an island.
[02:14:08.359 --> 02:14:10.840]  Well, again, it's like, you know, you mentioned war and conflict.
[02:14:10.840 --> 02:14:13.041]  Look what's happening right now.
[02:14:13.041 --> 02:14:15.983]  You have war and conflict between governments.
[02:14:20.956 --> 02:14:23.037]  You have war and conflict between governments and corporations.
[02:14:23.037 --> 02:14:25.217]  You have corporations versus corporations.
[02:14:25.217 --> 02:14:27.778]  You have dominant cultures versus, you know, other cultures.
[02:14:27.778 --> 02:14:31.499]  You have legislative branch against the executive branch, against the judiciary.
[02:14:31.499 --> 02:14:32.780]  You have the elite against the people.
[02:14:32.780 --> 02:14:34.640]  You have locals versus the migrants.
[02:14:34.640 --> 02:14:37.261]  And now we have the humans versus the transhumans.
[02:14:37.261 --> 02:14:39.282]  And the culture one versus culture two.
[02:14:39.282 --> 02:14:42.583]  And any of these conflicts, Alex, any one of them,
[02:14:43.203 --> 02:14:44.023]  Can lead to war.
[02:14:44.023 --> 02:14:46.985]  But all of them together at the same time.
[02:14:46.985 --> 02:14:49.706]  Not even a global conflict can hope to solve.
[02:14:49.706 --> 02:14:51.147]  So what does it come down to?
[02:14:51.147 --> 02:14:55.770]  Nobody again has a conceptual vision of the world post-crisis.
[02:14:55.770 --> 02:15:06.595]  And what we're witnessing today are the global processes of transformation, which is what I talk about in my book, just released a few months ago by my American publisher Chris Milligan, which would result in a what?
[02:15:06.595 --> 02:15:08.056]  In a collapse of a system.
[02:15:08.656 --> 02:15:10.977]  And so we better have an alternative ready.
[02:15:10.977 --> 02:15:13.638]  All this vacuum will be filled with violence.
[02:15:13.638 --> 02:15:14.658]  And I totally agree.
[02:15:14.658 --> 02:15:24.102]  In fact, if you can come back next week or the week after, we'll do two hours commercial free on like a weekend and we'll air it over two days on the show because you are, I'm not kissing your ass.
[02:15:24.102 --> 02:15:25.042]  I always knew you were smart.
[02:15:25.042 --> 02:15:28.903]  I always loved you, but someone went over my head and I thought, okay, this guy just thinks he knows too much.
[02:15:28.903 --> 02:15:30.024]  I didn't think you were arrogant.
[02:15:30.024 --> 02:15:32.825]  I just thought this is, he's too, you're too, uh,
[02:15:34.436 --> 02:15:39.138]  Twenty years ago, I thought you were too confident what you were saying, and now it all came true.
[02:15:39.138 --> 02:15:42.099]  I'm just fascinated how you saw it 15, 20 years ago.
[02:15:42.099 --> 02:15:48.842]  I know you had sources, I know you did deep research, but now I'm on the edge of my seat because I know you're absolutely right, and I want to avert this for my family.
[02:15:48.842 --> 02:15:49.742]  I mean, I just want to fix this.
[02:15:51.035 --> 02:15:54.097]  Well, you know, again, when we're talking about it, you mentioned China earlier.
[02:15:54.097 --> 02:15:56.538]  China has no model of its own.
[02:15:56.538 --> 02:15:58.299]  China only works for China.
[02:15:58.299 --> 02:16:01.641]  No model applicable to China is applicable to the rest of the world.
[02:16:01.641 --> 02:16:07.084]  The United States has no image of the future, which is beyond stealing somebody else's resources.
[02:16:07.084 --> 02:16:10.086]  Russia's in the process of changing its constitution.
[02:16:10.086 --> 02:16:11.307]  By Russia's constitution,
[02:16:11.927 --> 02:16:18.680]  It's forbidden by the United States because Russia's constitution back in 1993 was written at the University of Harvard.
[02:16:18.680 --> 02:16:21.945]  So Russia has no ideology of its own.
[02:16:21.945 --> 02:16:24.490]  The Soviet Union had an ideology, but Russia does not.
[02:16:25.345 --> 02:16:29.528]  And so having an ideology in Russia today is a criminal offense, Alex.
[02:16:29.528 --> 02:16:31.309]  And that, you know, Putin is the all-powerful leader.
[02:16:31.309 --> 02:16:32.430]  No, he's not.
[02:16:32.430 --> 02:16:32.670]  Okay?
[02:16:32.670 --> 02:16:35.432]  If he was all-powerful and he was actually thinking about Russia, we'd have an ideology.
[02:16:35.432 --> 02:16:37.533]  Well, that's what I've been told by very prominent Russians.
[02:16:37.533 --> 02:16:44.077]  They say, you know, Putin's barely hanging on, just trying to block a full takeover, just like Trump, when he was in, was barely in control.
[02:16:44.077 --> 02:16:45.238]  Putin is barely in control.
[02:16:46.343 --> 02:16:51.129]  Well, I wouldn't say barely, but certainly he's not the old powerful omnipotent as a lot of people say.
[02:16:51.129 --> 02:16:57.697]  And so, again, one of the key elements of today's global systemic collapse is a change.
[02:16:57.697 --> 02:16:59.760]  And this is important of technological paradigm.
[02:16:59.760 --> 02:17:02.483]  So what is this sixth technological paradigm?
[02:17:02.483 --> 02:17:04.726]  It means that the destruction of the service economy.
[02:17:05.186 --> 02:17:10.729]  The entertainment economy related to the fifth technological paradigm, which is, you know, the post-industrial economy.
[02:17:10.729 --> 02:17:12.650]  And why is Hollywood committing suicide?
[02:17:12.650 --> 02:17:13.550]  They already know what's happening?
[02:17:13.550 --> 02:17:14.931]  They're just a weapon against us?
[02:17:14.931 --> 02:17:17.012]  Because they're like kamikazes.
[02:17:17.012 --> 02:17:19.613]  Because they're a part of the global liberal cartel.
[02:17:19.613 --> 02:17:21.854]  Their idea is to promote liberal values.
[02:17:21.854 --> 02:17:26.056]  And because right now we're seeing that the unipolar world is collapsing, okay?
[02:17:26.056 --> 02:17:28.137]  And we have a new world being created as we speak.
[02:17:28.137 --> 02:17:33.240]  Their ideology is no longer as powerful as it was before, when everybody was trumpeting at the same time.
[02:17:33.920 --> 02:17:35.301]  Okay, that's the reason.
[02:17:35.301 --> 02:17:37.162]  Now, do you remember what I was saying before?
[02:17:37.162 --> 02:17:38.543]  The sixth techno-paradigm.
[02:17:38.543 --> 02:17:44.728]  Robotics, additive technologies, and this massive transition to production without the participation of humans.
[02:17:44.728 --> 02:17:46.409]  In other words, artificial intelligence.
[02:17:46.409 --> 02:17:49.831]  Production that is not dependent on transport networks.
[02:17:49.831 --> 02:17:50.572]  And you just said it.
[02:17:50.572 --> 02:17:55.375]  The globalists are not just depending on World War III to save themselves, but AI and robots.
[02:17:55.375 --> 02:17:58.237]  You harped on that 20 years ago, 15 years ago, 10 years ago.
[02:17:58.237 --> 02:17:59.538]  Now it's all come true.
[02:17:59.538 --> 02:18:00.639]  How is that going for them?
[02:18:01.533 --> 02:18:09.055]  Well, it's going well because, again, one of the things about the six-segment paradigm is the key role for artificial intelligence in absolutely all aspects of our lives.
[02:18:09.055 --> 02:18:11.036]  It's not about, again, it's not about drones.
[02:18:11.036 --> 02:18:12.196]  It's not about robots.
[02:18:12.196 --> 02:18:17.118]  It's a new philosophy, Alex, of creating this ambience that doesn't depend on people.
[02:18:17.118 --> 02:18:19.638]  And so human beings are becoming obsolete.
[02:18:19.638 --> 02:18:21.719]  And so we, the people, we have to define
[02:18:22.459 --> 02:18:24.081]  What is it that we do better than robots?
[02:18:24.081 --> 02:18:27.564]  Because if we can, they will re-engineer us out of the system.
[02:18:27.564 --> 02:18:28.906]  Because again, there's how many?
[02:18:28.906 --> 02:18:31.068]  8 billion, 8.5 billion people out there?
[02:18:31.068 --> 02:18:33.871]  Collapse means 90% left jobless.
[02:18:33.871 --> 02:18:35.132]  And that's 7 billion people.
[02:18:35.132 --> 02:18:36.233]  That's dystopic world.
[02:18:36.233 --> 02:18:40.818]  It's all these, you know, films and books that, you know, science fiction books going back to the 1960s.
[02:18:40.818 --> 02:18:41.819]  They talked about this.
[02:18:41.819 --> 02:18:42.600]  Well, it's coming true.
[02:18:43.180 --> 02:18:47.542]  I was about to say, the robots are their savior, but it's not gonna get done on time.
[02:19:04.713 --> 02:19:05.494]  I don't think so.
[02:19:05.494 --> 02:19:06.614]  I don't think it's going to be done on time.
[02:19:06.614 --> 02:19:10.597]  I was going to interrupt you three minutes ago and say, I think they're not getting it done on time.
[02:19:10.597 --> 02:19:11.918]  That's why we're like Simponico.
[02:19:11.918 --> 02:19:12.879]  They're not getting it done on time.
[02:19:12.879 --> 02:19:16.221]  No, because they're running, and that's why they're becoming, they're getting sloppy.
[02:19:16.221 --> 02:19:17.982]  Whereas before it was pristine.
[02:19:17.982 --> 02:19:20.644]  I mean, you couldn't tell how well things were done.
[02:19:20.644 --> 02:19:24.346]  I mean, you just, you know, you have to marvel at the ability of the talented people.
[02:19:24.346 --> 02:19:26.728]  It was seamless before, and now it's all falling apart.
[02:19:27.378 --> 02:19:33.922]  It's falling apart because they have no time, so they have to, it's cut and paste, cut and paste, cut and paste.
[02:19:33.922 --> 02:19:36.603]  Basically, they're using the same techniques that they used before.
[02:19:36.603 --> 02:19:43.847]  I asked many years ago, a friend of mine was one of the people in the Bilderberg, I said to him, why do you guys always use the same methodology?
[02:19:43.847 --> 02:19:44.828]  And he said, because it works!
[02:19:45.208 --> 02:19:45.908]  Why change?
[02:19:45.908 --> 02:19:46.688]  Many years of work, Alex.
[02:19:46.688 --> 02:19:48.109]  Many years of putting together models.
[02:19:48.109 --> 02:19:49.869]  I have a doctorate degree in political science.
[02:20:12.233 --> 02:20:15.554]  And so the idea is, again, I build models that explain the future.
[02:20:15.554 --> 02:20:25.798]  And if you understand how the global, because again, so for example, everyone knows that governments, they have national policy to deal with national issues and foreign policy to deal with international issues.
[02:20:25.798 --> 02:20:32.421]  But very few people realize that above the national and international, you also have a global policy.
[02:20:33.101 --> 02:20:33.581]  Okay?
