[00:00:00.000 --> 00:00:03.000]  [Buzzing]
[02:13:54.048 --> 02:14:02.811]  In Russia, I was looking it up, they have their main power transformers shielded, and they have backups nearby.
[02:14:03.612 --> 02:14:05.933]  And Russia's not one-tenth as rich as us.
[02:14:06.733 --> 02:14:13.015]  Why has our ruling class decided not to harden the key power junctures?
[02:14:13.636 --> 02:14:15.937]  Because there's six major power grids around the country.
[02:14:16.197 --> 02:14:18.558]  Guys, pull up a schematic of U.S.
[02:14:18.618 --> 02:14:19.238]  power grids.
[02:14:20.310 --> 02:14:20.890]  Just click images.
[02:14:20.970 --> 02:14:22.091]  It'll show you six grids.
[02:14:22.791 --> 02:14:23.831]  Texas is the biggest grid.
[02:14:23.871 --> 02:14:25.172]  We supply like seven states.
[02:14:25.712 --> 02:14:26.432]  We're the best grid.
[02:14:27.993 --> 02:14:33.774]  The feds have been attacking that regulatorily, trying to shut down its expansion, trying to shut down the coal to it.
[02:14:33.814 --> 02:14:36.415]  I mean, you know, shutting down the damn pipelines to it.
[02:14:37.596 --> 02:14:40.717]  So, they're the ones shutting down the pipelines.
[02:14:40.857 --> 02:14:42.677]  They're the ones saying they want a post-industrial world.
[02:14:43.017 --> 02:14:45.858]  And then they're literally saying Trump supporters?
[02:14:46.058 --> 02:14:47.339]  Can you imagine a Trump supporter?
[02:14:49.082 --> 02:15:08.035]  On average, lowest crime rate, good, hard-working person, is going to get in their pickup truck or their SUV, and they're going to drive down, and they're going to even find out where the big relay center is in their area, one of these 200 plus.
[02:15:08.935 --> 02:15:12.438]  And then they're going to get out and shoot bullets into it.
[02:15:13.291 --> 02:15:14.492]  To cut power off.
[02:15:15.393 --> 02:15:17.354]  That's the opposite of a Trump supporter.
[02:15:17.615 --> 02:15:19.636]  The left wants the power cut off.
[02:15:19.856 --> 02:15:22.278]  They're banning gas-powered stoves, for heaven's sake.
[02:15:22.779 --> 02:15:24.020]  Yeah, there it is.
[02:15:24.840 --> 02:15:27.543]  See, I know what I'm talking about.
[02:15:27.643 --> 02:15:28.063]  Memoring.
[02:15:28.904 --> 02:15:29.965]  Six power grids.
[02:15:31.286 --> 02:15:40.153]  The CAISO, the MISO, the ISO-NE, the PJM, the SPP, the ERCOT.
[02:15:43.760 --> 02:15:47.423]  And ERCOT, if you actually study it, funds the SPP.
[02:15:48.644 --> 02:15:49.805]  So I told you six states.
[02:15:50.085 --> 02:15:52.407]  One, two, three, four, five, six, yeah.
[02:15:52.907 --> 02:15:53.928]  Really seven, technically.
[02:15:53.948 --> 02:15:59.852]  Because the Texas grid powers that yellow grid right there.
[02:16:02.274 --> 02:16:03.515]  But ERCOT's globalist, too.
[02:16:07.418 --> 02:16:12.750]   So see, the average person You think Hannity knows the six power grids?
[02:16:12.850 --> 02:16:15.750]  And I'm not, I'm not a fancy pants here.
[02:16:16.711 --> 02:16:18.651]  I study what the enemy's saying.
[02:16:18.951 --> 02:16:22.412]  Oh, your grid's gonna go down and Trump supporters are gonna blow it up.
[02:16:22.692 --> 02:16:24.093]  And I'm sitting there going, really?
[02:16:24.133 --> 02:16:29.714]  Trump supporters want jobs and industry and factories and farms and families.
[02:16:32.815 --> 02:16:34.515]  And they got a few of these little fake busts.
[02:16:35.176 --> 02:16:36.216]  Oh, the Donald Trump.
[02:16:37.725 --> 02:16:40.286]  Tucker Carlson plot to blow up the power grid.
[02:16:40.686 --> 02:16:42.447]  Come on, people.
[02:16:43.367 --> 02:16:45.528]  So, they pre-programmed this.
[02:16:46.208 --> 02:16:47.649]  They've got this ready.
[02:16:48.329 --> 02:16:50.810]  They've brainwashed people for it about to happen.
[02:16:52.330 --> 02:16:59.973]  And when they do it, oh, sorry, we have to shut down the grid, because they're not going to attack it, I believe, physically.
[02:17:01.618 --> 02:17:02.759]  Because that's too hard to fix.
[02:17:02.819 --> 02:17:11.705]  No, they're going to cyber it, and say we did it, and then say we've got to kill the main internet to only redirect everybody to trusted websites, which they've already proposed.
[02:17:12.026 --> 02:17:13.507]  I'm not postulating this.
[02:17:13.527 --> 02:17:14.247]  They've proposed it.
[02:17:14.788 --> 02:17:18.470]  That, oh, when the right wing with Putin cuts off the U.S.
[02:17:18.550 --> 02:17:21.913]  power, imagine how pissed people will be.
[02:17:23.510 --> 02:17:35.440]  We're only going to send you to websites that are trusted because we can't let you go to other websites or the internet because you, because the Russians are attacking the power grid with the Trump supporters.
[02:17:36.621 --> 02:17:39.724]  And I just laid 15 Martian babies during the break.
[02:17:41.646 --> 02:17:42.366]  And I lay eggs.
[02:17:42.587 --> 02:17:46.370]  I mean, it's, it's, it's absolute horse manure.
[02:17:48.860 --> 02:17:53.282]  So why hasn't our government hardened the PowerPoints?
[02:17:54.723 --> 02:18:03.948]  And why are they now saying imminent attacks by Trump supporters are imminent against the power grid?
[02:18:04.549 --> 02:18:06.390]  Because they're getting ready to do it.
[02:18:06.590 --> 02:18:08.911]  There's not even a discussion of that analysis.
[02:18:09.311 --> 02:18:10.212]  You know it's true.
[02:18:10.612 --> 02:18:11.813]  It's obvious to you.
[02:18:14.094 --> 02:18:17.356]  So what do we do about it?
[02:18:17.416 --> 02:18:22.028]   See, They don't just need to kill Trump or put him in jail.
[02:18:22.688 --> 02:18:25.791]  They're getting ready to turn the power off.
[02:18:26.652 --> 02:18:28.314]  And I'm going to feel real sad when this happens.
[02:18:28.374 --> 02:18:29.675]  If it does, a good chance it will.
[02:18:30.236 --> 02:18:37.783]  But I'll be kind of like, well, like Yoda at the end of episode three, when he says, failed have I.
[02:18:39.036 --> 02:18:40.516]  Because I'm done at that point.
[02:18:40.596 --> 02:18:41.417]  This stuff's off.
[02:18:41.997 --> 02:18:42.757]  We're off the air.
[02:18:43.137 --> 02:18:44.758]  I'll be worried about food for my family.
[02:18:45.238 --> 02:18:50.339]  And I'm really pissed at myself, quite frankly, that I'm not spending more time just getting that ready.
[02:18:50.639 --> 02:18:52.140]  But I'm like, no, don't be a wimp.
[02:18:52.240 --> 02:18:53.020]  Stay at the post.
[02:18:53.440 --> 02:18:54.700]  We can stop this together.
[02:18:54.960 --> 02:18:57.041]  You know, the American people just work hard.
[02:18:57.101 --> 02:18:57.941]  Expose it, Jones.
[02:18:58.381 --> 02:19:11.928]   But day after day, I'm just like, man, every day I'm like, I need to just get natural gas and fertilizer and seeds and just move to the ranch with my dad and just Because, I mean, this is going down, folks.
[02:19:12.309 --> 02:19:14.151]  This is going down.
[02:19:17.495 --> 02:19:19.698]  I legitimately believe they're probably going to pull this.
[02:19:20.138 --> 02:19:23.497]  Now, here's an example, I got the clips.
[02:19:23.497 --> 02:19:36.138]   I got a call back in August by a good friend of mine, I've known 20 something years.
[02:19:36.374 --> 02:19:38.356]  And they said, hey, will you meet with me for a cup of coffee?
[02:19:39.257 --> 02:19:40.117]  And I said, yeah, what's about?
[02:19:40.137 --> 02:19:40.798]  I want to meet with you.
[02:19:41.959 --> 02:19:52.848]  So I went in and got a little blueberry muffin and coffee at the Starbucks and sat down and he came in and he said, yeah, they told us start next month, they're going to start phasing in the COVID protocols again.
[02:19:55.916 --> 02:19:56.857]  And we just think it's BS.
[02:19:56.897 --> 02:19:57.557]  You should know about it.
[02:19:58.017 --> 02:19:59.158]  So I brought that out.
[02:19:59.218 --> 02:20:00.038]  Everybody got upset.
[02:20:00.078 --> 02:20:00.719]  We put heat on it.
[02:20:01.319 --> 02:20:03.440]  And then they tried to bring the COVID protocols back.
[02:20:03.460 --> 02:20:06.122]  But because we were aware of it, we were able to back it off.
[02:20:06.242 --> 02:20:14.446]  Except, in Germany and in Australia this week, they announced they're bringing back the mask and COVID protocols.
[02:20:14.466 --> 02:20:15.447]  They're still doing it.
[02:20:15.867 --> 02:20:16.667]  They can't help it.
[02:20:16.727 --> 02:20:17.928]  It's the same worldwide.
[02:20:18.288 --> 02:20:19.269]  Run by the UN.
[02:20:19.389 --> 02:20:20.229]  Run by Bill Gates.
[02:20:20.470 --> 02:20:22.130]  Yeah, there's Australian TV right there.
[02:20:22.551 --> 02:20:22.851]  Friday.
[02:20:24.966 --> 02:20:26.107]  And notice the media spun it.
[02:20:26.508 --> 02:20:27.809]  Oh, Jones is wrong!
[02:20:28.190 --> 02:20:30.553]  He said they'd bring the protocols back by mid-September.
[02:20:30.593 --> 02:20:31.614]  I said they'd start rolling them out.
[02:20:31.934 --> 02:20:32.996]  I said we could stop them.
[02:20:33.276 --> 02:20:38.202]  But they're still doing it in zones they control, and Bill Gates is praising them for what they've done.
[02:20:40.842 --> 02:20:47.885]  So the message here is we're not just here like spectators watching a football game that just watch this.
[02:20:48.366 --> 02:20:49.586]  We can change this.
[02:20:50.026 --> 02:20:51.067]  We can do something.
[02:20:51.107 --> 02:21:08.335]  But the UN and the World Economic Forum and the FBI says the Trump supporters are going and are blowing up, listen to this, the power grid and going to hack it because they want Trump.
[02:21:08.595 --> 02:21:09.956]  Trump's 20 points ahead of Biden.
[02:21:12.954 --> 02:21:14.595]  What would blowing up the power grid do?
[02:21:14.875 --> 02:21:17.056]  So people can't vote on the voting machines to elect him?
[02:21:17.976 --> 02:21:19.296]  This is ridiculous.
[02:21:19.917 --> 02:21:21.777]  But this is how desperate they are.
[02:21:22.077 --> 02:21:25.178]  And I just asked the average police officer, FBI agent, or anybody out there.
[02:21:25.198 --> 02:21:29.059]  I know you're compartmentalized, but is this really where you want to go?
[02:21:29.079 --> 02:21:31.860]  Because this is where we're going.
[02:21:33.761 --> 02:21:36.842]  So I want to shift gears now to the report by Gregg Rees.
[02:21:37.762 --> 02:21:40.183]  Getting out the politics and just looking at the reality.
[02:21:42.179 --> 02:21:51.063]  Largest evidence, latest evidence points to, latest evidence points to magnetic disaster and the poles are moving.
[02:21:51.903 --> 02:21:53.744]  And they're claiming it's going to be a solar flare.
[02:21:54.184 --> 02:21:55.304]  But is it a pole shift?
[02:21:55.745 --> 02:21:57.185]  Why are they trying to depopulate?
[02:21:57.205 --> 02:21:58.686]  Why are they trying to get a grid in control?
[02:21:59.106 --> 02:22:14.244]   Why are they trying to act like, remember they sent Captain Kirk a couple years ago up on Jeff Bezos' spaceship, and he came back and he said, too bad the cataclysm's about to happen.
[02:22:14.504 --> 02:22:15.885]  You're about to all die.
[02:22:16.286 --> 02:22:18.587]  It's so sad, and we're like, what does that mean?
[02:22:21.389 --> 02:22:27.854]  Whatever it is, whether they're orchestrating it or whether they know it's coming, they believe the end of the world's coming, folks.
[02:22:29.056 --> 02:22:30.217]  Will they blow the power grid?
[02:22:30.477 --> 02:22:31.438]  Will they hack the grid?
[02:22:31.898 --> 02:22:33.979]  Will they attack us with nukes and say it's asteroids?
[02:22:34.480 --> 02:22:35.960]  Do they know something's coming?
[02:22:36.261 --> 02:22:37.461]  Why don't they try to stop it?
[02:22:37.722 --> 02:22:39.042]  They can launch missiles to stop it.
[02:22:39.463 --> 02:22:41.584]  I don't know, but you can feel it, folks.
[02:22:42.064 --> 02:22:43.806]  Something big's going down.
[02:22:45.527 --> 02:22:52.131]  And we all know it's not Trump supporters, for God's sakes, that are going to be attacking the power grid with the Russians.
[02:22:52.250 --> 02:23:09.449]  Here's Greg Rees's report.
[02:23:09.608 --> 02:23:11.510]  But you're saying you've never been involved with the CIA?
[02:23:11.530 --> 02:23:13.052]  You've not done anything with the CIA?
[02:23:13.172 --> 02:23:14.693]  That's not something you've done in the past before?
[02:23:15.054 --> 02:23:20.200]  I have never been directly employed by any of those companies, alphabet agencies, however you want to title them.
[02:23:20.940 --> 02:23:28.163]  But having looked backwards, I question the proximity that I was to them.
[02:23:28.904 --> 02:23:36.687]  I may have been some sort of unknown asset, but I can tell you that certainly I was involved in peculiar activities 24 hours a day.
