[00:00:00.209 --> 00:00:02.813]  What I do is I wait and I watch.
[02:02:09.420 --> 02:02:13.284]  That's when all the fireworks start going off, including amicus briefs like this.
[02:02:13.744 --> 02:02:29.033]  That will come riding into the defense of Donald Trump like the cavalry and I'm happy to blow that bugle call and let him come pick a fight with me because I fought with him before and I will destroy anyone that comes into a rhetorical legal debate argument with me.
[02:02:29.133 --> 02:02:33.536]  And I look forward to marching into that court with my amicus briefs because I was an officer.
[02:02:33.896 --> 02:02:35.157]  I held the top secret clearance.
[02:02:35.377 --> 02:02:36.478]  I was at the State Department.
[02:02:36.938 --> 02:02:38.699]  I had CIA officers come up to me.
[02:02:39.159 --> 02:02:40.300]  I exposed Obama.
[02:02:40.460 --> 02:02:41.681]  I exposed Biden.
[02:02:41.761 --> 02:02:43.143]  I exposed Hillary Clinton.
[02:02:43.423 --> 02:02:49.148]  There are 19,000 Swiss bank accounts from Union Bank of Switzerland that was financing the various terrorist operations.
[02:02:49.568 --> 02:03:00.357]  I also exposed Union Bank of Switzerland working with the Chinese Communist Party, buying ES&S through Staple Street Capital, ES&S Dominion, and Premier voting machines.
[02:03:00.818 --> 02:03:03.020]  All of that material went to Donald Trump.
[02:03:03.160 --> 02:03:04.401]  Pat Byrne will confirm it.
[02:03:04.421 --> 02:03:05.622]  Sidney Powell will confirm it.
[02:03:05.662 --> 02:03:06.883]  General Michael Flynn will confirm it.
[02:03:07.223 --> 02:03:09.825]  It's on record that much of Trump's blueprint he got from you.
[02:03:09.845 --> 02:03:11.326]  So let's talk about this.
[02:03:13.868 --> 02:03:18.092]  This historic moment we're in where the deep state's having to reveal itself.
[02:03:18.972 --> 02:03:21.234]  You have a media that has an 8% approval rating.
[02:03:22.035 --> 02:03:23.676]  Congress with a 10% approval rating.
[02:03:24.817 --> 02:03:27.739]  You have Trump getting 70% of the vote against the other Republicans.
[02:03:27.759 --> 02:03:29.701]  20, 30 points ahead of Biden depending on the poll.
[02:03:30.161 --> 02:03:31.722]  We've never seen numbers like this.
[02:03:31.822 --> 02:03:33.203]  Even the Washington Post had a headline.
[02:03:34.364 --> 02:03:34.665]  Here it is.
[02:03:35.891 --> 02:03:37.672]  Trump has an insurmountable lead.
[02:03:37.732 --> 02:03:38.633]  No one's ever had it.
[02:03:38.693 --> 02:03:39.693]  No one's ever defeated it.
[02:03:39.734 --> 02:03:40.354]  Washington Post.
[02:03:40.434 --> 02:03:41.114]  Overhead shot, please.
[02:03:42.235 --> 02:03:43.516]  Here's another headline.
[02:03:44.497 --> 02:03:46.898]  Nobody's lost a primary after holding a lead like this.
[02:03:49.232 --> 02:03:54.696]  They recognize that, but because they know he's coming after him, and he just put on true social, we can pull that up.
[02:03:55.076 --> 02:03:56.677]  He said, you come after me, I come after you.
[02:03:56.918 --> 02:03:57.638]  That's not a threat.
[02:03:57.918 --> 02:04:00.280]  They're everywhere saying he should be killed, put him in prison.
[02:04:00.580 --> 02:04:08.406]  He's got 50-something charges against him, three indictments, more in Georgia, and he's telling them, when I get in, I'm going to come after you.
[02:04:08.666 --> 02:04:09.426]  That's not a threat.
[02:04:10.007 --> 02:04:11.208]  This is the rules of war.
[02:04:11.368 --> 02:04:13.429]  They are literally attacking our champion.
[02:04:13.769 --> 02:04:17.252]  They are literally attacking someone that is as popular as George Washington was.
[02:04:17.352 --> 02:04:22.278]  I don't think we've ever had a president except maybe FDR in the middle of World War II since George Washington.
[02:04:22.298 --> 02:04:33.010]  Correct me if I'm wrong, you're quite the historian, sir, but George Washington, Franklin Delano Roosevelt, not saying he was a good guy, but he was very popular, and Trump.
[02:04:33.050 --> 02:04:35.913]  I mean, I think he is already in legendary status.
[02:04:36.474 --> 02:04:39.316]  I've talked to Rogers, I've talked to him all the time, and other people, and I'm going to leave it at that.
[02:04:39.336 --> 02:04:42.178]  I was in Florida a few months ago, and let's just say I had some meetings.
[02:04:42.198 --> 02:04:42.939]  I'm going to stop there.
[02:04:43.379 --> 02:04:45.380]  Trump is energized in those eyes, guys.
[02:04:45.640 --> 02:04:48.162]  He says, I don't care if they kill me, put me in prison, I'm not stopping.
[02:04:48.462 --> 02:04:51.604]  He is higher than a kite on this mission.
[02:04:51.664 --> 02:04:52.685]  He feels the love.
[02:04:53.025 --> 02:04:54.687]  The focal point, he's energized.
[02:04:55.087 --> 02:04:58.169]  As the enemy comes in like a flood, the Spirit of the Lord lifts up a standard against it.
[02:04:58.629 --> 02:05:04.833]   He literally, and I knew Trump was a quote, light Christian, he believes in God, but now, More and more.
[02:05:04.853 --> 02:05:06.734]  I've talked to his personal pastors and others.
[02:05:06.754 --> 02:05:07.654]  I was in Florida.
[02:05:08.134 --> 02:05:12.295]  He literally is having daily prayer meetings that he doesn't put on TV.
[02:05:12.395 --> 02:05:13.375]  It's not a fake thing.
[02:05:13.735 --> 02:05:17.516]  I mean, he is literally, I mean, they have got a big problem.
[02:05:17.756 --> 02:05:18.496]  This is Trump 2.0.
[02:05:20.436 --> 02:05:22.717]  Well, you know, bless you be the Lord my strength.
[02:05:22.757 --> 02:05:25.437]  He teacheth my hands to war and my fingers to fight.
[02:05:25.798 --> 02:05:29.458]  Donald Trump is being anointed by the Lord, whether he likes it or not.
[02:05:29.978 --> 02:05:37.349]   Donald Trump is being protected by the prayers of these This American people and the prayers of a righteous man availeth much.
[02:05:37.689 --> 02:05:39.430]  Keep praying for Donald Trump.
[02:05:39.470 --> 02:05:40.530]  Pray for Alex Jones.
[02:05:40.630 --> 02:05:44.413]  Pray for all of us because we are in a spiritual battle.
[02:05:44.553 --> 02:05:50.096]  We wrestle not with flesh and blood, but against powers and principalities and powers of the air and things like that.
[02:05:50.776 --> 02:05:54.158]  Donald Trump is being energized and radiated.
[02:05:54.319 --> 02:05:56.800]  That's when the Holy Spirit comes upon you.
[02:05:57.040 --> 02:06:00.082]  And I seriously see him being energized.
[02:06:00.615 --> 02:06:03.338]  Like Samson slaying a thousand Philistines.
[02:06:03.819 --> 02:06:05.721]  And the joy of the Lord is your strength.
[02:06:06.121 --> 02:06:07.763]  We have nothing to fear, Alex.
[02:06:07.863 --> 02:06:09.205]  We have the truth on our side.
[02:06:09.245 --> 02:06:10.746]  We have righteousness on our side.
[02:06:11.027 --> 02:06:12.228]  We are on God's side.
[02:06:12.288 --> 02:06:17.394]  We believe in the family, believe in the sanctity of marriage, believe in children, believe in life.
[02:06:17.854 --> 02:06:21.098]  We do not believe in this transgender monstrosity.
[02:06:21.587 --> 02:06:25.414]  ...monstrosity and castrating children and giving them hormone pills.
[02:06:25.474 --> 02:06:27.258]  We do not believe in eating bugs.
[02:06:27.318 --> 02:06:31.546]  We do not believe in this climate change religion, this Wiccan demonism.
[02:06:32.543 --> 02:06:33.643]  We do not believe in this.
[02:06:33.703 --> 02:06:36.924]  And John Kerry saying, we're cutting a third of the food this year.
[02:06:37.124 --> 02:06:38.905]  That'll kill 100, 200 million people.
[02:06:39.225 --> 02:06:43.246]  I mean, they are doing stuff that makes Hitler look like an amateur already.
[02:06:43.486 --> 02:06:45.387]  They've already cut off 25% of the nitrogen.
[02:06:45.747 --> 02:06:46.587]  You're an expert on this.
[02:06:46.787 --> 02:06:51.809]  You want to explain to people what, because as bad as it is for them, let's talk about what it's like for the general public.
[02:06:52.389 --> 02:06:54.450]  Why are they deep sixing the economy?
[02:06:54.570 --> 02:06:56.250]  They don't get that they're going to get the blame?
[02:06:56.570 --> 02:07:01.212]  I know they want an angrier world where they destabilize things and they pose as the savers, but no one's buying it.
[02:07:01.892 --> 02:07:04.694]  I mean, literally, a total conversion, R.O.K.
[02:07:04.734 --> 02:07:07.376]  Jr., Tulsi Gabbard, Joe Rogan.
[02:07:08.317 --> 02:07:12.660]  I mean, I talked to some of these people, I'll leave it at that, and they are fully red-pilled now, brother.
[02:07:14.901 --> 02:07:29.652]  Yeah, and to answer your question, why the delusional obsession with trying to push all these failed policies and destroying the food and destroying factories and destroying farms and shooting at farmers like they've done in the Netherlands?
[02:07:30.112 --> 02:07:45.740]  You see a glimpse of that when you played your first video of the Chicago board, when the people, the townspeople of Chicago are standing up, outraged by these migrants that are abusing the citizens, abusing the people, flooding the police offices.
[02:07:46.320 --> 02:07:59.308]   And yet the board sits back and nonchalantly, you know, just is oblivious and thinks they're invulnerable, thinks that they can do whatever they want because They've got a policeman in front of them, guarding them from the townspeople.
[02:07:59.328 --> 02:08:08.776]  Let me tell you something, that whole room of townspeople get up, and that policeman, if he's smart, is going to back up and run out of the room, because he'll be killed first, and then everybody on that board.
[02:08:09.076 --> 02:08:11.818]  That's how close things can take off.
[02:08:12.058 --> 02:08:14.260]  It's very easy for a French Revolution.
[02:08:14.380 --> 02:08:15.901]  Look at what's just happening in France.
[02:08:15.941 --> 02:08:17.002]  Well, look at Ceaucescu.
[02:08:17.042 --> 02:08:18.203]  Sorry to interrupt.
[02:08:18.223 --> 02:08:19.424]  Do France the new Ceaucescu.
[02:08:21.499 --> 02:08:36.983]  Well, France is, of course, Germany's Merkel, and these fools brought in all of these migrants after we've destroyed the African and Middle East countries into Europe, into Italy, and by taking out Libya, more and more Qaddafi.
[02:08:37.063 --> 02:08:43.865]  That's another part of the amicus brief that Obama and Sarkozy and Cameron and Hillary Clinton were all part of.
[02:08:45.357 --> 02:08:59.686]  And taking out Gaddafi opened up the floodgates of all these people pouring up into Europe and now you've got Europe saturated with people that can't speak the language, they don't have any loyalty to the heritage or the history of France or Germany or Europe.
[02:09:00.666 --> 02:09:02.466]  Remember, these countries are not European.
[02:09:02.506 --> 02:09:04.847]  They're individual countries.
[02:09:04.947 --> 02:09:06.387]  Germany is different than France.
[02:09:06.687 --> 02:09:12.808]  And by the way, while you're speaking, Africans are rioting in France, Belgium, and Sweden right now.
[02:09:12.828 --> 02:09:16.729]  I mean, just tens of thousands just going completely crazy.
[02:09:17.649 --> 02:09:19.150]  They're locusts, Alex.
[02:09:19.290 --> 02:09:21.110]  In a very real way, they're locusts.
[02:09:21.210 --> 02:09:22.810]  They're blood drunk.
[02:09:22.890 --> 02:09:23.851]  They're furious.
[02:09:23.931 --> 02:09:27.031]  They've got nothing to lose because they've not been given anything.
[02:09:27.071 --> 02:09:30.112]  They've just been given a bus ticket and dumped in France.
[02:09:31.331 --> 02:09:35.454]  You know, expected to get jobs and many of them didn't get jobs and what are they doing now?
[02:09:35.534 --> 02:09:44.039]  They're just locusts eating and consuming and destroying the local infrastructure and it's going to lead to political chaos.
