[00:00:00.169 --> 00:00:01.209]  They want ugliness.
[01:55:35.619 --> 01:55:36.240]  Good friend of mine.
[01:55:36.280 --> 01:55:37.301]  We talk almost every day.
[01:55:37.641 --> 01:55:38.822]  He knows all the stuff I knew.
[01:55:38.842 --> 01:55:40.144]  He's smart as I am or smarter.
[01:55:40.744 --> 01:55:42.146]  He's finally saying, New World Order.
[01:55:42.186 --> 01:55:42.767]  Klaus Schwab.
[01:55:42.787 --> 01:55:43.407]  They're taking over.
[01:55:43.427 --> 01:55:44.448]  They're going to make you eat bugs.
[01:55:44.488 --> 01:55:45.069]  Biometrics.
[01:55:45.349 --> 01:55:45.950]  Four shots.
[01:55:46.010 --> 01:55:48.593]  He did that right after Musk came out last week.
[01:55:48.613 --> 01:55:51.496]  So I'm seeing that courage is contagious.
[01:55:51.576 --> 01:55:53.418]  And CNN's not mainstream media.
[01:55:53.478 --> 01:55:54.479]  Almost no one watches it.
[01:55:54.499 --> 01:55:55.160]  100,000 viewers on average.
[01:55:56.201 --> 01:55:58.724]  But people like Joe Rogan are the mainstream.
[01:55:58.744 --> 01:56:00.305]  The mainstream is what's most popular.
[01:56:00.746 --> 01:56:08.394]  And the fact that the mainstream, Elon Musk, Joe Rogan, sound like Stu Peters, sound like Alex Jones, Carlson, you know, says I woke him up 10 years ago.
[01:56:08.674 --> 01:56:09.395]  He's on board.
[01:56:09.535 --> 01:56:13.940]  But we've got to then push that to the masses and then develop a plan to stop this.
[01:56:14.020 --> 01:56:15.902]  Was it heartening for you to see what Musk said?
[01:56:15.942 --> 01:56:17.584]  And what's your real take on Musk?
[01:56:20.147 --> 01:56:22.550]  I mean, we only have an hour together.
[01:56:23.211 --> 01:56:28.578]  But I will just say, look, I mean, I think everybody really needs to use discernment when it comes to anybody talking about anything.
[01:56:28.618 --> 01:56:30.281]  Look at their fruits, see who they really are.
[01:56:30.341 --> 01:56:34.206]  I mean, Elon Musk apparently is doing some decent things over at Twitter.
[01:56:34.226 --> 01:56:42.031]   I'm allowed back on there at Real Stew Peters, which is Great, because I'm really getting under the feathers of some people who deserve it over on that platform.
[01:56:42.071 --> 01:56:50.074]  But I mean, this is also the guy from Neuralink that wants to put chips in your brain and control your mind and your memory and your dreams and your thoughts and your behavior.
[01:56:50.134 --> 01:56:58.057]  So I don't really know how free speech Elon Musk is, and I'm really kind of taking my time and making a real judgment about that.
[01:56:58.137 --> 01:57:01.619]  But you asked something interesting before the break was how do we stop World War III?
[01:57:02.319 --> 01:57:04.040]  How do we stop the New World Order?
[01:57:04.400 --> 01:57:14.624]  Yeah, you see Joe Rogan following your lead, following my lead, talking about accountability now because people are finally starting to wake up to the fact that, hey, my media is all owned by the same people.
[01:57:15.390 --> 01:57:21.197]  Why is the Fox News Channel owned predominantly by BlackRock and funded by Vanguard and Big Pharma?
[01:57:21.418 --> 01:57:30.909]  75% of the budget from Pfizer or from Fox is obtained by Pfizer, the people who, you know, developed and helped to unleash the bioweapon on humanity.
[01:57:31.009 --> 01:57:32.371]  And so it's not going to stop.
[01:57:32.451 --> 01:57:34.674]  They're not going to stop until they are stopped.
[01:57:34.833 --> 01:57:38.672]  And so when you asked about what do we do to stop them?
[01:57:38.672 --> 01:57:42.974]   Well, certainly waiting for a man to ride in on a white horse in a fake government
[01:57:42.974 --> 01:57:44.932]  corporate crime syndicate is not gonna work.
[01:57:44.932 --> 01:57:47.533]  We see that they rig elections and they steal elections.
[01:57:47.533 --> 01:57:51.653]   Voting, by all intents and purposes, is 100% fake at the federal level.
[01:57:51.653 --> 01:57:54.934]  States have to start ignoring the federal government.
[01:57:54.934 --> 01:58:00.012]   State executives like Florida's Ron DeSantis actually have to mean what they say
[01:58:00.012 --> 01:58:01.613]  and then take steps to do it.
[01:58:01.868 --> 01:58:15.314]  To the extent that Ron DeSantis is useful in any way is only to the extent that he will seize the bioweapon and then have his attorneys, general law enforcement agencies direct them to go arrest the people who are responsible for deploying the bioweapon on Floridians.
[01:58:15.394 --> 01:58:16.214]  Nobody's doing that.
[01:58:16.937 --> 01:58:25.662]  And so it's going to take us here, Americans, and like you said, citizens around the world, to recognize this is what's happening and then to hold these people accountable.
[01:58:26.203 --> 01:58:46.455]  Anybody that you see in our government, whether it's Marjorie Taylor Greene or Kevin McCarthy advocating for sending money or supporting any war efforts in Ukraine against Russia, against China to defend the Taiwan invasion, none of these countries, Taiwan nor Ukraine, have anything to do with our prosperity, our individual liberty, our freedom, our sovereignty here in this country.
[01:58:46.895 --> 01:58:50.257]  We should immediately have an immigration moratorium.
[01:58:50.277 --> 01:58:54.058]  We should deport every single illegal alien that our law enforcement runs across.
[01:58:54.098 --> 01:58:54.999]  Effective immediately.
[01:58:55.059 --> 01:58:56.219]  Sorry, no exceptions.
[01:58:56.339 --> 01:58:56.899]  Get out.
[01:58:57.560 --> 01:58:59.020]  We are at war right now.
[01:58:59.160 --> 01:59:14.547]   And then we need to haul these people in, including those politicians, those fake leaders that I just mentioned, who are all blackmailed and have inflation of bribery with Epstein's client lists and pictures of them, you know, having pedophilia, you know, Depraved behavior with children.
[01:59:15.007 --> 01:59:23.092]  All these people need to be hauled before Nuremberg as well, and that includes any representative of our government that advocates for more money or more weaponry that's going to lead us directly into war.
[01:59:23.112 --> 01:59:25.553]  And that really is the problem, and they need to hear from us.
[01:59:25.673 --> 01:59:26.874]  Take Senator Johnson.
[01:59:27.334 --> 01:59:31.476]  Great guy on vaccines, great guy on the border, but then he's a total warmonger.
[01:59:32.591 --> 01:59:45.484]  Yeah, I don't really know if he's great on the vaccines, the fake vaccine poison bioweapon either, because you know this was kind of a monkey show where he had this self-proclaimed inventor of the mRNA technology there basically dictating the meeting and telling him what to say.
[01:59:45.544 --> 01:59:55.293]   Look, all of these people, every single person that goes before a camera, Any congressional hearing that you see on television you have to assume is part of the Empire of Lies and it's 100% scripted and fake.
[01:59:55.333 --> 01:59:56.274]  This is pro-wrestling.
[01:59:56.554 --> 01:59:58.556]  This is the rigged NFL that we're watching here.
[01:59:58.976 --> 01:59:59.917]  It's all theatrics.
[01:59:59.957 --> 02:00:00.718]  It's all theater.
[02:00:00.778 --> 02:00:04.501]  It's meant to lead you right down to the level of bare-bones subservience.
[02:00:05.061 --> 02:00:06.942]  They are following Agenda 2030.
[02:00:07.003 --> 02:00:08.403]  These people, they've said it to you.
[02:00:08.524 --> 02:00:08.984]  Exactly.
[02:00:09.284 --> 02:00:14.248]  Bill Gates stood before the whole country, before the whole world, and said, how do we take care of this?
[02:00:14.408 --> 02:00:16.369]  I saw the pictures of the Georgia Guidestones earlier.
[02:00:16.389 --> 02:00:18.551]  500 million people should inhabit Earth.
[02:00:18.591 --> 02:00:18.931]  That's it.
[02:00:19.331 --> 02:00:25.936]  The guy that's standing in front of you saying we have an overpopulation problem is also the guy who's the most heavily invested into this vaccine and pandemics.
[02:00:26.800 --> 02:00:30.800]   Bill Gates, a health expert, what is he doing involved with the medical community?
[02:00:30.800 --> 02:00:34.800]   Because he's really the head of Planned Parenthood, which is the planned extermination operations,
[02:00:34.800 --> 02:00:36.800]  the eugenics board, not just for killing babies.
[02:00:36.800 --> 02:00:41.800]   But what I'm saying to you is, I agree with you, we've got to be hardcore because the
[02:00:41.800 --> 02:00:46.800]   enemy's hardcore, but do you not see it as, I said, how are we doing earlier?
[02:00:46.800 --> 02:00:47.800]  You said we're getting our asses kicked.
[02:00:47.800 --> 02:00:53.800]   But, I mean, when the biggest, and Rogan has like 15, 20 million viewers a day, when he
[02:00:53.800 --> 02:00:58.800]   finally feels safe to go public, that shows that the scales are tipping our way, and it's
[02:00:58.800 --> 02:00:59.800]  very, very positive.
[02:00:59.800 --> 02:01:02.800]  very positive.
[02:01:00.829 --> 02:01:07.410]  And so overall, I agree with you, we're in deep trouble, but at least I'm starting to see some signs of traction.
[02:01:08.091 --> 02:01:09.791]  And I want to supercharge that's what I'm saying.
[02:01:10.785 --> 02:01:13.447]  Yeah, and look, I don't want to black pill anybody.
[02:01:13.768 --> 02:01:15.889]  I'm just trying to accurately depict where we are.
[02:01:15.970 --> 02:01:26.699]  And yes, when you see that information is starting to come out, when you see that more people are becoming Matrix red-pilled, you know, that was a documentary, not a movie, obviously, we need to continue to put the pedal all the way to the floor.
[02:01:26.759 --> 02:01:28.921]  This is the time that we really need to step on the gas.
[02:01:29.321 --> 02:01:30.482]  We can't play politics.
[02:01:30.522 --> 02:01:33.585]  We can't play politically correct with a group of criminals that's trying to kill us.
[02:01:34.025 --> 02:01:42.111]  So yeah, to the extent that Joe Rogan is reaching ostensibly millions of people a day or hundreds of millions, whatever they claim to be reaching, that's fantastic.
[02:01:42.171 --> 02:01:43.853]  Now, what are we going to do with the information?
[02:01:44.393 --> 02:01:45.034]  What are we going to do?
[02:01:45.074 --> 02:01:47.055]  The good news is, and you want to talk about good news?
[02:01:47.075 --> 02:01:47.976]  I'll give you some good news.
[02:01:48.396 --> 02:01:57.203]  The good news is that the Constitution and the Bill of Rights and our Declaration of Independence that were written by our forefathers tell us exactly what to do when tyrants arrive.
[02:01:57.263 --> 02:01:58.264]  And the tyrants are here.
[02:01:58.724 --> 02:02:12.520]  They tell us that in any time that there is an oppressive government that violates or oppresses your inherent God-given inalienable rights that you are to abolish or tear down that form of government and replace it with something that is representative of the people.
[02:02:13.121 --> 02:02:21.766]   Short of doing that, I don't know how anybody expects to continue on the trajectory that we're on right now and actually save a country, much less save humanity.
[02:02:21.807 --> 02:02:24.568]  There are billions of people, 8 billion people on this planet.
[02:02:24.908 --> 02:02:29.471]  I've heard that 5.5 to 7 billion doses of this have gone out to individuals around the world.
[02:02:29.971 --> 02:02:31.452]  This is the biggest kill off.
[02:02:31.472 --> 02:02:39.657]  This is a genocidal level mass killing and there's a lot of work to be done to get these people to the doorstep of accountability and dragged before a Nuremberg tribunal.
