[00:00:01.229 --> 00:00:02.990]  Just-on-time deliveries.
[02:40:26.690 --> 02:40:31.331]  It was a spontaneous, authentic movement, as George Orwell said in his book of 1984.
[02:40:33.197 --> 02:40:35.098]  The proles will save us.
[02:40:35.098 --> 02:40:36.319]  He meant the proletariat.
[02:40:36.319 --> 02:40:41.701]  Ordinary working people saved Canada from Justin Trudeau's tyranny.
[02:40:41.701 --> 02:40:44.002]  And maybe there's a flicker of hope out there.
[02:40:44.002 --> 02:40:51.246]  So, can we possibly win against the Klaus Schwab's and the Larry Fink's of the world?
[02:40:51.246 --> 02:40:54.928]  I mean, they got so much money, they got everything stitched up from the inside.
[02:40:54.928 --> 02:40:57.849]  Can we possibly, possibly win?
[02:40:57.849 --> 02:40:59.930]  Well, where there's life, there's hope, Alex.
[02:40:59.930 --> 02:41:01.871]  And I put to you that the case of the Canadian
[02:41:02.741 --> 02:41:08.283]  Trucker says, just when things look awful, don't count out the human spirit, my friend.
[02:41:08.283 --> 02:41:12.365]  I'm going through a tunnel in Switzerland, so you might lose me here.
[02:41:12.365 --> 02:41:14.066]  But boy, it's been good to catch up with you.
[02:41:14.066 --> 02:41:20.789]  We're putting all our videos up on wefreports.com in case people want to see them for themselves.
[02:41:20.789 --> 02:41:23.830]  And I'm happy to keep in touch with you in the days ahead if you want more.
[02:41:23.830 --> 02:41:26.111]  I'm just going in that tunnel now, just FYI.
[02:41:26.511 --> 02:41:27.752]  Well, you're still there, yes.
[02:41:27.752 --> 02:41:29.915]  I want you to come on Harrison Smith's show tomorrow.
[02:41:29.915 --> 02:41:31.096]  We're kicking off at 8 a.m.
[02:41:31.096 --> 02:41:32.017]  on Emergency.
[02:41:32.017 --> 02:41:33.719]  Alex Jones is right.
[02:41:33.719 --> 02:41:37.282]  Broadcasts and so much positive things are happening.
[02:41:37.282 --> 02:41:39.344]  I mean, look at all the poison shot news.
[02:41:39.344 --> 02:41:43.829]  The FDA admitting they got lied to, admitting the shots don't work, admitting it's killing people.
[02:41:43.829 --> 02:41:45.531]  I mean, we're seeing devastating victories.
[02:41:47.429 --> 02:41:54.455]  Well, you know, Albert Bourla, the head of Pfizer, you know, they're thick as thieves with the World Economic Forum.
[02:41:54.455 --> 02:42:05.724]  And you probably know that clip where Bourla was brainstorming with Klaus Schwab and others about a fantasy pill for the future that Pfizer was daydreaming of.
[02:42:05.724 --> 02:42:08.526]  I don't know if you know the clip I'm talking about, where the pill
[02:42:09.184 --> 02:42:11.906]  Yeah, where the pill literally had a chip in it.
[02:42:11.906 --> 02:42:20.491]  Now that used to be the stuff of conspiracy theories, but that's how they talk at the World Economic Forum when they think they're just amongst friends.
[02:42:20.491 --> 02:42:22.273]  That's the crazy thing.
[02:42:22.273 --> 02:42:25.695]  They actually say the secret part out loud.
[02:42:26.275 --> 02:42:33.119]  And so now that citizen journalists are catching on, they're thinking, oh, maybe we better take this to another secret gathering.
[02:42:33.119 --> 02:42:33.599]  Well, that's right.
[02:42:33.599 --> 02:42:41.523]  The shadow government, because we know Davos is the Bilderberg Group's public mouthpiece, they're being exposed, and that's at the battle.
[02:42:41.523 --> 02:42:42.863]  Thank you so much, Ezra Levant.
[02:42:42.863 --> 02:42:45.125]  We'll talk to you again tomorrow from rebelnews.com.
[02:42:45.125 --> 02:42:47.406]  God bless you and be safe.
[02:42:47.406 --> 02:42:48.046]  Thanks, you too.
[02:42:48.046 --> 02:42:49.327]  Bye-bye.
[02:42:49.327 --> 02:42:49.647]  Wow.
[02:42:49.647 --> 02:42:51.328]  We'll be right back with your phone calls and breaking news.
[02:42:51.328 --> 02:42:51.628]  Stay with us.
[02:42:58.266 --> 02:43:13.454]  Ladies and gentlemen, this is your last chance to get a historic signed copy of my number one best-selling book, The Great Reset and The War for the World, exclusively available at infowarstore.com.
[02:43:13.454 --> 02:43:18.137]  Yes, you can get the book in stores, you can find it online, but if you want to get a historic signed copy,
[02:43:18.237 --> 02:43:18.697]  I think so.
[02:43:34.147 --> 02:43:36.148]  We have a little limited edition thing coming out later.
[02:43:36.148 --> 02:43:39.869]  There's a piece of art that goes with the book, but I haven't even decided when I'm going to do that.
[02:43:39.869 --> 02:43:40.929]  It may never happen.
[02:43:40.929 --> 02:43:50.753]  But for just simple, straight-up signed books, and to be part of this fundraiser, this is the last time you'll be able to get the signed book at InfoWarsTore.com.
[02:43:50.753 --> 02:43:52.013]  I thank you all for your support.
[02:43:52.013 --> 02:43:57.735]  Please go to InfoWarsTore.com and get your signed book today, and I thank you for keeping us in the fight against the globalists.
[02:43:57.935 --> 02:44:03.937]  I'm Dr. Peter McCullough, and it's an absolute pleasure to introduce to you The Wellness Company.
[02:44:05.228 --> 02:44:15.616]  An alternative healthcare system for this COVID and post-COVID world where trust has been lost in doctors and healthcare systems.
[02:44:15.616 --> 02:44:28.345]  This new online virtual platform is nationwide providing uncensored content, virtual appointments, laboratory testing, diagnostics, prescriptions,
[02:44:29.025 --> 02:44:29.545]  Thank you.
[02:44:58.129 --> 02:45:04.294]  Everyone watching should realize that this is an information war, and it takes money to fund an information war.
[02:45:04.294 --> 02:45:17.285]  And everyone should decide to take the fight to the next level, and to take the fight to the very tip of the spear, and ensure we stay in the field in this war against the new world order by visiting infowarestore.com right now and taking action.
[02:45:17.285 --> 02:45:22.249]  I thank you for your vast support, and I ask you now to count the cost and realize that only your commitment
[02:45:22.669 --> 02:45:24.290]  Keep InfoWars on the air.
[02:45:24.290 --> 02:45:26.591]  We'll ensure our victory against the New World Order.
[02:45:26.591 --> 02:45:28.052]  They're coming for you and your family.
[02:45:28.052 --> 02:45:29.313]  They're coming for me.
[02:45:29.313 --> 02:45:30.554]  They're coming for the children.
[02:45:30.554 --> 02:45:33.115]  But to get to the children, they've got to get through us first.
[02:45:33.115 --> 02:45:36.477]  These monsters are all over television, wanting to give these shots to newborn babies.
[02:45:36.477 --> 02:45:37.798]  They're already giving them to pregnant women.
[02:45:38.038 --> 02:45:40.139]  Look, it's not hype when you've delivered.
[02:46:01.110 --> 02:46:03.912]  And InfoWars has been the tip of spear against tyranny.
[02:46:03.912 --> 02:46:09.295]  And when it comes to products we sell to fund our operation, they're just like our news and information.
[02:46:09.295 --> 02:46:11.516]  They are powerful and they change the world.
[02:46:12.196 --> 02:46:18.060]  The Real Red Pill Plus is one of our top sellers, but for over two years, it's been sold out because of supply chain breakdowns.
[02:46:18.060 --> 02:46:20.781]  It's finally back in stock.
[02:46:20.781 --> 02:46:22.442]  We're 50% off at Infolreshore.com.
[02:46:22.442 --> 02:46:28.386]  Now, in the limited time we have, I can't get into all the ingredients they're in, but this sucker is amazing.
[02:46:28.386 --> 02:46:33.689]  Look for yourself at how loaded each bottle is, ladies and gentlemen.
[02:46:33.689 --> 02:46:38.032]  Every one of these will supercharge your day and everything you do.
[02:46:38.032 --> 02:46:40.834]  Just look at the Preglanone that we've got that's in this product.
[02:46:41.494 --> 02:46:50.799]  Get your real Red Pill Plus, a proprietary product nobody else has, exclusively back in stock for 50% off at InfoWarsTore.com.
[02:46:50.799 --> 02:46:54.401]  This is as close as the Matrix Red Pill as you're going to get.
[02:46:54.401 --> 02:46:59.444]  Red Pill Plus, 50% off, InfoWarsTore.com.
[02:46:59.444 --> 02:47:05.348]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[02:47:11.237 --> 02:47:13.298]  Alright, these aren't words I'm saying right now.
[02:47:13.298 --> 02:47:15.460]  These are important facts.
[02:47:15.460 --> 02:47:24.825]  I need everybody on your email, your text message, your word of mouth, everybody to tune in tomorrow to ConspiracyFact.info and to share that link.
[02:47:24.825 --> 02:47:27.826]  We've got a raft of incredible guests at 8 a.m.
[02:47:27.826 --> 02:47:30.448]  right through midnight tomorrow and it's a fundraiser.
[02:47:30.788 --> 02:47:32.230]  I'm not going to belabor this.
[02:47:32.230 --> 02:47:34.494]  It's your decision whether we stay on air or not.
[02:47:34.494 --> 02:47:36.317]  Our goals are very easy to reach.
[02:47:36.317 --> 02:47:37.879]  These are products you already need.
[02:47:37.879 --> 02:47:40.303]  Go get Real Red Bill Plus.
[02:47:41.323 --> 02:47:44.065]  Go get Down and Out, our great sleep aid.
[02:47:44.065 --> 02:47:49.029]  Go get Tumor 95, that's the same as bodies, 95% Humanoid.
[02:47:49.029 --> 02:47:52.932]  Go get our great products at InfoWarsTore.com today.
[02:47:52.932 --> 02:47:55.214]  I want to thank you all for your past support.
[02:47:55.214 --> 02:47:59.678]  I encourage you now to take action at InfoWarsTore.com.
[02:47:59.678 --> 02:48:06.723]  Okay, I want to go back to your phone calls, but here's a video that I remember seeing decades ago, but I only saw it last night on Twitter.
[02:48:08.104 --> 02:48:11.065]  It reminded me of it, that I'd seen it years ago.
[02:48:11.065 --> 02:48:13.326]  Video, child actress Shirley Temple.
[02:48:13.326 --> 02:48:16.788]  Shirley Temple exposes Hollywood pedophilia.
[02:48:16.788 --> 02:48:31.374]  And here she is, the biggest child star in history, a big actress after that, on Larry King Live, talking about pedophilia when she was 12 years old, and her mother, and all the rest of the stuff.
[02:48:31.374 --> 02:48:33.095]  And it ties into the next story we're going to cover.
[02:48:33.095 --> 02:48:33.415]  Here it is.
[02:48:34.511 --> 02:48:37.633]  When I left Fox, I went to MGM for one picture.
[02:48:37.633 --> 02:48:39.055]  Thank goodness, only one.
[02:48:39.055 --> 02:48:42.577]  And when I got there with my mother, we were separated.
[02:48:42.577 --> 02:48:47.281]  She went into the office of Louis B. Mayer, and I went into the office of Arthur Fried.
[02:48:47.281 --> 02:48:50.463]  And he was going to talk to me about a movie he wanted to put me in.
[02:48:50.463 --> 02:48:52.104]  I'm 12 years old, you know.
[02:48:52.104 --> 02:48:57.068]  And I thought he was a producer, but instead he was an exhibitor.
[02:48:57.068 --> 02:49:00.271]  And I'd never seen anyone naked before, except myself.
[02:49:00.271 --> 02:49:02.212]  So I had no clue about what was happening.
[02:49:04.384 --> 02:49:06.885]  So it struck me so funny, I laughed at him.
[02:49:06.885 --> 02:49:08.445]  And I laughed uproariously.
[02:49:08.445 --> 02:49:09.545]  I had tears, you know.
[02:49:09.545 --> 02:49:10.606]  And he got infuriated.
[02:49:10.606 --> 02:49:12.566]  And he said, out, out, out, go!
[02:49:12.566 --> 02:49:13.606]  Did you tell your mother?
[02:49:13.606 --> 02:49:14.266]  Well, I went down.
[02:49:14.266 --> 02:49:14.967]  It was very quiet.
[02:49:14.967 --> 02:49:17.767]  I went down and met her in the lobby of the administration building.
[02:49:17.767 --> 02:49:20.488]  She came out very quietly from Louis B. Mayer's office.
[02:49:20.488 --> 02:49:23.929]  And we walked hand in hand, silently, to the car, which was unusual.
[02:49:23.929 --> 02:49:25.129]  We got in the car, driving home.
[02:49:25.129 --> 02:49:28.510]  I said, Mom, you won't believe what happened to me.
[02:49:28.510 --> 02:49:31.231]  And I told her what happened, and she got kind of quiet.
[02:49:31.231 --> 02:49:32.791]  And she said, well, you don't know what happened to me.
[02:49:34.202 --> 02:49:38.583]  So Shirley Temple at 12 goes into a room at MGM and the head of the studio is naked trying to have sex with her.
[02:49:38.583 --> 02:49:40.384]  Total domination.
[02:49:40.384 --> 02:49:40.864]  Total control.
[02:50:00.182 --> 02:50:03.224]  But now they don't want to just rape our daughters and sons.
[02:50:03.224 --> 02:50:05.606]  They want to cut their testicles and breast off.
[02:50:05.606 --> 02:50:09.208]  They make it trendy and fun and promote it like it's normal everywhere.
[02:50:09.208 --> 02:50:16.553]  Instead of hiding it in an office or in a dungeon, they make it normal and, oh, everybody's for this.
[02:50:16.553 --> 02:50:22.597]  So there's a video of your TV viewer of little Shirley Temple, and then she's 12 years old,
[02:50:23.516 --> 02:50:31.480]  And they march her in to a room where the head of the studio wants to have sex with her, and there's Larry King laughing about it.
[02:50:31.480 --> 02:50:36.082]  So New York moves to allow biological males to be housed in women's prisons.
[02:50:36.082 --> 02:50:38.043]  That's the governor.
[02:50:38.043 --> 02:50:43.186]  Attacking women's spaces, attacking women in the name of women.
[02:50:43.186 --> 02:50:45.567]  Monstrous.
[02:50:45.567 --> 02:50:51.130]  But they just thought of a new Martin Luther King sculpture, $50 million, a giant penis.
[02:50:52.588 --> 02:50:55.108]  Welcome to the Miss Universe Organization!
