[00:00:00.209 --> 00:00:00.650]  I will.
[01:56:00.780 --> 01:56:09.707]  Also, also now, they're saying you've passed the 4 million mark of government surveillance cameras and they're announcing they're going to add even more!
[01:56:10.708 --> 01:56:18.754]  Yeah, the 4 million number itself and that was in the Independent yesterday, or today, Big Brother Britain 2004.
[01:56:21.165 --> 01:56:23.646]  They're saying 4.1, 4.2 million.
[01:56:23.686 --> 01:56:30.309]  There's actually probably that amount of cameras just in London alone because that's where they're taking the figures from.
[01:56:30.969 --> 01:56:42.353]  We've had reports before which say 10, 15 million and now they've got programmes to put them in areas of natural wilderness to keep out people trying to start forest fires.
[01:56:42.913 --> 01:56:45.776]  Yeah, and now here it's, oh, to stop junk dumping.
[01:56:46.356 --> 01:56:50.140]  All the woods in Austin are going to have cameras and microphones.
[01:56:50.600 --> 01:56:53.883]  Again, this is right out of 1984.
[01:56:54.143 --> 01:57:06.935]  Yeah, three years ago the British government announced a £70 million programme, which is about $150 million to put cameras in the trees in every single natural wilderness area.
[01:57:07.015 --> 01:57:08.096]  And now it gets worse.
[01:57:08.376 --> 01:57:09.257]  Now you have
[01:57:09.717 --> 01:57:11.298]  We've got about a minute left.
[01:57:11.339 --> 01:57:15.022]  We're going to come back and take calls, but plug your book.
[01:57:15.042 --> 01:57:15.242]  I carry it.
[01:57:15.262 --> 01:57:15.922]  I published it.
[01:57:15.962 --> 01:57:16.503]  Order out of Chaos.
[01:57:16.723 --> 01:57:18.084]  It's the best work out there.
[01:57:18.104 --> 01:57:19.045]  Why should folks get it?
[01:57:30.928 --> 01:57:47.066]  Well, one chapter that we've got, which is basically the last chapter, because I was finishing the book right as the Iraq war was going on, goes through all the different quotes out of the PNAC documents, which we've been talking about today, which prove that the war was staged in advance.
[01:57:47.486 --> 01:57:49.208]  So, I mean, we've got that chapter, we've got
[01:57:50.229 --> 01:58:07.245]  The British MI5 terror chapter which is particularly relevant to the prison without trial story today because MI5 have been caught carrying out the bombings in London to get all this police state so it's basically a synopsis of that and it's been very successful and Mike Bottom line folks it's 19 bucks
[01:58:08.406 --> 01:58:11.708]  The book's over 300 pages full of photos, documents, legislation.
[01:58:11.728 --> 01:58:11.708]  $19.95.
[01:58:12.908 --> 01:58:19.271]  We've got a second copy to give as a gift for $11.95 and support this man's incredible work and support what we're doing.
[01:58:19.911 --> 01:58:22.272]  Please call toll-free 1-888-253-3139.
[01:58:22.312 --> 01:58:23.213]  Call right now, folks.
[01:58:29.716 --> 01:58:38.683]  888-253-3139 or go to PrisonPlanet.com or InfoWars.com to order via our secure online shopping carts.
[01:58:39.083 --> 01:58:39.603]  Don't wait!
[01:58:39.684 --> 01:58:40.784]  Get order out of chaos!
[01:58:41.205 --> 01:58:42.165]  Get my videos!
[01:58:42.386 --> 01:58:43.426]  Get them out to people!
[01:58:43.747 --> 01:58:44.948]  Expose the terrorists!
[01:58:45.048 --> 01:58:46.129]  Expose these criminals!
[01:58:46.389 --> 01:58:48.370]  We cannot allow them to get away with this!
[01:58:48.971 --> 01:58:51.112]  We can only stop them by exposing them!
[01:58:51.152 --> 01:58:51.973]  They're murderers!
[01:58:52.253 --> 01:58:52.974]  Help us do it!
[01:58:56.018 --> 01:59:00.501]  Through the years of providing water filters to America, you've come to us and we've listened.
[01:59:00.861 --> 01:59:04.944]  You asked us to make the water level visible to eliminate the guesswork when refilling the water.
[01:59:05.244 --> 01:59:05.784]  We listened.
[01:59:06.104 --> 01:59:11.068]  You asked for an elevated base so the system could be used in places beside on the edge of a counter.
[01:59:11.348 --> 01:59:11.848]  We listened.
[01:59:12.228 --> 01:59:15.270]  You asked us to develop a filter that was made in the USA.
[01:59:15.691 --> 01:59:16.211]  We listened.
[01:59:16.671 --> 01:59:20.754]  You asked us to include an emergency light for camping and during power outages.
[01:59:21.134 --> 01:59:21.615]  We listened.
[01:59:21.955 --> 01:59:27.198]  After 9-11, you asked us to develop a filter that was more powerful in removing chemical agents.
[01:59:27.619 --> 01:59:28.980]  Again, we listened.
[01:59:29.340 --> 01:59:36.725]  Introducing the Berkey Light, the gravity filter requested by America, designed by Americans, and made in America.
[01:59:37.105 --> 01:59:41.328]  Get the Berkey Light, the American water filter, for only $259 by calling New Millennium at 8 a.m.
[01:59:41.368 --> 01:59:41.728]  in Iowa.
[01:59:50.293 --> 01:59:53.014]  This is the GCN Radio Network.
[02:00:01.016 --> 02:00:01.676]  Big Brother.
[02:00:02.316 --> 02:00:03.396]  Mainstream media.
[02:00:04.096 --> 02:00:05.176]  Government cover-ups.
[02:00:05.857 --> 02:00:06.657]  You want answers?
[02:00:07.417 --> 02:00:08.317]  Well, so does he.
[02:00:08.977 --> 02:00:12.698]  He's Alex Jones on the GCN Radio Network.
[02:00:13.158 --> 02:00:15.519]  And now, live from Austin, Texas,
[02:00:16.423 --> 02:00:17.304]  Alex Jones.
[02:00:18.926 --> 02:00:22.350]  Well, our last hour was a great hour of radio.
[02:00:22.370 --> 02:00:28.117]  We probably covered 20 different important news items exposing the criminal activities of the global elite.
[02:00:29.098 --> 02:00:29.899]  Took a lot of calls.
[02:00:29.919 --> 02:00:37.047]  We've got Paul Watson who comes on at least once a week because I respect his great analysis and I agree with what he's saying.
[02:00:37.928 --> 02:00:44.112]  We've also got some of the folks that got shot at by Mexican troops coming on the show here in about 30 minutes.
[02:00:44.673 --> 02:00:45.993]  We've got a lot of people holding.
[02:00:46.033 --> 02:00:54.219]  Let's get about 5 or 6 calls out of the way, then we'll go right back into about 10 other important news reports here while we still have Paul Watson.
[02:00:54.779 --> 02:00:56.400]  Let's talk to Chris in Tennessee.
[02:00:56.440 --> 02:00:57.061]  You're on the air.
[02:00:57.121 --> 02:00:57.541]  Go ahead.
[02:00:58.021 --> 02:00:58.382]  Hello Alex.
[02:00:58.422 --> 02:00:58.882]  Hello Paul.
[02:00:59.994 --> 02:01:01.635]  I wanted to talk about Social Security.
[02:01:01.875 --> 02:01:03.375]  Three years ago, I broke my back.
[02:01:03.496 --> 02:01:09.478]  I had three neurosurgeons all say that I needed another back operation and also another operation in my neck.
[02:01:10.078 --> 02:01:26.464]  And these calls that I make to the Social Security office, they must go to India because I went to a hearing and continually get jerked around from Social Security for a disability claim with three neurosurgeons say that I do need both surgeries and I am disabled.
[02:01:26.946 --> 02:01:42.015]  And I'm very upset at the fact that George Bush wants to give Social Security to illegal immigrants and Mexicans, where us hard-working Americans, who are unable to work, have been jerked around for years, and I know there's tens of thousands of people in the audience right now hearing this.
[02:01:42.035 --> 02:01:53.322]  So what I did today, after I heard that the calls were being given to India, I told this person on the telephone that I wanted a direct letter from the Commissioner, her name is Barthart,
[02:01:53.843 --> 02:01:54.665]  We're good to go.
[02:02:03.374 --> 02:02:15.520]  There's 670,000 people that are disabled, and there's an outsourcing agency that are forcing these people to get jobs, and this agency is going to get $6,000 per person that gives these people a minimum wage job.
[02:02:15.540 --> 02:02:17.841]  Well, yeah, that's how the corporate welfare works.
[02:02:18.001 --> 02:02:27.645]  They get all the money, and then people who have broken backs don't get any of it, and then if you're a foreigner, you come here, and you get a decade of tax exemption, why don't citizens get that?
[02:02:27.946 --> 02:02:32.988]  It's designed to get rid of the middle class, drive down our wages, get all of us on welfare,
[02:02:33.349 --> 02:02:34.678]  Or in the criminal justice system.
[02:02:34.718 --> 02:02:35.302]  Paul Watson?
[02:02:35.928 --> 02:02:42.133]  Well, it boils down to the fact that it's nothing more than slave labour like the sweat shops in India.
[02:02:42.493 --> 02:02:52.700]  It's not just exploiting and bringing down the country in America, it's exploiting via what is slave labour on the wages that they get when this outsourcing takes place.
[02:02:52.741 --> 02:03:04.009]  I mean, the excuse with this amnesty deal that the Mexicans are coming in to do the lower paid jobs is defeated by that very fact that all the lower paid jobs are being taken out of the country anyway.
[02:03:04.795 --> 02:03:14.384]  Yes, well if you people are in the same situation as I am, make that phone call and tell me you want a letter from the Commissioner of what the status is on your claim and why you're getting jerked around also.
[02:03:14.464 --> 02:03:16.465]  Alright, thanks for the call.
[02:03:16.505 --> 02:03:19.528]  Let's talk to Dan in Illinois.
[02:03:19.608 --> 02:03:20.429]  Dan, go ahead.
[02:03:20.449 --> 02:03:21.350]  How you doing there Alex?
[02:03:21.490 --> 02:03:21.750]  Good.
[02:03:22.271 --> 02:03:23.832]  You know, this all proves one thing.
[02:03:23.852 --> 02:03:27.195]  You just can't give corporations that type of freedom.
[02:03:27.694 --> 02:03:29.095]  I mean, they just can't be trusted.
[02:03:29.175 --> 02:03:34.077]  I mean, there's no laws against this, but... This is... No, you don't regulate the corporations.
[02:03:34.177 --> 02:03:44.501]  What you do is, you keep the government so small, it can't start giving them corporate welfare, and even if they take over the government, the government's not big enough to control our lives.
[02:03:44.521 --> 02:03:45.182]  You understand that?
[02:03:45.542 --> 02:03:46.862]  Well, here's the thing.
[02:03:46.962 --> 02:03:52.505]  If the people are not demanding the government to control the corporations, then the corporations will demand that the government control us.
[02:03:53.005 --> 02:03:54.126]  That's what's happened.
[02:03:54.206 --> 02:04:05.331]  So, the Founding Fathers said, you stop that by having a small government, then they even seize control, or a dictator seizes control, or a corporate oligarchy seizes control of the levers of power.
[02:04:05.511 --> 02:04:09.153]  The levers of power are so small, they can't take over your life.
[02:04:09.513 --> 02:04:13.335]  So instead, they're expanding the levers of control, because they have taken over.
[02:04:13.795 --> 02:04:19.418]  I mean, just the fact that they're allowed to export so many things, I mean, there should be regulation.
[02:04:20.198 --> 02:04:26.922]  But see, they already run the government, so when you give them regulation, they're going to use that selectively against you.
[02:04:26.942 --> 02:04:27.542]  Of course.
[02:04:27.942 --> 02:04:34.365]  One more thing, did you see that the Jewish people, some organizations, they say, anybody but Bush?
[02:04:36.627 --> 02:04:39.948]  Well, yeah, there's a lot of diverse groups that don't like Bush.
