[00:00:01.149 --> 00:00:02.749]  At 888-803-4438.
[01:53:53.561 --> 01:53:54.841]  Order right now by calling 1-888-2533-139.
[01:53:58.584 --> 01:53:59.425]  That's 888-253-3139.
[01:53:59.745 --> 01:54:05.630]  Or order online at Infowars.com or Infowars.net.
[01:54:05.910 --> 01:54:06.670]  Again, that number, 888-253-3139.
[01:54:07.951 --> 01:54:21.962]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:54:22.563 --> 01:54:25.545]  It's Alex Jones and the GCN Radio Network.
[01:54:30.385 --> 01:54:33.167]  You know, this show really is continual education.
[01:54:33.187 --> 01:54:48.735]  I mean, I think about all the scientists, the doctors, the lawyers, the congressmen and women we've had on, the engineers, the experts, the witnesses, the generals, the admirals, the captains, the police.
[01:54:48.755 --> 01:54:51.377]  I mean, we've covered every issue you can imagine here.
[01:54:53.117 --> 01:54:53.998]  And this is my life.
[01:54:54.038 --> 01:54:55.799]  I've studied the New World Order perpetually.
[01:54:57.125 --> 01:54:59.727]  And I'm just bowled over by the level of their evil!
[01:55:00.148 --> 01:55:02.289]  It's all happening right out in front of us!
[01:55:04.952 --> 01:55:25.929]  We're about to go back to your calls, Gary and Kenneth and Keith and John and many others, and then in about 40 minutes we got John Stattmiller, not 40 minutes, in about 30 minutes we got John Stattmiller on the show to talk about, well, the IRS and the trial of Dick Simpson Cannon.
[01:55:26.676 --> 01:55:28.798]  He's going to be up there testifying this weekend.
[01:55:30.099 --> 01:55:37.747]  But before we go any further, if you want to have a solution to this fight, a big part of the solution really is my videos.
[01:55:38.107 --> 01:55:40.829]  They really are waking everybody up.
[01:55:40.849 --> 01:55:42.111]  90% of those that see them are waking up.
[01:55:42.571 --> 01:55:49.818]  Get the videos, get another VCR, make copies, part them to CD, whatever, give them to people.
[01:55:50.600 --> 01:55:52.241]  It's having a massive effect.
[01:55:52.701 --> 01:55:53.822]  Post them on the internet.
[01:55:53.882 --> 01:55:54.342]  Stream them.
[01:55:54.502 --> 01:55:55.102]  I don't care.
[01:55:55.602 --> 01:55:56.763]  I just want to get these out.
[01:55:56.823 --> 01:55:58.224]  These are professionally done.
[01:55:58.244 --> 01:56:01.505]  I have poured my blood, sweat, and tears into this.
[01:56:01.825 --> 01:56:05.867]  I've put my life in massive danger many times bringing this footage.
[01:56:06.167 --> 01:56:10.710]  I've crawled around in alligator-infested swamps with black helicopters chasing me.
[01:56:11.170 --> 01:56:12.991]  I mean, you need to see these videos.
[01:56:13.731 --> 01:56:15.312]  You need to see these videos.
[01:56:17.299 --> 01:56:23.102]  The latest is Matrix of Evil, there's Masters of Terror, Police State, Three Total Enslavement, 9-11 Road of Tyranny.
[01:56:23.602 --> 01:56:25.323]  Just get the videos, you'll be impressed.
[01:56:25.443 --> 01:56:27.824]  Make copies, get them out to folks, and it supports this show.
[01:56:28.224 --> 01:56:33.547]  Operators are there right now, 24 hours a day, to take your call, to take your order, to answer your questions.
[01:56:33.567 --> 01:56:33.627]  1-888-253-3139.
[01:56:40.959 --> 01:56:48.726]  We've got the Loss of Liberty video by Tito Howard about what really happened to that ship and how the government did that to try to blame it on Egypt for a war.
[01:56:49.747 --> 01:56:51.569]  We've got Eric Huffman's new video.
[01:56:51.589 --> 01:56:53.271]  We've got Paul Watson's book I published.
[01:56:53.291 --> 01:56:54.372]  We've got all my videos.
[01:56:54.952 --> 01:56:58.956]  Infowars.com or PrisonPlanet.com to order or 1-888-253-3139.
[01:57:04.913 --> 01:57:23.027]  Or you can just write to me, and I'm Alex Jones, and the address is 3001, that's 3001 South Lamar, L-A-M-A-R, Suite 100, Austin, Texas, 78704.
[01:57:25.128 --> 01:57:27.230]  Don't wait, get the videos, the books today.
[01:57:27.730 --> 01:57:28.811]  And I got some great t-shirts.
[01:57:29.271 --> 01:57:33.274]  Okay, let's go ahead and talk to Gary in Kansas.
[01:57:33.314 --> 01:57:34.195]  Gary, thanks for holding.
[01:57:34.858 --> 01:57:41.021]  Alex, um, like you said before, predictions for this year, um, I just feel there's going to be all sorts of more chaos.
[01:57:42.182 --> 01:57:48.205]  I think, um, as people see that they say they're going to give Iraq their government back in six months, that won't happen.
[01:57:48.926 --> 01:57:52.368]  We'll see more chemtrails like I did on Christmas Day here in Kansas City.
[01:57:53.208 --> 01:57:57.090]  And, um, I photographed an unequal sign, which was really weird up in the sky.
[01:57:57.871 --> 01:58:00.412]  And I just feel that they're going to have more, you know,
[01:58:01.118 --> 01:58:03.500]  Stupid high alerts to keep us conditioned.
[01:58:03.960 --> 01:58:18.370]  More black helicopters with guys in black outfits and scheme-ass pointin' machine guns at us, equating that with safety as Bush moves to give total amnesty to anybody that can get here, and as Bush moves to re-sign the assault weapons ban.
[01:58:19.171 --> 01:58:24.595]  Yeah, and Bin Laden, I feel, will be found by the end of summer, just due to two weeks before they got Hussein.
[01:58:24.655 --> 01:58:29.979]  I was told by an Air Force personnel officer that they were gonna do this anyway, so...
[01:58:30.940 --> 01:58:32.542]  I think there's a lot of chaotic.
[01:58:32.562 --> 01:58:37.005]  The only thing I hope for is that Rumsfeld, Ashcroft, and Rich will be found out.
[01:58:37.966 --> 01:58:40.748]  All their lies and deceit they keep on telling us on the TV.
[01:58:41.048 --> 01:58:42.209]  They are being found out.
[01:58:42.470 --> 01:58:49.055]  One mind, one soul, one heart at a time being unlocked and the blinders coming off, my friend.
[01:58:49.095 --> 01:58:50.156]  Thanks to folks like you.
[01:58:52.918 --> 01:58:53.518]  Great points.
[01:58:53.599 --> 01:58:54.639]  Thanks for the call, Gary.
[01:58:54.759 --> 01:58:57.622]  Keith and John and many, many others, your calls are up next.
[01:58:57.662 --> 01:58:59.103]  The third hour is straight ahead.
[01:58:59.423 --> 01:59:00.224]  Stay the course.
[01:59:03.701 --> 01:59:14.428]  The Berkey Light's unique design combines the age-old process of microporous filtration coupled with modern state-of-the-art technology and the highest quality materials, bringing you the finest water filter available anywhere.
[01:59:14.608 --> 01:59:22.133]  The revolutionary Berkey Light, with its exclusive black Berkey filter elements, remove pathogenic bacteria, cysts, and parasites to non-detectable levels.
[01:59:22.433 --> 01:59:25.574]  Farm-full or unwanted chemicals are reduced to below detectable level.
[01:59:25.855 --> 01:59:31.617]  And it reduces nitrates and unhealthy minerals like lead and mercury while leaving the nutritional minerals your body needs.
[01:59:31.877 --> 01:59:38.040]  Made of durable lexan, the material used in making bulletproof glass, the system is durable, rugged, and yet attractive.
[01:59:38.400 --> 01:59:40.301]  You are listening to GCN, the Genesis Communications Radio Network.
[02:00:09.591 --> 02:00:13.753]  Big Brother, Mainstream Media, Government Cover Ups.
[02:00:14.413 --> 02:00:15.213]  You want answers?
[02:00:15.993 --> 02:00:16.894]  Well, so does he.
[02:00:16.914 --> 02:00:21.175]  He's Alex Jones on the GCN Radio Network.
[02:00:21.735 --> 02:00:25.837]  And now, live from Austin, Texas, Alex Jones.
[02:00:27.157 --> 02:00:32.519]  Already into this third hour of this January 2nd, 2004 edition,
[02:00:34.943 --> 02:00:41.065]  We've got John Stadtmiller to talk about some news developments with the IRS trying to cover up its criminality.
[02:00:42.746 --> 02:00:46.688]  I want to get into the Matrix Control Surveillance Grid System.
[02:00:47.608 --> 02:00:58.733]  Also this article out of the New Jersey Star-Ledger, Conspiracy Theories Abound in 9-11 Probe, Willie Nelson Pins Protest Song, and a lot more in this third hour.
[02:00:58.813 --> 02:01:00.193]  Right now, let's go back to the calls.
[02:01:00.933 --> 02:01:03.795]  Let's talk to Kenneth in Texas.
[02:01:03.835 --> 02:01:04.695]  Thanks for holding, sir.
[02:01:05.626 --> 02:01:06.246]  Good day, sir.
[02:01:09.288 --> 02:01:18.352]  When I had a television in 2001, 2002, I didn't get much anti-war opposition coming from the television.
[02:01:18.492 --> 02:01:19.713]  Well, that didn't show it.
[02:01:20.893 --> 02:01:26.396]  And if they did show it, it was maybe a white token or a black token from the far left.
[02:01:27.160 --> 02:01:32.442]  uh... that would be against the war and they were just being used as uh... uh... co-op that I guess.
[02:01:32.462 --> 02:01:39.004]  And they totally ignored the conservatives like Ron Paul, the libertarians, they totally ignored all the real conservatives.
[02:01:39.404 --> 02:01:40.264]  Yeah.
[02:01:40.645 --> 02:01:43.606]  Have you ever heard of a guy named Jack, Colonel Jack Moore?
[02:01:44.986 --> 02:01:45.426]  Uh, yes.
[02:01:45.746 --> 02:01:56.470]  Okay, well he was in Korea and he was the first to be decorated, but anyway, in one of his books he he has information that Hitler was a Jew on his father's side and uh...
[02:02:00.526 --> 02:02:10.122]  When Hitler ignored Dunkirk, many of his generals started to become suspicious and organize assassination plots against Hitler.
[02:02:11.448 --> 02:02:12.809]  What do you feel about that?
[02:02:12.829 --> 02:02:18.691]  For those who don't know about, well, we know he was a Rothschild, but I wouldn't even call the Rothschilds Jewish.
[02:02:18.731 --> 02:02:27.115]  I mean, people with blonde hair and blue eyes, and they run around saying how Jewish they are, and every time you turn around they're exterminating Jews or, you know, shutting up some program to do it.
[02:02:27.155 --> 02:02:28.515]  It's more sophisticated than that.
[02:02:28.555 --> 02:02:31.957]  It's like Sharon hanging out with all these fascist leaders now.
[02:02:32.937 --> 02:02:36.038]  I mean, Barry Hamish will tell you the Illuminati controls Israel.
[02:02:36.138 --> 02:02:37.559]  Israel doesn't control the Illuminati.
[02:02:38.380 --> 02:02:52.672]  And I know at Dunkirk, yeah, he left the big British Expeditionary Force, the giant force there on the beach and allowed him to escape and did a lot of other stuff, but he was just a cultic nutcase.
[02:02:54.053 --> 02:02:55.094]  Thanks for the call, sir.
[02:02:55.294 --> 02:02:56.535]  I appreciate it.
[02:02:56.575 --> 02:03:00.499]  Let's talk to John in Indiana.
[02:03:00.559 --> 02:03:01.400]  John, you're on the air.
[02:03:01.440 --> 02:03:01.900]  Go ahead.
[02:03:02.360 --> 02:03:03.121]  Well, good afternoon.
[02:03:03.181 --> 02:03:04.662]  I certainly enjoy your program.
[02:03:04.782 --> 02:03:05.283]  Well, thank you.
[02:03:06.055 --> 02:03:16.962]  I'm a little bit amused that you've asked people to call in with predictions, and yet so many people were really set on fire by that Rabbi Spivak program.
[02:03:17.022 --> 02:03:20.043]  That seems to come to the surface first.
[02:03:20.063 --> 02:03:22.365]  People like controversy.
[02:03:22.405 --> 02:03:23.485]  They like controversy.
[02:03:23.846 --> 02:03:28.048]  I try to stick to information, but don't worry, I'll have more people on like that.
[02:03:28.768 --> 02:03:32.931]  Well, I'm glad that you did, and I think maybe it's positive, and hopefully that's
[02:03:33.723 --> 02:03:42.805]  Line in the sand that the American people won't go past, and that you've really piqued their interest, that there are people out there actually advocating it, and it really horrifies the American public.
[02:03:42.825 --> 02:03:43.365]  Advocating what?
[02:03:43.585 --> 02:03:45.325]  Advocating what for those who just joined us?
[02:03:45.545 --> 02:03:51.466]  Certainly, advocating torture, such as Alan Dershowitz and Rabbi Spivak.
[02:03:52.326 --> 02:04:00.288]  I think it's important to realize that these two people who advocate torture do not represent Jewish thought.
[02:04:01.048 --> 02:04:02.988]  These are their own thoughts of a very narrow
[02:04:03.781 --> 02:04:14.090]  uh... range of people and uh... that people don't get the wrong impression most people be horrified by what rebels are not so there's lots of washout promoting torture
[02:04:16.098 --> 02:04:16.538]  Exactly.
[02:04:17.038 --> 02:04:19.659]  Yeah, but I mean, Israel does torture people.
[02:04:19.679 --> 02:04:20.219]  They admit it.
[02:04:20.419 --> 02:04:20.939]  Yes, they do.
[02:04:21.139 --> 02:04:27.460]  And so that's why you've got a certain lobby out there that thinks, well, if they do it, it's okay if we do it.
