[00:00:05.746 --> 00:00:08.747]  Everything is proceeding
[02:12:03.401 --> 02:12:05.002]  And I think all the southern states.
[02:12:05.002 --> 02:12:07.464]  Well, they continue to underestimate the amount.
[02:12:07.464 --> 02:12:09.986]  First, it was a few thousand gallons a day.
[02:12:09.986 --> 02:12:14.329]  But experts looked at the satellite photos and said it had to be hundreds of thousands a day.
[02:12:14.329 --> 02:12:16.991]  It's now 3.5 million gallons.
[02:12:16.991 --> 02:12:17.371]  Who knows?
[02:12:17.371 --> 02:12:19.312]  It could be 20 million gallons.
[02:12:19.312 --> 02:12:21.113]  I mean, they're such liars, Max Keiser.
[02:12:21.113 --> 02:12:22.134]  Who knows?
[02:12:22.134 --> 02:12:23.255]  Well, it sounds medieval.
[02:12:23.255 --> 02:12:25.256]  They're making mats out of people's hair.
[02:12:25.256 --> 02:12:25.637]  What's next?
[02:12:25.637 --> 02:12:25.857]  Leeches?
[02:12:27.659 --> 02:12:28.940]  Yeah, I don't know what this is.
[02:12:28.940 --> 02:12:34.683]  I heard it on news radio driving in this morning, and the host was saying, what are mats of hair going to do?
[02:12:34.683 --> 02:12:37.645]  In fact, guys, pull up oil spill mats of hair.
[02:12:37.645 --> 02:12:39.006]  What are they talking about?
[02:12:39.006 --> 02:12:40.927]  Mats of hair?
[02:12:40.927 --> 02:12:51.633]  Because if you go back a few hundred years, people back in the medieval times, when they had problems like this, they would band together and cut their hair off and make mats of hair.
[02:12:51.633 --> 02:12:54.155]  But I mean, is this the best America has to offer?
[02:12:54.155 --> 02:12:54.995]  Medieval cures?
[02:12:56.836 --> 02:12:59.477]  You know, what century are we in?
[02:12:59.477 --> 02:13:02.678]  But listen, people, you think we're joking.
[02:13:02.678 --> 02:13:04.679]  What have you heard about the mats of hair?
[02:13:04.679 --> 02:13:11.641]  I thought it was, I thought I was in the Twilight Zone driving in, but it was a mainstream talk radio going, what is this about mats of hair in the Gulf?
[02:13:11.641 --> 02:13:14.802]  So they're going to have people cut their hair off and throw it in the ocean?
[02:13:16.022 --> 02:13:16.542]  I think?
[02:13:46.122 --> 02:14:08.257]  All right, real fast, because I want to go to calls, but specifically, we've had some guests on who talk about the fact that this happened right after the Day After Earth Day, that Obama didn't really want to allow drilling, that BP is going to make money off insurance on this, that they're only liable for something like $750 million.
[02:14:08.257 --> 02:14:10.078]  Are you hinting at this being staged, Max?
[02:14:10.768 --> 02:14:11.489]  No.
[02:14:11.489 --> 02:14:12.509]  No, I'm not hinting.
[02:14:12.509 --> 02:14:19.295]  I'm hinting that the companies are too cheap to buy adequate safety equipment.
[02:14:19.295 --> 02:14:35.847]  Think about, for example, I don't want to go open a big thing here, but for $50 an airplane, it would have been very easy to have an adequate lock between the cockpit and the fuselage of an airplane.
[02:14:35.847 --> 02:14:37.388]  But airlines are too cheap.
[02:14:37.388 --> 02:14:38.409]  Industry is too cheap.
[02:14:38.409 --> 02:14:40.631]  They could have prevented terrorist attacks.
[02:14:41.472 --> 02:14:45.477]  But Max, you know as well as I, 9-11 was a staged event.
[02:14:45.477 --> 02:14:49.042]  Well, you know, but I'm just saying that ultimately they're cheap.
[02:14:49.042 --> 02:14:54.269]  So this is a half a million dollar piece of equipment that BP, other countries by the way, not in America.
[02:14:54.269 --> 02:14:56.031]  Now I know, everybody else has them.
[02:14:58.208 --> 02:14:59.049]  All right, Max, absolutely.
[02:14:59.049 --> 02:15:03.811]  Let's get to a few final questions for you because you've got to go.
[02:15:03.811 --> 02:15:05.112]  Jacob in Oregon, you're on the air, go ahead.
[02:15:24.241 --> 02:15:27.423]  You're on the air with Max, the home game orange gorilla.
[02:15:27.423 --> 02:15:29.084]  Go ahead.
[02:15:29.084 --> 02:15:29.765]  Fantastic.
[02:15:29.765 --> 02:15:30.365]  Thanks, Max.
[02:15:30.365 --> 02:15:32.047]  Thanks, Alex.
[02:15:32.047 --> 02:15:39.091]  Max, thanks, first of all, for answering most of my questions, actually, during the course of this show.
[02:15:39.091 --> 02:15:53.842]  But I do have one final one, and that is that, you know, reading over the patent, I've only read the one from 1999 that looks at the virtual specialist, kind of sets it up as a sort of distributed system of trading, kind of turns, kind of developed a trading machine gun.
[02:15:54.628 --> 02:16:05.335]  Now it sounds, it seems like it's being used as a nuclear weapon to, except instead of a bomb just destroying your house, it takes everything from your neighbor's garage and puts it in yours.
[02:16:05.335 --> 02:16:12.320]  How, is this really the first strike, would you say, in what we would consider cyber warfare?
[02:16:13.897 --> 02:16:21.139]  Well, as I said at the top of the show, I think it's an example of a domestic financial terrorist attack, unequivocal, so it's the first example.
[02:16:21.139 --> 02:16:23.680]  As far as my patent goes, yeah, you're absolutely right.
[02:16:23.680 --> 02:16:25.481]  It's not used the way it was designed.
[02:16:25.481 --> 02:16:32.323]  It was designed, actually, to eliminate front-running and to eliminate the broker-dealer conflict.
[02:16:32.323 --> 02:16:42.886]  But instead, the new owner, Cancer Fitzgerald, they've accentuated the broker-dealer conflict, and they've turned it inside out, which under European laws is completely illegal, by the way.
[02:16:45.021 --> 02:16:46.983]  Because it's all globalized, they do whatever they want.
[02:16:46.983 --> 02:16:48.144]  But let me throw this out there.
[02:16:48.144 --> 02:16:55.349]  Did you see the Hill newspaper and also CBS with Obama over the weekend saying this may have been cyber terror?
[02:16:55.349 --> 02:17:01.674]  Well obviously it's Goldman Sachs doing it and they stand to gain and it was staged, it wasn't a fat finger.
[02:17:01.674 --> 02:17:07.219]  So now they're going to use this to take our internet freedoms claiming that some guy in a cave did this.
[02:17:08.280 --> 02:17:17.184]  Well, I think you have to differentiate between cyber terror, as that term is understood, and this is financial, what I call financial terror.
[02:17:17.184 --> 02:17:22.046]  Cyber terror would be something like a distributed denial of service attack you see between China and the U.S.
[02:17:22.046 --> 02:17:22.586]  all the time.
[02:17:22.586 --> 02:17:23.727]  It takes place over the internet.
[02:17:23.727 --> 02:17:26.048]  Or somebody hacking into a hospital and turning the power off.
[02:17:27.034 --> 02:17:27.334]  No, I know.
[02:17:27.334 --> 02:17:32.437]  My question is, Max, what do you think of Obama floating the idea that men with turbines did this?
[02:17:41.417 --> 02:17:51.571]  Well, I didn't hear him say that, but I can tell you that it was Goldman Sachs.
[02:17:51.571 --> 02:17:52.932]  I mean, I don't know.
[02:17:52.932 --> 02:17:53.814]  What else can I tell you?
[02:17:53.814 --> 02:17:55.476]  No, I know.
[02:17:55.476 --> 02:17:56.097]  I agree with you.
[02:17:56.097 --> 02:17:56.938]  Hey guys, pull it up.
[02:17:59.278 --> 02:18:06.425]  Pull it up, Obama says stock market plunge, maybe cyber attack, or maybe sabotage was the headline.
[02:18:06.425 --> 02:18:08.787]  If he said it, he's completely misinformed.
[02:18:08.787 --> 02:18:14.372]  Well, he's misinformed, I mean, he's not an expert in these areas, and he made a misstatement.
[02:18:14.372 --> 02:18:15.773]  He doesn't really understand.
[02:18:15.773 --> 02:18:18.215]  Well, I don't think it's a misstatement.
[02:18:18.215 --> 02:18:22.820]  I mean, when somebody slips on a banana peel, they say Al Qaeda did it, and we just give up all our rights and keep us safe.
[02:18:24.218 --> 02:18:31.774]  Well, I'm telling you what happened, from the point of view of somebody who is very familiar with these systems.
[02:18:32.978 --> 02:18:35.961]  Well, we know they're lying and saying a fat finger did it.
[02:18:35.961 --> 02:18:39.165]  I mean, they're saying a fat finger did it, now they admit it wasn't a fat finger.
[02:18:39.165 --> 02:18:41.107]  No, it was not a fat finger.
[02:18:41.107 --> 02:18:42.388]  That was not the problem.
[02:18:42.388 --> 02:18:44.290]  They've already been discredited at that height.
[02:18:44.290 --> 02:18:47.273]  That idea is no longer even being considered.
[02:18:47.273 --> 02:18:54.541]  And now, if you have people like Janet Cavacoli, who is extremely well-respected, now questioning whether or not this was market manipulation,
[02:18:54.801 --> 02:18:57.184]  Gary Ritholtz over there at the big picture.
[02:18:57.184 --> 02:19:00.408]  He's a very plugged in guy on Wall Street.
[02:19:00.408 --> 02:19:04.193]  He republished my blog and some things I've written about it.
[02:19:04.193 --> 02:19:07.618]  He's now saying this is actually kind of a plausible idea.
[02:19:07.618 --> 02:19:10.201]  And you've got a lot of people stepping up to the plate and saying, you know what?
[02:19:12.059 --> 02:19:13.359]  That's right.
[02:19:13.359 --> 02:19:17.800]  And I'm going to have Paul Watson go over to MaxKaiser.com and get your top story about this.
[02:19:17.800 --> 02:19:19.821]  We're going to do our own big report on it.
[02:19:19.821 --> 02:19:20.941]  MaxKaiser.com.
[02:19:20.941 --> 02:19:24.242]  Kaiser spelled K-E-I-S-E-R.
[02:19:24.242 --> 02:19:25.803]  Max, it's always great having you on.
[02:19:25.803 --> 02:19:26.883]  I appreciate your time.
[02:19:26.883 --> 02:19:30.824]  It's always thought provoking and you have been dead on right about everything so far.
[02:19:31.644 --> 02:19:46.208]  I just wish that you were wrong about this gulag economy, but you normally join us once a month, so that means you're coming up in just a week or two, and so I look forward to having you back on with us to be able to cover the aftermath of the latest looting that's happened.
[02:19:46.208 --> 02:19:53.150]  Yeah, remember the home-grown gorilla.
[02:19:53.150 --> 02:19:55.111]  Man, I tell you what, you are something else.
[02:19:55.111 --> 02:19:57.151]  Max Keiser, we'll talk to you again soon.
[02:19:57.151 --> 02:19:58.232]  God bless you.
[02:19:58.232 --> 02:19:58.992]  Alright, see ya.
[02:20:02.045 --> 02:20:03.246]  Global meltdowns.
[02:20:03.246 --> 02:20:04.467]  Massive unemployment.
[02:20:04.467 --> 02:20:05.428]  Endless wars.
[02:20:05.428 --> 02:20:06.929]  A new currency crisis.
[02:20:06.929 --> 02:20:08.890]  Financially and morally bankrupt.
[02:20:08.890 --> 02:20:11.272]  A great and terrible storm is approaching.
[02:20:11.272 --> 02:20:12.814]  So what's the best way to get ready?
[02:20:12.814 --> 02:20:14.835]  To get prepared for hard times ahead?
[02:20:14.835 --> 02:20:16.897]  Introducing Off The Grid News.
[02:20:16.897 --> 02:20:24.423]  A weekly newsletter for independent patriots who want practical advice on how to survive and prosper in an increasingly dangerous world.
[02:20:24.423 --> 02:20:29.667]  It's the best way to get a black belt in emergency preparedness, survival skills, and off-the-grid living.
[02:20:29.967 --> 02:20:45.425]  Off the Grid News is fiercely independent, all about self-reliance and packed with helpful information on survival gardening, food preparation, alternative energy, herbal medicines, privacy and security, as well as God, gold and guns, with absolutely no apologies.
[02:20:45.425 --> 02:20:50.050]  And the best part, this $100 a year service is now free of charge for our listeners.
[02:20:50.050 --> 02:20:50.511]  That's right.
[02:20:50.691 --> 02:20:51.232]  We're good to go.
[02:21:02.170 --> 02:21:05.131]  Making the right decisions is a challenge to investors.
[02:21:05.131 --> 02:21:09.273]  Are we going to see economic growth slide into a recession or at worst depression?
[02:21:09.273 --> 02:21:11.553]  Hi, Ted Anderson from Midas Resources.
[02:21:11.553 --> 02:21:16.715]  We all know when a company acts irresponsibly, divesting ourselves in a move towards safety is prudent.
[02:21:16.715 --> 02:21:18.536]  When the market becomes volatile, U.S.
[02:21:18.536 --> 02:21:20.076]  Treasuries are a safe haven.
[02:21:20.076 --> 02:21:21.557]  But what do you do when the U.S.
[02:21:21.557 --> 02:21:24.598]  government overextends itself and spends beyond its means?
[02:21:24.938 --> 02:21:30.304]  Many investors are turning toward gold as a common-sense alternative to traditional paper investments.
[02:21:30.304 --> 02:21:39.655]  Midas Resources has put together a powerful book titled 10 Reasons to Own Gold, discussing costs, benefits, risks, featuring full-color illustrations, weights, and measures.
[02:21:39.655 --> 02:21:41.978]  The book is free and can be yours by calling 800-686-2237.
[02:21:44.821 --> 02:21:48.304]  Paper investments are dwarfed by gold's 6,000-year history.
[02:21:48.304 --> 02:21:52.067]  Discover how gold may be right for you and your IRA by calling 800-686-2237.
[02:21:52.067 --> 02:21:54.228]  Whether buying or it's time for you to sell, the book is free.
