[00:00:00.110 --> 00:00:00.272]  Hmm.
[01:46:34.943 --> 01:46:37.384]  Yep, and I want to just give you one statistic.
[01:46:37.384 --> 01:46:44.148]  There's lots of them out there, and again, if you went to DrTenPennyGut.com and clicked on forms, you can download these PDFs and see them for yourself.
[01:46:44.148 --> 01:46:46.770]  In 2007, there were 10,454 reported cases of pertussis nationwide.
[01:46:46.770 --> 01:46:48.070]  Confirmed cases of pertussis.
[01:46:48.070 --> 01:46:48.611]  There were 10 deaths.
[01:46:59.560 --> 01:47:08.170]  If we vaccinated over 10,000 people and had 10 deaths from the vaccine, they would say that was statistically insignificant.
[01:47:08.170 --> 01:47:13.637]  But if we have 10,000 cases of pertussis and 10 deaths, it's a national emergency and they're going to call it an epidemic.
[01:47:15.337 --> 01:47:21.699]  So, they twist these numbers and use them however they can to incite fear, fear, fear in everybody.
[01:47:21.699 --> 01:47:22.119]  That's right.
[01:47:22.119 --> 01:47:36.044]  We have massive death, miscarriages, brain damage, narcolepsy, people developing permanent epilepsy from the vaccines, admitted, just the H1N1 alone, every other major vaccine, same story, or even worse.
[01:47:36.044 --> 01:47:37.064]  We know it's doing it.
[01:47:37.284 --> 01:47:40.927]  And they're like, it's insignificant to have 3,500 miscarriages.
[01:47:40.927 --> 01:47:44.430]  It's insignificant to have tens of thousands developing Guillain-Barre.
[01:47:44.430 --> 01:47:50.895]  It's insignificant to have tens of thousands developing epilepsy from brain inflammation.
[01:47:50.895 --> 01:47:55.239]  But one person dies of pertussis, it's the end of the world.
[01:47:55.239 --> 01:48:00.223]  See you, you anti-vaccine kooks, you all need to go to jail.
[01:48:00.223 --> 01:48:03.045]  That pretty much sums it up.
[01:48:03.045 --> 01:48:03.485]  Amazing.
[01:48:05.260 --> 01:48:07.983]  Now, what about reading the inserts over the years?
[01:48:07.983 --> 01:48:13.590]  I mean, I just know going back five, six years ago, they were saying, if you're a pregnant mother, don't vaccinate.
[01:48:13.590 --> 01:48:16.293]  Now they're saying, oh no, that's the group that really needs it.
[01:48:16.293 --> 01:48:17.034]  How have they done a 180?
[01:48:18.941 --> 01:48:20.222]  You know, it's interesting, Alex.
[01:48:20.222 --> 01:48:24.065]  I was at a vaccine conference in Washington, D.C.
[01:48:24.065 --> 01:48:25.987]  in March of 2004.
[01:48:25.987 --> 01:48:38.958]  It was the first international neonatal conference, and I remember this like it was a minute ago, because they were talking at that point in time about how were they possibly going to be able to start vaccinating mothers, vaccinating pregnant women,
[01:48:39.458 --> 01:48:40.858]  With the flu shot.
[01:48:40.858 --> 01:48:50.141]  Because what they were going to have to do was somehow manipulate the data and be able to get the fetus on the vaccine injury compensation table in case there was something that happened.
[01:48:50.141 --> 01:48:58.103]  And there were many people in that audience who were doctors and researchers and representatives from the pharmaceutical industry saying, no, all we have to do is just give it.
[01:48:58.103 --> 01:49:03.184]  And because if it turns out that they have a miscarriage, well, they can't prove it was the vaccine.
[01:49:03.860 --> 01:49:05.521]  That was in 2004.
[01:49:05.521 --> 01:49:14.869]  And they've just moved it forward and they've used fear factors and they've somehow co-opted the brains of the obstetricians to say that, you know, you have to give these women flu shots.
[01:49:14.869 --> 01:49:20.574]  And this year they're not even going to be concerned whether or not they give the pregnant women flu shots with or without the mercury.
[01:49:21.054 --> 01:49:36.933]  Because they keep loading up the medical literature with what, in my opinion, is tainted, twisted data in order to say the mercury doesn't cause brain damage, mercury doesn't cause any issues, and so we can go ahead and give a mercury-laden flu shot to a mother because it's not going to bother anything.
[01:49:36.933 --> 01:49:38.134]  It's not going to cause any problems.
[01:49:39.528 --> 01:49:42.869]  And somehow we've got the medical industry who's bought into that.
[01:49:42.869 --> 01:49:43.469]  All of them!
[01:49:43.469 --> 01:49:45.449]  Well, of course they have, because they're paid off by it.
[01:49:45.449 --> 01:49:59.072]  The American Medical Association, I mean, even the European Union Commission found that their medical commissions, the British Medical Commission, the Canadian, our medical commissions, are literally run by people that also work for the vaccine makers.
[01:49:59.072 --> 01:50:04.433]  Well, that's absolutely true, but Alex, when you think about it, there's 800,000 physicians in this country.
[01:50:04.433 --> 01:50:06.853]  How did they co-opt every single one of their brains?
[01:50:08.502 --> 01:50:16.284]  Hey, if they admit that there's evil people running the medical professions on the top, then they'll have to have responsibilities.
[01:50:16.284 --> 01:50:19.905]  And so they get more money, they get little bonuses for the more vaccines they give.
[01:50:19.905 --> 01:50:23.106]  They've got a mistress they've got to visit, they've got a golf game they've got to visit.
[01:50:23.106 --> 01:50:27.528]  And when they give the little baby the shot and it has a convulsion, they just say, I didn't cause that.
[01:50:27.528 --> 01:50:31.869]  They've hurt so many children that they're too weak-minded to admit what they've done.
[01:50:32.469 --> 01:50:36.952]  And so now the bioethics boards say, send the old lady home to die, we're not going to give her surgery.
[01:50:36.952 --> 01:50:43.055]  The doctors go, yeah, after Bill Gates says it's good to kill one old lady for 10 jobs for teachers.
[01:50:43.055 --> 01:50:47.717]  See, that's what, I mean, they don't give the Hippocratic Oath anymore, as you know, Doc, so, what, 15 years or so?
[01:50:47.717 --> 01:50:51.139]  So, hey, you know, the new oath is do harm.
[01:50:51.139 --> 01:50:52.980]  Kill granny, kill baby.
[01:50:52.980 --> 01:50:54.521]  Bill Gates, it's for the earth.
[01:50:54.521 --> 01:50:56.162]  We'll be back with some of the documents.
[01:50:56.162 --> 01:50:57.543]  We'll be right back with Dr. Sherry Tinpenny.
[01:50:57.543 --> 01:50:57.883]  Stay with us.
[01:51:01.018 --> 01:51:02.318]  Hi, this is Alex Jones.
[01:51:02.318 --> 01:51:07.920]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:51:07.920 --> 01:51:12.922]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[01:51:12.922 --> 01:51:17.964]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[01:51:18.504 --> 01:51:23.728]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:51:23.728 --> 01:51:26.029]  They call it a Survival Seed Bank.
[01:51:26.029 --> 01:51:30.852]  And it can produce an endless supply of nutrient-dense food for you and your family.
[01:51:30.852 --> 01:51:31.953]  And here's the best part.
[01:51:31.953 --> 01:51:35.035]  These seeds have not been genetically modified in any way.
[01:51:35.035 --> 01:51:38.658]  And you actually get enough seeds to plant a full acre crisis garden.
[01:51:38.658 --> 01:51:41.840]  So visit them today at SurvivalSeedBank.com.
[01:51:41.840 --> 01:51:44.061]  That's SurvivalSeedBank.com.
[01:51:44.061 --> 01:51:44.982]  Or give them a call at 877-327-0365.
[01:51:48.624 --> 01:51:52.873]  That's 877-327-0365.
[01:51:52.873 --> 01:51:57.702]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[01:51:57.702 --> 01:52:00.106]  This is Alex Jones for survivalseedbank.com.
[01:52:01.007 --> 01:52:04.389]  When you hear the words water purification, what comes to mind?
[01:52:04.389 --> 01:52:08.290]  If it's Berkey Water Purification Systems, this message is for you.
[01:52:08.290 --> 01:52:12.012]  Did you know that over 60% of municipal water contains fluoride?
[01:52:12.012 --> 01:52:20.796]  At less than 2 cents per gallon, Berkey water filters purify treated and untreated water, remove dangerous chlorine, fluoride, and contaminants from municipal water.
[01:52:21.016 --> 01:52:27.180]  These filters are powerful enough to purify stagnant pond water, making them perfect for rainwater collection systems.
[01:52:27.180 --> 01:52:32.024]  From the smallest to the largest systems, BigBerkyWaterFilters.com has what you need.
[01:52:32.024 --> 01:52:38.468]  With your system purchase, you'll receive a shower filter, a fluoride filter, or two sport Berky bottles absolutely free.
[01:52:38.468 --> 01:52:48.235]  BigBerkyWaterFilters.com would like to offer GCN listeners 5% off all ceramic filter systems and ship all orders over $50 free of charge.
[01:52:48.235 --> 01:52:50.157]  Visit BigBerkyWaterFilters.com
[01:52:50.757 --> 01:52:55.921]  That's bigburkeywaterfilters.com or call 1-877-99-BURKEY.
[01:52:55.921 --> 01:53:01.986]  That's 1-877-99-B-E-R-K-E-Y today.
[01:53:01.986 --> 01:53:06.470]  Fight back this cold and flu season with the world's best garlic extract, Ali-C.
[01:53:06.470 --> 01:53:07.331]  Why Ali-C?
[01:53:07.331 --> 01:53:10.894]  Because it helps your body fight viruses, bacteria, and fungi.
[01:53:10.894 --> 01:53:18.580]  Ali-C has been scientifically proven in double-blind studies using low doses to greatly reduce the number, severity, and duration of common colds.
[01:53:18.940 --> 01:53:24.522]  Ali-C contains 300 milligrams of stabilized allicin, the active ingredient in crushed garlic.
[01:53:24.522 --> 01:53:29.724]  Studies show Ali-C is effective against MRSA, bacterial, fungal, and viral infections.
[01:53:29.724 --> 01:53:33.425]  One tablet of Ali-C has the equivalent of 40 cloves of garlic.
[01:53:33.425 --> 01:53:39.567]  Ali-C supports your body's resistance to all types of conditions and can help lower high blood pressure and high cholesterol.
[01:53:39.887 --> 01:53:44.692]  So boost your body's resistance to infection with nature's best garlic extract, Ali-C.
[01:53:44.692 --> 01:53:49.458]  For more information and to order Ali-C, call 877-888-7126 or go to GarlicHealthProducts.com.
[01:53:49.458 --> 01:53:50.258]  That's 1-877-888-7126.
[01:53:50.258 --> 01:53:52.881]  Or go to GarlicHealthProducts.com for your Ali-C today!
[01:54:05.256 --> 01:54:08.739]  Ladies and gentlemen, we are eastbounding down.
[01:54:08.739 --> 01:54:10.661]  Loaded up and trucking.
[01:54:10.661 --> 01:54:13.983]  Put your foot down on the pedal.
[01:54:13.983 --> 01:54:18.707]  Son, never mind them brakes.
[01:54:18.707 --> 01:54:23.592]  Cause we got a run to make.
[01:54:32.524 --> 01:54:38.591]  Think about what we did.
[01:54:38.591 --> 01:54:41.555]  Record low numbers of people taking the flu shot.
[01:54:41.555 --> 01:54:43.377]  It came out, it was deadly.
[01:54:43.377 --> 01:54:46.741]  It got suspended all over Europe, all over Asia.
[01:54:46.741 --> 01:54:48.543]  These people are being exposed.
[01:54:48.543 --> 01:54:49.585]  They're getting sued.
[01:54:49.585 --> 01:54:50.966]  They're losing the lawsuits.
[01:54:51.867 --> 01:54:56.530]  I believe that vaccine science, if it was properly done, does hold some promise.
[01:54:56.530 --> 01:55:08.197]  The problem is, I have all the documents from the Rockefeller Foundation in the 20s, saying we'll use vaccines to give people cancer, then we'll own the anti-cancer companies and treatments, we'll make money.
