[00:00:20.234 --> 00:00:20.794]  Welcome back.
[01:34:12.305 --> 01:34:14.566]  Well, I guess they can't repair this one.
[01:34:15.126 --> 01:34:15.767]  Thanks, Max.
[01:34:16.832 --> 01:34:22.175]  Wow, they have my original remote and an exact replacement that doesn't need programming.
[01:34:22.375 --> 01:34:23.696]  Hey Max, here's a deal.
[01:34:24.156 --> 01:34:27.618]  I can use the coupon code ALEX for a 5% discount.
[01:34:28.098 --> 01:34:32.460]  ReplacementRemotes.com has all my remotes for my TVs and accessories.
[01:34:33.061 --> 01:34:36.362]  I can order online at ReplacementRemotes.com or call them at 336-377-2220.
[01:34:40.296 --> 01:34:41.837]  I wonder if they sell dog toys?
[01:34:42.378 --> 01:34:45.800]  For all your remote control needs, visit ReplacementRemotes.com at 336-377-2220.
[01:34:45.820 --> 01:34:52.645]  ReplacementRemotes.com ReplacementRemotes.com If you need your remote control, ReplacementRemotes.com
[01:35:04.437 --> 01:35:08.643]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:35:09.284 --> 01:35:10.105]  You want answers?
[01:35:10.886 --> 01:35:11.808]  Well, so does he.
[01:35:12.409 --> 01:35:16.014]  He's Alex Jones on the GCN Radio Network.
[01:35:16.615 --> 01:35:20.660]  And now, live from Austin, Texas, Alex Jones.
[01:35:23.951 --> 01:35:25.113]  Give me a document, Tim.
[01:35:25.433 --> 01:35:25.734]  Shot.
[01:35:25.794 --> 01:35:26.635]  Boys, thank you.
[01:35:26.655 --> 01:35:35.029]  For those watching us live at PrisonPlanet.tv, not just listening on the AM and FM dial, Global Shorewave Satellite, the Internet, at Infowars.com and XM Radio.
[01:35:39.184 --> 01:36:03.934]  I was on my Facebook this morning, one of our Facebook accounts, Alexander Emmerich Jones account is the name of it, and I was aware of the Population Research Institute and their great work, but they have produced three animated videos, and we're going to play those right now for everybody that is patiently
[01:36:05.354 --> 01:36:06.735]  tuned in to see this information.
[01:36:07.876 --> 01:36:20.783]  But you can also just go up to our Facebook account and the videos are posted at the top or you can simply, well I've had Kurt Nemo also post these at mfallwars.com and write an article.
[01:36:21.974 --> 01:36:35.205]  about them, and this dovetails into the government and the social engineers trying to implement race war, not just here in the United States, but all over the planet, as a tool to divide and conquer the populations against each other.
[01:36:35.245 --> 01:36:47.555]  Now listen, if you go to the UN's own official documents, they say that in the next 20 years, this piece says 30, they're being conservative, that the Earth's population will stabilize between 8 and 9 billion people.
[01:36:49.571 --> 01:36:50.372]  That's just a fact.
[01:36:50.912 --> 01:37:01.640]  And once a country industrializes, you see a 1.5 or lower population replacement rate.
[01:37:02.340 --> 01:37:08.285]  Now that means for every two parents, for every two people that are born, not all of them even become parents.
[01:37:09.986 --> 01:37:17.652]  But to just replace the population, let's say you have 300 million Americans but you don't have immigration, hypothetically,
[01:37:18.618 --> 01:37:27.444]  To have 300 million Americans in the next generation, the generation after that, you need to have 2.1, 2.2, 2.3, depending on the numbers you look at.
[01:37:27.744 --> 01:37:29.706]  So you need to have more than two people.
[01:37:34.517 --> 01:37:39.720]  Being born to the average family, to be able to just keep the numbers we've got.
[01:37:39.820 --> 01:37:44.623]  Now, Japan's 1.2, Italy is 1.3 and dropping.
[01:37:45.864 --> 01:37:54.109]  If this continues in less than a decade, they say Japan won't even be having one child for every two Japanese.
[01:37:54.349 --> 01:37:58.091]  And that goes all the way down to extinction within 300 years.
[01:37:58.151 --> 01:37:58.851]  No more Japanese.
[01:38:02.850 --> 01:38:03.812]  No more Italians.
[01:38:04.513 --> 01:38:05.435]  No more Germans.
[01:38:06.537 --> 01:38:09.863]  Now, America has gone from 260-something million 30 years ago to 310 million now.
[01:38:13.240 --> 01:38:19.962]  But the United States has a replacement rate of about 1.5 of Americans that were already here.
[01:38:19.982 --> 01:38:22.142]  Doesn't matter if you're black, white, Hispanic, Asian.
[01:38:22.483 --> 01:38:25.543]  The only reason our population is growing is because they're bringing in new people.
[01:38:25.903 --> 01:38:30.005]  And we've had more than 50 million abortions since 1973 with Roe v. Wade.
[01:38:30.545 --> 01:38:34.266]  And that's just about the number of legals and illegals that have been brought in since then.
[01:38:34.286 --> 01:38:38.707]  And the government says, well, we've got to have these people to replace because we've killed our workforce.
[01:38:38.987 --> 01:38:40.727]  We've killed America!
[01:38:41.048 --> 01:38:42.008]  The death of the West!
[01:38:42.648 --> 01:38:44.049]  I mean, this is really happening.
[01:38:45.190 --> 01:38:47.172]  And, you know, I talk about this all the time.
[01:38:48.152 --> 01:38:49.974]  You see all these black activists.
[01:38:49.994 --> 01:38:58.381]  In fact, I saw it last night on CNN, where a Hollywood actress, Sandra Bullock, adopted a poor, homeless black baby.
[01:38:59.201 --> 01:39:02.724]  And the black groups, a bunch of them came out and said, what's this white woman want a black kid for?
[01:39:02.764 --> 01:39:04.305]  Why don't you get a white kid?
[01:39:04.565 --> 01:39:05.947]  You're just doing this to act liberal.
[01:39:06.912 --> 01:39:08.933]  That's how sick these groups are.
[01:39:09.294 --> 01:39:20.561]  You've got 52, last year, some years it's even higher, 52% of black people on average not being born since Roe v. Wade.
[01:39:20.681 --> 01:39:27.186]  More than half the black people that would exist in the United States don't exist.
[01:39:29.465 --> 01:39:31.426]  That's why the black population is basically stable.
[01:39:31.846 --> 01:39:44.354]  The eugenics program of saying it's liberal to have abortions, pushing them on black people, pushing them on other minorities, have been successful by the globalists in these depressed economic areas.
[01:39:45.074 --> 01:40:04.923]  Now, regardless of where you stand on that, how sickening is it that the black media owned by big corporations is so big on keeping everyone divided that you will never hear them talk about what good folks like the people that run blackgenocide.com are exposing.
[01:40:05.503 --> 01:40:06.223]  And it is a fact.
[01:40:06.403 --> 01:40:08.044]  Over 50% of black people are not born.
[01:40:08.504 --> 01:40:11.185]  And then how dare somebody actually adopt that baby?
[01:40:11.245 --> 01:40:12.726]  It'd be better that baby just dead.
[01:40:14.042 --> 01:40:20.167]  Now that's the death culture that Margaret Sanger and the Rockefellers and the New World Order have sold the black community.
[01:40:20.587 --> 01:40:23.049]  Now they're moving into all communities.
[01:40:23.089 --> 01:40:34.037]  In fact, right here is a CNN report where they came out a couple weeks ago on Earth Day and said
[01:40:37.028 --> 01:40:39.410]  We need to have a one-child policy in the United States.
[01:40:40.370 --> 01:40:47.215]  At the Copenhagen Treaty last year in December, they officially, the UN, called for a global one-child policy.
[01:40:47.255 --> 01:40:56.661]  Now, if you have a global one-child policy, that will more than reduce the population within one generation of half of the Earth's population.
[01:40:57.597 --> 01:40:57.937]  Okay.
[01:40:58.418 --> 01:41:07.405]  Now they sell all these myths that there's too many people, we're going to have a hundred billion people on the planet when the UN doesn't even say that, humans are killing everything, on and on and on.
[01:41:07.765 --> 01:41:14.651]  But if you industrialize the third world, every nation that has become industrialized stops having as many children.
[01:41:15.672 --> 01:41:20.836]  Because this modern industrialized system is run by eugenicists where they're targeting the population.
[01:41:22.177 --> 01:41:25.840]  But I wanted to play some videos here
[01:41:26.937 --> 01:41:34.720]  Or folks, that were put out by the Population Research Institute, overpopulationmyth.com.
[01:41:34.740 --> 01:41:36.660]  And again, this is also up on infowars.com.
[01:41:36.900 --> 01:41:38.081]  But here, I found those articles.
[01:41:38.621 --> 01:41:43.963]  Here's Time Magazine, with a report on reducing the population.
[01:41:44.263 --> 01:41:44.923]  Here's CNN.
[01:41:44.983 --> 01:41:46.864]  In fact, give me a document cam shot, please.
[01:41:47.464 --> 01:41:48.644]  I want to go through these for folks.
[01:41:49.425 --> 01:41:51.465]  Here's a Times of London article first.
[01:41:52.746 --> 01:41:56.407]  Doctor sterilize Uzbek women by stealth.
[01:42:00.148 --> 01:42:09.451]  When her baby died soon after delivery, and it mentions the woman's name, the 28-year-old poor farmer's wife longed to be pregnant again.
[01:42:09.852 --> 01:42:15.454]  After months of trying, she and her husband visited a doctor who told her she could never have another child because she had been sterilized.
[01:42:15.874 --> 01:42:18.935]  And then it talks about how the government is involved in a U.N.
[01:42:19.015 --> 01:42:21.216]  program getting aid loan.
[01:42:21.456 --> 01:42:23.157]  This is under State Department Morandum 200 with Kissinger.
[01:42:24.637 --> 01:42:40.809]  Where if these countries in India, and Peru, and Nigeria, and countless other third world nations, they don't get their IMF and World Bank money, kind of like the states don't get their highway funds if they don't accept national ID cards, but illegals are exempt.
[01:42:41.389 --> 01:42:45.492]  Or, FEMA just comes in and says, we own 40% of the land now, you gotta pay us a
[01:42:48.254 --> 01:42:51.242]  Federal property tax is basically what it is.
[01:42:51.462 --> 01:42:54.670]  What we just covered last hour for flood insurance that they make you buy.
[01:42:55.748 --> 01:43:11.374]  Well, when you've got the global government above you, they tell your government, you're not going to get the federal global money from the global federal private corporate banking structure, the global system, the New World Order, the global governance they're openly talking about, unless you sterilize half your women.
[01:43:12.094 --> 01:43:16.696]  And it was George Bush Senior, before he was a CIA director, before he was a U.S.
[01:43:16.736 --> 01:43:24.639]  ambassador to China, and he got China to agree to this, the one-child policy, who orchestrated, and federal documents have been released, we cover it in my film Endgame,
[01:43:25.816 --> 01:43:33.121]  That on Indian reservations, they sterilized, in a two-year period, 44% of the women.
[01:43:34.962 --> 01:43:38.865]  The women would go in to have dental work done at the federal office.
[01:43:38.905 --> 01:43:45.309]  They'd hit them with knockout chemicals, or they'd shoot them up, and they'd tie their tips.
[01:43:46.230 --> 01:43:55.296]  Well, here it is in the Times of London, Uzbek women sterilized by stealth, and you can read all about it and how the women didn't even know this had been done to them.
[01:43:56.101 --> 01:44:03.506]  And we've caught them in Thailand and other places where the government goes into the poor areas and actually kills the babies.
[01:44:03.866 --> 01:44:06.248]  They give them special vaccines that then kill the babies.
[01:44:06.668 --> 01:44:10.551]  And the whole village who's pregnant, you know, the women who are pregnant in the village, they'll all lose their babies.
[01:44:10.931 --> 01:44:12.932]  And I would guess they probably killed her baby as well.
[01:44:12.972 --> 01:44:17.415]  You notice the baby died and then suddenly she was sterilized and the government admits they sterilized her.
[01:44:18.136 --> 01:44:18.896]  Here's another one.
[01:44:19.317 --> 01:44:20.317]  This is Sky Television.
[01:44:20.337 --> 01:44:21.398]  That's Fox News in England.
[01:44:21.758 --> 01:44:25.281]  China to sterilize 10,000 to curb births in just one
[01:44:26.041 --> 01:44:32.963]  Province alone, women who've had already one child are to be picked up by police and to be forcibly sterilized.
[01:44:33.044 --> 01:44:33.464]  There you go.
[01:44:33.524 --> 01:44:38.706]  Just to give you an example of the policy they want here in the United States.
[01:44:39.386 --> 01:44:39.986]  Here's another one.
[01:44:40.626 --> 01:44:42.067]  How green is your love life?
[01:44:42.107 --> 01:44:42.267]  CNN.
[01:44:44.076 --> 01:44:49.961]  And it says, drive a hybrid car, eat organic, and then it says, or implement a one-child policy.
[01:44:50.641 --> 01:45:01.210]  They just slip that in and tell us sex is bad, having kids are bad, and you've got all these pundits on television, I know you've probably seen it, saying we only need to have one child in America.
[01:45:01.470 --> 01:45:08.196]  We have Al Gore calling for this, and you should only have a 2,000 square foot house max, but he's got more than nine houses.
