[00:00:00.069 --> 00:00:00.990]  Political talk.
[01:52:30.933 --> 01:52:34.997]  Men seen as likely to be violent towards their wives could be forced to wear an electronic tag.
[01:52:35.357 --> 01:52:37.018]  Under law being debated by the French Parliament.
[01:52:37.058 --> 01:52:37.299]  See?
[01:52:37.919 --> 01:52:39.480]  Guilty until proven innocent.
[01:52:40.101 --> 01:52:41.222]  Everyone must be tagged.
[01:52:43.052 --> 01:52:44.333]  Men who've never even been in trouble.
[01:52:45.073 --> 01:52:49.735]  England, you have to have cameras in your home when you have a new child the first few months to make sure you're not an abuser.
[01:52:50.196 --> 01:52:51.196]  Going back to Lindsey Williams.
[01:52:51.696 --> 01:52:55.258]  See, we're talking about OPEC country after OPEC country going belly up.
[01:52:55.638 --> 01:52:58.300]  We see Western European countries going belly up.
[01:52:59.020 --> 01:53:05.047]  And it even comes out in the mainstream news, the big central banks that own the oil companies are engineering this by design.
[01:53:05.067 --> 01:53:06.629]  They're not even hiding it.
[01:53:06.689 --> 01:53:13.977]  And Gordon Brown says, out of this crisis, Herman Van Rompuy just said it again yesterday, head of the EU, they will set up world government.
[01:53:14.258 --> 01:53:17.041]  Paul Watson has an article about this today at PrisonPlanet.com.
[01:53:17.321 --> 01:53:19.424]  Continue, sir, breaking down the predictions.
[01:53:20.287 --> 01:53:21.927]  This is all planned.
[01:53:22.207 --> 01:53:25.668]  Every bit of it has already been decided behind closed doors.
[01:53:26.288 --> 01:53:27.829]  You are not going to change it.
[01:53:28.169 --> 01:53:31.009]  You may as well adjust your lifestyle according to it.
[01:53:31.369 --> 01:53:36.670]  And the only thing that is going to alter this is divine intervention, which I don't see at this point.
[01:53:36.951 --> 01:53:38.911]  But if it did, it'd probably be our only hope.
[01:53:38.951 --> 01:53:40.891]  Now, I'm giving you some signs today.
[01:53:41.111 --> 01:53:42.572]  I hope you're writing these down.
[01:53:42.972 --> 01:53:45.732]  Please take a pencil and a piece of paper and write this one down.
[01:53:46.112 --> 01:53:48.153]  Here is the first one that this gentleman gave me.
[01:53:48.693 --> 01:53:53.937]  Watch crude oil prices and you will know the progression of the elite.
[01:53:54.278 --> 01:53:55.459]  Now, let me try to explain.
[01:53:55.799 --> 01:54:02.244]  Because he had just sarcastically said to me, No, Chaplain, the price of crude oil is not $80 a barrel, it's $50 a barrel.
[01:54:02.264 --> 01:54:02.864]  And I said,
[01:54:05.086 --> 01:54:06.067]  Please try to explain.
[01:54:06.227 --> 01:54:10.151]  Alex, you know, I am so glad that you have had Dr. Stan Monteith on your program.
[01:54:10.631 --> 01:54:21.541]  And I'm so glad that he verified to you that he actually talked with this individual back about five to six years ago before I was no longer allowed to give out any names.
[01:54:21.741 --> 01:54:22.142]  No, I know.
[01:54:22.182 --> 01:54:22.782]  He does that.
[01:54:22.802 --> 01:54:25.064]  I mean, Dr. Monteith really ferrets things.
[01:54:25.104 --> 01:54:26.946]  He's always checking up on me to make sure.
[01:54:27.306 --> 01:54:28.507]  But yes, I've talked to him.
[01:54:28.567 --> 01:54:29.328]  He's talked to the guy.
[01:54:29.808 --> 01:54:30.329]  I know his name.
[01:54:31.650 --> 01:54:35.993]  Lindsey, we know this guy's a high-powered guy, and we know he's telling you this, and we know it's turned out accurate in the past.
[01:54:36.274 --> 01:54:37.735]  Now, let's continue here.
[01:54:38.095 --> 01:54:40.697]  Dollar loses 30 to 50 next 12 months.
[01:54:41.057 --> 01:54:43.319]  A whole bunch of big banks in the Middle East go under.
[01:54:43.639 --> 01:54:44.840]  OPEC countries go under.
[01:54:45.020 --> 01:54:46.281]  Did he give you the order of this?
[01:54:46.301 --> 01:54:47.382]  I mean, read your notes to us.
[01:54:48.086 --> 01:54:48.766]  Yes, here it is.
[01:54:49.187 --> 01:54:50.347]  Watch crude oil.
[01:54:50.787 --> 01:54:51.348]  This is it.
[01:54:51.388 --> 01:54:53.289]  This is the sign that was given to me.
[01:54:53.729 --> 01:54:54.549]  And you watch it.
[01:54:54.889 --> 01:54:56.830]  And please understand the depth of this.
[01:54:56.990 --> 01:55:01.553]  Watch crude oil prices and you will know the progression of the elite.
[01:55:01.633 --> 01:55:02.833]  And here's the way he explained it.
[01:55:03.174 --> 01:55:13.779]  He said, yes, we are going to allow the OPEC oil producing countries of the world to have in purchasing power related to the deterioration of the American dollar
[01:55:14.179 --> 01:55:15.179]  Please notice my word.
[01:55:15.199 --> 01:55:19.681]  I'm doing it very carefully, trying to get it exactly like you said it.
[01:55:20.021 --> 01:55:36.986]  Watch the deterioration of the dollar, and they will allow the OPEC oil-producing countries of the world to have $50 in purchasing power as related to the American dollar six months ago, when he told me that they were going to keep it at $50 a barrel.
[01:55:37.006 --> 01:55:37.766]  And then he said to me,
[01:55:38.186 --> 01:55:43.287]  He said, Chaplain, whether the world likes it or not, gasoline is still priced in dollars.
[01:55:43.487 --> 01:55:50.069]  Now, Alex, you will remember that they tried to put together a basket of currencies to begin to trade oil in.
[01:55:50.329 --> 01:55:52.449]  They were not successful in accomplishing it.
[01:55:52.789 --> 01:55:58.830]  And this gentleman said to me, he said, Chaplain, whether they like it or not, oil is still priced in dollars.
[01:55:59.110 --> 01:56:05.672]  And he said, we are going to give the oil producing countries of the world the purchasing power of $50.
[01:56:06.992 --> 01:56:21.576]  Now, that means then, if you see the price of crude oil go to $70 or $80 a barrel, you know the progression of the deterioration of the American dollar in accordance with what the elite are doing at that particular time.
[01:56:21.636 --> 01:56:22.436]  Well of course!
[01:56:22.516 --> 01:56:24.897]  As gold and oil go up, you know they're killing the dollar.
[01:56:26.098 --> 01:56:27.500]  Yes, you see gold go up.
[01:56:27.741 --> 01:56:29.002]  Gold didn't go up in price.
[01:56:29.764 --> 01:56:30.244]  No.
[01:56:30.605 --> 01:56:33.750]  The thing that went down in value was the purchasing power of the dollar.
[01:56:33.770 --> 01:56:34.571]  Alright, stay there.
[01:56:34.591 --> 01:56:35.011]  Stay there.
[01:56:35.031 --> 01:56:35.833]  We've got a break again.
[01:56:36.514 --> 01:56:39.097]  Let's go into Israel, not Hamas is responsible.
[01:56:39.118 --> 01:56:39.738]  What does that mean?
[01:56:40.139 --> 01:56:41.541]  Afghanistan, Pakistan and Yemen.
[01:56:42.262 --> 01:56:43.103]  Is a distraction.
[01:56:43.543 --> 01:56:53.192]  Everything he told you on the other side, we're going to race through it and then take phone calls so callers can get their questions in and get different perspectives from you from different angles.
[01:56:53.252 --> 01:56:54.453]  Lindsey Williams is our guest.
[01:56:54.874 --> 01:56:56.696]  We'll also tell you about his videos and books coming up.
[01:56:57.276 --> 01:57:04.100]  This is Alex Jones, and I want to tell you about the Ecola Blue Atmospheric Water Generator that produces pure drinking water right from the humidity in the air.
[01:57:04.240 --> 01:57:05.501]  No, this isn't science fiction.
[01:57:05.521 --> 01:57:06.201]  It's very real.
[01:57:06.342 --> 01:57:10.124]  I know because I use one every day in my own home, and it's available right now to you.
[01:57:10.244 --> 01:57:14.567]  Because you know exactly where your water comes from with Ecola Blue, you'll know what's in your cup.
[01:57:14.707 --> 01:57:17.068]  Clean, great-tasting water without all the pollutants.
[01:57:17.288 --> 01:57:21.931]  Get your family off the grid today by ordering your own Ecola Blue Atmospheric Water Generator.
[01:57:21.991 --> 01:57:28.015]  For your home or business, their best seller, the Ecola Blue 28, produces up to 7 gallons of water every day.
[01:57:28.075 --> 01:57:30.817]  The Ecola Blue 28 is easy to use and economical.
[01:57:30.917 --> 01:57:33.539]  Generate your own pure water from the humidity in the air.
[01:57:33.619 --> 01:57:40.784]  This system is free of chemicals and uses a multi-stage filtration system, including reverse osmosis, carbon filters, and ultraviolet lights.
[01:57:41.084 --> 01:57:44.767]  Order now and claim your water independence today by calling a Coloblue at 1-800-691-6043.
[01:57:44.807 --> 01:57:45.047]  That's 1-800-691-6043.
[01:57:45.067 --> 01:57:46.989]  Or visit a Coloblue on the web at www.ecoloble.com today.
[01:57:57.028 --> 01:58:01.250]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[01:58:01.570 --> 01:58:05.633]  Number one, new climate legislation could easily double or triple your electric bill.
[01:58:05.913 --> 01:58:11.316]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[01:58:11.656 --> 01:58:12.116]  It's true.
[01:58:12.396 --> 01:58:16.959]  Total government control of electricity in the name of smart grid technology is coming.
[01:58:17.259 --> 01:58:17.819]  Number 3.
[01:58:18.099 --> 01:58:21.380]  In some areas of the country, the power grid is dangerously overloaded.
[01:58:21.680 --> 01:58:25.421]  And now, new socialist legislation is only compounding the problem.
[01:58:25.601 --> 01:58:26.141]  Number 4.
[01:58:26.381 --> 01:58:28.762]  Dangerous weather is always a threat to local grids.
[01:58:29.142 --> 01:58:32.543]  Every year, thousands of families lose their power from weather-related outages.
[01:58:32.823 --> 01:58:33.043]  Number 5.
[01:58:33.623 --> 01:58:37.544]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:58:37.764 --> 01:58:42.525]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:58:42.805 --> 01:58:46.850]  You can get more information at www.mysolarbackup.com.
[01:58:46.990 --> 01:58:48.552]  That's mysolarbackup.com.
[01:58:48.772 --> 01:58:50.874]  Remember, the government doesn't own the sun.
[01:58:51.035 --> 01:58:53.377]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:58:57.406 --> 01:59:00.589]  Hounded by debt collectors with phone calls and letters?
[01:59:00.950 --> 01:59:02.791]  Thinking of calling a debt relief company?
[01:59:03.232 --> 01:59:03.672]  Don't!
[01:59:04.113 --> 01:59:07.136]  Greedy lawyers and debt companies charge thousands.
[01:59:07.556 --> 01:59:14.683]  Why pay when you can get their solution absolutely free with New York Times best-selling author Herb K.'
[01:59:14.663 --> 01:59:16.325]  's number one debt secret.
[01:59:16.645 --> 01:59:20.309]  The how-to on stopping the calls without paying the debt companies.
[01:59:20.709 --> 01:59:23.432]  Yes, free for a very limited time.
[01:59:23.452 --> 01:59:30.880]  Here's Herb K. Don't get ripped off by credit repair companies when I can give you the information you need to do it yourself for free.
[01:59:31.220 --> 01:59:32.221]  Herb K was right.
[01:59:32.402 --> 01:59:35.485]  His free information helped me stop the calls and settle my debt.
[01:59:35.585 --> 01:59:36.606]  What have you got to lose?
[01:59:36.946 --> 01:59:40.070]  Stop the calls now, get out of debt, and have more money.
[01:59:40.630 --> 01:59:44.291]  Get Herb K's number one death secret absolutely free now!
[01:59:44.591 --> 01:59:45.112]  Call 888-352-7726.
[01:59:45.172 --> 01:59:45.372]  That's 888-352-7726.
[01:59:45.392 --> 01:59:45.432]  888-352-7726.
[01:59:45.452 --> 01:59:49.993]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:59:50.013 --> 01:59:52.354]  It's Alex Jones and the GCN Radio Network.
[02:00:10.051 --> 02:00:11.431]  Lindsey Williams is our guest.
[02:00:11.471 --> 02:00:12.872]  This is key information.
[02:00:14.092 --> 02:00:23.435]  We're going over what this high-level elite has told him the globalists are planning in the next 12 months into early 2011, but starting now.
[02:00:24.215 --> 02:00:26.736]  Okay, Lindsey, let's continue now.
[02:00:26.756 --> 02:00:31.958]  Did he say specifically what countries in the OPEC nations we're going to go down first?
[02:00:32.779 --> 02:00:33.299]  He did not.
[02:00:33.479 --> 02:00:34.640]  He merely said, watch it.
[02:00:35.741 --> 02:00:49.948]  And you're going to see the same thing happen that you saw happen with Dubai, because they will not be able to meet their obligations, merely because they are receiving less than what is necessary for them to take care of their infrastructure.
[02:00:50.228 --> 02:00:56.792]  And Venezuela's almost going bankrupt, and you said two years ago they were going to do this to really cause them problems.
[02:00:56.832 --> 02:00:57.212]  Continue.
[02:00:57.850 --> 02:01:02.754]  Well, I have to relate back to this, Alec, but bear with me here for a second.
