[00:00:00.109 --> 00:00:01.090]  News is taking place.
[01:47:44.532 --> 01:47:45.992]  Benedict Arnold, Glenn Beck.
[01:47:47.653 --> 01:47:48.473]  And we've got
[01:47:49.338 --> 01:47:50.439]  To exposing.
[01:47:51.079 --> 01:47:58.263]  I mean, when he starts saying that 9-11 truthers are going to murder Obama with no evidence, when they stage something, folks, you know.
[01:48:00.165 --> 01:48:00.805]  I can't believe it.
[01:48:01.065 --> 01:48:01.906]  Bobby in Texas.
[01:48:01.946 --> 01:48:02.826]  I'm going to your calls now.
[01:48:02.846 --> 01:48:03.867]  I know I said I'd take them.
[01:48:03.887 --> 01:48:05.368]  I'm just Bobby in Texas.
[01:48:05.388 --> 01:48:05.928]  You're on the air.
[01:48:06.789 --> 01:48:07.169]  Thanks, Alex.
[01:48:07.189 --> 01:48:08.009]  How are you doing today?
[01:48:08.810 --> 01:48:10.651]  Man, I'm going to be honest with you.
[01:48:10.871 --> 01:48:11.972]  It's more than shook up.
[01:48:12.152 --> 01:48:17.035]  I'm just every day it comes more and more clear just how serious this is.
[01:48:17.919 --> 01:48:19.600]  I'm feeling you Alex, I'm feeling you there.
[01:48:20.101 --> 01:48:24.143]  Listen, I'd like to talk a little bit about Glenn Beck and then go into H1N1 if I have time.
[01:48:24.283 --> 01:48:24.524]  Sure.
[01:48:25.044 --> 01:48:31.288]  But look, I know the type of guy that Glenn Beck is, because I used to be just like him.
[01:48:31.969 --> 01:48:42.976]  I used to be a phony head Christian, that my God was money, and the only result that I thought that was good was when I got more money, or more people to, I guess,
[01:48:45.948 --> 01:48:48.229]  Fake into thinking I'm right.
[01:48:48.550 --> 01:48:49.090]  You know what I mean?
[01:48:49.790 --> 01:48:52.992]  So if I had money and a big house, it just perpetuated me.
[01:48:53.713 --> 01:48:59.056]  But one day, it came to an end, and I had to really look at who I was and what God I was following.
[01:48:59.836 --> 01:49:04.539]  And I'll tell you what, that would be the luckiest thing that happened to that guy, because I agree with you.
[01:49:05.560 --> 01:49:11.183]  He has been, and always, since I've seen him, there's always something wrong with him.
[01:49:12.493 --> 01:49:13.715]  I don't trust a word he says.
[01:49:13.775 --> 01:49:22.784]  When he goes out on a limb on something, you know, there's always that partial truth to it, and then he adds that neocon type or flair to it.
[01:49:22.844 --> 01:49:28.390]  And anytime you talk about a neoliberal or a neocon, the first thing that goes in that is individuality.
[01:49:29.202 --> 01:49:37.674]  It's always about empowering some larger source that controls or, you know, a bank or, you know, you know what I'm talking about, right?
[01:49:38.274 --> 01:49:42.440]  He supported the banker bailout and then now says he was against it.
[01:49:42.460 --> 01:49:43.421]  I mean, he's a liar!
[01:49:44.022 --> 01:49:45.023]  Oh, I know he's a flip-flopper.
[01:49:45.423 --> 01:49:47.384]  You know, trust me, I used to do that, too.
[01:49:47.684 --> 01:49:51.866]  At any point in time, something worked at my advantage, that's where I was at.
[01:49:52.267 --> 01:49:52.527]  You know?
[01:49:53.087 --> 01:49:54.288]  So yeah, I get what he's doing.
[01:49:54.508 --> 01:49:55.228]  Well, stay there, Bobby.
[01:49:55.248 --> 01:49:56.129]  I want you to be able to finish up.
[01:49:56.149 --> 01:49:57.990]  We're going to Nathan, Lisa, Ross, Rudy.
[01:49:58.010 --> 01:50:00.351]  We're getting to everybody, but I want Bobby to be able to figure out.
[01:50:00.391 --> 01:50:01.532]  See, I've never understood that.
[01:50:02.332 --> 01:50:05.954]  Everybody else around me, most people, they do what advances them.
[01:50:06.554 --> 01:50:11.597]  I mean, I don't think of myself as a good guy, but I do what's right, because that's who I am.
[01:50:11.917 --> 01:50:12.678]  I don't control it.
[01:50:15.313 --> 01:50:17.118]  Thank you for listening to GCN.
[01:50:18.563 --> 01:50:20.749]  Visit GCNlive.com today.
[01:50:25.236 --> 01:50:28.857]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[01:50:29.197 --> 01:50:37.320]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[01:50:38.060 --> 01:50:42.081]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[01:50:42.681 --> 01:50:53.505]  The Silver Lungs Generator infuses the respiratory system with your self-produced nanosilver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[01:50:54.125 --> 01:51:03.133]  With continued legislation threatening the sale of nano-silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[01:51:03.634 --> 01:51:08.698]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[01:51:09.079 --> 01:51:16.265]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[01:51:16.565 --> 01:51:19.308]  That's www.silverlungs.com.
[01:51:26.408 --> 01:51:28.309]  Waging war on corruption.
[01:51:28.790 --> 01:51:31.731]  Alex Jones on the GCN Radio Network.
[01:51:36.714 --> 01:51:50.763]  We're back live, taking your phone calls.
[01:51:50.783 --> 01:51:53.324]  I want to play 10 minutes of a 20-something minute documentary.
[01:51:55.387 --> 01:51:56.388]  Print off that YouTube page.
[01:51:56.408 --> 01:51:57.068]  I'm going to plug.
[01:51:57.388 --> 01:51:58.629]  People can go watch it as well.
[01:51:59.250 --> 01:52:01.231]  About what big government does to people.
[01:52:01.251 --> 01:52:03.793]  This is unbelievable.
[01:52:04.733 --> 01:52:06.254]  But again, look at it.
[01:52:06.294 --> 01:52:07.675]  That's the path we're marching down.
[01:52:07.735 --> 01:52:08.456]  It's a system.
[01:52:10.317 --> 01:52:14.640]  Where people in North Korea didn't even know there was a world outside.
[01:52:15.785 --> 01:52:17.166]  And all they thought about was food.
[01:52:17.186 --> 01:52:18.346]  And they were totally dependent.
[01:52:18.366 --> 01:52:19.467]  They were kept in cages.
[01:52:20.087 --> 01:52:26.551]  And then they would put a man and woman together for five days just so they would have a baby to be a slave in the state.
[01:52:26.971 --> 01:52:28.852]  This is worse than 1984.
[01:52:29.233 --> 01:52:31.954]  And this is what collectivism becomes every time.
[01:52:32.474 --> 01:52:33.595]  So that's coming up.
[01:52:34.476 --> 01:52:36.297]  Let's go ahead and go back to Bobby.
[01:52:36.837 --> 01:52:41.539]  So, I mean, Bobby, the reason I have to go after Beck is he's not misguided.
[01:52:41.900 --> 01:52:43.761]  He, in a calculated way,
[01:52:45.080 --> 01:52:46.601]  Knows exactly what he's doing.
[01:52:47.242 --> 01:52:52.906]  And to him, it's a psychopathic victory over conservatives, who I believe he really hates, that he's leading them into hell.
[01:52:54.327 --> 01:52:54.947]  We agree with you.
[01:52:55.588 --> 01:53:11.740]  But the thing about... Remember, when you talk about conservatives, you're talking about the type of Goldwater conservatives, the people that really want our country to succeed, and to have freedom, and to have financial success, and not be led by corporations.
[01:53:12.649 --> 01:53:15.410]  And that's exactly what Glenn Beck is about.
[01:53:16.610 --> 01:53:17.431]  It's clear as day.
[01:53:18.251 --> 01:53:34.856]  And when you see a guy, or I don't know, whenever I talk to a fellow who proclaims to be this high and mighty, you know, I'm doing all this for God, and all he can talk about, well, let's just say the last thing he talks about is altruism and individuality.
[01:53:35.317 --> 01:53:39.658]  You know you're dealing with somebody who does nothing but follows a false god.
[01:53:40.282 --> 01:53:43.885]  Probably Roger Ailes or Rupert Murdoch, just like you said.
[01:53:44.525 --> 01:53:52.491]  I mean, I don't know if you read Larry Klayman's book on whores, and there's certain areas in there that talk about Roger Ailes and what he's about.
[01:53:53.052 --> 01:54:04.861]  I'll tell you what, that group of people, if that's what our country, if we were to follow the Fox News Network into that agenda, I don't know if it's any worse than the way Obama's going.
[01:54:05.201 --> 01:54:06.282]  Because nobody can have it.
[01:54:06.322 --> 01:54:07.283]  I want to be clear though.
[01:54:09.221 --> 01:54:10.183]  I mean, this isn't me.
[01:54:10.383 --> 01:54:22.480]  News Corp with Rupert Murdoch put out a six-minute video saying they are pushing propaganda and bragging that they brainwash people in all their sitcoms, dramas, and movies for a global carbon tax.
[01:54:23.513 --> 01:54:29.558]  I mean, I told people five years ago that Rupert Murdoch was funding Hillary Clinton, and they didn't believe it when it was even in the newspaper.
[01:54:30.158 --> 01:54:34.702]  I mean, I read his newspapers overseas, it's one message, and here it's another message.
[01:54:35.222 --> 01:54:43.849]  It's very calculating, very Machiavellian, it's all about betrayal, and I appreciate your call, Bobby, you made some great points.
[01:54:44.209 --> 01:54:48.893]  Again, and I, last night I woke up really, not even upset, it was more than that.
[01:54:48.953 --> 01:54:50.374]  Just like, man, this is real.
[01:54:51.621 --> 01:54:51.881]  I don't know.
[01:55:08.763 --> 01:55:09.103]  Issues.
[01:55:09.243 --> 01:55:10.643]  Because that almost feeds into it.
[01:55:10.804 --> 01:55:12.624]  And I'm like, I don't want to talk about him.
[01:55:13.004 --> 01:55:17.965]  My way of really disliking him is to not talk about it and try to ignore it and like, no, don't show me that.
[01:55:18.045 --> 01:55:18.225]  No.
[01:55:18.245 --> 01:55:21.526]  I mean, I'll see articles we post sometimes because I don't control my writers.
[01:55:22.166 --> 01:55:27.247]  I know they've got good brains and they basically do most of the posting and ideas themselves.
[01:55:28.588 --> 01:55:32.989]  But I will see some new horrible thing he did and I'll not want to look at it.
[01:55:33.029 --> 01:55:34.269]  See, that's the problem, folks.
[01:55:34.429 --> 01:55:35.910]  I've got all this stuff I read.
[01:55:36.290 --> 01:55:37.690]  I'm angry about each article.
[01:55:39.560 --> 01:55:54.083]  And I genuinely, once a month or so, I'll be driving down the road and I'll think about the country and the innocence and how the CPS is taking people's kids and raping them, and I'll start crying, and not a sobbing cry, I can't even control it, just tears start running out.
[01:55:55.782 --> 01:56:08.319]  And then I see Beck on his TV set, he even shows people this so they'll know he's fake, and putting stuff in his eyes that makes him cry, and getting into the fakeness of what we really should be crying for this country.
[01:56:08.680 --> 01:56:10.863]  He is a counterfeit, folks, he makes me sick!
[01:56:12.321 --> 01:56:17.944]  And I just asked God, I said, how do I keep him from taking my work and turning it into something evil?
[01:56:17.964 --> 01:56:23.547]  I mean, I feel dirty because I haven't been sophisticated enough to see this coming beforehand.
[01:56:23.567 --> 01:56:27.970]  I'm going to do the best I can to let God take over from there.
[01:56:29.111 --> 01:56:32.292]  But we've all got to individually do what we can.
[01:56:32.312 --> 01:56:32.953]  I'll be right back.
[01:56:34.580 --> 01:56:38.244]  Hundreds of nations have fallen to tyranny in the last century alone.
[01:56:38.604 --> 01:56:41.607]  This is our last chance to not relive history.
[01:56:41.847 --> 01:56:46.631]  As they're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[01:56:46.652 --> 01:56:52.897]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[01:56:53.038 --> 01:56:55.280]  I think it's incumbent upon all of us
[01:56:55.780 --> 01:56:56.080]  Tim Geithner?
[01:56:56.100 --> 01:56:56.541]  Bernanke?
[01:56:56.621 --> 01:56:57.221]  They're arsonists!
[01:56:57.261 --> 01:56:57.922]  They're asking for more matches!
[01:56:57.942 --> 01:57:00.083]  And the Congress is saying, who do we make the check out to?
[01:57:14.713 --> 01:57:21.676]  Today seems like nobody does care and right now in Washington DC we have seen a fall of the Republic.
[01:57:21.976 --> 01:57:31.099]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv
[01:57:33.240 --> 01:57:38.545]  One major world crisis away from having a totalitarian type of system.
[01:57:38.585 --> 01:57:41.288]  The main event is the wholesale destruction of the world economy.
[01:57:41.328 --> 01:57:45.792]  The push for every nation on the globe to identify and number all of its citizens.
[01:57:46.673 --> 01:57:51.118]  Friends, I hope that you will order Shadow Government from Infowars.com.
[01:57:51.158 --> 01:57:55.662]  We also have some specials when you get some of our other films half price when you order Shadow Government.
[01:57:56.142 --> 01:58:07.129]  A new level in production quality and in information exposes how a cashless society, surveillance beast grid of total control is being put into place.
[01:58:07.289 --> 01:58:08.870]  This film needs to be seen.
[01:58:09.150 --> 01:58:10.051]  Everybody needs to get it.
[01:58:10.311 --> 01:58:11.391]  So order yours today.
[01:58:11.471 --> 01:58:15.414]  Show it to your friends, your family, your church, your neighbors, your boss, your employees.
[01:58:16.863 --> 01:58:18.444]  Shadow Government, ladies and gentlemen.
[01:58:18.484 --> 01:58:20.586]  Get your copy at InfoWars.com today.
[01:58:21.106 --> 01:58:21.847]  Shadow Government.
[01:58:22.508 --> 01:58:23.909]  It gives Big Brother a black eye.
[01:58:24.729 --> 01:58:27.992]  Available at InfoWars.com or by calling toll-free 888-253-3139.
[01:58:33.701 --> 01:58:36.966]  America is in deep, deep trouble because we don't know our rights.
