[00:00:00.349 --> 00:00:02.610]  ...media, government cover-ups.
[01:41:17.228 --> 01:41:24.073]  He's out here, you know, like I was saying, he's in South Central with his cameras, and sometimes I'll be worried about him, you know what I'm saying?
[01:41:24.113 --> 01:41:25.634]  Man, you gotta be careful going over there, Kevin.
[01:41:25.674 --> 01:41:26.535]  I grew up over here.
[01:41:26.975 --> 01:41:30.298]  So, you know, they have a little white guy with a camera over here.
[01:41:32.972 --> 01:41:33.473]  Amazing.
[01:41:34.354 --> 01:41:41.181]  Kevin, you know, there's so many questions I've asked Ricky, and I want Ricky to talk more about his experience in prison, before that with the CIA.
[01:41:42.002 --> 01:41:44.145]  But, Kevin, any questions you've got for Ricky?
[01:41:44.930 --> 01:41:45.831]  Oh, you know, not really.
[01:41:45.911 --> 01:41:55.002]  I mean, we talk all the time, but it just, you know, once again, it just makes me happy to hear Ricky on the show finally and being able to express himself so well.
[01:41:55.082 --> 01:41:57.465]  No, I know, Kevin.
[01:41:57.545 --> 01:41:58.947]  Obviously, you talk to Ricky all the time.
[01:41:58.987 --> 01:41:59.768]  You guys are good friends.
[01:42:00.048 --> 01:42:03.232]  I'm saying, any interesting questions for the radio listeners?
[01:42:03.902 --> 01:42:14.230]  Well, um, you know, why don't you talk a little bit about the Halfway House experience and, you know, that whole process that you were forced to go through and how ridiculous that was.
[01:42:14.790 --> 01:42:16.751]  Oh, yeah, that's another one, Alex.
[01:42:17.532 --> 01:42:19.313]  They expect us to go out in the Halfway House.
[01:42:19.333 --> 01:42:23.276]  You know, now, every place you go, you gotta fill out a job application online, right?
[01:42:24.697 --> 01:42:28.040]  You would think that the Halfway House would have computers, right?
[01:42:28.880 --> 01:42:29.121]  Yes.
[01:42:29.141 --> 01:42:31.422]  So, no computers, no cell phones.
[01:42:33.177 --> 01:42:35.579]  You can only go out at a certain time and look for a job.
[01:42:35.639 --> 01:42:37.561]  I mean, total BS.
[01:42:37.941 --> 01:42:42.385]  Guess how much they make a day for holding an inmate?
[01:42:42.405 --> 01:42:42.385]  $75.
[01:42:42.765 --> 01:42:43.746]  Taxpayers' money.
[01:42:44.107 --> 01:42:46.369]  And they call these places halfway house.
[01:42:46.589 --> 01:42:47.390]  It's a total joke.
[01:42:47.430 --> 01:42:51.473]  I mean, my brother was mentally ill, and he was in what I would consider a real halfway house.
[01:42:51.513 --> 01:42:52.414]  They're actual houses.
[01:42:52.938 --> 01:42:57.122]  When I went to go see this place that they had Ricky in, these aren't halfway houses.
[01:42:57.142 --> 01:43:01.525]  These are like little mini prisons that are like just scattered all over our neighborhoods.
[01:43:01.605 --> 01:43:03.607]  I mean, this is like a little miniature prison.
[01:43:03.647 --> 01:43:06.790]  It was almost like a high school, the size of a high school.
[01:43:07.771 --> 01:43:11.774]  300 people sleeping there, just in the middle of the neighborhood.
[01:43:11.974 --> 01:43:13.095]  You know, it's incredible.
[01:43:13.115 --> 01:43:16.298]  This is like a whole other scam taking place right under our noses.
[01:43:16.738 --> 01:43:21.142]  And all the research shows, and I want Ricky to speak to this, just from personal experience,
[01:43:22.856 --> 01:43:36.221]  That when you put large populations of people in prison, especially for non-violent crime, they become colleges of crime, the people now have a record, now they're part of the criminal underworld, and this creates more and more crime.
[01:43:36.261 --> 01:43:43.404]  You know, police always send me emails and say, I'm glad we've got more people in prison than China, or the whole EU combined.
[01:43:43.824 --> 01:43:47.986]  Well, no, I'm not glad, because I know that creates a culture of crime.
[01:43:49.244 --> 01:43:49.884]  Absolutely.
[01:43:50.064 --> 01:43:54.966]  You take young guys that come in prison and they only was, you know, buying $1,000 worth of drugs.
[01:43:55.026 --> 01:44:00.367]  Now he's with a kingpin from Colombia or from Mexico or with bank robbers.
[01:44:00.768 --> 01:44:04.229]  And these older guys, they feed off of these young kids.
[01:44:04.629 --> 01:44:10.330]  You know, like for me, I fed off of them too, but I was trying to teach them the things that I've been through.
[01:44:10.350 --> 01:44:13.391]  But a lot of times in prison, that doesn't happen.
[01:44:13.431 --> 01:44:15.472]  That's why they're so concerned right now with terrorism.
[01:44:16.004 --> 01:44:19.146]  Because they know that they give these young kids so much time, Alex.
[01:44:19.606 --> 01:44:24.629]  You know, you give a kid 18, 19 years old, 20 years in prison, he's going to be bitter.
[01:44:25.610 --> 01:44:40.599]  And as we discuss in the new film, How We Won the West, there's an incarceration rate that actually the government's own research has shown, where when we hit a certain level of incarceration, it makes crime rates go up.
[01:44:42.813 --> 01:44:51.419]  Which is then more police to control more people, to make more money, to put more people in the prisons, as the military-industrial complex absorbs America.
[01:44:52.000 --> 01:44:57.844]  Ricky Ross, the naked body scanners, they want to put everybody through at airports, recording our naked bodies.
[01:44:58.264 --> 01:44:59.965]  I mean, we're all being trained to be prisoners.
[01:45:00.726 --> 01:45:01.206]  Absolutely.
[01:45:01.566 --> 01:45:02.987]  Absolutely.
[01:45:03.208 --> 01:45:06.370]  And if we don't stop it, Alex, if we don't stop it,
[01:45:07.478 --> 01:45:08.778]  We're not going to have any rights.
[01:45:08.818 --> 01:45:11.399]  You can tap our phones now whenever they want to.
[01:45:12.119 --> 01:45:13.740]  Your friends can come and record you.
[01:45:13.800 --> 01:45:15.240]  I mean, it's ridiculous.
[01:45:15.361 --> 01:45:17.401]  I mean, what is America coming to?
[01:45:17.481 --> 01:45:19.682]  Are we becoming harmony?
[01:45:21.342 --> 01:45:21.983]  That's amazing.
[01:45:22.023 --> 01:45:26.444]  Ricky, again, how do people support what you're doing with your community programs?
[01:45:27.104 --> 01:45:28.005]  Well, they can donate money.
[01:45:29.847 --> 01:45:30.888]  We're good to go.
[01:45:48.054 --> 01:45:49.715]  I also need help with my traveling.
[01:45:49.775 --> 01:45:56.521]  You know, right now I'm putting it out of my check, you know, when I go around the country speaking to kids in different schools.
[01:45:56.862 --> 01:46:04.529]  We plan on doing a tour here in California where I go to like 20 schools and, you know, just educate the kids and I would appreciate any help that I can get.
[01:46:04.949 --> 01:46:10.494]  And anybody that would like to volunteer to come out to the schools and support would be much appreciated.
[01:46:11.328 --> 01:46:17.092]  And you're explaining to children that the drug culture is evil and designed to destroy them, correct?
[01:46:17.833 --> 01:46:26.599]  Absolutely, and that just because they feel that they're going against the government by selling drugs is just what the government have in mind.
[01:46:26.619 --> 01:46:31.282]  You know, they have a thinking that by selling drugs you're rebelling against the government.
[01:46:32.023 --> 01:46:34.124]  But that's exactly what the government wants you to think.
[01:46:34.144 --> 01:46:41.009]  It's like a reverse psychology thing that they've done to the kids, because most of the kids that get involved with drugs consider themselves rebels.
[01:46:43.192 --> 01:46:51.656]  Absolutely, and in truth, you're funding the big banks and you're allowing them to now have a pretext to control and run your life and destroy your communities.
[01:46:52.056 --> 01:47:11.486]  And I've been lucky enough to travel with Ricky on at least one of the trips that he went to, and I just want to say what an incredible effect he has to go to a place like a detention center where you've got a bunch of teenagers who, they won't listen to anybody, but when Ricky walks in the room they definitely all shut up and they listen to every word he has to say.
[01:47:12.428 --> 01:47:16.670]  Uh, really, really, uh, uh, quite moving to see it in person.
[01:47:18.571 --> 01:47:21.952]  I've got some questions here, um, from listeners.
[01:47:21.992 --> 01:47:23.653]  Here's a Twitter question, Ricky.
[01:47:24.153 --> 01:47:31.477]  What other illegal activities was your CIA supplier involved with to give himself credibility to hook you in?
[01:47:31.497 --> 01:47:34.058]  I mean, how did they keep you from knowing it was the CIA?
[01:47:40.333 --> 01:47:42.673]  Automatic, fully automatic weapons, machine guns.
[01:47:44.334 --> 01:47:48.695]  So the CIA wasn't just bringing in cocaine, they were bringing in guns.
[01:47:49.435 --> 01:47:49.995]  Absolutely.
[01:47:53.815 --> 01:47:54.456]  Unbelievable.
[01:47:54.996 --> 01:47:59.857]  And then the public gets even more scared, and they get to get more police to then control the public.
[01:48:00.757 --> 01:48:01.997]  And they got all this firepower.
[01:48:03.017 --> 01:48:05.478]  You know, remember, and then they need more time.
[01:48:05.518 --> 01:48:07.718]  Remember, they increased the minimum mandatory.
[01:48:08.499 --> 01:48:11.021]  Well, now we need minimum mandatory so we can put them in prison longer.
[01:48:11.541 --> 01:48:13.622]  Because these guys are more violent than they used to be.
[01:48:15.163 --> 01:48:16.184]  Well, you know, that's... We gave them guns!
[01:48:16.584 --> 01:48:29.551]  That's come out in Florida, the CIA was supplying, and I knew in Texas, but... So this CIA handler, and this came out in hearings and in court, folks, was also supplying weapons, which was... They used to sell me weapons.
[01:48:30.432 --> 01:48:33.794]  Didn't they used to have a front as, like, some sort of car place or something?
[01:48:33.834 --> 01:48:35.215]  Some sort of car dealership?
[01:48:35.805 --> 01:48:42.009]  They had a car dealership, they had a security thing where they did security for different people.
[01:48:42.049 --> 01:48:44.030]  You know, they had a bunch of different fronts.
[01:48:48.713 --> 01:48:56.778]  Ricky, so this whole time you were working for them, they kept it secret that they were CIA, or did you ever hear that, or did you ever wonder?
[01:48:57.319 --> 01:48:58.099]  No, I never knew.
[01:48:58.119 --> 01:49:01.321]  I never had a clue.
[01:49:02.582 --> 01:49:05.104]  Only thing that I knew, Alex, is that they were fighting a war
[01:49:05.865 --> 01:49:06.565]  In their country.
[01:49:07.766 --> 01:49:08.426]  I didn't know that.
[01:49:08.526 --> 01:49:09.507]  I knew that much about it.
[01:49:09.567 --> 01:49:11.408]  That's what they had told me many times.
[01:49:11.448 --> 01:49:12.448]  That's why they sold drugs.
[01:49:13.088 --> 01:49:16.290]  Oh, so they admitted to you that they were funding a war in their country?
[01:49:16.930 --> 01:49:17.150]  Right.
[01:49:17.310 --> 01:49:18.011]  They admitted that.
[01:49:18.211 --> 01:49:19.972]  Now, where the war was at, I didn't know that.
[01:49:20.012 --> 01:49:21.552]  I didn't know anything about Nicaragua.
[01:49:21.572 --> 01:49:25.374]  I knew nothing about Contra, nor the CIA at that time.
[01:49:28.095 --> 01:49:31.337]  Did you know how they were getting the drugs into Southern California?
[01:49:32.077 --> 01:49:32.237]  Nope.
[01:49:32.518 --> 01:49:33.318]  They wouldn't tell me that.
[01:49:35.131 --> 01:49:36.952]  Well, you know, he was a racist and a bigot, too.
[01:49:38.652 --> 01:49:38.952]  Really?
[01:49:39.633 --> 01:49:40.013]  Oh, yeah.
[01:49:40.373 --> 01:49:47.596]  Yeah, Gary found a tape that they had where he said, just like you said, you know, give it to the end.
[01:49:48.016 --> 01:49:49.676]  You know, nobody cares what happens to him.
[01:49:50.517 --> 01:50:01.421]  Yeah, I think there's that soundbite of him actually in American Drug War where he says, you know, I hate the ends, but they deal in cash, so let's use them.
[01:50:01.441 --> 01:50:02.481]  That's exactly what it is.
[01:50:02.561 --> 01:50:04.202]  I think you hit it right on the head, Kevin.
[01:50:05.563 --> 01:50:10.705]  And again, folks, you can get American Drug War and How the Weed Won the West at Infowars.com.
[01:50:10.725 --> 01:50:11.585]  This film is out.
[01:50:11.925 --> 01:50:18.307]  You can get it at half price when you order How Weed Won the West, which comes out in 12 days at Infowars.com.
[01:50:18.527 --> 01:50:19.347]  I'm sorry, go ahead.
[01:50:19.908 --> 01:50:20.608]  And Alex, guess what?
[01:50:20.648 --> 01:50:22.688]  The courts wouldn't let us play that tape to the jury.
[01:50:23.269 --> 01:50:28.190]  They let this guy testify against me and said that that tape had absolutely nothing to do with his testimony.
[01:50:29.851 --> 01:50:32.932]  Him saying we're dealing drugs to the N-words.
[01:50:33.612 --> 01:50:33.832]  Right.
