[00:00:00.089 --> 00:00:01.330]  GCN Radio Network.
[01:50:04.332 --> 01:50:13.974]  And I'm not saying that's going to happen, but the point is you've got thousands of these experiments going on, pell-mell, as the globalists rush for advanced technologies to extend life.
[01:50:14.294 --> 01:50:15.274]  They believe eternal.
[01:50:15.394 --> 01:50:16.374]  I'm not saying that's real.
[01:50:16.614 --> 01:50:17.815]  I'm saying they think they're going to get it.
[01:50:18.135 --> 01:50:19.275]  This is all they talk about.
[01:50:19.715 --> 01:50:23.776]  It's a power trip of how their gods and everybody else are a bunch of dumb people.
[01:50:28.957 --> 01:50:33.718]  And they are organizing a global collapse that'll make our world look like Leningrad.
[01:50:34.619 --> 01:50:36.861]  Where the people survived for several years on cannibalism.
[01:50:37.781 --> 01:50:40.123]  I mean, this is what they want to set up.
[01:50:40.203 --> 01:50:41.944]  This is what they want to push.
[01:50:42.024 --> 01:50:43.886]  And so, the film is profound.
[01:50:43.906 --> 01:50:48.129]  I don't know if that was the goal of this film, because it has a lot of other good messages in it.
[01:50:48.369 --> 01:50:52.392]  But I'm telling you, this is something profound that people need to see.
[01:50:52.432 --> 01:50:54.273]  It is a masterwork of masterwork.
[01:50:54.673 --> 01:51:00.338]  And I got a video coming out in a couple hours where I break it all down in more detail at InfoWars.com.
[01:51:00.358 --> 01:51:00.738]  Stay with us.
[01:51:04.116 --> 01:51:14.226]  Protect your freedoms and be independent by learning how to maintain, repair, and customize your own firearms through these exclusive video training courses on DVD from the American Gunsmithing Institute.
[01:51:14.507 --> 01:51:17.770]  Call and get a free 2-hour sampler DVD video and catalog.
[01:51:18.050 --> 01:51:24.797]  See just how quickly and easily you can learn firearm disassembly and reassembly, accurizing, customizing, super tuning,
[01:51:24.977 --> 01:51:29.278]  Refinishing, trigger repair, and much, much more for rifles, pistols, and shotguns.
[01:51:29.558 --> 01:51:32.298]  Courses available for both the hobbyist and the professional.
[01:51:32.518 --> 01:51:38.980]  You can even get certified as a gunsmith to make money part-time, full-time, or as a retirement income doing what you love.
[01:51:39.180 --> 01:51:41.120]  Call 1-800-247-5032 to order your free sampler DVD and catalog.
[01:51:41.140 --> 01:51:41.380]  That's 1-800-247-5032.
[01:51:41.400 --> 01:51:43.061]  Call now and get a bonus $10 saving coupon.
[01:51:50.662 --> 01:52:01.989]  1-800-247-5032 or go to AmericanGunSmithDVD.com Learn how, learn now with AmericanGunSmithDVD.com Your source for how-to gunsmithing videos!
[01:52:03.700 --> 01:52:04.961]  Hi, this is Alex Jones.
[01:52:05.001 --> 01:52:10.347]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:52:10.588 --> 01:52:15.213]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[01:52:15.613 --> 01:52:16.014]  It's true.
[01:52:16.094 --> 01:52:18.677]  Seeds have outperformed even gold and silver before in this country.
[01:52:18.897 --> 01:52:20.639]  And it's possible they could even happen again.
[01:52:21.179 --> 01:52:25.882]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:52:26.403 --> 01:52:28.324]  They call it a Survival Seed Bank.
[01:52:28.704 --> 01:52:33.327]  And it can produce an endless supply of nutrient-dense food for you and your family.
[01:52:33.507 --> 01:52:34.408]  And here's the best part.
[01:52:34.628 --> 01:52:37.390]  These seeds have not been genetically modified in any way.
[01:52:37.690 --> 01:52:41.012]  And you actually get enough seeds to plant a full acre crisis garden.
[01:52:41.313 --> 01:52:44.175]  So visit them today at SurvivalSeedBank.com.
[01:52:44.515 --> 01:52:46.396]  That's SurvivalSeedBank.com.
[01:52:46.736 --> 01:52:47.657]  Or give them a call at 877-327-0365.
[01:52:51.379 --> 01:52:55.001]  That's 877-327-0365.
[01:52:55.521 --> 01:53:00.043]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[01:53:00.343 --> 01:53:02.724]  This is Alex Jones for survivalseedbank.com.
[01:53:06.184 --> 01:53:09.246]  If you're in a service business, that's money ringing in your ears.
[01:53:09.586 --> 01:53:13.069]  If your phone's not ringing, chances are it's a problem with your marketing.
[01:53:13.389 --> 01:53:17.232]  Landscapers, painters, roofers, carpet cleaners, pet sitters, handymen.
[01:53:17.452 --> 01:53:23.276]  Anyone with a residential service business can build a huge and loyal customer base fast with the Magic Yellow Flyer.
[01:53:23.616 --> 01:53:27.719]  No more expensive newspaper, yellow pages or internet pay-per-click ads.
[01:53:27.959 --> 01:53:32.002]  The Magic Yellow Flyer will have new customers calling you within one week.
[01:53:32.242 --> 01:53:39.907]  The Magic Yellow Flyer marketing system is the most effective and inexpensive way to build a referral-only service business in a short period of time.
[01:53:40.247 --> 01:53:44.089]  And the Magic Yellow Flyer comes with an outrageous one-year guarantee.
[01:53:44.370 --> 01:53:46.671]  You will get new customers or your money back.
[01:53:46.931 --> 01:53:49.133]  For details, go to magicyellowflyer.com.
[01:53:49.733 --> 01:53:54.194]  No matter what business you're in, the Magic Yellow Flyer marketing system will work for you.
[01:53:54.474 --> 01:53:56.535]  Visit MagicYellowFlyer.com.
[01:53:56.735 --> 01:53:59.616]  Put the Magic Yellow Flyer to work for you today.
[01:53:59.856 --> 01:54:02.116]  Visit MagicYellowFlyer.com.
[01:54:06.497 --> 01:54:10.799]  There's the headline on screen for PrisonPlanet.tv viewers from NASA.gov.
[01:54:11.539 --> 01:54:14.079]  A puzzling collapse of Earth's upper atmosphere.
[01:54:14.099 --> 01:54:15.680]  A record collapse.
[01:54:16.707 --> 01:54:24.016]  In 2008, 2009 and NASA says that the sun put off a lot less radiation for the years before that and that's what caused it.
[01:54:24.576 --> 01:54:30.543]  So it's not going to be carbon dioxide that plants breathe that makes the atmosphere collapse like the road says.
[01:54:31.184 --> 01:54:36.771]  Paying taxes to Al Gore so you can have bigger palaces isn't going to do that.
[01:54:39.346 --> 01:54:46.764]  And again, that's my message to the establishment, fake environmentalists who are just eugenicists, and then their kind of outer...
[01:54:47.797 --> 01:55:10.708]  acolytes in the church of dehumanization is that what the elite, what the controllers are doing is endangering the earth with their mega-death weapons, with their genetic engineering, with their open-air planting and release of genetically modified organisms, goats that are part spider, fish that are part roach, corn that is part roach, grasshopper, tomatoes that are part roach.
[01:55:11.008 --> 01:55:13.490]  Roach is one of their favorites because they've got the genome for it.
[01:55:14.571 --> 01:55:16.031]  I mean, you can't make this stuff up.
[01:55:16.331 --> 01:55:17.152]  Please don't laugh at me.
[01:55:17.192 --> 01:55:23.734]  Just search the term spider goats or salmon genes in corn, insect genes in salmon.
[01:55:23.754 --> 01:55:26.594]  I mean, they know what they're doing.
[01:55:27.355 --> 01:55:33.596]  They talk about themselves like they're gods and how they're rewriting everything and how the third world populations don't deserve to live.
[01:55:33.616 --> 01:55:39.498]  And then you research, they're targeting Western populations even more, saying don't have kids, it's bad.
[01:55:40.868 --> 01:55:45.150]  And you look at Mexico City with 30 million people, most of them living in cardboard boxes.
[01:55:45.630 --> 01:55:48.632]  Every day they have snow that is human feces.
[01:55:48.672 --> 01:55:51.593]  They call it, uh, I'm not going to use the slang term for it.
[01:55:51.633 --> 01:55:52.253]  I'm not kidding.
[01:55:54.394 --> 01:56:00.077]  There's storms of brown human waste raining down and they say, well, we got to reduce population.
[01:56:00.357 --> 01:56:01.738]  But if they industrialize them,
[01:56:02.529 --> 01:56:04.910]  If they educated them, that would happen.
[01:56:05.090 --> 01:56:14.353]  But instead, the globalists in the Royal Commission on Population in 1949, they have a new one out this year, say we're not going to allow these countries to industrialize because that will make them a rival to us.
[01:56:14.953 --> 01:56:17.094]  We're going to let their population be a bomb.
[01:56:17.694 --> 01:56:21.135]  And by the way, it's a perception issue.
[01:56:21.155 --> 01:56:23.996]  90% of the Western world and other industrialized countries live in cities.
[01:56:24.716 --> 01:56:27.857]  You can fly on an airplane for hours and not see any human civilization.
[01:56:28.939 --> 01:56:32.601]  The way we're concentrated is bad for us in this toxic environment.
[01:56:32.841 --> 01:56:34.823]  But outside of that, it's not as toxic.
[01:56:35.263 --> 01:56:37.304]  And the globalists could care less about it.
[01:56:38.485 --> 01:56:46.570]  And here you have all the mainline, quote, liberals, like Margaret Sanger, who got awards from Hitler, gave awards to Hitler, being pushed as good and loving.
[01:56:48.111 --> 01:56:52.433]  And they play all these race issues to bring down Western countries so they can control them.
[01:56:52.913 --> 01:56:55.195]  But meanwhile, they want the people in Mexico dead.
[01:56:56.977 --> 01:57:00.160]  See, I'm supposedly the racist because I don't want the Mexicans dead.
[01:57:00.841 --> 01:57:06.366]  I want to wake them up like everybody else and have them have a free, vibrant, uplifted society.
[01:57:06.506 --> 01:57:08.788]  I know that if they're not doing well, I'm not going to do well.
[01:57:09.229 --> 01:57:10.210]  I care about humans.
[01:57:10.310 --> 01:57:10.950]  I have empathy.
[01:57:11.471 --> 01:57:15.154]  I have that fire burning in my heart for the destiny of humanity.
[01:57:16.175 --> 01:57:20.980]  But the globalists are just cold-bloodedly poisoning everybody, testing their soft-kill weapons,
[01:57:22.930 --> 01:57:26.572]  And targeting Western populations that have a 1.3 replacement rate.
[01:57:26.772 --> 01:57:29.014]  For every two adults, a replacement rate of 1.3.
[01:57:30.014 --> 01:57:30.995]  The West is dying.
[01:57:31.295 --> 01:57:32.356]  It's the death of the West.
[01:57:33.397 --> 01:57:39.160]  And the globalists are destroying the environment by design, rewriting it, saying there is no such thing as a mutation.
[01:57:39.680 --> 01:57:41.161]  I had an IBM person tell me this.
[01:57:41.181 --> 01:57:44.363]  They said there's no such thing as a mutation because humans are natural.
[01:57:44.583 --> 01:57:48.706]  So anything we do, even if we do it with technology, is evolution.
[01:57:48.986 --> 01:57:51.648]  And so it's evolutionary that we're going to rewrite everything.
[01:57:53.655 --> 01:57:53.715]  I'm
[01:58:08.595 --> 01:58:09.535]  I don't think so.
[01:58:25.882 --> 01:58:31.423]  If you don't give us a global government to reduce your numbers, when the aim of the global government is mass extermination.
[01:58:31.663 --> 01:58:35.204]  So it's really a riddle in all these films when they show you mass extinction.
[01:58:35.664 --> 01:58:38.084]  Because that is the aim of the environmental movement.
[01:58:38.104 --> 01:58:39.405]  They're not trying to stop that.
[01:58:39.465 --> 01:58:40.265]  That's their aim.
[01:58:40.545 --> 01:58:41.645]  That's their stated aim.
[01:58:45.466 --> 01:58:47.546]  Thank you for listening to GCN.
[01:58:48.086 --> 01:58:50.587]  Be sure to visit GCNlive.com today.
[01:58:53.064 --> 01:58:57.067]  Alex Jones here with urgent information concerning TrendsResearch.com.
[01:58:57.527 --> 01:59:04.453]  The Trends Journal distills the voluminous ongoing research of the Trends Research Institute into a concise, readily accessible form.
[01:59:05.013 --> 01:59:13.379]  By tracking 300 separately defined domestic and international trends, the Trends Journal establishes the connections that others fail to see or misinterpret.
[01:59:13.599 --> 01:59:20.765]  Gerald Salente's Trends Journal allows you to anticipate change, recognize the implications, and take protective strategies.
[01:59:21.425 --> 01:59:28.670]  Individual readers from every walk of life can put the Trends Journal Trends Forecast and Trends Analysis to practical use.
