[00:00:07.535 --> 00:00:09.796]  ...media, government cover-ups.
[01:59:11.185 --> 01:59:27.212]  I would say it's a kind of a conflict and dialogue relation between the government that you see, right, the Bush, Cheney, Rice, Rumsfeld, the rest of this, and the actual aggressive rogue networks that operate behind the scenes.
[01:59:27.232 --> 01:59:31.394]  Let me just point out a couple of things, a pattern, since the beginning of May.
[01:59:31.754 --> 01:59:34.515]  On May 11th, we had a small plane approaching the White House.
[01:59:35.137 --> 01:59:39.239]  Panic scenes, Congress evacuated, Supreme Court, White House evacuated.
[01:59:39.259 --> 01:59:40.259]  It's happened twice now.
[01:59:40.500 --> 01:59:41.660]  It's happened more than twice.
[01:59:42.180 --> 01:59:48.383]  On May 18th, we have a live hand grenade tossed near Bush in Tbilisi, Georgia.
[01:59:49.004 --> 01:59:52.345]  On June 29th, we have another small plane approaching Washington.
[01:59:52.765 --> 01:59:56.187]  The Capitol, the Congress this time, evacuated amid scenes of panic.
[01:59:56.227 --> 02:00:04.271]  And then, on the afternoon of July 2nd, we have three small planes approaching Bush's Camp David retreat up here in the Catoctin Mountains.
[02:00:04.855 --> 02:00:06.238]  A couple of miles from where I am.
[02:00:07.665 --> 02:00:08.926]  And this was not even reported.
[02:00:08.946 --> 02:00:12.188]  This was stuck on the Metro page of the Washington Post.
[02:00:12.308 --> 02:00:14.569]  Yeah, I only knew about two of the aircraft incidents.
[02:00:14.910 --> 02:00:18.472]  Well, they were the third, so I think what you have to do is, there are four things right there.
[02:00:18.532 --> 02:00:24.476]  Now, it seems to me the invisible government is signaling Bush, and this is the way that they talk, or they're prodding him.
[02:00:24.496 --> 02:00:27.317]  Do exactly what we want, or we're going to Reagan you.
[02:00:27.538 --> 02:00:28.058]  Exactly.
[02:00:28.478 --> 02:00:30.059]  And that means, what is it that they want?
[02:00:30.099 --> 02:00:36.103]  Remember Scott Ritter, back in January, had given this speech saying, They want Bush to sacrifice himself for them politically.
[02:00:36.403 --> 02:00:39.705]  I think, and it probably involves the attack on Iran.
[02:00:39.725 --> 02:00:40.966]  That was what Scott Ritter thought.
[02:00:41.146 --> 02:00:43.427]  Israel says they're going in by the end of summer.
[02:00:43.788 --> 02:00:46.049]  Well, this is what I think is plausible.
[02:00:46.109 --> 02:00:59.077]  I had a chance to talk to a pretty good CIA analyst, retired on July 3rd, and he said what Scott Ritter meant to say was that Bush had ordered everything to be in readiness for an attack
[02:00:59.631 --> 02:01:00.511]  At the end of June.
[02:01:00.571 --> 02:01:03.312]  Now, maybe everything is not in readiness, but I think that's the issue.
[02:01:03.332 --> 02:01:04.233]  Well, it's just like Iraq.
[02:01:04.253 --> 02:01:05.673]  They were ready a year before.
[02:01:05.693 --> 02:01:07.254]  Everybody thought it was March 02.
[02:01:07.554 --> 02:01:08.454]  It was March 03.
[02:01:08.934 --> 02:01:13.576]  And we have to remember, Seymour Hersh has been saying for a while that there are already teams on the ground.
[02:01:13.596 --> 02:01:15.777]  There are already overflights.
[02:01:16.017 --> 02:01:18.337]  Talk now about getting some troops out of Iraq.
[02:01:18.377 --> 02:01:22.559]  And it looks to me like those 6,000 British troops in Iraq are going to go to Afghanistan.
[02:01:23.058 --> 02:01:26.120]  Which would position them for a war with Iran.
[02:01:26.260 --> 02:01:27.361]  The eastern flank, yeah.
[02:01:27.661 --> 02:01:44.354]  And the other thing is, I think the other thing that adds urgency to all of this that people may not have noticed, the Shanghai Cooperation Organization, so we're talking Russia, China, Kyrgyzstan, Uzbekistan, the former Soviet Central Asian Republic, Tajikistan, and so forth.
[02:01:44.394 --> 02:01:46.415]  They have put out a very interesting...
[02:01:47.737 --> 02:01:49.942]  Call, basically, an ultimatum saying the U.S.
[02:01:49.982 --> 02:01:54.972]  has to get out of the bases that were seized in Central Asia right after 9-11.
[02:01:54.992 --> 02:01:58.860]  And remember, that was the big event on 9-11 was the Putin-Bush...
[02:01:59.662 --> 02:02:06.566]  Telephone call where Bush said, we want bases in Central Asia, and Putin, for various reasons of his own, said, fine, go ahead.
[02:02:06.626 --> 02:02:09.908]  Well, there are already 44,000 U.S.
[02:02:09.948 --> 02:02:11.809]  and 17,000 British troops in some of the stands.
[02:02:12.169 --> 02:02:12.389]  Right.
[02:02:12.890 --> 02:02:18.113]  Well, Uzbekistan and Kyrgyzstan seem to be the main ones that are publicly announced.
[02:02:18.153 --> 02:02:21.194]  But if they lose those, they lose the ability to wage war in Iran.
[02:02:21.214 --> 02:02:24.977]  So I think that there's a great urgency now to get the attack on Iran going.
[02:02:25.017 --> 02:02:27.178]  And, of course, Bush's natural motive is to do nothing.
[02:02:27.218 --> 02:02:28.839]  He just settled into inertia.
[02:02:30.117 --> 02:02:39.032]  Alright, I want to talk about more about the Iran situation and get the take as well of John Rappaport.
[02:02:39.092 --> 02:02:41.696]  Two incredible minds joining us.
[02:02:41.776 --> 02:02:43.299]  We'll be right back.
[02:02:46.917 --> 02:02:49.778]  There is a secret that holds the world's destiny in its grasp.
[02:02:50.039 --> 02:02:50.739]  Hello, my friends.
[02:02:50.819 --> 02:02:51.619]  Alex Jones here.
[02:02:51.959 --> 02:02:56.622]  Learn that secret with my new film, Martial Law, 9-11 Rise of the Police State.
[02:02:56.962 --> 02:03:03.705]  Martial Law plumbs the depths of the New World Order's ideology, their philosophy, out of the ashes of the September 11th tragedy.
[02:03:04.025 --> 02:03:06.006]  A dark empire of war and tyranny has risen.
[02:03:06.206 --> 02:03:09.066]  The Constitution has been shredded, and America is now a police state.
[02:03:09.146 --> 02:03:13.808]  This film exposes not just who was behind the 9-11 attacks, but the roots and history of its orchestrators.
[02:03:14.028 --> 02:03:18.409]  Martial Law is a blazing spotlight piercing the electronic Berlin Wall of controlled corporate media.
[02:03:18.669 --> 02:03:25.891]  Plumb the depths of the elite's minds, their ideology, their driving philosophy, and uncover the power-mad cult of death that has sworn to turn the Earth into a prison planet.
[02:03:26.131 --> 02:03:28.551]  Discover the documented truth for yourself before it's too late.
[02:03:28.712 --> 02:03:30.452]  Call toll-free to get a copy of Martial Law.
[02:03:30.572 --> 02:03:33.957]  1-888-253-3139 Or visit Infowars.com and the secure shopping cart.
[02:03:33.977 --> 02:03:38.605]  That's Infowars.com or 888-253-3139 Or watch the film right now online at PrisonPlanet.tv
[02:03:45.811 --> 02:03:49.273]  Hello folks, Alex Jones here introducing you to the Black Berkey Replacement Elements.
[02:03:49.553 --> 02:03:53.054]  They're new and they're more powerful than any gravity filter element on the market.
[02:03:53.134 --> 02:03:57.076]  These powerful filters fit most gravity filter systems and can be installed in minutes.
[02:03:57.316 --> 02:04:03.479]  Black Berkey Replacement Elements are so powerful they remove pathogenic bacteria, cysts, parasites to non-detectable levels.
[02:04:03.859 --> 02:04:11.783]  The trihalomethanes and volatile organic chemicals such as atrazine, styrene, chloroform, and MTBE are removed below detectable limits.
[02:04:12.203 --> 02:04:12.944]  We're good to go.
[02:04:31.693 --> 02:04:36.522]  Hit the powerful Black Berkey replacement filters now by calling New Millennium at 888-803-4438 and tell them Alex Jones sent you.
[02:04:36.582 --> 02:04:36.863]  That's 888-803-4438.
[02:04:37.003 --> 02:04:37.744]  Protect your family.
[02:04:44.930 --> 02:04:47.291]  So what's in your shampoo, bath soap, and dish soap?
[02:04:47.551 --> 02:04:51.393]  Chlorides, dyes, ethanol, sulfates, sodiums, formaldehydes, etc.
[02:04:51.693 --> 02:04:52.513]  Read the labels.
[02:04:52.954 --> 02:04:57.056]  Inhaling exposure can lead to coughing, wheezing, shortness of breath, headache, and nausea.
[02:04:57.296 --> 02:05:01.478]  Also may be irritating to the skin and mucous membranes and cause you to seek medical help.
[02:05:01.858 --> 02:05:06.720]  Perfumes, also known as fragrance on a label, can indicate the presence of thousands of separate ingredients.
[02:05:07.120 --> 02:05:10.721]  Now just by one example, here's what's in my Cal-Ben Pure Soap Shampoo.
[02:05:10.881 --> 02:05:16.223]  It's all natural, earth-friendly, it contains extra virgin cocoa butter oils and vegetable protein oils.
[02:05:16.503 --> 02:05:19.223]  No harsh chemicals, no animal tallow or testing.
[02:05:19.524 --> 02:05:20.424]  So what are you waiting for?
[02:05:20.724 --> 02:05:31.447]  Call now, 1-800-340-7091 and find out how a family of four can save over $1,000 per year on all their cleaning products with Cal-Ben Pure Soaps.
[02:05:31.827 --> 02:05:36.830]  Call Cal-Ben toll-free at 1-800-340-7091.
[02:05:36.890 --> 02:05:41.753]  That's 800-340-7091, or visit CalBenPureSoap.com.
[02:05:46.937 --> 02:05:52.961]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[02:05:53.581 --> 02:05:56.543]  It's Alex Jones and the GCN Radio Network.
[02:06:07.481 --> 02:06:19.510]  Two real giants when it comes to their analytical and historical skills, with their track records really exposing and being able to pierce this fog of propaganda.
[02:06:19.870 --> 02:06:26.094]  Webster Tarperly, who's been on with us for about 20 minutes, and then, of course, John Rappaport, who I had on a little bit in the third hour yesterday.
[02:06:26.134 --> 02:06:28.256]  We didn't get to cover it all, so we had him back on.
[02:06:29.218 --> 02:06:50.223]  We're going to continue with the discussion of government-sponsored terrorism, the pretext for control, get Rappaport and Tarpley's take on that, their analysis of that, and then come up in about 30 minutes, we're going to shift gears and get into the avian flu, which is clearly the New World Order gearing up to perhaps even release that to radically re-engineer society.
[02:06:50.243 --> 02:06:51.684]  I mean, they're saying it's going to happen.
[02:06:51.784 --> 02:06:52.464]  I'm not saying that.
[02:06:52.504 --> 02:06:53.044]  They're saying it.
[02:06:53.624 --> 02:06:56.665]  And how this all ties into the move to restrict and ban vitamins.
[02:06:57.565 --> 02:06:59.486]  And I don't even know if we'll have time to take calls.
[02:06:59.567 --> 02:07:00.687]  I know we have loaded phones.
[02:07:01.448 --> 02:07:02.048]  I'm sorry.
[02:07:02.108 --> 02:07:05.350]  It's just with these two men on, we've got to cover all the information.
[02:07:06.030 --> 02:07:06.831]  A new development.
[02:07:06.891 --> 02:07:13.595]  Two more WTC workers claim bombs in North Tower basement by Greg Zemenski doing this great reporting.
[02:07:13.615 --> 02:07:14.815]  This is on PrisonPlanta.com.
[02:07:15.116 --> 02:07:25.662]  Two more WTC workers have come forward with eyewitness testimony that a huge explosion ripped apart the lower levels of the North Tower about the same time that a jetliner rammed into the top floors.
[02:07:26.573 --> 02:07:38.900]  The pair not only reported hearing the underground blast, but they were both injured, one suffering severe burns to the face, arms and hands, and the other cuts and bruises after they were being trapped in a stalled basement elevator.
[02:07:40.301 --> 02:07:43.563]  And, of course, we have the firefighters saying bombs and being told to shut up.
[02:07:43.623 --> 02:07:45.244]  I'm in contact with a bunch of them right now.
[02:07:45.604 --> 02:07:47.346]  You may be hearing some of them on the air very soon.
[02:07:47.366 --> 02:07:47.906]  In fact, you will.
[02:07:48.935 --> 02:07:54.396]  And we have rescue workers saying they found the black boxes and being told by the FBI, keep your mouth shut.
[02:07:54.737 --> 02:07:55.917]  Why don't they want you to hear that?
[02:07:56.417 --> 02:08:00.458]  We have Silverstein saying he blew up Building 7 and nobody's supposed to talk about that.
[02:08:01.418 --> 02:08:06.220]  All of this, but the last 30 minutes we got into the history of government-sponsored terrorism.
[02:08:06.260 --> 02:08:15.482]  There are literally dozens of admitted examples of the British, Putin, the Russians, our government carrying out terror
[02:08:17.219 --> 02:08:26.864]  Against their enemies, to blame it on them, and then they go on NPR, again like Kermit Roosevelt, leading the terror attacks against Mosaddegh, and then blaming Mosaddegh, and then he bragged about it.
