[00:00:01.533 --> 00:00:02.617]  I don't know.
[01:55:54.402 --> 01:55:56.644]  You said you were going to let folks hear about it on AXS TV?
[01:55:56.704 --> 01:55:57.244]  Absolutely.
[01:55:57.284 --> 01:55:59.026]  This one we want on television.
[01:55:59.106 --> 01:56:00.387]  It's made for television.
[01:56:01.308 --> 01:56:06.612]  And we're going to have something that will help bring the Bill of Rights alive in America.
[01:56:07.152 --> 01:56:10.315]  But people are going to have to get a copy and go play it.
[01:56:10.914 --> 01:56:11.654]  Show it to people.
[01:56:11.814 --> 01:56:19.037]  And you know, that means for leftists listening, you know, you're going to have to stop wanting our guns, just like conservatives shouldn't want to restrict your free speech.
[01:56:19.638 --> 01:56:23.559]  You know, either you got the... See, but that's exactly a Bill of Rights culture.
[01:56:23.840 --> 01:56:25.940]  It's all of the Bill of Rights for all citizens.
[01:56:26.361 --> 01:56:35.765]  And that's the only way, the only way we're going to be able to save freedom in America is to go back, or as I put it, to bring America back to America.
[01:56:36.765 --> 01:56:39.106]  We have to go back to the original blueprint.
[01:56:39.733 --> 01:56:41.014]  A Bill of Rights culture.
[01:56:41.474 --> 01:56:43.496]  And that's the way to solve all these problems.
[01:56:44.937 --> 01:56:52.483]  In fact, if America was a Bill of Rights culture society, there would be an enormous amount of wealth in people's pockets.
[01:56:52.503 --> 01:56:54.225]  Well, that's why we generate all this wealth.
[01:56:54.245 --> 01:56:55.646]  90% of the government would be gone.
[01:56:55.666 --> 01:56:57.607]  Because it violates the Bill of Rights.
[01:56:58.228 --> 01:57:00.750]  But instead, the government is metastasizing.
[01:57:01.591 --> 01:57:02.852]  Well, there's no doubt about it.
[01:57:02.952 --> 01:57:04.213]  It is a spreading cancer.
[01:57:05.594 --> 01:57:08.216]  And it's going to devour everyone in its way because people...
[01:57:08.982 --> 01:57:12.585]  They're not thinking in terms of a Bill of Rights culture.
[01:57:13.466 --> 01:57:17.669]  All right, Aaron Zellman, I want to really thank you for spending the last 50 minutes with us, my friend.
[01:57:17.709 --> 01:57:18.530]  My pleasure.
[01:57:19.371 --> 01:57:21.332]  I look forward to having you back on in the future.
[01:57:21.633 --> 01:57:23.674]  Do you think this gun confiscation won't folks up?
[01:57:25.796 --> 01:57:26.297]  Not really.
[01:57:27.057 --> 01:57:29.459]  You've got to remember football's on television now.
[01:57:29.800 --> 01:57:30.120]  That's right.
[01:57:30.140 --> 01:57:31.421]  They still deliver pizzas.
[01:57:31.721 --> 01:57:32.362]  Ha, ha, ha, ha.
[01:57:33.826 --> 01:57:33.946]  Hello?
[01:57:33.966 --> 01:57:34.066]  Hello?
[01:57:50.069 --> 01:57:50.709]  Big Brother.
[01:57:51.369 --> 01:57:52.430]  Mainstream media.
[01:57:53.130 --> 01:57:54.270]  Government cover-ups.
[01:57:54.910 --> 01:57:55.711]  You want answers?
[01:57:56.471 --> 01:57:57.391]  Well, so does he.
[01:57:58.031 --> 01:58:01.772]  He's Alex Jones on the GCN Radio Network.
[01:58:02.213 --> 01:58:06.294]  And now, live from Austin, Texas, Alex Jones.
[01:58:07.414 --> 01:58:11.717]  All right, my friends, we are now 30 seconds into hour number three.
[01:58:11.797 --> 01:58:23.526]  We're going to cover a ton of really, really important news on the economy, what's happening in Iraq, more examples of British troops being caught carrying out terror attacks from all the evidence.
[01:58:24.853 --> 01:58:26.795]  And wide open telephones.
[01:58:26.835 --> 01:58:28.256]  I want to take a lot of your calls.
[01:58:28.276 --> 01:58:31.578]  1-800-259-9231 is the toll-free number.
[01:58:31.839 --> 01:58:35.221]  I'm going to move quickly through your calls.
[01:58:35.822 --> 01:58:37.163]  Brett, you're on the air.
[01:58:37.183 --> 01:58:38.224]  Where are you calling us from?
[01:58:39.465 --> 01:58:39.825]  Michigan.
[01:58:40.145 --> 01:58:40.826]  Welcome, sir.
[01:58:41.826 --> 01:58:49.532]  Yeah, I'd just like to say it's taken 100 years or more for the New World Order to put this plan into effect.
[01:58:50.833 --> 01:58:52.755]  And it's not something that's going to change overnight, but
[01:58:53.542 --> 01:58:54.743]  It is starting to happen fast.
[01:58:54.783 --> 01:59:00.486]  There's like a herd reaction going on with a lot of people waking up at the same time.
[01:59:00.506 --> 01:59:02.206]  You know what I mean?
[01:59:03.247 --> 01:59:03.647]  Interesting.
[01:59:03.807 --> 01:59:08.930]  I'd like to know if they're going to seize George Bush's New World Order Glock commemorative edition.
[01:59:09.250 --> 01:59:11.491]  I wonder if you've personally seen that.
[01:59:12.292 --> 01:59:12.832]  Well, yeah.
[01:59:12.852 --> 01:59:16.534]  They gave George Bush a Glock that says New World Order on it.
[01:59:17.814 --> 01:59:20.596]  It's amazing that this stuff is just blatantly thrown around in front of our faces.
[01:59:21.297 --> 01:59:22.797]  But the communication is the key.
[01:59:22.877 --> 01:59:25.538]  They've been cutting us off at the communication point, keeping us divided.
[01:59:26.378 --> 01:59:27.078]  Biden conquered.
[01:59:28.158 --> 01:59:39.200]  You know, a telecommunications act of 1990 and the way that that was such a major deal to me, and I couldn't believe it was nowhere in the mainstream media except, like, in Playboy magazine.
[01:59:39.860 --> 01:59:40.600]  They had a little blip.
[01:59:41.840 --> 01:59:43.781]  But, you know, what's going on?
[01:59:43.821 --> 01:59:46.821]  I mean, are they going to be shutting down, you know, your type of airwaves?
[01:59:47.041 --> 01:59:49.522]  Are you going to be on satellite radio, you know, after 2006, after this...
[01:59:51.707 --> 01:59:52.788]  Deadline comes up or what?
[01:59:53.589 --> 01:59:54.369]  What deadline?
[01:59:55.570 --> 01:59:58.533]  Well, you know, they talked about this analog deadline.
[01:59:58.853 --> 02:00:07.721]  You know, by 2006, they want to have all analog... Well, sir, they... Yes, no, they are shutting the analog... Look, the analog satellites we were on...
[02:00:08.797 --> 02:00:18.824]  No matter how much money we offered them, no matter what cut us off, only people with special connections, one person was able to stay on an analog satellite.
[02:00:18.864 --> 02:00:20.546]  But that's gone in December.
[02:00:21.026 --> 02:00:21.907]  I mean, that is gone.
[02:00:22.147 --> 02:00:23.868]  We're on digital satellites, sir.
[02:00:24.348 --> 02:00:24.869]  We pay.
[02:00:24.949 --> 02:00:26.350]  We're on digital satellites.
[02:00:27.074 --> 02:00:38.978]  And you can also, you know, the Internet's getting so fast, we have some commercial stations that are already streaming us, you know, on hundred and something bit high quality Internet.
[02:00:39.698 --> 02:00:41.758]  So, no, sir, thanks for the call.
[02:00:41.798 --> 02:00:42.479]  I appreciate it.
[02:00:43.019 --> 02:00:50.861]  But, yeah, no, it's going digital with the satellites in two months and a couple days.
[02:00:52.106 --> 02:01:02.299]  And I'm sorry to people out there that we're not on that analog satellite for you.
[02:01:02.319 --> 02:01:08.086]  And one big tactic the New World Order uses is they also have all their disinformation agents out there.
[02:01:09.201 --> 02:01:19.350]  Who constantly attack other patriots, who constantly say they're the best, who constantly say this person isn't doing enough, or this person's telling you that, you know, things are bad, it's not true, it's not that bad.
[02:01:19.751 --> 02:01:21.732]  Go back to sleep, everything's okay.
[02:01:22.373 --> 02:01:24.975]  Or, you know, this person's a fed, that person's a fed.
[02:01:24.995 --> 02:01:26.537]  You know, we've never done that here.
[02:01:26.957 --> 02:01:29.219]  We tell you, you're a leader, get involved.
[02:01:29.940 --> 02:01:34.624]  You know, ask God to guide you, become informed, be bold, cover what you can document.
[02:01:36.105 --> 02:01:41.929]  We're here to uplift good organizations like JPFO and Governors of America and the Paragon Foundation.
[02:01:42.270 --> 02:01:43.471]  All these real groups.
[02:01:43.671 --> 02:01:44.511]  We're about issues.
[02:01:45.272 --> 02:01:55.339]  And so many of you never take action against the New World Order because you're too busy in these little federal sewing circles sitting around attacking every other patriot who's doing a good job.
[02:01:55.379 --> 02:01:58.342]  You want to look at whose payroll your leaders are on.
[02:01:59.062 --> 02:02:01.364]  So that's another big problem we face is just
[02:02:02.549 --> 02:02:04.949]  You know, I mean, they passed the national ID card.
[02:02:04.969 --> 02:02:07.110]  They're passing forced psychological testing and drugging.
[02:02:07.150 --> 02:02:08.850]  Now they're trying to implement it.
[02:02:08.950 --> 02:02:18.192]  We beat the bill to put transponders in all the cars and the inspection stickers to start taxing us, but TxDOT just ordered two million of them and is moving ahead.
[02:02:18.232 --> 02:02:19.672]  I mean, it's just criminal.
[02:02:20.472 --> 02:02:23.193]  You know, we're in a police state, so stop denying it.
[02:02:24.373 --> 02:02:25.613]  And shut about fixing it.
[02:02:27.013 --> 02:02:29.754]  You know, they really are confiscating guns, folks.
[02:02:30.703 --> 02:02:33.867]  And that's only a stay, and they're saying they're not going to follow the ruling.
[02:02:34.107 --> 02:02:35.449]  They're going to keep taking guns.
[02:02:36.931 --> 02:02:38.613]  You know, this stuff's really happening.
[02:02:39.534 --> 02:02:41.357]  And the feds are out there telling you it isn't.
[02:02:41.377 --> 02:02:44.361]  Now that's a major telltale sign right there.
[02:02:46.664 --> 02:02:54.050]  Hey folks, Alex Jones here, announcing the release of my most comprehensive documentary exposing the New World Order's orchestration of the September 11th attacks yet.
[02:02:54.311 --> 02:02:59.075]  In my new film, The Masters of Terror, we chronicle the globalist master plan for world domination.
[02:02:59.275 --> 02:03:04.920]  The Masters of Terror details how the elite are using manufactured terrorism to drive the world population into accepting tyranny.
[02:03:05.160 --> 02:03:09.684]  Witness in horror the execution of the September 11th attacks and the ensuing whitewash.
[02:03:09.904 --> 02:03:17.070]  The casual society control grid, impenetrable microchips, mass mind control, militarization of police, concentration camps, foreign troops massing on U.S.
[02:03:17.090 --> 02:03:21.633]  soil, the USA Patriot Act, Super Big Brother Total Information Awareness Network, and much, much more.
[02:03:21.793 --> 02:03:24.296]  It is absolutely vital that everyone see the masters of terror.
[02:03:24.536 --> 02:03:31.041]  Only by exposing the perpetrators of September 11th can we stop them from carrying out the next wave of attacks and destroying our constitutional republic.
[02:03:31.121 --> 02:03:31.361]  That's 888-253-3139.
[02:03:45.786 --> 02:03:54.411]  Berkey water filters are the ultimate filters used worldwide for normal or hostile filtration environments to provide the most delicious, sparkling, clean water possible.
[02:03:54.631 --> 02:04:05.898]  The Berkey Light self-sterilizing filter elements remove pathogenic bacteria, cysts, parasites, chemicals, and they reduce lead, mercury, aluminum, nitrate, sulfur, odors, foul tastes, and much, much more.
[02:04:06.118 --> 02:04:08.779]  Yet, they leave in the nutritional minerals that your body needs.
[02:04:09.120 --> 02:04:13.222]  The Berkey Light has ridges to deflect water if the upper chamber is overfilled
[02:04:13.422 --> 02:04:15.565]  And it can be used anywhere on a flat surface.
[02:04:15.725 --> 02:04:17.588]  That's because it has an elevated base.
[02:04:17.788 --> 02:04:23.816]  The entire system joins together to make the Berkey light convenient to transport even while it's filtering water.
[02:04:24.076 --> 02:04:29.744]  Its rechargeable bright white LED lamps allow for optimum use at night or during emergency conditions.
[02:04:30.064 --> 02:04:33.987]  Get the Berkey Light, the ultimate filter for only $259 by calling New Millennium at 888-803-4438.
[02:04:34.007 --> 02:04:34.707]  That's toll free, 888-803-4438.
[02:04:34.727 --> 02:04:35.428]  Not yet available in Iowa.
[02:04:46.656 --> 02:04:50.898]  Janet from JLS Research has been preparing a revolutionary new product.
[02:04:51.038 --> 02:04:54.139]  Listeners have been having tremendous success with no B.O.
[02:04:54.299 --> 02:04:59.321]  Now Janet would like to introduce to you her new products like the Sweet Smell of Success Lotion Bar.
[02:04:59.421 --> 02:05:03.123]  Lotion bars are simply a lotion made into a solid bar rather than a liquid.
[02:05:03.163 --> 02:05:06.524]  You guys that are opposed to lotion bottles, this handmade bar is just for you.
[02:05:06.744 --> 02:05:08.645]  And the skin feels absolutely wonderful.
[02:05:29.517 --> 02:05:39.423]  Try the No-Bio deodorant, lotion bar, and the handmade all-natural soap and enjoy the sweet smell of success today by calling toll-free 1-888-881-NO-BIO.
[02:05:39.483 --> 02:05:40.984]  That's 1-888-881-6626.
[02:05:41.164 --> 02:05:45.027]  Or visit no-bio.com today.
[02:05:46.888 --> 02:05:52.932]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[02:05:53.532 --> 02:05:56.494]  It's Alex Jones and the GCN Radio Network.
