[00:00:07.023 --> 00:00:08.104]  Mainstream media.
[01:51:18.880 --> 01:51:27.244]  Trihalomethanes and volatile organic chemicals such as Atrazine, Benzene, Chlorine, Chloroform and NCBE are removed to below detectable limits.
[01:51:27.524 --> 01:51:33.887]  They reduce Nitrate and unwanted metals such as Lead, Mercury, Aluminum, Copper and panels taste like Chlorine and Sulfur odors.
[01:51:34.007 --> 01:51:38.469]  Yet the Black Berkey Filter Elements leave in the helpful and beneficial minerals that your body needs.
[01:51:38.689 --> 01:51:42.911]  Normally $48 each, get a 2-pack for only $91 or a 4-pack for only $173.
[01:51:43.272 --> 01:51:47.574]  Get the powerful Black Berkey Replacement Filters now by calling New Millennium at 888-
[01:51:48.274 --> 01:51:48.734]  We're good to go.
[01:52:10.689 --> 01:52:11.089]  I think so.
[01:52:30.981 --> 01:52:31.361]  I think so.
[01:52:54.226 --> 01:53:11.070]  Folks, I had a professor, a scientist from England joining us in the next hour and I just cancelled him because we need to take your phone calls.
[01:53:11.110 --> 01:53:18.071]  We need to get your take on what's happening in New Orleans and in surrounding areas of Louisiana and Mississippi.
[01:53:19.582 --> 01:53:29.451]  And the economic effects this is going to have on the economy, and then just the unbelievably pathetic response of the vacationing neocon Bush.
[01:53:31.492 --> 01:53:37.618]  I want to thank our guests for spending so much time with us today, a really incredible website, a lot of amazing research.
[01:53:38.286 --> 01:53:39.866]  Things are happening with our weather.
[01:53:40.327 --> 01:53:41.547]  It is being manipulated.
[01:53:41.587 --> 01:53:42.207]  That's admitted.
[01:53:42.247 --> 01:53:42.987]  That's mainstream.
[01:53:43.747 --> 01:53:48.769]  I don't know if I agree with the conclusions of our meteorologist friend, but you know, he's got a degree and I don't.
[01:53:49.409 --> 01:53:51.569]  But Scott Stevens, I appreciate you.
[01:53:52.070 --> 01:54:01.032]  I appreciate you coming on with us and I hope folks will visit weatherwars.info because definitely there's a lot to take away from your site that is very important.
[01:54:01.333 --> 01:54:03.960]  There's still a lot of research yet to be done.
[01:54:04.000 --> 01:54:08.031]  I just haven't had the time to dig through and basically do a post-mortem on this storm.
[01:54:08.092 --> 01:54:09.135]  That will get done.
[01:54:10.050 --> 01:54:15.456]  But it's just more important that people realize that this is possible, and look at the skies.
[01:54:15.756 --> 01:54:20.021]  Look and notice the odd things happening in the skies, and then your eyes will change.
[01:54:20.041 --> 01:54:21.923]  And you get into all this scientifically on your side.
[01:54:21.943 --> 01:54:25.567]  I mean, you show radar photos, and you show satellite.
[01:54:25.587 --> 01:54:27.409]  I mean, you show just this incredible stuff.
[01:54:28.109 --> 01:54:28.510]  It's there.
[01:54:28.970 --> 01:54:32.354]  It's just truly all there, and I put it together so other weathermen
[01:54:32.714 --> 01:54:38.417]  ...can see what I see, and so what's written at that level, it's not, it's not... What response?
[01:54:38.437 --> 01:54:42.419]  I mean, you've got some of these posted, but what response have you gotten from other meteorologists?
[01:54:42.519 --> 01:54:43.160]  They're intrigued.
[01:54:43.820 --> 01:54:44.621]  They're very intrigued.
[01:54:45.261 --> 01:54:46.421]  And I was the same way.
[01:54:46.482 --> 01:54:50.664]  It took me six years to get that sinking feeling in my gut.
[01:54:50.684 --> 01:54:52.905]  Well, I've talked to a local weatherman who won't go public.
[01:54:52.985 --> 01:54:54.846]  Obviously, you've had some pressure at your TV station.
[01:54:55.066 --> 01:54:58.888]  But I've talked to a local weatherman who goes, yeah, we know something's going on, but we can't talk about it.
[01:54:59.829 --> 01:55:00.449]  That's too bad.
[01:55:00.729 --> 01:55:02.110]  He just needs to find the courage to do it.
[01:55:02.972 --> 01:55:04.713]  You know, and then just deal with the consequences.
[01:55:04.813 --> 01:55:07.555]  It's like, yeah, we think Galileo's right.
[01:55:07.575 --> 01:55:09.557]  The world may be round, but we can't say it.
[01:55:09.777 --> 01:55:11.118]  Yep, and that's too bad.
[01:55:11.358 --> 01:55:13.339]  I mean, that courage will be found by a few more.
[01:55:13.640 --> 01:55:13.940]  All right.
[01:55:14.000 --> 01:55:16.282]  Thank you, Scott Stevens, for coming on with us.
[01:55:16.702 --> 01:55:17.502]  Talk to you again soon.
[01:55:18.043 --> 01:55:19.003]  Take care, my friend.
[01:55:20.164 --> 01:55:26.569]  Look, I don't think I agree with who he says politically could be behind this, but weather modification is admitted.
[01:55:27.888 --> 01:55:33.211]  And don't think for a minute that our government doesn't have much more advanced systems than the precious little Rooskies.
[01:55:38.193 --> 01:55:42.095]  Again, folks, hurricanes have been hitting New Orleans forever and killing people forever.
[01:55:42.555 --> 01:55:44.136]  And they didn't fix those levees.
[01:55:45.157 --> 01:55:47.538]  And it just shows you the government isn't going to protect you.
[01:55:47.598 --> 01:55:53.301]  And the people that are trying to help, that are really helping the refugees right now predominantly, are the citizens.
[01:55:54.955 --> 01:55:57.155]  So in the next hour we'll talk about that.
[01:55:58.076 --> 01:56:00.556]  I personally have given money to charities, but I check them out first.
[01:56:00.616 --> 01:56:02.236]  It's like meals on wheels.
[01:56:02.296 --> 01:56:06.517]  We've probably given them $1,000, which is a lot of money for us in the last year.
[01:56:06.537 --> 01:56:08.217]  $250 here, $500 there.
[01:56:08.237 --> 01:56:14.879]  Because I know, I've gone out and volunteered, I know that's really helping people.
[01:56:15.639 --> 01:56:17.399]  I wouldn't give five cents to the Red Cross.
[01:56:17.459 --> 01:56:18.639]  Okay, side issue.
[01:56:18.659 --> 01:56:21.440]  You need to research who you support.
[01:56:21.460 --> 01:56:22.280]  You need to research us.
[01:56:23.184 --> 01:56:32.672]  We do need your support in the fight against the Globalists, and they could carry out a nuclear attack any day, a bio-attack, blame it on firing enemies, as a way to really mobilize us for World War III.
[01:56:33.653 --> 01:56:36.575]  The Globalists, we have our own game plans to do this.
[01:56:37.756 --> 01:56:43.321]  And I hope you'll get Martial Law, my newest and most powerful film, a three-hour miniseries, three films in one.
[01:56:44.828 --> 01:56:48.791]  $25.95.
[01:56:45.008 --> 01:56:48.791]  Get multiple copies, it drops down to $14 apiece.
[01:56:49.412 --> 01:56:55.036]  You can get the last film I made that's excellent for $5.95 when you buy one copy at the regular price.
[01:56:55.476 --> 01:56:57.858]  And that's American Dictators, an excellent video.
[01:56:58.339 --> 01:57:02.462]  And your support is vital to the continual operation of this operation.
[01:57:03.708 --> 01:57:09.429]  So here's the toll-free number to order the videos.
[01:57:09.449 --> 01:57:11.069]  1-888-253-3139.
[01:57:11.089 --> 01:57:14.990]  That's 888-253-3139.
[01:57:15.350 --> 01:57:22.812]  Or go to InfoWars.com right now to order the videos and books off our secure shopping cart there at the bookstore.
[01:57:23.092 --> 01:57:24.392]  Or PrisonPlanet.tv.
[01:57:24.412 --> 01:57:25.612]  See it all online right now.
[01:57:26.372 --> 01:57:30.393]  We'll take your calls in rapid succession when the next hour starts in 70 seconds.
[01:57:33.456 --> 01:57:38.061]  Copies of the preceding broadcast are available at GCNlive.com or call toll free 877-376-45.
[01:57:49.915 --> 01:57:50.556]  Big Brother.
[01:57:51.216 --> 01:57:52.297]  Mainstream media.
[01:57:52.977 --> 01:57:54.118]  Government cover-ups.
[01:57:54.138 --> 01:57:55.559]  You want answers?
[01:57:56.319 --> 01:57:57.360]  Well, so does he.
[01:57:57.881 --> 01:58:01.803]  He's Alex Jones on the GCN Radio Network.
[01:58:02.063 --> 01:58:06.186]  And now, live from Austin, Texas, Alex Jones.
[01:58:08.047 --> 01:58:12.010]  Monday through Friday from 11 to 2 Central, back from 9 to midnight, we're here.
[01:58:12.170 --> 01:58:14.092]  Look, I know Bob's been holding it for over an hour.
[01:58:14.632 --> 01:58:15.853]  Tim and John and others.
[01:58:16.513 --> 01:58:18.955]  But we continue to get calls from Louisiana.
[01:58:19.733 --> 01:58:27.379]  People that are eyewitnesses, not just to what local news is reporting, which is very different than national news, but also to what they're actually seeing physically.
[01:58:27.960 --> 01:58:46.174]  You know, people getting their heads blown off, you know, in small towns by the looters, who, again, you had a large portion of the city that left, ran out of money, staying in Houston and other areas, and Texas, now they're coming back in, and families run out of gas, kids on the side of the street,
[01:58:46.858 --> 01:58:48.379]  A total breakdown of society.
[01:58:48.419 --> 01:58:55.084]  I mean, where are the authorities, the public servants, giving money to these women with children to get fuel back in their car?
[01:58:56.085 --> 01:58:59.428]  I mean, where's the Red Cross doling out money for fuel?
[01:59:01.189 --> 01:59:04.471]  We know they got $3 billion they didn't spend that they kept from 9-11.
[01:59:05.632 --> 01:59:06.473]  Breaking their promise.
[01:59:07.697 --> 01:59:10.798]  So, it is just, it is amazing.
[01:59:11.118 --> 01:59:15.720]  I'm going to move quickly through your calls, no matter how good your call is, because I need to get to the next person.
[01:59:16.240 --> 01:59:18.440]  JW in Louisiana, you're up first.
[01:59:18.460 --> 01:59:18.941]  Go ahead.
[01:59:19.221 --> 01:59:21.501]  Yes, Alex, I'm in Baton Rouge.
[01:59:21.621 --> 01:59:23.102]  Actually, I'm in Livingston, Paris.
[01:59:23.142 --> 01:59:25.403]  It's a bedroom suburb of Baton Rouge.
[01:59:25.443 --> 01:59:25.743]  Yes, sir.
[01:59:26.203 --> 01:59:27.623]  We have doubled the population.
[01:59:27.723 --> 01:59:29.804]  I don't know what's been said this morning already.
[01:59:29.824 --> 01:59:34.985]  I've only just caught brief segments of your show, but Baton Rouge has doubled its population overnight.
[01:59:35.886 --> 01:59:36.586]  What is it like?
[01:59:37.256 --> 01:59:48.886]  Well, downtown Baton Rouge, where the governmental building and the river center is, where the housing quote-unquote refugees is, uh, it's under pretty much heavy lockdown.
[01:59:48.966 --> 01:59:53.250]  I hate to use the word lockdown, but the police is really in math down there.
[01:59:54.211 --> 02:00:03.339]  And, uh, there's been, I don't, I don't know how much of it's erroneous report or we getting a lot of actual stuff, but I don't know how much the news media is playing it down.
[02:00:03.399 --> 02:00:04.920]  And I don't know how much of it's rumor.
[02:00:05.560 --> 02:00:20.565]  But I know for a fact that the East Baton Rouge Parish Sheriff's Office, which is located adjacent to the governmental building, my understanding is, and I had it from a reliable source, actually a deputy says that they have actually, they have locked down the building at the Sheriff's Office.
[02:00:21.105 --> 02:00:22.025]  Employees are locked in.
[02:00:22.918 --> 02:00:30.864]  I understand that the governmental employees... Why on earth would they lock themselves in like 14-foot goblins were on the outside of it?
[02:00:31.545 --> 02:00:34.007]  Are they thinking there's going to be a tunnel breakdown in the state?
[02:00:34.227 --> 02:00:40.812]  Well, it's just all the refugees, and that's the only word I can use at this point, it's just all adjacent to where they're at.
[02:00:40.832 --> 02:00:42.834]  They're just mingling in and out of the buildings.
[02:00:44.033 --> 02:00:44.873]  In my understanding.
[02:00:44.893 --> 02:00:48.135]  I would tend to agree with that because I'm getting reports from
[02:01:02.702 --> 02:01:09.065]  Listen, I'm against tyranny and I'm against out of control behavior.
[02:01:09.465 --> 02:01:13.027]  But once you get a breakdown, then it's going to be even worse, folks.
[02:01:13.068 --> 02:01:15.469]  And then they're going to institute it nationwide.
[02:01:15.749 --> 02:01:19.191]  The police need to get in there and there's some problems and start cracking some heads.
[02:01:19.451 --> 02:01:23.974]  But if you don't have problems yet in your town, and the police are all locked up doing nothing,
[02:01:24.774 --> 02:01:32.976]  That sounds like the LA riots where the police wouldn't even contain 10 rioters in the first hour and then it turned into half the city burning down.
[02:01:33.297 --> 02:01:35.057]  I mean, it's going to be their fault.
[02:01:35.137 --> 02:01:36.397]  They've got a job to do.
[02:01:36.678 --> 02:01:37.538]  What are they doing?
[02:01:37.558 --> 02:01:39.858]  I mean, it's like with Columbine.
[02:01:40.359 --> 02:01:44.900]  It's like with Columbine where they sat there for 4 hours and 15 minutes outside the building.
[02:01:45.495 --> 02:01:49.657]  Bond, I understand that, and I do exactly understand what you're saying.
[02:01:49.677 --> 02:01:50.717]  Well, what did the deputy say?
[02:01:50.757 --> 02:01:52.958]  I mean, the deputy's telling you we're all locked down in there.
[02:01:53.038 --> 02:01:54.178]  Why are they locked down?
[02:01:54.399 --> 02:01:59.661]  Well, this is actually, in their defense, it is the administrative end of the sheriff's office.
[02:01:59.721 --> 02:01:59.961]  Oh, no.
[02:02:00.061 --> 02:02:01.161]  I mean, that makes sense then.
[02:02:01.221 --> 02:02:01.501]  Okay.
[02:02:01.681 --> 02:02:01.901]  Right.
[02:02:01.981 --> 02:02:02.822]  I was thinking that they'd...
[02:02:03.422 --> 02:02:03.742]  All right.
[02:02:03.923 --> 02:02:06.084]  No, this is the administrative end.
[02:02:06.104 --> 02:02:07.606]  This is where the sheriff's office is.
[02:02:07.626 --> 02:02:07.886]  Oh, thank God.
[02:02:07.926 --> 02:02:10.008]  I thought the police had locked themselves in the building.
[02:02:10.028 --> 02:02:10.908]  We'd really be in trouble.
[02:02:11.009 --> 02:02:13.010]  And that, I didn't want to mislead you.
